date,jcd,rno,source_type,snapshot_type,source_url,1-2-3,1-2-4,1-2-5,1-2-6,1-3-2,1-3-4,1-3-5,1-3-6,1-4-2,1-4-3,1-4-5,1-4-6,1-5-2,1-5-3,1-5-4,1-5-6,1-6-2,1-6-3,1-6-4,1-6-5,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,2-3-4,2-3-5,2-3-6,2-4-1,2-4-3,2-4-5,2-4-6,2-5-1,2-5-3,2-5-4,2-5-6,2-6-1,2-6-3,2-6-4,2-6-5,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,3-2-4,3-2-5,3-2-6,3-4-1,3-4-2,3-4-5,3-4-6,3-5-1,3-5-2,3-5-4,3-5-6,3-6-1,3-6-2,3-6-4,3-6-5,4-1-2,4-1-3,4-1-5,4-1-6,4-2-1,4-2-3,4-2-5,4-2-6,4-3-1,4-3-2,4-3-5,4-3-6,4-5-1,4-5-2,4-5-3,4-5-6,4-6-1,4-6-2,4-6-3,4-6-5,5-1-2,5-1-3,5-1-4,5-1-6,5-2-1,5-2-3,5-2-4,5-2-6,5-3-1,5-3-2,5-3-4,5-3-6,5-4-1,5-4-2,5-4-3,5-4-6,5-6-1,5-6-2,5-6-3,5-6-4,6-1-2,6-1-3,6-1-4,6-1-5,6-2-1,6-2-3,6-2-4,6-2-5,6-3-1,6-3-2,6-3-4,6-3-5,6-4-1,6-4-2,6-4-3,6-4-5,6-5-1,6-5-2,6-5-3,6-5-4
2026-05-23,01,1,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=1,11.8,18.6,96.5,37.3,195.3,557.3,9.4,14.3,108.6,66.4,388.6,845.8,38.3,38.8,221.8,60.6,223.2,933.6,57.3,72.3,341.5,92.7,401.6,1452.0,23.8,37.0,100.2,39.9,210.5,499.2,25.9,32.4,64.1,54.2,270.2,1027.0,85.0,84.0,169.7,59.8,160.1,519.0,133.2,169.9,283.6,91.8,372.5,1529.0,15.5,23.3,130.7,123.3,563.8,1019.0,29.0,31.4,81.2,87.9,413.1,1467.0,50.3,55.2,230.0,180.1,392.8,1272.0,75.7,82.7,278.1,199.9,945.9,2212.0,90.4,98.1,337.5,67.0,220.8,633.4,127.3,152.3,256.3,68.5,176.4,611.8,110.8,86.2,360.3,150.7,367.7,939.7,219.5,271.3,698.0,90.3,254.9,1049.0,151.5,262.8,548.8,152.4,684.7,998.5,256.7,365.8,656.5,176.8,748.9,1437.0,217.2,245.3,582.1,266.2,1027.0,1331.0,466.8,601.6,1562.0,153.2,484.1,866.2
2026-05-23,01,2,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=2,16.1,61.5,67.0,115.0,56.2,1855.0,20.7,64.8,47.2,101.3,54.2,1961.0,16.5,55.8,35.2,56.1,49.2,2901.0,124.9,271.0,286.1,284.5,157.7,1716.0,17.7,101.1,114.0,163.8,99.4,1943.0,16.7,100.7,125.2,218.9,145.2,1716.0,11.4,92.5,91.5,112.1,109.6,3029.0,144.5,293.0,332.7,366.5,338.8,2942.0,29.8,123.9,89.2,143.7,86.8,2288.0,28.0,168.1,129.3,244.0,157.4,1791.0,19.6,108.4,69.7,104.9,112.3,2901.0,185.9,402.3,364.5,455.7,415.3,3491.0,21.2,92.7,64.0,44.8,62.6,2452.0,19.4,132.1,102.7,72.3,92.1,2710.0,25.0,114.8,79.2,74.7,99.4,2942.0,120.1,332.7,300.2,114.0,136.0,1775.0,342.1,722.8,749.0,492.8,428.2,1745.0,377.2,786.2,688.9,609.4,682.1,2607.0,389.4,861.9,817.4,749.0,754.5,2574.0,314.9,786.2,703.0,377.2,503.6,1596.0
2026-05-23,01,3,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=3,19.4,48.6,53.5,300.0,167.6,117.8,55.5,126.7,91.6,284.2,120.2,87.6,27.5,64.3,34.8,283.6,338.4,317.7,25.0,55.9,29.6,239.7,97.9,118.4,18.6,65.9,89.5,481.9,242.9,169.8,43.3,136.2,181.6,402.1,205.6,152.9,16.7,68.0,77.5,421.6,549.8,433.8,16.1,63.0,67.1,285.7,176.3,204.5,103.2,274.3,168.3,324.2,133.5,109.8,91.9,302.3,215.2,330.5,186.4,126.4,111.7,340.6,141.9,270.7,348.5,214.3,115.4,278.3,94.6,183.6,91.0,99.0,46.3,139.5,65.8,313.2,481.1,511.2,36.7,140.1,85.4,366.0,707.1,522.1,157.0,405.7,158.8,338.9,594.7,330.9,38.2,125.2,32.9,166.3,250.4,306.8,35.2,117.8,55.3,339.3,118.0,135.5,30.7,121.6,82.1,299.7,124.4,128.4,105.9,327.3,112.7,242.7,92.7,96.5,40.7,154.9,42.8,187.1,225.6,244.0
2026-05-23,01,4,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=4,39.5,59.9,75.6,84.1,621.0,280.4,31.1,43.5,57.1,106.6,720.5,305.3,133.3,170.3,155.8,176.4,600.7,201.0,51.2,55.3,66.2,63.6,523.9,598.7,42.1,67.0,84.2,91.6,658.3,321.8,34.9,32.2,33.4,66.4,391.3,203.5,117.2,84.7,85.8,154.7,430.2,134.0,51.4,39.1,39.5,42.0,445.6,549.5,39.3,63.0,47.1,82.2,526.9,300.0,47.6,44.8,32.9,57.4,317.1,175.1,119.0,119.6,50.0,82.4,325.0,120.2,32.1,32.6,18.4,31.1,320.3,353.7,257.0,337.2,204.9,185.5,596.7,173.4,288.8,200.9,130.5,161.5,417.5,104.0,246.2,227.0,100.0,150.6,442.4,118.8,236.7,192.6,100.0,84.8,260.2,262.4,108.9,122.3,88.5,64.2,718.6,735.0,113.5,91.6,70.0,41.7,563.1,624.6,81.8,67.4,41.0,45.0,531.5,561.3,284.9,235.2,112.5,87.9,382.0,413.1
2026-05-23,01,5,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=5,43.4,380.5,170.5,308.9,111.4,281.3,54.0,470.8,79.1,197.1,57.2,139.5,31.6,312.8,38.4,80.1,69.5,190.8,42.6,392.4,49.0,105.0,33.7,73.6,37.5,588.3,440.4,538.5,289.8,598.7,28.7,764.8,651.8,806.0,439.9,867.5,12.8,670.4,441.4,410.9,392.4,683.9,20.1,768.0,478.0,431.2,253.0,490.5,56.7,708.5,148.1,293.2,94.8,180.9,42.3,983.7,462.7,641.7,369.6,599.6,22.7,697.9,114.0,180.9,213.4,348.0,31.8,599.6,127.4,201.8,114.8,171.6,26.2,497.7,64.0,86.4,110.1,307.2,16.1,777.5,291.4,258.4,333.7,505.7,22.5,794.0,122.0,168.3,237.0,475.0,12.2,462.1,68.3,64.9,84.2,157.0,69.1,740.7,102.5,148.9,46.3,78.0,37.1,970.9,379.7,387.1,164.6,267.1,51.6,851.8,171.8,271.1,108.0,156.4,22.2,599.6,97.6,105.1,74.3,122.8
2026-05-23,01,6,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=6,14.4,227.5,88.4,348.4,329.9,1061.0,30.9,400.6,50.4,185.6,110.7,524.3,26.2,411.4,34.7,179.2,203.0,1243.0,68.8,748.3,79.1,363.0,261.2,917.9,9.1,365.1,260.1,762.5,791.2,1787.0,7.3,782.8,538.4,1076.0,1140.0,1787.0,5.1,728.5,477.3,927.5,1061.0,2794.0,10.7,1522.0,899.2,1123.0,1471.0,3153.0,33.2,742.0,127.7,272.5,160.4,750.8,14.6,1074.0,436.2,888.3,810.1,2675.0,19.7,1212.0,174.8,364.2,421.2,1979.0,52.6,1593.0,395.9,660.9,644.5,1635.0,33.4,782.8,88.8,250.2,332.2,1839.0,12.6,1186.0,409.9,698.5,1019.0,2708.0,28.7,1571.0,215.6,386.6,571.9,2494.0,36.2,2174.0,331.2,505.7,784.2,2112.0,130.7,1501.0,325.1,714.4,681.3,1279.0,50.9,2566.0,761.2,1276.0,1809.0,3044.0,128.3,2386.0,638.9,1095.0,1066.0,1988.0,75.6,2628.0,501.7,976.8,1325.0,2494.0
2026-05-23,01,7,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=7,8.6,84.8,63.5,232.3,266.1,703.6,13.8,132.5,33.5,146.9,196.8,392.0,20.4,166.6,40.7,200.2,390.9,708.6,47.2,377.5,86.5,302.0,447.7,544.6,7.6,163.0,163.9,406.0,483.6,1404.0,5.4,355.9,319.3,575.3,984.0,1948.0,7.8,442.7,389.0,960.2,937.6,2860.0,22.2,916.0,672.6,1001.0,1329.0,1920.0,22.4,406.5,93.1,200.3,370.1,766.0,16.2,657.1,265.2,474.9,1019.0,2172.0,31.5,1074.0,177.1,391.6,824.8,1691.0,49.0,1278.0,310.8,643.3,1325.0,1201.0,38.9,447.7,166.8,304.8,679.5,1677.0,23.3,875.6,454.3,776.4,1352.0,2901.0,52.5,1320.0,271.0,439.2,1083.0,2114.0,81.8,1404.0,477.8,543.1,991.4,1893.0,124.3,1119.0,390.5,704.8,816.3,1009.0,78.0,1523.0,1048.0,1290.0,1807.0,1743.0,118.8,1546.0,644.3,1132.0,1596.0,1483.0,104.0,1656.0,650.6,916.0,1343.0,1577.0
2026-05-23,01,8,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=8,30.6,273.3,174.9,189.0,114.1,1236.0,40.0,450.6,120.0,118.3,51.1,931.2,24.1,252.6,59.1,36.2,43.7,828.9,83.6,732.3,199.0,95.3,49.1,319.8,23.6,355.8,307.8,467.3,276.7,1985.0,14.0,760.3,863.0,913.2,387.6,3091.0,7.1,427.6,365.4,362.2,390.4,2465.0,37.1,1013.0,692.0,554.6,532.7,1746.0,50.2,665.1,282.5,236.7,109.2,1479.0,23.4,1106.0,900.1,818.1,369.3,2656.0,14.4,665.1,279.7,177.9,192.5,2095.0,45.2,1193.0,638.1,374.9,278.3,1232.0,26.6,354.4,102.3,32.7,49.1,825.2,10.0,564.6,366.8,156.9,201.0,1337.0,14.0,672.2,262.4,94.0,129.2,1220.0,16.0,938.1,321.5,50.9,68.4,515.9,188.6,1706.0,568.8,182.7,103.6,335.2,99.4,2272.0,1795.0,431.5,419.0,1296.0,90.6,1830.0,1083.0,377.9,274.6,917.6,40.4,1698.0,648.0,113.3,129.4,557.0
2026-05-23,01,9,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=9,4.6,19.8,28.6,169.5,364.9,1140.0,11.2,36.0,48.0,249.0,447.1,1129.0,14.4,47.5,57.5,263.7,636.8,1824.0,33.9,100.0,104.0,369.7,675.8,2090.0,7.3,41.8,43.3,258.4,499.9,1317.0,13.7,122.5,90.4,359.4,572.9,1824.0,17.8,124.0,99.3,450.5,796.0,2695.0,36.6,228.3,178.8,608.2,952.6,2483.0,28.4,158.4,95.8,343.2,611.3,1464.0,33.9,221.6,105.5,379.8,677.7,1653.0,54.2,324.2,129.5,354.3,937.6,2027.0,94.2,464.2,193.0,477.3,1000.0,1897.0,49.6,198.0,141.3,376.8,872.1,2965.0,56.6,263.4,152.6,536.6,1047.0,2892.0,96.7,481.6,197.6,528.9,1210.0,2650.0,144.4,611.3,253.8,510.1,893.4,2695.0,161.9,540.3,374.7,888.4,1026.0,2965.0,174.9,640.2,443.8,988.4,1314.0,3463.0,281.2,978.2,444.6,956.5,1258.0,2621.0,263.1,817.9,432.8,767.6,1154.0,2483.0
2026-05-23,01,10,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260523&jcd=01&rno=10,6.2,50.2,57.2,93.1,464.1,388.8,6.8,52.7,45.9,131.5,650.3,546.7,18.0,111.4,85.3,143.6,472.4,586.5,24.1,151.7,136.9,199.3,689.8,1109.0,7.8,145.6,163.1,163.7,851.4,701.1,8.4,244.5,307.1,482.6,1349.0,1336.0,20.6,486.0,408.8,390.1,870.1,1540.0,27.2,572.6,650.3,536.1,1847.0,2242.0,11.9,147.1,137.4,233.0,1206.0,1069.0,16.2,370.1,261.6,477.2,1776.0,1759.0,31.7,547.8,297.4,534.1,1482.0,1793.0,38.9,683.9,391.5,627.5,2794.0,2471.0,49.2,522.5,426.7,213.9,559.9,978.9,70.9,901.1,669.9,344.2,778.7,1519.0,81.9,922.0,703.8,594.6,1447.0,2197.0,107.3,1094.0,782.0,311.1,685.5,2336.0,69.8,682.2,645.0,486.8,1235.0,2122.0,87.2,1260.0,1139.0,692.4,2036.0,3071.0,104.9,1314.0,975.4,958.6,2911.0,3390.0,161.3,1327.0,1232.0,533.0,1001.0,2780.0
