レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202602070101,2026-02-07,01,01R,須藤 隆雄,7.00,0.18,3.3,1,,IP,5,,IP,3,,IP,4,,IP,1,,IP,4,,IP,1,,IP,1,,IP,1,,IP,4,,IP,松井 貫太,5.10,0.20,4.8,5,,IP,1,,IP,4,,IP,2,,IP,4,,IP,3,,IP,5,,IP,2,,IP,6,,IP,3,3,IP,山口 晃朋,5.40,0.13,3.3,5,,IP,1,,IP,6,,IP,1,,IP,1,,IP,4,,IP,6,,IP,2,,IP,4,,IP,4,,IP,高山 敬悟,5.00,0.13,2.6,4,6,IP,3,5,IP,4,,IP,2,,IP,6,,IP,3,,IP,5,,IP,2,,IP,6,,IP,1,,IP,山下 昂大,4.30,0.11,3.1,5,,IP,3,,IP,4,,IP,3,,IP,4,,IP,6,2,IP,4,,G3,3,,G3,2,6,G3,5,6,IP,安藤 瑠希,1.10,0.19,4.0,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202602070102,2026-02-07,01,02R,信濃 由行,6.70,0.17,3.4,6,,IP,3,,IP,1,,IP,3,,IP,1,,IP,1,,IP,3,,IP,4,,IP,4,,IP,1,,IP,野中 義生,4.80,0.16,3.5,3,,IP,4,1,IP,5,,IP,1,,IP,2,,IP,5,,G3,4,,IP,1,,IP,6,,IP,6,,IP,渡部 悟,4.50,0.13,1.9,3,,IP,2,,IP,5,4,IP,2,,IP,2,,IP,6,,IP,5,,IP,2,,IP,6,,IP,6,,G3,一色 颯輝,4.89,0.20,3.4,2,,IP,落,,IP,2,,IP,1,,IP,4,5,IP,5,,IP,2,,IP,妨,5,IP,転,,IP,4,5,IP,上野 秀和,3.90,0.19,3.4,3,,IP,3,,IP,3,,IP,5,,G3,1,,G3,5,,IP,5,,IP,5,,IP,5,,IP,6,,IP,野間 大樹,5.70,0.21,4.0,6,,IP,5,,IP,5,,G3,3,,G3,2,,IP,1,,IP,6,,IP,2,,IP,2,,IP,1,5,IP
202602070103,2026-02-07,01,03R,石岡 将太,7.80,0.14,2.1,5,,IP,5,,IP,1,,IP,1,,IP,2,,IP,1,,IP,2,,IP,2,,G3,1,,G3,1,,IP,寺嶋 雄,2.60,0.22,4.6,4,,IP,6,,IP,2,,IP,5,,IP,5,,IP,6,,IP,4,,IP,5,,IP,6,,IP,6,,IP,横井 健太,5.20,0.21,4.3,3,,IP,2,,IP,2,,IP,5,,IP,4,,IP,3,,IP,5,,IP,3,,IP,4,,IP,3,,IP,西尾 亮輔,4.60,0.18,3.3,4,,IP,1,,IP,3,,IP,4,,IP,6,,IP,3,,IP,5,,IP,4,,IP,2,,IP,6,,IP,渡邉 睦広,4.70,0.18,3.2,2,,G3,2,4,IP,2,,IP,4,,IP,3,,IP,6,,IP,3,,IP,5,,IP,5,,IP,5,,IP,大西 賢,2.60,0.25,4.8,3,,IP,6,,IP,6,,IP,5,,IP,6,,IP,5,,IP,4,,IP,4,,IP,4,,IP,6,,IP
202602070104,2026-02-07,01,04R,吉田 宗弘,7.40,0.18,3.8,3,,IP,3,,IP,1,,IP,3,,IP,1,,IP,2,,IP,1,,IP,3,,IP,3,,IP,3,,IP,前川 守嗣,6.50,0.12,3.1,2,,IP,4,,IP,2,,IP,2,,IP,6,,IP,2,,IP,3,,IP,2,,IP,1,,IP,4,,IP,東 潤樹,6.10,0.17,3.5,5,,IP,1,,IP,1,,IP,2,,IP,4,,IP,1,,IP,3,,IP,6,4,IP,4,,IP,3,,IP,眞鳥 章太,4.70,0.16,3.7,2,,IP,4,,IP,1,,IP,5,,IP,5,,IP,5,,IP,2,,IP,6,,IP,3,,IP,4,,IP,山口 広樹,3.50,0.17,3.2,2,,G3,6,,IP,6,,IP,2,,IP,2,,IP,5,6,IP,6,,IP,4,,IP,6,,IP,6,6,IP,馬袋 義則,3.80,0.16,4.3,5,2,IP,4,,IP,2,2,IP,4,,IP,2,4,IP,6,,G3,4,3,G3,5,3,G3,6,5,IP,5,5,IP
202602070105,2026-02-07,01,05R,永井 亮次,9.40,0.15,2.8,3,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,大田 直弥,5.40,0.18,4.3,3,,IP,2,,IP,6,3,IP,2,,IP,2,,IP,6,,IP,3,,IP,2,,IP,5,,IP,3,,IP,高山 敬悟,3.90,0.17,3.5,4,,IP,6,,IP,5,,IP,6,,IP,3,,IP,3,,IP,5,,IP,4,4,IP,2,,IP,4,,IP,村松 将平,6.22,0.12,2.0,2,,IP,1,,IP,2,,IP,3,,IP,落,,IP,4,,IP,3,,IP,2,,IP,5,5,IP,4,5,IP,真庭 明志,3.90,0.14,2.6,5,,IP,5,,IP,1,4,IP,5,,IP,5,,IP,5,,IP,5,,IP,2,,IP,6,,IP,2,,G3,黄金井 力良,2.80,0.16,3.6,3,5,IP,5,,IP,5,5,IP,6,,IP,6,,IP,4,,IP,5,,IP,4,,IP,5,,IP,4,,IP
202602070106,2026-02-07,01,06R,樋口 亮,9.50,0.16,2.4,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,G3,3,,G3,1,,IP,齋藤 真之,4.30,0.18,2.6,1,1,IP,3,,IP,4,,IP,3,,IP,6,,IP,6,,IP,5,,IP,4,,IP,6,3,IP,2,,IP,野中 義生,3.40,0.18,3.0,2,,IP,4,,IP,4,2,IP,6,,IP,5,,IP,6,,IP,2,,IP,6,,IP,6,,IP,4,,IP,半田 尚也,3.30,0.15,3.2,6,,IP,6,,IP,5,,IP,4,,IP,4,,IP,2,,IP,4,,IP,4,,IP,6,,IP,4,,IP,山口 晃朋,3.20,0.16,3.7,5,,IP,6,,IP,5,,IP,2,,IP,3,6,IP,5,,IP,6,,IP,4,,IP,4,,IP,5,,IP,櫻井 隼,2.10,0.28,4.6,5,,IP,6,,IP,5,,IP,5,,IP,6,,IP,4,,IP,5,,IP,4,,IP,5,,IP,6,,IP
202602070107,2026-02-07,01,07R,水摩 敦,8.80,0.18,3.0,4,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,4,,IP,1,,IP,1,,IP,1,,IP,宇田川 信一,3.40,0.23,5.2,6,,IP,4,,IP,5,,IP,5,,IP,5,,IP,2,3,IP,6,3,IP,4,3,IP,4,,IP,3,,IP,鈴木 猛,5.60,0.15,3.2,4,,IP,2,,IP,3,,IP,2,,IP,4,,IP,3,,IP,3,,IP,4,,IP,5,4,IP,2,,IP,寺嶋 雄,5.50,0.17,2.9,2,,IP,4,,IP,1,,IP,4,,IP,6,,IP,1,,IP,3,,IP,1,,IP,6,,IP,6,,IP,須藤 隆雄,2.20,0.20,3.9,6,6,IP,4,,IP,6,6,IP,6,4,IP,5,,IP,5,,IP,6,,IP,5,,IP,3,,IP,5,4,IP,森 智哉,5.10,0.18,4.4,4,,IP,2,,IP,3,,IP,2,,IP,5,,IP,5,,IP,3,,IP,4,,IP,4,,IP,3,5,IP
202602070108,2026-02-07,01,08R,渡邉 睦広,7.70,0.17,2.7,1,,G3,4,,G3,1,,IP,6,,IP,1,,IP,1,,IP,1,,IP,1,,IP,5,,IP,1,,IP,佃 來紀,4.80,0.16,3.7,2,,G3,2,,IP,5,,IP,5,,IP,2,,IP,6,,IP,2,,IP,2,,IP,5,,IP,6,3,IP,上野 秀和,6.70,0.17,4.0,3,,IP,2,4,IP,1,,IP,2,,IP,5,,IP,3,,G3,6,,G3,1,,IP,1,,IP,3,,IP,広瀬 聖仁,4.80,0.20,4.1,3,,IP,4,,IP,4,,IP,5,,IP,3,,IP,4,5,IP,3,,IP,5,,IP,3,,IP,2,,IP,塚越 海斗,5.70,0.15,3.2,1,4,IP,6,,IP,2,,IP,2,,IP,6,,IP,5,,IP,5,,IP,1,,IP,2,,G3,3,,IP,前川 守嗣,3.80,0.16,2.8,1,,IP,4,,IP,5,,IP,5,5,IP,5,,IP,5,,IP,4,,IP,4,,IP,3,,G3,5,,G3
202602070109,2026-02-07,01,09R,村松 将平,5.00,0.16,3.5,3,,IP,4,,IP,2,,IP,5,,IP,,,,,,,,,,,,,,,,,,IP,渡部 悟,3.60,0.18,3.3,3,,IP,2,,IP,4,,IP,5,,IP,6,,IP,5,,IP,2,,IP,6,,IP,転,3,IP,4,,G3,山下 昂大,6.70,0.19,2.6,3,,IP,6,,IP,2,,IP,2,,IP,2,,IP,2,,G3,4,,IP,2,,IP,2,,IP,2,,IP,大須賀 友,6.80,0.16,3.3,3,,IP,2,,IP,4,,IP,2,,IP,1,,IP,3,,IP,2,,IP,3,3,IP,6,,G3,1,,G3,吉田 宗弘,3.00,0.24,5.0,6,,IP,5,,IP,5,,IP,5,,IP,4,,IP,6,,IP,4,,IP,4,,IP,3,,IP,4,,IP,西尾 亮輔,2.50,0.18,4.5,5,,IP,4,,IP,6,,IP,4,,IP,4,,IP,5,,IP,6,,IP,4,,IP,5,,IP,6,,IP
202602070110,2026-02-07,01,10R,一色 颯輝,6.60,0.19,4.6,1,,IP,5,,IP,1,,IP,1,,IP,1,,IP,2,,IP,4,,IP,6,,IP,1,,IP,6,3,IP,樋口 亮,6.40,0.14,2.9,1,1,IP,1,,IP,5,,IP,1,,IP,5,,G3,5,,G3,5,,IP,2,,IP,2,,IP,1,,IP,前野 竜一,6.50,0.17,2.6,3,,IP,5,,IP,2,,IP,4,,IP,1,,IP,1,2,G3,3,,IP,2,4,G3,3,,G3,4,4,IP,石岡 将太,4.90,0.18,4.0,4,,IP,4,,IP,3,,IP,4,3,IP,2,,IP,4,,IP,2,,IP,5,,IP,6,,G3,2,,G3,大田 直弥,4.80,0.18,3.8,1,,IP,5,,IP,4,,IP,5,,IP,3,4,IP,4,,IP,4,,IP,5,,IP,3,,IP,2,,IP,眞鳥 章太,4.00,0.16,3.6,5,,IP,3,,IP,4,,IP,4,,IP,5,,IP,3,,IP,4,,IP,4,,IP,4,,IP,5,,IP
