レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202512060201,2025-12-06,02,01R,三浦 裕貴,6.70,0.14,2.6,3,2,IP,2,,IP,2,,G3,1,,IP,4,,IP,4,,G3,3,2,IP,6,,IP,1,,IP,1,,IP,鈴木 智啓,4.80,0.15,3.5,5,,IP,4,,IP,3,,IP,4,,G3,5,,IP,2,,IP,2,,IP,4,,IP,2,,IP,5,,IP,岡村 仁,6.50,0.18,3.0,5,,IP,1,,IP,5,,IP,2,,IP,4,,IP,4,,IP,3,,IP,1,,IP,1,,IP,2,,IP,宮崎 心之介,4.90,0.15,3.1,1,,IP,5,5,IP,4,,IP,1,,IP,3,,IP,転,,IP,3,,IP,2,,IP,5,,IP,6,,IP,小池 哲也,6.20,0.14,3.2,3,,IP,4,,IP,1,,IP,4,4,IP,3,,IP,5,,IP,2,,IP,3,,IP,1,,IP,4,,G3,志賀 美優,1.00,0.23,4.8,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202512060202,2025-12-06,02,02R,伊達 正利,8.40,0.14,2.2,2,,IP,4,,G3,1,,IP,4,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,小原 聡将,5.00,0.15,2.9,3,,IP,5,,IP,4,3,IP,4,,IP,5,,IP,2,,IP,5,,IP,2,,IP,4,,IP,1,,IP,坂本 雄紀,5.10,0.14,2.0,1,,IP,5,4,IP,5,,IP,6,,G3,1,,G3,4,,IP,5,,IP,3,,IP,4,,IP,1,,IP,石川 真二,8.00,0.11,1.8,2,1,IP,3,3,IP,3,2,G3,3,2,G3,1,1,IP,1,2,IP,2,2,IP,2,2,IP,1,2,IP,2,2,IP,百武 翔,5.20,0.17,4.4,5,,IP,3,,IP,3,,G3,4,,IP,5,,IP,5,,IP,2,,IP,2,,IP,3,,IP,2,,IP,川尻 泰輔,4.20,0.19,4.7,3,,IP,6,,IP,6,,IP,4,,IP,2,,IP,4,,IP,5,,IP,4,,IP,1,,IP,5,,G3
202512060203,2025-12-06,02,03R,松山 裕基,6.50,0.15,1.9,1,,IP,1,,IP,5,2,IP,3,,IP,1,,IP,1,,IP,1,,IP,6,,IP,4,,IP,5,,IP,尾形 栄治,3.60,0.25,4.0,4,,IP,2,,IP,5,,IP,2,,G3,5,,G3,6,,IP,5,,G3,4,,G3,4,,IP,6,,IP,田路 朋史,7.20,0.16,3.9,4,,IP,4,4,IP,3,,IP,2,,IP,1,,IP,1,,IP,2,,IP,1,,IP,4,,IP,2,,IP,篠田 優也,6.00,0.15,2.7,1,,IP,4,,IP,妨,,IP,2,,IP,2,,IP,1,,IP,5,,IP,1,,IP,4,,IP,4,5,IP,杉田 篤光,5.11,0.22,4.3,5,,IP,4,,G3,3,,G3,4,,IP,5,,IP,4,,IP,1,,IP,4,6,IP,1,,IP,エ,,G3,西山 育,0.90,0.26,5.3,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,転,,IP,6,,IP,6,,IP,6,,IP
202512060204,2025-12-06,02,04R,松尾 拓,10.00,0.15,2.7,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,山崎 義明,5.33,0.18,3.7,1,,IP,5,,IP,3,,IP,3,,IP,2,,G3,4,,G3,5,,IP,5,,IP,2,,IP,エ,,IP,芝田 浩治,7.20,0.14,2.7,2,,IP,2,,IP,4,,IP,1,,IP,2,,IP,3,,IP,1,,IP,2,,IP,4,,IP,3,,IP,倉尾 大介,5.90,0.18,2.9,5,,IP,2,,IP,3,,IP,4,,IP,1,,IP,2,,IP,6,6,IP,3,5,IP,3,,IP,2,,IP,四宮 与寛,4.00,0.18,3.6,5,,IP,6,,G1,2,4,IP,5,,IP,5,,IP,6,,G1,2,,IP,4,,IP,4,,IP,3,,IP,坂口 周,3.80,0.18,4.1,3,5,IP,3,,G3,4,,IP,6,,IP,5,,G3,4,,IP,6,,IP,6,,IP,1,,IP,6,,IP
202512060205,2025-12-06,02,05R,春園 功太,9.60,0.09,1.3,2,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,乙津 康志,3.90,0.20,5.0,5,1,IP,3,,G3,3,,G3,5,,IP,5,4,IP,2,,IP,4,,IP,3,,IP,5,,IP,6,,IP,中野 孝二,4.30,0.18,3.1,4,,IP,4,,IP,6,,IP,6,,IP,4,,IP,6,4,IP,1,,IP,3,,IP,4,,IP,2,5,IP,君島 秀三,6.50,0.15,2.3,2,,IP,2,,IP,4,3,IP,3,,IP,3,3,IP,3,,IP,3,,IP,3,,G1,3,,IP,2,,IP,佐々木 和伸,5.60,0.16,3.8,2,,IP,4,,IP,5,,IP,2,,IP,3,,IP,3,,IP,3,,IP,5,,IP,2,,IP,3,,IP,松井 友汰,3.00,0.22,4.9,5,,IP,4,5,IP,5,,IP,5,,IP,5,,IP,5,,IP,F,,IP,4,,IP,2,,IP,4,,IP
202512060206,2025-12-06,02,06R,出口 舞有子,5.60,0.21,3.7,4,,IP,5,,G3,6,,IP,6,,G3,1,,G3,4,,IP,1,,IP,1,,G3,4,,IP,1,,IP,鈴木 成美,4.60,0.15,2.1,5,,IP,4,,IP,3,,IP,4,,IP,1,,IP,5,,IP,2,,IP,4,,G3,4,,G3,5,,IP,中北 涼,2.60,0.19,3.7,6,,IP,4,,IP,5,,IP,5,,IP,2,,IP,4,,IP,6,,G3,6,,G3,6,,IP,5,,IP,吉田 彩乃,2.80,0.19,4.0,5,,IP,6,,IP,5,,IP,3,3,G3,5,,IP,5,,IP,6,,IP,4,,IP,3,,IP,5,,G3,西澤 日花里,3.89,0.18,3.1,4,,IP,5,,IP,転,,IP,3,,IP,5,,G3,3,,G3,3,,IP,6,,IP,5,,IP,3,4,IP,林 風音,1.40,0.20,3.3,5,,IP,6,,IP,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202512060207,2025-12-06,02,07R,杉田 篤光,8.40,0.17,3.6,4,2,IP,1,,G3,2,,G3,1,,IP,1,,IP,1,,IP,4,,IP,1,,IP,2,,IP,1,,IP,松山 将吾,7.11,0.14,2.9,5,,IP,1,,IP,3,,IP,1,,IP,4,,IP,不,,IP,3,3,IP,1,,IP,2,,IP,2,,IP,土屋 太朗,4.70,0.19,4.5,4,,IP,3,,G3,6,,G3,5,,G3,3,,G3,4,,IP,3,,IP,2,,IP,3,,IP,4,2,IP,伊達 正利,2.50,0.19,3.3,5,,IP,5,5,G3,6,,G3,2,,IP,6,,IP,5,,IP,6,,IP,4,5,IP,5,,IP,5,,IP,宮崎 心之介,4.10,0.18,3.4,3,,IP,1,,IP,4,6,IP,6,,IP,2,,IP,6,6,IP,3,6,IP,5,,IP,6,6,IP,5,6,IP,赤羽 克也,3.00,0.15,4.3,5,,IP,5,5,IP,5,,IP,4,,IP,6,,IP,2,,IP,5,,IP,3,,IP,6,,IP,5,,IP
202512060208,2025-12-06,02,08R,田路 朋史,9.00,0.15,2.7,2,,IP,3,,IP,1,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,笠 雅雄,3.10,0.23,4.1,3,,IP,2,,IP,5,,IP,5,,IP,5,,IP,4,,IP,5,,IP,5,,IP,5,,IP,6,,IP,百武 翔,5.40,0.22,3.6,3,,IP,3,,G3,4,,IP,5,4,IP,2,4,IP,4,5,IP,5,,IP,3,,IP,2,,IP,2,4,IP,浦田 晃嗣,2.90,0.14,1.9,5,,IP,6,,IP,6,,IP,5,,IP,2,,IP,3,5,IP,5,,IP,6,5,IP,4,,IP,5,,IP,宇佐見 淳,6.20,0.15,3.3,2,,IP,5,,IP,3,,IP,3,,G3,1,4,G3,3,6,IP,2,,IP,5,,IP,3,6,IP,4,,IP,鈴木 智啓,4.50,0.19,3.7,4,,IP,4,,IP,6,,IP,5,,IP,4,,IP,5,,IP,1,,G3,5,,G3,2,,IP,2,5,IP
202512060209,2025-12-06,02,09R,四宮 与寛,7.10,0.14,2.9,1,,IP,2,,G1,1,,IP,6,,IP,2,,IP,2,,IP,5,2,IP,5,,G1,1,,IP,1,,IP,松井 友汰,5.30,0.19,3.5,3,,IP,2,3,IP,1,,IP,1,,IP,5,,IP,5,,IP,1,,IP,6,,IP,5,,IP,5,,IP,冨田 秀幸,5.40,0.13,2.3,5,,IP,2,,G3,4,5,G3,2,,IP,2,4,IP,5,,IP,3,4,G3,4,,G3,4,,IP,2,,IP,佐藤 大騎,1.70,0.15,2.9,6,,IP,6,,IP,6,,IP,5,,IP,6,5,G3,6,5,G3,5,,IP,5,,IP,4,,IP,5,5,IP,芝田 浩治,3.30,0.20,3.8,4,6,IP,2,,IP,6,,IP,4,,IP,5,,IP,6,,IP,4,,IP,5,,IP,4,,IP,6,,IP,小原 聡将,4.60,0.13,2.6,3,,IP,3,,IP,6,,IP,6,,IP,5,,IP,3,,IP,4,,IP,3,,IP,3,,IP,2,5,IP
202512060210,2025-12-06,02,10R,川尻 泰輔,7.50,0.16,2.7,1,,IP,1,,IP,1,,IP,1,,IP,5,,IP,1,,IP,4,,IP,2,,IP,1,,IP,6,,G3,小池 哲也,6.10,0.12,2.3,1,3,IP,3,,IP,3,,IP,2,,IP,4,,IP,6,,IP,4,,IP,2,,IP,2,,IP,3,,IP,篠田 優也,5.80,0.16,3.2,3,,IP,4,,IP,5,,IP,2,,IP,2,,IP,1,,IP,4,,IP,3,,IP,4,,IP,3,,IP,坂本 雄紀,4.80,0.14,2.3,1,,IP,4,,IP,6,,G3,6,,G3,2,2,IP,1,,IP,6,,IP,3,6,IP,6,,IP,3,,IP,山崎 義明,4.44,0.18,3.0,3,,IP,転,,IP,5,,IP,4,,IP,4,,G3,5,,G3,2,,IP,3,,IP,5,,IP,3,,IP,春園 功太,3.90,0.12,2.6,6,,IP,4,,IP,6,,IP,3,,IP,1,,IP,2,,IP,6,,IP,5,,IP,4,,IP,5,,IP
