date,jcd,rno,source_type,snapshot_type,source_url,1-2-3,1-2-4,1-2-5,1-2-6,1-3-2,1-3-4,1-3-5,1-3-6,1-4-2,1-4-3,1-4-5,1-4-6,1-5-2,1-5-3,1-5-4,1-5-6,1-6-2,1-6-3,1-6-4,1-6-5,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,2-3-4,2-3-5,2-3-6,2-4-1,2-4-3,2-4-5,2-4-6,2-5-1,2-5-3,2-5-4,2-5-6,2-6-1,2-6-3,2-6-4,2-6-5,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,3-2-4,3-2-5,3-2-6,3-4-1,3-4-2,3-4-5,3-4-6,3-5-1,3-5-2,3-5-4,3-5-6,3-6-1,3-6-2,3-6-4,3-6-5,4-1-2,4-1-3,4-1-5,4-1-6,4-2-1,4-2-3,4-2-5,4-2-6,4-3-1,4-3-2,4-3-5,4-3-6,4-5-1,4-5-2,4-5-3,4-5-6,4-6-1,4-6-2,4-6-3,4-6-5,5-1-2,5-1-3,5-1-4,5-1-6,5-2-1,5-2-3,5-2-4,5-2-6,5-3-1,5-3-2,5-3-4,5-3-6,5-4-1,5-4-2,5-4-3,5-4-6,5-6-1,5-6-2,5-6-3,5-6-4,6-1-2,6-1-3,6-1-4,6-1-5,6-2-1,6-2-3,6-2-4,6-2-5,6-3-1,6-3-2,6-3-4,6-3-5,6-4-1,6-4-2,6-4-3,6-4-5,6-5-1,6-5-2,6-5-3,6-5-4
2025-11-25,01,1,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=1,27.1,43.5,38.7,74.3,358.6,1372.0,46.6,72.0,20.6,45.7,261.3,921.5,88.0,174.6,48.6,72.3,297.0,1052.0,128.8,189.5,73.1,89.7,409.8,1884.0,20.9,59.4,46.4,81.6,408.5,1502.0,16.5,43.3,25.3,44.9,336.6,895.3,51.8,101.4,63.3,83.1,364.8,949.2,91.6,110.5,80.5,90.9,438.3,1729.0,53.3,97.5,26.6,44.2,299.1,1117.0,32.5,61.4,23.3,34.1,352.6,921.5,74.1,133.7,23.2,27.3,196.3,351.6,104.5,133.3,27.4,37.8,403.3,1402.0,222.6,326.2,98.3,80.4,264.1,1088.0,145.1,231.2,109.3,72.0,250.4,841.6,223.0,283.0,57.4,46.5,168.7,333.1,404.6,478.2,112.5,57.8,182.9,471.0,539.5,513.1,185.3,152.8,571.2,1912.0,358.6,382.5,205.2,136.9,523.8,1578.0,419.4,398.2,95.8,85.5,628.0,1451.0,789.0,799.0,225.4,100.9,338.4,474.6
2025-11-25,01,2,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=2,20.6,85.3,25.9,61.8,1168.0,582.3,27.9,107.9,10.5,31.1,885.4,315.1,199.7,580.3,92.5,216.8,933.5,392.1,80.1,277.9,32.8,41.0,1533.0,1468.0,13.6,114.1,59.9,142.2,1717.0,1010.0,6.1,155.4,57.8,178.1,1651.0,880.9,105.9,588.2,270.0,592.3,2526.0,1073.0,26.6,327.2,128.8,236.2,2353.0,3067.0,21.7,169.4,15.5,34.0,998.7,342.1,11.5,203.5,34.4,87.6,1561.0,590.3,133.3,863.2,87.3,182.7,1137.0,325.9,21.9,418.9,26.2,47.7,1770.0,943.8,617.9,1561.0,373.4,406.0,1160.0,375.0,373.4,1520.0,520.5,880.9,1952.0,584.2,370.2,1419.0,283.4,447.3,1192.0,352.7,648.2,2770.0,435.9,456.8,1160.0,858.9,182.7,615.6,89.1,85.6,2202.0,1930.0,96.1,609.1,177.0,160.9,2321.0,2563.0,87.6,640.9,64.1,106.4,1847.0,1431.0,479.8,1561.0,259.8,300.3,2174.0,1547.0
2025-11-25,01,3,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=3,11.6,32.2,121.7,172.6,634.6,28.6,12.0,30.1,248.9,480.3,941.5,94.6,42.4,90.8,404.5,378.0,899.0,68.2,5.2,12.9,149.7,139.3,556.8,196.1,23.1,94.4,165.5,200.5,895.9,36.4,48.5,235.6,403.9,561.6,1532.0,110.0,83.7,509.7,737.6,591.1,1608.0,84.1,26.9,106.7,219.2,161.5,703.6,206.4,38.0,110.3,487.6,658.8,1377.0,205.1,90.2,277.2,511.7,707.4,1849.0,220.9,158.8,505.7,951.9,1392.0,2563.0,389.9,36.5,98.1,430.1,585.8,1761.0,705.5,144.6,363.1,984.5,526.2,1116.0,151.3,240.8,835.2,1048.0,615.0,1027.0,139.2,281.4,827.2,1407.0,1496.0,2513.0,411.0,130.7,391.1,999.7,325.2,721.2,427.9,11.0,28.3,237.3,148.8,653.8,355.1,32.1,91.8,266.6,139.8,628.4,295.9,30.6,68.1,454.2,468.2,1341.0,754.9,82.8,224.3,840.6,265.0,1044.0,731.4
2025-11-25,01,4,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=4,11.1,157.0,36.0,577.3,259.9,1812.0,36.0,455.7,27.1,328.2,117.8,856.2,24.2,349.9,19.4,515.9,380.7,2367.0,72.6,760.7,50.1,852.5,302.8,1925.0,6.0,223.8,123.4,1173.0,588.3,2468.0,6.5,882.5,336.7,1183.0,721.1,2273.0,4.7,586.6,249.6,2140.0,2381.0,5667.0,20.1,1341.0,461.4,2140.0,1837.0,5748.0,50.4,981.5,104.8,468.4,209.2,1190.0,22.4,1277.0,302.1,1156.0,445.6,3245.0,43.7,1093.0,162.2,696.2,696.2,3353.0,93.1,2353.0,293.7,1345.0,551.2,2613.0,30.1,654.3,66.7,725.0,850.7,3410.0,13.3,773.8,211.2,1712.0,1982.0,4625.0,45.8,2163.0,157.6,772.4,991.1,3168.0,58.7,2260.0,194.5,1496.0,1603.0,3907.0,227.3,2053.0,249.7,1845.0,944.6,2579.0,104.9,2579.0,784.4,3143.0,1559.0,4679.0,281.6,4191.0,589.2,2042.0,1234.0,2719.0,150.2,4422.0,419.6,2756.0,1662.0,4790.0
2025-11-25,01,5,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=5,14.6,36.9,36.6,188.1,326.5,271.5,23.5,49.1,24.5,145.3,328.2,249.4,43.1,90.1,48.9,194.2,342.8,331.1,27.0,73.4,41.8,151.1,241.4,368.7,13.0,58.1,70.7,285.7,504.4,416.5,10.5,58.8,56.6,216.6,478.2,349.1,26.1,98.9,102.1,359.2,613.2,397.7,18.1,88.4,81.3,247.5,376.2,443.3,36.7,111.4,55.2,166.4,449.3,302.7,28.8,94.5,68.9,177.9,441.0,340.6,55.0,164.5,82.2,256.6,544.3,353.4,33.6,143.9,66.7,197.6,381.5,420.2,98.0,230.9,140.4,272.0,397.4,520.5,81.7,199.4,157.1,327.3,540.7,472.7,90.8,258.2,144.6,324.0,560.8,527.7,61.0,221.8,118.2,169.1,278.6,393.0,59.7,241.9,124.3,265.2,323.0,531.6,64.9,209.2,145.4,272.1,341.0,461.6,57.0,241.1,118.7,297.9,378.2,526.7,72.1,282.3,143.5,191.1,303.3,407.6
2025-11-25,01,6,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=6,5.4,72.3,109.7,107.1,238.5,446.4,8.0,79.5,140.1,155.9,328.4,663.6,9.2,81.4,138.3,88.6,237.2,670.6,48.6,279.0,500.1,219.0,572.2,837.0,6.6,229.4,240.4,234.6,379.2,804.0,10.6,543.8,678.7,697.7,1206.0,1655.0,11.3,588.7,560.8,428.9,1055.0,1380.0,65.2,1490.0,1585.0,830.8,2020.0,1693.0,15.2,281.9,311.7,373.5,532.2,1424.0,20.3,680.8,776.2,886.6,1480.0,2361.0,22.6,692.3,744.0,774.8,1869.0,2719.0,61.6,1285.0,1531.0,1292.0,3159.0,2804.0,21.7,344.8,360.3,131.7,255.0,1281.0,29.5,895.5,744.0,289.8,679.7,1766.0,33.8,1036.0,1003.0,483.9,1110.0,2593.0,91.3,1801.0,1959.0,294.0,491.4,2039.0,110.8,1180.0,1199.0,554.5,1124.0,1712.0,178.9,2478.0,2876.0,1060.0,2769.0,2654.0,148.2,2116.0,2857.0,1643.0,3451.0,3181.0,194.6,2686.0,2894.0,579.6,857.8,2312.0
2025-11-25,01,7,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=7,13.4,168.0,38.7,131.9,1096.0,415.5,27.7,297.4,18.1,70.3,711.9,243.3,70.4,568.4,53.2,134.2,1010.0,430.5,29.4,323.8,21.3,49.7,602.0,639.8,8.6,259.2,133.0,344.1,1869.0,998.1,5.7,629.3,236.6,594.1,2668.0,1124.0,28.7,1113.0,457.4,967.1,3514.0,2422.0,8.1,649.8,210.8,358.7,2612.0,2507.0,34.0,655.8,37.4,89.2,1031.0,313.6,14.1,922.4,131.0,329.1,2546.0,892.7,67.3,1726.0,115.4,239.2,1988.0,655.8,22.8,1179.0,50.4,94.5,1516.0,1327.0,174.0,1609.0,223.8,283.8,1223.0,579.6,92.9,2188.0,578.9,870.9,2788.0,1579.0,163.6,2772.0,322.6,481.2,1703.0,814.1,114.6,2599.0,222.8,246.9,1082.0,1367.0,57.7,996.1,75.8,102.1,1166.0,1485.0,33.4,1292.0,256.5,274.6,3043.0,2851.0,57.6,2151.0,111.2,170.3,1876.0,1988.0,110.0,3178.0,224.9,212.0,2169.0,2612.0
2025-11-25,01,8,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=8,12.6,114.8,138.4,140.6,92.9,1600.0,14.1,117.9,109.3,159.4,72.7,1734.0,10.6,93.7,65.6,63.8,90.2,1502.0,63.1,357.4,271.7,190.9,137.4,984.8,14.6,272.3,297.6,310.1,235.7,2227.0,11.7,661.8,718.6,688.5,577.5,3252.0,7.1,488.5,416.8,275.7,524.2,2942.0,48.0,1441.0,1168.0,688.5,684.7,2746.0,18.3,318.5,270.6,350.3,169.9,2615.0,17.5,686.6,722.8,868.8,560.5,4225.0,13.5,400.3,304.0,325.2,478.1,3274.0,54.9,1108.0,802.5,979.0,608.8,3109.0,17.0,262.2,112.5,84.5,145.1,2484.0,11.3,619.5,447.4,188.7,323.5,4847.0,17.8,536.8,294.1,231.1,418.9,4454.0,39.2,986.8,432.1,165.3,286.7,2435.0,252.1,1831.0,1121.0,630.6,344.7,1098.0,236.1,3033.0,2522.0,1185.0,779.8,2762.0,223.8,2874.0,2060.0,1381.0,722.8,2561.0,155.5,2267.0,918.9,465.1,600.0,2001.0
2025-11-25,01,9,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=9,20.9,49.0,24.6,351.1,96.0,1026.0,60.0,110.6,33.5,224.3,73.2,1186.0,27.4,52.5,13.9,228.2,219.6,1840.0,91.4,140.0,62.3,424.2,137.1,994.1,18.8,56.7,41.9,420.5,118.6,1378.0,39.5,91.1,57.1,277.5,71.8,977.1,14.5,33.6,23.5,263.0,252.7,1739.0,61.3,111.0,82.7,468.5,145.7,649.9,141.3,219.3,65.1,194.7,79.4,1058.0,112.1,182.1,71.7,203.4,60.7,929.3,135.6,174.1,37.3,93.9,144.0,1101.0,230.9,355.3,93.6,179.8,101.8,539.3,39.8,75.1,23.9,212.2,278.3,2090.0,32.9,50.3,21.7,200.8,270.5,1947.0,135.0,149.8,32.9,117.8,204.6,1368.0,82.6,106.3,38.9,211.5,298.1,1402.0,299.2,343.3,231.5,707.9,223.0,891.6,266.6,328.3,213.4,691.6,182.0,531.3,434.9,600.6,205.4,334.0,167.8,533.3,237.7,236.8,118.2,442.6,392.4,1127.0
2025-11-25,01,10,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20251125&jcd=01&rno=10,10.8,103.5,94.9,81.6,167.1,1377.0,12.9,95.6,41.2,50.3,118.3,1997.0,23.4,137.7,57.4,46.1,108.8,1449.0,102.3,435.3,263.0,157.4,245.5,1738.0,11.1,224.7,236.3,204.0,354.7,1970.0,7.7,329.2,262.2,261.4,540.6,3367.0,13.5,457.0,345.7,273.1,510.4,3352.0,89.0,1093.0,839.9,557.4,850.4,3610.0,13.3,210.8,66.1,84.1,192.9,2740.0,10.0,356.8,190.3,201.9,462.0,3293.0,15.0,381.5,64.9,79.3,151.9,1664.0,78.5,850.4,259.9,244.3,512.5,2461.0,38.1,344.2,119.9,64.2,137.5,1742.0,30.0,618.0,278.6,151.9,304.1,2376.0,32.4,563.3,96.8,78.4,138.3,2080.0,124.1,1146.0,390.0,136.8,260.8,1427.0,289.5,1333.0,976.4,489.1,554.1,2234.0,331.9,2391.0,1597.0,770.9,940.9,3181.0,323.6,1695.0,805.6,570.5,680.1,2545.0,327.3,1621.0,927.0,401.5,545.7,1614.0
