レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202605260301,2026-05-26,03,01R,宮内 直哉,3.90,0.19,4.2,5,,IP,5,,IP,1,,IP,5,,IP,5,,IP,4,,IP,3,,IP,3,,IP,6,,IP,4,,G3,近藤 颯斗,6.10,0.13,2.3,2,,IP,2,,IP,5,,IP,1,,IP,2,,IP,1,,IP,2,,IP,落,,IP,6,,IP,3,,IP,横田 海人,2.20,0.19,4.3,5,,IP,6,,IP,6,,IP,5,,IP,6,,IP,F,6,IP,4,,IP,6,,IP,5,,IP,2,,IP,品川 賢次,4.44,0.15,4.0,5,,IP,3,,IP,3,,IP,3,,IP,5,,IP,2,,IP,5,,IP,3,,IP,5,,IP,落,,IP,西山 育,1.50,0.26,5.1,4,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,5,6,IP,6,6,IP,5,6,IP,6,6,IP,6,6,IP,山田 和佐,3.78,0.16,3.1,2,,IP,5,,IP,2,,IP,6,,IP,5,,IP,5,,IP,転,,IP,4,,IP,6,,IP,3,,IP
202605260302,2026-05-26,03,02R,田中 勇輔,7.10,0.12,1.4,4,,IP,1,,IP,3,,IP,3,,IP,1,,IP,1,,IP,2,,IP,6,,IP,2,,IP,2,,IP,村岡 賢,6.00,0.19,4.0,3,,IP,3,,IP,2,,IP,3,,IP,4,3,IP,2,,IP,5,,IP,3,,IP,3,,IP,2,,IP,柴田 朋哉,6.80,0.15,3.0,3,,IP,2,4,IP,2,,IP,3,,IP,1,,IP,4,,IP,4,,IP,2,,IP,3,,IP,2,,IP,吉川 晴人,5.90,0.18,3.7,5,,IP,1,,IP,4,,IP,2,,IP,3,,IP,1,,IP,6,,IP,4,,IP,4,,IP,2,,IP,石田 勇斗,3.70,0.10,2.4,4,,IP,6,,IP,3,,IP,4,,IP,6,,IP,1,,IP,6,,IP,3,,IP,5,,IP,5,,IP,木場 悠介,2.70,0.15,2.8,3,,IP,4,,IP,5,,IP,6,,IP,5,,IP,3,,G3,5,,IP,6,,IP,5,,IP,6,,IP
202605260303,2026-05-26,03,03R,後藤 陽介,6.10,0.16,3.0,3,,IP,3,,IP,2,,IP,1,,IP,1,,IP,3,,IP,3,,IP,5,,IP,3,,IP,6,,IP,岡 暢祐,3.90,0.19,4.0,3,,IP,4,,IP,5,,IP,5,,IP,4,,IP,2,,IP,4,,IP,6,,IP,5,,IP,3,,IP,西舘 健,5.10,0.13,2.0,3,,IP,4,,IP,5,,IP,2,,IP,4,4,IP,1,,IP,5,,IP,4,,IP,1,,IP,6,,IP,畑 竜生,6.20,0.14,2.5,1,,IP,3,,IP,3,,IP,2,,IP,3,,IP,2,3,IP,5,,IP,3,3,IP,4,,IP,3,,IP,菊地 敬介,4.00,0.18,3.6,4,,IP,4,,IP,6,,IP,3,,IP,2,,IP,6,,IP,3,,IP,5,,IP,4,,IP,4,,IP,本村 大,3.40,0.19,4.5,6,,IP,2,,IP,3,,IP,6,,IP,5,,IP,5,,IP,5,,IP,2,,IP,5,,IP,5,,IP
202605260304,2026-05-26,03,04R,加木 郁,6.80,0.17,4.3,2,,IP,4,,IP,2,,IP,1,,IP,3,,IP,5,,IP,3,,IP,3,,IP,1,,IP,2,,IP,平田 健之佑,7.20,0.14,2.7,3,,IP,3,,IP,3,,IP,3,,IP,1,,IP,1,,IP,転,,IP,2,,IP,2,,IP,1,,G1,桂林 寛,5.40,0.12,3.2,2,2,IP,5,,IP,2,,IP,2,,IP,5,4,IP,1,,IP,3,,IP,3,,IP,5,,IP,5,2,IP,外崎 悟,5.10,0.19,3.1,4,,IP,4,,IP,3,,G3,4,,G3,4,,IP,6,,IP,2,,IP,5,,IP,1,,IP,2,,IP,一色 凌雅,3.90,0.21,4.4,5,,IP,5,,IP,3,,IP,2,,IP,4,,IP,2,,IP,6,4,G3,4,,IP,5,6,IP,5,,IP,川上 聡介,4.90,0.15,3.3,5,,IP,2,,IP,4,,IP,4,,IP,3,5,IP,2,,IP,4,,IP,1,5,IP,6,,IP,5,,IP
202605260305,2026-05-26,03,05R,小林 一樹,8.30,0.11,2.0,6,,IP,1,,IP,1,,IP,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,3,,IP,1,,IP,宮内 直哉,3.40,0.19,3.9,3,3,IP,4,,IP,6,,IP,4,,IP,4,3,IP,4,,IP,6,,IP,4,,IP,4,,IP,5,,IP,永井 源,6.90,0.14,2.4,1,,IP,6,,IP,3,,IP,2,,G3,1,,G3,1,,IP,3,,IP,3,,IP,3,,IP,3,,IP,岩津 徹郎,5.10,0.16,3.1,4,,IP,エ,6,IP,1,,IP,4,,IP,3,,IP,4,,IP,3,,IP,2,,IP,3,,IP,5,,IP,米本 圭佑,1.70,0.24,5.0,5,,IP,6,6,IP,6,6,IP,5,6,IP,5,6,IP,6,6,IP,6,6,IP,5,6,IP,6,6,IP,4,6,IP,本岡 勝利,3.40,0.22,4.9,4,,IP,5,,IP,2,,IP,5,,IP,4,,IP,3,,IP,5,,IP,6,,IP,4,,IP,6,,IP
202605260306,2026-05-26,03,06R,香川 陽太,5.90,0.18,3.7,1,,IP,6,,IP,1,,IP,2,,IP,2,,IP,1,,IP,5,3,IP,6,,IP,2,,IP,6,,IP,北山 康介,5.90,0.17,3.1,3,,IP,3,,IP,6,3,IP,3,,IP,4,,IP,4,,IP,2,,IP,2,,IP,3,,IP,1,,IP,川島 拓郎,5.70,0.16,3.4,4,,G3,2,,G3,2,,IP,4,,IP,2,,IP,5,,IP,2,,IP,2,,IP,3,,IP,6,,IP,石田 勇斗,4.00,0.15,2.8,2,,IP,5,,IP,1,,IP,5,,IP,4,,IP,5,,IP,4,,IP,5,,IP,4,,IP,5,,IP,近藤 颯斗,3.40,0.13,2.4,6,,IP,6,,IP,3,4,IP,転,,IP,5,,IP,3,,IP,5,,IP,5,,IP,2,,IP,3,,IP,永嶋 裕一,5.00,0.18,3.4,3,,IP,2,5,IP,1,,IP,3,5,IP,4,,IP,4,,IP,5,,IP,4,5,IP,5,,IP,4,,IP
202605260307,2026-05-26,03,07R,柏野 幸二,8.50,0.09,1.8,1,,IP,2,,IP,6,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,吉武 真也,5.60,0.16,3.1,2,,IP,3,,IP,5,,IP,2,,IP,3,,IP,2,,IP,2,,IP,3,,IP,5,,IP,5,,IP,村岡 賢,5.20,0.17,3.2,4,,IP,5,,IP,4,,IP,5,,IP,5,,IP,2,,IP,4,,IP,2,,IP,3,,IP,1,,IP,本村 大,2.20,0.17,3.6,4,,IP,5,,IP,6,5,IP,3,,IP,5,,IP,6,,IP,6,,IP,5,,IP,6,5,IP,5,5,IP,益田 啓司,5.70,0.16,2.5,2,,IP,3,,IP,2,6,G1,4,,IP,3,,IP,4,,IP,5,,IP,1,,IP,3,,IP,6,,IP,西山 育,1.30,0.23,4.1,5,,IP,5,,IP,6,,IP,6,,IP,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202605260308,2026-05-26,03,08R,角山 雄哉,7.10,0.17,2.4,1,,IP,1,,IP,3,,IP,4,,IP,6,,IP,1,,IP,4,,IP,2,,IP,1,,G3,2,,IP,外崎 悟,6.60,0.14,3.0,転,3,IP,2,,G3,1,,IP,1,,IP,2,,IP,4,,IP,5,,IP,4,,IP,1,,IP,1,3,IP,後藤 陽介,4.80,0.18,3.3,3,4,IP,3,,IP,5,,IP,2,,IP,4,,IP,2,,IP,6,,IP,2,4,IP,4,,IP,6,,IP,中澤 和志,7.80,0.12,2.5,2,5,IP,4,,IP,1,,G1,2,,G1,3,,IP,3,,IP,3,,G1,3,,G1,1,5,IP,1,,IP,品川 賢次,4.30,0.23,4.1,1,4,IP,6,,IP,6,,IP,3,,IP,4,,IP,3,,IP,4,,IP,6,,IP,3,,IP,4,,IP,松井 洪弥,3.60,0.13,3.3,2,4,IP,4,,IP,6,,IP,3,5,IP,6,,G1,6,,G1,6,,G1,4,,G1,4,,G3,6,,G1
202605260309,2026-05-26,03,09R,市川 哲也,9.90,0.14,3.3,2,,IP,1,,IP,1,,IP,1,,IP,1,,G2,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,中野 夢斗,3.70,0.15,4.2,5,,IP,1,,IP,5,,IP,5,,IP,6,,IP,6,,IP,4,,IP,4,,IP,6,,G3,1,,G3,田中 勇輔,7.00,0.18,3.0,1,,IP,4,5,IP,1,,IP,2,,IP,2,,IP,5,,IP,2,,IP,2,,IP,1,,IP,5,,IP,桂林 寛,5.10,0.17,3.9,6,,IP,4,,IP,5,,IP,2,,IP,2,,IP,2,,IP,2,1,IP,3,,IP,5,,IP,4,,IP,濱崎 誠,5.20,0.23,3.4,1,,G3,6,,IP,3,,IP,3,,IP,6,,IP,5,,IP,3,,IP,3,,IP,1,,IP,4,3,IP,若林 義人,4.80,0.15,3.1,3,,IP,4,5,IP,5,,IP,3,,IP,3,,G1,6,2,IP,2,3,IP,3,,IP,3,,IP,6,,G1
202605260310,2026-05-26,03,10R,柴田 朋哉,6.30,0.16,2.7,4,,IP,2,,IP,1,,IP,1,,IP,1,,IP,5,,IP,6,,IP,1,,IP,3,,IP,5,,IP,川島 拓郎,3.70,0.15,3.9,6,,G3,5,,G3,3,,IP,1,,IP,3,,IP,6,,IP,5,,IP,6,,IP,3,,IP,5,,IP,川上 聡介,5.00,0.14,3.1,4,,IP,2,,IP,2,,IP,4,,IP,4,,IP,5,5,IP,3,,IP,3,,IP,5,,IP,3,,IP,永井 源,4.90,0.16,2.7,6,,IP,4,,IP,2,,IP,3,,G3,1,,G3,4,,IP,3,,IP,6,,IP,6,,IP,2,,IP,西舘 健,5.20,0.17,2.9,4,,IP,4,,IP,4,,IP,1,,IP,5,,IP,3,,IP,2,,IP,3,,IP,5,,IP,3,,IP,宇土 泰就,2.80,0.14,3.8,6,,IP,3,,IP,6,,IP,5,,IP,5,,IP,4,,IP,4,,IP,3,,IP,6,,IP,6,,IP
