date,jcd,rno,source_type,snapshot_type,source_url,odds_mapping_version,1-2-3,1-2-4,1-2-5,1-2-6,1-3-2,1-3-4,1-3-5,1-3-6,1-4-2,1-4-3,1-4-5,1-4-6,1-5-2,1-5-3,1-5-4,1-5-6,1-6-2,1-6-3,1-6-4,1-6-5,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,2-3-4,2-3-5,2-3-6,2-4-1,2-4-3,2-4-5,2-4-6,2-5-1,2-5-3,2-5-4,2-5-6,2-6-1,2-6-3,2-6-4,2-6-5,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,3-2-4,3-2-5,3-2-6,3-4-1,3-4-2,3-4-5,3-4-6,3-5-1,3-5-2,3-5-4,3-5-6,3-6-1,3-6-2,3-6-4,3-6-5,4-1-2,4-1-3,4-1-5,4-1-6,4-2-1,4-2-3,4-2-5,4-2-6,4-3-1,4-3-2,4-3-5,4-3-6,4-5-1,4-5-2,4-5-3,4-5-6,4-6-1,4-6-2,4-6-3,4-6-5,5-1-2,5-1-3,5-1-4,5-1-6,5-2-1,5-2-3,5-2-4,5-2-6,5-3-1,5-3-2,5-3-4,5-3-6,5-4-1,5-4-2,5-4-3,5-4-6,5-6-1,5-6-2,5-6-3,5-6-4,6-1-2,6-1-3,6-1-4,6-1-5,6-2-1,6-2-3,6-2-4,6-2-5,6-3-1,6-3-2,6-3-4,6-3-5,6-4-1,6-4-2,6-4-3,6-4-5,6-5-1,6-5-2,6-5-3,6-5-4
2026-07-08,01,1,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=1,official_table_v2,14.7,9.0,39.2,136.6,27.1,27.3,93.5,337.0,13.8,24.0,46.5,142.8,101.8,204.3,122.4,532.4,493.9,770.0,443.4,1037.0,21.1,10.5,44.2,196.4,45.7,33.4,90.4,509.7,14.8,22.7,33.9,150.4,116.5,173.2,98.3,645.2,730.7,1155.0,488.8,1302.0,115.7,99.1,209.1,791.3,130.3,82.1,202.3,628.2,135.3,92.5,234.8,688.6,401.2,349.3,384.0,1432.0,1646.0,1665.0,1609.0,2106.0,23.5,45.2,42.5,137.7,23.3,37.6,34.9,130.2,96.8,65.0,164.6,495.6,47.2,42.2,121.3,135.6,308.0,289.3,594.3,434.0,270.7,502.5,254.8,723.4,278.6,443.4,246.5,954.9,612.1,589.4,617.3,1404.0,211.2,179.0,500.8,381.9,1174.0,1523.0,1685.0,974.3,878.7,2203.0,1037.0,2238.0,1256.0,2046.0,1127.0,2387.0,2469.0,2348.0,2348.0,2512.0,1119.0,862.8,2348.0,2075.0,2273.0,2754.0,2652.0,2348.0
2026-07-08,01,2,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=2,official_table_v2,14.2,17.5,10.3,42.9,22.9,32.0,23.0,90.2,35.7,48.5,29.1,70.8,17.8,31.2,32.9,50.2,137.5,251.0,152.5,116.0,31.1,36.3,25.8,85.8,68.9,77.7,40.8,220.8,87.8,155.3,86.4,247.6,53.0,47.6,81.9,110.0,261.7,536.8,401.8,255.8,109.8,140.4,91.3,270.3,95.2,159.5,71.0,266.9,193.7,270.8,189.3,428.8,141.8,92.8,200.1,326.8,588.3,662.5,808.2,631.3,124.3,231.6,77.3,168.4,161.2,290.6,132.8,214.1,346.9,471.4,298.9,508.9,70.5,95.8,201.4,72.9,238.7,280.7,653.7,176.5,57.1,113.0,85.7,86.9,71.4,121.9,93.6,96.5,206.3,194.8,338.1,380.0,110.9,127.6,286.7,101.1,136.1,166.3,407.4,179.6,458.2,1313.0,700.4,482.2,496.9,1050.0,1140.0,623.2,1751.0,1910.0,1751.0,1456.0,770.1,1065.0,1652.0,452.5,394.3,546.8,1167.0,423.8
2026-07-08,01,3,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=3,official_table_v2,21.8,11.2,40.7,15.1,34.9,24.0,62.7,38.9,12.3,25.1,31.5,11.3,112.7,136.9,95.8,88.6,37.3,65.9,29.6,94.2,75.0,38.1,89.6,44.0,214.2,426.5,683.9,334.0,73.9,282.6,241.3,93.1,307.4,760.4,536.3,412.0,97.9,326.5,160.9,373.4,174.0,103.7,271.3,130.9,258.8,415.7,813.9,355.6,168.9,360.6,433.7,193.4,562.4,849.9,582.3,550.4,325.5,497.1,343.4,733.8,40.8,82.9,36.4,20.2,73.2,245.1,119.8,62.0,187.3,422.6,285.0,180.4,69.9,119.1,219.1,41.3,34.2,49.9,137.9,40.9,452.3,588.2,315.8,279.8,743.3,1291.0,939.7,726.9,906.5,1453.0,1216.0,1122.0,397.2,670.0,1070.0,275.2,478.6,613.1,935.9,401.3,114.9,273.5,91.3,318.4,183.4,471.7,193.7,541.3,592.7,688.0,511.4,1191.0,103.0,171.7,405.5,248.0,579.3,799.9,1144.0,352.3
2026-07-08,01,4,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=4,official_table_v2,44.7,51.3,36.2,20.9,66.3,75.0,71.3,25.4,67.2,80.5,40.2,27.8,40.2,72.9,39.0,18.6,10.7,15.5,13.9,10.6,320.4,334.7,213.6,157.9,440.3,574.9,548.9,575.8,503.3,751.8,576.8,587.4,278.8,764.9,622.7,411.5,213.5,549.7,525.1,394.9,339.3,208.8,228.7,199.2,311.6,595.3,638.5,368.0,205.1,546.3,203.6,329.4,215.7,574.9,241.4,258.5,229.9,428.5,393.5,322.2,220.4,192.0,80.5,91.1,436.0,648.0,431.2,487.3,240.8,607.7,228.4,388.8,71.6,196.6,178.4,79.3,130.6,339.6,382.4,135.1,73.2,162.3,66.0,36.3,187.1,501.2,412.5,262.3,332.5,639.7,452.2,364.6,90.9,252.9,288.8,102.8,54.9,114.4,269.8,92.6,29.5,40.6,41.0,27.7,86.3,199.0,334.4,200.6,149.9,329.7,398.0,249.9,128.9,340.2,365.7,153.7,60.5,126.6,177.5,99.9
2026-07-08,01,5,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=5,official_table_v2,25.2,42.0,7.7,11.6,43.4,96.7,32.8,38.7,115.3,161.1,90.2,103.4,13.1,32.3,59.2,12.0,22.2,48.5,86.4,18.6,97.0,153.7,34.5,47.1,210.0,591.3,226.5,181.3,431.0,798.7,435.1,369.0,50.0,199.9,315.3,74.2,110.6,226.5,364.2,100.6,338.5,614.2,247.7,297.5,399.3,711.4,351.9,314.8,992.5,1131.0,936.3,853.0,327.5,452.4,749.4,289.0,400.7,453.0,641.2,347.5,636.8,976.5,318.6,345.9,703.1,973.9,599.0,488.2,1296.0,1428.0,1127.0,740.3,271.0,486.3,833.5,196.5,385.4,546.1,776.6,273.2,33.1,98.9,148.4,25.3,85.3,219.0,348.5,65.7,251.0,353.9,658.6,210.0,269.2,516.6,765.2,180.0,28.7,46.9,107.7,152.9,74.5,162.3,227.6,46.5,125.3,268.8,429.5,113.2,372.4,479.9,557.8,356.0,501.7,839.2,766.8,415.8,45.3,83.4,172.0,230.2
2026-07-08,01,6,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=6,official_table_v2,16.5,23.7,20.7,39.6,12.8,8.5,6.0,16.6,27.0,14.1,16.2,30.1,24.3,10.8,22.6,16.6,72.9,44.3,66.2,38.8,306.2,350.3,382.2,388.9,524.2,1065.0,1326.0,1422.0,822.3,1123.0,1494.0,1065.0,727.4,1306.0,1640.0,1010.0,875.4,1582.0,1187.0,1255.0,253.6,209.5,124.2,258.0,479.3,816.6,988.2,1145.0,461.1,895.4,600.0,800.0,231.4,909.2,589.9,506.1,560.8,1292.0,834.0,679.7,281.3,258.6,137.2,187.0,532.1,902.3,862.5,735.0,552.1,1141.0,628.8,787.5,227.4,695.8,544.4,351.7,404.5,818.5,822.3,563.5,148.4,116.0,135.1,83.6,406.9,958.7,950.9,687.7,253.0,803.6,601.0,428.1,270.7,897.7,636.8,422.0,151.4,441.5,409.2,425.0,482.6,412.1,518.0,312.4,877.6,1316.0,1255.0,1321.0,656.9,1625.0,1141.0,935.8,814.7,1394.0,1463.0,1034.0,380.5,1282.0,900.0,904.6
2026-07-08,01,7,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=7,official_table_v2,9.9,20.8,46.2,27.1,7.1,4.9,14.0,8.6,29.4,16.3,48.0,28.0,72.8,36.1,67.7,61.6,47.1,23.2,47.5,84.6,192.4,334.8,630.2,464.5,282.3,714.3,1285.0,912.5,717.2,1127.0,1545.0,1232.0,1258.0,1622.0,1802.0,1848.0,1027.0,1245.0,1526.0,2160.0,61.0,38.1,57.5,45.5,180.1,348.5,620.4,422.9,115.3,315.6,291.5,193.0,175.1,594.7,411.2,379.0,128.3,412.2,250.9,446.6,343.5,171.5,332.6,210.7,687.0,1001.0,1245.0,933.9,276.2,849.8,681.7,482.6,578.4,1262.0,816.9,730.3,487.9,1027.0,601.7,1054.0,606.8,308.3,491.2,453.3,1067.0,1494.0,1775.0,1526.0,479.4,1481.0,1134.0,903.3,881.1,1793.0,1232.0,979.8,1076.0,1318.0,1070.0,1645.0,236.7,119.5,276.5,450.5,494.6,593.7,982.5,1390.0,196.1,482.6,398.4,645.0,588.8,1271.0,740.9,1513.0,993.4,1887.0,1030.0,1630.0
2026-07-08,01,8,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=8,official_table_v2,10.4,32.2,10.0,38.4,10.3,28.6,9.8,36.0,59.5,60.5,56.5,104.6,16.5,14.8,53.4,31.3,100.2,131.7,197.9,110.1,44.8,92.9,40.3,118.5,82.1,119.3,73.7,240.3,220.2,203.8,208.6,421.8,73.9,87.7,154.5,152.0,359.4,582.2,678.6,362.8,61.0,100.3,41.9,126.6,97.0,154.5,104.7,235.3,212.3,210.9,191.4,396.5,74.9,122.6,173.2,195.7,333.2,462.1,603.4,410.9,273.7,326.2,193.1,318.9,421.4,360.9,286.2,383.1,418.5,347.5,392.9,631.8,209.7,245.0,363.4,224.6,665.0,840.4,887.1,574.4,51.9,44.1,135.4,64.2,86.8,136.3,193.5,126.6,95.7,169.4,297.7,229.6,231.5,263.0,384.1,243.7,127.0,192.7,283.4,414.9,495.1,735.5,1100.0,454.8,837.1,1247.0,1443.0,843.6,998.3,951.9,1081.0,907.7,1509.0,1499.0,1406.0,1292.0,494.5,735.5,852.0,943.6
2026-07-08,01,9,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=9,official_table_v2,6.8,10.1,41.6,50.6,7.9,7.6,34.8,40.5,13.1,13.2,47.8,50.5,161.2,159.5,205.4,244.8,164.2,166.8,204.4,327.0,24.9,33.0,112.9,151.6,51.2,83.3,255.8,320.7,87.2,121.1,351.7,364.7,370.0,668.1,815.6,1014.0,394.5,848.1,790.2,1313.0,27.1,20.2,76.8,90.2,60.4,80.5,257.7,275.9,53.2,88.5,195.3,174.6,324.6,527.0,489.2,674.9,356.2,687.1,473.9,833.5,73.1,71.4,146.6,160.2,135.0,177.9,356.6,343.5,112.9,171.5,362.0,291.7,238.0,390.7,387.3,373.7,335.9,469.8,451.0,534.4,729.5,937.9,783.2,956.5,1163.0,1510.0,1661.0,1726.0,1313.0,1528.0,1481.0,1926.0,1001.0,1453.0,1356.0,1360.0,1367.0,2135.0,2085.0,1872.0,464.8,491.5,680.9,1200.0,763.0,921.7,1042.0,1808.0,726.5,1085.0,942.9,1808.0,983.0,1231.0,1121.0,1682.0,1815.0,2118.0,2093.0,2014.0
2026-07-08,01,10,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260708&jcd=01&rno=10,official_table_v2,4.5,8.4,22.0,18.9,6.0,9.0,22.6,22.6,17.7,18.2,34.6,40.3,57.6,74.2,74.0,86.2,65.6,88.7,111.7,143.9,39.2,78.0,148.8,102.7,91.7,408.3,715.3,406.8,301.4,596.5,841.6,640.4,528.0,1039.0,1224.0,1160.0,418.8,767.3,900.7,1316.0,42.9,62.9,105.5,109.0,81.8,314.2,562.2,351.1,234.9,471.6,629.2,614.8,485.2,777.2,803.9,852.2,440.4,633.7,835.1,1033.0,159.0,166.7,225.6,274.9,362.4,803.9,848.2,730.8,418.8,835.1,1016.0,953.3,359.3,683.5,935.1,522.9,509.6,767.3,1073.0,752.3,517.9,771.7,577.9,725.9,899.2,1994.0,1801.0,1737.0,1155.0,1543.0,1813.0,1715.0,848.2,1384.0,2017.0,1148.0,1155.0,1870.0,2372.0,1715.0,429.2,614.8,881.5,1117.0,630.7,965.3,1329.0,1789.0,940.0,1313.0,1538.0,2426.0,1356.0,1632.0,2112.0,1832.0,1731.0,2207.0,2614.0,1720.0
