date,jcd,rno,source_type,snapshot_type,source_url,1-2-3,1-2-4,1-2-5,1-2-6,1-3-2,1-3-4,1-3-5,1-3-6,1-4-2,1-4-3,1-4-5,1-4-6,1-5-2,1-5-3,1-5-4,1-5-6,1-6-2,1-6-3,1-6-4,1-6-5,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,2-3-4,2-3-5,2-3-6,2-4-1,2-4-3,2-4-5,2-4-6,2-5-1,2-5-3,2-5-4,2-5-6,2-6-1,2-6-3,2-6-4,2-6-5,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,3-2-4,3-2-5,3-2-6,3-4-1,3-4-2,3-4-5,3-4-6,3-5-1,3-5-2,3-5-4,3-5-6,3-6-1,3-6-2,3-6-4,3-6-5,4-1-2,4-1-3,4-1-5,4-1-6,4-2-1,4-2-3,4-2-5,4-2-6,4-3-1,4-3-2,4-3-5,4-3-6,4-5-1,4-5-2,4-5-3,4-5-6,4-6-1,4-6-2,4-6-3,4-6-5,5-1-2,5-1-3,5-1-4,5-1-6,5-2-1,5-2-3,5-2-4,5-2-6,5-3-1,5-3-2,5-3-4,5-3-6,5-4-1,5-4-2,5-4-3,5-4-6,5-6-1,5-6-2,5-6-3,5-6-4,6-1-2,6-1-3,6-1-4,6-1-5,6-2-1,6-2-3,6-2-4,6-2-5,6-3-1,6-3-2,6-3-4,6-3-5,6-4-1,6-4-2,6-4-3,6-4-5,6-5-1,6-5-2,6-5-3,6-5-4
2026-07-18,01,1,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=1,46.6,70.2,43.7,1009.0,118.1,206.5,293.6,582.1,154.1,884.2,59.6,131.7,79.6,96.9,17.9,794.0,306.9,580.0,98.4,104.6,23.8,1120.0,67.9,164.5,45.3,71.5,59.7,1258.0,129.1,246.7,238.4,347.2,222.5,967.9,69.1,126.3,26.6,44.1,28.0,1016.0,331.8,586.3,38.8,46.1,32.5,1619.0,67.9,145.0,822.0,1202.0,387.6,893.8,44.5,118.1,619.6,702.0,352.5,1003.0,51.7,102.4,929.4,973.6,247.0,608.0,210.7,331.8,893.8,1105.0,277.7,723.7,23.1,53.7,88.0,118.4,22.1,1185.0,659.5,830.3,47.3,66.7,25.3,1168.0,509.5,794.0,421.5,590.5,110.6,767.9,392.2,550.7,71.8,79.7,11.7,662.2,354.0,569.9,149.1,157.2,38.6,1500.0,51.8,109.2,80.6,82.1,35.6,1543.0,47.2,96.0,571.9,822.0,135.4,851.9,25.4,53.0,107.3,111.3,17.5,809.7,130.6,209.1
2026-07-18,01,2,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=2,57.4,131.2,89.2,464.2,59.7,247.1,98.9,232.7,67.6,351.1,34.0,221.7,50.6,126.2,35.1,162.5,85.4,371.8,84.6,187.1,57.4,204.1,22.6,112.8,52.7,169.0,150.6,521.7,95.8,324.1,49.0,200.4,229.5,510.3,98.0,322.8,23.2,145.6,93.3,382.1,150.2,540.5,42.8,212.8,162.0,384.8,59.4,195.6,131.1,409.8,94.3,361.1,43.5,227.6,88.8,380.4,223.5,530.1,82.0,297.1,81.8,312.4,66.6,156.8,104.0,322.8,111.1,331.3,92.4,187.5,27.5,109.4,45.7,146.4,35.7,147.2,156.6,483.3,25.5,145.5,77.4,271.6,153.8,505.6,58.5,226.3,63.1,158.1,143.3,446.5,27.8,109.4,24.8,75.2,67.0,169.9,111.7,305.4,102.1,196.3,24.9,77.4,87.6,310.0,165.6,326.0,41.3,104.3,129.6,381.2,117.7,201.3,26.3,78.4,62.7,183.2,53.4,112.0,45.8,113.2
2026-07-18,01,3,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=3,50.9,233.2,88.2,520.0,204.5,225.4,146.1,576.1,52.2,330.7,55.3,71.7,86.5,349.8,20.3,246.9,151.7,180.6,66.7,305.5,22.4,227.4,33.9,67.7,40.5,275.4,200.3,913.5,393.5,534.2,29.5,603.7,423.8,1183.0,368.8,547.5,11.8,349.1,208.8,827.7,843.5,820.0,11.4,406.2,272.0,1049.0,350.5,485.6,156.7,766.5,112.4,352.6,69.1,94.8,54.9,839.5,330.7,847.6,227.4,388.3,61.7,728.5,85.6,297.3,190.8,208.1,56.0,923.0,85.9,292.3,49.0,74.8,73.7,491.1,32.9,290.4,295.3,388.3,21.1,430.0,104.0,705.2,790.6,1013.0,60.8,864.2,77.1,333.2,339.7,403.4,19.5,467.6,22.5,182.7,189.5,287.6,72.1,479.0,38.0,254.4,43.0,68.7,23.6,587.6,209.6,763.2,209.6,306.6,53.6,1144.0,84.2,317.6,47.3,69.9,27.8,572.4,30.7,202.1,119.2,166.9
2026-07-18,01,4,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=4,45.0,86.1,113.0,82.3,308.9,370.1,22.6,45.1,46.2,93.9,217.0,350.4,51.0,132.0,66.7,43.6,150.2,190.2,50.7,102.9,81.4,43.7,135.4,217.0,41.8,154.2,137.5,158.4,472.3,576.7,24.0,70.0,53.6,189.2,559.3,896.9,36.3,242.9,165.5,143.3,287.5,586.7,40.4,165.5,120.3,112.4,354.0,607.7,27.2,84.8,64.3,118.1,267.8,429.5,31.4,91.4,65.8,163.1,479.0,721.9,22.0,122.3,52.0,92.7,209.2,252.6,20.2,83.9,47.2,83.5,201.7,358.4,82.8,308.9,112.9,57.9,157.5,202.5,70.9,459.5,203.5,96.0,241.2,408.0,48.7,199.4,74.7,98.8,214.5,243.8,47.9,304.3,83.7,26.8,83.4,116.0,101.7,304.3,159.5,66.9,198.6,274.7,93.3,503.9,234.2,124.4,381.9,597.0,50.6,202.1,85.6,108.8,260.0,435.0,61.4,384.1,121.3,34.3,102.2,135.4
2026-07-18,01,5,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=5,27.7,106.9,97.7,468.8,194.5,59.0,63.2,217.5,107.0,311.7,128.6,32.1,41.9,130.3,56.7,245.9,282.1,96.0,22.4,72.5,35.7,155.9,62.9,35.1,21.8,177.7,175.5,724.1,366.0,143.3,33.1,456.1,350.2,820.0,538.5,204.6,17.0,270.5,223.7,806.0,922.9,424.0,8.3,166.4,161.0,606.5,314.2,226.9,85.9,537.3,249.5,507.2,201.1,67.9,64.8,682.1,431.8,901.7,516.1,193.3,87.9,784.5,326.4,724.1,779.3,245.6,45.6,482.2,215.3,407.1,180.9,100.4,59.1,310.0,130.6,293.4,427.1,241.6,37.6,434.2,251.7,678.2,898.2,463.2,95.3,834.5,335.2,609.7,800.5,339.6,24.1,279.8,96.1,174.2,260.9,244.6,22.8,140.5,56.5,177.6,68.4,69.9,11.7,220.9,143.5,419.5,183.5,196.7,41.5,416.5,173.8,331.9,121.2,109.6,17.6,236.5,77.5,172.0,219.9,226.0
2026-07-18,01,6,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=6,7.9,47.5,103.6,73.2,62.8,1268.0,6.0,40.9,153.1,177.8,148.1,2064.0,8.6,51.4,169.9,61.3,76.9,1674.0,63.8,234.1,527.1,220.8,179.5,1567.0,15.2,166.4,169.3,125.9,128.6,1646.0,20.6,329.3,287.6,393.9,326.3,3806.0,25.9,362.2,412.2,224.7,272.6,3448.0,108.3,1231.0,1567.0,918.8,531.9,2845.0,9.5,164.9,330.8,415.7,392.3,3330.0,23.2,402.0,385.6,528.1,551.9,4727.0,13.8,305.9,517.8,699.5,798.6,4374.0,66.0,1110.0,1765.0,1503.0,1584.0,5142.0,16.0,165.0,441.4,80.9,113.2,2272.0,36.1,415.7,570.2,150.3,195.9,3806.0,23.6,343.6,751.5,440.0,524.3,4967.0,73.3,818.7,1787.0,253.9,365.0,2901.0,200.4,1046.0,1674.0,572.4,429.7,1866.0,278.6,2616.0,2765.0,1028.0,670.7,2765.0,228.6,1855.0,2220.0,1510.0,1181.0,4310.0,218.7,1584.0,2307.0,730.9,761.2,2402.0
2026-07-18,01,7,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=7,10.9,47.9,21.9,76.8,327.9,1296.0,17.1,86.5,19.1,50.3,163.1,1274.0,49.1,123.4,26.5,132.1,286.1,1307.0,265.8,571.2,151.6,347.8,766.0,1743.0,8.4,40.8,34.8,158.1,445.4,1555.0,7.1,71.5,58.6,176.1,368.1,2615.0,20.5,58.9,50.6,349.0,547.5,2527.0,152.1,364.6,302.7,871.6,1479.0,3991.0,16.4,139.7,41.0,73.6,166.5,1324.0,11.5,141.5,75.4,130.0,265.6,2527.0,50.6,303.9,77.7,192.9,247.8,1816.0,234.0,1007.0,330.8,656.6,619.0,2369.0,105.9,191.0,34.8,345.5,525.7,1279.0,61.7,150.6,63.3,535.0,800.3,1995.0,102.5,293.9,55.7,366.8,482.2,1969.0,516.7,787.9,160.9,988.1,1630.0,3486.0,653.7,1127.0,446.7,1042.0,1307.0,1723.0,668.1,1410.0,723.9,1613.0,2151.0,3568.0,695.7,1630.0,573.4,1465.0,1444.0,2121.0,1071.0,1579.0,465.2,1827.0,2049.0,2861.0
2026-07-18,01,8,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=8,12.7,54.8,40.2,215.8,82.1,599.3,26.2,93.1,36.1,164.3,61.7,534.0,16.7,60.5,22.5,121.1,145.5,691.6,64.2,162.2,63.3,246.4,139.7,494.0,10.9,74.9,69.4,346.6,170.2,1062.0,18.0,142.6,122.4,459.0,233.7,1439.0,8.5,94.7,78.4,366.5,488.3,2018.0,38.7,225.3,170.4,782.7,496.3,1343.0,51.1,237.2,65.7,177.1,99.3,749.3,34.7,278.3,145.4,347.5,206.6,1322.0,40.6,324.0,72.2,187.5,300.9,1104.0,100.2,671.8,139.7,298.8,286.2,1041.0,22.7,117.1,39.6,140.0,234.1,1425.0,14.8,150.3,83.7,266.0,471.4,2268.0,45.9,321.5,77.4,233.2,425.7,1435.0,56.8,382.8,93.3,308.6,484.3,1834.0,178.3,530.7,180.6,555.1,357.2,709.0,109.6,737.6,395.4,974.3,587.6,1219.0,180.3,1222.0,325.8,640.2,534.7,1116.0,110.9,741.4,197.8,634.4,822.4,1701.0
2026-07-18,01,9,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=9,5.9,13.3,53.3,190.3,198.0,975.3,9.0,19.1,89.9,311.1,216.4,1613.0,11.1,23.1,73.0,234.6,381.2,1868.0,65.0,89.5,283.3,485.7,616.3,1792.0,12.7,31.1,66.0,220.3,278.9,1295.0,22.6,35.9,72.0,315.5,297.7,1919.0,22.8,31.4,65.1,280.5,398.4,2465.0,115.2,158.5,269.6,669.9,581.6,2301.0,26.5,60.7,194.8,461.6,349.9,2392.0,39.3,67.8,158.0,416.2,377.9,2369.0,49.8,74.8,214.2,568.0,844.7,3016.0,148.0,215.4,531.9,1220.0,1503.0,2791.0,35.9,79.6,166.1,331.9,633.2,2791.0,47.2,79.6,162.7,357.4,518.9,2516.0,70.4,118.6,290.3,593.0,932.2,3854.0,195.0,243.0,668.0,683.1,1121.0,3216.0,223.2,372.4,1116.0,1024.0,1051.0,2597.0,373.6,612.4,1022.0,1106.0,943.1,3195.0,339.8,635.7,1268.0,1875.0,1958.0,3153.0,384.8,520.0,1288.0,1278.0,1819.0,3545.0
2026-07-18,01,10,official_closing,closing_displayed,https://www.boatrace.jp/owpc/pc/race/odds3t?hd=20260718&jcd=01&rno=10,5.2,27.3,40.3,120.8,320.9,537.3,9.4,42.9,54.2,159.7,427.7,767.9,20.5,101.5,106.3,171.0,435.3,733.2,19.9,94.4,139.0,145.4,442.9,1186.0,6.5,75.2,95.1,207.0,610.8,809.3,8.8,219.2,269.9,473.0,1237.0,1662.0,23.6,443.6,442.9,465.1,1320.0,1245.0,24.6,408.6,509.7,364.3,1116.0,2259.0,16.7,156.0,211.8,325.8,951.4,1050.0,19.1,297.1,348.1,656.0,1393.0,1957.0,45.4,531.4,589.8,875.9,1970.0,1488.0,32.7,367.5,573.6,638.8,2151.0,3163.0,54.1,458.9,506.1,265.2,751.1,904.4,79.7,976.8,837.1,446.3,1184.0,1179.0,94.7,985.1,968.8,702.4,1671.0,1773.0,106.5,1206.0,1191.0,340.8,843.1,2135.0,68.6,394.0,637.4,287.6,924.4,2038.0,90.8,799.3,995.1,412.9,1420.0,2773.0,87.6,671.0,936.2,728.7,2469.0,3305.0,157.3,1234.0,1531.0,508.3,1342.0,2490.0
