pre_cut,post_cut,split_post,target_high_p4,target_low_p4,R,avg_n,avg_comp,hit_pct,roi_pct,profit_yen,R_feb_jun,roi_feb_jun_pct,hit_feb_jun_pct
0.25,0.24,0.28,10.5,14.0,161,2.347826086956522,8.567318110999171,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.0,11.0,161,2.3850931677018634,8.38101106932723,13.043478260869565,109.19875776397515,148100.0,130,101.23769230769231,12.307692307692308
0.25,0.24,0.28,11.0,11.5,161,2.372670807453416,8.413747989803381,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.0,12.0,161,2.3664596273291925,8.461719118596776,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.0,12.5,161,2.341614906832298,8.589098635910307,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.0,13.0,161,2.3229813664596275,8.643247711791236,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.0,13.5,161,2.31055900621118,8.70104292163481,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.0,14.0,161,2.31055900621118,8.70104292163481,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.5,11.5,161,2.3354037267080745,8.511613775019008,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.5,12.0,161,2.329192546583851,8.5595849038124,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.5,12.5,161,2.3043478260869565,8.686964421125936,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.5,13.0,161,2.2857142857142856,8.741113497006864,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.5,13.5,161,2.2732919254658386,8.798908706850437,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,11.5,14.0,161,2.2732919254658386,8.798908706850437,12.422360248447205,102.59316770186335,41750.0,130,93.05692307692307,11.538461538461538
0.25,0.24,0.28,12.0,12.0,161,2.298136645962733,8.676744365619317,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,12.0,12.5,161,2.2732919254658386,8.804123882932851,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,12.0,13.0,161,2.2546583850931676,8.85827295881378,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,12.0,13.5,161,2.2422360248447206,8.916068168657352,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,12.0,14.0,161,2.2422360248447206,8.916068168657352,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,12.5,12.5,161,2.2546583850931676,8.857364221431135,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,12.5,13.0,161,2.2360248447204967,8.911513297312064,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,12.5,13.5,161,2.2236024844720497,8.969308507155638,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,12.5,14.0,161,2.2236024844720497,8.969308507155638,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,13.0,13.0,161,2.2236024844720497,8.940120877749521,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,13.0,13.5,161,2.2111801242236027,8.997916087593095,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
0.25,0.24,0.28,13.0,14.0,161,2.2111801242236027,8.997916087593095,12.422360248447205,103.81925465838509,61490.0,130,94.57538461538462,11.538461538461538
