actual_combo,combo,combo_prob,composite_odds,date,ev,head,hit,market_share,model,odds,pair_prob,payout100,race,race_code,return,score,stake,tickets,train_pair_count,venue
5-4-6,4-1-5,0.00869516538261191,5.72,2026-08-03,0.62779094062458,4,0,0.07928923213096165,4カド攻め,72.2,0.10595711079966817,0,07R,202608031707,0,53.18,400,20,48,17
5-4-6,4-5-1,0.006540359235538598,5.72,2026-08-03,0.5147262718368877,4,0,0.07274056619892542,4カド攻め,78.7,0.07969918198168062,0,07R,202608031707,0,53.18,300,20,36,17
5-4-6,4-1-2,0.006218234116020909,5.72,2026-08-03,0.36501034261042736,4,0,0.09752440476755418,4カド攻め,58.7,0.07577384583472863,0,07R,202608031707,0,53.18,300,20,34,17
5-4-6,4-5-2,0.005365562428240337,5.72,2026-08-03,0.24305997799928727,4,0,0.12637268344051725,4カド攻め,45.3,0.0653834018900308,0,07R,202608031707,0,53.18,300,20,29,17
5-4-6,4-5-6,0.005235955324952409,5.72,2026-08-03,0.8382764475248807,4,0,0.035756917925393074,4カド攻め,160.1,0.06380404214249051,0,07R,202608031707,0,53.18,300,20,29,17
5-4-6,4-1-3,0.004863453128919682,5.72,2026-08-03,1.09962675244874,4,0,0.025319250596441537,4カド攻め,226.1,0.059264823539807256,0,07R,202608031707,0,53.18,300,20,27,17
5-4-6,4-1-6,0.004696617095862243,5.72,2026-08-03,0.7984249062965812,4,0,0.03367460329326724,4カド攻め,170.0,0.05723180136458854,0,07R,202608031707,0,53.18,300,20,26,17
5-4-6,4-6-2,0.00431388566006107,5.72,2026-08-03,1.5353119064157348,4,0,0.016085087271299328,4カド攻め,355.9,0.0525679318042928,0,07R,202608031707,0,53.18,300,20,24,17
5-4-6,4-3-5,0.003954606658841376,5.72,2026-08-03,1.5201507996586248,4,0,0.014892514463723805,4カド攻め,384.4,0.04818984774664442,0,07R,202608031707,0,53.18,300,20,22,17
5-4-6,4-2-5,0.0038870625321777395,5.72,2026-08-03,0.10222974459627455,4,0,0.21766853839754488,4カド攻め,26.3,0.04736677191106832,0,07R,202608031707,0,53.18,200,20,20,17
5-4-6,4-6-1,0.003771985176673481,5.72,2026-08-03,1.7683066508245278,4,0,0.012211353583309367,4カド攻め,468.8,0.04596446803631041,0,07R,202608031707,0,53.18,200,20,21,17
5-4-6,4-3-1,0.0034105790796390783,5.72,2026-08-03,2.0483937952312306,4,0,0.009531605993765286,4カド攻め,600.6,0.04156046372102423,0,07R,202608031707,0,53.18,200,20,19,17
5-4-6,4-2-1,0.0033993093184142005,5.72,2026-08-03,0.15364878119232186,4,0,0.12665226902335025,4カド攻め,45.2,0.041423133229165146,0,07R,202608031707,0,53.18,200,20,18,17
5-4-6,4-2-6,0.003111832762975081,5.72,2026-08-03,0.35163710221618416,4,0,0.0506609076093401,4カド攻め,113.0,0.03792001581889918,0,07R,202608031707,0,53.18,200,20,17,17
5-4-6,4-2-3,0.0030713321217504374,5.72,2026-08-03,0.786875289592462,4,0,0.022344584542761243,4カド攻め,256.2,0.0374264851336429,0,07R,202608031707,0,53.18,200,20,17,17
5-4-6,4-5-3,0.0028861496333169798,5.72,2026-08-03,0.9244337275514286,4,0,0.0178728771771946,4カド攻め,320.3,0.035169897641432586,0,07R,202608031707,0,53.18,200,20,16,17
5-4-6,4-6-5,0.002521758269527816,5.72,2026-08-03,1.1015040121297501,4,0,0.01310595824142727,4カド攻め,436.8,0.03072951561205102,0,07R,202608031707,0,53.18,200,20,14,17
5-4-6,4-3-2,0.0025209062076407985,5.72,2026-08-03,1.1535666806164295,4,0,0.012510232866816936,4カド攻め,457.6,0.030719132598985916,0,07R,202608031707,0,53.18,200,20,14,17
5-4-6,4-3-6,0.0021560899657073612,5.72,2026-08-03,1.6576019656358192,4,0,0.0074462572318619025,4カド攻め,768.8,0.02627357311079498,0,07R,202608031707,0,53.18,200,20,12,17
5-4-6,4-6-3,0.0014422219567116342,5.72,2026-08-03,0.9899411510868656,4,0,0.008340155244544626,4カド攻め,686.4,0.017574556082693586,0,07R,202608031707,0,53.18,200,20,8,17
1-3-2,4-1-5,0.011401021349989594,5.01,2026-08-03,0.41955758567961704,4,0,0.10541416152805264,4カド攻め,36.8,0.1064124472597482,0,10R,202608031910,0,59.64,500,15,48,19
1-3-2,4-5-1,0.008493680541864137,5.01,2026-08-03,0.679494443349131,4,0,0.048490514302904214,4カド攻め,80.0,0.0792765231251051,0,10R,202608031910,0,59.64,400,15,36,19
1-3-2,4-1-2,0.008419220512263192,5.01,2026-08-03,0.1262883076839479,4,0,0.25861607628215577,4カド攻め,15.0,0.07858154381319661,0,10R,202608031910,0,59.64,400,15,34,19
1-3-2,4-5-2,0.006850490341611043,5.01,2026-08-03,0.6103786894375439,4,0,0.04353805998016091,4カド攻め,89.1,0.0639396611761248,0,10R,202608031910,0,59.64,400,15,29,19
1-3-2,4-5-6,0.006807557377743784,5.01,2026-08-03,1.2852668329180266,4,0,0.020546828094450936,4カド攻め,188.8,0.06353894253759391,0,10R,202608031910,0,59.64,400,15,29,19
1-3-2,4-1-3,0.006385900276915597,5.01,2026-08-03,0.5536575540085823,4,0,0.044743265792760514,4カド攻め,86.7,0.05960336846697622,0,10R,202608031910,0,59.64,300,15,27,19
1-3-2,4-1-6,0.006149685588718386,5.01,2026-08-03,0.5516267973080392,4,0,0.043246835498688255,4カド攻め,89.7,0.05739863765575056,0,10R,202608031910,0,59.64,300,15,26,19
1-3-2,4-6-2,0.005632460403133545,5.01,2026-08-03,1.3433418061473505,4,0,0.016265162030324264,4カド攻め,238.5,0.05257107036218431,0,10R,202608031910,0,59.64,300,15,24,19
1-3-2,4-3-5,0.005154380345537027,5.01,2026-08-03,1.9514483988203186,4,0,0.01024627877504579,4カド攻め,378.6,0.04810886760392236,0,10R,202608031910,0,59.64,300,15,22,19
1-3-2,4-6-1,0.00493969347817719,5.01,2026-08-03,0.9449633623752964,4,0,0.02027831230649418,4カド攻め,191.3,0.04610506862407833,0,10R,202608031910,0,59.64,300,15,21,19
1-3-2,4-2-5,0.004802553418816306,5.01,2026-08-03,0.2593378846160805,4,0,0.07183779896726548,4カド攻め,54.0,0.04482505967698938,0,10R,202608031910,0,59.64,300,15,20,19
1-3-2,4-3-1,0.004469398958907589,5.01,2026-08-03,0.9408084808500475,4,0,0.01842869902248141,4カド攻め,210.5,0.04171553288056613,0,10R,202608031910,0,59.64,300,15,19,19
1-3-2,4-2-6,0.004026050547716621,5.01,2026-08-03,0.5036589235193493,4,0,0.031009121856373594,4カド攻め,125.1,0.03757750103453374,0,10R,202608031910,0,59.64,300,15,17,19
1-3-2,4-2-3,0.004024387119906563,5.01,2026-08-03,0.5183410610439654,4,0,0.03011833186515789,4カド攻め,128.8,0.03756197528305286,0,10R,202608031910,0,59.64,300,15,17,19
1-3-2,4-6-5,0.0032894822865967032,5.01,2026-08-03,1.1032923589245343,4,0,0.011566014144998023,4カド攻め,335.4,0.03070267562779953,0,10R,202608031910,0,59.64,200,15,14,19
5-1-6,4-1-5,0.011734320324976897,8.56,2026-08-03,1.471483768752103,4,0,0.06829809658040432,4カド攻め,125.4,0.10576554416697873,0,10R,202608032110,0,60.69,400,20,48,21
5-1-6,4-5-1,0.008791598686302,8.56,2026-08-03,1.6194124780168284,4,0,0.046496098323467454,4カド攻め,184.2,0.07924176206228264,0,10R,202608032110,0,60.69,300,20,36,21
5-1-6,4-1-2,0.008528400290417766,8.56,2026-08-03,0.4554165755083087,4,0,0.16038541781241017,4カド攻め,53.4,0.07686946261982415,0,10R,202608032110,0,60.69,300,20,34,21
5-1-6,4-5-2,0.007086759373403249,8.56,2026-08-03,1.5229445893443583,4,0,0.039853798562972095,4カド攻め,214.9,0.06387544746950714,0,10R,202608032110,0,60.69,300,20,29,21
5-1-6,4-5-6,0.007065343621017922,8.56,2026-08-03,2.1026462616149337,4,0,0.028778835051017145,4カド攻め,297.6,0.06368241978302426,0,10R,202608032110,0,60.69,300,20,29,21
5-1-6,4-1-3,0.006587627847489424,8.56,2026-08-03,1.7780007560373954,4,0,0.03173242427262951,4カド攻め,269.9,0.05937659998732252,0,10R,202608032110,0,60.69,300,20,27,21
5-1-6,4-1-6,0.006465157203067121,8.56,2026-08-03,0.592854915521255,4,0,0.09339783327353003,4カド攻め,91.7,0.05827272912023582,0,10R,202608032110,0,60.69,300,20,26,21
5-1-6,4-6-2,0.005959608195046146,8.56,2026-08-03,0.6227790563823222,4,0,0.08195771589648519,4カド攻め,104.5,0.05371603862128951,0,10R,202608032110,0,60.69,300,20,24,21
5-1-6,4-3-5,0.005343383259681639,8.56,2026-08-03,3.4454135258427208,4,0,0.013282539254315608,4カド攻め,644.8,0.0481617871765458,0,10R,202608032110,0,60.69,300,20,22,21
5-1-6,4-6-1,0.005193026851084109,8.56,2026-08-03,0.7348132994284015,4,0,0.060527076404118044,4カド攻め,141.5,0.04680657213776241,0,10R,202608032110,0,60.69,200,20,21,21
5-1-6,4-2-5,0.0049249196271912345,8.56,2026-08-03,0.8997828158878385,4,0,0.04687783968901316,4カド攻め,182.7,0.044390027706998056,0,10R,202608032110,0,60.69,200,20,20,21
5-1-6,4-3-1,0.00462894066659922,8.56,2026-08-03,2.107093791435965,4,0,0.01881498530576165,4カド攻め,455.2,0.04172226553909825,0,10R,202608032110,0,60.69,200,20,19,21
5-1-6,4-2-1,0.004547069564186649,8.56,2026-08-03,0.3837726712173532,4,0,0.10147608188605098,4カド攻め,84.4,0.04098433258189196,0,10R,202608032110,0,60.69,200,20,18,21
5-1-6,4-2-6,0.004283278075681102,8.56,2026-08-03,0.40733974499727277,4,0,0.0900586888662745,4カド攻め,95.1,0.03860668738764749,0,10R,202608032110,0,60.69,200,20,17,21
5-1-6,4-2-3,0.004162641005767282,8.56,2026-08-03,1.2883373912849738,4,0,0.027672314414160595,4カド攻め,309.5,0.03751934317061718,0,10R,202608032110,0,60.69,200,20,17,21
5-1-6,4-5-3,0.0038923854321054963,8.56,2026-08-03,2.5818192571155754,4,0,0.012912077960474451,4カド攻め,663.3,0.035083434909986486,0,10R,202608032110,0,60.69,200,20,16,21
5-1-6,4-6-5,0.003436069970180296,8.56,2026-08-03,1.092670250517334,4,0,0.02693264563265001,4カド攻め,318.0,0.030970503627584314,0,10R,202608032110,0,60.69,200,20,14,21
5-1-6,4-3-2,0.0034196597014854754,8.56,2026-08-03,1.5877479993997063,4,0,0.018446222940303042,4カド攻め,464.3,0.030822592120963888,0,10R,202608032110,0,60.69,200,20,14,21
5-1-6,4-3-6,0.002931953003881436,8.56,2026-08-03,1.5468984048478458,4,0,0.016233095737647276,4カド攻め,527.6,0.026426720622878385,0,10R,202608032110,0,60.69,200,20,12,21
5-1-6,4-6-3,0.0019643892489800176,8.56,2026-08-03,1.0603773165994135,4,0,0.015866212136314756,4カド攻め,539.8,0.01770572918756104,0,10R,202608032110,0,60.69,200,20,8,21
4-5-3,4-1-5,0.01432738961791297,5.03,2026-08-04,0.6218087094174228,4,0,0.04130191628118569,4カド攻め,43.4,0.10529502250599017,0,07R,202608041007,0,66.16,900,8,48,10
4-5-3,4-5-1,0.010723482619957255,5.03,2026-08-04,0.8868320126704651,4,0,0.021674766222532754,4カド攻め,82.7,0.07880914625224457,0,07R,202608041007,0,66.16,700,8,36,10
4-5-3,4-1-2,0.010319358484063193,5.03,2026-08-04,0.18265264516791851,4,0,0.10127136534482817,4カド攻め,17.7,0.07583915233716476,0,07R,202608041007,0,66.16,700,8,34,10
4-5-3,4-5-6,0.008762363390912643,5.03,2026-08-04,0.2251927391464549,4,0,0.06974720492620462,4カド攻め,25.7,0.06439646544533689,0,07R,202608041007,0,66.16,600,8,29,10
4-5-3,4-5-2,0.008696276445255871,5.03,2026-08-04,0.3722006318569513,4,0,0.041880915107557454,4カド攻め,42.8,0.06391077847682018,0,07R,202608041007,0,66.16,600,8,29,10
4-5-3,4-1-3,0.00805092887063843,5.03,2026-08-04,0.7302192485669057,4,0,0.019762989708968674,4カド攻め,90.7,0.05916798239144172,0,07R,202608041007,0,66.16,600,8,27,10
4-5-3,4-3-5,0.006544669094104251,5.03,2026-08-04,1.2179629184128011,4,0,0.009631935339083604,4カド攻め,186.1,0.048098160093055925,0,07R,202608041007,0,66.16,500,8,22,10
4-5-3,4-2-5,0.006050045563843604,5.03,2026-08-04,0.21235659929091052,4,0,0.05106846628499882,4カド攻め,35.1,0.04446306695050107,0,07R,202608041007,0,66.16,400,8,20,10
1-2-4,4-1-5,0.016106968230511446,5.01,2026-08-05,0.8053484115255723,4,0,0.04713252618092317,4カド攻め,50.0,0.10539664533648668,0,07R,202608051207,0,70.23,600,14,48,12
1-2-4,4-5-1,0.012074854729553358,5.01,2026-08-05,0.8536922293794225,4,0,0.03333276250418894,4カド攻め,70.7,0.07901233572992052,0,07R,202608051207,0,70.23,500,14,36,12
1-2-4,4-1-2,0.01165947730412651,5.01,2026-08-05,0.21570033012634043,4,0,0.12738520589438695,4カド攻め,18.5,0.07629429552757101,0,07R,202608051207,0,70.23,400,14,34,12
1-2-4,4-5-2,0.009801423436482794,5.01,2026-08-05,0.42146120776876017,4,0,0.054805263001073454,4カド攻め,43.0,0.0641360394422845,0,07R,202608051207,0,70.23,400,14,29,12
1-2-4,4-5-6,0.00972784527678548,5.01,2026-08-05,0.8434041854973012,4,0,0.027181387647591218,4カド攻め,86.7,0.06365457756248524,0,07R,202608051207,0,70.23,400,14,29,12
1-2-4,4-1-3,0.009103267436425902,5.01,2026-08-05,0.5025003624907098,4,0,0.04269250559866229,4カド攻め,55.2,0.05956762536991132,0,07R,202608051207,0,70.23,400,14,27,12
1-2-4,4-1-6,0.008733155795931707,5.01,2026-08-05,0.7161187752664,4,0,0.028739345232270227,4カド攻め,82.0,0.05714578379489796,0,07R,202608051207,0,70.23,400,14,26,12
1-2-4,4-6-2,0.008051655850583747,5.01,2026-08-05,0.8293205526101259,4,0,0.02287986707811804,4カド攻め,103.0,0.05268635933905216,0,07R,202608051207,0,70.23,300,14,24,12
1-2-4,4-3-5,0.007361636382785379,5.01,2026-08-05,1.2551590032649071,4,0,0.013821855185021457,4カド攻め,170.5,0.04817118701847532,0,07R,202608051207,0,70.23,300,14,22,12
1-2-4,4-6-1,0.007038683148471706,5.01,2026-08-05,0.9438874102100557,4,0,0.01757364883703325,4カド攻め,134.1,0.046057928520035436,0,07R,202608051207,0,70.23,300,14,21,12
1-2-4,4-3-1,0.006364993744950407,5.01,2026-08-05,1.0241274935625206,4,0,0.014646527713152009,4カド攻め,160.9,0.041649612683453636,0,07R,202608051207,0,70.23,300,14,19,12
1-2-4,4-5-3,0.005362990790135636,5.01,2026-08-05,0.9390596873527499,4,0,0.013458745340069437,4カド攻め,175.1,0.035092962881744134,0,07R,202608051207,0,70.23,300,14,16,12
1-2-4,4-3-2,0.004714399884292193,5.01,2026-08-05,0.5567706263349079,4,0,0.01995449880648737,4カド攻め,118.1,0.030848880153489976,0,07R,202608051207,0,70.23,200,14,14,12
1-2-4,4-6-3,0.0026811244811709065,5.01,2026-08-05,0.9587701144667162,4,0,0.006590118313887467,4カド攻め,357.6,0.017544054349697386,0,07R,202608051207,0,70.23,200,14,8,12
4-1-3,4-1-5,0.016215398233784487,5.03,2026-08-05,0.17350476110149401,4,0,0.15036984406491563,4カド攻め,10.7,0.10719598856758022,0,02R,202608051402,0,69.86,2800,2,48,14
4-1-3,4-5-1,0.012310738628263297,5.03,2026-08-05,0.11695201696850133,4,0,0.1693639296310102,4カド攻め,9.5,0.08138324931818754,0,02R,202608051402,0,69.86,2200,2,36,14
1-2-4,4-1-5,0.007059684695034512,5.29,2026-08-05,0.5513613746821954,4,0,0.06772796236299615,4カド攻め,78.1,0.10575560718715461,0,06R,202608051706,0,47.72,400,20,48,17
1-2-4,4-5-1,0.005273281320449739,5.29,2026-08-05,0.8627088240255772,4,0,0.03233223631143031,4カド攻め,163.6,0.0789948973649051,0,06R,202608051706,0,47.72,300,20,36,17
1-2-4,4-1-2,0.005213539665209648,5.29,2026-08-05,0.11939005833330094,4,0,0.23098488474017462,4カド攻め,22.9,0.0780999544181294,0,06R,202608051706,0,47.72,300,20,34,17
1-2-4,4-5-2,0.0042467160447494205,5.29,2026-08-05,0.8981804434645024,4,0,0.02500971092458628,4カド攻め,211.5,0.06361672698779235,0,06R,202608051706,0,47.72,300,20,29,17
1-2-4,4-5-6,0.004241188367471428,5.29,2026-08-05,1.10737428274679,4,0,0.0202587279224435,4カド攻め,261.1,0.06353392118383344,0,06R,202608051706,0,47.72,300,20,29,17
1-2-4,4-1-6,0.004030474149992235,5.29,2026-08-05,0.0995527115048082,4,0,0.21415197815991896,4カド攻め,24.7,0.06037737652566308,0,06R,202608051706,0,47.72,300,20,26,17
1-2-4,4-1-3,0.003994451544926071,5.29,2026-08-05,0.36309564543377987,4,0,0.058190911557205696,4カド攻め,90.9,0.05983775009250032,0,06R,202608051706,0,47.72,300,20,27,17
1-2-4,4-6-2,0.0035305615147457592,5.29,2026-08-05,0.5415881363619995,4,0,0.03448209817829203,4カド攻め,153.4,0.052888576874567175,0,06R,202608051706,0,47.72,300,20,24,17
1-2-4,4-3-5,0.003228156807177484,5.29,2026-08-05,0.6950221605853123,4,0,0.024568294754064086,4カド攻め,215.3,0.04835848879745645,0,06R,202608051706,0,47.72,300,20,22,17
1-2-4,4-6-1,0.003102292640988868,5.29,2026-08-05,0.3964729995183773,4,0,0.04138931033294208,4カド攻め,127.8,0.04647301630209921,0,06R,202608051706,0,47.72,200,20,21,17
1-2-4,4-2-5,0.002931777599441699,5.29,2026-08-05,0.7819050857711011,4,0,0.01983334780858642,4カド攻め,266.7,0.043918664014093015,0,06R,202608051706,0,47.72,200,20,20,17
1-2-4,4-3-1,0.0027893443043565573,5.29,2026-08-05,0.6582852558281476,4,0,0.022413363815889823,4カド攻め,236.0,0.04178498237587607,0,06R,202608051706,0,47.72,200,20,19,17
1-2-4,4-2-1,0.002675510175623338,5.29,2026-08-05,0.2854769357390102,4,0,0.04957407554404872,4カド攻め,106.7,0.04007972244956948,0,06R,202608051706,0,47.72,200,20,18,17
1-2-4,4-2-6,0.0025160440747849944,5.29,2026-08-05,0.3547622145446842,4,0,0.03751456638687942,4カド攻め,141.0,0.037690885688660206,0,06R,202608051706,0,47.72,200,20,17,17
1-2-4,4-2-3,0.0025090075096595183,5.29,2026-08-05,0.421764162373765,4,0,0.031466709461927415,4カド攻め,168.1,0.03758547641763708,0,06R,202608051706,0,47.72,200,20,17,17
1-2-4,4-5-3,0.0023520401278955584,5.29,2026-08-05,0.57719064738557,4,0,0.021554824207620202,4カド攻め,245.4,0.0352340710101546,0,06R,202608051706,0,47.72,200,20,16,17
1-2-4,4-6-5,0.0020601691496713007,5.29,2026-08-05,0.5265792346559844,4,0,0.02069465516647104,4カド攻め,255.6,0.03086178048220429,0,06R,202608051706,0,47.72,200,20,14,17
1-2-4,4-3-2,0.0020536449222566854,5.29,2026-08-05,0.720007909743194,4,0,0.015087147348973184,4カド攻め,350.6,0.030764046141158574,0,06R,202608051706,0,47.72,200,20,14,17
1-2-4,4-3-6,0.0017637805197570514,5.29,2026-08-05,0.5848696203514383,4,0,0.015951609953407716,4カド攻め,331.6,0.02642181455256484,0,06R,202608051706,0,47.72,200,20,12,17
1-2-4,4-6-3,0.0011830430350029822,5.29,2026-08-05,0.3721853388119382,4,0,0.016813585062142398,4カド攻め,314.6,0.017722241133980698,0,06R,202608051706,0,47.72,200,20,8,17
1-4-2,4-1-5,0.022740901972740014,7.62,2026-08-05,1.0256146789705747,4,0,0.16903406418013103,4カド攻め,45.1,0.16023465101766574,0,11R,202608051711,0,67.78,700,12,48,17
1-4-2,4-5-1,0.017055158946296358,7.62,2026-08-05,1.0267205685670409,4,0,0.12663515439408488,4カド攻め,60.2,0.12017234167257361,0,11R,202608051711,0,67.78,600,12,36,17
1-4-2,4-1-2,0.016445225320891328,7.62,2026-08-05,0.5936726340841769,4,0,0.21117552062393102,4カド攻め,36.1,0.11587468884737483,0,11R,202608051711,0,67.78,500,12,34,17
1-4-2,4-5-2,0.01361218721986749,7.62,2026-08-05,1.5340934996790663,4,0,0.06764362284404533,4カド攻め,112.7,0.0959128213725726,0,11R,202608051711,0,67.78,500,12,29,17
1-4-2,4-1-3,0.012651289820917568,7.62,2026-08-05,1.6927425780387708,4,0,0.05697635496654641,4カド攻め,133.8,0.08914224298614407,0,11R,202608051711,0,67.78,400,12,27,17
1-4-2,4-3-5,0.010252118126748887,7.62,2026-08-05,2.509718517428128,4,0,0.031141488131225123,4カド攻め,244.8,0.07223744125016168,0,11R,202608051711,0,67.78,400,12,22,17
1-4-2,4-2-5,0.009471920410764927,7.62,2026-08-05,1.0390696690609125,4,0,0.06949349402483053,4カド攻め,109.7,0.06674009075389169,0,11R,202608051711,0,67.78,400,12,20,17
1-4-2,4-3-1,0.008845964042915584,7.62,2026-08-05,2.7316336964523322,4,0,0.024687293699883126,4カド攻め,308.8,0.062329540096100866,0,11R,202608051711,0,67.78,300,12,19,17
1-4-2,4-2-1,0.008829453172698318,7.62,2026-08-05,0.4635462915666617,4,0,0.145208310371884,4カド攻め,52.5,0.06221320286680218,0,11R,202608051711,0,67.78,300,12,18,17
1-4-2,4-2-3,0.007972024320757574,7.62,2026-08-05,1.6159293298175603,4,0,0.037609453845702565,4カド攻め,202.7,0.0561716741258624,0,11R,202608051711,0,67.78,300,12,17,17
1-4-2,4-5-3,0.007502820956475442,7.62,2026-08-05,1.6191087624074003,4,0,0.035326396174809586,4カド攻め,215.8,0.05286562067986518,0,11R,202608051711,0,67.78,300,12,16,17
1-4-2,4-3-2,0.006543433902080473,7.62,2026-08-05,1.989858249622672,4,0,0.02506884674292637,4カド攻め,304.1,0.046105684330985094,0,11R,202608051711,0,67.78,300,12,14,17
5-2-4,4-1-5,0.016870426104640374,5.01,2026-08-05,0.19569694281382832,4,0,0.19597040774664418,4カド攻め,11.6,0.10799076963392844,0,05R,202608051905,0,72.1,1200,6,48,19
5-2-4,4-5-1,0.012472118195442725,5.01,2026-08-05,0.35171373311148485,4,0,0.08061194077521533,4カド攻め,28.2,0.07983637369542859,0,05R,202608051905,0,72.1,1000,6,36,19
5-2-4,4-1-2,0.01188296303326385,5.01,2026-08-05,0.2364709643619506,4,0,0.11423400652568202,4カド攻め,19.9,0.07606508072375916,0,05R,202608051905,0,72.1,900,6,34,19
5-2-4,4-5-6,0.009979723264098055,5.01,2026-08-05,0.5638543644215401,4,0,0.04023463238692163,4カド攻め,56.5,0.06388208509606835,0,05R,202608051905,0,72.1,800,6,29,19
5-2-4,4-3-5,0.007526402045100821,5.01,2026-08-05,1.2042243272161315,4,0,0.014207854561631702,4カド攻め,160.0,0.04817791467645545,0,05R,202608051905,0,72.1,600,6,22,19
5-2-4,4-2-3,0.005810094130623467,5.01,2026-08-05,1.4902891445049193,4,0,0.00886259933669034,4カド攻め,256.5,0.03719150499933229,0,05R,202608051905,0,72.1,500,6,17,19
4-5-1,4-1-5,0.01235191463371306,5.02,2026-08-06,0.20010101706615155,4,0,0.22442208779144537,4カド攻め,16.2,0.10848665948220385,0,10R,202608061210,0,61.35,900,8,48,12
4-5-1,4-5-1,0.009267057583035226,5.02,2026-08-06,0.19831503227695382,4,1,0.1698896178608138,4カド攻め,21.4,0.08139241164027562,2400,10R,202608061210,16800,61.35,700,8,36,12
4-5-1,4-1-2,0.008689656061263375,5.02,2026-08-06,0.24504830092762717,4,0,0.1289233270291282,4カド攻め,28.2,0.07632110373906978,0,10R,202608061210,0,61.35,700,8,34,12
4-5-1,4-5-2,0.0073480393492939815,5.02,2026-08-06,0.34315343761202893,4,0,0.07785091696405598,4カド攻め,46.7,0.0645377066137526,0,10R,202608061210,0,61.35,600,8,29,12
4-5-1,4-5-6,0.007290651592792832,5.02,2026-08-06,0.5416954133445073,4,0,0.04893186840136494,4カド攻め,74.3,0.06403367090895626,0,10R,202608061210,0,61.35,600,8,29,12
4-5-1,4-1-3,0.006792372694133494,5.02,2026-08-06,0.5162203247541456,4,0,0.04783733976607124,4カド攻め,76.0,0.05965729568219732,0,10R,202608061210,0,61.35,500,8,27,12
4-5-1,4-6-2,0.005975066023873996,5.02,2026-08-06,1.9789418671070673,4,0,0.010977167337625044,4カド攻め,331.2,0.05247890487734423,0,10R,202608061210,0,61.35,500,8,24,12
4-5-1,4-3-5,0.005488260018070207,5.02,2026-08-06,1.273825150194095,4,0,0.01566410091435336,4カド攻め,232.1,0.04820329587650289,0,10R,202608061210,0,61.35,500,8,22,12
1-2-6,4-1-5,0.00813356138060957,6.23,2026-08-07,0.7979023714377989,4,0,0.06348476546528933,4カド攻め,98.1,0.10568165168566952,0,05R,202608071005,0,51.44,400,20,48,10
1-2-6,4-5-1,0.006085472548913554,6.23,2026-08-07,1.0339217860604129,4,0,0.036656006428162934,4カド攻め,169.9,0.07907025719264772,0,05R,202608071005,0,51.44,300,20,36,10
1-2-6,4-1-2,0.00580590240021081,6.23,2026-08-07,0.4621498310567804,4,0,0.07823939060483522,4カド攻め,79.6,0.07543772358352654,0,05R,202608071005,0,51.44,300,20,34,10
1-2-6,4-5-6,0.004916404374569449,6.23,2026-08-07,0.7630259589331785,4,0,0.04012793487206755,4カド攻め,155.2,0.06388022544439333,0,05R,202608071005,0,51.44,300,20,29,10
1-2-6,4-5-2,0.004907880693283145,6.23,2026-08-07,0.905013199841412,4,0,0.03377361980555793,4カド攻め,184.4,0.06376947485499883,0,05R,202608071005,0,51.44,300,20,29,10
1-2-6,4-1-6,0.004600998047251861,6.23,2026-08-07,0.15919453243491438,4,0,0.17999582347239546,4カド攻め,34.6,0.05978206228274328,0,05R,202608071005,0,51.44,300,20,26,10
1-2-6,4-1-3,0.004597665479455876,6.23,2026-08-07,0.5452831258634668,4,0,0.052511429107461066,4カド攻め,118.6,0.05973876129163331,0,05R,202608071005,0,51.44,300,20,27,10
1-2-6,4-6-2,0.004089264124713332,6.23,2026-08-07,0.5250615136131919,4,0,0.048503547446611235,4カド攻め,128.4,0.053132959432620676,0,05R,202608071005,0,51.44,300,20,24,10
1-2-6,4-3-5,0.0037151715757623386,6.23,2026-08-07,1.1791954581469661,4,0,0.019621472880103602,4カド攻め,317.4,0.04827226967982751,0,05R,202608071005,0,51.44,300,20,22,10
1-2-6,4-6-1,0.003701220408012247,6.23,2026-08-07,0.17173662693176825,4,0,0.13422102353760523,4カド攻め,46.4,0.04809099823159225,0,05R,202608071005,0,51.44,200,20,21,10
1-2-6,4-2-5,0.0033833051565322807,6.23,2026-08-07,0.9483404353759983,4,0,0.022218535469657092,4カド攻め,280.3,0.04396023591232518,0,05R,202608071005,0,51.44,200,20,20,10
1-2-6,4-3-1,0.0032322891475461486,6.23,2026-08-07,0.5811655887287975,4,0,0.03463768349357554,4カド攻め,179.8,0.041998042413831385,0,05R,202608071005,0,51.44,200,20,19,10
1-2-6,4-2-1,0.003080494726551739,6.23,2026-08-07,0.41278629335793304,4,0,0.046476533523469275,4カド攻め,134.0,0.04002573478908007,0,05R,202608071005,0,51.44,200,20,18,10
1-2-6,4-2-6,0.002898104575902958,6.23,2026-08-07,0.5083275426133789,4,0,0.03550658775453183,4カド攻め,175.4,0.03765588823973041,0,05R,202608071005,0,51.44,200,20,17,10
1-2-6,4-2-3,0.0028876381588113153,6.23,2026-08-07,0.6491410581007837,4,0,0.027703983505982573,4カド攻め,224.8,0.03751989513735918,0,05R,202608071005,0,51.44,200,20,17,10
1-2-6,4-5-3,0.002707575719759924,6.23,2026-08-07,0.9129945327030463,4,0,0.018469322337321716,4カド攻め,337.2,0.03518029319977903,0,05R,202608071005,0,51.44,200,20,16,10
