actual_combo,combo,combo_prob,composite_odds,date,ev,head,hit,market_share,model,odds,pair_prob,payout100,race,race_code,return,score,stake,tickets,train_pair_count,venue
4-1-5,4-3-2,0.0030234798318057718,5.04,2026-08-10,1.4642712825435353,4,0,0.005320076192282941,4カド攻め,484.3,0.03059381396413565,0,06R,202608102406,0,57.78,300,9,14,24
1-3-6,4-1-5,0.013800469873613845,5.02,2026-08-11,0.3270711360046481,4,0,0.1327431167256563,4カド攻め,23.7,0.10688876891896569,0,10R,202608110110,0,64.9,700,11,48,01
1-3-6,4-5-1,0.010252064307017323,5.02,2026-08-11,0.5771912204850752,4,0,0.055879429243304704,4カド攻め,56.3,0.07940530595631033,0,10R,202608110110,0,64.9,600,11,36,01
1-3-6,4-1-2,0.010006211481370304,5.02,2026-08-11,0.16009938370192486,4,0,0.1966257416498784,4カド攻め,16.0,0.07750110225097827,0,10R,202608110110,0,64.9,500,11,34,01
1-3-6,4-5-6,0.008258592367360368,5.02,2026-08-11,0.5772756064784897,4,0,0.045007322838312644,4カド攻め,69.9,0.06396526924336929,0,10R,202608110110,0,64.9,500,11,29,01
1-3-6,4-5-2,0.008216704047208746,5.02,2026-08-11,0.9794311224272825,4,0,0.02639271699998368,4カド攻め,119.2,0.06364083166884503,0,10R,202608110110,0,64.9,500,11,29,01
1-3-6,4-1-3,0.007676867585688553,5.02,2026-08-11,0.6617459858863532,4,0,0.03649665738280805,4カド攻め,86.2,0.059459636729983584,0,10R,202608110110,0,64.9,400,11,27,01
1-3-6,4-6-2,0.006825557204981425,5.02,2026-08-11,0.647062823032239,4,0,0.03318577918141408,4カド攻め,94.8,0.052865983079414626,0,10R,202608110110,0,64.9,400,11,24,01
1-3-6,4-3-5,0.006227989193687349,5.02,2026-08-11,1.111073272153823,4,0,0.017634595663666222,4カド攻め,178.4,0.04823764001156716,0,10R,202608110110,0,64.9,400,11,22,01
1-3-6,4-6-1,0.006009471767333538,5.02,2026-08-11,0.4152544991227474,4,0,0.04552839169895882,4カド攻め,69.1,0.04654515715379449,0,10R,202608110110,0,64.9,400,11,21,01
1-3-6,4-2-5,0.005681520514289176,5.02,2026-08-11,0.7209849532632965,4,0,0.02479126766271122,4カド攻め,126.9,0.04400507656057013,0,10R,202608110110,0,64.9,400,11,20,01
1-3-6,4-3-6,0.0034034660587357515,5.02,2026-08-11,0.8597155264366508,4,0,0.012454520452882244,4カド攻め,252.6,0.02636086310157529,0,10R,202608110110,0,64.9,200,11,12,01
4-1-5,4-1-5,0.011646155682691702,5.01,2026-08-11,0.109473863417302,4,1,0.21984707710713272,4カド攻め,9.4,0.10840692073389338,920,08R,202608110408,22080,59.72,2400,3,48,04
4-1-5,4-5-1,0.00877137084212364,5.01,2026-08-11,0.09823935343178476,4,0,0.18451451114348638,4カド攻め,11.2,0.08164731174106295,0,08R,202608110408,0,59.72,1800,3,36,04
4-1-5,4-3-2,0.00329253873578174,5.01,2026-08-11,0.80601348251937,4,0,0.008441840379113757,4カド攻め,244.8,0.03064822379745732,0,08R,202608110408,0,59.72,800,3,14,04
4-3-1,4-1-5,0.012744976793401174,5.18,2026-08-11,3.502319622826643,4,0,0.013002226557774985,4カド攻め,274.8,0.10480178172649718,0,05R,202608110505,0,63.38,500,15,48,05
4-3-1,4-5-1,0.009558732595050879,5.18,2026-08-11,3.5023196228266418,4,0,0.00975166991833124,4カド攻め,366.4,0.07860133629487287,0,05R,202608110505,0,63.38,400,15,36,05
4-3-1,4-1-2,0.009127622699991532,5.18,2026-08-11,0.5786912791794631,4,0,0.056356653912879584,4カド攻め,63.4,0.07505632512266457,0,05R,202608110505,0,63.38,400,15,34,05
4-3-1,4-5-6,0.007733860929341987,5.18,2026-08-11,1.1616259115871663,4,0,0.02378836123885863,4カド攻め,150.2,0.06359543984730037,0,05R,202608110505,0,63.38,400,15,29,05
4-3-1,4-5-2,0.0077160690849921556,5.18,2026-08-11,1.7908996346266792,4,0,0.01539427771683139,4カド攻め,232.1,0.063449137737984,0,05R,202608110505,0,63.38,400,15,29,05
4-3-1,4-1-3,0.0072108337274959106,5.18,2026-08-11,0.9532722187749593,4,0,0.027027321165480837,4カド攻め,132.2,0.059294593832949556,0,05R,202608110505,0,63.38,300,15,27,05
4-3-1,4-1-6,0.006976052130689119,5.18,2026-08-11,0.6041261145176777,4,0,0.04125879743737374,4カド攻め,86.6,0.057363987754899766,0,05R,202608110505,0,63.38,300,15,26,05
4-3-1,4-6-2,0.006680974679488605,5.18,2026-08-11,0.15700290496798222,4,0,0.15204305779049215,4カド攻め,23.5,0.05493756963469268,0,05R,202608110505,0,63.38,300,15,24,05
4-3-1,4-3-5,0.005853113022485741,5.18,2026-08-11,1.8244153291088054,4,0,0.01146298318279296,4カド攻め,311.7,0.048130073780963706,0,05R,202608110505,0,63.38,300,15,22,05
4-3-1,4-6-1,0.005698147665623994,5.18,2026-08-11,0.32137552834119326,4,0,0.06335127407937174,4カド攻め,56.4,0.04685579562665571,0,05R,202608110505,0,63.38,300,15,21,05
4-3-1,4-2-5,0.005337366908774239,5.18,2026-08-11,1.051461281028525,4,0,0.018137116030845512,4カド攻め,197.0,0.043889100061539794,0,05R,202608110505,0,63.38,300,15,20,05
4-3-1,4-3-1,0.005090919536798349,5.18,2026-08-11,0.6770922983941804,4,1,0.026864750812605757,4カド攻め,133.0,0.0418625664629648,11460,05R,202608110505,34380,63.38,300,15,19,05
4-3-1,4-2-1,0.004898488845675423,5.18,2026-08-11,0.28656159747201226,4,0,0.061077125779086604,4カド攻め,58.5,0.04028021134255489,0,05R,202608110505,0,63.38,300,15,18,05
4-3-1,4-2-6,0.004842176824295665,5.18,2026-08-11,0.10846476086422288,4,0,0.1595094579498467,4カド攻め,22.4,0.03981715830849406,0,05R,202608110505,0,63.38,300,15,17,05
4-3-1,4-5-3,0.004261257351995947,5.18,2026-08-11,1.4590545173234122,4,0,0.010435198183634831,4カド攻め,342.4,0.0350402648920895,0,05R,202608110505,0,63.38,200,15,16,05
1-2-4,4-1-5,0.016567315876042838,5.06,2026-08-11,0.18721066939928407,4,0,0.13372430725346904,4カド攻め,11.3,0.10690587027892756,0,08R,202608110608,0,72.73,2100,3,48,06
1-2-4,4-5-1,0.01238260795515738,5.06,2026-08-11,0.22164868239731708,4,0,0.08441813809855866,4カド攻め,17.9,0.07990271264659797,0,08R,202608110608,0,72.73,1600,3,36,06
1-2-4,4-5-6,0.010008299288236062,5.06,2026-08-11,0.18815602661883796,4,0,0.08037684425341489,4カド攻め,18.8,0.0645817314902556,0,08R,202608110608,0,72.73,1300,3,29,06
5-4-1,4-1-5,0.012607755277910523,5.06,2026-08-11,0.10086204222328418,4,0,0.2241018899182745,4カド攻め,8.0,0.10848107869138604,0,08R,202608110708,0,62.09,1900,4,48,07
5-4-1,4-1-2,0.00882256928859449,5.06,2026-08-11,0.1499836779061063,4,0,0.10545971290271741,4カド攻め,17.0,0.07591215185887089,0,08R,202608110708,0,62.09,1300,4,34,07
5-4-1,4-6-2,0.006099459831194793,5.06,2026-08-11,0.9820130328223617,4,0,0.011135497635690658,4カド攻め,161.0,0.05248166444680943,0,08R,202608110708,0,62.09,900,4,24,07
5-4-1,4-3-5,0.005598756154055582,5.06,2026-08-11,0.7194401657961423,4,0,0.013951868633044328,4カド攻め,128.5,0.04817345304807049,0,08R,202608110708,0,62.09,900,4,22,07
5-6-4,4-1-5,0.016193992926959534,5.0,2026-08-11,1.4817503528167975,4,0,0.039591460776908505,4カド攻め,91.5,0.10526521064534917,0,03R,202608111303,0,73.18,600,14,48,13
5-6-4,4-5-1,0.012203655081753159,5.0,2026-08-11,0.8603576832635977,4,0,0.05138466185939189,4カド攻め,70.5,0.07932696578404169,0,03R,202608111303,0,73.18,400,14,36,13
5-6-4,4-1-2,0.011520080692472097,5.0,2026-08-11,0.8985662940128236,4,0,0.046443828988296514,4カド攻め,78.0,0.07488355257495942,0,03R,202608111303,0,73.18,400,14,34,13
5-6-4,4-5-6,0.01022042241726775,5.0,2026-08-11,0.19827619489499432,4,0,0.18673292067459427,4カド攻め,19.4,0.06643543216862038,0,03R,202608111303,0,73.18,400,14,29,13
5-6-4,4-5-2,0.009903351500829483,5.0,2026-08-11,0.5238872943938796,4,0,0.06848050399030488,4カド攻め,52.9,0.06437438786911207,0,03R,202608111303,0,73.18,400,14,29,13
5-6-4,4-1-3,0.00908306459771409,5.0,2026-08-11,2.6213724429002867,4,0,0.012552386213053112,4カド攻め,288.6,0.059042307384976955,0,03R,202608111303,0,73.18,400,14,27,13
5-6-4,4-1-6,0.008843755879708226,5.0,2026-08-11,0.663281690978117,4,0,0.04830158214782838,4カド攻め,75.0,0.0574867378152127,0,03R,202608111303,0,73.18,400,14,26,13
5-6-4,4-6-2,0.008257398254997017,5.0,2026-08-11,0.3757116206023643,4,0,0.07961799255136547,4カド攻め,45.5,0.05367525912943556,0,03R,202608111303,0,73.18,300,14,24,13
5-6-4,4-3-5,0.0073980645871867794,5.0,2026-08-11,2.9362918346544324,4,0,0.009127283096717382,4カド攻め,396.9,0.04808936441127176,0,03R,202608111303,0,73.18,300,14,22,13
5-6-4,4-6-1,0.007230391719132218,5.0,2026-08-11,0.3658578209880903,4,0,0.07159325417168237,4カド攻め,50.6,0.04699944669580274,0,03R,202608111303,0,73.18,300,14,21,13
5-6-4,4-2-5,0.00685623117309459,5.0,2026-08-11,0.43537067949150643,4,0,0.05704911277302564,4カド攻め,63.5,0.04456730479778694,0,03R,202608111303,0,73.18,300,14,20,13
5-6-4,4-3-1,0.006394619261412182,5.0,2026-08-11,2.3423490354552823,4,0,0.009889758834526695,4カド攻め,366.3,0.04156670603633162,0,03R,202608111303,0,73.18,300,14,19,13
5-6-4,4-2-1,0.006131852482478162,5.0,2026-08-11,0.6021479137793555,4,0,0.03689021039803593,4カド攻め,98.2,0.03985865290454093,0,03R,202608111303,0,73.18,300,14,18,13
5-6-4,4-3-2,0.004709621509930339,5.0,2026-08-11,2.638800932013969,4,0,0.006465498235029678,4カド攻め,560.3,0.030613777747015767,0,03R,202608111303,0,73.18,200,14,14,13
1-4-6,4-1-5,0.013917316600472743,5.03,2026-08-11,1.3221450770449106,4,0,0.021430191542817913,4カド攻め,95.0,0.10494867436240204,0,02R,202608112102,0,65.51,800,9,48,21
1-4-6,4-5-1,0.010423826073385116,5.03,2026-08-11,2.133757197221933,4,0,0.009945618937800204,4カド攻め,204.7,0.07860471666993986,0,02R,202608112102,0,65.51,700,9,36,21
1-4-6,4-1-2,0.010313170358892159,5.03,2026-08-11,0.09900643544536472,4,0,0.21206960380913562,4カド攻め,9.6,0.07777027631911347,0,02R,202608112102,0,65.51,600,9,34,21
1-4-6,4-5-6,0.008400137787397274,5.03,2026-08-11,1.8228298998652086,4,0,0.009381881090173742,4カド攻め,217.0,0.06334434651137558,0,02R,202608112102,0,65.51,600,9,29,21
1-4-6,4-5-2,0.00839321812884591,5.03,2026-08-11,2.6749186176631916,4,0,0.0063880395248437465,4カド攻め,318.7,0.06329216626622822,0,02R,202608112102,0,65.51,500,9,29,21
1-4-6,4-1-3,0.007938216726066332,5.03,2026-08-11,0.2714870120314686,4,0,0.05952830984116087,4カド攻め,34.2,0.05986105986651261,0,02R,202608112102,0,65.51,500,9,27,21
1-4-6,4-6-2,0.007097847128539723,5.03,2026-08-11,0.20370821258909005,4,0,0.0709361740964356,4カド攻め,28.7,0.05352394203218189,0,02R,202608112102,0,65.51,500,9,24,21
1-4-6,4-3-5,0.00637064979467404,5.03,2026-08-11,2.0558086887413127,4,0,0.006308857132220955,4カド攻め,322.7,0.048040241518644375,0,02R,202608112102,0,65.51,400,9,22,21
1-4-6,4-2-5,0.0057989911133987495,5.03,2026-08-11,1.3152111845188363,4,0,0.008976491166524258,4カド攻め,226.8,0.043729437754536374,0,02R,202608112102,0,65.51,400,9,20,21
4-1-6,4-1-5,0.01637817016101036,5.01,2026-08-11,0.6354730022472018,4,0,0.04990855666022843,4カド攻め,38.8,0.10544502930998219,0,05R,202608112305,0,72.55,900,8,48,23
4-1-6,4-5-1,0.012261603052782724,5.01,2026-08-11,0.810491961788938,4,0,0.029295794227184008,4カド攻め,66.1,0.07894197462705331,0,05R,202608112305,0,72.55,700,8,36,23
4-1-6,4-1-2,0.011969421932882043,5.01,2026-08-11,0.1352544678415671,4,0,0.17136743348821795,4カド攻め,11.3,0.07706087030044824,0,05R,202608112305,0,72.55,700,8,34,23
4-1-6,4-5-2,0.009973830260160679,5.01,2026-08-11,0.32614424950725424,4,0,0.05921871554791629,4カド攻め,32.7,0.06421296236249092,0,05R,202608112305,0,72.55,600,8,29,23
4-1-6,4-5-6,0.009876296989363213,5.01,2026-08-11,0.8246707986118282,4,0,0.02319104189720794,4カド攻め,83.5,0.06358502905267466,0,05R,202608112305,0,72.55,600,8,29,23
4-1-6,4-1-3,0.009195556959152366,5.01,2026-08-11,0.8193241250604757,4,0,0.02173346799569992,4カド攻め,89.1,0.05920232623957647,0,05R,202608112305,0,72.55,500,8,27,23
4-1-6,4-1-6,0.008862963729610839,5.01,2026-08-11,0.7187863584714389,4,1,0.02387733660193419,4カド攻め,81.1,0.05706104290373741,810,05R,202608112305,4050,72.55,500,8,26,23
4-1-6,4-3-5,0.007465149332876735,5.01,2026-08-11,1.9170503486827455,4,0,0.007540700928414574,4カド攻め,256.8,0.048061711563022476,0,05R,202608112305,0,72.55,500,8,22,23
5-1-2,4-1-5,0.015321564649264601,5.0,2026-08-12,0.8105107699460974,4,0,0.0907279253480527,4カド攻め,52.9,0.10615647800170898,0,05R,202608120105,0,68.38,500,17,48,01
5-1-2,4-5-1,0.01155580925882728,5.0,2026-08-12,0.5916574340519567,4,0,0.09374037599437476,4カド攻め,51.2,0.08006519173846405,0,05R,202608120105,0,68.38,400,17,36,01
5-1-2,4-1-2,0.010976535048743064,5.0,2026-08-12,0.4643074325618316,4,0,0.11346352839035434,4カド攻め,42.3,0.07605165191094299,0,05R,202608120105,0,68.38,400,17,34,01
5-1-2,4-5-2,0.00936629529211035,5.0,2026-08-12,0.45707521025498504,4,0,0.09835055842032762,4カド攻め,48.8,0.06489499883956998,0,05R,202608120105,0,68.38,300,17,29,01
5-1-2,4-5-6,0.009164970779063366,5.0,2026-08-12,2.401222344114602,4,0,0.01831872996531293,4カド攻め,262.0,0.06350010858327343,0,05R,202608120105,0,68.38,300,17,29,01
5-1-2,4-1-3,0.00853946108774901,5.0,2026-08-12,2.0844824515195333,4,0,0.01966205346543215,4カド攻め,244.1,0.05916622315408161,0,05R,202608120105,0,68.38,300,17,27,01
5-1-2,4-1-6,0.008235682281049735,5.0,2026-08-12,1.653725002034787,4,0,0.023901928540398347,4カド攻め,200.8,0.05706147152140128,0,05R,202608120105,0,68.38,300,17,26,01
5-1-2,4-6-2,0.0075905063601636605,5.0,2026-08-12,2.090425451589072,4,0,0.017427404687407364,4カド攻め,275.4,0.0525913273148132,0,05R,202608120105,0,68.38,300,17,24,01
5-1-2,4-3-5,0.006972285431048944,5.0,2026-08-12,1.5443612229773411,4,0,0.021668204293056378,4カド攻め,221.5,0.04830794255848464,0,05R,202608120105,0,68.38,300,17,22,01
5-1-2,4-2-5,0.006694037528590485,5.0,2026-08-12,0.19948231835199645,4,0,0.16105729029906,4カド攻め,29.8,0.046380083491051154,0,05R,202608120105,0,68.38,300,17,20,01
5-1-2,4-6-1,0.006649984984286215,5.0,2026-08-12,1.7210161139332727,4,0,0.018545236672766568,4カド攻め,258.8,0.046074862512815104,0,05R,202608120105,0,68.38,300,17,21,01
5-1-2,4-2-1,0.006097443083265178,5.0,2026-08-12,0.16828942909811892,4,0,0.17389519025043434,4カド攻め,27.6,0.04224653926362413,0,05R,202608120105,0,68.38,300,17,18,01
5-1-2,4-3-1,0.00600085761273315,5.0,2026-08-12,2.742992014780323,4,0,0.01049990647760225,4カド攻め,457.1,0.04157734041791028,0,05R,202608120105,0,68.38,200,17,19,01
5-1-2,4-2-6,0.005433811665401032,5.0,2026-08-12,0.7433454358268613,4,0,0.03508411733122798,4カド攻め,136.8,0.03764852492080572,0,05R,202608120105,0,68.38,200,17,17,01
5-1-2,4-2-3,0.005433234828490593,5.0,2026-08-12,0.7481564358831546,4,0,0.03485480937481473,4カド攻め,137.7,0.03764452826797063,0,05R,202608120105,0,68.38,200,17,17,01
5-1-2,4-5-3,0.005081125367454281,5.0,2026-08-12,1.2265836637034635,4,0,0.019881968727887275,4カド攻め,241.4,0.035204914487632015,0,05R,202608120105,0,68.38,200,17,16,01
5-1-2,4-6-3,0.0025363467461236382,5.0,2026-08-12,1.4728565554739967,4,0,0.008265037456366434,4カド攻め,580.7,0.017573246840198106,0,05R,202608120105,0,68.38,200,17,8,01
4-6-2,4-1-5,0.013564814578758817,5.01,2026-08-12,2.5393332891436504,4,0,0.020832931420669033,4カド攻め,187.2,0.10493826459992452,0,09R,202608120409,0,64.93,600,13,48,04
4-6-2,4-5-1,0.010157982098349774,5.01,2026-08-12,4.559918163949213,4,0,0.008687736159387931,4カド攻め,448.9,0.07858279278709172,0,09R,202608120409,0,64.93,500,13,36,04
4-6-2,4-1-2,0.010068784739466735,5.01,2026-08-12,0.17922436836250788,4,0,0.21909689673872149,4カド攻め,17.8,0.0778927563701738,0,09R,202608120409,0,64.93,500,13,34,04
4-6-2,4-5-6,0.008201918408086843,5.01,2026-08-12,2.0668834388378845,4,0,0.015475891912496993,4カド攻め,252.0,0.06345056020762523,0,09R,202608120409,0,64.93,400,13,29,04
4-6-2,4-5-2,0.00819171872267794,5.01,2026-08-12,2.9178902090178824,4,0,0.01094869388531511,4カド攻め,356.2,0.06337165479538676,0,09R,202608120409,0,64.93,400,13,29,04
4-6-2,4-1-3,0.007704108560875534,5.01,2026-08-12,0.6748799099326968,4,0,0.04451968906334752,4カド攻め,87.6,0.0595994717048078,0,09R,202608120409,0,64.93,400,13,27,04
4-6-2,4-1-6,0.007520077187607003,5.01,2026-08-12,0.3338914271297509,4,0,0.08783614328714512,4カド攻め,44.4,0.05817579334705264,0,09R,202608120409,0,64.93,400,13,26,04
4-6-2,4-6-2,0.006926619574496933,5.01,2026-08-12,0.3629548657036393,4,1,0.07442604507536722,4カド攻め,52.4,0.053584767670158906,3400,09R,202608120409,10200,64.93,300,13,24,04
4-6-2,4-3-5,0.006211514311857097,5.01,2026-08-12,3.4498750488054317,4,0,0.007021830684100185,4カド攻め,555.4,0.04805266807292549,0,09R,202608120409,0,64.93,300,13,22,04
4-6-2,4-6-1,0.006043474622478477,5.01,2026-08-12,0.41035192686628863,4,0,0.05743629988143214,4カド攻め,67.9,0.04675270239444762,0,09R,202608120409,0,64.93,300,13,21,04
4-6-2,4-2-5,0.005678045866665224,5.01,2026-08-12,1.0941594385063884,4,0,0.02023832258406457,4カド攻め,192.7,0.043925722397979344,0,09R,202608120409,0,64.93,300,13,20,04
4-6-2,4-2-1,0.005506341290700754,5.01,2026-08-12,0.11067745994308516,4,0,0.1940261075596638,4カド攻め,20.1,0.04259740492478717,0,09R,202608120409,0,64.93,300,13,18,04
4-6-2,4-3-1,0.00539211658470481,5.01,2026-08-12,1.1474424092251838,4,0,0.018326714106904334,4カド攻め,212.8,0.04171375536569768,0,09R,202608120409,0,64.93,300,13,19,04
2-1-3,4-1-5,0.015466791269166212,5.01,2026-08-12,0.2985090714949079,4,0,0.09815983105344718,4カド攻め,19.3,0.1062860101272932,0,01R,202608121301,0,68.66,1600,4,48,13
2-1-3,4-5-1,0.011733703722982155,5.01,2026-08-12,0.17600555584473232,4,0,0.12629898262210204,4カド攻め,15.0,0.08063266200648544,0,01R,202608121301,0,68.66,1200,4,36,13
2-1-3,4-1-2,0.011026974777774963,5.01,2026-08-12,0.21392331068883427,4,0,0.09765385254286242,4カド攻め,19.4,0.07577610200510436,0,01R,202608121301,0,68.66,1200,4,34,13
2-1-3,4-5-6,0.009337110104940047,5.01,2026-08-12,0.3137268995259856,4,0,0.05638347438486698,4カド攻め,33.6,0.06416354639450748,0,01R,202608121301,0,68.66,1000,4,29,13
1-2-6,4-1-5,0.013936331899373908,5.01,2026-08-12,0.3762809612830955,4,0,0.1196001402575362,4カド攻め,27.0,0.10665969743368255,0,02R,202608121302,0,65.18,900,8,48,13
1-2-6,4-5-1,0.010617517843645093,5.01,2026-08-12,0.21128860508853733,4,0,0.16227154708308933,4カド攻め,19.9,0.0812596348075484,0,02R,202608121302,0,65.18,700,8,36,13
1-2-6,4-1-2,0.009777351419686584,5.01,2026-08-12,0.7284126807666506,4,0,0.043345017274543325,4カド攻め,74.5,0.07482954278474149,0,02R,202608121302,0,65.18,700,8,34,13
1-2-6,4-5-6,0.008543701466691736,5.01,2026-08-12,0.21786438740063926,4,0,0.12663544262562657,4カド攻め,25.5,0.06538798157081702,0,02R,202608121302,0,65.18,600,8,29,13
1-2-6,4-5-2,0.008520796818833314,5.01,2026-08-12,0.2360260718816828,4,0,0.11657775404164179,4カド攻め,27.7,0.06521268416630313,0,02R,202608121302,0,65.18,600,8,29,13
1-2-6,4-1-3,0.0077550954315015914,5.01,2026-08-12,0.8251421539117694,4,0,0.030349659651818395,4カド攻め,106.4,0.05935249951462864,0,02R,202608121302,0,65.18,500,8,27,13
1-2-6,4-1-6,0.007473269918448967,5.01,2026-08-12,0.7637681856654844,4,0,0.03159690593887943,4カド攻め,102.2,0.057195588774533845,0,02R,202608121302,0,65.18,500,8,26,13
1-2-6,4-3-5,0.006293666074289,5.01,2026-08-12,1.492228226213922,4,0,0.013619585773738833,4カド攻め,237.1,0.04816766162568608,0,02R,202608121302,0,65.18,500,8,22,13
1-4-6,4-1-5,0.0085758918003482,5.04,2026-08-12,0.8653074826551334,4,0,0.038423726863068455,4カド攻め,100.9,0.1052448579845415,0,02R,202608121602,0,53.04,500,16,48,16
1-4-6,4-5-1,0.00644822749872293,5.04,2026-08-12,0.6203194853771459,4,0,0.040300977551804645,4カド攻め,96.2,0.07913378610112079,0,02R,202608121602,0,53.04,400,16,36,16
1-4-6,4-1-2,0.006147396260568015,5.04,2026-08-12,0.30368137527205996,4,0,0.07848085102193537,4カド攻め,49.4,0.0754419320439553,0,02R,202608121602,0,53.04,400,16,34,16
1-4-6,4-5-6,0.005240994263387453,5.04,2026-08-12,0.3113150592452147,4,0,0.06526858654012807,4カド攻め,59.4,0.06431840673708285,0,02R,202608121602,0,53.04,400,16,29,16
1-4-6,4-5-2,0.005182016366945784,5.04,2026-08-12,0.8462232727222465,4,0,0.023741298472036786,4カド攻め,163.3,0.06359461958121197,0,02R,202608121602,0,53.04,300,16,29,16
1-4-6,4-1-3,0.004831828769993261,5.04,2026-08-12,0.6895019654780382,4,0,0.02716856370345906,4カド攻め,142.7,0.05929705557653088,0,02R,202608121602,0,53.04,300,16,27,16
1-4-6,4-1-6,0.004775777772429369,5.04,2026-08-12,0.16428675537157028,4,0,0.11270215233963975,4カド攻め,34.4,0.0586091878403423,0,02R,202608121602,0,53.04,300,16,26,16
1-4-6,4-6-2,0.004449874867928718,5.04,2026-08-12,0.1294913586567257,4,0,0.13322866118500368,4カド攻め,29.1,0.05460964986814821,0,02R,202608121602,0,53.04,300,16,24,16
1-4-6,4-3-5,0.003914476591035793,5.04,2026-08-12,2.429715620055917,4,0,0.006246099630229753,4カド攻め,620.7,0.048039147705973506,0,02R,202608121602,0,53.04,300,16,22,16
1-4-6,4-6-1,0.0038806025609975777,5.04,2026-08-12,0.14008975245201255,4,0,0.10739484876685892,4カド攻め,36.1,0.047623439629923464,0,02R,202608121602,0,53.04,300,16,21,16
1-4-6,4-2-5,0.003582488786870085,5.04,2026-08-12,0.6176210668564027,4,0,0.022488132485403756,4カド攻め,172.4,0.043964934770987424,0,02R,202608121602,0,53.04,300,16,20,16
1-4-6,4-3-1,0.0033867712875828774,5.04,2026-08-12,1.3564019006769423,4,0,0.009680284745277422,4カド攻め,400.5,0.04156305507181311,0,02R,202608121602,0,53.04,300,16,19,16
1-4-6,4-2-1,0.003288661923436795,5.04,2026-08-12,0.1943599196751146,4,0,0.06559989916215918,4カド攻め,59.1,0.04035903963681323,0,02R,202608121602,0,53.04,300,16,18,16
1-4-6,4-2-3,0.0030410352325145273,5.04,2026-08-12,0.7258951100012176,4,0,0.016241952410907447,4カド攻め,238.7,0.03732012117491778,0,02R,202608121602,0,53.04,200,16,17,16
1-4-6,4-5-3,0.002853302329813632,5.04,2026-08-12,1.2214987273932159,4,0,0.009056187901153019,4カド攻め,428.1,0.035016229854486325,0,02R,202608121602,0,53.04,200,16,16,16
1-4-6,4-3-2,0.0025031300130831037,5.04,2026-08-12,0.7767212430596871,4,0,0.012494212183318103,4カド攻め,310.3,0.030718853371386808,0,02R,202608121602,0,53.04,200,16,14,16
1-4-2,4-1-5,0.007492423152197702,5.6,2026-08-12,0.7649764038393854,4,0,0.05488256424353151,4カド攻め,102.1,0.10553172225261057,0,05R,202608122105,0,49.32,400,20,48,21
1-4-2,4-5-1,0.005601734868585825,5.6,2026-08-12,1.1646006791789931,4,0,0.0269529091354717,4カド攻め,207.9,0.07890114002850494,0,05R,202608122105,0,49.32,300,20,36,21
1-4-2,4-1-2,0.005466629623367578,5.6,2026-08-12,0.1825854294204771,4,0,0.1677697547684002,4カド攻め,33.4,0.07699816566045142,0,05R,202608122105,0,49.32,300,20,34,21
1-4-2,4-5-6,0.004519399700242007,5.6,2026-08-12,0.9282846984297083,4,0,0.027280963044131284,4カド攻め,205.4,0.0636563130813792,0,05R,202608122105,0,49.32,300,20,29,21
1-4-2,4-5-2,0.004505329088674797,5.6,2026-08-12,1.5867769050312635,4,0,0.01591002217281251,4カド攻め,352.2,0.06345812674811002,0,05R,202608122105,0,49.32,300,20,29,21
1-4-2,4-1-6,0.004236281230036479,5.6,2026-08-12,0.13683188373017827,4,0,0.17348327582862436,4カド攻め,32.3,0.05966855382707842,0,05R,202608122105,0,49.32,300,20,26,21
1-4-2,4-1-3,0.0042221158576563065,5.6,2026-08-12,0.6388061292633992,4,0,0.03703575551397598,4カド攻め,151.3,0.05946903277584272,0,05R,202608122105,0,49.32,300,20,27,21
1-4-2,4-6-2,0.0038221424898425985,5.6,2026-08-12,0.24117719110906796,4,0,0.08880364198517539,4カド攻め,63.1,0.053835357594512856,0,05R,202608122105,0,49.32,300,20,24,21
1-4-2,4-3-5,0.003414552258040642,5.6,2026-08-12,2.0320000487599863,4,0,0.009416081010358875,4カド攻め,595.1,0.04809439792610647,0,05R,202608122105,0,49.32,300,20,22,21
1-4-2,4-6-1,0.003390602918208956,5.6,2026-08-12,0.16512236211677617,4,0,0.11506180306498083,4カド攻め,48.7,0.0477570684630062,0,05R,202608122105,0,49.32,200,20,21,21
1-4-2,4-2-5,0.003113233378016619,5.6,2026-08-12,1.0964807957374532,4,0,0.01591002217281251,4カド攻め,352.2,0.04385028361085512,0,05R,202608122105,0,49.32,200,20,20,21
1-4-2,4-3-1,0.0029491153401977354,5.6,2026-08-12,1.9956663507118078,4,0,0.00828064106585572,4カド攻め,676.7,0.04153866041073387,0,05R,202608122105,0,49.32,200,20,19,21
1-4-2,4-2-1,0.0028939048104880626,5.6,2026-08-12,0.18289478402284556,4,0,0.08866312989342667,4カド攻め,63.2,0.040761013157183903,0,05R,202608122105,0,49.32,200,20,18,21
1-4-2,4-2-6,0.002729859795901316,5.6,2026-08-12,0.18863331189678093,4,0,0.08109276134970429,4カド攻め,69.1,0.038450418498469786,0,05R,202608122105,0,49.32,200,20,17,21
1-4-2,4-2-3,0.0026457870283594135,5.6,2026-08-12,1.1273698527839462,4,0,0.013150691878114447,4カド攻め,426.1,0.03726624299569698,0,05R,202608122105,0,49.32,200,20,17,21
