gate,threshold,n,floor,month,base_R,base_roi_pct,added_R,added_return_yen,added_profit_yen,added_roi_pct,R,return_yen,profit_yen,roi_pct
MIN_RATIO,1.0,8,4.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,8,5.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,8,5.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,8,5.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,8,5.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,8,5.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,8,5.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,8,6.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,8,6.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,8,6.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,8,6.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,8,6.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,8,6.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,8,7.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,8,7.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,8,7.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,10,4.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,10,4.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,10,4.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,10,5.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,10,5.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,10,5.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,10,5.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,10,5.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,10,5.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,10,6.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,10,6.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,10,6.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,10,6.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,10,6.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,10,6.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.0,10,7.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.0,10,7.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.0,10,7.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,2,4.5,2026-04,5,576.94,2,0.0,-20000.0,0.0,7,288470.0,218470.0,412.1
MIN_RATIO,1.1,2,4.5,2026-05,3,0.0,8,0.0,-80000.0,0.0,11,0.0,-110000.0,0.0
MIN_RATIO,1.1,2,4.5,2026-06,2,0.0,5,50960.00000000001,960.0000000000073,101.92000000000002,7,50960.00000000001,-19039.999999999993,72.80000000000001
MIN_RATIO,1.1,2,5.0,2026-04,5,576.94,2,0.0,-20000.0,0.0,7,288470.0,218470.0,412.1
MIN_RATIO,1.1,2,5.0,2026-05,3,0.0,7,0.0,-70000.0,0.0,10,0.0,-100000.0,0.0
MIN_RATIO,1.1,2,5.0,2026-06,2,0.0,5,50960.00000000001,960.0000000000073,101.92000000000002,7,50960.00000000001,-19039.999999999993,72.80000000000001
MIN_RATIO,1.1,2,5.5,2026-04,5,576.94,2,0.0,-20000.0,0.0,7,288470.0,218470.0,412.1
MIN_RATIO,1.1,2,5.5,2026-05,3,0.0,6,0.0,-60000.0,0.0,9,0.0,-90000.0,0.0
MIN_RATIO,1.1,2,5.5,2026-06,2,0.0,4,0.0,-40000.0,0.0,6,0.0,-60000.0,0.0
MIN_RATIO,1.1,2,6.0,2026-04,5,576.94,2,0.0,-20000.0,0.0,7,288470.0,218470.0,412.1
MIN_RATIO,1.1,2,6.0,2026-05,3,0.0,6,0.0,-60000.0,0.0,9,0.0,-90000.0,0.0
MIN_RATIO,1.1,2,6.0,2026-06,2,0.0,4,0.0,-40000.0,0.0,6,0.0,-60000.0,0.0
MIN_RATIO,1.1,2,6.5,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,2,6.5,2026-05,3,0.0,4,0.0,-40000.0,0.0,7,0.0,-70000.0,0.0
MIN_RATIO,1.1,2,6.5,2026-06,2,0.0,2,0.0,-20000.0,0.0,4,0.0,-40000.0,0.0
MIN_RATIO,1.1,2,7.0,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,2,7.0,2026-05,3,0.0,4,0.0,-40000.0,0.0,7,0.0,-70000.0,0.0
MIN_RATIO,1.1,2,7.0,2026-06,2,0.0,2,0.0,-20000.0,0.0,4,0.0,-40000.0,0.0
MIN_RATIO,1.1,3,4.5,2026-04,5,576.94,2,0.0,-20000.0,0.0,7,288470.0,218470.0,412.1
MIN_RATIO,1.1,3,4.5,2026-05,3,0.0,6,0.0,-60000.0,0.0,9,0.0,-90000.0,0.0
MIN_RATIO,1.1,3,4.5,2026-06,2,0.0,3,45080.0,15080.0,150.26666666666668,5,45080.0,-4920.0,90.16
MIN_RATIO,1.1,3,5.0,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,3,5.0,2026-05,3,0.0,6,0.0,-60000.0,0.0,9,0.0,-90000.0,0.0
MIN_RATIO,1.1,3,5.0,2026-06,2,0.0,2,0.0,-20000.0,0.0,4,0.0,-40000.0,0.0
MIN_RATIO,1.1,3,5.5,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,3,5.5,2026-05,3,0.0,5,0.0,-50000.0,0.0,8,0.0,-80000.0,0.0
MIN_RATIO,1.1,3,5.5,2026-06,2,0.0,1,0.0,-10000.0,0.0,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,3,6.0,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,3,6.0,2026-05,3,0.0,2,0.0,-20000.0,0.0,5,0.0,-50000.0,0.0
MIN_RATIO,1.1,3,6.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,3,6.5,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,3,6.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,3,6.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,3,7.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,3,7.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,3,7.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,4,4.5,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,4,4.5,2026-05,3,0.0,4,0.0,-40000.0,0.0,7,0.0,-70000.0,0.0
MIN_RATIO,1.1,4,4.5,2026-06,2,0.0,2,0.0,-20000.0,0.0,4,0.0,-40000.0,0.0
MIN_RATIO,1.1,4,5.0,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,4,5.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,4,5.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,4,5.5,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,4,5.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,4,5.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,4,6.0,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,4,6.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,4,6.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,4,6.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,4,6.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,4,6.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,4,7.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,4,7.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,4,7.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,5,4.5,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,5,4.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,5,4.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,5,5.0,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,5,5.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,5,5.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,5,5.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,5,5.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,5,5.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,5,6.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,5,6.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,5,6.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,5,6.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,5,6.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,5,6.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,5,7.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,5,7.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,5,7.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,6,4.5,2026-04,5,576.94,1,0.0,-10000.0,0.0,6,288470.0,228470.0,480.78333333333336
MIN_RATIO,1.1,6,4.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,6,4.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,6,5.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,6,5.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,6,5.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,6,5.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,6,5.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,6,5.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,6,6.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,6,6.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,6,6.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,6,6.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,6,6.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,6,6.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,6,7.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,6,7.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,6,7.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,8,4.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,8,4.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,8,4.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,8,5.0,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,8,5.0,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,8,5.0,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
MIN_RATIO,1.1,8,5.5,2026-04,5,576.94,0,0.0,0.0,,5,288470.0,238470.0,576.94
MIN_RATIO,1.1,8,5.5,2026-05,3,0.0,0,0.0,0.0,,3,0.0,-30000.0,0.0
MIN_RATIO,1.1,8,5.5,2026-06,2,0.0,0,0.0,0.0,,2,0.0,-20000.0,0.0
