combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,race_code,return,stake,train_pair_count
3-1-2,0.004319799097311808,2026-08-19,0.5080083738438685,0,0.05416623200615952,3直まくりv29,117.6,0.05732545680250525,202608191509,0,300,19
3-5-2,0.0042839862925734265,2026-08-19,0.8019622339697454,0,0.03402750472181816,3直まくりv29,187.2,0.05685020660110486,202608191509,0,300,19
3-2-1,0.0042788401710714295,2026-08-19,0.8754506990012144,0,0.031133670009405468,3直まくりv29,204.6,0.05678191551644615,202608191509,0,300,19
3-5-1,0.00415364597748191,2026-08-19,0.3086158961269059,0,0.08573282481728613,3直まくりv29,74.3,0.055120538638756024,202608191509,0,300,18
3-1-4,0.004138659096624234,2026-08-19,0.3410255095618369,0,0.07730520490199465,3直まくりv29,82.4,0.054921656752849435,202608191509,0,200,18
3-1-6,0.0033011446230639613,2026-08-19,0.19773856292153127,1,0.10634305315399598,3直まくりv29,59.9,0.04380750567915035,202608191509,17600,200,14
3-5-4,0.0031843233862761814,2026-08-19,0.49898347462947756,0,0.040650599131616845,3直まくりv29,156.7,0.04225724127744229,202608191509,0,200,14
3-6-1,0.0029920740902843832,2026-08-19,0.3312226017944812,0,0.05754244700925346,3直まくりv29,110.7,0.039706016448595956,202608191509,0,200,13
3-2-5,0.0024919205163917756,2026-08-19,0.6037923411217273,0,0.026289512521355175,3直まくりv29,242.3,0.03306877905655116,202608191509,0,200,11
3-2-6,0.002485785419607282,2026-08-19,0.6932855535284709,0,0.022839544223464896,3直まくりv29,278.9,0.03298736387548,202608191509,0,200,11
3-5-6,0.002352786552733885,2026-08-19,0.20516298739839478,0,0.07304987252206833,3直まくりv29,87.2,0.03122241587072728,202608191509,0,200,10
3-6-4,0.002279238364133977,2026-08-19,0.4581269111909294,0,0.031691287979723176,3直まくりv29,201.0,0.03024640207621766,202608191509,0,200,10
3-6-2,0.002257032058136151,2026-08-19,0.7486575336837612,0,0.019203945987109915,3直まくりv29,331.7,0.02995171553951882,202608191509,0,200,10
3-6-5,0.0016507304306048946,2026-08-19,0.19742735950034537,0,0.05326044217328059,3直まくりv29,119.6,0.02190585114273229,202608191509,0,200,7
3-4-2,0.006622300398029825,2026-08-19,0.6456742888079079,0,0.020042315097561412,3直まくりv29,97.5,0.0771691401792935,202608191805,0,500,26
3-4-6,0.006407088587694859,2026-08-19,0.32291726481982086,0,0.03877233575421106,3直まくりv29,50.4,0.07466129405909644,202608191805,0,500,25
3-2-4,0.0058719994279009926,2026-08-19,0.46741115446091897,0,0.02454931811573163,3直まくりv29,79.6,0.06842594261040076,202608191805,0,400,23
3-1-5,0.005639059221093992,2026-08-19,0.31917075191391997,0,0.034525189434845185,3直まくりv29,56.6,0.0657115088952176,202608191805,0,400,22
3-4-1,0.005628471874890801,2026-08-19,0.3754190740552164,0,0.029297237211577773,3直まくりv29,66.7,0.06558813539142368,202608191805,0,400,22
3-4-5,0.0050898312993107415,2026-08-19,0.7466782516088857,0,0.01332055706893141,3直まくりv29,146.7,0.059311399576847945,202608191805,0,400,20
3-1-2,0.005058604482283046,2026-08-19,0.08043181126830044,0,0.1229009888058011,3直まくりv29,15.9,0.058947515960018924,202608191805,0,400,19
3-2-1,0.004887308245516929,2026-08-19,0.24925272052136338,0,0.038316190627690934,3直まくりv29,51.0,0.056951414528087115,202608191805,0,400,19
3-5-2,0.004835426499325242,2026-08-19,0.7441721382461548,0,0.012697373112490171,3直まくりv29,153.9,0.056346840663421605,202608191805,0,400,19
3-5-1,0.004586732725194574,2026-08-19,0.601779333545528,0,0.014894250929971323,3直まくりv29,131.2,0.05344883188035332,202608191805,0,400,18
3-5-4,0.003563331290229956,2026-08-19,0.7294139151100719,0,0.009546290776806242,3直まくりv29,204.7,0.041523216301517556,202608191805,0,300,14
3-2-5,0.002816229461357814,2026-08-19,0.35202868266972676,0,0.0156330057760979,3直まくりv29,125.0,0.03281729807141234,202608191805,0,300,11
3-5-6,0.0025579872518096155,2026-08-19,0.3811401005196327,0,0.013114937731625755,3直まくりv29,149.0,0.029808022129359908,202608191805,0,200,10
3-1-5,0.00841338726091007,2026-08-20,0.1093740343918309,0,0.11974433728342421,3まくり差しv29,13.0,0.20357393425391174,202608201301,0,1700,65
3-1-4,0.00673478293070998,2026-08-20,0.10506261371907569,0,0.09978694773618683,3まくり差しv29,15.6,0.1629577024132392,202608201301,0,1300,52
3-1-2,0.006192399405985968,2026-08-20,0.14118670645648007,0,0.06827528003002256,3まくり差しv29,22.8,0.14983395753160547,202608201301,0,1200,48
3-1-6,0.0038501342018597176,2026-08-20,0.26103909888608884,0,0.022959828682662456,3まくり差しv29,67.8,0.09315950194278179,202608201301,0,800,30
3-4-2,0.005809490362239904,2026-08-20,0.7424528682942597,0,0.014898507020279386,3直まくりv29,127.8,0.07704775237805969,202608201504,0,600,26
3-4-6,0.005763431535315229,2026-08-20,0.09624930663976432,0,0.11401372438273685,3直まくりv29,16.7,0.07643690205033007,202608201504,0,500,25
3-2-4,0.005144920122451445,2026-08-20,0.5968107342043676,0,0.01641404480337677,3直まくりv29,116.0,0.06823395975937172,202608201504,0,500,23
3-1-5,0.005004372601795835,2026-08-20,0.15263336435477298,0,0.06242718679317067,3直まくりv29,30.5,0.06636996311016333,202608201504,0,500,22
3-4-1,0.0049634356985746005,2026-08-20,0.23973394424115319,0,0.03942089435179514,3直まくりv29,48.3,0.06582704175461464,202608201504,0,500,22
3-4-5,0.0044900678509320726,2026-08-20,0.36549152306587074,0,0.023391022078522176,3直まくりv29,81.4,0.0595490506685197,202608201504,0,500,20
3-1-2,0.004294192836501995,2026-08-20,0.21342138397414917,0,0.03831044662357556,3直まくりv29,49.7,0.056951278976367564,202608201504,0,400,19
3-2-1,0.004250862676528037,2026-08-20,0.5798176690784242,0,0.01395915833718259,3直まくりv29,136.4,0.05637661730589222,202608201504,0,400,19
3-5-2,0.004246834791087645,2026-08-20,0.6913847039890686,0,0.011695511039261088,3直まくりv29,162.8,0.05632319790063153,202608201504,0,400,19
3-5-1,0.0040408733341778915,2026-08-20,0.36731538607677033,0,0.020946415810689827,3直まくりv29,90.9,0.05359165583034076,202608201504,0,400,18
3-5-4,0.003149500574301281,2026-08-20,0.29983245467348196,0,0.02000030669319018,3直まくりv29,95.2,0.04176991874202219,202608201504,0,300,14
3-1-5,0.013309970670971824,2026-08-20,1.2963911433526558,0,0.04401424255168314,3まくり差しv29,97.4,0.20170405537164648,202608201609,0,800,65
3-1-4,0.01097651134986339,2026-08-20,0.19867485543252736,0,0.23685012290242752,3まくり差しv29,18.1,0.1663419783432698,202608201609,0,700,52
3-1-2,0.009922994123706196,2026-08-20,0.47134222087604427,0,0.09025236262176711,3まくり差しv29,47.5,0.15037660154621646,202608201609,0,700,48
3-1-6,0.0061704401134531255,2026-08-20,0.712685833103836,0,0.03711677250678734,3まくり差しv29,115.5,0.09350905611127869,202608201609,0,400,30
3-4-1,0.0034226082764231844,2026-08-20,0.0650295572520405,0,0.22563090655441778,3まくり差しv29,19.0,0.051867429791467114,202608201609,0,300,15
3-2-4,0.00291248060688954,2026-08-20,0.3326052853067855,1,0.0375392926841851,3まくり差しv29,114.2,0.04413677265886877,202608201609,40920,300,14
3-2-1,0.002712206812032408,2026-08-20,0.29346077706190654,0,0.0396209540160253,3まくり差しv29,108.2,0.04110175195101297,202608201609,0,300,13
3-2-5,0.002269017620410697,2026-08-20,0.5522788888079637,0,0.0176129302569184,3まくり差しv29,243.4,0.034385504450788106,202608201609,0,200,11
3-2-6,0.0022628088316779572,2026-08-20,0.7028284231191736,0,0.013802276962440237,3まくり差しv29,310.6,0.034291414245986175,202608201609,0,200,11
3-4-2,0.002139373941097614,2026-08-20,0.14547742799463775,0,0.0630439297725579,3まくり差しv29,68.0,0.032420837772161926,202608201609,0,200,10
3-5-1,0.0016515759268792853,2026-08-20,0.5184296834474076,0,0.013657174974622294,3まくり差しv29,313.9,0.025028572221595616,202608201609,0,200,8
3-5-4,0.0016474854075168612,2026-08-20,0.6336228877309849,0,0.01114661264829417,3まくり差しv29,384.6,0.024966583028352942,202608201609,0,200,8
3-5-2,0.0016434748781429325,2026-08-20,0.8112191998513515,0,0.00868514429605741,3まくり差しv29,493.6,0.024905806032001418,202608201609,0,200,8
3-6-1,0.0014437399884524261,2026-08-20,0.5577167575391723,0,0.011097559473295205,3まくり差しv29,386.3,0.021878952085760375,202608201609,0,200,7
3-5-6,0.0006210582714697505,2026-08-20,0.43113865205430085,0,0.0061754353565743846,3まくり差しv29,694.2,0.009411739144606775,202608201609,0,100,3
3-4-2,0.007352287829484603,2026-08-20,1.1822478829811243,0,0.027455337751869938,3直まくりv29,160.8,0.07734407876700579,202608201902,0,400,26
3-4-6,0.007095662996081351,2026-08-20,0.8230969075454367,0,0.03805877853879902,3直まくりv29,116.0,0.07464445495076813,202608201902,0,400,25
3-2-4,0.006554486765654519,2026-08-20,0.6180881020012211,0,0.04681673712089805,3直まくりv29,94.3,0.06895142742468197,202608201902,0,400,23
3-1-5,0.006268486718543287,2026-08-20,0.6243412771669113,0,0.044325485045187615,3直まくりv29,99.6,0.06594278430785105,202608201902,0,300,22
3-4-1,0.006265673436024564,2026-08-20,0.6422315271925177,0,0.04307139815122621,3直まくりv29,102.5,0.0659131893369021,202608201902,0,300,22
3-4-5,0.005644612847283018,2026-08-20,1.5364636170304375,0,0.016219023918077467,3直まくりv29,272.2,0.059379799974467906,202608201902,0,300,20
3-2-1,0.005516819782907507,2026-08-20,0.28908135662435336,0,0.08425225783398256,3直まくりv29,52.4,0.05803545151230637,202608201902,0,300,19
3-1-2,0.005493155044531554,2026-08-20,0.3290399871674401,0,0.07370314374792464,3直まくりv29,59.9,0.05778650486720767,202608201902,0,300,19
3-5-2,0.00537119771482646,2026-08-20,1.2262444382948807,0,0.019337793738504975,3直まくりv29,228.3,0.05650354675489098,202608201902,0,300,19
3-1-4,0.005156598075391525,2026-08-20,0.4677034454380113,0,0.04867495380926887,3直まくりv29,90.7,0.054246016609068304,202608201902,0,300,18
3-5-1,0.005108996290223594,2026-08-20,0.8215266034679539,0,0.027455337751869938,3直まくりv29,160.8,0.05374525870800873,202608201902,0,300,18
3-1-6,0.004217046210275024,2026-08-20,0.14337957114935082,0,0.12984759736766724,3直まくりv29,34.0,0.04436218518861752,202608201902,0,300,14
3-5-4,0.003971952938871508,2026-08-20,0.8515867100940514,0,0.020591503313902453,3直まくりv29,214.4,0.041783870284693866,202608201902,0,300,14
3-6-1,0.003870946121762028,2026-08-20,0.16993453474535303,0,0.10056533736903614,3直まくりv29,43.9,0.04072130589661443,202608201902,0,200,13
3-2-6,0.0032330074941198817,2026-08-20,0.21564159985779613,0,0.06618918006747655,3直まくりv29,66.7,0.03401036413138588,202608201902,0,200,11
3-2-5,0.0031517153139962403,2026-08-20,0.4645628372830458,0,0.02995127754749448,3直まくりv29,147.4,0.03315519239050135,202608201902,0,200,11
3-6-4,0.0029048644196339505,2026-08-20,0.28554817245001735,0,0.04491168169380149,3直まくりv29,98.3,0.030558387768585292,202608201902,0,200,10
3-1-5,0.00930263409490663,2026-08-20,0.4232698513182517,0,0.04717330435775589,3まくり差しv29,45.5,0.20178205689772236,202608202307,0,1600,65
3-1-4,0.007576198654623795,2026-08-20,0.10455154143380838,0,0.1555351701650647,3まくり差しv29,13.8,0.16433420173247074,202608202307,0,1400,52
3-1-2,0.007035301962028801,2026-08-20,0.08372009334814273,0,0.1803685166620078,3まくり差しv29,11.9,0.1526016917694323,202608202307,0,1300,48
3-2-4,0.0020328679498019344,2026-08-20,0.12176879019313587,0,0.03583281048877951,3まくり差しv29,59.9,0.04409463729601925,202608202307,0,400,14
3-5-4,0.001145784114236604,2026-08-20,0.37558803264675883,0,0.006547850360823345,3まくり差しv29,327.8,0.024853033342242554,202608202307,0,300,8
3-1-5,0.013505350137053701,2026-08-21,0.33358214838522643,0,0.12262149825577508,3まくり差しv29,24.7,0.20364497526557468,202608210302,0,1200,65
3-1-4,0.010818895974852978,2026-08-21,0.3061747560883393,0,0.10702300377800864,3まくり差しv29,28.3,0.16313637046365453,202608210302,0,1000,52
3-1-2,0.010036851191408673,2026-08-21,0.23486231787896295,0,0.12943380371442925,3まくり差しv29,23.4,0.15134404453615874,202608210302,0,900,48
3-1-6,0.006228813762419137,2026-08-21,0.35005933344795553,0,0.05389236667113246,3まくり差しv29,56.2,0.09392326831286747,202608210302,0,600,30
3-4-1,0.003183514255370896,2026-08-21,0.13943792438524524,0,0.06914956636798275,3まくり差しv29,43.8,0.04800369299674031,202608210302,0,400,15
3-2-4,0.002936145510463088,2026-08-21,0.20641102938555506,0,0.04308322911689395,3まくり差しv29,70.3,0.044273659978194914,202608210302,0,300,14
3-2-1,0.002736514495586765,2026-08-21,0.17951535091049176,0,0.04616998486154946,3まくり差しv29,65.6,0.041263456416334554,202608210302,0,300,13
3-2-6,0.0022905615242070584,2026-08-21,0.29113036972671713,0,0.02382966960596101,3まくり差しv29,127.1,0.03453900418780151,202608210302,0,300,11
3-4-2,0.006878857385574371,2026-08-21,1.2430095295732888,0,0.016884153931591248,3直まくりv29,180.7,0.07709461130222044,202608210304,0,600,26
3-4-6,0.0066379773079787725,2026-08-21,0.7368154811856438,0,0.027486185724671514,3直まくりv29,111.0,0.07439495423539047,202608210304,0,500,25
3-2-4,0.006116429851122442,2026-08-21,0.6263224167549382,0,0.02979459585389197,3直まくりv29,102.4,0.06854972497590306,202608210304,0,500,23
3-1-5,0.006085178056336478,2026-08-21,0.13265688162813521,0,0.13995259703846502,3直まくりv29,21.8,0.06819947131654194,202608210304,0,500,22
3-4-1,0.005901442938876138,2026-08-21,0.3416935461609284,0,0.05269372392812673,3直まくりv29,57.9,0.06614026487146023,202608210304,0,500,22
3-4-5,0.005381956695673956,2026-08-21,0.2933166399142306,0,0.05598103881538602,3直まくりv29,54.5,0.060318136609212654,202608210304,0,500,20
3-5-2,0.005105506041010147,2026-08-21,0.313478070918023,0,0.04969001002342896,3直まくりv29,61.4,0.05721982324539065,202608210304,0,400,19
3-1-2,0.0050901023419793225,2026-08-21,0.3664873686225112,0,0.04237453632553525,3直まくりv29,72.0,0.057047186697947734,202608210304,0,400,19
3-2-1,0.005059438804679852,2026-08-21,0.5550204368733798,0,0.027811910806185395,3直まくりv29,109.7,0.05670352591873004,202608210304,0,400,19
3-5-1,0.005004237994833031,2026-08-21,0.12060213567547605,0,0.12659612512193102,3直まくりv29,24.1,0.05608486430966209,202608210304,0,400,18
3-6-1,0.0034809167518330486,2026-08-21,0.37733137589870247,0,0.02814544848190533,3直まくりv29,108.4,0.03901228197007446,202608210304,0,300,13
3-4-2,0.006892460097904211,2026-08-21,1.2730373800829078,0,0.01586381653670975,3直まくりv29,184.7,0.07707053254363919,202608210401,0,500,26
3-4-6,0.006727022616323082,2026-08-21,0.3154973607055525,0,0.062474347853524306,3直まくりv29,46.9,0.0752206335776643,202608210401,0,400,25
3-2-4,0.006120321656315004,2026-08-21,0.7173016981201185,0,0.025000400292920565,3直まくりv29,117.2,0.06843658761753206,202608210401,0,400,23
3-1-5,0.005907680787554742,2026-08-21,0.35150700685950714,0,0.04924448595513092,3直まくりv29,59.5,0.06605886692519485,202608210401,0,400,22
3-4-1,0.005878345177461573,2026-08-21,0.48731481521156444,0,0.03534435361073932,3直まくりv29,82.9,0.0657308402032033,202608210401,0,400,22
3-4-5,0.005310878706378339,2026-08-21,0.9453364097353444,0,0.016460937720956685,3直まくりv29,178.0,0.05938550885477185,202608210401,0,400,20
3-1-2,0.0051317087934035195,2026-08-21,0.2658225154983023,0,0.0565646122457585,3直まくりv29,51.8,0.05738205574621259,202608210401,0,400,19
3-2-1,0.005080584828066338,2026-08-21,0.46030098542281017,0,0.03234047366810475,3直まくりv29,90.6,0.056810394658834334,202608210401,0,400,19
3-5-2,0.005043913586141874,2026-08-21,0.987598280166579,0,0.01496448883723335,3直まくりv29,195.8,0.05640034191946274,202608210401,0,400,19
3-1-4,0.004868597262422144,2026-08-21,0.2507327590147404,0,0.05689411484136485,3直まくりv29,51.5,0.05443997911130065,202608210401,0,400,18
3-5-1,0.004799377838982792,2026-08-21,0.5836043452203075,0,0.024095780545479357,3直まくりv29,121.6,0.05366597712201722,202608210401,0,300,18
3-1-6,0.004054918882699437,2026-08-21,0.06933911289416038,0,0.1713477727678532,3直まくりv29,17.1,0.04534154036030333,202608210401,0,300,14
3-5-4,0.003717613728358831,2026-08-21,0.9453891711216508,0,0.011522009100787612,3直まくりv29,254.3,0.041569840922732464,202608210401,0,300,14
3-1-5,0.007825331102398603,2026-08-21,0.39361415445064973,0,0.1190265797466201,3まくり差しv29,50.3,0.20355621184559558,202608210707,0,700,65
3-1-4,0.006395394329211036,2026-08-21,0.1611639370961181,0,0.23758083179583298,3まくり差しv29,25.2,0.16636002053816873,202608210707,0,600,52
3-1-2,0.005794452773489506,2026-08-21,0.3320221439209487,0,0.10448581084214645,3まくり差しv29,57.3,0.1507280447121518,202608210707,0,600,48
3-1-6,0.0036094841906800655,2026-08-21,0.41075930089939144,0,0.05261016661911241,3まくり差しv29,113.8,0.09389160905232377,202608210707,0,400,30
3-4-1,0.0018714337762348176,2026-08-21,0.11602889412655869,0,0.0965651122783063,3まくり差しv29,62.0,0.04868062005625448,202608210707,0,300,15
3-2-4,0.0016916422333591438,2026-08-21,0.3149837838514726,0,0.03215379678439845,3まくり差しv29,186.2,0.04400379745146664,202608210707,0,200,14
3-2-1,0.0015832958486259056,2026-08-21,0.22039478212872604,0,0.04301032299752149,3まくり差しv29,139.2,0.04118544007401288,202608210707,0,200,13
3-2-5,0.001331648539355672,2026-08-21,0.2857717765457272,0,0.02789858789028421,3まくり差しv29,214.6,0.03463947130593295,202608210707,0,200,11
3-2-6,0.0013257872092336633,2026-08-21,0.36538695486479766,0,0.021723646448675582,3まくり差しv29,275.6,0.03448700361601669,202608210707,0,200,11
3-4-2,0.0012127888752673137,2026-08-21,0.26232623372032,0,0.02767932020922326,3まくり差しv29,216.3,0.03154763753603022,202608210707,0,200,10
3-5-1,0.0009933004594049942,2026-08-21,0.12803642921730377,0,0.04644714477311863,3まくり差しv29,128.9,0.025838201105509107,202608210707,0,200,8
3-5-4,0.000979733038255683,2026-08-21,0.18242629172320815,0,0.03215379678439845,3まくり差しv29,186.2,0.025485278932948115,202608210707,0,200,8
3-5-2,0.000967808362512039,2026-08-21,0.29576223558367915,0,0.019591089532902454,3まくり差しv29,305.6,0.02517508863044204,202608210707,0,200,8
3-6-1,0.0008523931090479892,2026-08-21,0.2218779262851916,0,0.023000526166941957,3まくり差しv29,260.3,0.022172852497949185,202608210707,0,200,7
3-4-6,0.0004944143171917424,2026-08-21,0.14184746760231087,0,0.020868027052126148,3まくり差しv29,286.9,0.012860938939558673,202608210707,0,100,4
3-6-4,0.0004887534262739086,2026-08-21,0.19633225133422907,0,0.014904249343427909,3まくり差しv29,401.7,0.01271368516897353,202608210707,0,100,4
3-4-5,0.00040185903119892166,2026-08-21,0.0497501480624265,0,0.0483605570376009,3まくり差しv29,123.8,0.010453347087348172,202608210707,0,100,3
3-5-6,0.0003656558076669955,2026-08-21,0.21420117213132595,0,0.010220274771688275,3まくり差しv29,585.8,0.009511611722757737,202608210707,0,100,3
3-6-2,0.00024781345690710074,2026-08-21,0.1339927361496694,0,0.011072751916506363,3まくり差しv29,540.7,0.006446240788061886,202608210707,0,100,2
3-6-5,1.010664927178069e-05,2026-08-21,0.005682968885522281,0,0.01064740700916769,3まくり差しv29,562.3,0.0002628989384979677,202608210707,0,100,0
3-4-2,0.0073052436675681,2026-08-21,0.46242192415706074,0,0.021780986643656037,3直まくりv29,63.3,0.07721017077625146,202608211301,0,900,26
3-4-6,0.007167538202317608,2026-08-21,0.11611411887754525,0,0.0851071885520634,3直まくりv29,16.2,0.07575474191273306,202608211301,0,800,25
3-2-4,0.0064524469534377555,2026-08-21,0.5994323219743676,0,0.014841081319089632,3直まくりv29,92.9,0.06819683967714665,202608211301,0,800,23
3-1-5,0.006375205300114844,2026-08-21,0.08351518943150445,0,0.10524705759873489,3直まくりv29,13.1,0.06738046153625332,202608211301,0,800,22
3-2-1,0.005344008810138565,2026-08-21,0.4002662598793785,0,0.018407696322342147,3直まくりv29,74.9,0.0564815975533296,202608211301,0,700,19
3-5-2,0.005325493864615636,2026-08-21,0.7258648137471112,0,0.010115454545439669,3直まくりv29,136.3,0.056285910431750776,202608211301,0,600,19
3-2-5,0.0030957583852757277,2026-08-21,0.37149100623308734,0,0.011489470454528557,3直まくりv29,120.0,0.032719515526950516,202608211301,0,400,11
3-1-5,0.009099950905684266,2026-08-21,0.5341671181636665,0,0.14402280822414562,3まくり差しv29,58.7,0.2041734026722011,202608211910,0,700,65
3-1-4,0.007385756275418598,2026-08-21,0.2954302510167439,0,0.21135347106893373,3まくり差しv29,40.0,0.16571243138441813,202608211910,0,600,52
3-1-2,0.006700648743179003,2026-08-21,0.6379017603506411,0,0.08880397944072844,3まくり差しv29,95.2,0.1503408389985365,202608211910,0,600,48
3-1-6,0.00421071812054886,2026-08-21,0.46696863956886864,0,0.0762320905568742,3まくり差しv29,110.9,0.09447486643350306,202608211910,0,400,30
3-4-1,0.002162177913647637,2026-08-21,0.2036771594656074,0,0.08974669684455784,3まくり差しv29,94.2,0.04851226411961872,202608211910,0,300,15
3-2-4,0.001956679261878336,2026-08-21,0.5905258012348819,0,0.028012388478321232,3まくり差しv29,301.8,0.04390154045625484,202608211910,0,200,14
3-2-1,0.0018207987171349478,2026-08-21,0.521112592844022,0,0.02953926919202428,3まくり差しv29,286.2,0.04085282146153146,202608211910,0,200,13
3-2-5,0.0015438240178688588,2026-08-21,0.46855058942319866,0,0.027855482183714492,3まくり差しv29,303.5,0.034638406967499126,202608211910,0,200,11
3-2-6,0.0015337163973215629,2026-08-21,0.6944667847072037,0,0.01867080133117789,3まくり差しv29,452.8,0.03441162472422661,202608211910,0,200,11
3-4-2,0.001409800662581866,2026-08-21,0.38360676028852575,0,0.03106997002115894,3まくり差しv29,272.1,0.03163135728447306,202608211910,0,200,10
3-5-1,0.0011580947107177613,2026-08-21,0.18703229578091846,0,0.05234760893348204,3まくり差しv29,161.5,0.025983891578604493,202608211910,0,200,8
3-5-4,0.001135862021225483,2026-08-21,0.29873171158230205,0,0.03214501461124467,3まくり差しv29,263.0,0.025485062089166538,202608211910,0,200,8
3-5-2,0.0011213705110073068,2026-08-21,0.49957056265375516,0,0.018976742632451964,3まくり差しv29,445.5,0.02515991957117165,202608211910,0,200,8
3-6-1,0.0009821286167983616,2026-08-21,0.4758413148388062,0,0.017449202977827344,3まくり差しv29,484.5,0.022035782789575985,202608211910,0,200,7
3-4-6,0.0005859580865886932,2026-08-21,0.15264208155635456,0,0.03245350803361746,3まくり差しv29,260.5,0.013147000198360926,202608211910,0,100,4
3-6-4,0.0005642233955394871,2026-08-21,0.37549066973152867,0,0.012703439282881066,3まくり差しv29,665.5,0.012659344179824224,202608211910,0,100,4
3-4-5,0.00046793000934305793,2026-08-21,0.07879941357337096,0,0.05020272471946169,3まくり差しv29,168.4,0.01049883270912251,202608211910,0,100,3
3-5-6,0.0004315464568836805,2026-08-21,0.21283871253503123,0,0.017141400735517738,3まくり差しv29,493.2,0.009682503721864636,202608211910,0,100,3
3-6-2,0.00028674258397933943,2026-08-21,0.22956611273385916,0,0.01055975373814308,3まくり差しv29,800.6,0.006433574166373904,202608211910,0,100,2
3-6-5,1.1790227687710332e-05,2026-08-21,0.009303668668372223,0,0.010713646993736343,3まくり差しv29,789.1,0.0002645344936725023,202608211910,0,100,0
3-4-2,0.007414232244432341,2026-08-21,0.21130561896632172,0,0.055044087580641284,3直まくりv29,28.5,0.07799514070986766,202608212303,0,900,26
3-4-6,0.0070274213959673325,2026-08-21,1.4476488075692706,0,0.007615322796350857,3直まくりv29,206.0,0.07392602531672805,202608212303,0,900,25
3-2-4,0.00652841677356158,2026-08-21,0.29116738810084647,0,0.03517391246745015,3直まくりv29,44.6,0.06867667050070679,202608212303,0,800,23
3-1-5,0.006472477006264614,2026-08-21,0.07508073327266952,0,0.13523762896967903,3直まくりv29,11.6,0.06808820363350276,202608212303,0,800,22
3-4-5,0.0057549038122509145,2026-08-21,0.13811769149402195,0,0.06536485400201153,3直まくりv29,24.0,0.060539583575268716,202608212303,0,700,20
3-1-6,0.003950296206030675,2026-08-21,0.5672625351860049,0,0.010924488134040925,3直まくりv29,143.6,0.04155574013295672,202608212303,0,500,14
3-2-6,0.003092891968004414,2026-08-21,1.304581832104262,0,0.003719195106800087,3直まくりv29,421.8,0.03253614619721063,202608212303,0,400,11
3-4-2,0.005924084540846862,2026-08-22,1.0823302456127215,0,0.013533565133293951,3直まくりv29,182.7,0.07701554136007772,202608220201,0,600,26
3-4-6,0.005705066902410058,2026-08-22,0.7890107526033111,0,0.017878397323592227,3直まくりv29,138.3,0.07416822176574848,202608220201,0,500,25
3-2-4,0.005257496740045364,2026-08-22,0.6098696218452622,0,0.021315365084937973,3直まくりv29,116.0,0.0683496251347478,202608220201,0,500,23
3-1-5,0.005182892171790466,2026-08-22,0.12179796603707595,0,0.10521627020650234,3直まくりv29,23.5,0.06737973499012395,202608220201,0,500,22
3-4-1,0.00503248134643375,2026-08-22,0.5565924369155727,0,0.022356079112593175,3直まくりv29,110.6,0.06542433225044468,202608220201,0,500,22
3-4-5,0.004573431821294293,2026-08-22,0.5808258413043752,0,0.019469152361045707,3直まくりv29,127.0,0.059456499170762137,202608220201,0,500,20
3-1-2,0.0045046482945616025,2026-08-22,0.10450784043382917,0,0.10657682542468988,3直まくりv29,23.2,0.0585622849657744,202608220201,0,400,19
3-2-1,0.004432492152312225,2026-08-22,0.16400220963555232,0,0.06682654999602176,3直まくりv29,37.0,0.057624225368637684,202608220201,0,400,19
3-5-2,0.004374491127439173,2026-08-22,0.3101514209354374,0,0.0348742221417885,3直まくりv29,70.9,0.05687018813313955,202608220201,0,400,19
3-5-1,0.004202706999938211,2026-08-22,0.15928259529765817,0,0.06523963983780488,3直まくりv29,37.9,0.0546369236539895,202608220201,0,400,18
3-5-4,0.003211004133202355,2026-08-22,0.41967824020954775,0,0.018917998086096444,3直まくりv29,130.7,0.04174437753595508,202608220201,0,300,14
3-4-2,0.007330446896797958,2026-08-22,0.4940721208441824,0,0.021690005008159725,3直まくりv29,67.4,0.07720802371700672,202608220407,0,800,26
3-4-6,0.007119179333909385,2026-08-22,0.19862510341607184,0,0.05239807661469412,3直まくりv29,27.9,0.07498284546583349,202608220407,0,800,25
3-2-4,0.00650218092740532,2026-08-22,0.35176798817262783,0,0.027022298291126904,3直まくりv29,54.1,0.06848430202456937,202608220407,0,700,23
3-1-5,0.006262349166121648,2026-08-22,0.20352634789895357,0,0.044981733463075865,3直まくりv29,32.5,0.06595827099617878,202608220407,0,700,22
3-4-1,0.006221555369763248,2026-08-22,0.33969692318907335,0,0.026774841347068968,3直まくりv29,54.6,0.06552860982529957,202608220407,0,700,22
3-4-5,0.00567831198173908,2026-08-22,0.24189609042208482,0,0.03431705017722924,3直まくりv29,42.6,0.05980689203958063,202608220407,0,700,20
3-1-2,0.005457264094090802,2026-08-22,0.13152006466758834,0,0.06066001400622264,3直まくりv29,24.1,0.057478702395427086,202608220407,0,600,19
3-1-5,0.00816285826984115,2026-08-22,1.079129863273,0,0.07233730433868804,3まくり差しv29,132.2,0.20240339023058485,202608220810,0,700,65
3-1-4,0.00657823411024782,2026-08-22,0.5933567167443534,0,0.10601986289993966,3まくり差しv29,90.2,0.1631116015530849,202608220810,0,600,52
3-1-2,0.006030911642403124,2026-08-22,1.0228426145515697,0,0.05638556387720848,3まくり差しv29,169.6,0.14954038429326438,202608220810,0,600,48
