date,race_code,actual,pre143,pred145,branch145,conf145,gate_p1,p_1逃げ,p_3まくり,p_3まくり差し,p_4カド,p_5頭,p_その他
2026-08-01,202608011308,4カド,1逃げ,1逃げ,1-gate,0.6382435811829607,0.6382435811829607,63.82435811829607,0,0,0,0,0
2026-08-01,202608011309,1逃げ,1逃げ,1逃げ,1-gate,0.49845617322911473,0.49845617322911473,49.84561732291147,0,0,0,0,0
2026-08-01,202608011310,3まくり差し,1逃げ,1逃げ,1-gate,0.7515119641756393,0.7515119641756393,75.15119641756392,0,0,0,0,0
2026-08-01,202608011311,1逃げ,1逃げ,1逃げ,1-gate,0.7121333171850164,0.7121333171850164,71.21333171850164,0,0,0,0,0
2026-08-01,202608011312,1逃げ,1逃げ,1逃げ,1-gate,0.6730806680134891,0.6730806680134891,67.30806680134891,0,0,0,0,0
2026-08-01,202608011501,1逃げ,1逃げ,1逃げ,1-gate,0.41912912044467154,0.41912912044467154,41.912912044467156,0,0,0,0,0
2026-08-01,202608011502,1逃げ,1逃げ,1逃げ,1-gate,0.6156575450692744,0.6156575450692744,61.56575450692744,0,0,0,0,0
2026-08-01,202608011503,1逃げ,1逃げ,1逃げ,1-gate,0.7432937976297663,0.7432937976297663,74.32937976297663,0,0,0,0,0
2026-08-01,202608011504,5頭,5頭,3まくり差し,non1-specialized,0.3273663156576324,0.26569987883171675,26.569987883171674,18.019609858648657,32.73663156576324,2.103164736654669,13.490702727407653,7.079903228354099
2026-08-01,202608011505,1逃げ,1逃げ,1逃げ,1-gate,0.634006106655574,0.634006106655574,63.4006106655574,0,0,0,0,0
2026-08-01,202608011506,5頭,5頭,5頭,non1-specialized,0.42344228764114594,0.3369977778030008,33.699777780300074,2.506854468547869,10.876304849866383,1.2745383370951477,42.3442287641146,9.298295800075936
2026-08-01,202608011507,1逃げ,1逃げ,1逃げ,1-gate,0.5588453952154713,0.5588453952154713,55.884539521547126,0,0,0,0,0
2026-08-01,202608011509,1逃げ,1逃げ,1逃げ,1-gate,0.6912333663275612,0.6912333663275612,69.12333663275612,0,0,0,0,0
2026-08-01,202608011510,1逃げ,1逃げ,1逃げ,1-gate,0.639601900640715,0.639601900640715,63.9601900640715,0,0,0,0,0
2026-08-01,202608011511,1逃げ,1逃げ,1逃げ,1-gate,0.6892001799615238,0.6892001799615238,68.92001799615238,0,0,0,0,0
2026-08-01,202608011512,1逃げ,1逃げ,1逃げ,1-gate,0.6403221759438141,0.6403221759438141,64.03221759438141,0,0,0,0,0
2026-08-01,202608011601,1逃げ,1逃げ,1逃げ,1-gate,0.7039219373526784,0.7039219373526784,70.39219373526784,0,0,0,0,0
2026-08-01,202608011602,1逃げ,1逃げ,1逃げ,1-gate,0.45431823509520275,0.45431823509520275,45.43182350952028,0,0,0,0,0
2026-08-01,202608011603,5頭,1逃げ,1逃げ,1-gate,0.5648439816132104,0.5648439816132104,56.48439816132104,0,0,0,0,0
2026-08-01,202608011604,1逃げ,1逃げ,1逃げ,1-gate,0.7133113266783342,0.7133113266783342,71.33113266783342,0,0,0,0,0
2026-08-01,202608011605,1逃げ,1逃げ,4カド,non1-specialized,0.33081593944221505,0.2928278550014539,29.28278550014539,4.131191291074827,8.151773475265776,33.0815939442215,9.540636184979395,15.812019604313111
2026-08-01,202608011606,1逃げ,1逃げ,1逃げ,1-gate,0.5626239864385424,0.5626239864385424,56.26239864385424,0,0,0,0,0
2026-08-01,202608011607,1逃げ,1逃げ,1逃げ,1-gate,0.6478564550938333,0.6478564550938333,64.78564550938333,0,0,0,0,0
2026-08-01,202608011608,1逃げ,1逃げ,1逃げ,1-gate,0.42245945821791847,0.42245945821791847,42.24594582179185,0,0,0,0,0
2026-08-01,202608011609,1逃げ,1逃げ,1逃げ,1-gate,0.5627914972360399,0.5627914972360399,56.27914972360399,0,0,0,0,0
2026-08-01,202608011610,1逃げ,1逃げ,1逃げ,1-gate,0.5785735089117946,0.5785735089117946,57.85735089117946,0,0,0,0,0
2026-08-01,202608011611,1逃げ,1逃げ,1逃げ,1-gate,0.7354171758300425,0.7354171758300425,73.54171758300426,0,0,0,0,0
2026-08-01,202608011612,1逃げ,1逃げ,1逃げ,1-gate,0.6931416002388554,0.6931416002388554,69.31416002388553,0,0,0,0,0
2026-08-01,202608011801,1逃げ,1逃げ,1逃げ,1-gate,0.6675531023687853,0.6675531023687853,66.75531023687853,0,0,0,0,0
2026-08-01,202608011803,1逃げ,1逃げ,1逃げ,1-gate,0.7089908788248204,0.7089908788248204,70.89908788248204,0,0,0,0,0
2026-08-01,202608011804,1逃げ,1逃げ,1逃げ,1-gate,0.6659765305682809,0.6659765305682809,66.5976530568281,0,0,0,0,0
2026-08-01,202608011805,その他,1逃げ,1逃げ,1-gate,0.7051707727832899,0.7051707727832899,70.51707727832898,0,0,0,0,0
2026-08-01,202608011806,5頭,1逃げ,5頭,non1-specialized,0.2556147701269204,0.2544335602280033,25.44335602280033,15.64883762999179,6.402694663677866,14.955909788737543,25.56147701269204,11.987724882100432
2026-08-01,202608011807,その他,1逃げ,1逃げ,1-gate,0.5732538732716111,0.5732538732716111,57.32538732716112,0,0,0,0,0
2026-08-01,202608011808,3まくり差し,1逃げ,1逃げ,1-gate,0.5225704390935301,0.5225704390935301,52.25704390935301,0,0,0,0,0
2026-08-01,202608011809,1逃げ,1逃げ,1逃げ,1-gate,0.5789528807523373,0.5789528807523373,57.89528807523373,0,0,0,0,0
2026-08-01,202608011810,3まくり差し,1逃げ,1逃げ,1-gate,0.6600030560077321,0.6600030560077321,66.00030560077322,0,0,0,0,0
2026-08-01,202608011811,その他,1逃げ,1逃げ,1-gate,0.5481345326770476,0.5481345326770476,54.81345326770476,0,0,0,0,0
2026-08-01,202608011812,1逃げ,1逃げ,1逃げ,1-gate,0.7682207211980719,0.7682207211980719,76.82207211980719,0,0,0,0,0
2026-08-01,202608012001,3まくり差し,1逃げ,1逃げ,1-gate,0.7051665263149218,0.7051665263149218,70.51665263149218,0,0,0,0,0
2026-08-01,202608012002,1逃げ,1逃げ,1逃げ,1-gate,0.47803836517999254,0.47803836517999254,47.80383651799925,0,0,0,0,0
2026-08-01,202608012003,1逃げ,1逃げ,1逃げ,1-gate,0.6737153004836561,0.6737153004836561,67.37153004836561,0,0,0,0,0
2026-08-01,202608012004,3まくり,1逃げ,1逃げ,1-gate,0.5578863302684719,0.5578863302684719,55.78863302684719,0,0,0,0,0
2026-08-01,202608012005,その他,1逃げ,1逃げ,1-gate,0.6051247083785246,0.6051247083785246,60.51247083785246,0,0,0,0,0
2026-08-01,202608012007,5頭,1逃げ,1逃げ,1-gate,0.6535142193497776,0.6535142193497776,65.35142193497776,0,0,0,0,0
2026-08-01,202608012008,1逃げ,1逃げ,その他,non1-specialized,0.3144452489241219,0.38351580250770256,38.351580250770255,8.218078242805028,12.959500944371996,3.145065825131966,5.881249844508565,31.44452489241219
2026-08-01,202608012010,1逃げ,1逃げ,1逃げ,1-gate,0.7912910507220243,0.7912910507220243,79.12910507220244,0,0,0,0,0
2026-08-01,202608012011,1逃げ,1逃げ,1逃げ,1-gate,0.6367578221735476,0.6367578221735476,63.67578221735476,0,0,0,0,0
2026-08-01,202608012012,5頭,1逃げ,1逃げ,1-gate,0.649120703424449,0.649120703424449,64.9120703424449,0,0,0,0,0
2026-08-01,202608012201,1逃げ,1逃げ,1逃げ,1-gate,0.8053081853274059,0.8053081853274059,80.53081853274058,0,0,0,0,0
2026-08-01,202608012202,1逃げ,1逃げ,その他,non1-specialized,0.3071460301885906,0.2146875503478774,21.46875503478774,29.804077631582643,8.168620019244486,2.437988353260645,7.405955942265424,30.71460301885906
2026-08-01,202608012203,3まくり差し,1逃げ,3まくり,non1-specialized,0.28631215070522037,0.2744208846089982,27.44208846089982,28.631215070522035,21.670050847510733,3.003406971308215,2.4413862890883644,16.81185236067083
2026-08-01,202608012204,その他,1逃げ,3まくり,non1-specialized,0.2596566650873685,0.3842108883720724,38.42108883720724,25.965666508736852,12.626321743068205,6.395109251240402,7.550682326533363,9.041131333213938
2026-08-01,202608012205,その他,1逃げ,3まくり,non1-specialized,0.17850215425286034,0.3508217325663924,35.08217325663924,17.850215425286034,5.39871574334959,12.696261661061047,12.429718970283696,16.542914943380392
2026-08-01,202608012206,1逃げ,1逃げ,1逃げ,1-gate,0.4392540558983244,0.4392540558983244,43.92540558983244,0,0,0,0,0
2026-08-01,202608012207,1逃げ,1逃げ,1逃げ,1-gate,0.5320736011829343,0.5320736011829343,53.20736011829344,0,0,0,0,0
2026-08-01,202608012208,1逃げ,1逃げ,1逃げ,1-gate,0.4932027538671102,0.4932027538671102,49.32027538671102,0,0,0,0,0
2026-08-01,202608012209,1逃げ,1逃げ,1逃げ,1-gate,0.8434926788050099,0.8434926788050099,84.34926788050099,0,0,0,0,0
2026-08-01,202608012210,3まくり,1逃げ,3まくり,non1-specialized,0.37513038572072505,0.3587534799983309,35.87534799983309,37.5130385720725,10.351302417346265,2.978318359735224,7.814195524834748,5.4677971261781675
2026-08-01,202608012211,3まくり,1逃げ,1逃げ,1-gate,0.5284750309216424,0.5284750309216424,52.84750309216424,0,0,0,0,0
2026-08-01,202608012212,1逃げ,1逃げ,1逃げ,1-gate,0.8191832951356539,0.8191832951356539,81.9183295135654,0,0,0,0,0
2026-08-01,202608012301,1逃げ,1逃げ,1逃げ,1-gate,0.6937283566234527,0.6937283566234527,69.37283566234527,0,0,0,0,0
2026-08-01,202608012302,1逃げ,1逃げ,1逃げ,1-gate,0.6322395442363002,0.6322395442363002,63.223954423630026,0,0,0,0,0
2026-08-01,202608012303,1逃げ,1逃げ,1逃げ,1-gate,0.7902388302276929,0.7902388302276929,79.0238830227693,0,0,0,0,0
2026-08-01,202608012304,その他,1逃げ,1逃げ,1-gate,0.42638864398659154,0.42638864398659154,42.63886439865915,0,0,0,0,0
2026-08-01,202608012305,1逃げ,1逃げ,1逃げ,1-gate,0.7937315798920231,0.7937315798920231,79.37315798920231,0,0,0,0,0
2026-08-01,202608012306,1逃げ,1逃げ,その他,non1-specialized,0.308903559557853,0.24133519980571524,24.133519980571524,9.114058633805449,6.6179355717875685,20.557189835434826,8.686940022615337,30.8903559557853
2026-08-01,202608012307,その他,1逃げ,その他,non1-specialized,0.2637316279967342,0.2612971276447415,26.12971276447415,23.215989808973323,10.240697342049714,11.535232821522449,2.5052044633069426,26.373162799673423
2026-08-01,202608012308,5頭,1逃げ,5頭,non1-specialized,0.41324531573283035,0.330406844480101,33.0406844480101,5.792177256605694,7.707891625827042,3.2487172463980687,41.32453157328303,8.885997849876068
2026-08-01,202608012309,1逃げ,1逃げ,1逃げ,1-gate,0.7265343151061775,0.7265343151061775,72.65343151061775,0,0,0,0,0
2026-08-01,202608012310,1逃げ,1逃げ,1逃げ,1-gate,0.8221690557966047,0.8221690557966047,82.21690557966048,0,0,0,0,0
2026-08-01,202608012311,4カド,1逃げ,1逃げ,1-gate,0.6663456597916205,0.6663456597916205,66.63456597916205,0,0,0,0,0
2026-08-01,202608012312,その他,1逃げ,1逃げ,1-gate,0.796816258468926,0.796816258468926,79.6816258468926,0,0,0,0,0
2026-08-02,202608020101,3まくり差し,5頭,3まくり,non1-specialized,0.3163194087851109,0.22091529313149796,22.091529313149795,31.631940878511088,16.341124093008613,3.8870941673541872,13.46765261653268,12.580658931443642
2026-08-02,202608020102,その他,5頭,5頭,non1-specialized,0.36835336881681174,0.21719200348883566,21.719200348883565,4.134628483684889,3.29573060862636,18.60593916124669,36.83533688168117,15.409164515877327
2026-08-02,202608020103,1逃げ,5頭,1逃げ,1-gate,0.5127730109807421,0.5127730109807421,51.27730109807421,0,0,0,0,0
2026-08-02,202608020104,1逃げ,その他,その他,non1-specialized,0.3831235046438201,0.10192317431917844,10.192317431917845,14.75808489131494,8.120960675972523,12.013027278574484,16.603259257838204,38.312350464382014
2026-08-02,202608020105,3まくり差し,5頭,1逃げ,1-gate,0.4171791325344725,0.4171791325344725,41.71791325344725,0,0,0,0,0
2026-08-02,202608020106,1逃げ,1逃げ,1逃げ,1-gate,0.5829812137933121,0.5829812137933121,58.298121379331214,0,0,0,0,0
2026-08-02,202608020107,5頭,1逃げ,1逃げ,1-gate,0.43445291556487114,0.43445291556487114,43.44529155648711,0,0,0,0,0
2026-08-02,202608020109,4カド,5頭,4カド,non1-specialized,0.421718643996629,0.3123026785563874,31.230267855638736,6.698823964805767,3.4723388704596445,42.1718643996629,8.173969879694665,8.25273502973828
2026-08-02,202608020110,5頭,1逃げ,1逃げ,1-gate,0.44863990015333377,0.44863990015333377,44.86399001533338,0,0,0,0,0
2026-08-02,202608020111,1逃げ,1逃げ,1逃げ,1-gate,0.4871019183281338,0.4871019183281338,48.71019183281338,0,0,0,0,0
2026-08-02,202608020112,1逃げ,1逃げ,1逃げ,1-gate,0.7079068579265924,0.7079068579265924,70.79068579265923,0,0,0,0,0
2026-08-02,202608020501,4カド,5頭,5頭,non1-specialized,0.3528312423145128,0.3257093881368159,32.570938813681586,11.464405984581298,2.7428763044875466,6.791456321166447,35.28312423145128,11.147198344631835
2026-08-02,202608020502,その他,その他,その他,non1-specialized,0.207926942839942,0.31021120581398387,31.021120581398385,20.205965331259822,6.189120413443314,11.240824000706981,10.550275389197292,20.7926942839942
2026-08-02,202608020503,3まくり,1逃げ,4カド,non1-specialized,0.18680535809165766,0.28942377987772294,28.942377987772293,13.74386133091913,9.45234474734612,18.680535809165765,12.016752859477112,17.164127265319575
2026-08-02,202608020504,3まくり,1逃げ,1逃げ,1-gate,0.45931747646604454,0.45931747646604454,45.93174764660446,0,0,0,0,0
2026-08-02,202608020505,1逃げ,1逃げ,1逃げ,1-gate,0.5033990327841343,0.5033990327841343,50.33990327841343,0,0,0,0,0
2026-08-02,202608020506,その他,5頭,1逃げ,1-gate,0.6364305376713282,0.6364305376713282,63.64305376713282,0,0,0,0,0
2026-08-02,202608020507,5頭,1逃げ,1逃げ,1-gate,0.6059624561558239,0.6059624561558239,60.59624561558239,0,0,0,0,0
2026-08-02,202608020508,1逃げ,1逃げ,1逃げ,1-gate,0.7104170382012523,0.7104170382012523,71.04170382012524,0,0,0,0,0
2026-08-02,202608020509,1逃げ,1逃げ,1逃げ,1-gate,0.6552282417119736,0.6552282417119736,65.52282417119736,0,0,0,0,0
2026-08-02,202608020510,1逃げ,1逃げ,1逃げ,1-gate,0.4066003409928222,0.4066003409928222,40.66003409928222,0,0,0,0,0
2026-08-02,202608020511,1逃げ,1逃げ,1逃げ,1-gate,0.529797495598856,0.529797495598856,52.979749559885605,0,0,0,0,0
2026-08-02,202608020512,1逃げ,1逃げ,1逃げ,1-gate,0.7872614118248662,0.7872614118248662,78.72614118248661,0,0,0,0,0
2026-08-02,202608020602,その他,1逃げ,その他,non1-specialized,0.31984899183117155,0.32869457253631035,32.86945725363103,2.4852735472970386,7.996017546097582,10.799268223655817,13.865084246201361,31.984899183117154
2026-08-02,202608020603,1逃げ,1逃げ,5頭,non1-specialized,0.2774565487376615,0.39492890952490717,39.49289095249072,2.452162523934923,6.319621100343406,17.44381410935252,27.745654873766153,6.545856440112285
2026-08-02,202608020604,1逃げ,1逃げ,1逃げ,1-gate,0.8274092820010865,0.8274092820010865,82.74092820010866,0,0,0,0,0
2026-08-02,202608020605,その他,1逃げ,1逃げ,1-gate,0.40554885339840824,0.40554885339840824,40.55488533984082,0,0,0,0,0
2026-08-02,202608020606,1逃げ,5頭,5頭,non1-specialized,0.3975238765971577,0.23250124018453097,23.250124018453096,6.194679434111525,8.637898026344045,8.346747232606774,39.75238765971577,13.818163628768785
2026-08-02,202608020607,1逃げ,5頭,1逃げ,1-gate,0.4948497320748464,0.4948497320748464,49.48497320748464,0,0,0,0,0
2026-08-02,202608020608,1逃げ,1逃げ,1逃げ,1-gate,0.818257705773817,0.818257705773817,81.82577057738169,0,0,0,0,0
2026-08-02,202608020609,4カド,1逃げ,1逃げ,1-gate,0.7180801791821946,0.7180801791821946,71.80801791821946,0,0,0,0,0
