date,race_code,actual,pre143,pred145,branch145,conf145,gate_p1,p_1逃げ,p_3まくり,p_3まくり差し,p_4カド,p_5頭,p_その他
2026-08-05,202608051411,1逃げ,1逃げ,1逃げ,1-gate,0.5677026323379417,0.5677026323379417,56.77026323379417,0,0,0,0,0
2026-08-05,202608051412,5頭,1逃げ,1逃げ,1-gate,0.6703010014041276,0.6703010014041276,67.03010014041276,0,0,0,0,0
2026-08-05,202608051701,1逃げ,1逃げ,1逃げ,1-gate,0.6638291993079486,0.6638291993079486,66.38291993079486,0,0,0,0,0
2026-08-05,202608051702,1逃げ,その他,その他,non1-specialized,0.19792000441648702,0.26690609877931526,26.690609877931525,19.081700364525933,12.82433468210481,9.69587641868484,11.915478215104187,19.792000441648703
2026-08-05,202608051703,3まくり,5頭,1逃げ,1-gate,0.48543288177766014,0.48543288177766014,48.543288177766016,0,0,0,0,0
2026-08-05,202608051704,1逃げ,1逃げ,1逃げ,1-gate,0.538640277689289,0.538640277689289,53.8640277689289,0,0,0,0,0
2026-08-05,202608051705,1逃げ,1逃げ,1逃げ,1-gate,0.6540937565705092,0.6540937565705092,65.40937565705092,0,0,0,0,0
2026-08-05,202608051706,1逃げ,1逃げ,1逃げ,1-gate,0.7053772772247253,0.7053772772247253,70.53772772247254,0,0,0,0,0
2026-08-05,202608051707,3まくり差し,1逃げ,1逃げ,1-gate,0.4095193044702577,0.4095193044702577,40.95193044702577,0,0,0,0,0
2026-08-05,202608051708,1逃げ,1逃げ,1逃げ,1-gate,0.694200461567189,0.694200461567189,69.4200461567189,0,0,0,0,0
2026-08-05,202608051709,3まくり差し,5頭,3まくり,non1-specialized,0.31757698303083043,0.1521324943793922,15.213249437939218,31.757698303083043,25.068075443020998,2.571755494452213,9.178271872051726,16.210949449452798
2026-08-05,202608051710,3まくり差し,1逃げ,5頭,non1-specialized,0.3906427567351794,0.18842636594672693,18.842636594672694,5.8163854896679235,8.456552048028273,10.863998955985963,39.06427567351794,16.956151238127198
2026-08-05,202608051712,1逃げ,1逃げ,1逃げ,1-gate,0.8024941229379291,0.8024941229379291,80.24941229379291,0,0,0,0,0
2026-08-05,202608051901,1逃げ,1逃げ,その他,non1-specialized,0.1944216994280046,0.37645935560230337,37.645935560230335,10.157252487793786,15.147040944157657,10.800275308248938,6.807325756768824,19.44216994280046
2026-08-05,202608051902,1逃げ,1逃げ,その他,non1-specialized,0.3063292459953934,0.16553306954385621,16.553306954385622,3.8590568786753994,8.1843114289336,15.212536167629365,25.55786397083668,30.63292459953934
2026-08-05,202608051903,その他,1逃げ,3まくり差し,non1-specialized,0.28283775946702094,0.30094642941114313,30.094642941114312,26.874030488386875,28.283775946702093,3.1844465225188934,6.013092355749528,5.550011745528308
2026-08-05,202608051904,1逃げ,1逃げ,1逃げ,1-gate,0.4305531331307766,0.4305531331307766,43.05531331307766,0,0,0,0,0
2026-08-05,202608051905,5頭,1逃げ,1逃げ,1-gate,0.6214792613677286,0.6214792613677286,62.14792613677286,0,0,0,0,0
2026-08-05,202608051906,その他,5頭,5頭,non1-specialized,0.43933113154398695,0.2727217783379436,27.27217783379436,7.764856179130914,10.751371386558484,0.5477750090736824,43.9331131543987,9.730706437043866
2026-08-05,202608051907,1逃げ,1逃げ,1逃げ,1-gate,0.4299181282659223,0.4299181282659223,42.99181282659223,0,0,0,0,0
2026-08-05,202608051908,その他,1逃げ,その他,non1-specialized,0.2927951469903329,0.2940248849085489,29.40248849085489,8.308498009019162,12.550627614782575,16.648279767297787,3.810591419012297,29.27951469903329
2026-08-05,202608051909,1逃げ,1逃げ,1逃げ,1-gate,0.8082023286879005,0.8082023286879005,80.82023286879006,0,0,0,0,0
2026-08-05,202608051910,その他,1逃げ,1逃げ,1-gate,0.5832447456451479,0.5832447456451479,58.324474564514794,0,0,0,0,0
2026-08-05,202608051911,1逃げ,1逃げ,1逃げ,1-gate,0.6886156904700883,0.6886156904700883,68.86156904700883,0,0,0,0,0
2026-08-05,202608051912,1逃げ,1逃げ,1逃げ,1-gate,0.7487519591706258,0.7487519591706258,74.87519591706257,0,0,0,0,0
2026-08-05,202608052101,1逃げ,1逃げ,5頭,non1-specialized,0.13751142379761405,0.3755861916448946,37.55861916448946,12.84075932592751,8.860933414601972,13.623147532191451,13.751142379761404,13.365398183028205
2026-08-05,202608052102,4カド,1逃げ,1逃げ,1-gate,0.6285731400817784,0.6285731400817784,62.857314008177845,0,0,0,0,0
2026-08-05,202608052103,1逃げ,1逃げ,1逃げ,1-gate,0.6127926258251511,0.6127926258251511,61.279262582515116,0,0,0,0,0
2026-08-05,202608052104,1逃げ,1逃げ,1逃げ,1-gate,0.6874248680130582,0.6874248680130582,68.74248680130583,0,0,0,0,0
2026-08-05,202608052105,1逃げ,1逃げ,1逃げ,1-gate,0.6760194938874348,0.6760194938874348,67.60194938874348,0,0,0,0,0
2026-08-05,202608052106,1逃げ,1逃げ,3まくり,non1-specialized,0.22910223225984697,0.3055733363556568,30.55733363556568,22.910223225984698,19.20141003530973,5.416068605748987,9.182478584859737,12.73248591253118
2026-08-05,202608052107,1逃げ,1逃げ,1逃げ,1-gate,0.4073504256630315,0.4073504256630315,40.73504256630315,0,0,0,0,0
2026-08-05,202608052108,その他,1逃げ,その他,non1-specialized,0.23325890108266498,0.23810025858424677,23.810025858424677,15.573442412147198,7.605714738566988,16.05053103473194,13.634395847862695,23.3258901082665
2026-08-05,202608052109,その他,1逃げ,1逃げ,1-gate,0.5499370742881177,0.5499370742881177,54.99370742881177,0,0,0,0,0
2026-08-05,202608052110,1逃げ,1逃げ,3まくり,non1-specialized,0.21607131857660355,0.3479274037834461,34.79274037834461,21.607131857660356,9.120364118710349,11.690928898014556,9.993426809297958,12.795407937972167
2026-08-05,202608052111,1逃げ,1逃げ,1逃げ,1-gate,0.7824335588559616,0.7824335588559616,78.24335588559616,0,0,0,0,0
2026-08-05,202608052112,1逃げ,1逃げ,1逃げ,1-gate,0.6979284367789927,0.6979284367789927,69.79284367789927,0,0,0,0,0
2026-08-06,202608060201,5頭,1逃げ,5頭,non1-specialized,0.2382260912281201,0.3164557038403778,31.64557038403778,14.396426485994338,2.7621743539821044,14.04871219638036,23.82260912281201,13.324507456793407
2026-08-06,202608060202,4カド,5頭,3まくり,non1-specialized,0.2686230275380392,0.2231378312050343,22.31378312050343,26.862302753803917,3.9154761396979807,8.572507560568189,12.253943517706395,26.081986907720093
2026-08-06,202608060203,1逃げ,4カド,3まくり,non1-specialized,0.4297947650247272,0.22244000407745104,22.244000407745105,42.97947650247272,3.7597810859729788,16.577312182014577,5.21085815123479,9.22857167055982
2026-08-06,202608060204,その他,1逃げ,その他,non1-specialized,0.30683423966187484,0.18839357560220193,18.839357560220193,11.35132845620598,1.9460466571679336,10.911743866673678,26.268099493544728,30.683423966187483
2026-08-06,202608060205,4カド,1逃げ,4カド,non1-specialized,0.29781866488790176,0.31164939594266433,31.164939594266432,6.03033517336147,2.048956615543952,29.781866488790175,24.37157530576455,6.602326822273409
2026-08-06,202608060206,4カド,その他,3まくり,non1-specialized,0.30535820585581747,0.14114860350581154,14.114860350581154,30.535820585581746,2.0661014097467425,12.350597427350989,21.125838056909036,19.806782169830324
2026-08-06,202608060207,1逃げ,1逃げ,1逃げ,1-gate,0.5267595883472485,0.5267595883472485,52.675958834724845,0,0,0,0,0
2026-08-06,202608060208,4カド,4カド,4カド,non1-specialized,0.42701123035035954,0.12487905897340862,12.487905897340863,22.996420509474184,1.5969958631015708,42.701123035035955,5.697924329701987,14.519630365345455
2026-08-06,202608060209,5頭,5頭,5頭,non1-specialized,0.44819350410217734,0.38109125343309413,38.109125343309415,7.5945584096256304,4.301480723951628,0.49724476585355304,44.81935041021774,4.67824034704204
2026-08-06,202608060210,1逃げ,5頭,1逃げ,1-gate,0.4760099707505842,0.4760099707505842,47.60099707505842,0,0,0,0,0
2026-08-06,202608060211,1逃げ,5頭,1逃げ,1-gate,0.6272621572251569,0.6272621572251569,62.72621572251569,0,0,0,0,0
2026-08-06,202608060212,1逃げ,5頭,1逃げ,1-gate,0.5545804719695172,0.5545804719695172,55.45804719695172,0,0,0,0,0
2026-08-06,202608060401,1逃げ,1逃げ,1逃げ,1-gate,0.4299424885109657,0.4299424885109657,42.99424885109657,0,0,0,0,0
2026-08-06,202608060402,3まくり,1逃げ,1逃げ,1-gate,0.7563307818962094,0.7563307818962094,75.63307818962095,0,0,0,0,0
2026-08-06,202608060403,1逃げ,1逃げ,5頭,non1-specialized,0.26438877548605055,0.2717835039372388,27.178350393723882,22.597173938378283,8.192664859328147,8.185129801917618,26.438877548605056,7.407803458047016
2026-08-06,202608060404,その他,5頭,3まくり,non1-specialized,0.23720025349710502,0.1360453513056535,13.60453513056535,23.720025349710504,11.677158753902694,14.840636817390571,17.141909818861752,19.015734129569115
2026-08-06,202608060405,その他,1逃げ,3まくり差し,non1-specialized,0.17935330219958473,0.3694236178062848,36.94236178062848,16.725604920047616,17.935330219958473,2.7101631683344585,16.477676759559404,9.20886315147156
2026-08-06,202608060406,その他,5頭,1逃げ,1-gate,0.44603238795011113,0.44603238795011113,44.603238795011116,0,0,0,0,0
2026-08-06,202608060407,5頭,5頭,3まくり差し,non1-specialized,0.2781935200946459,0.3009800488766847,30.098004887668473,12.27066854818151,27.819352009464588,0.45345999513267954,14.981913268736676,14.376601290816065
2026-08-06,202608060408,その他,1逃げ,1逃げ,1-gate,0.6746356790123158,0.6746356790123158,67.46356790123158,0,0,0,0,0
2026-08-06,202608060409,その他,1逃げ,4カド,non1-specialized,0.2618113407076789,0.39895769996263614,39.89576999626362,10.178484063581015,6.489961190026274,26.181134070767893,4.51807901610262,12.736571663258585
2026-08-06,202608060410,4カド,1逃げ,1逃げ,1-gate,0.6211796819183745,0.6211796819183745,62.11796819183745,0,0,0,0,0
2026-08-06,202608060411,1逃げ,1逃げ,1逃げ,1-gate,0.6906916872764368,0.6906916872764368,69.06916872764369,0,0,0,0,0
2026-08-06,202608060901,1逃げ,1逃げ,1逃げ,1-gate,0.7620198594856055,0.7620198594856055,76.20198594856055,0,0,0,0,0
2026-08-06,202608060902,3まくり差し,1逃げ,1逃げ,1-gate,0.7397113752934339,0.7397113752934339,73.9711375293434,0,0,0,0,0
2026-08-06,202608060903,1逃げ,1逃げ,1逃げ,1-gate,0.47668550837661794,0.47668550837661794,47.6685508376618,0,0,0,0,0
2026-08-06,202608060904,3まくり,1逃げ,4カド,non1-specialized,0.37501737573743066,0.15268861014745763,15.268861014745763,8.503761274682894,12.554296359550355,37.501737573743064,6.926181251964195,19.245162525313727
2026-08-06,202608060905,1逃げ,1逃げ,1逃げ,1-gate,0.6875696341728286,0.6875696341728286,68.75696341728286,0,0,0,0,0
2026-08-06,202608060906,その他,1逃げ,その他,non1-specialized,0.19232858876334813,0.2182284967396523,21.82284967396523,17.106071077096566,9.161398354888922,17.480171595039153,15.19665042267532,19.232858876334813
2026-08-06,202608060907,1逃げ,5頭,3まくり差し,non1-specialized,0.2123792951189467,0.3231501703315081,32.31501703315081,19.79053922578899,21.23792951189467,6.914527989092909,5.292509007780876,14.449477232291747
2026-08-06,202608060908,その他,5頭,その他,non1-specialized,0.3357126602197005,0.14984535193855197,14.984535193855198,27.733800318446946,13.275748059407375,6.7610053595818425,3.6736450467385904,33.57126602197005
2026-08-06,202608060909,その他,1逃げ,1逃げ,1-gate,0.45066154591052676,0.45066154591052676,45.06615459105268,0,0,0,0,0
2026-08-06,202608060910,その他,1逃げ,1逃げ,1-gate,0.440203240993069,0.440203240993069,44.020324099306904,0,0,0,0,0
2026-08-06,202608060911,1逃げ,1逃げ,1逃げ,1-gate,0.5236285761096818,0.5236285761096818,52.362857610968184,0,0,0,0,0
2026-08-06,202608060912,1逃げ,1逃げ,1逃げ,1-gate,0.6638895596333844,0.6638895596333844,66.38895596333843,0,0,0,0,0
2026-08-06,202608061001,1逃げ,1逃げ,1逃げ,1-gate,0.7702560484010755,0.7702560484010755,77.02560484010755,0,0,0,0,0
2026-08-06,202608061002,その他,1逃げ,その他,non1-specialized,0.2370034501496098,0.3946613579806156,39.46613579806156,2.7966063311059153,2.886442104869607,21.59458741458307,9.555883336418871,23.70034501496098
2026-08-06,202608061003,3まくり差し,1逃げ,1逃げ,1-gate,0.5871288895218032,0.5871288895218032,58.71288895218032,0,0,0,0,0
2026-08-06,202608061004,3まくり差し,1逃げ,1逃げ,1-gate,0.5938259531156943,0.5938259531156943,59.38259531156943,0,0,0,0,0
2026-08-06,202608061005,1逃げ,1逃げ,1逃げ,1-gate,0.4574398317290806,0.4574398317290806,45.74398317290806,0,0,0,0,0
2026-08-06,202608061006,5頭,5頭,5頭,non1-specialized,0.4579733093440096,0.3785493072311493,37.85493072311493,5.934386257378939,3.6450495710450497,1.041424481045131,45.79733093440096,5.726878033014991
2026-08-06,202608061007,その他,5頭,5頭,non1-specialized,0.38722019566648086,0.2528230022588718,25.282300225887177,10.521583161044243,2.8492341379831623,5.993694376689309,38.722019566648086,16.631168531748024
2026-08-06,202608061008,その他,1逃げ,その他,non1-specialized,0.17177667379710557,0.33981366216106407,33.98136621610641,13.89419600430444,13.562505648240567,12.769275062010681,8.614989689627347,17.177667379710556
2026-08-06,202608061009,その他,5頭,4カド,non1-specialized,0.2620420374136156,0.11375922466354538,11.375922466354538,14.834053622957219,5.954633980959233,26.20420374136156,24.786734064427197,16.844452123940247
2026-08-06,202608061010,1逃げ,5頭,5頭,non1-specialized,0.31781502100662795,0.23346922603264272,23.34692260326427,19.192457195958525,4.000088715611845,15.244663421743903,31.781502100662795,6.434365962758645
2026-08-06,202608061011,5頭,1逃げ,1逃げ,1-gate,0.4138569361805824,0.4138569361805824,41.38569361805824,0,0,0,0,0
2026-08-06,202608061012,1逃げ,1逃げ,1逃げ,1-gate,0.8584193123730562,0.8584193123730562,85.84193123730563,0,0,0,0,0
2026-08-06,202608061201,1逃げ,1逃げ,その他,non1-specialized,0.24591052027385135,0.2758865176525572,27.58865176525572,21.94604497175181,6.968368509553679,6.391574077719096,12.514308648334568,24.591052027385135
2026-08-06,202608061202,1逃げ,5頭,1逃げ,1-gate,0.40453731747019145,0.40453731747019145,40.45373174701915,0,0,0,0,0
2026-08-06,202608061203,その他,1逃げ,4カド,non1-specialized,0.2643529540537976,0.23851867546539854,23.851867546539854,12.746393068643917,7.227218519194464,26.43529540537976,12.89748374749128,16.84174171275074
2026-08-06,202608061205,1逃げ,1逃げ,1逃げ,1-gate,0.5492077128910453,0.5492077128910453,54.92077128910453,0,0,0,0,0
2026-08-06,202608061206,その他,1逃げ,その他,non1-specialized,0.28443855735765483,0.19555905296759807,19.555905296759807,8.370141369255906,5.6773230543094515,21.846426877378924,16.106347666530425,28.44385573576548
2026-08-06,202608061207,その他,1逃げ,3まくり,non1-specialized,0.3694537125223469,0.3507208802247721,35.07208802247721,36.945371252234686,14.824753113092209,2.8047930951862865,3.6536051129193123,6.699389404090299
2026-08-06,202608061208,5頭,1逃げ,5頭,non1-specialized,0.19520906021223614,0.3144537700503944,31.445377005039436,15.376761355192176,8.879598261926638,9.406967906188916,19.520906021223613,15.370389450429206
2026-08-06,202608061209,5頭,5頭,3まくり,non1-specialized,0.28953602008349516,0.21365380360958672,21.36538036095867,28.953602008349517,15.904226127214846,3.986485016434128,22.402561320416716,7.387745166626117
2026-08-06,202608061210,4カド,1逃げ,1逃げ,1-gate,0.7082545957651339,0.7082545957651339,70.8254595765134,0,0,0,0,0
2026-08-06,202608061211,3まくり差し,1逃げ,1逃げ,1-gate,0.663076984587115,0.663076984587115,66.3076984587115,0,0,0,0,0
2026-08-06,202608061212,1逃げ,1逃げ,1逃げ,1-gate,0.7895140271106468,0.7895140271106468,78.95140271106467,0,0,0,0,0
2026-08-06,202608061401,1逃げ,1逃げ,1逃げ,1-gate,0.49777477994395186,0.49777477994395186,49.777477994395184,0,0,0,0,0
2026-08-06,202608061402,その他,1逃げ,1逃げ,1-gate,0.5752153154236332,0.5752153154236332,57.52153154236333,0,0,0,0,0
2026-08-06,202608061403,1逃げ,1逃げ,1逃げ,1-gate,0.6078656846890332,0.6078656846890332,60.786568468903326,0,0,0,0,0
2026-08-06,202608061404,1逃げ,1逃げ,1逃げ,1-gate,0.45720137059372956,0.45720137059372956,45.72013705937296,0,0,0,0,0
2026-08-06,202608061405,その他,1逃げ,その他,non1-specialized,0.24773093775488728,0.2575375508190513,25.753755081905126,11.0019250768787,20.931937319193334,13.448028365104495,4.091260381429616,24.77309377548873
2026-08-06,202608061406,1逃げ,5頭,4カド,non1-specialized,0.5208032025084427,0.15230115008068051,15.23011500806805,3.270963366579703,3.7116853404626253,52.08032025084427,8.63600173949011,17.070914294555234
2026-08-06,202608061407,その他,1逃げ,1逃げ,1-gate,0.4471481934609719,0.4471481934609719,44.71481934609719,0,0,0,0,0
2026-08-06,202608061408,1逃げ,1逃げ,1逃げ,1-gate,0.5774799927879,0.5774799927879,57.74799927879,0,0,0,0,0
2026-08-06,202608061409,3まくり差し,1逃げ,1逃げ,1-gate,0.6563692821039588,0.6563692821039588,65.63692821039588,0,0,0,0,0
2026-08-06,202608061410,5頭,5頭,5頭,non1-specialized,0.36338776712223153,0.2178546463108182,21.78546463108182,12.243149164755247,7.962215636679282,6.615076189570486,36.33877671222315,15.055317665690021
2026-08-06,202608061411,3まくり差し,5頭,5頭,non1-specialized,0.2675429997980752,0.3152915433905728,31.529154339057282,10.980768092989408,25.34854559454802,1.797739870050274,26.754299979807524,3.5894921235475117
2026-08-06,202608061412,1逃げ,1逃げ,1逃げ,1-gate,0.7354807818826687,0.7354807818826687,73.54807818826687,0,0,0,0,0
2026-08-06,202608061701,1逃げ,1逃げ,1逃げ,1-gate,0.7431702321184341,0.7431702321184341,74.31702321184342,0,0,0,0,0
2026-08-06,202608061702,1逃げ,1逃げ,1逃げ,1-gate,0.4132142332899625,0.4132142332899625,41.32142332899625,0,0,0,0,0
2026-08-06,202608061704,1逃げ,1逃げ,1逃げ,1-gate,0.722886113964643,0.722886113964643,72.28861139646429,0,0,0,0,0
2026-08-06,202608061705,1逃げ,1逃げ,1逃げ,1-gate,0.7387211809125185,0.7387211809125185,73.87211809125185,0,0,0,0,0
2026-08-06,202608061706,3まくり差し,5頭,1逃げ,1-gate,0.4622617494973883,0.4622617494973883,46.22617494973883,0,0,0,0,0
2026-08-06,202608061707,1逃げ,1逃げ,3まくり差し,non1-specialized,0.1906510630991534,0.39790625661355195,39.79062566135519,14.348429548578656,19.06510630991534,10.67939891647729,4.540419662700499,11.576019900973026
2026-08-06,202608061708,3まくり,1逃げ,1逃げ,1-gate,0.468171701283904,0.468171701283904,46.8171701283904,0,0,0,0,0
2026-08-06,202608061709,1逃げ,1逃げ,1逃げ,1-gate,0.569348791652514,0.569348791652514,56.934879165251395,0,0,0,0,0
2026-08-06,202608061710,その他,5頭,1逃げ,1-gate,0.4984699269604397,0.4984699269604397,49.84699269604397,0,0,0,0,0
2026-08-06,202608061711,1逃げ,1逃げ,1逃げ,1-gate,0.6905744749357817,0.6905744749357817,69.05744749357817,0,0,0,0,0
2026-08-06,202608061712,その他,1逃げ,1逃げ,1-gate,0.6132383153284422,0.6132383153284422,61.32383153284422,0,0,0,0,0
2026-08-06,202608061801,1逃げ,1逃げ,1逃げ,1-gate,0.6446932121411206,0.6446932121411206,64.46932121411206,0,0,0,0,0
2026-08-06,202608061802,3まくり差し,1逃げ,1逃げ,1-gate,0.6730611758011499,0.6730611758011499,67.30611758011499,0,0,0,0,0
2026-08-06,202608061803,その他,1逃げ,1逃げ,1-gate,0.6592929306404364,0.6592929306404364,65.92929306404363,0,0,0,0,0
2026-08-06,202608061804,その他,1逃げ,1逃げ,1-gate,0.643015294713835,0.643015294713835,64.3015294713835,0,0,0,0,0
2026-08-06,202608061805,1逃げ,1逃げ,1逃げ,1-gate,0.6261291159464882,0.6261291159464882,62.61291159464882,0,0,0,0,0
2026-08-06,202608061806,5頭,1逃げ,1逃げ,1-gate,0.5880827664117119,0.5880827664117119,58.80827664117119,0,0,0,0,0
2026-08-06,202608061807,5頭,1逃げ,1逃げ,1-gate,0.6436919745399583,0.6436919745399583,64.36919745399582,0,0,0,0,0
2026-08-06,202608061808,1逃げ,1逃げ,1逃げ,1-gate,0.6927321212158384,0.6927321212158384,69.27321212158384,0,0,0,0,0
2026-08-06,202608061809,3まくり,1逃げ,1逃げ,1-gate,0.6681151614012609,0.6681151614012609,66.81151614012609,0,0,0,0,0
2026-08-06,202608061810,1逃げ,1逃げ,1逃げ,1-gate,0.7436474352642886,0.7436474352642886,74.36474352642885,0,0,0,0,0
2026-08-06,202608061811,1逃げ,1逃げ,1逃げ,1-gate,0.5466547981204246,0.5466547981204246,54.66547981204246,0,0,0,0,0
2026-08-06,202608061812,1逃げ,1逃げ,1逃げ,1-gate,0.7315188125690807,0.7315188125690807,73.15188125690807,0,0,0,0,0
2026-08-06,202608061901,1逃げ,1逃げ,5頭,non1-specialized,0.403677084716979,0.1515321330974306,15.15321330974306,2.0581900965037683,6.563772601962187,8.342860749280256,40.3677084716979,27.514254770812823
2026-08-06,202608061902,3まくり差し,1逃げ,3まくり差し,non1-specialized,0.35837957885478317,0.29033637900418985,29.033637900418984,19.833101147581004,35.83795788547832,1.8489526728942667,2.3393459574192574,11.107004436208168
2026-08-06,202608061903,その他,1逃げ,1逃げ,1-gate,0.5055379509178651,0.5055379509178651,50.55379509178651,0,0,0,0,0
2026-08-06,202608061904,その他,1逃げ,5頭,non1-specialized,0.2769351721725411,0.32566557988225187,32.566557988225185,9.282347716949209,12.572082186802275,1.8262089853041543,27.69351721725411,16.059285905465064
2026-08-06,202608061905,1逃げ,1逃げ,1逃げ,1-gate,0.6316263632369727,0.6316263632369727,63.16263632369727,0,0,0,0,0
2026-08-06,202608061907,1逃げ,1逃げ,1逃げ,1-gate,0.789859818226395,0.789859818226395,78.9859818226395,0,0,0,0,0
2026-08-06,202608061908,1逃げ,1逃げ,1逃げ,1-gate,0.6562058518297597,0.6562058518297597,65.62058518297597,0,0,0,0,0
2026-08-06,202608061909,1逃げ,1逃げ,1逃げ,1-gate,0.718680841419329,0.718680841419329,71.8680841419329,0,0,0,0,0
2026-08-06,202608061910,1逃げ,1逃げ,1逃げ,1-gate,0.7570854971294232,0.7570854971294232,75.70854971294231,0,0,0,0,0
2026-08-06,202608061911,その他,1逃げ,1逃げ,1-gate,0.5508543181479059,0.5508543181479059,55.08543181479059,0,0,0,0,0
2026-08-06,202608061912,1逃げ,1逃げ,1逃げ,1-gate,0.6519707238885077,0.6519707238885077,65.19707238885077,0,0,0,0,0
2026-08-06,202608062401,その他,その他,その他,non1-specialized,0.23643594013592373,0.28013631291806457,28.01363129180646,8.498955859873895,6.836260960972967,9.994339870123035,23.013218003631273,23.643594013592374
2026-08-06,202608062402,1逃げ,5頭,1逃げ,1-gate,0.5074044314152206,0.5074044314152206,50.740443141522064,0,0,0,0,0
2026-08-06,202608062403,その他,1逃げ,1逃げ,1-gate,0.5493105465574332,0.5493105465574332,54.93105465574332,0,0,0,0,0
2026-08-06,202608062404,その他,1逃げ,その他,non1-specialized,0.2074147970829306,0.35490744894016757,35.49074489401676,8.78982970877355,13.401102526495205,16.202542771542387,5.374300390879046,20.74147970829306
2026-08-06,202608062405,4カド,1逃げ,1逃げ,1-gate,0.4205542194594473,0.4205542194594473,42.05542194594473,0,0,0,0,0
2026-08-06,202608062406,4カド,1逃げ,4カド,non1-specialized,0.20231576518637093,0.15113537784350742,15.113537784350742,15.558773847114843,17.5357562772768,20.23157651863709,20.061301967446774,11.499053605173753
2026-08-06,202608062407,5頭,1逃げ,1逃げ,1-gate,0.7129424228598511,0.7129424228598511,71.2942422859851,0,0,0,0,0
2026-08-06,202608062408,1逃げ,1逃げ,1逃げ,1-gate,0.7079140083005632,0.7079140083005632,70.79140083005632,0,0,0,0,0
2026-08-06,202608062409,5頭,1逃げ,1逃げ,1-gate,0.5380630021482943,0.5380630021482943,53.80630021482943,0,0,0,0,0
2026-08-06,202608062410,1逃げ,1逃げ,1逃げ,1-gate,0.5694048216818124,0.5694048216818124,56.94048216818124,0,0,0,0,0
2026-08-06,202608062411,その他,1逃げ,1逃げ,1-gate,0.6727934195668742,0.6727934195668742,67.27934195668742,0,0,0,0,0
2026-08-06,202608062412,1逃げ,1逃げ,1逃げ,1-gate,0.7441673597405527,0.7441673597405527,74.41673597405527,0,0,0,0,0
2026-08-07,202608070201,1逃げ,5頭,3まくり,non1-specialized,0.35217414647670264,0.26061157340831426,26.061157340831425,35.21741464767027,1.7977433755534127,17.388599819930565,8.743247634282964,10.791837181731346
2026-08-07,202608070202,3まくり,1逃げ,1逃げ,1-gate,0.49221207032475706,0.49221207032475706,49.221207032475704,0,0,0,0,0
2026-08-07,202608070203,3まくり差し,5頭,3まくり,non1-specialized,0.25541312403656163,0.3030487363523549,30.30487363523549,25.541312403656164,8.205104360900394,1.0935826893214455,24.088241325732522,10.766885585154
2026-08-07,202608070204,その他,5頭,3まくり,non1-specialized,0.3924449256585564,0.09691651520432604,9.691651520432604,39.24449256585564,8.288770753091507,3.7831522368042916,16.374280381019762,22.617652542796197
2026-08-07,202608070205,1逃げ,1逃げ,3まくり,non1-specialized,0.27989815738794194,0.35213075331461285,35.21307533146128,27.989815738794192,5.585846666867572,22.34697437045228,1.4420009565311558,7.422286935893514
2026-08-07,202608070206,1逃げ,5頭,4カド,non1-specialized,0.4275798448329835,0.26381838221461323,26.381838221461322,6.759245130835069,0.7650137794724643,42.75798448329835,8.124702766572558,15.211215618360235
2026-08-07,202608070207,1逃げ,1逃げ,1逃げ,1-gate,0.5224961862620783,0.5224961862620783,52.24961862620783,0,0,0,0,0
2026-08-07,202608070208,3まくり,5頭,5頭,non1-specialized,0.414889461156258,0.39709958974112425,39.709958974112425,5.007216752718231,2.6930500419500887,0.770005922667697,41.4889461156258,10.330822192925766
2026-08-07,202608070209,その他,1逃げ,5頭,non1-specialized,0.3532005862671441,0.25624640974753465,25.624640974753465,12.994895310360361,4.227805302593635,9.551237883191495,35.32005862671441,12.281361902386633
2026-08-07,202608070210,その他,1逃げ,4カド,non1-specialized,0.38255881129573804,0.25993382393213627,25.993382393213626,8.702686908187966,3.3157666929146714,38.2558811295738,13.5375340095234,10.194748866586533
2026-08-07,202608070211,その他,1逃げ,1逃げ,1-gate,0.8019085735485868,0.8019085735485868,80.19085735485868,0,0,0,0,0
2026-08-07,202608070212,4カド,1逃げ,1逃げ,1-gate,0.6515714240628099,0.6515714240628099,65.15714240628098,0,0,0,0,0
2026-08-07,202608070401,5頭,1逃げ,1逃げ,1-gate,0.5242377318812163,0.5242377318812163,52.42377318812162,0,0,0,0,0
2026-08-07,202608070402,5頭,1逃げ,5頭,non1-specialized,0.3878303101694361,0.32668024646905847,32.66802464690585,6.355589062962179,6.739196745891171,2.8841379674947163,38.78303101694361,12.570020559802478
2026-08-07,202608070403,3まくり,1逃げ,1逃げ,1-gate,0.5589058151873978,0.5589058151873978,55.89058151873978,0,0,0,0,0
2026-08-07,202608070404,1逃げ,1逃げ,5頭,non1-specialized,0.2464994212524321,0.2957735151374814,29.57735151374814,12.060715139806927,8.789139261351169,10.435832285475973,24.64994212524321,14.48701967437457
2026-08-07,202608070405,その他,1逃げ,その他,non1-specialized,0.3011332931386964,0.2648166008895235,26.481660088952353,4.023793508916165,5.290107082982372,10.649664807589808,23.441445197689664,30.11332931386964
2026-08-07,202608070406,1逃げ,1逃げ,1逃げ,1-gate,0.48468310538106774,0.48468310538106774,48.46831053810677,0,0,0,0,0
2026-08-07,202608070407,1逃げ,1逃げ,1逃げ,1-gate,0.750982533577789,0.750982533577789,75.0982533577789,0,0,0,0,0
