actual_combo,combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,payout100,race_code,return,stake,train_pair_count
2-3-5,3-4-2,0.006330854731987057,2026-08-03,0.6514449519214682,0,0.02834415153948029,3まくり心理,102.9,0.07736505372364555,0,202608030102,0,400,26
2-3-5,3-4-6,0.0060799692141852504,2026-08-03,0.7569561671660637,0,0.023426611995281295,3まくり心理,124.5,0.07429915308543436,0,202608030102,0,400,25
2-3-5,3-2-4,0.005677113856358288,2026-08-03,0.255470123536123,0,0.06481362652027826,3まくり心理,45.0,0.06937613277923961,0,202608030102,0,400,23
2-3-5,3-1-5,0.005368928113905692,2026-08-03,0.5181015629918994,0,0.030223970916191934,3まくり心理,96.5,0.06561000521336145,0,202608030102,0,400,22
2-3-5,3-4-1,0.005343752007406935,2026-08-03,0.9068347156569567,0,0.01718687798121698,3まくり心理,169.7,0.06530234520309657,0,202608030102,0,400,22
2-3-5,3-4-5,0.0048628760950591874,2026-08-03,0.7804916132569996,0,0.018172044818769603,3まくり心理,160.5,0.059425888963274796,0,202608030102,0,300,20
2-3-5,3-2-1,0.004753525518581635,2026-08-03,0.1601938099762011,0,0.08654638556120241,3まくり心理,33.7,0.05808959021973339,0,202608030102,0,300,19
2-3-5,3-1-2,0.004720178736535226,2026-08-03,0.19871952480813304,0,0.06927822312143757,3まくり心理,42.1,0.05768208196156785,0,202608030102,0,300,19
2-3-5,3-5-2,0.004677092065460769,2026-08-03,0.29044741726511375,0,0.04696639602918714,3まくり心理,62.1,0.05715554916883037,0,202608030102,0,300,19
2-3-5,3-1-4,0.004395519433842625,2026-08-03,0.4901004168734526,0,0.026157965860201988,3まくり心理,111.5,0.05371464226218766,0,202608030102,0,300,18
2-3-5,3-5-1,0.004390244879451395,2026-08-03,0.5465854874916987,0,0.023426611995281295,3まくり心理,124.5,0.05365018553381195,0,202608030102,0,300,18
2-3-5,3-1-6,0.003439494630940937,2026-08-03,0.3226245963822599,0,0.031093957285847778,3まくり心理,93.8,0.0420317158061557,0,202608030102,0,300,14
2-3-5,3-5-4,0.003411578225578314,2026-08-03,0.5980496629438785,0,0.016637839095336688,3まくり心理,175.3,0.04169056847422624,0,202608030102,0,300,14
2-3-5,3-6-1,0.0031910944240474593,2026-08-03,0.33889422783384016,0,0.027463401067914513,3まくり心理,106.2,0.03899618645587999,0,202608030102,0,200,13
2-3-5,3-5-6,0.0024771052758556767,2026-08-03,0.22071008007874077,0,0.032734154808221345,3まくり心理,89.1,0.030271012502848884,0,202608030102,0,200,10
2-3-5,3-6-4,0.002464001436888884,2026-08-03,0.27695376150631057,0,0.025948515955627412,3まくり心理,112.4,0.03011087943258118,0,202608030102,0,200,10
3-1-5,3-1-5,0.020329202766607133,2026-08-03,1.929241342551017,1,0.040423412089135725,3まくり差し心理,94.9,0.20161539289108976,11700,202608030105,93600,800,65
3-1-5,3-1-4,0.01639415088053057,2026-08-03,0.7410156197999818,0,0.08487127892165885,3まくり差し心理,45.2,0.16258941429436194,0,202608030105,0,700,52
3-1-5,3-1-2,0.015099619359158111,2026-08-03,0.8923875041262443,0,0.0649100136592044,3まくり差し心理,59.1,0.14975086453479516,0,202608030105,0,700,48
3-1-5,3-1-6,0.009567514119174864,2026-08-03,0.3951383331219218,0,0.09288575804501165,3まくり差し心理,41.3,0.09488606809987683,0,202608030105,0,400,30
3-1-5,3-4-1,0.004853223135119859,2026-08-03,0.2504263137721847,0,0.0743446086678097,3まくり差し心理,51.6,0.048131965646118754,0,202608030105,0,300,15
3-1-5,3-2-4,0.004495943188804261,2026-08-03,0.30887129707085276,0,0.05583961873739418,3まくり差し心理,68.7,0.04458863256141714,0,202608030105,0,300,14
3-1-5,3-2-1,0.004191304190559441,2026-08-03,0.27494955490069933,0,0.05847838120821617,3まくり差し心理,65.6,0.041567367437239905,0,202608030105,0,300,13
3-1-5,3-2-6,0.003573229516238084,2026-08-03,0.227614720184366,0,0.06022263433687567,3まくり差し心理,63.7,0.035437595909552484,0,202608030105,0,200,11
3-1-5,3-2-5,0.0034858004707876977,2026-08-03,0.5326303119363602,0,0.025105901879967148,3まくり差し心理,152.8,0.034570516095801654,0,202608030105,0,200,11
3-1-5,3-4-2,0.003249310913199432,2026-08-03,0.22615203955868043,0,0.05511755470199685,3まくり差し心理,69.6,0.03222512480745671,0,202608030105,0,200,10
3-1-5,3-5-1,0.0025416605681744205,2026-08-03,0.46690304637364105,0,0.02088286231496451,3まくり差し心理,183.7,0.025206984254690486,0,202608030105,0,200,8
3-1-5,3-5-2,0.0025377841299504557,2026-08-03,0.5037501497951654,0,0.019325852933294613,3まくり差し心理,198.5,0.02516853957859987,0,202608030105,0,200,8
3-1-5,3-5-4,0.002534236688599127,2026-08-03,0.5430869223667929,0,0.017900988367984042,3まくり差し心理,214.3,0.02513335773748109,0,202608030105,0,200,8
3-1-5,3-6-1,0.002339791984375924,2026-08-03,0.13851568547505472,0,0.06480036836586114,3まくり差し心理,59.2,0.0232049473670583,0,202608030105,0,200,7
3-1-5,3-4-5,0.000991091776653964,2026-08-03,0.1647194532798888,0,0.023081719658597958,3まくり差し心理,166.2,0.009829178263175259,0,202608030105,0,100,3
1-3-5,3-1-5,0.014672552291270008,2026-08-03,0.7761780162081834,0,0.11211058748488037,3まくり差し心理,52.9,0.20338544660456498,0,202608030402,0,700,65
1-3-5,3-1-4,0.011766590701813922,2026-08-03,0.660105738371761,0,0.10571568766399593,3まくり差し心理,56.1,0.16310409105343202,0,202608030402,0,600,52
1-3-5,3-1-2,0.010873306045944503,2026-08-03,0.6186911140142421,0,0.10422935110632991,3まくり差し心理,56.9,0.15072171237299584,0,202608030402,0,600,48
1-3-5,3-1-6,0.006837451462045134,2026-08-03,0.458109247957024,0,0.08851716534253988,3まくり差し心理,67.0,0.09477820161339608,0,202608030402,0,400,30
1-3-5,3-4-1,0.003431353249583158,2026-08-03,0.39632130032685475,0,0.05134761972251231,3まくり差し心理,115.5,0.047564138758580565,0,202608030402,0,300,15
1-3-5,3-2-4,0.003198242932766013,2026-08-03,0.4170508784326881,0,0.045480445383053465,3まくり差し心理,130.4,0.04433285050328528,0,202608030402,0,200,14
1-3-5,3-2-1,0.0029764628744249674,2026-08-03,0.3839637108008208,0,0.04597403161201683,3まくり差し心理,129.0,0.04125861806449425,0,202608030402,0,200,13
1-3-5,3-2-5,0.002538100706231516,2026-08-03,0.30178017397092727,0,0.049879311000421964,3まくり差し心理,118.9,0.03518220520988697,0,202608030402,0,200,11
1-3-5,3-2-6,0.0025058656639363355,2026-08-03,0.46759453289052016,0,0.031782690664256014,3まくり差し心理,186.6,0.034735375078129786,0,202608030402,0,200,11
1-3-5,3-4-2,0.002294529130357687,2026-08-03,0.3567992797706203,0,0.03813922879710721,3まくり差し心理,155.5,0.031805906883879194,0,202608030402,0,200,10
1-3-5,3-5-1,0.0018627245419435725,2026-08-03,0.24159537309008133,0,0.04572590653778082,3まくり差し心理,129.7,0.02582039275401929,0,202608030402,0,200,8
1-3-5,3-5-2,0.0018439692031310098,2026-08-03,0.31070881072757517,0,0.03519673636765681,3まくり差し心理,168.5,0.025560413243645854,0,202608030402,0,200,8
1-3-5,3-5-4,0.0018300466209975833,2026-08-03,0.3963880981080765,0,0.027380655946215013,3まくり差し心理,216.6,0.025367423603610256,0,202608030402,0,200,8
1-3-5,3-6-1,0.0016199984731587824,2026-08-03,0.27880173723062646,0,0.03446048854125608,3まくり差し心理,172.1,0.02245581453188287,0,202608030402,0,200,7
1-3-5,3-4-6,0.0009533321201736153,2026-08-03,0.16063646224925418,0,0.03519673636765681,3まくり差し心理,168.5,0.013214734231300172,0,202608030402,0,100,4
1-3-5,3-6-4,0.0009359183250102586,2026-08-03,0.21834974522489334,0,0.025420703291685262,3まくり差し心理,233.3,0.012973350698560133,0,202608030402,0,100,4
1-3-5,3-5-6,0.0007271936965842631,2026-08-03,0.12973135547063255,0,0.033243554248599615,3まくり差し心理,178.4,0.010080087759224683,0,202608030402,0,100,3
1-3-5,3-4-5,0.0007254539480773123,2026-08-03,0.13333843565661002,0,0.03226686658297155,3まくり差し心理,183.8,0.01005597201439436,0,202608030402,0,100,3
1-3-5,3-6-2,0.0005041060415951869,2026-08-03,0.09058785567465508,0,0.03300306109042945,3まくり差し心理,179.7,0.006987729903467395,0,202608030402,0,100,2
1-3-5,3-6-5,4.4405690504132706e-05,2026-08-03,0.010564113770933171,0,0.024929172248634602,3まくり差し心理,237.9,0.0006155351172502371,0,202608030402,0,100,0
5-4-3,3-1-5,0.016807835695793534,2026-08-03,0.41683432525567965,0,0.10932630082047229,3まくり差し心理,24.8,0.20331669878569072,0,202608030403,0,1000,65
5-4-3,3-1-4,0.013436987454958874,2026-08-03,0.4393894897771552,0,0.08291413640207072,3まくり差し心理,32.7,0.16254108978770548,0,202608030403,0,800,52
5-4-3,3-1-2,0.01231003754662383,2026-08-03,1.083283304102897,0,0.0308101393221331,3まくり差し心理,88.0,0.14890889232894158,0,202608030403,0,800,48
5-4-3,3-1-6,0.0077160963988398765,2026-08-03,0.6929054566158209,0,0.030192564146411055,3まくり差し心理,89.8,0.0933380880036151,0,202608030403,0,500,30
5-4-3,3-4-1,0.003929530773655486,2026-08-03,0.21258761485476177,0,0.05011630795467121,3まくり差し心理,54.1,0.047533735998880784,0,202608030403,0,300,15
5-4-3,3-2-4,0.003624443122435543,2026-08-03,0.3831036380414369,0,0.02565082554728205,3まくり差し心理,105.7,0.043843230260426726,0,202608030403,0,300,14
5-4-3,3-2-1,0.003345730268794187,2026-08-03,0.6430493576622427,0,0.014106619460706103,3まくり差し心理,192.2,0.040471768381745835,0,202608030403,0,300,13
5-4-3,3-2-5,0.0028652638218857524,2026-08-03,0.27048090478601505,0,0.02872131631724272,3まくり差し心理,94.4,0.03465978558808007,0,202608030403,0,300,11
5-4-3,3-2-6,0.0028419557090710625,2026-08-03,0.4453344596114355,0,0.01730243944063633,3まくり差し心理,156.7,0.034377838010879916,0,202608030403,0,300,11
5-4-3,3-4-2,0.002609318523553008,2026-08-03,0.2497117827040229,0,0.02833116259506492,3まくり差し心理,95.7,0.03156373240975469,0,202608030403,0,200,10
5-4-3,3-5-4,0.002293897584736294,2026-08-03,0.05023635710572484,0,0.12380329955925631,3まくり差し心理,21.9,0.027748229618747077,0,202608030403,0,200,8
5-2-1,3-1-5,0.013696085965087161,2026-08-03,0.37527275544338823,0,0.07266529342516583,3まくり差し心理,27.4,0.2024114887265473,0,202608030407,0,1400,65
5-2-1,3-1-4,0.01103858808511366,2026-08-03,0.20531773838311407,0,0.10704457203492167,3まくり差し心理,18.6,0.16313690301320793,0,202608030407,0,1100,52
5-2-1,3-1-2,0.010228458503652452,2026-08-03,0.16672387360953497,0,0.12214902084966524,3まくり差し心理,16.3,0.15116417335431273,0,202608030407,0,1100,48
5-2-1,3-4-1,0.0032082205326096984,2026-08-03,0.14116170343482673,0,0.04525065999658053,3まくり差し心理,44.0,0.04741359654312544,0,202608030407,0,400,15
5-2-1,3-2-4,0.0029595461515729738,2026-08-03,0.27523779209628657,0,0.02140891440698434,3まくり差し心理,93.0,0.0437384917137527,0,202608030407,0,400,14
5-2-1,3-2-5,0.0023231407979874266,2026-08-03,0.29852359254138433,0,0.015494389415171544,3まくり差し心理,128.5,0.034333194800374604,0,202608030407,0,300,11
5-2-1,3-5-2,0.0016889573211652511,2026-08-03,0.3082347111126583,0,0.010909748163559142,3まくり差し心理,182.5,0.024960734522557017,0,202608030407,0,300,8
1-3-4,3-1-5,0.01271201005690569,2026-08-03,0.43602194495186514,0,0.11086246972114631,3まくり差し心理,34.3,0.20335462888200362,0,202608030411,0,1000,65
1-3-4,3-1-4,0.010295911334296215,2026-08-03,0.22959882275480561,0,0.17051940410023847,3まくり差し心理,22.3,0.16470418281728982,0,202608030411,0,800,52
1-3-4,3-1-2,0.009365218033706607,2026-08-03,0.5272617752976819,0,0.06754143359565397,3まくり差し心理,56.3,0.14981583786655936,0,202608030411,0,700,48
1-3-4,3-1-6,0.005979911204900249,2026-08-03,0.1829852828699476,0,0.12426740887043523,3まくり差し心理,30.6,0.09566092367581322,0,202608030411,0,500,30
1-3-4,3-4-1,0.0030265416393127683,2026-08-03,0.13407579462155564,0,0.08583708152224194,3まくり差し心理,44.3,0.048415730407956596,0,202608030411,0,300,15
1-3-4,3-2-4,0.002747221505421881,2026-08-03,0.3497212976402055,0,0.029871034653851672,3まくり差し心理,127.3,0.043947432954416096,0,202608030411,0,300,14
1-3-4,3-2-1,0.0025503128849239417,2026-08-03,0.35525858486990514,0,0.027297794051940546,3まくり差し心理,139.3,0.040797476396344214,0,202608030411,0,300,13
1-3-4,3-2-6,0.002168702571684802,2026-08-03,0.27434087531812745,0,0.030059942382887887,3まくり差し心理,126.5,0.03469283808352809,0,202608030411,0,300,11
1-3-4,3-2-5,0.002160792201821979,2026-08-03,0.32952081077785184,0,0.024934968599575856,3まくり差し心理,152.5,0.03456629552097718,0,202608030411,0,200,11
1-3-4,3-4-2,0.001972876647398648,2026-08-03,0.2661410597340776,0,0.02818815946208538,3まくり差し心理,134.9,0.03156020146819964,0,202608030411,0,200,10
1-3-4,3-5-1,0.0016028401608077659,2026-08-03,0.15852089190388804,0,0.038448763512996136,3まくり差し心理,98.9,0.025640710210197436,0,202608030411,0,200,8
1-3-4,3-5-2,0.0015736089426813865,2026-08-03,0.30669638292860224,0,0.019510429509673258,3まくり差し心理,194.9,0.025173097024930206,0,202608030411,0,200,8
1-3-6,3-4-2,0.006839146456855688,2026-08-03,0.9376469792349148,0,0.015970511707897712,3まくり心理,137.1,0.07707305042378519,0,202608030501,0,500,26
1-3-6,3-4-6,0.006641086695908579,2026-08-03,0.31345929204688494,0,0.04638892277866052,3まくり心理,47.2,0.0748410365257501,0,202608030501,0,500,25
1-3-6,3-2-4,0.006071774324069466,2026-08-03,0.5422094471394033,0,0.02451911707897846,3まくり心理,89.3,0.06842522990156881,0,202608030501,0,400,23
1-3-6,3-1-5,0.005813980383104897,2026-08-03,0.48197897375939597,0,0.026412028409563044,3まくり心理,82.9,0.06552004786807229,0,202608030501,0,400,22
1-3-6,3-4-1,0.005794774854319422,2026-08-03,0.7359364064985666,0,0.017240607520888,3まくり心理,127.0,0.06530361315683511,0,202608030501,0,400,22
1-3-6,3-4-5,0.005299734757771576,2026-08-03,0.3762811678017819,0,0.030838833171165866,3まくり心理,71.0,0.0597248102223284,0,202608030501,0,400,20
1-3-6,3-5-2,0.0051066854038123366,2026-08-03,0.17566997789114436,0,0.0636499173009528,3まくり心理,34.4,0.057549260585273224,0,202608030501,0,400,19
1-3-6,3-1-2,0.00504831793493111,2026-08-03,0.30895705761778397,0,0.03577707769857478,3まくり心理,61.2,0.05689149445896341,0,202608030501,0,400,19
1-3-6,3-2-1,0.005038342825666474,2026-08-03,0.35570700349205303,0,0.0310135574384246,3まくり心理,70.6,0.05677908100149674,0,202608030501,0,400,19
1-3-6,3-5-1,0.004762985245842447,2026-08-03,0.4253345824537305,0,0.02451911707897846,3まくり心理,89.3,0.053675967364695654,0,202608030501,0,300,18
1-3-6,3-1-4,0.004760995574892925,2026-08-03,0.44229648890755274,0,0.023568968300891023,3まくり心理,92.9,0.053653544974652294,0,202608030501,0,300,18
1-3-6,3-1-6,0.0037640686291291114,2026-08-03,0.17352356380285205,0,0.04749581681459385,3まくり心理,46.1,0.04241878033780752,0,202608030501,0,300,14
1-3-6,3-5-4,0.0037020385585075587,2026-08-03,0.4534997234171759,0,0.01787393596043083,3まくり心理,122.5,0.04171973890172108,0,202608030501,0,300,14
3-2-4,3-1-5,0.009285526820710295,2026-08-03,0.5729170048378253,0,0.03214491475634829,3まくり差し心理,61.7,0.2014109855495394,0,202608030504,0,1000,65
3-2-4,3-1-4,0.007419396638081365,2026-08-03,0.8272627251460721,0,0.01778781381584475,3まくり差し心理,111.5,0.16093303243989737,0,202608030504,0,800,52
3-2-4,3-1-2,0.006860533693642339,2026-08-03,0.5069934399601689,0,0.026838176460983618,3まくり差し心理,73.9,0.1488108191718761,0,202608030504,0,700,48
3-2-4,3-1-6,0.004274769537615232,2026-08-03,1.6004737148831427,0,0.00529738579184479,3まくり差し心理,374.4,0.09272339224177394,0,202608030504,0,500,30
3-2-4,3-4-1,0.002152330681854734,2026-08-03,0.2705479667091401,0,0.015778371045876607,3まくり差し心理,125.7,0.04668588570483645,0,202608030504,0,300,15
3-2-4,3-2-4,0.0020933204235096268,2026-08-03,0.04668104544426468,1,0.08893906907922375,3まくり差し心理,22.3,0.04540590294022774,2770,202608030504,8310,300,14
3-2-4,3-2-1,0.0018998468753894356,2026-08-03,0.08568309408006355,0,0.04397652417886229,3まくり差し心理,45.1,0.041209296893305235,0,202608030504,0,300,13
3-2-4,3-2-6,0.0015818296006997027,2026-08-03,0.21481245977501964,0,0.014604869222876946,3まくり差し心理,135.8,0.034311231338836456,0,202608030504,0,200,11
3-2-4,3-4-2,0.0014671817052910388,2026-08-03,0.07482626696984299,0,0.0388890439307194,3まくり差し心理,51.0,0.03182442083779553,0,202608030504,0,200,10
3-2-4,3-5-4,0.001246873660857469,2026-08-03,0.025934972145835355,0,0.09535294425320621,3まくり差し心理,20.8,0.0270457517099557,0,202608030504,0,200,8
3-2-4,3-6-1,0.000999657289903004,2026-08-03,0.6237861488994746,0,0.003178431475106874,3まくり差し心理,624.0,0.021683418061113745,0,202608030504,0,200,7
3-2-4,3-4-6,0.0005781457487154151,2026-08-03,0.14534584122705538,0,0.007889185522938304,3まくり差し心理,251.4,0.012540473716615756,0,202608030504,0,200,4
3-2-4,3-6-5,4.689858369253333e-06,2026-08-03,0.0022576978189585545,0,0.004119944413100726,3まくり差し心理,481.4,0.00010172702254569691,0,202608030504,0,100,0
2-1-5,3-1-5,0.014948493263885792,2026-08-03,1.0105181446386795,0,0.055851573478831226,3まくり差し心理,67.6,0.20199633514762547,0,202608030601,0,1000,65
2-1-5,3-1-4,0.011978011986818414,2026-08-03,0.8192960198983795,0,0.05519833870130103,3まくり差し心理,68.4,0.16185674910373582,0,202608030601,0,900,52
2-1-5,3-1-2,0.011284403566407078,2026-08-03,0.24261467667775216,0,0.17560773800786003,3まくり差し心理,21.5,0.15248414167920643,0,202608030601,0,800,48
2-1-5,3-1-6,0.006924593862005692,2026-08-03,0.6599137950491425,0,0.03961769535329477,3まくり差し心理,95.3,0.09357080729267395,0,202608030601,0,500,30
2-1-5,3-4-1,0.0034545972885416313,2026-08-03,0.8363580035559289,0,0.015595069670256053,3まくり差し心理,242.1,0.04668135974494459,0,202608030601,0,300,15
2-1-5,3-2-1,0.0033382137751629105,2026-08-03,0.06242459759554642,0,0.20190194476839524,3まくり差し心理,18.7,0.04510868999428136,0,202608030601,0,300,13
2-1-5,3-2-4,0.0033367854927881927,2026-08-03,0.16550456044229436,0,0.07612028966066514,3まくり差し心理,49.6,0.045089389868164576,0,202608030601,0,300,14
2-1-5,3-2-6,0.0026586376943470843,2026-08-03,0.1254876991731824,0,0.0799908128637498,3まくり差し心理,47.2,0.035925699083055554,0,202608030601,0,300,11
2-1-5,3-4-2,0.002352509075992714,2026-08-03,0.23713291486006555,0,0.037456015547311414,3まくり差し心理,100.8,0.03178903742092127,0,202608030601,0,300,10
2-1-5,3-5-4,0.001843782253836499,2026-08-03,0.7695947127513547,0,0.009045439308023456,3まくり差し心理,417.4,0.024914702205136384,0,202608030601,0,200,8
2-1-5,3-6-5,1.3677475252239343e-05,2026-08-03,0.006898918517229524,0,0.007485262424997999,3まくり差し心理,504.4,0.00018482129444439502,0,202608030601,0,100,0
3-4-2,3-1-5,0.015136715161951628,2026-08-03,1.6559566387175082,0,0.021652655488101042,3まくり差し心理,109.4,0.20115191741945931,0,202608030602,0,1200,65
3-4-2,3-1-4,0.012214727734457068,2026-08-03,0.3908712875026262,0,0.07402501594994543,3まくり差し心理,32.0,0.16232160533209744,0,202608030602,0,1000,52
3-4-2,3-1-2,0.011239296943753578,2026-08-03,0.5428580423832978,0,0.0490434888281212,3まくり差し心理,48.3,0.14935909848958326,0,202608030602,0,900,48
3-4-2,3-1-6,0.007014530125978305,2026-08-03,0.657962925816765,0,0.025253736784629572,3まくり差し心理,93.8,0.09321614164900321,0,202608030602,0,600,30
3-4-2,3-4-1,0.003646213555205857,2026-08-03,0.09881238734607874,0,0.08740961292982487,3まくり差し心理,27.1,0.048454558343946304,0,202608030602,0,400,15
3-4-2,3-2-4,0.003533684965501729,2026-08-03,0.05512548546182697,0,0.15184618656399065,3まくり差し心理,15.6,0.04695916510034545,0,202608030602,0,400,14
3-4-2,3-2-1,0.0030997592954213056,2026-08-03,0.16955683345954542,0,0.043305310976202084,3まくり差し心理,54.7,0.04119272372780747,0,202608030602,0,300,13
3-4-2,3-5-2,0.001887195783249036,2026-08-03,0.28477784369227954,0,0.015697816503633225,3まくり差し心理,150.9,0.025078958432188478,0,202608030602,0,200,8
1-3-6,3-1-5,0.01751916567220044,2026-08-03,1.347223840192214,0,0.05322829591921599,3まくり差し心理,76.9,0.20193156286220285,0,202608030603,0,900,65
1-3-6,3-1-4,0.013997550885931485,2026-08-03,1.6713075757802194,0,0.03428187567996406,3まくり差し心理,119.4,0.1613402932266658,0,202608030603,0,700,52
1-3-6,3-1-2,0.01313679638315148,2026-08-03,0.4059270082393807,0,0.13246783029733689,3まくり差し心理,30.9,0.15141895877277375,0,202608030603,0,700,48
1-3-6,3-1-6,0.008098971496020901,2026-08-03,1.0787830032699839,0,0.030730149821229055,3まくり差し心理,133.2,0.09335136172398097,0,202608030603,0,400,30
1-3-6,3-4-1,0.004079881272579277,2026-08-03,0.5650635562522299,0,0.02955419462951415,3まくり差し心理,138.5,0.04702602949702504,0,202608030603,0,300,15
1-3-6,3-2-4,0.0038779374981573957,2026-08-03,0.26331195612488717,0,0.06028359287463489,3まくり差し心理,67.9,0.04469836031789222,0,202608030603,0,300,14
1-3-6,3-2-1,0.0037064384711357652,2026-08-03,0.14418045652718126,0,0.1052250888480131,3まくり差し心理,38.9,0.042721607132049706,0,202608030603,0,300,13
1-3-6,3-2-5,0.0031674717025066816,2026-08-03,0.1251151322490139,0,0.10362673306804328,3まくり差し心理,39.5,0.0365093020510628,0,202608030603,0,200,11
1-3-6,3-2-6,0.0031141096327727425,2026-08-03,0.1619337009041826,0,0.07871646069591749,3まくり差し心理,52.0,0.03589423359743006,0,202608030603,0,200,11
1-3-6,3-4-2,0.0027613027903867294,2026-08-03,0.28966066271156793,0,0.0390205524898733,3まくり差し心理,104.9,0.03182766796271292,0,202608030603,0,200,10
1-3-6,3-5-2,0.0022435406926280908,2026-08-03,0.19406626991232986,0,0.047320878106216296,3まくり差し心理,86.5,0.025859774768054723,0,202608030603,0,200,8
1-3-6,3-5-1,0.0022131134621829612,2026-08-03,0.27354082392581397,0,0.03311695757433422,3まくり差し心理,123.6,0.025509060680847757,0,202608030603,0,200,8
1-3-6,3-5-4,0.0021877453591988014,2026-08-03,0.4209222071098494,0,0.021274719107004725,3まくり差し心理,192.4,0.02521665973103715,0,202608030603,0,200,8
1-3-6,3-6-1,0.0019478375078762673,2026-08-03,0.23257179844042633,0,0.03428187567996406,3まくり差し心理,119.4,0.02245140433777689,0,202608030603,0,200,7
1-3-6,3-1-5,0.017631086942903714,2026-08-03,2.387249172069163,0,0.09587368523922885,3まくり差し心理,135.4,0.20298453543800563,0,202608030805,0,700,65
1-3-6,3-1-4,0.014040305886359199,2026-08-03,3.911629219939673,0,0.04659474867692601,3まくり差し心理,278.6,0.1616443147821463,0,202608030805,0,600,52
1-3-6,3-1-2,0.013116615945910369,2026-08-03,1.4690609859419612,0,0.11590443733385344,3まくり差し心理,112.0,0.15100998610700872,0,202608030805,0,600,48
1-3-6,3-1-6,0.008211051127901225,2026-08-03,1.3564656463292823,0,0.07857927954837522,3まくり差し心理,165.2,0.09453282171724382,0,202608030805,0,400,30
1-3-6,3-4-1,0.004069798807719628,2026-08-03,2.3344365961079787,0,0.022631270888060644,3まくり差し心理,573.6,0.04685509310834718,0,202608030805,0,300,15
1-3-6,3-2-4,0.0038874144330857865,2026-08-03,0.8062497534219921,0,0.06259063153997872,3まくり差し心理,207.4,0.044755324235555026,0,202608030805,0,200,14
1-3-6,3-2-1,0.0036249965531929005,2026-08-03,0.7213743140853872,0,0.06523264814769641,3まくり差し心理,199.0,0.04173413946043695,0,202608030805,0,200,13
1-3-6,3-2-5,0.0032115730980738118,2026-08-03,0.34042674839582404,0,0.12246506586218477,3まくり差し心理,106.0,0.036974446070671234,0,202608030805,0,200,11
1-3-6,3-2-6,0.0031288909064665577,2026-08-03,0.48403942323037646,0,0.08391271481183961,3まくり差し心理,154.7,0.03602253616819357,0,202608030805,0,200,11
1-3-6,3-4-2,0.00272937809804488,2026-08-03,1.5655712770385433,0,0.022631270888060644,3まくり差し心理,573.6,0.03142299434291508,0,202608030805,0,200,10
1-3-6,3-5-2,0.002267481423524029,2026-08-03,0.5140380387128973,0,0.057262006975701746,3まくり差し心理,226.7,0.026105234740140783,0,202608030805,0,200,8
1-3-6,3-5-1,0.0022331966295962027,2026-08-03,0.7023403400080057,0,0.04127598404258056,3まくり差し心理,314.5,0.02571051812450816,0,202608030805,0,200,8
1-3-6,3-5-4,0.0021846453377763263,2026-08-03,1.5216054777612111,0,0.018637899470770405,3まくり差し心理,696.5,0.025151553073352352,0,202608030805,0,200,8
1-3-6,3-6-1,0.0019251256722400316,2026-08-03,1.1042520855968823,0,0.022631270888060644,3まくり差し心理,573.6,0.02216373508365582,0,202608030805,0,200,7
1-3-6,3-6-4,0.001126585669259036,2026-08-03,0.5781637654637374,0,0.02529481095360792,3まくり差し心理,513.2,0.012970242245768098,0,202608030805,0,100,4
1-3-6,3-4-6,0.0011151617314064228,2026-08-03,0.7249666415873155,0,0.0199681541015099,3まくり差し心理,650.1,0.012838719854358268,0,202608030805,0,100,4
1-3-6,3-5-6,0.0008613497164112325,2026-08-03,0.419994121722117,0,0.026622840404822774,3まくり差し心理,487.6,0.009916613343328957,0,202608030805,0,100,3
1-3-6,3-4-5,0.0008328010711080404,2026-08-03,0.812147604544561,0,0.013311420202411387,3まくり差し心理,975.2,0.009587936301294108,0,202608030805,0,100,3
1-3-6,3-6-2,0.000598985609907067,2026-08-03,0.2654704223108121,0,0.02928993001216513,3まくり差し心理,443.2,0.006896047654621361,0,202608030805,0,100,2
1-3-6,3-6-5,6.281732603716811e-05,2026-08-03,0.027840638899672903,0,0.02928993001216513,3まくり差し心理,443.2,0.0007232081484485217,0,202608030805,0,100,0
1-4-5,3-4-2,0.006221044353898618,2026-08-03,0.22084707456340094,0,0.05207467996495609,3まくり心理,35.5,0.07792506619386327,0,202608031301,0,1100,26
