n,pre_cut,post_cut,R,head4_rate_pct,hit_rate_pct,avg_comp_odds,profit_yen,roi_pct,R_feb_jun,hit_feb_jun_pct,roi_feb_jun_pct,profitable_months,months_present,median_month_roi_pct
2,0.16,0.21,259,35.13513513513514,9.652509652509652,10.945954790232788,-492220.0,80.99536679536679,214,9.345794392523365,77.37242990654205,2,7,73.76764705882353
2,0.16,0.22,242,35.9504132231405,9.917355371900827,10.627331423220626,-436880.0,81.94710743801653,198,9.595959595959595,77.83383838383838,2,7,83.60333333333334
2,0.16,0.23,223,37.66816143497758,10.762331838565023,10.458038498372364,-246880.0,88.92914798206279,183,10.382513661202186,84.21366120218579,2,7,83.60333333333334
2,0.16,0.24,207,39.61352657004831,11.11111111111111,10.34854036384893,-181380.0,91.23768115942029,170,10.588235294117647,85.09470588235294,2,7,85.41875
2,0.16,0.25,190,40.526315789473685,11.578947368421053,10.486411388853913,-91940.0,95.16105263157895,155,10.967741935483872,88.13225806451612,2,7,74.02173913043478
2,0.16,0.26,172,40.69767441860465,10.465116279069768,10.410233537095609,-256880.0,85.06511627906977,139,9.352517985611511,73.46115107913668,2,7,76.234375
2,0.16,0.27,152,40.131578947368425,11.18421052631579,10.196873975571407,-163140.0,89.2671052631579,122,9.836065573770492,74.98770491803279,2,7,89.60526315789474
2,0.16,0.28,136,41.17647058823529,12.5,9.967817044916764,-3140.0,99.76911764705882,107,11.214953271028037,85.5,3,7,94.58333333333333
2,0.16,0.29,121,39.66942148760331,13.223140495867769,9.849585955170179,97180.0,108.03140495867768,93,11.827956989247312,93.02903225806452,4,7,100.1470588235294
2,0.16,0.3,112,39.285714285714285,13.392857142857142,9.666597967208954,103660.0,109.25535714285714,87,11.494252873563218,89.84482758620689,3,7,63.756
2,0.16,0.31,103,40.77669902912621,13.592233009708737,9.328029943777175,65350.0,106.34466019417475,80,11.25,81.6675,2,7,72.45
2,0.16,0.32,93,43.01075268817204,15.053763440860216,9.381166169703064,165350.0,117.77956989247312,70,12.857142857142856,93.33428571428571,3,7,78.84545454545454
2,0.17,0.15,352,30.96590909090909,7.954545454545454,12.404530083209321,-1075580.0,69.44375,290,7.931034482758621,69.04862068965517,0,7,64.02307692307693
2,0.17,0.16,342,30.994152046783626,8.187134502923977,12.263727773934592,-975580.0,71.47426900584796,281,8.185053380782918,71.26014234875444,0,7,67.48378378378378
2,0.17,0.17,327,31.804281345565748,7.951070336391437,11.910055714601635,-1105860.0,66.18165137614679,269,7.806691449814126,64.01970260223048,0,7,59.431666666666665
2,0.17,0.18,312,32.69230769230769,8.333333333333332,11.84626519372176,-955860.0,69.36346153846154,256,8.203125,67.270703125,1,7,62.7025
2,0.17,0.19,293,33.78839590443686,8.532423208191126,11.596298241416477,-833060.0,71.5679180887372,242,8.264462809917356,68.38553719008264,1,7,71.66
2,0.17,0.2,270,35.18518518518518,8.88888888888889,11.28526095752993,-698740.0,74.12074074074074,225,8.444444444444445,69.3,1,7,68.575
2,0.17,0.21,254,35.039370078740156,9.05511811023622,10.94338431695786,-651380.0,74.35511811023622,210,8.571428571428571,68.88619047619048,1,7,70.69137931034483
2,0.17,0.22,239,35.98326359832636,9.623430962343097,10.654449231742772,-501380.0,79.02175732217573,196,9.183673469387756,73.80663265306123,2,7,73.21607142857142
2,0.17,0.23,220,37.72727272727273,10.454545454545453,10.485189759564408,-311380.0,85.84636363636363,181,9.94475138121547,79.9232044198895,2,7,78.84807692307692
2,0.17,0.24,207,39.61352657004831,11.11111111111111,10.34854036384893,-181380.0,91.23768115942029,170,10.588235294117647,85.09470588235294,2,7,85.41875
2,0.17,0.25,190,40.526315789473685,11.578947368421053,10.486411388853913,-91940.0,95.16105263157895,155,10.967741935483872,88.13225806451612,2,7,74.02173913043478
2,0.17,0.26,172,40.69767441860465,10.465116279069768,10.410233537095609,-256880.0,85.06511627906977,139,9.352517985611511,73.46115107913668,2,7,76.234375
2,0.17,0.27,152,40.131578947368425,11.18421052631579,10.196873975571407,-163140.0,89.2671052631579,122,9.836065573770492,74.98770491803279,2,7,89.60526315789474
2,0.17,0.28,136,41.17647058823529,12.5,9.967817044916764,-3140.0,99.76911764705882,107,11.214953271028037,85.5,3,7,94.58333333333333
2,0.17,0.29,121,39.66942148760331,13.223140495867769,9.849585955170179,97180.0,108.03140495867768,93,11.827956989247312,93.02903225806452,4,7,100.1470588235294
2,0.17,0.3,112,39.285714285714285,13.392857142857142,9.666597967208954,103660.0,109.25535714285714,87,11.494252873563218,89.84482758620689,3,7,63.756
2,0.17,0.31,103,40.77669902912621,13.592233009708737,9.328029943777175,65350.0,106.34466019417475,80,11.25,81.6675,2,7,72.45
2,0.17,0.32,93,43.01075268817204,15.053763440860216,9.381166169703064,165350.0,117.77956989247312,70,12.857142857142856,93.33428571428571,3,7,78.84545454545454
2,0.18,0.15,325,32.0,8.307692307692308,12.292127235264195,-915340.0,71.83569230769231,267,8.239700374531834,70.88576779026218,1,7,57.51451612903226
2,0.18,0.16,318,31.761006289308174,8.49056603773585,12.179104557221194,-845340.0,73.41698113207548,261,8.42911877394636,72.51532567049809,1,7,60.43898305084747
2,0.18,0.17,306,32.6797385620915,8.49673202614379,11.870071638218386,-895860.0,70.7235294117647,251,8.366533864541832,68.61075697211156,1,7,64.83454545454545
2,0.18,0.18,294,33.33333333333333,8.843537414965986,11.81461793624794,-775860.0,73.61020408163266,240,8.75,71.75541666666666,1,7,64.83454545454545
2,0.18,0.19,275,34.54545454545455,9.090909090909092,11.546102972911758,-653060.0,76.25236363636364,226,8.849557522123893,73.22699115044247,1,7,71.66
2,0.18,0.2,257,35.797665369649806,9.33852140077821,11.295905074219009,-568740.0,77.87003891050584,213,8.92018779342723,73.20422535211267,1,7,72.7734693877551
2,0.18,0.21,247,35.62753036437247,9.31174089068826,11.03307961221994,-581380.0,76.46234817813765,203,8.866995073891626,71.2615763546798,1,7,73.21607142857142
2,0.18,0.22,233,36.48068669527897,9.871244635193133,10.755311196505467,-441380.0,81.05665236051502,190,9.473684210526317,76.13736842105263,2,7,74.54727272727273
2,0.18,0.23,216,38.425925925925924,10.648148148148149,10.574528444248669,-271380.0,87.43611111111112,177,10.16949152542373,81.72937853107345,2,7,78.84807692307692
2,0.18,0.24,203,40.39408866995074,11.330049261083744,10.440907646158976,-141380.0,93.03546798029556,166,10.843373493975903,87.14518072289157,2,7,85.41875
2,0.18,0.25,189,40.74074074074074,11.64021164021164,10.509665081839204,-81940.0,95.66455026455026,154,11.03896103896104,88.70454545454545,2,7,74.02173913043478
2,0.18,0.26,172,40.69767441860465,10.465116279069768,10.410233537095609,-256880.0,85.06511627906977,139,9.352517985611511,73.46115107913668,2,7,76.234375
2,0.18,0.27,152,40.131578947368425,11.18421052631579,10.196873975571407,-163140.0,89.2671052631579,122,9.836065573770492,74.98770491803279,2,7,89.60526315789474
2,0.18,0.28,136,41.17647058823529,12.5,9.967817044916764,-3140.0,99.76911764705882,107,11.214953271028037,85.5,3,7,94.58333333333333
2,0.18,0.29,121,39.66942148760331,13.223140495867769,9.849585955170179,97180.0,108.03140495867768,93,11.827956989247312,93.02903225806452,4,7,100.1470588235294
2,0.18,0.3,112,39.285714285714285,13.392857142857142,9.666597967208954,103660.0,109.25535714285714,87,11.494252873563218,89.84482758620689,3,7,63.756
2,0.18,0.31,103,40.77669902912621,13.592233009708737,9.328029943777175,65350.0,106.34466019417475,80,11.25,81.6675,2,7,72.45
2,0.18,0.32,93,43.01075268817204,15.053763440860216,9.381166169703064,165350.0,117.77956989247312,70,12.857142857142856,93.33428571428571,3,7,78.84545454545454
2,0.19,0.15,282,33.33333333333333,8.51063829787234,11.610799792883938,-835700.0,70.36524822695036,230,8.26086956521739,67.05608695652174,1,7,62.7025
2,0.19,0.16,280,33.214285714285715,8.571428571428571,11.51576696626731,-815700.0,70.86785714285715,228,8.333333333333332,67.64429824561404,1,7,64.31025641025641
2,0.19,0.17,275,33.81818181818182,8.727272727272728,11.466040900608638,-765700.0,72.15636363636364,224,8.482142857142858,68.85223214285715,1,7,66.00263157894737
2,0.19,0.18,267,34.45692883895131,8.98876404494382,11.400688798422989,-685700.0,74.31835205992509,217,8.755760368663594,71.07327188940093,2,7,69.66944444444445
2,0.19,0.19,256,35.546875,9.375,11.174155737697696,-575700.0,77.51171875,209,9.090909090909092,73.79377990430622,2,7,76.0030303030303
2,0.19,0.2,244,36.0655737704918,9.426229508196721,11.068853051492487,-551380.0,77.40245901639344,201,8.955223880597014,71.97064676616915,2,7,69.49322033898305
2,0.19,0.21,237,36.708860759493675,9.70464135021097,10.982673292163124,-481380.0,79.68860759493671,194,9.278350515463918,74.56752577319588,2,7,75.92777777777778
2,0.19,0.22,225,37.333333333333336,10.222222222222223,10.653514230002676,-361380.0,83.93866666666666,183,9.836065573770492,79.04972677595629,2,7,77.36037735849057
2,0.19,0.23,211,38.862559241706165,10.90047393364929,10.463964892273278,-221380.0,89.50805687203791,172,10.465116279069768,84.10523255813953,2,7,82.002
2,0.19,0.24,198,40.909090909090914,11.616161616161616,10.319710608496067,-91380.0,95.38484848484849,161,11.180124223602485,89.85155279503105,3,7,89.13260869565218
2,0.19,0.25,187,41.17647058823529,11.76470588235294,10.37736035948356,-61940.0,96.68770053475936,152,11.18421052631579,89.8717105263158,2,7,74.02173913043478
2,0.19,0.26,170,41.17647058823529,10.588235294117647,10.263528559625065,-236880.0,86.06588235294117,137,9.48905109489051,74.53357664233576,2,7,76.234375
2,0.19,0.27,151,40.397350993377486,11.258278145695364,10.056814121438201,-153140.0,89.85827814569537,121,9.917355371900827,75.60743801652893,2,7,89.60526315789474
2,0.19,0.28,135,41.48148148148148,12.592592592592592,9.809460786362921,6860.0,100.50814814814815,106,11.320754716981133,86.30660377358491,3,7,94.58333333333333
2,0.19,0.29,120,40.0,13.333333333333334,9.670449905215886,107180.0,108.93166666666667,92,11.956521739130435,94.04021739130435,4,7,100.1470588235294
2,0.19,0.3,111,39.63963963963964,13.513513513513514,9.471288832231686,113660.0,110.23963963963963,86,11.627906976744185,90.88953488372093,3,7,63.756
2,0.19,0.31,102,41.17647058823529,13.725490196078432,9.112168355483956,75350.0,107.38725490196079,79,11.39240506329114,82.7012658227848,2,7,72.45
2,0.19,0.32,92,43.47826086956522,15.217391304347828,9.142418932964123,175350.0,119.05978260869566,69,13.043478260869565,94.68695652173913,3,7,78.84545454545454
2,0.2,0.15,253,35.96837944664031,9.090909090909092,11.304834798234676,-641380.0,74.6490118577075,208,8.653846153846153,69.5485576923077,2,7,69.66944444444445
2,0.2,0.16,251,35.85657370517929,9.163346613545817,11.196384115199002,-621380.0,75.24382470119522,206,8.737864077669903,70.223786407767,2,7,71.66
2,0.2,0.17,248,36.29032258064516,9.274193548387096,11.1810005459448,-591380.0,76.15403225806452,204,8.823529411764707,70.91225490196078,2,7,73.21607142857142
2,0.2,0.18,244,36.885245901639344,9.426229508196721,11.107658263745469,-551380.0,77.40245901639344,200,9.0,72.3305,2,7,74.54727272727273
2,0.2,0.19,238,37.39495798319328,9.663865546218489,10.957723575563955,-491380.0,79.35378151260504,196,9.183673469387756,73.80663265306123,2,7,74.54727272727273
2,0.2,0.2,232,37.93103448275862,9.913793103448276,10.875555188829932,-431380.0,81.40603448275863,192,9.375,75.34427083333334,2,7,74.54727272727273
2,0.2,0.21,229,37.99126637554585,10.043668122270741,10.787162617237852,-401380.0,82.47248908296943,189,9.523809523809524,76.54021164021164,2,7,77.36037735849057
2,0.2,0.22,219,38.35616438356164,10.50228310502283,10.430596242493872,-301380.0,86.23835616438356,179,10.05586592178771,80.81620111731844,2,7,78.84807692307692
2,0.2,0.23,206,39.80582524271845,11.165048543689322,10.221359301030652,-171380.0,91.68058252427184,168,10.714285714285714,86.10773809523809,2,7,83.67551020408163
2,0.2,0.24,196,41.3265306122449,11.73469387755102,10.289270363188992,-71380.0,96.35816326530612,160,11.25,90.413125,3,7,89.13260869565218
2,0.2,0.25,185,41.62162162162162,11.891891891891893,10.34573339419593,-41940.0,97.73297297297297,151,11.258278145695364,90.46688741721854,2,7,77.38636363636364
2,0.2,0.26,168,41.66666666666667,10.714285714285714,10.227346106185015,-216880.0,87.0904761904762,136,9.558823529411764,75.08161764705882,2,7,76.234375
2,0.2,0.27,150,40.666666666666664,11.333333333333332,10.001841744760153,-143140.0,90.45733333333334,120,10.0,76.2375,2,7,93.28666666666666
2,0.2,0.28,134,41.7910447761194,12.686567164179104,9.746078623401859,16860.0,101.25820895522388,105,11.428571428571429,87.12857142857143,4,7,100.1470588235294
2,0.2,0.29,119,40.33613445378151,13.445378151260504,9.597910235317315,117180.0,109.84705882352941,91,12.087912087912088,95.07362637362637,4,7,106.40625
2,0.2,0.3,110,40.0,13.636363636363635,9.391003543223379,123660.0,111.24181818181818,85,11.76470588235294,91.95882352941176,3,7,66.71538461538462
2,0.2,0.31,102,41.17647058823529,13.725490196078432,9.112168355483956,75350.0,107.38725490196079,79,11.39240506329114,82.7012658227848,2,7,72.45
2,0.2,0.32,92,43.47826086956522,15.217391304347828,9.142418932964123,175350.0,119.05978260869566,69,13.043478260869565,94.68695652173913,3,7,78.84545454545454
2,0.21,0.15,232,36.637931034482754,9.051724137931034,11.015130017744433,-574160.0,75.25172413793103,189,8.465608465608465,68.98571428571428,2,7,64.67551020408163
2,0.21,0.16,232,36.637931034482754,9.051724137931034,11.015130017744433,-574160.0,75.25172413793103,189,8.465608465608465,68.98571428571428,2,7,64.67551020408163
2,0.21,0.17,231,36.79653679653679,9.090909090909092,11.002320218910482,-564160.0,75.57748917748918,188,8.51063829787234,69.35265957446809,2,7,64.67551020408163
2,0.21,0.18,230,36.95652173913043,9.130434782608695,10.998336140379996,-554160.0,75.90608695652173,187,8.55614973262032,69.7235294117647,2,7,66.02291666666666
2,0.21,0.19,225,37.333333333333336,9.333333333333334,10.857418639614407,-504160.0,77.5928888888889,184,8.695652173913043,70.86032608695652,2,7,66.02291666666666
2,0.21,0.2,220,37.72727272727273,9.545454545454547,10.824884663267504,-454160.0,79.35636363636364,180,8.88888888888889,72.435,2,7,66.02291666666666
2,0.21,0.21,218,38.07339449541284,9.63302752293578,10.817400985741333,-434160.0,80.08440366972476,178,8.98876404494382,73.24887640449438,2,7,67.42765957446808
2,0.21,0.22,210,38.57142857142858,10.0,10.506035333993879,-354160.0,83.1352380952381,170,9.411764705882353,76.69588235294118,3,7,68.89347826086957
2,0.21,0.23,199,39.698492462311556,10.552763819095476,10.282739800888974,-244160.0,87.73065326633166,161,9.937888198757763,80.9832298136646,3,7,72.025
2,0.21,0.24,191,40.83769633507853,10.99476439790576,10.33876630245668,-164160.0,91.40523560209424,155,10.32258064516129,84.11806451612904,3,7,73.7
2,0.21,0.25,180,41.11111111111111,11.11111111111111,10.399822502835725,-134720.0,92.51555555555555,146,10.273972602739725,83.78561643835616,2,7,79.2275
2,0.21,0.26,165,41.21212121212121,10.303030303030303,10.252505737693715,-236560.0,85.6630303030303,133,9.022556390977442,73.03984962406015,2,7,69.965
2,0.21,0.27,148,40.54054054054054,10.81081081081081,10.00352783358757,-172820.0,88.32297297297298,118,9.322033898305085,73.31949152542373,3,7,93.28666666666666
2,0.21,0.28,132,41.66666666666667,12.121212121212121,9.744093887824139,-12820.0,99.02878787878788,103,10.679611650485436,83.99708737864077,4,7,106.40625
2,0.21,0.29,118,40.67796610169492,13.559322033898304,9.553913642424064,127180.0,110.77796610169491,90,12.222222222222221,96.13,4,7,113.5
2,0.21,0.3,109,40.36697247706422,13.761467889908257,9.341475977594959,133660.0,112.26238532110092,84,11.904761904761903,93.05357142857143,3,7,72.275
2,0.21,0.31,101,41.584158415841586,13.861386138613863,9.05595706992715,85350.0,108.45049504950495,78,11.538461538461538,83.76153846153846,2,7,72.45
2,0.21,0.32,92,43.47826086956522,15.217391304347828,9.142418932964123,175350.0,119.05978260869566,69,13.043478260869565,94.68695652173913,3,7,78.84545454545454
2,0.22,0.15,217,38.24884792626728,9.67741935483871,10.691676719861885,-424160.0,80.45345622119815,176,9.090909090909092,74.08125,2,7,66.02291666666666
2,0.22,0.16,217,38.24884792626728,9.67741935483871,10.691676719861885,-424160.0,80.45345622119815,176,9.090909090909092,74.08125,2,7,66.02291666666666
2,0.22,0.17,216,38.425925925925924,9.722222222222223,10.676479882692787,-414160.0,80.82592592592593,175,9.142857142857142,74.50457142857142,2,7,66.02291666666666
2,0.22,0.18,215,38.604651162790695,9.767441860465116,10.670702308747533,-404160.0,81.20186046511628,174,9.195402298850574,74.93275862068965,2,7,67.42765957446808
2,0.22,0.19,212,38.67924528301887,9.90566037735849,10.54938996308801,-374160.0,82.35094339622641,172,9.30232558139535,75.80406976744186,2,7,67.42765957446808
2,0.22,0.2,209,38.75598086124402,10.047846889952153,10.538341666029051,-344160.0,83.53301435406699,170,9.411764705882353,76.69588235294118,3,7,67.42765957446808
2,0.22,0.21,208,38.94230769230769,10.096153846153847,10.542984042919924,-334160.0,83.93461538461538,169,9.467455621301776,77.14970414201183,3,7,67.42765957446808
2,0.22,0.22,203,39.40886699507389,10.344827586206897,10.330083914164328,-284160.0,86.00197044334975,164,9.75609756097561,79.50182926829268,3,7,68.89347826086957
2,0.22,0.23,196,40.30612244897959,10.714285714285714,10.234514421601776,-214160.0,89.0734693877551,158,10.126582278481013,82.52088607594936,3,7,72.025
2,0.22,0.24,190,41.05263157894737,11.052631578947368,10.261177016713782,-154160.0,91.88631578947368,154,10.38961038961039,84.66428571428571,3,7,73.7
2,0.22,0.25,179,41.340782122905026,11.1731843575419,10.317806256518566,-124720.0,93.03240223463688,145,10.344827586206897,84.36344827586207,2,7,79.2275
2,0.22,0.26,165,41.21212121212121,10.303030303030303,10.252505737693715,-236560.0,85.6630303030303,133,9.022556390977442,73.03984962406015,2,7,69.965
2,0.22,0.27,148,40.54054054054054,10.81081081081081,10.00352783358757,-172820.0,88.32297297297298,118,9.322033898305085,73.31949152542373,3,7,93.28666666666666
2,0.22,0.28,132,41.66666666666667,12.121212121212121,9.744093887824139,-12820.0,99.02878787878788,103,10.679611650485436,83.99708737864077,4,7,106.40625
2,0.22,0.29,118,40.67796610169492,13.559322033898304,9.553913642424064,127180.0,110.77796610169491,90,12.222222222222221,96.13,4,7,113.5
2,0.22,0.3,109,40.36697247706422,13.761467889908257,9.341475977594959,133660.0,112.26238532110092,84,11.904761904761903,93.05357142857143,3,7,72.275
2,0.22,0.31,101,41.584158415841586,13.861386138613863,9.05595706992715,85350.0,108.45049504950495,78,11.538461538461538,83.76153846153846,2,7,72.45
2,0.22,0.32,92,43.47826086956522,15.217391304347828,9.142418932964123,175350.0,119.05978260869566,69,13.043478260869565,94.68695652173913,3,7,78.84545454545454
2,0.23,0.15,203,38.91625615763547,9.852216748768473,10.749144515047407,-364720.0,82.03349753694582,163,9.202453987730062,75.04723926380368,2,7,65.48076923076923
2,0.23,0.16,203,38.91625615763547,9.852216748768473,10.749144515047407,-364720.0,82.03349753694582,163,9.202453987730062,75.04723926380368,2,7,65.48076923076923
2,0.23,0.17,202,39.10891089108911,9.900990099009901,10.733178925773448,-354720.0,82.43960396039604,162,9.25925925925926,75.51049382716049,2,7,68.1
2,0.23,0.18,201,39.30348258706468,9.950248756218906,10.727281018533901,-344720.0,82.8497512437811,161,9.316770186335404,75.97950310559006,2,7,68.1
2,0.23,0.19,200,39.5,10.0,10.623270824721173,-334720.0,83.264,161,9.316770186335404,75.97950310559006,2,7,68.1
2,0.23,0.2,198,39.39393939393939,10.1010101010101,10.591622956636831,-314720.0,84.1050505050505,159,9.433962264150944,76.93522012578616,2,7,70.42444444444445
2,0.23,0.21,198,39.39393939393939,10.1010101010101,10.591622956636831,-314720.0,84.1050505050505,159,9.433962264150944,76.93522012578616,2,7,70.42444444444445
2,0.23,0.22,194,40.20618556701031,10.309278350515463,10.40764793330983,-274720.0,85.83917525773195,155,9.67741935483871,78.92064516129032,2,7,70.9375
2,0.23,0.23,189,40.74074074074074,10.582010582010582,10.284928241823568,-224720.0,88.11005291005291,151,9.933774834437086,81.01125827814569,2,7,70.9375
2,0.23,0.24,184,41.30434782608695,10.869565217391305,10.287766758326299,-174720.0,90.50434782608696,148,10.135135135135135,82.65337837837838,2,7,73.7
2,0.23,0.25,175,42.285714285714285,11.428571428571429,10.31213984605498,-84720.0,95.15885714285714,141,10.638297872340425,86.75673758865248,2,7,79.2275
2,0.23,0.26,162,41.9753086419753,10.493827160493826,10.219466819588229,-206560.0,87.24938271604938,130,9.230769230769232,74.72538461538461,2,7,69.965
2,0.23,0.27,146,41.0958904109589,10.95890410958904,10.028642043962874,-152820.0,89.53287671232877,116,9.482758620689655,74.58362068965518,3,7,93.28666666666666
2,0.23,0.28,131,41.98473282442748,12.213740458015266,9.770578549757124,-2820.0,99.78473282442748,102,10.784313725490197,84.82058823529412,4,7,106.40625
2,0.23,0.29,117,41.02564102564102,13.675213675213676,9.581941937020822,137180.0,111.72478632478632,89,12.359550561797752,97.21011235955056,4,7,113.5
2,0.23,0.3,108,40.74074074074074,13.88888888888889,9.369872947993032,143660.0,113.30185185185185,83,12.048192771084338,94.17469879518072,3,7,72.275
2,0.23,0.31,101,41.584158415841586,13.861386138613863,9.05595706992715,85350.0,108.45049504950495,78,11.538461538461538,83.76153846153846,2,7,72.45
2,0.23,0.32,92,43.47826086956522,15.217391304347828,9.142418932964123,175350.0,119.05978260869566,69,13.043478260869565,94.68695652173913,3,7,78.84545454545454
2,0.24,0.15,189,40.74074074074074,10.582010582010582,10.707297786382464,-224720.0,88.11005291005291,152,9.868421052631579,80.47828947368421,2,7,68.1
2,0.24,0.16,189,40.74074074074074,10.582010582010582,10.707297786382464,-224720.0,88.11005291005291,152,9.868421052631579,80.47828947368421,2,7,68.1
2,0.24,0.17,188,40.95744680851064,10.638297872340425,10.689920681265418,-214720.0,88.57872340425531,151,9.933774834437086,81.01125827814569,2,7,70.9375
2,0.24,0.18,188,40.95744680851064,10.638297872340425,10.689920681265418,-214720.0,88.57872340425531,151,9.933774834437086,81.01125827814569,2,7,70.9375
2,0.24,0.19,188,40.95744680851064,10.638297872340425,10.689920681265418,-214720.0,88.57872340425531,151,9.933774834437086,81.01125827814569,2,7,70.9375
2,0.24,0.2,186,40.86021505376344,10.75268817204301,10.656947680364281,-194720.0,89.53118279569892,149,10.06711409395973,82.0986577181208,2,7,74.02173913043478
2,0.24,0.21,186,40.86021505376344,10.75268817204301,10.656947680364281,-194720.0,89.53118279569892,149,10.06711409395973,82.0986577181208,2,7,74.02173913043478
2,0.24,0.22,184,41.30434782608695,10.869565217391305,10.47649251314247,-174720.0,90.50434782608696,147,10.204081632653061,83.2156462585034,2,7,74.02173913043478
2,0.24,0.23,181,41.43646408839779,11.049723756906078,10.366969590203176,-144720.0,92.00441988950276,144,10.416666666666668,84.94930555555555,2,7,74.02173913043478
2,0.24,0.24,177,41.80790960451977,11.299435028248588,10.377146437468573,-104720.0,94.08361581920904,142,10.56338028169014,86.14577464788732,2,7,77.38636363636364
2,0.24,0.25,168,42.857142857142854,11.904761904761903,10.407323267616189,-14720.0,99.12380952380953,135,11.11111111111111,90.61259259259259,2,7,81.07142857142857
2,0.24,0.26,158,42.405063291139236,10.759493670886076,10.274689285129552,-166560.0,89.45822784810126,126,9.523809523809524,77.09761904761905,2,7,71.95185185185186
2,0.24,0.27,142,41.54929577464789,11.267605633802818,10.084711413350389,-112820.0,92.05492957746479,112,9.821428571428571,77.24732142857142,3,7,93.28666666666666
2,0.24,0.28,129,42.63565891472868,12.4031007751938,9.800883309466915,17180.0,101.33178294573644,100,11.0,86.517,4,7,106.40625
2,0.24,0.29,115,41.73913043478261,13.91304347826087,9.612655335082481,157180.0,113.66782608695652,87,12.643678160919542,99.4448275862069,4,7,113.5
2,0.24,0.3,106,41.509433962264154,14.150943396226415,9.399192785719777,163660.0,115.43962264150943,81,12.345679012345679,96.5,3,7,72.275
