n,pre_cut,post_cut,R,head4_rate_pct,hit_rate_pct,avg_comp_odds,profit_yen,roi_pct,R_feb_jun,hit_feb_jun_pct,roi_feb_jun_pct,profitable_months,months_present,median_month_roi_pct
4,0.17,0.24,207,39.61352657004831,15.458937198067632,5.872987764419489,-412810.0,80.05748792270532,170,14.117647058823529,77.13176470588235,1,7,88.17916666666666
4,0.17,0.25,190,40.526315789473685,16.315789473684212,5.867176212747788,-312770.0,83.53842105263158,155,14.838709677419354,80.08258064516129,3,7,96.26086956521739
4,0.17,0.26,172,40.69767441860465,15.11627906976744,5.798085631535417,-462710.0,73.09825581395349,139,12.949640287769784,65.56402877697842,2,7,64.01666666666667
4,0.17,0.27,152,40.131578947368425,15.789473684210526,5.70345445587958,-379050.0,75.0625,122,13.114754098360656,65.1639344262295,2,7,76.82
4,0.17,0.28,136,41.17647058823529,17.647058823529413,5.583547128663077,-219050.0,83.89338235294117,107,14.953271028037381,74.29906542056075,2,7,76.82
4,0.17,0.29,121,39.66942148760331,19.00826446280992,5.498331801364613,-98720.0,91.84132231404959,93,16.129032258064516,82.29354838709678,3,7,96.025
4,0.17,0.3,112,39.285714285714285,18.75,5.433045875867227,-72320.0,93.54285714285714,87,14.942528735632186,80.65862068965517,3,7,96.025
4,0.17,0.31,103,40.77669902912621,19.41747572815534,5.195586328714555,-77730.0,92.45339805825243,80,15.0,75.79,2,7,82.26
4,0.17,0.32,93,43.01075268817204,20.43010752688172,5.255064993507092,-21330.0,97.70645161290322,70,15.714285714285714,80.38857142857142,2,7,96.025
4,0.18,0.15,325,32.0,12.615384615384615,6.88131545119718,-895560.0,72.44430769230769,267,11.985018726591761,67.90224719101124,1,7,73.13859649122807
4,0.18,0.16,318,31.761006289308174,12.578616352201259,6.8378173091303545,-1021060.0,67.89119496855346,261,12.260536398467432,69.4632183908046,0,7,66.85652173913043
4,0.18,0.17,306,32.6797385620915,12.745098039215685,6.661221321586179,-995140.0,67.47908496732026,251,12.350597609561753,68.4824701195219,0,7,64.13030303030303
4,0.18,0.18,294,33.33333333333333,13.26530612244898,6.599099394114151,-875140.0,70.23333333333333,240,12.916666666666668,71.62125,0,7,68.26774193548387
4,0.18,0.19,275,34.54545454545455,13.818181818181818,6.438056188783479,-714260.0,74.02690909090909,226,13.274336283185843,74.76946902654868,0,7,72.97586206896551
4,0.18,0.2,257,35.797665369649806,13.618677042801556,6.300803315880789,-690760.0,73.12217898832685,213,12.676056338028168,71.98544600938968,0,7,74.9311475409836
4,0.18,0.21,247,35.62753036437247,13.360323886639677,6.164012934477113,-763490.0,69.08947368421053,203,12.31527093596059,67.02266009852217,0,7,78.73414634146341
4,0.18,0.22,233,36.48068669527897,14.163090128755366,6.044860319570561,-623490.0,73.24077253218884,190,13.157894736842104,71.60842105263158,0,7,84.652
4,0.18,0.23,216,38.425925925925924,14.814814814814813,5.985618282092294,-502810.0,76.72175925925926,177,13.559322033898304,74.0813559322034,0,7,92.01304347826087
4,0.18,0.24,203,40.39408866995074,15.763546798029557,5.90691449332812,-372810.0,81.63497536945813,166,14.457831325301203,78.99036144578314,2,7,92.01304347826087
4,0.18,0.25,189,40.74074074074074,16.402116402116402,5.876729020029572,-302770.0,83.98042328042328,154,14.935064935064934,80.6025974025974,3,7,96.26086956521739
4,0.18,0.26,172,40.69767441860465,15.11627906976744,5.798085631535417,-462710.0,73.09825581395349,139,12.949640287769784,65.56402877697842,2,7,64.01666666666667
4,0.18,0.27,152,40.131578947368425,15.789473684210526,5.70345445587958,-379050.0,75.0625,122,13.114754098360656,65.1639344262295,2,7,76.82
4,0.18,0.28,136,41.17647058823529,17.647058823529413,5.583547128663077,-219050.0,83.89338235294117,107,14.953271028037381,74.29906542056075,2,7,76.82
4,0.18,0.29,121,39.66942148760331,19.00826446280992,5.498331801364613,-98720.0,91.84132231404959,93,16.129032258064516,82.29354838709678,3,7,96.025
4,0.18,0.3,112,39.285714285714285,18.75,5.433045875867227,-72320.0,93.54285714285714,87,14.942528735632186,80.65862068965517,3,7,96.025
4,0.18,0.31,103,40.77669902912621,19.41747572815534,5.195586328714555,-77730.0,92.45339805825243,80,15.0,75.79,2,7,82.26
4,0.18,0.32,93,43.01075268817204,20.43010752688172,5.255064993507092,-21330.0,97.70645161290322,70,15.714285714285714,80.38857142857142,2,7,96.025
4,0.19,0.15,282,33.33333333333333,13.120567375886525,6.474338291429236,-824740.0,70.75390070921986,230,12.608695652173912,71.70913043478261,0,7,73.22380952380952
4,0.19,0.16,280,33.214285714285715,13.214285714285715,6.463747858275979,-804740.0,71.25928571428571,228,12.719298245614036,72.33815789473684,0,7,73.22380952380952
4,0.19,0.17,275,33.81818181818182,13.454545454545455,6.407149328175146,-754740.0,72.55490909090909,224,12.946428571428573,73.62991071428571,0,7,75.00975609756098
4,0.19,0.18,267,34.45692883895131,13.857677902621724,6.352963578085675,-674740.0,74.72883895131086,217,13.36405529953917,76.00506912442397,0,7,76.885
4,0.19,0.19,256,35.546875,14.453125,6.213681981320262,-564740.0,77.93984375,209,13.875598086124402,78.91435406698565,0,7,82.77179487179487
4,0.19,0.2,244,36.0655737704918,13.934426229508196,6.168326867037372,-601240.0,75.35901639344263,201,12.935323383084576,74.26915422885573,0,7,81.39615384615385
4,0.19,0.21,237,36.708860759493675,13.924050632911392,6.119840837072573,-663490.0,72.00464135021097,194,12.886597938144329,70.1319587628866,0,7,81.39615384615385
4,0.19,0.22,225,37.333333333333336,14.666666666666666,5.972908350570757,-543490.0,75.84488888888889,183,13.661202185792352,74.34754098360656,1,7,84.652
4,0.19,0.23,211,38.862559241706165,15.165876777251185,5.904699498068127,-452810.0,78.53981042654028,172,13.953488372093023,76.23488372093023,2,7,92.01304347826087
4,0.19,0.24,198,40.909090909090914,16.161616161616163,5.818695390434586,-322810.0,83.69646464646465,161,14.906832298136646,81.44347826086957,2,7,92.01304347826087
4,0.19,0.25,187,41.17647058823529,16.577540106951872,5.794509033348158,-282770.0,84.87860962566845,152,15.131578947368421,81.66315789473684,3,7,96.26086956521739
4,0.19,0.26,170,41.17647058823529,15.294117647058824,5.706718429850635,-442710.0,73.95823529411764,137,13.138686131386862,66.52116788321167,2,7,64.01666666666667
4,0.19,0.27,151,40.397350993377486,15.894039735099339,5.60607736416852,-369050.0,75.55960264900662,121,13.223140495867769,65.70247933884298,2,7,76.82
4,0.19,0.28,135,41.48148148148148,17.77777777777778,5.473740845880954,-209050.0,84.51481481481481,106,15.09433962264151,75.0,3,7,76.82
4,0.19,0.29,120,40.0,19.166666666666668,5.374089605507239,-88720.0,92.60666666666667,92,16.304347826086957,83.18804347826087,3,7,96.025
4,0.19,0.3,111,39.63963963963964,18.91891891891892,5.298141826962881,-62320.0,94.38558558558559,86,15.11627906976744,81.59651162790698,3,7,96.025
4,0.19,0.31,102,41.17647058823529,19.607843137254903,5.0464509466014675,-67730.0,93.35980392156863,79,15.18987341772152,76.7493670886076,2,7,86.58947368421053
4,0.19,0.32,92,43.47826086956522,20.652173913043477,5.0903657509990206,-11330.0,98.76847826086957,69,15.942028985507244,81.5536231884058,3,7,96.025
4,0.2,0.15,253,35.96837944664031,13.83399209486166,6.31117005140967,-653000.0,74.18972332015811,208,12.980769230769232,73.60817307692308,0,7,78.85641025641026
4,0.2,0.16,251,35.85657370517929,13.94422310756972,6.298055877055282,-633000.0,74.7808764940239,206,13.106796116504855,74.32281553398059,0,7,78.85641025641026
4,0.2,0.17,248,36.29032258064516,14.112903225806454,6.263840789544595,-603000.0,75.68548387096774,204,13.23529411764706,75.05147058823529,0,7,80.93157894736842
4,0.2,0.18,244,36.885245901639344,14.344262295081966,6.218364537539892,-563000.0,76.92622950819673,200,13.5,76.5525,0,7,81.39615384615385
4,0.2,0.19,238,37.39495798319328,14.705882352941178,6.127219924231908,-503000.0,78.8655462184874,196,13.77551020408163,78.11479591836735,1,7,83.10545454545455
4,0.2,0.2,232,37.93103448275862,14.655172413793101,6.093017503205131,-481240.0,79.25689655172414,192,13.541666666666666,77.75052083333334,1,7,84.652
4,0.2,0.21,229,37.99126637554585,14.41048034934498,6.05112037172833,-583490.0,74.52008733624454,189,13.227513227513226,71.98730158730159,1,7,84.652
4,0.2,0.22,219,38.35616438356164,15.068493150684931,5.8857279936604225,-483490.0,77.92283105022831,179,13.966480446927374,76.00893854748604,1,7,84.652
4,0.2,0.23,206,39.80582524271845,15.53398058252427,5.815629466778548,-402810.0,80.44611650485437,168,14.285714285714285,78.05,2,7,92.01304347826087
4,0.2,0.24,196,41.3265306122449,16.3265306122449,5.807142058427036,-302810.0,84.55051020408163,160,15.0,81.9525,2,7,92.01304347826087
4,0.2,0.25,185,41.62162162162162,16.756756756756758,5.782007272333819,-262770.0,85.79621621621622,151,15.2317880794702,82.20397350993377,4,7,100.63636363636364
4,0.2,0.26,168,41.66666666666667,15.476190476190476,5.6919064834539235,-422710.0,74.83869047619048,136,13.23529411764706,67.01029411764706,2,7,76.82
4,0.2,0.27,150,40.666666666666664,16.0,5.585733218851168,-359050.0,76.06333333333333,120,13.333333333333334,66.25,2,7,76.82
4,0.2,0.28,134,41.7910447761194,17.91044776119403,5.449979962926546,-199050.0,85.1455223880597,105,15.238095238095239,75.71428571428571,3,7,76.82
4,0.2,0.29,119,40.33613445378151,19.327731092436977,5.346496247891573,-78720.0,93.38487394957983,91,16.483516483516482,84.10219780219781,3,7,96.025
4,0.2,0.3,110,40.0,19.090909090909093,5.267600396646439,-52320.0,95.24363636363637,85,15.294117647058824,82.5564705882353,3,7,96.025
4,0.2,0.31,102,41.17647058823529,19.607843137254903,5.0464509466014675,-67730.0,93.35980392156863,79,15.18987341772152,76.7493670886076,2,7,86.58947368421053
4,0.2,0.32,92,43.47826086956522,20.652173913043477,5.0903657509990206,-11330.0,98.76847826086957,69,15.942028985507244,81.5536231884058,3,7,96.025
4,0.21,0.15,232,36.637931034482754,13.793103448275861,6.195449163331383,-665720.0,71.3051724137931,189,12.698412698412698,69.22380952380952,1,7,81.39615384615385
4,0.21,0.16,232,36.637931034482754,13.793103448275861,6.195449163331383,-665720.0,71.3051724137931,189,12.698412698412698,69.22380952380952,1,7,81.39615384615385
4,0.21,0.17,231,36.79653679653679,13.852813852813853,6.181670501901962,-655720.0,71.61385281385282,188,12.76595744680851,69.59202127659574,1,7,81.39615384615385
4,0.21,0.18,230,36.95652173913043,13.91304347826087,6.171042328583405,-645720.0,71.92521739130434,187,12.834224598930483,69.96417112299466,1,7,81.39615384615385
4,0.21,0.19,225,37.333333333333336,14.222222222222221,6.090725683046093,-595720.0,73.52355555555556,184,13.043478260869565,71.10489130434783,1,7,81.39615384615385
4,0.21,0.2,220,37.72727272727273,14.09090909090909,6.055214229561554,-583960.0,73.45636363636363,180,12.777777777777777,70.56055555555555,1,7,84.652
4,0.21,0.21,218,38.07339449541284,14.220183486238533,6.044913265786024,-563960.0,74.13027522935779,178,12.921348314606742,71.35337078651685,1,7,84.652
4,0.21,0.22,210,38.57142857142858,14.761904761904763,5.903532331911706,-483960.0,76.95428571428572,170,13.529411764705882,74.71117647058824,1,7,84.652
4,0.21,0.23,199,39.698492462311556,15.07537688442211,5.843865847005338,-423280.0,78.72964824120604,161,13.664596273291925,75.82422360248447,2,7,92.01304347826087
4,0.21,0.24,191,40.83769633507853,15.706806282722512,5.838373957843143,-343280.0,82.02722513089006,155,14.193548387096774,78.75935483870968,2,7,92.01304347826087
4,0.21,0.25,180,41.11111111111111,16.11111111111111,5.814449599322766,-303240.0,83.15333333333334,146,14.383561643835616,78.82260273972602,4,7,100.77619047619048
4,0.21,0.26,165,41.21212121212121,15.151515151515152,5.71279732492562,-422380.0,74.40121212121213,133,12.781954887218044,66.29097744360902,2,7,76.82
4,0.21,0.27,148,40.54054054054054,15.54054054054054,5.599258072781355,-368720.0,75.08648648648649,118,12.711864406779661,64.85847457627119,2,7,76.82
4,0.21,0.28,132,41.66666666666667,17.424242424242426,5.463087325576689,-208720.0,84.18787878787879,103,14.563106796116504,74.30388349514563,3,7,76.82
4,0.21,0.29,118,40.67796610169492,19.491525423728813,5.339467370240674,-68720.0,94.17627118644067,90,16.666666666666664,85.03666666666666,3,7,96.025
4,0.21,0.3,109,40.36697247706422,19.26605504587156,5.25926733780193,-42320.0,96.11743119266055,84,15.476190476190476,83.53928571428571,3,7,96.025
4,0.21,0.31,101,41.584158415841586,19.801980198019802,5.035268244976751,-57730.0,94.28415841584159,78,15.384615384615385,77.73333333333333,2,7,86.58947368421053
4,0.21,0.32,92,43.47826086956522,20.652173913043477,5.0903657509990206,-11330.0,98.76847826086957,69,15.942028985507244,81.5536231884058,3,7,96.025
4,0.22,0.15,217,38.24884792626728,14.285714285714285,6.05860040920946,-565040.0,73.96129032258065,176,13.068181818181818,71.53465909090909,1,7,81.39615384615385
4,0.22,0.16,217,38.24884792626728,14.285714285714285,6.05860040920946,-565040.0,73.96129032258065,176,13.068181818181818,71.53465909090909,1,7,81.39615384615385
4,0.22,0.17,216,38.425925925925924,14.351851851851851,6.043231337245024,-555040.0,74.3037037037037,175,13.142857142857142,71.94342857142857,1,7,81.39615384615385
4,0.22,0.18,215,38.604651162790695,14.418604651162791,6.031217760370954,-545040.0,74.6493023255814,174,13.218390804597702,72.35689655172413,1,7,81.39615384615385
4,0.22,0.19,212,38.67924528301887,14.622641509433961,5.955007501484188,-515040.0,75.70566037735848,172,13.372093023255813,73.1982558139535,1,7,81.39615384615385
4,0.22,0.2,209,38.75598086124402,14.354066985645932,5.938473049171274,-523280.0,74.96267942583732,170,12.941176470588237,71.81,1,7,84.652
4,0.22,0.21,208,38.94230769230769,14.423076923076922,5.940389472208522,-513280.0,75.32307692307693,169,13.017751479289942,72.23491124260354,1,7,84.652
4,0.22,0.22,203,39.40886699507389,14.77832512315271,5.834278305715329,-463280.0,77.1783251231527,164,13.414634146341465,74.43719512195122,2,7,84.652
4,0.22,0.23,196,40.30612244897959,15.306122448979592,5.797678150758341,-393280.0,79.93469387755103,158,13.924050632911392,77.26392405063291,2,7,92.01304347826087
4,0.22,0.24,190,41.05263157894737,15.789473684210526,5.770734354480227,-333280.0,82.45894736842105,154,14.285714285714285,79.27077922077922,2,7,92.01304347826087
4,0.22,0.25,179,41.340782122905026,16.201117318435752,5.742519716655311,-293240.0,83.61787709497207,145,14.482758620689657,79.36620689655173,4,7,100.77619047619048
4,0.22,0.26,165,41.21212121212121,15.151515151515152,5.71279732492562,-422380.0,74.40121212121213,133,12.781954887218044,66.29097744360902,2,7,76.82
4,0.22,0.27,148,40.54054054054054,15.54054054054054,5.599258072781355,-368720.0,75.08648648648649,118,12.711864406779661,64.85847457627119,2,7,76.82
4,0.22,0.28,132,41.66666666666667,17.424242424242426,5.463087325576689,-208720.0,84.18787878787879,103,14.563106796116504,74.30388349514563,3,7,76.82
4,0.22,0.29,118,40.67796610169492,19.491525423728813,5.339467370240674,-68720.0,94.17627118644067,90,16.666666666666664,85.03666666666666,3,7,96.025
4,0.22,0.3,109,40.36697247706422,19.26605504587156,5.25926733780193,-42320.0,96.11743119266055,84,15.476190476190476,83.53928571428571,3,7,96.025
4,0.22,0.31,101,41.584158415841586,19.801980198019802,5.035268244976751,-57730.0,94.28415841584159,78,15.384615384615385,77.73333333333333,2,7,86.58947368421053
4,0.22,0.32,92,43.47826086956522,20.652173913043477,5.0903657509990206,-11330.0,98.76847826086957,69,15.942028985507244,81.5536231884058,3,7,96.025
4,0.23,0.15,203,38.91625615763547,14.77832512315271,6.103479581418781,-495000.0,75.61576354679804,163,13.496932515337424,72.9478527607362,1,7,84.652
4,0.23,0.16,203,38.91625615763547,14.77832512315271,6.103479581418781,-495000.0,75.61576354679804,163,13.496932515337424,72.9478527607362,1,7,84.652
4,0.23,0.17,202,39.10891089108911,14.85148514851485,6.0872675003687355,-485000.0,75.99009900990099,162,13.580246913580247,73.39814814814815,2,7,84.652
4,0.23,0.18,201,39.30348258706468,14.925373134328357,6.074636242334898,-475000.0,76.3681592039801,161,13.664596273291925,73.85403726708074,2,7,84.652
4,0.23,0.19,200,39.5,15.0,5.997857852587884,-465000.0,76.75,161,13.664596273291925,73.85403726708074,2,7,84.652
4,0.23,0.2,198,39.39393939393939,14.646464646464647,5.975481270299772,-483240.0,75.5939393939394,159,13.20754716981132,72.37798742138365,1,7,88.17916666666666
4,0.23,0.21,198,39.39393939393939,14.646464646464647,5.975481270299772,-483240.0,75.5939393939394,159,13.20754716981132,72.37798742138365,1,7,88.17916666666666
4,0.23,0.22,194,40.20618556701031,14.948453608247423,5.863937953820699,-443240.0,77.15257731958764,155,13.548387096774196,74.2458064516129,1,7,88.17916666666666
4,0.23,0.23,189,40.74074074074074,15.343915343915343,5.816956052974015,-393240.0,79.19365079365079,151,13.90728476821192,76.21258278145696,1,7,92.25
4,0.23,0.24,184,41.30434782608695,15.760869565217392,5.77945864504152,-343240.0,81.34565217391304,148,14.18918918918919,77.75743243243244,2,7,96.19545454545455
4,0.23,0.25,175,42.285714285714285,16.57142857142857,5.748675883129302,-253240.0,85.52914285714286,141,14.893617021276595,81.6177304964539,4,7,100.77619047619048
4,0.23,0.26,162,41.9753086419753,15.432098765432098,5.706254030724335,-392380.0,75.779012345679,130,13.076923076923078,67.82076923076923,2,7,76.82
4,0.23,0.27,146,41.0958904109589,15.753424657534246,5.620505983493172,-348720.0,76.11506849315069,116,12.931034482758621,65.97672413793103,3,7,76.82
4,0.23,0.28,131,41.98473282442748,17.557251908396946,5.4743348075978115,-198720.0,84.83053435114503,102,14.705882352941178,75.03235294117647,3,7,76.82
4,0.23,0.29,117,41.02564102564102,19.65811965811966,5.351004123996493,-58720.0,94.98119658119658,89,16.853932584269664,85.99213483146067,3,7,96.025
4,0.23,0.3,108,40.74074074074074,19.444444444444446,5.27102289481112,-32320.0,97.00740740740741,83,15.66265060240964,84.54578313253012,3,7,96.025
4,0.23,0.31,101,41.584158415841586,19.801980198019802,5.035268244976751,-57730.0,94.28415841584159,78,15.384615384615385,77.73333333333333,2,7,86.58947368421053
4,0.23,0.32,92,43.47826086956522,20.652173913043477,5.0903657509990206,-11330.0,98.76847826086957,69,15.942028985507244,81.5536231884058,3,7,96.025
4,0.24,0.15,189,40.74074074074074,15.873015873015872,6.018614636771658,-355000.0,81.21693121693121,152,14.473684210526317,78.22697368421052,2,7,84.652
4,0.24,0.16,189,40.74074074074074,15.873015873015872,6.018614636771658,-355000.0,81.21693121693121,152,14.473684210526317,78.22697368421052,2,7,84.652
4,0.24,0.17,188,40.95744680851064,15.957446808510639,6.000743863810189,-345000.0,81.64893617021276,151,14.56953642384106,78.74503311258277,2,7,84.652
4,0.24,0.18,188,40.95744680851064,15.957446808510639,6.000743863810189,-345000.0,81.64893617021276,151,14.56953642384106,78.74503311258277,2,7,84.652
4,0.24,0.19,188,40.95744680851064,15.957446808510639,6.000743863810189,-345000.0,81.64893617021276,151,14.56953642384106,78.74503311258277,2,7,84.652
4,0.24,0.2,186,40.86021505376344,15.591397849462366,5.976954663430612,-363240.0,80.47096774193548,149,14.093959731543624,77.23557046979866,1,7,88.17916666666666
4,0.24,0.21,186,40.86021505376344,15.591397849462366,5.976954663430612,-363240.0,80.47096774193548,149,14.093959731543624,77.23557046979866,1,7,88.17916666666666
4,0.24,0.22,184,41.30434782608695,15.760869565217392,5.875553068640324,-343240.0,81.34565217391304,147,14.285714285714285,78.28639455782313,1,7,88.17916666666666
4,0.24,0.23,181,41.43646408839779,16.022099447513813,5.828917449240128,-313240.0,82.6939226519337,144,14.583333333333334,79.9173611111111,1,7,96.19545454545455
4,0.24,0.24,177,41.80790960451977,16.38418079096045,5.800826566464019,-273240.0,84.56271186440678,142,14.788732394366196,81.04295774647888,3,7,96.19545454545455
4,0.24,0.25,168,42.857142857142854,17.261904761904763,5.769905899548331,-183240.0,89.09285714285714,135,15.555555555555555,85.24518518518518,4,7,100.77619047619048
4,0.24,0.26,158,42.405063291139236,15.822784810126583,5.719875865758453,-352380.0,77.69746835443038,126,13.492063492063492,69.97380952380952,2,7,76.82
4,0.24,0.27,142,41.54929577464789,16.19718309859155,5.633247235228848,-308720.0,78.25915492957746,112,13.392857142857142,68.33303571428571,3,7,76.82
4,0.24,0.28,129,42.63565891472868,17.829457364341085,5.477319764374788,-178720.0,86.14573643410853,100,15.0,76.533,3,7,76.82
4,0.24,0.29,115,41.73913043478261,20.0,5.35220758536195,-38720.0,96.63304347826087,87,17.24137931034483,87.96896551724137,3,7,96.025
4,0.24,0.3,106,41.509433962264154,19.81132075471698,5.270819457062597,-12320.0,98.8377358490566,81,16.049382716049383,86.63333333333334,3,7,96.025
4,0.24,0.31,99,42.42424242424242,20.2020202020202,5.030287702542285,-37730.0,96.18888888888888,76,15.789473684210526,79.77894736842106,2,7,86.58947368421053
4,0.24,0.32,90,44.44444444444444,21.11111111111111,5.086111543343827,8670.0,100.96333333333334,67,16.417910447761194,83.98805970149253,3,7,96.025
4,0.25,0.15,168,39.88095238095239,16.666666666666664,5.788661598152559,-207290.0,87.66130952380952,135,14.814814814814813,83.4637037037037,3,7,96.19545454545455
4,0.25,0.16,168,39.88095238095239,16.666666666666664,5.788661598152559,-207290.0,87.66130952380952,135,14.814814814814813,83.4637037037037,3,7,96.19545454545455
4,0.25,0.17,168,39.88095238095239,16.666666666666664,5.788661598152559,-207290.0,87.66130952380952,135,14.814814814814813,83.4637037037037,3,7,96.19545454545455
4,0.25,0.18,168,39.88095238095239,16.666666666666664,5.788661598152559,-207290.0,87.66130952380952,135,14.814814814814813,83.4637037037037,3,7,96.19545454545455
4,0.25,0.19,168,39.88095238095239,16.666666666666664,5.788661598152559,-207290.0,87.66130952380952,135,14.814814814814813,83.4637037037037,3,7,96.19545454545455
4,0.25,0.2,167,40.119760479041915,16.766467065868262,5.7480069144291495,-197290.0,88.18622754491018,134,14.925373134328357,84.0865671641791,4,7,100.63636363636364
4,0.25,0.21,167,40.119760479041915,16.766467065868262,5.7480069144291495,-197290.0,88.18622754491018,134,14.925373134328357,84.0865671641791,4,7,100.63636363636364
4,0.25,0.22,166,40.36144578313253,16.867469879518072,5.723291525438486,-187290.0,88.71746987951808,133,15.037593984962406,84.7187969924812,4,7,100.63636363636364
4,0.25,0.23,165,40.60606060606061,16.969696969696972,5.725307675218851,-177290.0,89.25515151515151,132,15.151515151515152,85.36060606060606,4,7,100.63636363636364
4,0.25,0.24,161,40.993788819875775,17.391304347826086,5.6918509960421035,-137290.0,91.47267080745341,130,15.384615384615385,86.67384615384616,4,7,105.42857142857143
4,0.25,0.25,156,41.66666666666667,17.94871794871795,5.67485710337208,-87290.0,94.40448717948718,126,15.873015873015872,89.42539682539683,4,7,105.42857142857143
4,0.25,0.26,149,40.939597315436245,16.10738255033557,5.659085011289319,-286430.0,80.77651006711409,119,13.445378151260504,72.0689075630252,2,7,76.82
4,0.25,0.27,134,40.298507462686565,16.417910447761194,5.58898808862679,-252770.0,81.1365671641791,106,13.20754716981132,69.93207547169811,3,7,76.82
4,0.25,0.28,123,42.27642276422765,17.88617886178862,5.4606741113180775,-142770.0,88.39268292682927,96,14.583333333333334,77.21666666666667,3,7,76.82
4,0.25,0.29,111,42.34234234234234,19.81981981981982,5.344384222753411,-22770.0,97.94864864864864,85,16.470588235294116,87.20941176470588,3,7,96.025
4,0.25,0.3,103,41.74757281553398,19.41747572815534,5.2577239155011934,-6370.0,99.38155339805826,79,15.18987341772152,85.78227848101265,3,7,96.025
4,0.25,0.31,96,42.70833333333333,19.791666666666664,5.008720660413269,-31780.0,96.68958333333333,74,14.864864864864865,78.68513513513514,2,7,86.58947368421053
4,0.25,0.32,87,44.827586206896555,20.689655172413794,5.064238387918758,14620.0,101.68045977011494,65,15.384615384615385,82.87230769230769,3,7,96.025
4,0.26,0.15,155,40.0,16.7741935483871,5.640205242419482,-172670.0,88.86,124,15.32258064516129,86.3016129032258,4,7,100.63636363636364
4,0.26,0.16,155,40.0,16.7741935483871,5.640205242419482,-172670.0,88.86,124,15.32258064516129,86.3016129032258,4,7,100.63636363636364
4,0.26,0.17,155,40.0,16.7741935483871,5.640205242419482,-172670.0,88.86,124,15.32258064516129,86.3016129032258,4,7,100.63636363636364
4,0.26,0.18,155,40.0,16.7741935483871,5.640205242419482,-172670.0,88.86,124,15.32258064516129,86.3016129032258,4,7,100.63636363636364
4,0.26,0.19,155,40.0,16.7741935483871,5.640205242419482,-172670.0,88.86,124,15.32258064516129,86.3016129032258,4,7,100.63636363636364
4,0.26,0.2,155,40.0,16.7741935483871,5.640205242419482,-172670.0,88.86,124,15.32258064516129,86.3016129032258,4,7,100.63636363636364
4,0.26,0.21,155,40.0,16.7741935483871,5.640205242419482,-172670.0,88.86,124,15.32258064516129,86.3016129032258,4,7,100.63636363636364
4,0.26,0.22,154,40.25974025974026,16.883116883116884,5.612863968104808,-162670.0,89.43701298701299,123,15.447154471544716,87.00325203252032,4,7,100.63636363636364
4,0.26,0.23,153,40.52287581699346,16.99346405228758,5.614316498538968,-152670.0,90.02156862745097,122,15.573770491803279,87.71639344262294,4,7,100.63636363636364
4,0.26,0.24,149,40.939597315436245,17.449664429530202,5.575185692806244,-112670.0,92.43825503355704,120,15.833333333333332,89.17833333333333,4,7,105.42857142857143
4,0.26,0.25,145,41.37931034482759,17.93103448275862,5.54020410142014,-72670.0,94.98827586206896,117,16.23931623931624,91.46495726495726,4,7,105.42857142857143
4,0.26,0.26,139,41.007194244604314,16.546762589928058,5.517758464863432,-225190.0,83.79928057553957,111,14.414414414414415,77.26306306306306,3,7,76.82
4,0.26,0.27,127,40.15748031496063,16.535433070866144,5.503819112609088,-221530.0,82.55669291338583,101,13.861386138613863,73.3940594059406,3,7,76.82
4,0.26,0.28,116,42.241379310344826,18.103448275862068,5.35968568204731,-111530.0,90.38534482758621,91,15.384615384615385,81.45934065934065,3,7,76.82
4,0.26,0.29,106,41.509433962264154,19.81132075471698,5.294851165997061,-11530.0,98.9122641509434,82,17.073170731707318,90.4,3,7,96.025
4,0.26,0.3,99,41.41414141414141,19.19191919191919,5.204076193286421,-5130.0,99.48181818181818,76,15.789473684210526,89.16842105263157,3,7,96.025
4,0.26,0.31,92,42.391304347826086,19.565217391304348,4.940164817808769,-30540.0,96.6804347826087,71,15.492957746478872,82.00985915492957,2,7,86.58947368421053
4,0.26,0.32,83,44.57831325301205,20.481927710843372,4.990924332381503,15860.0,101.91084337349398,62,16.129032258064516,86.88225806451612,3,7,96.025
4,0.27,0.15,141,41.843971631205676,17.02127659574468,5.633833507126087,-139150.0,90.13120567375887,111,15.315315315315313,86.81621621621622,4,7,108.30416666666666
4,0.27,0.16,141,41.843971631205676,17.02127659574468,5.633833507126087,-139150.0,90.13120567375887,111,15.315315315315313,86.81621621621622,4,7,108.30416666666666
4,0.27,0.17,141,41.843971631205676,17.02127659574468,5.633833507126087,-139150.0,90.13120567375887,111,15.315315315315313,86.81621621621622,4,7,108.30416666666666
4,0.27,0.18,141,41.843971631205676,17.02127659574468,5.633833507126087,-139150.0,90.13120567375887,111,15.315315315315313,86.81621621621622,4,7,108.30416666666666
4,0.27,0.19,141,41.843971631205676,17.02127659574468,5.633833507126087,-139150.0,90.13120567375887,111,15.315315315315313,86.81621621621622,4,7,108.30416666666666
4,0.27,0.2,141,41.843971631205676,17.02127659574468,5.633833507126087,-139150.0,90.13120567375887,111,15.315315315315313,86.81621621621622,4,7,108.30416666666666
4,0.27,0.21,141,41.843971631205676,17.02127659574468,5.633833507126087,-139150.0,90.13120567375887,111,15.315315315315313,86.81621621621622,4,7,108.30416666666666
4,0.27,0.22,141,41.843971631205676,17.02127659574468,5.633833507126087,-139150.0,90.13120567375887,111,15.315315315315313,86.81621621621622,4,7,108.30416666666666
