month,alpha,races,head3,v166_hit,v179_hit,v166_cov,v179_cov,v166_roi,v179_roi
ALL,0,270,104,29.25925925925926,29.25925925925926,75.96153846153847,75.96153846153847,103.23791821561338,103.23791821561338
2026-06,0,73,30,30.136986301369863,30.136986301369863,73.33333333333333,73.33333333333333,91.16438356164383,91.16438356164383
2026-07,0,87,26,26.436781609195403,26.436781609195403,88.46153846153847,88.46153846153847,116.32183908045977,116.32183908045977
2026-08,0,110,48,30.90909090909091,30.90909090909091,70.83333333333333,70.83333333333333,100.88073394495413,100.88073394495413
