date,month,race_code,layer,model,policy,n,winner,second,third,head4_win,hit,return_yen,profit_yen,selected_comp,settle_comp,target_gap,tickets,comp_curve
2026-04-28,2026-04,202604280707,S,v283,FIXED_N4,4,4,1,5,1,1,109560.0,99560.0,10.940606144627893,10.940606144627893,0.4406061446278926,4-1-5|4-3-5|4-1-6|4-3-1,
2026-04-28,2026-04,202604280707,S,v283,FIXED_N10,10,4,1,5,1,1,49800.0,39800.0,4.900116307975964,4.900116307975964,5.599883692024036,4-1-5|4-3-5|4-1-6|4-3-1|4-1-3|4-6-5|4-2-5|4-5-1|4-1-2|4-5-6,
2026-04-28,2026-04,202604280707,S,v284,ODDS_4610_T10.5,4,4,1,5,1,1,99600.0,89600.0,10.08053598643701,10.08053598643701,0.41946401356299035,4-1-5|4-3-5|4-1-3|4-3-6,4:10.080536|6:8.276452|8:7.630564|10:6.903346
2026-04-28,2026-04,202604280707,S,v284,ODDS_2_10_T10.5,3,4,1,5,1,1,109560.0,99560.0,10.916757628778273,10.916757628778273,0.4167576287782726,4-1-5|4-3-5|4-1-3,2:19.378985|3:10.916758|4:10.080536|5:8.734266|6:8.276452|7:7.897323|8:7.630564|9:7.124389|10:6.903346
2026-04-28,2026-04,202604280707,S,v284,ODDS_2_20_T10.5,3,4,1,5,1,1,109560.0,99560.0,10.916757628778273,10.916757628778273,0.4167576287782726,4-1-5|4-3-5|4-1-3,2:19.378985|3:10.916758|4:10.080536|5:8.734266|6:8.276452|7:7.897323|8:7.630564|9:7.124389|10:6.903346|11:6.002530|12:5.064301|13:4.898691|14:4.373573|15:4.319089|16:4.118328|17:4.059967|18:3.921870|19:3.878944|20:3.725222
2026-04-28,2026-04,202604280707,S,v284,FIXED_N4,4,4,1,5,1,1,99600.0,89600.0,10.08053598643701,10.08053598643701,0.41946401356299035,4-1-5|4-3-5|4-1-3|4-3-6,
2026-04-28,2026-04,202604280707,S,v284,FIXED_N10,10,4,1,5,1,1,69720.0,59720.0,6.903346188480385,6.903346188480385,3.596653811519615,4-1-5|4-3-5|4-1-3|4-3-6|4-1-6|4-2-5|4-6-1|4-6-5|4-5-6|4-2-3,
2026-04-28,2026-04,202604280709,S,v283,ODDS_4610_T10.5,4,4,6,1,1,1,82250.0,72250.0,8.077318487446208,8.077318487446208,2.422681512553792,4-1-6|4-1-5|4-6-5|4-6-1,4:8.077318|6:6.418351|8:4.978930|10:4.312099
2026-04-28,2026-04,202604280709,S,v283,ODDS_2_10_T10.5,3,4,6,1,1,0,0.0,-10000.0,10.70568375550334,10.70568375550334,0.2056837555033404,4-1-6|4-1-5|4-6-5,2:13.585785|3:10.705684|4:8.077318|5:6.723090|6:6.418351|7:5.896353|8:4.978930|9:4.468632|10:4.312099
2026-04-28,2026-04,202604280709,S,v283,ODDS_2_20_T10.5,3,4,6,1,1,0,0.0,-10000.0,10.70568375550334,10.70568375550334,0.2056837555033404,4-1-6|4-1-5|4-6-5,2:13.585785|3:10.705684|4:8.077318|5:6.723090|6:6.418351|7:5.896353|8:4.978930|9:4.468632|10:4.312099|11:4.128565|12:4.054433|13:3.849859|14:3.750885|15:3.675709|16:3.619526|17:3.420179|18:3.220629|19:3.139034|20:3.071237
2026-04-28,2026-04,202604280709,S,v283,FIXED_N4,4,4,6,1,1,1,82250.0,72250.0,8.077318487446208,8.077318487446208,2.422681512553792,4-1-6|4-1-5|4-6-5|4-6-1,
2026-04-28,2026-04,202604280709,S,v283,FIXED_N10,10,4,6,1,1,1,42770.0,32770.0,4.312098926160232,4.312098926160232,6.187901073839768,4-1-6|4-1-5|4-6-5|4-6-1|4-1-2|4-2-6|4-3-6|4-1-3|4-5-6|4-2-1,
2026-04-28,2026-04,202604280709,S,v284,ODDS_4610_T10.5,4,4,6,1,1,1,82250.0,72250.0,8.077318487446208,8.077318487446208,2.422681512553792,4-1-6|4-1-5|4-6-5|4-6-1,4:8.077318|6:5.824896|8:5.429129|10:4.548136
2026-04-28,2026-04,202604280709,S,v284,ODDS_2_10_T10.5,3,4,6,1,1,0,0.0,-10000.0,10.70568375550334,10.70568375550334,0.2056837555033404,4-1-6|4-1-5|4-6-5,2:13.585785|3:10.705684|4:8.077318|5:6.723090|6:5.824896|7:5.594748|8:5.429129|9:5.301656|10:4.548136
2026-04-28,2026-04,202604280709,S,v284,ODDS_2_20_T10.5,3,4,6,1,1,0,0.0,-10000.0,10.70568375550334,10.70568375550334,0.2056837555033404,4-1-6|4-1-5|4-6-5,2:13.585785|3:10.705684|4:8.077318|5:6.723090|6:5.824896|7:5.594748|8:5.429129|9:5.301656|10:4.548136|11:4.292279|12:4.052364|13:3.942851|14:3.820482|15:3.759822|16:3.619526|17:3.420179|18:3.220629|19:3.149302|20:3.071237
2026-04-28,2026-04,202604280709,S,v284,FIXED_N4,4,4,6,1,1,1,82250.0,72250.0,8.077318487446208,8.077318487446208,2.422681512553792,4-1-6|4-1-5|4-6-5|4-6-1,
2026-04-28,2026-04,202604280709,S,v284,FIXED_N10,10,4,6,1,1,1,46060.0,36060.0,4.548135750556778,4.548135750556778,5.951864249443222,4-1-6|4-1-5|4-6-5|4-6-1|4-1-2|4-5-6|4-2-6|4-3-2|4-2-5|4-1-3,
2026-04-28,2026-04,202604280806,A,v283,ODDS_4610_T10.5,4,1,4,2,0,0,0.0,-10000.0,9.564267015805305,9.564267015805305,0.9357329841946953,4-1-5|4-1-3|4-2-5|4-2-1,4:9.564267|6:7.621748|8:6.093752|10:5.435370
2026-04-28,2026-04,202604280806,A,v283,ODDS_2_10_T10.5,4,1,4,2,0,0,0.0,-10000.0,9.564267015805305,9.564267015805305,0.9357329841946953,4-1-5|4-1-3|4-2-5|4-2-1,2:13.165234|3:11.837749|4:9.564267|5:8.118345|6:7.621748|7:6.988408|8:6.093752|9:5.778240|10:5.435370
2026-04-28,2026-04,202604280806,A,v283,ODDS_2_20_T10.5,4,1,4,2,0,0,0.0,-10000.0,9.564267015805305,9.564267015805305,0.9357329841946953,4-1-5|4-1-3|4-2-5|4-2-1,2:13.165234|3:11.837749|4:9.564267|5:8.118345|6:7.621748|7:6.988408|8:6.093752|9:5.778240|10:5.435370|11:4.906257|12:4.008281|13:3.942085|14:3.856720|15:3.744931|16:3.595008|17:3.478043|18:3.330662|19:3.285222|20:3.225753
2026-04-28,2026-04,202604280806,A,v283,FIXED_N4,4,1,4,2,0,0,0.0,-10000.0,9.564267015805305,9.564267015805305,0.9357329841946953,4-1-5|4-1-3|4-2-5|4-2-1,
2026-04-28,2026-04,202604280806,A,v283,FIXED_N10,10,1,4,2,0,0,0.0,-10000.0,5.435370075159456,5.435370075159456,5.064629924840544,4-1-5|4-1-3|4-2-5|4-2-1|4-1-6|4-3-5|4-2-3|4-5-1|4-5-3|4-5-6,
2026-04-28,2026-04,202604280806,A,v284,ODDS_4610_T10.5,6,1,4,2,0,0,0.0,-10000.0,9.872921206063666,9.872921206063666,0.6270787939363345,4-1-5|4-2-5|4-1-6|4-2-3|4-3-5|4-5-1,4:13.840244|6:9.872921|8:6.454144|10:4.531415
2026-04-28,2026-04,202604280806,A,v284,ODDS_2_10_T10.5,6,1,4,2,0,0,0.0,-10000.0,9.872921206063666,9.872921206063666,0.6270787939363345,4-1-5|4-2-5|4-1-6|4-2-3|4-3-5|4-5-1,2:23.957559|3:16.566590|4:13.840244|5:12.456598|6:9.872921|7:6.943375|8:6.454144|9:5.713648|10:4.531415
2026-04-28,2026-04,202604280806,A,v284,ODDS_2_20_T10.5,6,1,4,2,0,0,0.0,-10000.0,9.872921206063666,9.872921206063666,0.6270787939363345,4-1-5|4-2-5|4-1-6|4-2-3|4-3-5|4-5-1,2:23.957559|3:16.566590|4:13.840244|5:12.456598|6:9.872921|7:6.943375|8:6.454144|9:5.713648|10:4.531415|11:4.418982|12:4.338662|13:3.994773|14:3.850869|15:3.692524|16:3.574262|17:3.478043|18:3.330662|19:3.285222|20:3.225753
2026-04-28,2026-04,202604280806,A,v284,FIXED_N4,4,1,4,2,0,0,0.0,-10000.0,13.840244413425863,13.840244413425863,3.3402444134258626,4-1-5|4-2-5|4-1-6|4-2-3,
2026-04-28,2026-04,202604280806,A,v284,FIXED_N10,10,1,4,2,0,0,0.0,-10000.0,4.5314145780852755,4.5314145780852755,5.9685854219147245,4-1-5|4-2-5|4-1-6|4-2-3|4-3-5|4-5-1|4-1-3|4-5-6|4-2-1|4-1-2,
2026-04-29,2026-04,202604290306,A,v283,ODDS_4610_T10.5,4,5,2,4,0,0,0.0,-10000.0,7.497322205488965,7.497322205488965,3.002677794511035,4-5-2|4-5-6|4-3-5|4-3-2,4:7.497322|6:3.807310|8:3.262334|10:2.737971
2026-04-29,2026-04,202604290306,A,v283,ODDS_2_10_T10.5,2,5,2,4,0,0,0.0,-10000.0,8.523764705882353,8.523764705882353,1.9762352941176466,4-5-2|4-5-6,2:8.523765|3:7.932711|4:7.497322|5:4.807512|6:3.807310|7:3.705090|8:3.262334|9:3.077762|10:2.737971
2026-04-29,2026-04,202604290306,A,v283,ODDS_2_20_T10.5,2,5,2,4,0,0,0.0,-10000.0,8.523764705882353,8.523764705882353,1.9762352941176466,4-5-2|4-5-6,2:8.523765|3:7.932711|4:7.497322|5:4.807512|6:3.807310|7:3.705090|8:3.262334|9:3.077762|10:2.737971|11:2.495664|12:2.405523|13:2.390984|14:2.296944|15:2.271748|16:2.245613|17:2.200405|18:2.183464|19:2.171827|20:2.124120
2026-04-29,2026-04,202604290306,A,v283,FIXED_N4,4,5,2,4,0,0,0.0,-10000.0,7.497322205488965,7.497322205488965,3.002677794511035,4-5-2|4-5-6|4-3-5|4-3-2,
2026-04-29,2026-04,202604290306,A,v283,FIXED_N10,10,5,2,4,0,0,0.0,-10000.0,2.737970897924634,2.737970897924634,7.762029102075366,4-5-2|4-5-6|4-3-5|4-3-2|4-2-5|4-5-1|4-6-5|4-1-5|4-5-3|4-2-1,
2026-04-29,2026-04,202604290306,A,v284,ODDS_4610_T10.5,4,5,2,4,0,0,0.0,-10000.0,7.497322205488965,7.497322205488965,3.002677794511035,4-5-6|4-3-2|4-3-5|4-5-2,4:7.497322|6:4.645670|8:3.435980|10:2.900307
2026-04-29,2026-04,202604290306,A,v284,ODDS_2_10_T10.5,4,5,2,4,0,0,0.0,-10000.0,7.497322205488965,7.497322205488965,3.002677794511035,4-5-6|4-3-2|4-3-5|4-5-2,2:25.066467|3:20.561243|4:7.497322|5:4.807512|6:4.645670|7:3.912719|8:3.435980|9:3.051871|10:2.900307
2026-04-29,2026-04,202604290306,A,v284,ODDS_2_20_T10.5,4,5,2,4,0,0,0.0,-10000.0,7.497322205488965,7.497322205488965,3.002677794511035,4-5-6|4-3-2|4-3-5|4-5-2,2:25.066467|3:20.561243|4:7.497322|5:4.807512|6:4.645670|7:3.912719|8:3.435980|9:3.051871|10:2.900307|11:2.857845|12:2.740259|13:2.721408|14:2.686111|15:2.342303|16:2.323116|17:2.274767|18:2.183464|19:2.171827|20:2.124120
2026-04-29,2026-04,202604290306,A,v284,FIXED_N4,4,5,2,4,0,0,0.0,-10000.0,7.497322205488965,7.497322205488965,3.002677794511035,4-5-6|4-3-2|4-3-5|4-5-2,
2026-04-29,2026-04,202604290306,A,v284,FIXED_N10,10,5,2,4,0,0,0.0,-10000.0,2.900306915878989,2.900306915878989,7.599693084121011,4-5-6|4-3-2|4-3-5|4-5-2|4-2-5|4-6-5|4-2-1|4-1-2|4-1-5|4-2-3,
2026-04-29,2026-04,202604291402,A,v283,ODDS_4610_T10.5,4,1,2,4,0,0,0.0,-10000.0,4.944743312473528,4.944743312473528,5.555256687526472,4-1-5|4-2-1|4-2-5|4-1-2,4:4.944743|6:4.399824|8:3.994310|10:3.475813
2026-04-29,2026-04,202604291402,A,v283,ODDS_2_10_T10.5,2,1,2,4,0,0,0.0,-10000.0,9.99975,9.99975,0.5002499999999994,4-1-5|4-2-1,2:9.999750|3:7.737407|4:4.944743|5:4.604892|6:4.399824|7:4.140674|8:3.994310|9:3.522204|10:3.475813
2026-04-29,2026-04,202604291402,A,v283,ODDS_2_20_T10.5,2,1,2,4,0,0,0.0,-10000.0,9.99975,9.99975,0.5002499999999994,4-1-5|4-2-1,2:9.999750|3:7.737407|4:4.944743|5:4.604892|6:4.399824|7:4.140674|8:3.994310|9:3.522204|10:3.475813|11:3.369347|12:3.314523|13:3.248783|14:2.983251|15:2.926810|16:2.906862|17:2.871845|18:2.817396|19:2.775088|20:2.756885
2026-04-29,2026-04,202604291402,A,v283,FIXED_N4,4,1,2,4,0,0,0.0,-10000.0,4.944743312473528,4.944743312473528,5.555256687526472,4-1-5|4-2-1|4-2-5|4-1-2,
2026-04-29,2026-04,202604291402,A,v283,FIXED_N10,10,1,2,4,0,0,0.0,-10000.0,3.4758130847019904,3.4758130847019904,7.02418691529801,4-1-5|4-2-1|4-2-5|4-1-2|4-1-6|4-2-3|4-1-3|4-2-6|4-5-1|4-3-5,
2026-04-29,2026-04,202604291402,A,v284,ODDS_4610_T10.5,4,1,2,4,0,0,0.0,-10000.0,4.944743312473528,4.944743312473528,5.555256687526472,4-1-5|4-2-1|4-1-2|4-2-5,4:4.944743|6:4.399824|8:3.990463|10:3.798868
2026-04-29,2026-04,202604291402,A,v284,ODDS_2_10_T10.5,2,1,2,4,0,0,0.0,-10000.0,9.99975,9.99975,0.5002499999999994,4-1-5|4-2-1,2:9.999750|3:5.780507|4:4.944743|5:4.604892|6:4.399824|7:4.230607|8:3.990463|9:3.854352|10:3.798868
2026-04-29,2026-04,202604291402,A,v284,ODDS_2_20_T10.5,2,1,2,4,0,0,0.0,-10000.0,9.99975,9.99975,0.5002499999999994,4-1-5|4-2-1,2:9.999750|3:5.780507|4:4.944743|5:4.604892|6:4.399824|7:4.230607|8:3.990463|9:3.854352|10:3.798868|11:3.712761|12:3.646301|13:3.562336|14:3.532829|15:3.481240|16:3.178122|17:2.871845|18:2.852355|19:2.808999|20:2.756885
2026-04-29,2026-04,202604291402,A,v284,FIXED_N4,4,1,2,4,0,0,0.0,-10000.0,4.944743312473528,4.944743312473528,5.555256687526472,4-1-5|4-2-1|4-1-2|4-2-5,
2026-04-29,2026-04,202604291402,A,v284,FIXED_N10,10,1,2,4,0,0,0.0,-10000.0,3.798867742197962,3.798867742197962,6.701132257802038,4-1-5|4-2-1|4-1-2|4-2-5|4-1-6|4-2-3|4-5-6|4-1-3|4-2-6|4-3-5,
2026-05-01,2026-05,202605012306,S,v283,ODDS_4610_T10.5,4,1,4,5,0,0,0.0,-10000.0,4.96942466733987,4.96942466733987,5.53057533266013,4-1-3|4-1-2|4-3-2|4-3-1,4:4.969425|6:4.511260|8:2.864712|10:2.818706
2026-05-01,2026-05,202605012306,S,v283,ODDS_2_10_T10.5,2,1,4,5,0,0,0.0,-10000.0,5.815384615384616,5.815384615384616,4.684615384615384,4-1-3|4-1-2,2:5.815385|3:5.548708|4:4.969425|5:4.698850|6:4.511260|7:3.037718|8:2.864712|9:2.842034|10:2.818706
2026-05-01,2026-05,202605012306,S,v283,ODDS_2_20_T10.5,2,1,4,5,0,0,0.0,-10000.0,5.815384615384616,5.815384615384616,4.684615384615384,4-1-3|4-1-2,2:5.815385|3:5.548708|4:4.969425|5:4.698850|6:4.511260|7:3.037718|8:2.864712|9:2.842034|10:2.818706|11:2.787925|12:2.772609|13:2.755765|14:2.685026|15:2.611674|16:2.258476|17:2.161612|18:2.052342|19:2.000438|20:1.984399
2026-05-01,2026-05,202605012306,S,v283,FIXED_N4,4,1,4,5,0,0,0.0,-10000.0,4.96942466733987,4.96942466733987,5.53057533266013,4-1-3|4-1-2|4-3-2|4-3-1,
2026-05-01,2026-05,202605012306,S,v283,FIXED_N10,10,1,4,5,0,0,0.0,-10000.0,2.8187057785416374,2.8187057785416374,7.681294221458362,4-1-3|4-1-2|4-3-2|4-3-1|4-1-6|4-2-3|4-1-5|4-2-1|4-3-6|4-2-6,
2026-05-01,2026-05,202605012306,S,v284,ODDS_4610_T10.5,4,1,4,5,0,0,0.0,-10000.0,4.96942466733987,4.96942466733987,5.53057533266013,4-1-3|4-1-2|4-3-1|4-3-2,4:4.969425|6:3.121635|8:2.864712|10:2.824338
2026-05-01,2026-05,202605012306,S,v284,ODDS_2_10_T10.5,2,1,4,5,0,0,0.0,-10000.0,5.815384615384616,5.815384615384616,4.684615384615384,4-1-3|4-1-2,2:5.815385|3:5.182258|4:4.969425|5:4.698850|6:3.121635|7:3.037718|8:2.864712|9:2.842034|10:2.824338
2026-05-01,2026-05,202605012306,S,v284,ODDS_2_20_T10.5,2,1,4,5,0,0,0.0,-10000.0,5.815384615384616,5.815384615384616,4.684615384615384,4-1-3|4-1-2,2:5.815385|3:5.182258|4:4.969425|5:4.698850|6:3.121635|7:3.037718|8:2.864712|9:2.842034|10:2.824338|11:2.808621|12:2.785836|13:2.713565|14:2.638667|15:2.477641|16:2.361548|17:2.339904|18:2.052342|19:2.000438|20:1.984399
2026-05-01,2026-05,202605012306,S,v284,FIXED_N4,4,1,4,5,0,0,0.0,-10000.0,4.96942466733987,4.96942466733987,5.53057533266013,4-1-3|4-1-2|4-3-1|4-3-2,
2026-05-01,2026-05,202605012306,S,v284,FIXED_N10,10,1,4,5,0,0,0.0,-10000.0,2.8243379343779185,2.8243379343779185,7.675662065622081,4-1-3|4-1-2|4-3-1|4-3-2|4-1-6|4-1-5|4-2-3|4-2-1|4-3-6|4-6-2,
2026-05-02,2026-05,202605020202,S,v283,ODDS_4610_T10.5,4,5,2,4,0,0,0.0,-10000.0,4.660382683123488,4.660382683123488,5.839617316876512,4-2-5|4-5-2|4-2-3|4-5-6,4:4.660383|6:4.056409|8:3.386812|10:2.937183
2026-05-02,2026-05,202605020202,S,v283,ODDS_2_10_T10.5,2,5,2,4,0,0,0.0,-10000.0,5.912236286919831,5.912236286919831,4.587763713080169,4-2-5|4-5-2,2:5.912236|3:5.228358|4:4.660383|5:4.273648|6:4.056409|7:3.658540|8:3.386812|9:3.036961|10:2.937183
2026-05-02,2026-05,202605020202,S,v283,ODDS_2_20_T10.5,2,5,2,4,0,0,0.0,-10000.0,5.912236286919831,5.912236286919831,4.587763713080169,4-2-5|4-5-2,2:5.912236|3:5.228358|4:4.660383|5:4.273648|6:4.056409|7:3.658540|8:3.386812|9:3.036961|10:2.937183|11:2.847260|12:2.731525|13:2.696583|14:2.658906|15:2.631752|16:2.604194|17:2.588116|18:2.561806|19:2.550691|20:2.534501
2026-05-02,2026-05,202605020202,S,v283,FIXED_N4,4,5,2,4,0,0,0.0,-10000.0,4.660382683123488,4.660382683123488,5.839617316876512,4-2-5|4-5-2|4-2-3|4-5-6,
2026-05-02,2026-05,202605020202,S,v283,FIXED_N10,10,5,2,4,0,0,0.0,-10000.0,2.937183443294384,2.937183443294384,7.5628165567056165,4-2-5|4-5-2|4-2-3|4-5-6|4-1-5|4-3-5|4-5-3|4-2-1|4-5-1|4-2-6,
2026-05-02,2026-05,202605020202,S,v284,ODDS_4610_T10.5,4,5,2,4,0,0,0.0,-10000.0,4.585593458271917,4.585593458271917,5.914406541728083,4-2-5|4-5-2|4-2-3|4-5-3,4:4.585593|6:3.999631|8:3.531839|10:3.049665
2026-05-02,2026-05,202605020202,S,v284,ODDS_2_10_T10.5,2,5,2,4,0,0,0.0,-10000.0,5.912236286919831,5.912236286919831,4.587763713080169,4-2-5|4-5-2,2:5.912236|3:5.228358|4:4.585593|5:4.210672|6:3.999631|7:3.828355|8:3.531839|9:3.153060|10:3.049665
2026-05-02,2026-05,202605020202,S,v284,ODDS_2_20_T10.5,2,5,2,4,0,0,0.0,-10000.0,5.912236286919831,5.912236286919831,4.587763713080169,4-2-5|4-5-2,2:5.912236|3:5.228358|4:4.585593|5:4.210672|6:3.999631|7:3.828355|8:3.531839|9:3.153060|10:3.049665|11:2.847260|12:2.731525|13:2.696583|14:2.668033|15:2.639714|16:2.623196|17:2.587528|18:2.561806|19:2.550691|20:2.534501
2026-05-02,2026-05,202605020202,S,v284,FIXED_N4,4,5,2,4,0,0,0.0,-10000.0,4.585593458271917,4.585593458271917,5.914406541728083,4-2-5|4-5-2|4-2-3|4-5-3,
2026-05-02,2026-05,202605020202,S,v284,FIXED_N10,10,5,2,4,0,0,0.0,-10000.0,3.0496648316340442,3.0496648316340442,7.450335168365956,4-2-5|4-5-2|4-2-3|4-5-3|4-1-5|4-3-5|4-2-6|4-2-1|4-5-1|4-3-2,
2026-05-02,2026-05,202605021103,S,v283,ODDS_4610_T10.5,4,4,1,5,1,1,38850.0,28850.0,3.8986742229460587,3.8986742229460587,6.601325777053941,4-1-5|4-1-2|4-5-1|4-5-2,4:3.898674|6:3.280383|8:2.895767|10:2.793511
2026-05-02,2026-05,202605021103,S,v283,ODDS_2_10_T10.5,2,4,1,5,1,1,69930.0,59930.0,6.9929999999999986,6.9929999999999986,3.5070000000000014,4-1-5|4-1-2,2:6.993000|3:4.707110|4:3.898674|5:3.602377|6:3.280383|7:3.034590|8:2.895767|9:2.830812|10:2.793511
2026-05-02,2026-05,202605021103,S,v283,ODDS_2_20_T10.5,2,4,1,5,1,1,69930.0,59930.0,6.9929999999999986,6.9929999999999986,3.5070000000000014,4-1-5|4-1-2,2:6.993000|3:4.707110|4:3.898674|5:3.602377|6:3.280383|7:3.034590|8:2.895767|9:2.830812|10:2.793511|11:2.731915|12:2.674563|13:2.574900|14:2.444064|15:2.412094|16:2.370449|17:2.345316|18:2.327135|19:2.316968|20:2.308462
2026-05-02,2026-05,202605021103,S,v283,FIXED_N4,4,4,1,5,1,1,38850.0,28850.0,3.8986742229460587,3.8986742229460587,6.601325777053941,4-1-5|4-1-2|4-5-1|4-5-2,
2026-05-02,2026-05,202605021103,S,v283,FIXED_N10,10,4,1,5,1,1,27750.0,17750.0,2.7935105854806053,2.7935105854806053,7.706489414519394,4-1-5|4-1-2|4-5-1|4-5-2|4-1-3|4-2-5|4-2-1|4-5-3|4-3-5|4-3-2,
2026-05-02,2026-05,202605021103,S,v284,ODDS_4610_T10.5,4,4,1,5,1,1,38850.0,28850.0,3.8986742229460587,3.8986742229460587,6.601325777053941,4-1-5|4-1-2|4-5-1|4-5-2,4:3.898674|6:3.280383|8:2.963990|10:2.856947
2026-05-02,2026-05,202605021103,S,v284,ODDS_2_10_T10.5,2,4,1,5,1,1,69930.0,59930.0,6.9929999999999986,6.9929999999999986,3.5070000000000014,4-1-5|4-1-2,2:6.993000|3:4.707110|4:3.898674|5:3.602377|6:3.280383|7:3.034590|8:2.963990|9:2.923121|10:2.856947
2026-05-02,2026-05,202605021103,S,v284,ODDS_2_20_T10.5,2,4,1,5,1,1,69930.0,59930.0,6.9929999999999986,6.9929999999999986,3.5070000000000014,4-1-5|4-1-2,2:6.993000|3:4.707110|4:3.898674|5:3.602377|6:3.280383|7:3.034590|8:2.963990|9:2.923121|10:2.856947|11:2.743516|12:2.684082|13:2.574900|14:2.444064|15:2.401318|16:2.370449|17:2.345316|18:2.334989|19:2.316968|20:2.308462
2026-05-02,2026-05,202605021103,S,v284,FIXED_N4,4,4,1,5,1,1,38850.0,28850.0,3.8986742229460587,3.8986742229460587,6.601325777053941,4-1-5|4-1-2|4-5-1|4-5-2,
2026-05-02,2026-05,202605021103,S,v284,FIXED_N10,10,4,1,5,1,1,28860.0,18860.0,2.8569468160052907,2.8569468160052907,7.643053183994709,4-1-5|4-1-2|4-5-1|4-5-2|4-1-3|4-2-5|4-2-1|4-2-3|4-3-2|4-3-5,
2026-05-02,2026-05,202605022307,S,v283,ODDS_4610_T10.5,4,1,3,4,0,0,0.0,-10000.0,3.465769913051376,3.465769913051376,7.034230086948623,4-1-3|4-1-2|4-3-1|4-3-2,4:3.465770|6:2.244997|8:2.022304|10:1.805858
2026-05-02,2026-05,202605022307,S,v283,ODDS_2_10_T10.5,2,1,3,4,0,0,0.0,-10000.0,3.861428571428571,3.861428571428571,6.638571428571429,4-1-3|4-1-2,2:3.861429|3:3.628673|4:3.465770|5:2.778050|6:2.244997|7:2.099940|8:2.022304|9:1.985098|10:1.805858
2026-05-02,2026-05,202605022307,S,v283,ODDS_2_20_T10.5,2,1,3,4,0,0,0.0,-10000.0,3.861428571428571,3.861428571428571,6.638571428571429,4-1-3|4-1-2,2:3.861429|3:3.628673|4:3.465770|5:2.778050|6:2.244997|7:2.099940|8:2.022304|9:1.985098|10:1.805858|11:1.792714|12:1.770594|13:1.653488|14:1.631643|15:1.606534|16:1.580957|17:1.572361|18:1.540200|19:1.454992|20:1.421418
2026-05-02,2026-05,202605022307,S,v283,FIXED_N4,4,1,3,4,0,0,0.0,-10000.0,3.465769913051376,3.465769913051376,7.034230086948623,4-1-3|4-1-2|4-3-1|4-3-2,
2026-05-02,2026-05,202605022307,S,v283,FIXED_N10,10,1,3,4,0,0,0.0,-10000.0,1.805857854203057,1.805857854203057,8.694142145796944,4-1-3|4-1-2|4-3-1|4-3-2|4-1-6|4-2-1|4-2-3|4-1-5|4-5-1|4-6-1,
2026-05-02,2026-05,202605022307,S,v284,ODDS_4610_T10.5,4,1,3,4,0,0,0.0,-10000.0,3.465769913051376,3.465769913051376,7.034230086948623,4-1-3|4-1-2|4-3-1|4-3-2,4:3.465770|6:2.244997|8:2.022304|10:1.958012
2026-05-02,2026-05,202605022307,S,v284,ODDS_2_10_T10.5,2,1,3,4,0,0,0.0,-10000.0,3.861428571428571,3.861428571428571,6.638571428571429,4-1-3|4-1-2,2:3.861429|3:3.628673|4:3.465770|5:2.778050|6:2.244997|7:2.156491|8:2.022304|9:1.985098|10:1.958012
2026-05-02,2026-05,202605022307,S,v284,ODDS_2_20_T10.5,2,1,3,4,0,0,0.0,-10000.0,3.861428571428571,3.861428571428571,6.638571428571429,4-1-3|4-1-2,2:3.861429|3:3.628673|4:3.465770|5:2.778050|6:2.244997|7:2.156491|8:2.022304|9:1.985098|10:1.958012|11:1.783415|12:1.758028|13:1.642524|14:1.631643|15:1.536329|16:1.528211|17:1.506164|18:1.476628|19:1.454992|20:1.421418
2026-05-02,2026-05,202605022307,S,v284,FIXED_N4,4,1,3,4,0,0,0.0,-10000.0,3.465769913051376,3.465769913051376,7.034230086948623,4-1-3|4-1-2|4-3-1|4-3-2,
2026-05-02,2026-05,202605022307,S,v284,FIXED_N10,10,1,3,4,0,0,0.0,-10000.0,1.9580120691893235,1.9580120691893235,8.541987930810677,4-1-3|4-1-2|4-3-1|4-3-2|4-1-6|4-2-1|4-1-5|4-2-3|4-5-1|4-3-6,
2026-05-03,2026-05,202605030105,S,v283,ODDS_4610_T10.5,4,1,6,5,0,0,0.0,-10000.0,3.8481408149090495,3.8481408149090495,6.6518591850909505,4-5-1|4-5-6|4-2-1|4-2-5,4:3.848141|6:2.721409|8:1.945895|10:1.858458
2026-05-03,2026-05,202605030105,S,v283,ODDS_2_10_T10.5,2,1,6,5,0,0,0.0,-10000.0,6.250566037735849,6.250566037735849,4.249433962264151,4-5-1|4-5-6,2:6.250566|3:5.000362|4:3.848141|5:2.844069|6:2.721409|7:2.207862|8:1.945895|9:1.931261|10:1.858458
2026-05-03,2026-05,202605030105,S,v283,ODDS_2_20_T10.5,2,1,6,5,0,0,0.0,-10000.0,6.250566037735849,6.250566037735849,4.249433962264151,4-5-1|4-5-6,2:6.250566|3:5.000362|4:3.848141|5:2.844069|6:2.721409|7:2.207862|8:1.945895|9:1.931261|10:1.858458|11:1.830862|12:1.757882|13:1.746988|14:1.732023|15:1.701297|16:1.652815|17:1.620002|18:1.613637|19:1.581456|20:1.573055
2026-05-03,2026-05,202605030105,S,v283,FIXED_N4,4,1,6,5,0,0,0.0,-10000.0,3.8481408149090495,3.8481408149090495,6.6518591850909505,4-5-1|4-5-6|4-2-1|4-2-5,
