date,month,race_code,layer,model,policy,n,winner,second,third,head4_win,hit,return_yen,profit_yen,selected_comp,settle_comp,target_gap,tickets,comp_curve
2026-04-01,2026-04,202604010206,A,v283,ODDS_4610_T10.5,4,2,4,5,0,0,0.0,-10000.0,5.444213047795749,5.444213047795749,5.055786952204251,4-2-5|4-2-3|4-1-5|4-1-2,4:5.444213|6:4.744037|8:3.796179|10:2.832322
2026-04-01,2026-04,202604010206,A,v283,ODDS_2_10_T10.5,3,2,4,5,0,0,0.0,-10000.0,8.75374417755252,8.75374417755252,1.7462558224474805,4-2-5|4-2-3|4-1-5,2:13.275571|3:8.753744|4:5.444213|5:5.132364|6:4.744037|7:3.994940|8:3.796179|9:3.033539|10:2.832322
2026-04-01,2026-04,202604010206,A,v283,ODDS_2_20_T10.5,3,2,4,5,0,0,0.0,-10000.0,8.75374417755252,8.75374417755252,1.7462558224474805,4-2-5|4-2-3|4-1-5,2:13.275571|3:8.753744|4:5.444213|5:5.132364|6:4.744037|7:3.994940|8:3.796179|9:3.033539|10:2.832322|11:2.581886|12:2.540605|13:2.498675|14:2.458317|15:2.379892|16:2.366501|17:2.351747|18:2.336708|19:2.327738|20:2.312625
2026-04-01,2026-04,202604010206,A,v283,FIXED_N4,4,2,4,5,0,0,0.0,-10000.0,5.444213047795749,5.444213047795749,5.055786952204251,4-2-5|4-2-3|4-1-5|4-1-2,
2026-04-01,2026-04,202604010206,A,v283,FIXED_N10,10,2,4,5,0,0,0.0,-10000.0,2.832322209222653,2.832322209222653,7.667677790777347,4-2-5|4-2-3|4-1-5|4-1-2|4-3-5|4-3-2|4-5-2|4-5-3|4-2-1|4-1-3,
2026-04-01,2026-04,202604010206,A,v284,ODDS_4610_T10.5,4,2,4,5,0,0,0.0,-10000.0,5.444213047795749,5.444213047795749,5.055786952204251,4-2-3|4-2-5|4-1-5|4-1-2,4:5.444213|6:4.275755|8:3.724995|10:2.932765
2026-04-01,2026-04,202604010206,A,v284,ODDS_2_10_T10.5,3,2,4,5,0,0,0.0,-10000.0,8.75374417755252,8.75374417755252,1.7462558224474805,4-2-3|4-2-5|4-1-5,2:13.275571|3:8.753744|4:5.444213|5:4.588675|6:4.275755|7:4.081008|8:3.724995|9:3.639672|10:2.932765
2026-04-01,2026-04,202604010206,A,v284,ODDS_2_20_T10.5,3,2,4,5,0,0,0.0,-10000.0,8.75374417755252,8.75374417755252,1.7462558224474805,4-2-3|4-2-5|4-1-5,2:13.275571|3:8.753744|4:5.444213|5:4.588675|6:4.275755|7:4.081008|8:3.724995|9:3.639672|10:2.932765|11:2.877034|12:2.583273|13:2.567503|14:2.524910|15:2.508121|16:2.428298|17:2.351747|18:2.336322|19:2.321478|20:2.312625
2026-04-01,2026-04,202604010206,A,v284,FIXED_N4,4,2,4,5,0,0,0.0,-10000.0,5.444213047795749,5.444213047795749,5.055786952204251,4-2-3|4-2-5|4-1-5|4-1-2,
2026-04-01,2026-04,202604010206,A,v284,FIXED_N10,10,2,4,5,0,0,0.0,-10000.0,2.9327649164044827,2.9327649164044827,7.567235083595517,4-2-3|4-2-5|4-1-5|4-1-2|4-5-1|4-3-2|4-3-5|4-1-3|4-5-6|4-2-1,
2026-04-01,2026-04,202604010603,S,v283,ODDS_4610_T10.5,4,4,6,2,1,0,0.0,-10000.0,8.25211933648223,8.25211933648223,2.247880663517771,4-1-6|4-1-2|4-5-1|4-5-6,4:8.252119|6:5.048384|8:3.772018|10:3.437902
2026-04-01,2026-04,202604010603,S,v283,ODDS_2_10_T10.5,2,4,6,2,1,0,0.0,-10000.0,8.535672514619883,8.535672514619883,1.9643274853801174,4-1-6|4-1-2,2:8.535673|3:8.393798|4:8.252119|5:5.858713|6:5.048384|7:4.146166|8:3.772018|9:3.689041|10:3.437902
2026-04-01,2026-04,202604010603,S,v283,ODDS_2_20_T10.5,2,4,6,2,1,0,0.0,-10000.0,8.535672514619883,8.535672514619883,1.9643274853801174,4-1-6|4-1-2,2:8.535673|3:8.393798|4:8.252119|5:5.858713|6:5.048384|7:4.146166|8:3.772018|9:3.689041|10:3.437902|11:3.241040|12:3.004674|13:2.994099|14:2.866387|15:2.697213|16:2.686736|17:2.491570|18:2.465253|19:2.452333|20:2.434276
2026-04-01,2026-04,202604010603,S,v283,FIXED_N4,4,4,6,2,1,0,0.0,-10000.0,8.25211933648223,8.25211933648223,2.247880663517771,4-1-6|4-1-2|4-5-1|4-5-6,
2026-04-01,2026-04,202604010603,S,v283,FIXED_N10,10,4,6,2,1,0,0.0,-10000.0,3.4379016435075127,3.4379016435075127,7.062098356492488,4-1-6|4-1-2|4-5-1|4-5-6|4-1-3|4-2-1|4-6-1|4-3-1|4-1-5|4-3-6,
2026-04-01,2026-04,202604010603,S,v284,ODDS_4610_T10.5,4,4,6,2,1,0,0.0,-10000.0,8.25211933648223,8.25211933648223,2.247880663517771,4-1-6|4-1-2|4-5-1|4-5-6,4:8.252119|6:4.677501|8:4.046131|10:3.548205
2026-04-01,2026-04,202604010603,S,v284,ODDS_2_10_T10.5,2,4,6,2,1,0,0.0,-10000.0,8.535672514619883,8.535672514619883,1.9643274853801174,4-1-6|4-1-2,2:8.535673|3:8.393798|4:8.252119|5:6.087004|6:4.677501|7:4.146166|8:4.046131|9:3.745997|10:3.548205
2026-04-01,2026-04,202604010603,S,v284,ODDS_2_20_T10.5,2,4,6,2,1,0,0.0,-10000.0,8.535672514619883,8.535672514619883,1.9643274853801174,4-1-6|4-1-2,2:8.535673|3:8.393798|4:8.252119|5:6.087004|6:4.677501|7:4.146166|8:4.046131|9:3.745997|10:3.548205|11:3.338893|12:3.091917|13:2.876078|14:2.858507|15:2.848934|16:2.824593|17:2.660175|18:2.630197|19:2.620234|20:2.434276
2026-04-01,2026-04,202604010603,S,v284,FIXED_N4,4,4,6,2,1,0,0.0,-10000.0,8.25211933648223,8.25211933648223,2.247880663517771,4-1-6|4-1-2|4-5-1|4-5-6,
2026-04-01,2026-04,202604010603,S,v284,FIXED_N10,10,4,6,2,1,0,0.0,-10000.0,3.548205415445623,3.548205415445623,6.951794584554377,4-1-6|4-1-2|4-5-1|4-5-6|4-6-1|4-1-3|4-2-1|4-1-5|4-3-6|4-3-2,
2026-04-01,2026-04,202604010804,S,v283,ODDS_4610_T10.5,4,4,1,3,1,0,0.0,-10000.0,7.0760384041179725,7.0760384041179725,3.4239615958820275,4-1-5|4-2-5|4-2-1|4-1-6,4:7.076038|6:3.792919|8:3.591489|10:3.174772
2026-04-01,2026-04,202604010804,S,v283,ODDS_2_10_T10.5,2,4,1,3,1,0,0.0,-10000.0,11.714917127071823,11.714917127071823,1.214917127071823,4-1-5|4-2-5,2:11.714917|3:7.632227|4:7.076038|5:5.524723|6:3.792919|7:3.647740|8:3.591489|9:3.240897|10:3.174772
2026-04-01,2026-04,202604010804,S,v283,ODDS_2_20_T10.5,2,4,1,3,1,0,0.0,-10000.0,11.714917127071823,11.714917127071823,1.214917127071823,4-1-5|4-2-5,2:11.714917|3:7.632227|4:7.076038|5:5.524723|6:3.792919|7:3.647740|8:3.591489|9:3.240897|10:3.174772|11:3.109482|12:3.013378|13:2.854666|14:2.828358|15:2.789922|16:2.734715|17:2.723352|18:2.698762|19:2.676387|20:2.667202
2026-04-01,2026-04,202604010804,S,v283,FIXED_N4,4,4,1,3,1,0,0.0,-10000.0,7.0760384041179725,7.0760384041179725,3.4239615958820275,4-1-5|4-2-5|4-2-1|4-1-6,
2026-04-01,2026-04,202604010804,S,v283,FIXED_N10,10,4,1,3,1,0,0.0,-10000.0,3.1747718218682617,3.1747718218682617,7.325228178131738,4-1-5|4-2-5|4-2-1|4-1-6|4-5-1|4-1-2|4-5-6|4-3-5|4-5-2|4-2-6,
2026-04-01,2026-04,202604010804,S,v284,ODDS_4610_T10.5,4,4,1,3,1,0,0.0,-10000.0,7.0760384041179725,7.0760384041179725,3.4239615958820275,4-1-5|4-2-5|4-1-6|4-2-1,4:7.076038|6:5.396705|8:3.591489|10:3.469712
2026-04-01,2026-04,202604010804,S,v284,ODDS_2_10_T10.5,3,4,1,3,1,0,0.0,-10000.0,10.45369957604529,10.45369957604529,0.04630042395471001,4-1-5|4-2-5|4-1-6,2:11.714917|3:10.453700|4:7.076038|5:5.524723|6:5.396705|7:5.107476|8:3.591489|9:3.510462|10:3.469712
2026-04-01,2026-04,202604010804,S,v284,ODDS_2_20_T10.5,3,4,1,3,1,0,0.0,-10000.0,10.45369957604529,10.45369957604529,0.04630042395471001,4-1-5|4-2-5|4-1-6,2:11.714917|3:10.453700|4:7.076038|5:5.524723|6:5.396705|7:5.107476|8:3.591489|9:3.510462|10:3.469712|11:3.141405|12:3.043350|13:2.881550|14:2.841665|15:2.829397|16:2.777423|17:2.753730|18:2.729241|19:2.676387|20:2.667202
2026-04-01,2026-04,202604010804,S,v284,FIXED_N4,4,4,1,3,1,0,0.0,-10000.0,7.0760384041179725,7.0760384041179725,3.4239615958820275,4-1-5|4-2-5|4-1-6|4-2-1,
2026-04-01,2026-04,202604010804,S,v284,FIXED_N10,10,4,1,3,1,0,0.0,-10000.0,3.469711675333659,3.469711675333659,7.030288324666341,4-1-5|4-2-5|4-1-6|4-2-1|4-5-1|4-3-5|4-5-6|4-1-2|4-2-6|4-6-1,
2026-04-02,2026-04,202604020108,S,v283,ODDS_4610_T10.5,4,1,2,4,0,0,0.0,-10000.0,4.251643219902927,4.251643219902927,6.248356780097073,4-5-1|4-1-5|4-1-2|4-5-2,4:4.251643|6:3.494164|8:3.125996|10:2.851691
2026-04-02,2026-04,202604020108,S,v283,ODDS_2_10_T10.5,2,1,2,4,0,0,0.0,-10000.0,6.069958847736625,6.069958847736625,4.430041152263375,4-5-1|4-1-5,2:6.069959|3:4.959183|4:4.251643|5:4.116897|6:3.494164|7:3.368029|8:3.125996|9:2.983603|10:2.851691
2026-04-02,2026-04,202604020108,S,v283,ODDS_2_20_T10.5,2,1,2,4,0,0,0.0,-10000.0,6.069958847736625,6.069958847736625,4.430041152263375,4-5-1|4-1-5,2:6.069959|3:4.959183|4:4.251643|5:4.116897|6:3.494164|7:3.368029|8:3.125996|9:2.983603|10:2.851691|11:2.830003|12:2.725896|13:2.645762|14:2.633443|15:2.611644|16:2.584918|17:2.545726|18:2.510087|19:2.498727|20:2.490808
2026-04-02,2026-04,202604020108,S,v283,FIXED_N4,4,1,2,4,0,0,0.0,-10000.0,4.251643219902927,4.251643219902927,6.248356780097073,4-5-1|4-1-5|4-1-2|4-5-2,
2026-04-02,2026-04,202604020108,S,v283,FIXED_N10,10,1,2,4,0,0,0.0,-10000.0,2.8516910569715894,2.8516910569715894,7.648308943028411,4-5-1|4-1-5|4-1-2|4-5-2|4-5-3|4-5-6|4-1-3|4-1-6|4-2-1|4-2-5,
2026-04-02,2026-04,202604020108,S,v284,ODDS_4610_T10.5,4,1,2,4,0,0,0.0,-10000.0,6.3228852661507355,6.3228852661507355,4.1771147338492645,4-1-5|4-5-2|4-5-3|4-1-2,4:6.322885|6:3.760955|8:3.079919|10:2.851691
2026-04-02,2026-04,202604020108,S,v284,ODDS_2_10_T10.5,2,1,2,4,0,0,0.0,-10000.0,8.80614657210402,8.80614657210402,1.6938534278959807,4-1-5|4-5-2,2:8.806147|3:8.247064|4:6.322885|5:4.116897|6:3.760955|7:3.234362|8:3.079919|9:2.981497|10:2.851691
2026-04-02,2026-04,202604020108,S,v284,ODDS_2_20_T10.5,2,1,2,4,0,0,0.0,-10000.0,8.80614657210402,8.80614657210402,1.6938534278959807,4-1-5|4-5-2,2:8.806147|3:8.247064|4:6.322885|5:4.116897|6:3.760955|7:3.234362|8:3.079919|9:2.981497|10:2.851691|11:2.826147|12:2.782292|13:2.761642|14:2.716953|15:2.703648|16:2.624798|17:2.612673|18:2.604018|19:2.577447|20:2.490808
2026-04-02,2026-04,202604020108,S,v284,FIXED_N4,4,1,2,4,0,0,0.0,-10000.0,6.3228852661507355,6.3228852661507355,4.1771147338492645,4-1-5|4-5-2|4-5-3|4-1-2,
2026-04-02,2026-04,202604020108,S,v284,FIXED_N10,10,1,2,4,0,0,0.0,-10000.0,2.85169105697159,2.85169105697159,7.64830894302841,4-1-5|4-5-2|4-5-3|4-1-2|4-5-1|4-1-6|4-5-6|4-2-5|4-1-3|4-2-1,
2026-04-02,2026-04,202604022209,S,v283,ODDS_4610_T10.5,4,1,2,4,0,0,0.0,-10000.0,6.377841043822796,6.377841043822796,4.122158956177204,4-1-5|4-5-1|4-1-3|4-5-3,4:6.377841|6:4.568835|8:4.174931|10:3.521335
2026-04-02,2026-04,202604022209,S,v283,ODDS_2_10_T10.5,2,1,2,4,0,0,0.0,-10000.0,7.392739273927393,7.392739273927393,3.1072607260726066,4-1-5|4-5-1,2:7.392739|3:6.706086|4:6.377841|5:5.352663|6:4.568835|7:4.363721|8:4.174931|9:3.673706|10:3.521335
2026-04-02,2026-04,202604022209,S,v283,ODDS_2_20_T10.5,2,1,2,4,0,0,0.0,-10000.0,7.392739273927393,7.392739273927393,3.1072607260726066,4-1-5|4-5-1,2:7.392739|3:6.706086|4:6.377841|5:5.352663|6:4.568835|7:4.363721|8:4.174931|9:3.673706|10:3.521335|11:3.307991|12:3.259850|13:3.234938|14:3.147098|15:3.125318|16:3.091228|17:3.074958|18:3.038177|19:3.002154|20:2.983711
2026-04-02,2026-04,202604022209,S,v283,FIXED_N4,4,1,2,4,0,0,0.0,-10000.0,6.377841043822796,6.377841043822796,4.122158956177204,4-1-5|4-5-1|4-1-3|4-5-3,
2026-04-02,2026-04,202604022209,S,v283,FIXED_N10,10,1,2,4,0,0,0.0,-10000.0,3.5213345249812225,3.5213345249812225,6.9786654750187775,4-1-5|4-5-1|4-1-3|4-5-3|4-1-2|4-1-6|4-6-1|4-2-1|4-5-6|4-6-5,
2026-04-02,2026-04,202604022209,S,v284,ODDS_4610_T10.5,4,1,2,4,0,0,0.0,-10000.0,5.781266334342937,5.781266334342937,4.718733665657063,4-1-5|4-5-3|4-1-2|4-5-1,4:5.781266|6:4.825367|8:4.420301|10:4.104957
2026-04-02,2026-04,202604022209,S,v284,ODDS_2_10_T10.5,2,1,2,4,0,0,0.0,-10000.0,11.65506638714186,11.65506638714186,1.1550663871418596,4-1-5|4-5-3,2:11.655066|3:8.633370|4:5.781266|5:5.708192|6:4.825367|7:4.595571|8:4.420301|9:4.352415|10:4.104957
2026-04-02,2026-04,202604022209,S,v284,ODDS_2_20_T10.5,2,1,2,4,0,0,0.0,-10000.0,11.65506638714186,11.65506638714186,1.1550663871418596,4-1-5|4-5-3,2:11.655066|3:8.633370|4:5.781266|5:5.708192|6:4.825367|7:4.595571|8:4.420301|9:4.352415|10:4.104957|11:4.031084|12:3.848362|13:3.823178|14:3.788956|15:3.646800|16:3.595022|17:3.568608|18:3.195898|19:3.019177|20:2.983711
2026-04-02,2026-04,202604022209,S,v284,FIXED_N4,4,1,2,4,0,0,0.0,-10000.0,5.781266334342937,5.781266334342937,4.718733665657063,4-1-5|4-5-3|4-1-2|4-5-1,
2026-04-02,2026-04,202604022209,S,v284,FIXED_N10,10,1,2,4,0,0,0.0,-10000.0,4.104956609223921,4.104956609223921,6.395043390776079,4-1-5|4-5-3|4-1-2|4-5-1|4-6-3|4-1-6|4-2-1|4-2-5|4-3-5|4-1-3,
2026-04-03,2026-04,202604030402,A,v283,ODDS_4610_T10.5,4,5,4,2,0,0,0.0,-10000.0,6.125199105636349,6.125199105636349,4.374800894363651,4-2-1|4-2-5|4-5-1|4-5-6,4:6.125199|6:5.304351|8:4.332299|10:3.342669
2026-04-03,2026-04,202604030402,A,v283,ODDS_2_10_T10.5,2,5,4,2,0,0,0.0,-10000.0,8.60055096418733,8.60055096418733,1.8994490358126708,4-2-1|4-2-5,2:8.600551|3:6.418596|4:6.125199|5:5.477501|6:5.304351|7:4.582992|8:4.332299|9:4.204994|10:3.342669
2026-04-03,2026-04,202604030402,A,v283,ODDS_2_20_T10.5,2,5,4,2,0,0,0.0,-10000.0,8.60055096418733,8.60055096418733,1.8994490358126708,4-2-1|4-2-5,2:8.600551|3:6.418596|4:6.125199|5:5.477501|6:5.304351|7:4.582992|8:4.332299|9:4.204994|10:3.342669|11:3.295332|12:3.258830|13:3.180430|14:2.850737|15:2.834866|16:2.823908|17:2.756055|18:2.744306|19:2.736971|20:2.722250
2026-04-03,2026-04,202604030402,A,v283,FIXED_N4,4,5,4,2,0,0,0.0,-10000.0,6.125199105636349,6.125199105636349,4.374800894363651,4-2-1|4-2-5|4-5-1|4-5-6,
2026-04-03,2026-04,202604030402,A,v283,FIXED_N10,10,5,4,2,0,0,0.0,-10000.0,3.3426687333150684,3.3426687333150684,7.157331266684931,4-2-1|4-2-5|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-5-3|4-3-5|4-5-2,
2026-04-03,2026-04,202604030402,A,v284,ODDS_4610_T10.5,4,5,4,2,0,0,0.0,-10000.0,6.125199105636349,6.125199105636349,4.374800894363651,4-2-5|4-2-1|4-5-1|4-5-6,4:6.125199|6:5.304351|8:4.440769|10:3.449050
2026-04-03,2026-04,202604030402,A,v284,ODDS_2_10_T10.5,2,5,4,2,0,0,0.0,-10000.0,8.60055096418733,8.60055096418733,1.8994490358126708,4-2-5|4-2-1,2:8.600551|3:6.418596|4:6.125199|5:5.477501|6:5.304351|7:4.582992|8:4.440769|9:3.489964|10:3.449050
2026-04-03,2026-04,202604030402,A,v284,ODDS_2_20_T10.5,2,5,4,2,0,0,0.0,-10000.0,8.60055096418733,8.60055096418733,1.8994490358126708,4-2-5|4-2-1,2:8.600551|3:6.418596|4:6.125199|5:5.477501|6:5.304351|7:4.582992|8:4.440769|9:3.489964|10:3.449050|11:3.305116|12:2.950507|13:2.886093|14:2.850737|15:2.838169|16:2.769637|17:2.759177|18:2.744306|19:2.729506|20:2.722250
2026-04-03,2026-04,202604030402,A,v284,FIXED_N4,4,5,4,2,0,0,0.0,-10000.0,6.125199105636349,6.125199105636349,4.374800894363651,4-2-5|4-2-1|4-5-1|4-5-6,
2026-04-03,2026-04,202604030402,A,v284,FIXED_N10,10,5,4,2,0,0,0.0,-10000.0,3.4490495658074307,3.4490495658074307,7.050950434192569,4-2-5|4-2-1|4-5-1|4-5-6|4-2-3|4-2-6|4-1-5|4-3-5|4-5-2|4-1-6,
2026-04-03,2026-04,202604031806,A,v283,ODDS_4610_T10.5,4,1,4,2,0,0,0.0,-10000.0,3.44823217547526,3.44823217547526,7.05176782452474,4-6-5|4-1-5|4-6-1|4-1-6,4:3.448232|6:2.344647|8:2.240695|10:2.022096
2026-04-03,2026-04,202604031806,A,v283,ODDS_2_10_T10.5,2,1,4,2,0,0,0.0,-10000.0,7.522923588039867,7.522923588039867,2.977076411960133,4-6-5|4-1-5,2:7.522924|3:5.412998|4:3.448232|5:2.951732|6:2.344647|7:2.294187|8:2.240695|9:2.100611|10:2.022096
2026-04-03,2026-04,202604031806,A,v283,ODDS_2_20_T10.5,2,1,4,2,0,0,0.0,-10000.0,7.522923588039867,7.522923588039867,2.977076411960133,4-6-5|4-1-5,2:7.522924|3:5.412998|4:3.448232|5:2.951732|6:2.344647|7:2.294187|8:2.240695|9:2.100611|10:2.022096|11:1.949109|12:1.938988|13:1.929583|14:1.925929|15:1.911135|16:1.870647|17:1.866071|18:1.861907|19:1.859503|20:1.855278
2026-04-03,2026-04,202604031806,A,v283,FIXED_N4,4,1,4,2,0,0,0.0,-10000.0,3.44823217547526,3.44823217547526,7.05176782452474,4-6-5|4-1-5|4-6-1|4-1-6,
2026-04-03,2026-04,202604031806,A,v283,FIXED_N10,10,1,4,2,0,0,0.0,-10000.0,2.022096076505275,2.022096076505275,8.477903923494726,4-6-5|4-1-5|4-6-1|4-1-6|4-5-1|4-5-6|4-2-5|4-2-1|4-1-2|4-6-2,
2026-04-03,2026-04,202604031806,A,v284,ODDS_4610_T10.5,4,1,4,2,0,0,0.0,-10000.0,6.047154160630731,6.047154160630731,4.452845839369269,4-6-5|4-1-5|4-6-3|4-1-2,4:6.047154|6:3.912361|8:2.693464|10:2.449348
2026-04-03,2026-04,202604031806,A,v284,ODDS_2_10_T10.5,2,1,4,2,0,0,0.0,-10000.0,7.522923588039867,7.522923588039867,2.977076411960133,4-6-5|4-1-5,2:7.522924|3:7.374352|4:6.047154|5:3.951221|6:3.912361|7:3.759314|8:2.693464|9:2.565499|10:2.449348
2026-04-03,2026-04,202604031806,A,v284,ODDS_2_20_T10.5,2,1,4,2,0,0,0.0,-10000.0,7.522923588039867,7.522923588039867,2.977076411960133,4-6-5|4-1-5,2:7.522924|3:7.374352|4:6.047154|5:3.951221|6:3.912361|7:3.759314|8:2.693464|9:2.565499|10:2.449348|11:2.394333|12:2.143929|13:1.929583|14:1.888318|15:1.874094|16:1.869894|17:1.866462|18:1.861907|19:1.859503|20:1.855278
2026-04-03,2026-04,202604031806,A,v284,FIXED_N4,4,1,4,2,0,0,0.0,-10000.0,6.047154160630731,6.047154160630731,4.452845839369269,4-6-5|4-1-5|4-6-3|4-1-2,
2026-04-03,2026-04,202604031806,A,v284,FIXED_N10,10,1,4,2,0,0,0.0,-10000.0,2.449347739969649,2.449347739969649,8.05065226003035,4-6-5|4-1-5|4-6-3|4-1-2|4-5-6|4-5-3|4-2-1|4-1-6|4-5-2|4-6-2,
2026-04-04,2026-04,202604042202,S,v283,ODDS_4610_T10.5,4,3,4,1,0,0,0.0,-10000.0,4.943459126002689,4.943459126002689,5.556540873997311,4-5-2|4-5-1|4-3-2|4-3-5,4:4.943459|6:3.301194|8:2.687045|10:2.329420
2026-04-04,2026-04,202604042202,S,v283,ODDS_2_10_T10.5,2,3,4,1,0,0,0.0,-10000.0,11.553398058252428,11.553398058252428,1.0533980582524283,4-5-2|4-5-1,2:11.553398|3:8.220822|4:4.943459|5:4.402123|6:3.301194|7:3.113949|8:2.687045|9:2.378318|10:2.329420
2026-04-04,2026-04,202604042202,S,v283,ODDS_2_20_T10.5,2,3,4,1,0,0,0.0,-10000.0,11.553398058252428,11.553398058252428,1.0533980582524283,4-5-2|4-5-1,2:11.553398|3:8.220822|4:4.943459|5:4.402123|6:3.301194|7:3.113949|8:2.687045|9:2.378318|10:2.329420|11:2.227862|12:2.206452|13:2.151446|14:2.072121|15:2.044768|16:2.001144|17:1.828542|18:1.759070|19:1.735692|20:1.719331
2026-04-04,2026-04,202604042202,S,v283,FIXED_N4,4,3,4,1,0,0,0.0,-10000.0,4.943459126002689,4.943459126002689,5.556540873997311,4-5-2|4-5-1|4-3-2|4-3-5,
2026-04-04,2026-04,202604042202,S,v283,FIXED_N10,10,3,4,1,0,0,0.0,-10000.0,2.329420341984302,2.329420341984302,8.170579658015697,4-5-2|4-5-1|4-3-2|4-3-5|4-5-6|4-5-3|4-1-2|4-1-5|4-3-1|4-6-5,
2026-04-04,2026-04,202604042202,S,v284,ODDS_4610_T10.5,4,3,4,1,0,0,0.0,-10000.0,5.881651738094891,5.881651738094891,4.618348261905109,4-5-2|4-3-5|4-3-2|4-5-6,4:5.881652|6:4.436634|8:3.425594|10:3.036899
2026-04-04,2026-04,202604042202,S,v284,ODDS_2_10_T10.5,2,3,4,1,0,0,0.0,-10000.0,9.086206896551724,9.086206896551724,1.4137931034482758,4-5-2|4-3-5,2:9.086207|3:6.889679|4:5.881652|5:4.524054|6:4.436634|7:4.104905|8:3.425594|9:3.210379|10:3.036899
2026-04-04,2026-04,202604042202,S,v284,ODDS_2_20_T10.5,2,3,4,1,0,0,0.0,-10000.0,9.086206896551724,9.086206896551724,1.4137931034482758,4-5-2|4-3-5,2:9.086207|3:6.889679|4:5.881652|5:4.524054|6:4.436634|7:4.104905|8:3.425594|9:3.210379|10:3.036899|11:2.933663|12:2.577050|13:2.508142|14:2.379254|15:2.015896|16:1.807664|17:1.789925|18:1.762087|19:1.738629|20:1.719331
2026-04-04,2026-04,202604042202,S,v284,FIXED_N4,4,3,4,1,0,0,0.0,-10000.0,5.881651738094891,5.881651738094891,4.618348261905109,4-5-2|4-3-5|4-3-2|4-5-6,
2026-04-04,2026-04,202604042202,S,v284,FIXED_N10,10,3,4,1,0,0,0.0,-10000.0,3.0368990188281266,3.0368990188281266,7.463100981171873,4-5-2|4-3-5|4-3-2|4-5-6|4-1-5|4-6-2|4-1-2|4-3-1|4-2-5|4-3-6,
2026-04-07,2026-04,202604070808,S,v283,ODDS_4610_T10.5,4,2,4,3,0,0,0.0,-10000.0,2.967646818767084,2.967646818767084,7.532353181232915,4-1-5|4-5-1|4-1-2|4-5-2,4:2.967647|6:2.722221|8:2.154128|10:2.028792
2026-04-07,2026-04,202604070808,S,v283,ODDS_2_10_T10.5,2,2,4,3,0,0,0.0,-10000.0,5.791525423728813,5.791525423728813,4.708474576271187,4-1-5|4-5-1,2:5.791525|3:4.238056|4:2.967647|5:2.771797|6:2.722221|7:2.193739|8:2.154128|9:2.072223|10:2.028792
2026-04-07,2026-04,202604070808,S,v283,ODDS_2_20_T10.5,2,2,4,3,0,0,0.0,-10000.0,5.791525423728813,5.791525423728813,4.708474576271187,4-1-5|4-5-1,2:5.791525|3:4.238056|4:2.967647|5:2.771797|6:2.722221|7:2.193739|8:2.154128|9:2.072223|10:2.028792|11:1.796627|12:1.771911|13:1.757924|14:1.702201|15:1.690073|16:1.684708|17:1.643979|18:1.635034|19:1.622065|20:1.617452
2026-04-07,2026-04,202604070808,S,v283,FIXED_N4,4,2,4,3,0,0,0.0,-10000.0,2.967646818767084,2.967646818767084,7.532353181232915,4-1-5|4-5-1|4-1-2|4-5-2,
2026-04-07,2026-04,202604070808,S,v283,FIXED_N10,10,2,4,3,0,0,0.0,-10000.0,2.0287919873159863,2.0287919873159863,8.471208012684013,4-1-5|4-5-1|4-1-2|4-5-2|4-5-6|4-3-5|4-2-5|4-1-6|4-5-3|4-1-3,
2026-04-07,2026-04,202604070808,S,v284,ODDS_4610_T10.5,4,2,4,3,0,0,0.0,-10000.0,3.8496074710378103,3.8496074710378103,6.65039252896219,4-1-5|4-5-6|4-1-2|4-5-1,4:3.849607|6:2.818230|8:2.681489|10:2.196627
2026-04-07,2026-04,202604070808,S,v284,ODDS_2_10_T10.5,2,2,4,3,0,0,0.0,-10000.0,10.15884476534296,10.15884476534296,0.34115523465703923,4-1-5|4-5-6,2:10.158845|3:6.183239|4:3.849607|5:2.871399|6:2.818230|7:2.757886|8:2.681489|9:2.290314|10:2.196627
2026-04-07,2026-04,202604070808,S,v284,ODDS_2_20_T10.5,2,2,4,3,0,0,0.0,-10000.0,10.15884476534296,10.15884476534296,0.34115523465703923,4-1-5|4-5-6,2:10.158845|3:6.183239|4:3.849607|5:2.871399|6:2.818230|7:2.757886|8:2.681489|9:2.290314|10:2.196627|11:2.156913|12:2.136223|13:2.117156|14:1.744160|15:1.700542|16:1.695111|17:1.643979|18:1.635034|19:1.622065|20:1.617452
2026-04-07,2026-04,202604070808,S,v284,FIXED_N4,4,2,4,3,0,0,0.0,-10000.0,3.8496074710378103,3.8496074710378103,6.65039252896219,4-1-5|4-5-6|4-1-2|4-5-1,
2026-04-07,2026-04,202604070808,S,v284,FIXED_N10,10,2,4,3,0,0,0.0,-10000.0,2.1966270410734685,2.1966270410734685,8.30337295892653,4-1-5|4-5-6|4-1-2|4-5-1|4-2-5|4-3-5|4-3-2|4-1-3|4-2-1|4-2-3,
2026-04-07,2026-04,202604072403,S,v283,ODDS_4610_T10.5,4,2,4,1,0,0,0.0,-10000.0,6.5899015073392695,6.5899015073392695,3.9100984926607305,4-1-2|4-5-1|4-5-2|4-1-6,4:6.589902|6:4.346664|8:3.186283|10:2.619876
