actual_combo,combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,payout100,race_code,return,stake,train_pair_count
2-3-5,3-4-2,0.007419592384238352,2026-08-03,0.7634760563381264,0,0.02834415153948029,3直まくりv28,102.9,0.07736505372364555,0,202608030102,0,400,26
2-3-5,3-4-6,0.007125561269009504,2026-08-03,0.8871323779916832,0,0.023426611995281295,3直まくりv28,124.5,0.07429915308543436,0,202608030102,0,400,25
2-3-5,3-2-4,0.00665342556673532,2026-08-03,0.29940415050308944,0,0.06481362652027826,3直まくりv28,45.0,0.06937613277923961,0,202608030102,0,400,23
2-3-5,3-1-5,0.006292240121098911,2026-08-03,0.6072011716860448,0,0.030223970916191934,3直まくりv28,96.5,0.06561000521336145,0,202608030102,0,400,22
2-3-5,3-4-1,0.0062627343977880974,2026-08-03,1.0627860273046401,0,0.01718687798121698,3直まくりv28,169.7,0.06530234520309657,0,202608030102,0,400,22
2-3-5,3-4-5,0.0056991606928044804,2026-08-03,0.9147152911951191,0,0.018172044818769603,3直まくりv28,160.5,0.059425888963274796,0,202608030102,0,300,20
2-3-5,3-2-1,0.005571004742495655,2026-08-03,0.1877428598221036,0,0.08654638556120241,3直まくりv28,33.7,0.05808959021973339,0,202608030102,0,300,19
2-3-5,3-1-2,0.005531923206023133,2026-08-03,0.2328939669735739,0,0.06927822312143757,3直まくりv28,42.1,0.05768208196156785,0,202608030102,0,300,19
2-3-5,3-5-2,0.005481426780169134,2026-08-03,0.3403966030485033,0,0.04696639602918714,3直まくりv28,62.1,0.05715554916883037,0,202608030102,0,300,19
2-3-5,3-1-4,0.005151431188482542,2026-08-03,0.5743845775158034,0,0.026157965860201988,3直まくりv28,111.5,0.05371464226218766,0,202608030102,0,300,18
2-3-5,3-5-1,0.005145249551839754,2026-08-03,0.6405835692040494,0,0.023426611995281295,3直まくりv28,124.5,0.05365018553381195,0,202608030102,0,300,18
2-3-5,3-1-6,0.004030995694849605,2026-08-03,0.37810739617689293,0,0.031093957285847778,3直まくりv28,93.8,0.0420317158061557,0,202608030102,0,300,14
2-3-5,3-5-4,0.0039982784145782225,2026-08-03,0.7008982060755624,0,0.016637839095336688,3直まくりv28,175.3,0.04169056847422624,0,202608030102,0,300,14
2-3-5,3-6-1,0.003739877297518821,2026-08-03,0.39717496899649885,0,0.027463401067914513,3直まくりv28,106.2,0.03899618645587999,0,202608030102,0,200,13
2-3-5,3-5-6,0.002903101116320638,2026-08-03,0.25866630946416885,0,0.032734154808221345,3直まくりv28,89.1,0.030271012502848884,0,202608030102,0,200,10
2-3-5,3-6-4,0.0028877437676026103,2026-08-03,0.3245823994785334,0,0.025948515955627412,3直まくりv28,112.4,0.03011087943258118,0,202608030102,0,200,10
1-3-6,3-4-2,0.006604547849972195,2026-08-03,0.9054835102311879,0,0.015970511707897712,3直まくりv28,137.1,0.07707305042378519,0,202608030501,0,500,26
1-3-6,3-4-6,0.006413281998804762,2026-08-03,0.30270691034358477,0,0.04638892277866052,3直まくりv28,47.2,0.0748410365257501,0,202608030501,0,500,25
1-3-6,3-2-4,0.005863498363505734,2026-08-03,0.5236104038610621,0,0.02451911707897846,3直まくりv28,89.3,0.06842522990156881,0,202608030501,0,400,23
1-3-6,3-1-5,0.005614547353423669,2026-08-03,0.46544597559882217,0,0.026412028409563044,3直まくりv28,82.9,0.06552004786807229,0,202608030501,0,400,22
1-3-6,3-4-1,0.0055960006188789605,2026-08-03,0.710692078597628,0,0.017240607520888,3直まくりv28,127.0,0.06530361315683511,0,202608030501,0,400,22
