actual_combo,approved_A,approved_S,date,ex_score,head_boat,head_hit,history_adjust,history_pct,kimarite,method_hit,model,orig_avg,orig_lap,orig_straight,orig_turn,preview_comp,preview_grade,race,race_code,return_20pt,route_count,st_score,tilt,tilt_bonus,trifecta_payout,v50_grade,v50_score,venue,winner
1-2-4,0,0,2026-08-19,1.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.4,0.4,0.8,0.0,0.51848,B,06,202608190906,0,1,0.8,0.0,0,680,B,51.848000000000006,09,1
4-5-2,0,0,2026-08-19,1.0,5,0,0.0,0.5,恵まれ,0,5頭展開,0.7333333333333334,0.8,1.0,0.4,0.5308633333333334,B,04,202608191004,0,1,0.8,2.0,0,700,B,53.086333333333336,10,4
1-5-4,0,0,2026-08-19,0.6,5,0,0.0,0.5,逃げ,0,5頭展開,0.5333333333333333,0.4,0.6,0.6,0.48958333333333337,B,04,202608191104,0,1,0.19999999999999996,-0.5,0,2740,B,48.958333333333336,11,1
1-4-3,0,0,2026-08-19,0.5,5,0,0.0,0.5,逃げ,0,5頭展開,0.6666666666666666,0.8,0.6,0.6,0.48825666666666667,B,02,202608191502,0,1,1.0,0.0,0,18160,B,48.82566666666667,15,1
5-1-4,1,1,2026-08-19,0.8,5,1,0.0,0.5,抜き,1,5頭展開,0.39999999999999997,0.19999999999999996,0.5,0.6,0.67102,S,02,202608191802,3300,1,0.8,0.0,0,3300,S,67.10199999999999,18,5
1-2-4,0,0,2026-08-19,0.4,5,0,0.0,0.5,逃げ,0,5頭展開,0.0,0.0,0.0,0.0,0.36410000000000003,B,05,202608191905,0,1,0.4,0.0,0,710,B,36.410000000000004,19,1
3-4-5,0,0,2026-08-19,0.0,5,0,0.0,0.5,まくり,0,5頭展開,0.6666666666666666,0.6,0.4,1.0,0.4386666666666667,B,03,202608192003,0,1,0.0,-0.5,0,4860,B,43.86666666666667,20,3
1-3-5,1,1,2026-08-20,0.8,3,0,-1.205,0.1989,逃げ,0,3まくり,0.6,0.6,0.6,0.6,0.7573,S,05,202608201105,0,1,1.0,-0.5,-0.05,450,S,74.47500000000001,11,1
3-5-2,1,0,2026-08-20,0.6,3,1,1.774,0.9436,まくり差し,0,3まくり,0.4,0.4,0.5,0.4,0.6371500000000001,A,01,202608201301,1610,2,1.0,0.0,-0.21,1610,A,65.27900000000001,13,3
3-4-2,0,0,2026-08-20,0.8,3,1,-0.663,0.3343,まくり,1,3まくり,0.26666666666666666,0.0,0.6,0.19999999999999996,0.46088333333333337,B,08,202608201608,6850,1,0.19999999999999996,-0.5,-0.05,6850,B,45.375333333333344,16,3
3-2-4,1,0,2026-08-20,1.0,3,1,-0.855,0.2863,差し,0,3まくり,0.26666666666666666,0.0,0.8,0.0,0.5608833333333334,A,09,202608201609,13640,1,0.19999999999999996,-0.5,-0.05,13640,A,55.183333333333344,16,3
1-3-6,0,0,2026-08-20,0.4,3,0,-1.707,0.0733,逃げ,0,3まくり,0.26666666666666666,0.0,0.19999999999999996,0.6,0.2609833333333333,B,02,202608201902,0,1,0.19999999999999996,0.0,-0.21,1290,B,24.181333333333328,19,1
3-1-6,0,0,2026-08-20,0.4,3,1,0.291,0.5726,逃げ,0,3まくり,0.6666666666666666,1.0,0.8,0.19999999999999996,0.47673333333333334,B,07,202608202307,1540,1,0.19999999999999996,-0.5,-0.05,1540,B,47.91433333333333,23,3
3-4-6,0,0,2026-08-20,0.8,3,1,-1.338,0.1656,差し,0,3まくり差し,0.39999999999999997,0.0,0.6,0.6,0.503,B,02,202608202402,350,1,0.6,0.0,-0.05,350,B,48.912,24,3
4-1-5,1,0,2026-08-20,0.4,4,1,0.047,0.5116,まくり,1,4カドまくり,1.0,1.0,1.0,1.0,0.6324500000000001,A,08,202608200408,1820,1,0.4,-0.5,-1.19,1820,A,62.102000000000004,04,4
1-3-4,0,0,2026-08-20,0.0,4,0,-0.856,0.2859,逃げ,0,4カドまくり,0.4666666666666667,0.4,0.19999999999999996,0.8,0.25443333333333334,B,06,202608201106,0,1,0.4,-0.5,-1.19,1050,B,23.397333333333332,11,1
1-4-2,0,0,2026-08-20,0.4,4,0,1.415,0.8536,逃げ,0,4カドまくり,0.39999999999999997,0.6,0.5,0.19999999999999996,0.31305000000000005,B,07,202608201307,0,1,0.0,0.0,-0.04,420,B,32.68000000000001,13,1
5-1-2,1,0,2026-08-20,0.4,4,0,1.852,0.9631,まくり,0,4カドまくり,0.6666666666666666,0.8,0.6,0.6,0.6111333333333335,A,04,202608201604,0,1,0.8,0.0,-0.04,5360,A,62.92533333333335,16,5
2-1-4,1,1,2026-08-20,1.0,4,0,1.912,0.9781,差し,0,4カドまくり,0.8666666666666667,0.6,1.0,1.0,0.9388833333333333,S,05,202608202005,0,1,1.0,0.0,-0.04,1740,S,95.76033333333334,20,2
5-6-2,1,0,2026-08-20,1.0,4,0,0.047,0.5116,まくり,0,4カドまくり,0.8,1.0,1.0,0.4,0.6439,A,11,202608202311,0,1,0.0,0.0,-0.04,95740,A,64.39699999999999,23,5
2-1-3,0,0,2026-08-20,0.19999999999999996,5,0,0.0,0.5,差し,0,5頭展開,0.39999999999999997,0.4,0.6,0.19999999999999996,0.4339200000000001,B,12,202608200912,0,1,0.6,0.0,0,5260,B,43.39200000000001,09,2
3-5-1,0,0,2026-08-20,0.0,5,0,0.0,0.5,まくり,0,5頭展開,0.6666666666666667,0.8,0.8,0.4,0.5433166666666667,B,10,202608201110,0,1,0.19999999999999996,0.0,0,106480,B,54.33166666666666,11,3
4-6-5,0,0,2026-08-20,0.0,5,0,0.0,0.5,まくり,0,5頭展開,0.4,0.4,0.5,0.4,0.38483,B,05,202608201305,0,1,0.6,0.0,0,5220,B,38.483000000000004,13,4
1-2-4,0,0,2026-08-20,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.3333333333333333,0.6,0.0,0.4,0.37308333333333327,B,12,202608201612,0,1,0.6,-0.5,0,650,B,37.30833333333333,16,1
1-2-5,1,0,2026-08-20,1.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.6,0.6,0.5,0.6,0.5669,A,03,202608201803,0,1,1.0,0.0,0,630,A,56.69,18,1
1-2-4,0,0,2026-08-20,0.4,5,0,0.0,0.5,逃げ,0,5頭展開,0.39999999999999997,0.4,0.19999999999999996,0.6,0.45810000000000006,B,06,202608201906,0,1,0.8,0.5,0,1180,B,45.81000000000001,19,1
1-2-3,0,0,2026-08-20,0.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.06666666666666665,0.19999999999999996,0.0,0.0,0.23202666666666666,B,12,202608202012,0,1,0.6,0.0,0,3130,B,23.202666666666666,20,1
3-4-5,1,0,2026-08-21,0.4,3,1,0.291,0.5726,まくり,1,3まくり,0.4,0.4,0.8,0.0,0.5878000000000001,A,05,202608210605,1180,1,0.8,0.0,-0.21,1180,A,58.861000000000004,06,3
1-3-4,0,0,2026-08-21,0.4,3,0,0.291,0.5726,逃げ,0,3まくり,0.4,0.4,0.0,0.8,0.37370000000000003,B,07,202608210707,0,1,0.6,0.0,-0.21,430,B,37.451,07,1
3-1-2,1,1,2026-08-21,0.4,3,1,1.08,0.7701,まくり差し,0,3まくり,0.9,0.8,0.5,1.0,0.66615,A,01,202608211301,2150,1,1.0,-0.5,-0.05,2150,S,67.64500000000001,13,3
1-4-3,1,1,2026-08-21,1.0,3,0,-1.295,0.1763,逃げ,0,3まくり,0.5333333333333333,0.6,0.4,0.6,0.7020666666666666,S,03,202608212303,0,1,0.8,0.0,-0.21,2440,S,68.70166666666667,23,1
3-1-4,1,1,2026-08-21,1.0,3,1,1.227,0.8068,まくり,1,3まくり,0.7333333333333334,0.8,0.8,0.6,0.8800666666666668,S,10,202608212310,1630,1,1.0,-0.5,-0.05,1630,S,89.18366666666668,23,3
3-4-2,0,0,2026-08-21,0.19999999999999996,3,1,0.476,0.619,差し,0,3まくり差し,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.21499999999999997,B,09,202608212409,1700,1,0.19999999999999996,0.0,-0.05,1700,B,21.925999999999995,24,3
6-3-4,1,0,2026-08-21,1.0,4,0,-1.278,0.1806,まくり,0,4カドまくり,0.8,1.0,0.4,1.0,0.5920000000000001,A,05,202608210205,0,1,0.19999999999999996,0.0,-0.04,11990,A,57.88200000000001,02,6
5-2-4,0,0,2026-08-21,0.8,4,0,0.047,0.5116,まくり差し,0,4カドまくり,0.4,0.8,0.0,0.4,0.42730000000000007,B,08,202608210608,0,1,0.4,0.0,-0.04,25850,B,42.737,06,5
4-6-1,1,1,2026-08-21,1.0,4,1,0.047,0.5116,まくり,1,4カドまくり,0.4666666666666667,0.6,0.8,0.0,0.8093333333333335,S,06,202608210706,1770,1,0.8,0.5,3.0,1770,S,83.98033333333335,07,4
1-2-5,0,0,2026-08-21,0.0,4,0,-1.343,0.1642,逃げ,0,4カドまくり,0.3333333333333333,0.4,0.0,0.6,0.3104666666666667,B,01,202608211601,0,1,0.8,-0.5,-1.19,13840,B,28.513666666666673,16,1
3-6-5,1,0,2026-08-21,0.8,4,0,1.196,0.7989,まくり,0,4カドまくり,0.13333333333333333,0.0,0.4,0.0,0.6289166666666667,A,06,202608212106,0,1,1.0,0.0,-0.04,14490,A,64.04766666666666,21,3
1-6-2,0,0,2026-08-21,0.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.3333333333333333,0.6,0.19999999999999996,0.19999999999999996,0.4274233333333333,B,11,202608210211,0,1,0.4,0.0,0,1890,B,42.742333333333335,02,1
5-3-1,0,0,2026-08-21,0.6,5,1,0.0,0.5,まくり差し,1,5頭展開,0.5,0.5,0.5,0.5,0.5382100000000001,B,10,202608210310,17490,1,0.6,1.5,0,17490,B,53.821000000000005,03,5
4-3-5,0,0,2026-08-21,0.6,5,0,0.0,0.5,まくり,0,5頭展開,0.4,0.4,0.5,0.4,0.45202999999999993,B,11,202608211311,0,1,0.0,-0.5,0,70070,B,45.202999999999996,13,4
3-6-5,1,0,2026-08-21,0.0,5,0,0.0,0.5,まくり,0,5頭展開,0.6666666666666666,0.6,0.6,0.8,0.6137866666666667,A,06,202608212106,0,1,0.6,0.0,0,14490,A,61.37866666666667,21,3
5-2-4,1,0,2026-08-21,0.8,5,1,0.0,0.5,まくり,1,5頭展開,0.6,0.4,0.8,0.6,0.6253900000000002,A,08,202608212308,7440,1,0.6,0.0,0,7440,A,62.53900000000002,23,5
3-2-6,0,0,2026-08-22,0.0,3,1,1.03,0.7574,まくり,1,3まくり,0.7333333333333334,0.8,0.4,1.0,0.3186666666666667,B,06,202608220406,15490,1,0.19999999999999996,0.5,0.1,15490,B,32.99666666666667,04,3
1-5-3,1,1,2026-08-22,1.0,3,0,1.938,0.9845,逃げ,0,3まくり,0.4666666666666667,0.4,0.4,0.6,0.6653333333333334,A,07,202608220407,0,1,0.6,0.0,-0.21,10150,S,68.26133333333335,04,1
3-2-5,1,1,2026-08-22,0.8,3,1,0.291,0.5726,差し,0,3まくり,0.8666666666666667,0.8,0.8,1.0,0.7653333333333334,S,02,202608222202,5190,1,0.6,0.0,-0.21,5190,S,76.61433333333335,22,3
1-3-6,1,1,2026-08-22,1.0,3,0,1.74,0.9351,逃げ,0,3まくり,0.6,0.19999999999999996,1.0,0.6,0.8925,S,06,202608222406,0,1,1.0,0.0,-0.21,620,S,90.78,24,1
1-2-6,0,0,2026-08-22,0.6,4,0,-1.332,0.1669,逃げ,0,4カドまくり,0.5,0.5,0.5,0.5,0.40630000000000005,B,06,202608220306,0,1,0.0,1.0,0.59,10010,B,39.888000000000005,03,1
1-6-2,1,0,2026-08-22,0.4,4,0,0.276,0.5691,逃げ,0,4カドまくり,0.5,0.5,0.5,0.5,0.5183,B,09,202608220309,0,1,0.6,0.5,3.0,1580,A,55.106,03,1
1-2-6,1,0,2026-08-22,0.4,4,0,-1.568,0.1081,抜き,0,4カドまくり,0.5,0.5,0.5,0.5,0.6303,A,12,202608220312,0,1,1.0,0.0,-0.04,1510,A,61.422,03,1
1-6-4,1,1,2026-08-22,0.8,4,0,-1.103,0.2244,逃げ,0,4カドまくり,0.8666666666666667,1.0,0.8,0.8,0.7337833333333333,S,04,202608220404,0,1,0.6,-0.5,-1.19,1740,S,71.08533333333334,04,1
5-3-6,1,1,2026-08-22,0.8,4,0,1.398,0.8495,まくり差し,0,4カドまくり,0.6,0.8,0.6,0.4,0.676,S,11,202608220711,0,1,0.6,0.0,-0.04,121970,S,68.958,07,5
1-3-4,1,0,2026-08-22,0.8,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.5,0.5,0.5,0.5,0.5645,A,07,202608220807,0,1,0.4,-0.5,-1.19,15250,A,55.307,08,1
5-4-1,1,0,2026-08-22,0.8,4,0,1.097,0.7743,まくり差し,0,4カドまくり,0.7333333333333334,0.6,0.8,0.8,0.6509166666666668,A,02,202608222102,0,1,0.4,0.0,-0.04,6750,A,66.14866666666667,21,5
4-1-2,0,0,2026-08-22,1.0,4,1,0.118,0.5294,まくり差し,0,4カドまくり,0.5333333333333333,1.0,0.19999999999999996,0.4,0.5345666666666666,B,06,202608222306,1760,1,0.4,0.0,-0.04,1760,B,53.534666666666666,23,4
4-5-6,0,0,2026-08-22,0.6,5,0,0.0,0.5,まくり,0,5頭展開,0.19999999999999998,0.0,0.0,0.6,0.46188999999999997,B,05,202608220205,0,1,0.6,0.0,0,7830,B,46.189,02,4
4-5-6,1,0,2026-08-22,1.0,5,0,0.0,0.5,差し,0,5頭展開,0.8666666666666667,1.0,0.8,0.8,0.6581566666666667,A,06,202608220206,0,1,0.19999999999999996,0.0,0,930,A,65.81566666666667,02,4
5-2-1,0,0,2026-08-22,0.4,5,1,0.0,0.5,まくり,1,5頭展開,0.6666666666666666,0.6,0.8,0.6,0.5057366666666666,B,01,202608220401,2950,1,1.0,0.0,0,2950,B,50.57366666666666,04,5
1-3-4,0,0,2026-08-22,0.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.5,0.5,0.5,0.5,0.43797,B,07,202608220807,0,1,0.19999999999999996,-0.5,0,15250,B,43.797000000000004,08,1
1-4-3,0,0,2026-08-22,0.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.3333333333333333,0.19999999999999996,0.0,0.8,0.32440333333333327,B,05,202608221605,0,1,0.6,-0.5,0,1610,B,32.44033333333333,16,1
1-3-4,0,0,2026-08-22,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.6666666666666666,0.6,0.8,0.6,0.3608666666666666,B,12,202608222012,0,1,0.8,0.0,0,1220,B,36.08666666666666,20,1
4-6-1,0,0,2026-08-22,0.6,5,0,0.0,0.5,まくり,0,5頭展開,0.5333333333333333,0.4,1.0,0.19999999999999996,0.39953333333333335,B,12,202608222212,0,1,0.6,0.0,0,8170,B,39.95333333333333,22,4
4-1-2,1,0,2026-08-22,0.19999999999999996,5,0,0.0,0.5,まくり差し,0,5頭展開,0.6,0.6,0.6,0.6,0.56171,A,06,202608222306,0,1,1.0,0.0,0,1760,A,56.17100000000001,23,4
3-1-5,1,1,2026-08-23,0.6,3,1,0.81,0.7024,まくり差し,0,3まくり,0.5,0.5,0.5,0.5,0.6855,S,03,202608230303,1780,1,1.0,0.5,0.1,1780,S,69.46,03,3
4-1-6,0,0,2026-08-23,0.0,3,0,-1.865,0.0339,まくり,0,3まくり,0.4666666666666667,0.4,0.0,1.0,0.25088333333333335,B,10,202608231610,0,1,0.6,-0.5,-0.05,4660,B,23.173333333333336,16,4
3-4-1,1,0,2026-08-23,1.0,3,1,0.291,0.5726,まくり,1,3まくり,0.5,0.6,0.5,0.4,0.612,A,11,202608231811,8530,1,0.4,0.0,-0.21,8530,A,61.28099999999999,18,3
3-1-2,1,1,2026-08-23,0.6,3,1,1.329,0.8322,まくり,1,3まくり,0.7333333333333334,0.8,0.8,0.6,0.7753166666666668,S,01,202608232101,2360,1,1.0,0.0,-0.21,2360,S,78.65066666666668,21,3
3-1-6,0,0,2026-08-23,0.6,3,1,-0.86,0.2849,差し,0,3まくり,0.5333333333333333,0.6,0.4,0.6,0.5413166666666667,B,12,202608232112,4750,1,0.6,-0.5,-0.05,4750,B,53.22166666666667,21,3
1-3-4,1,0,2026-08-23,0.8,3,0,1.673,0.9182,逃げ,0,3まくり,0.5333333333333333,0.4,0.6,0.6,0.6086666666666668,A,07,202608232207,0,1,0.4,0.0,-0.21,1780,A,62.32966666666668,22,1
2-5-4,1,0,2026-08-23,0.6,4,0,1.562,0.8906,差し,0,4カドまくり,0.5333333333333333,0.19999999999999996,0.6,0.8,0.5771166666666666,A,05,202608230405,0,1,0.6,0.0,-0.04,2990,A,59.23366666666666,04,2
4-3-1,0,0,2026-08-23,0.6,4,1,1.513,0.8782,抜き,0,4カドまくり,0.4666666666666666,0.6,0.6,0.19999999999999996,0.40263333333333334,B,04,202608230604,16970,1,0.0,-0.5,-1.19,16970,B,40.586333333333336,06,4
1-2-3,0,0,2026-08-23,0.4,4,0,0.659,0.6648,逃げ,0,4カドまくり,0.26666666666666666,0.0,0.19999999999999996,0.6,0.4965833333333333,B,03,202608232403,0,1,1.0,0.0,-0.04,770,B,50.27733333333333,24,1
4-5-3,0,0,2026-08-23,0.0,4,1,0.085,0.5212,差し,0,4カドまくり,0.25,0.0,0.0,0.75,0.12775000000000003,B,08,202608232408,16650,1,0.25,0.0,-0.04,16650,B,12.820000000000004,24,4
3-5-4,0,0,2026-08-23,0.4,5,0,0.0,0.5,差し,0,5頭展開,0.5,0.6,0.5,0.4,0.32578000000000007,B,04,202608231804,0,1,0.4,0.0,0,109410,B,32.57800000000001,18,3
1-2-5,0,0,2026-08-23,0.8,5,0,0.0,0.5,逃げ,0,5頭展開,0.4666666666666667,0.8,0.19999999999999996,0.4,0.4788466666666667,B,11,202608231911,0,1,0.6,0.5,0,1140,B,47.88466666666667,19,1
1-2-3,0,0,2026-08-24,0.0,3,0,0.465,0.6164,逃げ,0,3まくり,0.7333333333333333,0.6,0.6,1.0,0.3943666666666667,B,11,202608240711,0,1,0.4,0.0,-0.21,720,B,39.69166666666667,07,1
1-4-3,0,0,2026-08-24,0.19999999999999996,3,0,0.291,0.5726,逃げ,0,3まくり,0.39999999999999997,0.19999999999999996,1.0,0.0,0.3568,B,04,202608241504,0,1,0.0,0.0,-0.21,810,B,35.760999999999996,15,1
3-2-6,1,1,2026-08-24,1.0,3,1,-0.793,0.3018,まくり,1,3まくり,0.39999999999999997,0.6,0.5,0.19999999999999996,0.763,S,03,202608241803,7410,1,1.0,-0.5,-0.05,7410,S,75.457,18,3
3-1-2,1,0,2026-08-24,0.6,3,1,-0.798,0.3004,抜き,0,3まくり,0.8,0.8,0.5,0.8,0.663,A,10,202608241810,3590,1,0.8,0.0,-0.21,3590,A,65.292,18,3
1-5-3,0,0,2026-08-24,0.4,3,0,-1.441,0.1396,逃げ,0,3まくり,0.39999999999999997,0.19999999999999996,0.19999999999999996,0.8,0.30665000000000003,B,11,202608242111,0,1,0.19999999999999996,0.0,-0.21,3010,B,29.014000000000003,21,1
4-5-6,1,1,2026-08-24,0.8,4,1,0.96,0.7401,まくり,1,4カドまくり,0.39999999999999997,0.6,0.4,0.19999999999999996,0.71,S,06,202608240706,1270,1,1.0,0.0,-0.04,1270,S,71.91999999999999,07,4
1-4-5,0,0,2026-08-24,0.0,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.4,0.4,0.5,0.4,0.31305000000000005,B,11,202608241311,0,1,0.4,0.5,3.0,2940,B,34.352000000000004,13,1
4-6-5,1,1,2026-08-24,0.8,4,1,0.681,0.6703,まくり,1,4カドまくり,0.6000000000000001,0.4,0.5,0.8,0.7344499999999999,S,08,202608241808,5290,1,1.0,0.0,-0.04,5290,S,74.08599999999998,18,4
1-6-4,0,0,2026-08-24,0.8,4,0,1.458,0.8646,逃げ,0,4カドまくり,0.26666666666666666,0.6,0.19999999999999996,0.0,0.38088333333333335,B,07,202608242007,0,1,0.19999999999999996,0.0,-0.04,10750,B,39.50633333333334,20,1
6-4-2,1,0,2026-08-24,1.0,4,0,1.103,0.7756,まくり差し,0,4カドまくり,0.39999999999999997,0.19999999999999996,0.4,0.6,0.61555,A,09,202608242009,0,1,0.6,0.0,-0.04,6600,A,62.61800000000001,20,6
1-3-5,0,0,2026-08-24,0.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.13333333333333333,0.0,0.4,0.0,0.20325333333333334,B,12,202608240712,0,1,0.19999999999999996,0.0,0,5600,B,20.325333333333333,07,1
2-1-3,0,0,2026-08-24,1.0,5,0,0.0,0.5,差し,0,5頭展開,0.5333333333333333,0.4,0.6,0.6,0.4299433333333333,B,01,202608241001,0,1,0.0,-0.5,0,6820,B,42.99433333333333,10,2
1-4-5,0,0,2026-08-24,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.09999999999999998,0.19999999999999996,0.5,0.0,0.29115,B,11,202608241311,0,1,1.0,2.0,0,2940,B,29.115000000000002,13,1
4-1-6,0,0,2026-08-24,0.0,5,0,0.0,0.5,まくり差し,0,5頭展開,0.6,1.0,0.8,0.0,0.33538999999999997,B,02,202608241502,0,1,0.6,0.0,0,4930,B,33.538999999999994,15,4
1-2-4,1,0,2026-08-24,1.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.4666666666666666,0.19999999999999996,0.19999999999999996,1.0,0.6445366666666666,A,05,202608241505,0,1,0.4,0.0,0,3080,A,64.45366666666666,15,1
4-1-5,1,1,2026-08-24,0.4,5,0,0.0,0.5,まくり,0,5頭展開,0.9,1.0,0.5,0.8,0.6961400000000001,S,06,202608241806,0,1,0.8,0.0,0,1590,S,69.614,18,4
3-2-5,1,0,2026-08-24,0.8,5,0,0.0,0.5,まくり,0,5頭展開,0.6,0.6,0.4,0.8,0.57466,A,11,202608241911,0,1,1.0,0.0,0,17080,A,57.465999999999994,19,3
6-4-2,0,0,2026-08-24,0.19999999999999996,5,0,0.0,0.5,まくり差し,0,5頭展開,0.3333333333333333,0.4,0.19999999999999996,0.4,0.4825333333333333,B,09,202608242009,0,1,0.4,0.0,0,6600,B,48.25333333333333,20,6
1-3-5,1,0,2026-08-24,1.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.6666666666666666,0.6,0.8,0.6,0.5735866666666667,A,09,202608242109,0,1,0.19999999999999996,0.0,0,1520,A,57.35866666666667,21,1
1-6-5,0,0,2026-08-24,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.26666666666666666,0.0,0.6,0.19999999999999996,0.2901066666666666,B,05,202608242205,0,1,0.8,0.0,0,6260,B,29.010666666666662,22,1
4-3-5,0,0,2026-08-25,0.4,3,0,-1.131,0.2172,まくり,0,3まくり,0.7333333333333333,1.0,0.19999999999999996,1.0,0.5501666666666667,A,09,202608251009,0,1,0.8,-0.5,-0.05,2610,B,53.83566666666667,10,4
3-1-4,0,0,2026-08-25,0.19999999999999996,3,1,-1.622,0.0945,まくり差し,0,3まくり,0.2,0.0,0.5,0.4,0.43515000000000004,B,01,202608251301,1140,1,0.8,-0.5,-0.05,1140,B,41.843,13,3
6-2-1,0,0,2026-08-25,0.5,3,0,0.437,0.6093,差し,0,3まくり,0.3,0.0,0.5,0.6,0.48015,B,04,202608251304,0,1,0.6,0.0,-0.21,18670,B,48.242,13,6
4-3-5,0,0,2026-08-25,0.6,3,0,-1.379,0.1551,まくり差し,0,3まくり,0.5,0.4,0.5,0.6,0.44400000000000006,B,10,202608251810,0,1,0.19999999999999996,0.0,-0.21,8910,B,42.81100000000001,18,4
1-2-4,0,0,2026-08-25,0.6,4,0,0.118,0.5294,逃げ,0,4カドまくり,0.8,0.8,0.5,0.8,0.49305000000000004,B,05,202608251305,0,1,0.19999999999999996,0.0,-0.04,630,B,49.38300000000001,13,1
3-1-5,1,1,2026-08-25,0.8,4,0,1.415,0.8536,まくり,0,4カドまくり,1.0,1.0,0.5,1.0,0.80705,S,06,202608251306,0,1,1.0,-0.5,-1.19,49910,S,80.93,13,3
5-1-4,1,1,2026-08-25,1.0,4,0,0.189,0.5472,まくり差し,0,4カドまくり,0.3333333333333333,0.0,0.4,0.6,0.7343666666666666,S,05,202608251505,0,1,1.0,0.0,-0.04,3150,S,73.58566666666665,15,5
1-2-6,0,0,2026-08-25,0.19999999999999996,4,0,1.256,0.814,逃げ,0,4カドまくり,0.8,1.0,0.6,0.8,0.3724,B,07,202608251707,0,1,0.0,0.0,-0.04,4450,B,38.456,17,1
1-4-2,0,0,2026-08-25,0.19999999999999996,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.4666666666666667,0.4,0.6,0.4,0.4277333333333334,B,08,202608251708,0,1,0.4,0.0,-0.04,1300,B,42.78033333333334,17,1
1-2-3,0,0,2026-08-25,0.4,4,0,0.386,0.5964,逃げ,0,4カドまくり,0.06666666666666665,0.0,0.19999999999999996,0.0,0.3468833333333333,B,05,202608252005,0,1,0.6,0.0,-0.04,600,B,35.034333333333336,20,1
3-1-5,0,0,2026-08-25,0.0,5,0,0.0,0.5,まくり差し,0,5頭展開,0.5333333333333333,0.6,0.19999999999999996,0.8,0.5346833333333334,B,07,202608250107,0,1,0.19999999999999996,-0.5,0,9820,B,53.46833333333334,01,3
6-1-2,1,0,2026-08-25,0.4,5,0,0.0,0.5,まくり差し,0,5頭展開,0.5333333333333333,0.19999999999999996,0.6,0.8,0.6030233333333335,A,05,202608250605,0,1,1.0,-0.5,0,8670,A,60.302333333333344,06,6
3-1-2,0,0,2026-08-25,0.5,5,0,0.0,0.5,まくり,0,5頭展開,0.26666666666666666,0.0,0.6,0.19999999999999996,0.3340266666666667,B,03,202608250903,0,1,0.19999999999999996,0.0,0,6610,B,33.40266666666667,09,3
1-2-5,0,0,2026-08-25,0.4,5,0,0.0,0.5,逃げ,0,5頭展開,0.09999999999999998,0.19999999999999996,0.5,0.0,0.23051,B,11,202608251311,0,1,0.6,0.0,0,950,B,23.051,13,1
5-1-4,1,0,2026-08-25,0.6,5,1,0.0,0.5,まくり差し,1,5頭展開,0.7333333333333333,1.0,1.0,0.19999999999999996,0.6686833333333333,A,05,202608251505,3150,1,0.4,0.0,0,3150,A,66.86833333333333,15,5
1-3-4,0,0,2026-08-25,0.6,5,0,0.0,0.5,逃げ,0,5頭展開,0.26666666666666666,0.0,0.4,0.4,0.4270966666666667,B,11,202608251511,0,1,0.19999999999999996,0.0,0,1410,B,42.70966666666667,15,1
1-3-4,1,1,2026-08-26,1.0,3,0,1.594,0.8984,逃げ,0,3まくり,0.7333333333333334,0.8,0.6,0.8,0.7684666666666667,S,06,202608260606,0,1,0.8,0.0,-0.21,1290,S,78.23066666666668,06,1
3-4-2,1,1,2026-08-26,0.8,3,1,0.593,0.6482,抜き,0,3まくり差し,0.6666666666666666,1.0,0.19999999999999996,0.8,0.8422,S,04,202608260904,4720,2,1.0,-0.5,-0.23,4720,S,84.583,09,3
5-4-3,1,0,2026-08-26,0.0,3,0,0.291,0.5726,まくり差し,0,3まくり,0.7333333333333334,0.8,1.0,0.4,0.5879666666666667,A,02,202608261102,0,1,0.8,-0.5,-0.05,5740,A,59.037666666666674,11,5
4-5-3,0,0,2026-08-26,0.6,3,0,-0.561,0.3597,まくり,0,3まくり,0.3333333333333333,0.4,0.4,0.19999999999999996,0.33196666666666663,B,06,202608261106,0,1,0.0,0.0,-0.21,4510,B,32.425666666666665,11,4
2-1-3,1,1,2026-08-26,1.0,3,0,2.0,1.0,差し,0,3まくり,0.7,0.6,0.5,0.8,0.68815,S,01,202608261301,0,1,0.6,0.0,-0.21,7690,S,70.605,13,2
3-2-4,1,1,2026-08-26,0.6,3,1,-1.351,0.1622,まくり,1,3まくり,0.6,0.6,0.5,0.6,0.685,S,06,202608261806,10940,1,1.0,-0.5,-0.05,10940,S,67.099,18,3
