actual_combo,approved_A,approved_S,date,ex_score,head_boat,head_hit,history_adjust,history_pct,kimarite,method_hit,model,orig_avg,orig_lap,orig_straight,orig_turn,preview_comp,preview_grade,race,race_code,return_20pt,route_count,st_score,tilt,tilt_bonus,trifecta_payout,v50_grade,v50_score,venue,winner
1-6-2,0,0,2026-08-26,0.0,4,0,-1.212,0.197,逃げ,0,4カドまくり,0.4,0.8,0.0,0.4,0.37725000000000003,B,02,202608260902,0,1,1.0,-0.5,-1.19,2220,B,35.323,09,1
4-6-3,1,1,2026-08-26,0.8,4,1,1.907,0.9767,まくり,1,4カドまくり,0.8666666666666667,1.0,0.8,0.8,0.8005833333333334,S,05,202608260905,3890,1,0.8,-0.5,-1.19,3890,S,80.77533333333334,09,4
4-1-3,0,0,2026-08-26,0.6,4,1,1.557,0.8892,抜き,0,4カドまくり,0.4666666666666667,0.4,0.6,0.4,0.5047833333333334,B,10,202608261010,19890,1,0.4,-0.5,-1.19,19890,B,50.84533333333334,10,4
1-5-4,0,0,2026-08-26,0.19999999999999996,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.19999999999999998,0.0,0.6,0.0,0.47800000000000004,B,03,202608261403,0,1,0.8,0.0,-0.04,620,B,47.807,14,1
1-5-4,1,1,2026-08-26,0.6,5,0,0.0,0.5,逃げ,0,5頭展開,0.6666666666666666,1.0,0.0,1.0,0.7126566666666667,S,03,202608261403,0,1,1.0,0.0,0,620,S,71.26566666666668,14,1
1-2-4,0,0,2026-08-26,0.8,5,0,0.0,0.5,逃げ,0,5頭展開,0.4,0.4,0.4,0.4,0.48519,B,12,202608261512,0,1,0.19999999999999996,0.0,0,1330,B,48.519,15,1
1-3-5,0,0,2026-08-26,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.6000000000000001,0.4,0.5,0.8,0.51742,B,09,202608261809,0,1,0.6,0.0,0,2210,B,51.742,18,1
1-2-5,1,0,2026-08-27,1.0,3,0,-0.759,0.3103,逃げ,0,3まくり,0.5,0.5,0.5,0.5,0.65375,A,09,202608270809,0,1,0.6,0.0,-0.21,3520,A,64.406,08,1
1-3-6,1,1,2026-08-27,0.6,3,0,1.769,0.9422,逃げ,0,3まくり,0.6666666666666666,0.6,1.0,0.4,0.6855833333333333,S,09,202608270909,0,1,0.6,-0.5,-0.05,790,S,70.27733333333335,09,1
3-1-6,1,0,2026-08-27,0.19999999999999996,3,1,-0.561,0.3597,まくり差し,0,3まくり,0.8,0.8,1.0,0.6,0.5962500000000001,A,10,202608270910,600,1,0.6,-0.5,-0.05,600,A,59.01400000000001,09,3
1-5-3,1,0,2026-08-27,0.6,3,0,-0.922,0.2694,逃げ,0,3まくり,0.7333333333333333,0.6,0.6,1.0,0.5619166666666667,A,12,202608271412,0,1,0.4,0.0,-0.21,1000,A,55.05966666666667,14,1
1-6-4,0,0,2026-08-27,0.8,4,0,0.161,0.5404,逃げ,0,4カドまくり,0.4666666666666667,0.4,0.0,1.0,0.5570333333333335,A,05,202608271505,0,1,0.8,-0.5,-1.19,2360,B,54.67433333333335,15,1
5-1-4,1,0,2026-08-27,0.5,4,0,0.413,0.6033,まくり差し,0,4カドまくり,0.6666666666666666,0.4,0.6,1.0,0.6390333333333333,A,06,202608271506,0,1,0.8,-0.5,-1.19,36810,A,63.126333333333335,15,5
1-4-5,1,0,2026-08-27,0.6,5,0,0.0,0.5,逃げ,0,5頭展開,0.8,1.0,0.8,0.6,0.6110300000000001,A,12,202608270412,0,1,0.6,0.0,0,1730,A,61.10300000000001,04,1
4-2-3,0,0,2026-08-27,1.0,5,0,0.0,0.5,まくり,0,5頭展開,0.4666666666666666,0.19999999999999996,0.6,0.6,0.43137666666666663,B,07,202608271507,0,1,0.19999999999999996,0.0,0,14960,B,43.13766666666666,15,4
4-6-1,0,0,2026-08-27,0.19999999999999996,5,0,0.0,0.5,まくり,0,5頭展開,0.06666666666666665,0.0,0.0,0.19999999999999996,0.4540566666666666,B,04,202608271704,0,1,0.8,-0.5,0,1960,B,45.40566666666666,17,4
1-5-4,0,0,2026-08-27,0.4,5,0,0.0,0.5,逃げ,0,5頭展開,0.19999999999999998,0.0,0.6,0.0,0.37535999999999997,B,12,202608272212,0,1,0.8,0.0,0,7810,B,37.535999999999994,22,1
1-4-3,0,0,2026-08-28,0.19999999999999996,3,0,0.291,0.5726,逃げ,0,3まくり,0.7333333333333334,0.8,0.6,0.8,0.5123666666666666,B,06,202608280506,0,1,0.6,0.0,-0.21,1610,B,51.31766666666666,05,1
3-5-6,1,0,2026-08-28,0.6,3,1,1.966,0.9915,まくり差し,0,3まくり,0.6666666666666666,0.6,0.6,0.8,0.5415833333333334,B,03,202608280903,3510,1,0.4,0.0,-0.21,3510,A,55.91433333333334,09,3
3-4-6,0,0,2026-08-28,0.6,3,1,-0.889,0.2779,まくり,1,3まくり,0.4,0.4,0.4,0.4,0.4255,B,03,202608281003,7730,1,0.19999999999999996,-0.5,-0.05,7730,B,41.611,10,3
1-2-4,0,0,2026-08-28,0.0,3,0,-0.911,0.2722,逃げ,0,3まくり,0.26666666666666666,0.19999999999999996,0.6,0.0,0.44683333333333336,B,04,202608281004,0,1,0.8,-0.5,-0.05,3530,B,43.72233333333334,10,1
1-6-3,1,0,2026-08-28,0.4,3,0,1.047,0.7616,逃げ,0,3まくり,0.8,0.8,1.0,0.6,0.5695,A,07,202608281007,0,1,0.19999999999999996,-0.5,-0.05,1590,A,57.947,10,1
1-4-5,0,0,2026-08-28,0.0,3,0,0.657,0.6643,逃げ,0,3まくり,0.8666666666666667,0.8,1.0,0.8,0.4426333333333333,B,03,202608281103,0,1,0.19999999999999996,0.0,-0.21,2600,B,44.71033333333333,11,1
6-1-3,1,0,2026-08-28,1.0,3,0,-0.877,0.2807,まくり,0,3まくり,0.39999999999999997,0.19999999999999996,0.6,0.4,0.6673000000000001,A,11,202608281111,0,1,0.6,0.0,-0.21,20530,A,65.64300000000003,11,6
1-6-3,0,0,2026-08-28,0.6,3,0,-1.622,0.0945,逃げ,0,3まくり,0.5,0.6,0.5,0.4,0.48615,B,02,202608281302,0,1,0.4,0.0,-0.21,5320,B,46.783,13,1
1-6-5,1,0,2026-08-28,0.4,3,0,1.317,0.8293,逃げ,0,3まくり,0.6,1.0,0.6,0.19999999999999996,0.5952500000000001,A,04,202608281404,0,1,0.8,0.0,-0.21,21290,A,60.632000000000005,14,1
1-2-3,0,0,2026-08-28,0.6,3,0,-1.639,0.0903,逃げ,0,3まくり,0.6,0.8,0.0,1.0,0.2828,B,05,202608281505,0,1,0.0,0.0,-0.21,590,B,26.431,15,1
1-5-3,1,1,2026-08-28,0.8,3,0,-1.498,0.1255,逃げ,0,3まくり,0.8,0.8,0.6,1.0,0.7914,S,02,202608282302,0,1,1.0,0.0,-0.21,1380,S,77.432,23,1
1-2-3,0,0,2026-08-28,0.19999999999999996,3,0,0.291,0.5726,逃げ,0,3まくり,0.8666666666666667,0.8,1.0,0.8,0.4427333333333333,B,03,202608282303,0,1,0.0,0.0,-0.21,840,B,44.35433333333333,23,1
1-6-3,0,0,2026-08-28,0.4,3,0,0.8,0.6999,逃げ,0,3まくり差し,0.3333333333333333,0.0,0.4,0.6,0.38820000000000005,B,04,202608280704,0,1,0.4,0.0,-0.05,2900,B,39.57000000000001,07,1
2-1-4,1,1,2026-08-28,1.0,4,0,1.021,0.7551,差し,0,4カドまくり,0.9333333333333333,1.0,0.8,1.0,0.8571166666666666,S,01,202608280401,0,1,0.8,0.0,-0.04,1110,S,86.69266666666665,04,2
1-4-2,0,0,2026-08-28,0.8,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.3333333333333333,0.4,0.4,0.19999999999999996,0.5080166666666668,B,09,202608280509,0,1,0.4,0.0,-0.04,1080,B,50.808666666666674,05,1
1-4-5,0,0,2026-08-28,0.0,4,0,-1.332,0.1669,逃げ,0,4カドまくり,0.26666666666666666,0.4,0.4,0.0,0.4633333333333334,B,08,202608280708,0,1,1.0,0.0,-0.04,560,B,44.961333333333336,07,1
1-5-2,0,0,2026-08-28,0.0,4,0,-1.606,0.0985,逃げ,0,4カドまくり,0.4666666666666666,0.6,0.19999999999999996,0.6,0.26458333333333334,B,01,202608280901,0,1,0.4,-0.5,-1.19,1450,B,23.66233333333333,09,1
2-4-5,0,0,2026-08-28,0.0,4,0,1.825,0.9562,抜き,0,4カドまくり,0.7333333333333334,1.0,0.8,0.4,0.49791666666666673,B,12,202608280912,0,1,0.6,-0.5,-1.19,1800,B,50.42666666666668,09,2
6-1-3,1,1,2026-08-28,0.8,4,0,1.847,0.9617,まくり差し,0,4カドまくり,1.0,1.0,0.5,1.0,0.7510500000000001,S,04,202608281304,0,1,0.8,0.0,-0.04,16430,S,76.91199999999999,13,6
1-3-4,1,0,2026-08-28,1.0,4,0,2.0,1.0,逃げ,0,4カドまくり,0.7,0.6,0.5,0.8,0.53205,B,06,202608281306,0,1,0.0,0.0,-0.04,1540,A,55.165000000000006,13,1
5-6-2,1,0,2026-08-28,0.6,4,0,0.687,0.6717,まくり差し,0,4カドまくり,0.5,0.4,0.5,0.6,0.61005,A,07,202608281307,0,1,0.8,0.0,-0.04,75240,A,61.651999999999994,13,5
1-2-4,0,0,2026-08-28,0.6,5,0,0.0,0.5,逃げ,0,5頭展開,0.3333333333333333,0.19999999999999996,0.6,0.19999999999999996,0.5188933333333333,B,09,202608280709,0,1,0.0,-0.5,0,530,B,51.88933333333333,07,1
1-2-4,1,0,2026-08-28,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.5333333333333333,0.6,0.4,0.6,0.5703733333333334,A,11,202608280711,0,1,0.0,0.0,0,1380,A,57.037333333333336,07,1
1-2-5,1,0,2026-08-28,0.6,5,0,0.0,0.5,逃げ,0,5頭展開,0.7333333333333334,0.8,1.0,0.4,0.6406633333333333,A,01,202608281001,0,1,0.4,-0.5,0,810,A,64.06633333333332,10,1
4-5-2,0,0,2026-08-28,0.8,5,0,0.0,0.5,差し,0,5頭展開,0.6,0.8,0.4,0.6,0.49901000000000006,B,06,202608281106,0,1,1.0,0.0,0,10440,B,49.901,11,4
5-6-2,1,0,2026-08-28,0.0,5,1,0.0,0.5,まくり差し,1,5頭展開,0.8,0.8,0.5,0.8,0.59035,A,07,202608281307,75240,1,0.4,-0.5,0,75240,A,59.035000000000004,13,5
1-6-5,0,0,2026-08-28,0.8,5,0,0.0,0.5,逃げ,0,5頭展開,0.09999999999999998,0.0,0.5,0.19999999999999996,0.47331,B,09,202608281309,0,1,1.0,-0.5,0,1340,B,47.331,13,1
2-1-5,0,0,2026-08-28,0.0,5,0,0.0,0.5,差し,0,5頭展開,0.3333333333333333,0.8,0.19999999999999996,0.0,0.5364033333333333,B,06,202608281406,0,1,0.6,0.0,0,1280,B,53.64033333333333,14,2
2-1-4,1,1,2026-08-28,0.0,5,0,0.0,0.5,差し,0,5頭展開,0.4666666666666667,0.4,0.0,1.0,0.6748966666666667,S,08,202608281408,0,1,0.4,0.0,0,960,S,67.48966666666666,14,2
1-3-5,0,0,2026-08-29,0.0,3,0,0.556,0.6389,逃げ,0,3まくり,0.7333333333333334,0.8,0.6,0.8,0.45636666666666675,B,12,202608290512,0,1,0.6,0.0,-0.21,1050,B,45.982666666666674,05,1
,0,0,2026-08-29,0.6,3,0,0.539,0.6347,,0,3まくり,0.19999999999999998,0.19999999999999996,0.4,0.0,0.36529999999999996,B,10,202608291110,0,1,0.19999999999999996,0.0,-0.21,0,B,36.858999999999995,11,0
,0,0,2026-08-29,0.19999999999999996,3,0,0.708,0.677,,0,3まくり,0.6000000000000001,0.8,0.5,0.4,0.44715000000000005,B,09,202608291309,0,1,0.6,0.0,-0.21,0,B,45.213,13,0
,1,1,2026-08-29,1.0,3,0,1.408,0.8519,,0,3まくり,1.0,1.0,1.0,1.0,0.7318500000000001,S,07,202608291707,0,1,0.19999999999999996,0.0,-0.21,0,S,74.38300000000002,17,0
,1,1,2026-08-29,1.0,4,0,1.907,0.9767,,0,4カドまくり,0.8,0.8,1.0,0.6,0.82245,S,08,202608290408,0,1,0.6,0.0,-0.04,0,S,84.112,04,0
,0,0,2026-08-29,0.19999999999999996,4,0,-1.486,0.1286,,0,4カドまくり,0.3,0.4,0.5,0.19999999999999996,0.40805,B,05,202608291305,0,1,0.6,0.0,-0.04,0,B,39.279,13,0
,0,0,2026-08-29,0.19999999999999996,4,0,-0.725,0.3187,,0,4カドまくり,0.8,0.8,0.5,0.8,0.54905,B,10,202608291310,0,1,0.8,0.0,-0.04,0,B,54.14,13,0
,1,0,2026-08-29,0.4,4,0,-1.502,0.1245,,0,4カドまくり,0.26666666666666666,0.0,0.6,0.19999999999999996,0.6177333333333334,A,04,202608291704,0,1,1.0,-0.5,-1.19,0,A,59.08133333333333,17,0
1-3-2,1,0,2026-08-29,0.8,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.4,0.4,0.4,0.4,0.55925,A,05,202608291905,0,1,0.6,0.0,-0.04,1380,A,55.932,19,1
,0,0,2026-08-29,0.4,5,0,0.0,0.5,,0,5頭展開,0.6,0.8,0.0,1.0,0.5320300000000001,B,09,202608290409,0,1,0.8,0.0,0,0,B,53.20300000000001,04,0
5-4-6,1,0,2026-08-29,1.0,5,1,0.0,0.5,まくり差し,1,5頭展開,0.4666666666666666,0.19999999999999996,0.19999999999999996,1.0,0.6135166666666667,A,11,202608290511,3470,1,0.6,-0.5,0,3470,A,61.351666666666674,05,5
1-3-5,1,0,2026-08-29,1.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.6666666666666666,0.19999999999999996,0.8,1.0,0.6021566666666667,A,12,202608290512,0,1,0.0,0.0,0,1050,A,60.215666666666664,05,1
3-5-4,0,0,2026-08-29,1.0,5,0,0.0,0.5,まくり,0,5頭展開,0.6666666666666666,0.8,1.0,0.19999999999999996,0.48902666666666667,B,11,202608290711,0,1,0.0,0.0,0,127700,B,48.90266666666667,07,3
,0,0,2026-08-29,0.4,5,0,0.0,0.5,,0,5頭展開,0.2,0.0,0.5,0.4,0.40623,B,10,202608291310,0,1,0.4,-0.5,0,0,B,40.623,13,0
,0,0,2026-08-29,0.0,5,0,0.0,0.5,,0,5頭展開,0.3333333333333333,0.4,0.0,0.6,0.4637233333333333,B,07,202608291607,0,1,0.6,0.0,0,0,B,46.37233333333333,16,0
3-1-6,0,0,2026-08-30,0.6,3,1,0.291,0.5726,まくり差し,0,3まくり,0.5,0.5,0.5,0.5,0.42975,B,10,202608300810,3330,1,0.19999999999999996,0.0,-0.21,3330,B,43.056,08,3
1-3-2,0,0,2026-08-30,0.19999999999999996,3,0,-1.678,0.0804,逃げ,0,3まくり,0.7333333333333333,1.0,0.19999999999999996,1.0,0.41791666666666666,B,11,202608301411,0,1,0.6,0.0,-0.21,500,B,39.903666666666666,14,1
3-5-1,0,0,2026-08-30,0.19999999999999996,3,1,-1.915,0.0212,まくり,1,3まくり,0.13333333333333333,0.0,0.0,0.4,0.08221666666666666,B,05,202608301605,6630,1,0.0,0.0,-0.21,6630,B,6.096666666666666,16,3
3-2-5,1,1,2026-08-30,0.6,3,1,0.291,0.5726,まくり,1,3まくり,0.5333333333333333,0.6,0.8,0.19999999999999996,0.7413166666666667,S,03,202608302103,11760,1,1.0,-0.5,-0.05,11760,S,74.37266666666667,21,3
2-4-6,0,0,2026-08-30,0.19999999999999996,3,0,-1.498,0.1255,まくり,0,3まくり,0.3333333333333333,0.4,0.0,0.6,0.19531666666666667,B,05,202608302105,0,1,0.19999999999999996,0.0,-0.21,29360,B,17.823666666666664,21,2
1-3-5,0,0,2026-08-30,0.4,3,0,-0.612,0.347,逃げ,0,3まくり,0.4666666666666667,0.4,1.0,0.0,0.5427333333333334,B,04,202608302304,0,1,0.4,0.0,-0.21,2920,B,53.45133333333334,23,1
1-2-3,0,0,2026-08-30,1.0,4,0,1.305,0.8263,逃げ,0,4カドまくり,0.26666666666666666,0.19999999999999996,0.19999999999999996,0.4,0.5086833333333334,B,11,202608300511,0,1,0.4,-0.5,-1.19,1790,B,50.98333333333334,05,1
4-1-2,0,0,2026-08-30,0.19999999999999996,4,1,0.047,0.5116,まくり差し,0,4カドまくり,0.26666666666666666,0.0,0.19999999999999996,0.6,0.2806333333333333,B,08,202608300608,2160,1,0.4,-0.5,-1.19,2160,B,26.92033333333333,06,4
4-1-6,0,0,2026-08-30,0.0,4,1,0.047,0.5116,まくり,1,4カドまくり,0.7333333333333334,0.6,0.8,0.8,0.5479666666666667,B,11,202608300611,5860,1,0.8,-0.5,-1.19,5860,B,53.65366666666667,06,4
1-6-3,0,0,2026-08-30,0.19999999999999996,4,0,-1.951,0.0123,逃げ,0,4カドまくり,0.4666666666666667,0.0,0.6,0.8,0.4091333333333334,B,09,202608301609,0,1,0.4,0.0,-0.04,43310,B,38.92233333333334,16,1
4-5-2,1,0,2026-08-30,0.6,4,1,1.524,0.881,まくり,1,4カドまくり,0.6,0.6,0.4,0.8,0.64925,A,05,202608301905,13850,1,1.0,0.0,-0.04,13850,A,66.40899999999999,19,4
4-5-2,0,0,2026-08-30,0.19999999999999996,4,1,0.047,0.5116,まくり,1,4カドまくり,0.8,0.8,0.8,0.8,0.49425,B,06,202608302106,3360,1,0.4,0.0,-0.04,3360,B,49.432,21,4
6-3-5,0,0,2026-08-30,0.5,5,0,0.0,0.5,まくり,0,5頭展開,0.5,0.5,0.5,0.5,0.40915,B,08,202608300508,0,1,1.0,0.5,0,14370,B,40.915,05,6
1-2-3,1,0,2026-08-30,0.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.8,0.8,0.6,1.0,0.59033,A,11,202608300511,0,1,0.6,0.0,0,1790,A,59.033,05,1
3-4-5,1,0,2026-08-30,1.0,5,0,0.0,0.5,まくり,0,5頭展開,0.8,1.0,0.4,1.0,0.5831600000000001,A,03,202608300703,0,1,0.19999999999999996,0.0,0,950,A,58.31600000000001,07,3
1-4-3,1,0,2026-08-30,0.8,5,0,0.0,0.5,逃げ,0,5頭展開,0.8,0.8,0.8,0.8,0.6569200000000001,A,10,202608300710,0,1,0.8,-0.5,0,1840,A,65.69200000000001,07,1
2-4-5,1,1,2026-08-30,0.8,5,0,0.0,0.5,まくり,0,5頭展開,0.6666666666666667,0.8,0.4,0.8,0.6855266666666666,S,02,202608301902,0,1,0.8,0.0,0,6340,S,68.55266666666667,19,2
4-5-2,1,1,2026-08-30,1.0,5,0,0.0,0.5,まくり,0,5頭展開,1.0,1.0,1.0,1.0,0.7269999999999999,S,06,202608302106,0,1,0.8,0.0,0,3360,S,72.69999999999999,21,4
5-4-3,0,0,2026-08-31,1.0,3,0,0.629,0.6573,まくり,0,3まくり,0.3333333333333333,0.4,0.6,0.0,0.5186666666666667,B,03,202608310403,0,2,0.0,-0.5,-0.05,6730,B,52.445666666666675,04,5
3-1-4,0,0,2026-08-31,1.0,3,1,1.645,0.9111,まくり差し,0,3まくり,0.19999999999999998,0.0,0.19999999999999996,0.4,0.44570000000000004,B,06,202608310506,1300,1,0.19999999999999996,0.0,-0.21,1300,B,46.00500000000001,05,3
3-1-6,1,1,2026-08-31,0.8,3,1,-1.12,0.22,まくり差し,0,3まくり,0.7333333333333333,0.6,1.0,0.6,0.7444666666666667,S,09,202608310609,2130,1,0.6,-0.5,-0.05,2130,S,73.27666666666667,06,3
3-6-1,0,0,2026-08-31,0.4,3,1,-1.583,0.1044,まくり,1,3まくり,0.3333333333333333,0.8,0.0,0.19999999999999996,0.1764666666666667,B,10,202608310610,2160,1,0.0,-0.5,-0.05,2160,B,16.01366666666667,06,3
4-1-3,0,0,2026-08-31,0.6,3,0,-1.171,0.2073,抜き,0,3まくり,0.5333333333333333,0.4,0.8,0.4,0.5163666666666666,B,06,202608310706,0,1,0.19999999999999996,0.0,-0.21,1590,B,50.25566666666666,07,4
1-3-2,0,0,2026-08-31,0.4,3,0,-1.622,0.0945,逃げ,0,3まくり,0.39999999999999997,0.6,0.19999999999999996,0.4,0.24330000000000002,B,05,202608311105,0,1,0.0,0.0,-0.21,780,B,22.498,11,1
1-3-2,0,0,2026-08-31,0.4,3,0,-0.708,0.323,逃げ,0,3まくり,0.6,0.8,0.0,1.0,0.21755000000000002,B,09,202608311609,0,1,0.0,-0.5,-0.05,3860,B,20.997000000000003,16,1
1-4-3,0,0,2026-08-31,0.4,4,0,0.09,0.5226,逃げ,0,4カドまくり,0.19999999999999998,0.19999999999999996,0.0,0.4,0.38845000000000013,B,09,202608310409,0,1,0.8,0.0,-0.04,2660,B,38.89500000000002,04,1
1-4-6,0,0,2026-08-31,0.4,4,0,1.71,0.9275,逃げ,0,4カドまくり,0.8,1.0,1.0,0.4,0.518,B,05,202608310705,0,1,0.0,0.0,-0.04,790,B,53.470000000000006,07,1
4-5-1,1,1,2026-08-31,1.0,4,1,0.993,0.7483,まくり,1,4カドまくり,0.5,0.5,0.5,0.5,0.7885,S,04,202608310804,2290,1,1.0,0.0,-0.04,2290,S,79.80299999999998,08,4
1-4-2,0,0,2026-08-31,0.4,4,0,0.391,0.5978,逃げ,0,4カドまくり,0.8,0.8,0.8,0.8,0.43525,B,03,202608311903,0,1,0.0,0.0,-0.04,3030,B,43.876000000000005,19,1
1-5-4,1,0,2026-08-31,0.8,4,0,0.211,0.5527,逃げ,0,4カドまくり,0.3333333333333333,0.4,0.6,0.0,0.6479166666666667,A,11,202608311911,0,1,0.8,0.0,-0.04,3430,A,64.96266666666666,19,1
1-5-2,1,0,2026-08-31,0.6,4,0,0.047,0.5116,逃げ,0,4カドまくり,0.8,0.8,0.8,0.8,0.65955,A,10,202608312010,0,1,0.6,-0.5,-1.19,2160,A,64.812,20,1
5-1-2,0,0,2026-08-31,0.6,4,0,-1.075,0.2312,まくり差し,0,4カドまくり,0.6,0.4,0.6,0.8,0.52825,B,09,202608312109,0,1,0.4,0.0,-0.04,3210,B,51.71,21,5
1-4-3,0,0,2026-08-31,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.26666666666666666,0.4,0.19999999999999996,0.19999999999999996,0.3477366666666667,B,09,202608310409,0,1,0.19999999999999996,0.0,0,2660,B,34.77366666666667,04,1
4-5-1,1,1,2026-08-31,0.8,5,0,0.0,0.5,まくり,0,5頭展開,0.5,0.5,0.5,0.5,0.6727299999999999,S,04,202608310804,0,1,0.4,0.0,0,2290,S,67.273,08,4
5-4-1,1,0,2026-08-31,0.8,5,1,0.0,0.5,まくり,1,5頭展開,0.5,0.5,0.5,0.5,0.5778500000000001,A,06,202608310806,4730,1,1.0,0.0,0,4730,A,57.78500000000001,08,5
1-3-2,0,0,2026-08-31,0.0,5,0,0.0,0.5,逃げ,0,5頭展開,0.3333333333333333,0.19999999999999996,0.4,0.4,0.20364333333333334,B,12,202608311612,0,1,0.19999999999999996,-0.5,0,570,B,20.364333333333335,16,1
1-2-3,0,0,2026-08-31,0.4,5,0,0.0,0.5,逃げ,0,5頭展開,0.19999999999999996,0.19999999999999996,0.5,0.19999999999999996,0.48938000000000004,B,12,202608311812,0,1,0.0,0.0,0,1090,B,48.938,18,1
1-4-2,0,0,2026-08-31,0.19999999999999996,5,0,0.0,0.5,逃げ,0,5頭展開,0.8666666666666667,1.0,0.6,1.0,0.5469266666666667,B,03,202608311903,0,1,0.4,0.0,0,3030,B,54.69266666666667,19,1
5-1-2,1,1,2026-08-31,1.0,5,1,0.0,0.5,まくり差し,1,5頭展開,0.9333333333333333,0.8,1.0,1.0,0.7080533333333333,S,09,202608312109,3210,1,0.6,-0.5,0,3210,S,70.80533333333334,21,5
4-5-6,0,0,2026-09-01,0.0,3,0,-1.667,0.0832,まくり,0,3まくり,0.4666666666666666,0.6,0.19999999999999996,0.6,0.26703333333333334,B,05,202609010505,0,1,0.4,0.0,-0.21,2060,B,24.82633333333333,05,4
1-3-2,0,0,2026-09-01,1.0,3,0,0.59,0.6474,逃げ,0,3まくり,0.26666666666666666,0.19999999999999996,0.6,0.0,0.5450333333333334,B,07,202609010507,0,1,0.19999999999999996,0.0,-0.21,2520,B,54.88333333333334,05,1
3-1-2,1,0,2026-09-01,0.4,3,1,-1.171,0.2073,差し,0,3まくり,0.5333333333333333,0.4,0.6,0.6,0.5664666666666668,A,05,202609010605,2000,1,0.8,-0.5,-0.05,2000,A,55.42566666666668,06,3
3-4-5,0,0,2026-09-01,0.6,3,1,0.291,0.5726,まくり,1,3まくり,1.0,1.0,0.5,1.0,0.54535,B,03,202609011203,3680,1,0.19999999999999996,-0.5,-0.05,3680,B,54.775999999999996,12,3
1-2-4,1,0,2026-09-01,0.8,3,0,-1.543,0.1142,逃げ,0,3まくり,0.39999999999999997,0.19999999999999996,0.4,0.6,0.67775,S,12,202609012012,0,1,1.0,0.0,-0.21,1480,A,66.02199999999999,20,1
3-1-5,1,1,2026-09-01,1.0,3,1,0.291,0.5726,まくり差し,0,3まくり,0.6,0.8,0.4,0.6,0.7605,S,05,202609012405,2710,1,1.0,0.0,-0.21,2710,S,76.131,24,3
3-5-6,1,0,2026-09-01,1.0,3,1,1.198,0.7996,まくり,0,3まくり差し,0.5333333333333333,0.6,0.6,0.4,0.6034,A,02,202609010602,1730,1,0.6,-0.5,-0.23,1730,A,61.30800000000001,06,3
2-1-4,1,0,2026-09-01,1.0,4,0,0.364,0.591,差し,0,4カドまくり,0.4666666666666667,0.4,0.0,1.0,0.6626333333333334,A,03,202609010603,0,1,1.0,0.0,-0.04,1620,A,66.58733333333333,06,2
4-2-3,1,1,2026-09-01,1.0,4,1,1.245,0.8112,まくり差し,0,4カドまくり,0.5,0.5,0.5,0.5,0.7324999999999999,S,02,202609010802,5460,1,0.8,-0.5,-1.19,5460,S,73.305,08,4
1-4-5,1,0,2026-09-01,0.19999999999999996,4,0,0.758,0.6895,逃げ,0,4カドまくり,0.5,0.5,0.5,0.5,0.5645,A,04,202609010804,0,1,1.0,0.5,3.0,820,A,60.208000000000006,08,1
1-4-5,0,0,2026-09-01,0.19999999999999996,4,0,1.622,0.9056,逃げ,0,4カドまくり,0.4666666666666667,0.4,0.4,0.6,0.45888333333333337,B,03,202609012003,0,1,0.8,0.0,-0.04,2840,B,47.470333333333336,20,1
6-2-3,0,0,2026-09-01,0.19999999999999996,4,0,-1.715,0.0711,まくり差し,0,4カドまくり,0.4666666666666667,0.4,0.4,0.6,0.23758333333333337,B,01,202609012101,0,1,0.0,0.0,-0.04,152730,B,22.003333333333337,21,6
4-5-2,0,0,2026-09-01,0.4,5,0,0.0,0.5,まくり,0,5頭展開,0.3333333333333333,0.0,0.4,0.6,0.31081333333333333,B,02,202609010702,0,1,0.0,0.0,0,6080,B,31.081333333333333,07,4
1-4-5,0,0,2026-09-01,0.4,5,0,0.0,0.5,逃げ,0,5頭展開,0.5,0.5,0.5,0.5,0.5168900000000001,B,04,202609010804,0,1,0.4,0.0,0,820,B,51.68900000000001,08,1
1-4-2,0,0,2026-09-01,0.8,5,0,0.0,0.5,逃げ,0,5頭展開,0.5,0.5,0.5,0.5,0.45677000000000006,B,06,202609010806,0,1,0.0,0.0,0,2500,B,45.67700000000001,08,1
1-2-4,0,0,2026-09-01,0.8,5,0,0.0,0.5,逃げ,0,5頭展開,0.5,0.5,0.5,0.5,0.45477000000000006,B,12,202609010812,0,1,0.6,-0.5,0,560,B,45.477000000000004,08,1
2-1-3,0,0,2026-09-01,0.4,5,0,0.0,0.5,差し,0,5頭展開,0.55,0.5,0.5,0.6,0.46477,B,11,202609011211,0,1,1.0,-0.5,0,4710,B,46.477000000000004,12,2
2-4-1,0,0,2026-09-01,0.5,5,0,0.0,0.5,抜き,0,5頭展開,0.2,0.4,0.5,0.0,0.30491,B,03,202609011303,0,1,0.0,0.0,0,2150,B,30.491,13,2
