date,race_code,venue,race,day_no,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,motor_history,prior_expo,prior_turn,prior_straight,foot_type,branch,winner,second,kimarite,head_hit,involved_hit
2026-08-11,202608111305,13,05R,3,3日目以降,4カド,4,63.48,B,稲田 浩二,A1,26.3,0.422,1.0,1.0,1.0,バランス,両にらみ,1,2,逃げ,0,0
2026-08-11,202608111307,13,07R,3,3日目以降,4カド,4,64.23,B,加藤 翔馬,A1,33.7,0.497,1.0,1.0,1.0,バランス,両にらみ,1,4,逃げ,0,1
2026-08-11,202608111307,13,07R,3,3日目以降,4→5展開,5,63.01,B,近藤 来希,B2,34.1,0.467,0.4,0.4,0.4,バランス,4攻め→5展開,1,4,逃げ,0,0
2026-08-11,202608111308,13,08R,3,3日目以降,3攻め,3,60.01,B,和田 兼輔,A1,34.5,0.49,0.698,0.7,0.698,バランス,両にらみ,1,3,逃げ,0,1
2026-08-11,202608111309,13,09R,3,3日目以降,4カド,4,62.72,B,山下 大輝,A1,51.9,0.698,0.299,0.3,0.299,バランス,両にらみ,1,4,逃げ,0,1
2026-08-11,202608111311,13,11R,3,3日目以降,3攻め,3,60.36,B,高橋 正男,A2,48.1,0.67,0.799,0.8,0.799,バランス,両にらみ,1,3,逃げ,0,1
2026-08-11,202608111604,16,04R,4,3日目以降,4カド,4,62.03,B,吉田 拡郎,A1,34.0,0.519,0.63,0.6,0.8,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-08-11,202608111606,16,06R,4,3日目以降,4カド,4,68.27,B,茅原 悠紀,A1,31.1,0.492,0.859,1.0,0.0,出足・回り足寄り,まくり差し寄り,4,3,差し,0,1
2026-08-11,202608111608,16,08R,4,3日目以降,4カド,4,60.23,B,福嶋 智之,B1,50.8,0.623,0.458,0.4,0.8,伸び寄り,まくり寄り,2,1,差し,0,0
2026-08-11,202608111805,18,05R,6,3日目以降,3攻め,3,60.63,B,長嶋 万記,B2,40.8,0.589,0.299,0.3,0.299,バランス,両にらみ,1,5,逃げ,0,0
2026-08-11,202608111911,19,11R,1,初日,4→5展開,5,70.63,A,山下 和彦,A2,33.8,0.594,0.5,0.5,0.5,不明,4攻め→5展開,3,1,まくり,0,0
2026-08-11,202608112010,20,10R,5,3日目以降,4カド,4,62.32,B,宮脇 遼太,A1,35.5,0.419,0.743,0.7,1.0,伸び寄り,まくり寄り,2,1,差し,0,0
2026-08-11,202608112102,21,02R,2,2日目,4カド,4,65.0,B,篠崎 仁志,A1,21.8,0.468,0.544,0.6,0.2,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,1
2026-08-11,202608112110,21,10R,2,2日目,4→5展開,5,66.21,B,戸敷 晃美,A2,33.3,0.453,1.0,1.0,1.0,バランス,4攻め→5展開,1,5,逃げ,0,1
2026-08-11,202608112112,21,12R,2,2日目,4カド,4,64.17,B,稗田 聖也,A1,49.4,0.63,0.741,0.7,1.0,伸び寄り,まくり寄り,1,3,逃げ,0,0
2026-08-11,202608112112,21,12R,2,2日目,4→5展開,5,71.2,A,高倉 和士,A1,40.2,0.451,0.83,0.9,0.4,出足・回り足寄り,4攻め→5展開,1,3,逃げ,0,0
2026-08-11,202608112305,23,05R,3,3日目以降,4カド,4,72.94,A,山田 康二,A1,37.7,0.588,0.6,0.7,0.0,出足・回り足寄り,まくり差し寄り,4,1,差し,0,1
2026-08-11,202608112310,23,10R,3,3日目以降,3攻め,3,76.41,A,森永 淳,A1,47.1,0.526,0.972,1.0,0.8,出足・回り足寄り,まくり差し寄り,3,4,まくり,1,1
2026-08-12,202608120105,01,05R,2,2日目,4カド,4,69.25,B,坂本 雄紀,A1,44.5,0.483,0.649,0.6,0.8,伸び寄り,まくり寄り,5,1,恵まれ,0,0
2026-08-12,202608120105,01,05R,2,2日目,4→5展開,5,60.86,B,中里 英夫,B1,45.3,0.658,0.351,0.4,0.2,出足・回り足寄り,4攻め→5展開,5,1,恵まれ,1,1
2026-08-12,202608120107,01,07R,2,2日目,3攻め,3,67.88,B,大澤 風葵,A1,34.3,0.457,0.498,0.4,0.8,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-12,202608120201,02,01R,1,初日,3攻め,3,60.36,B,楠 将太郎,A2,28.5,0.427,0.774,0.9,0.0,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-12,202608120204,02,04R,1,初日,3攻め,3,60.43,B,飛田 江己,A1,0.0,0.184,0.5,0.5,0.5,不明,両にらみ,3,2,まくり,1,1
2026-08-12,202608120301,03,01R,3,3日目以降,3攻め,3,63.61,B,高橋 勲,B1,39.5,0.571,0.5,0.5,0.5,不明,両にらみ,2,4,差し,0,0
2026-08-12,202608120303,03,03R,3,3日目以降,4カド,4,66.45,B,森作 雄大,B1,26.0,0.432,0.5,0.5,0.5,不明,両にらみ,5,2,差し,0,0
2026-08-12,202608120304,03,04R,3,3日目以降,4→5展開,5,61.59,B,中野 次郎,A1,26.0,0.31,0.5,0.5,0.5,不明,4攻め→5展開,2,4,まくり,0,0
2026-08-12,202608120409,04,09R,2,2日目,4カド,4,65.05,B,後藤 翔之,A2,20.8,0.364,0.628,0.6,0.8,伸び寄り,まくり寄り,4,6,まくり差し,1,1
2026-08-12,202608120605,06,05R,2,2日目,3攻め,3,64.49,B,板橋 侑我,A2,40.9,0.568,0.483,0.4,1.0,伸び寄り,まくり寄り,5,1,まくり差し,0,0
2026-08-12,202608120609,06,09R,2,2日目,4→5展開,5,60.64,B,横澤 剛治,A2,38.5,0.391,0.056,0.0,0.4,伸び寄り,4攻め→5展開,1,2,逃げ,0,0
2026-08-12,202608121301,13,01R,4,3日目以降,4カド,4,69.73,B,和田 兼輔,A1,34.5,0.49,0.2,0.2,0.2,バランス,両にらみ,2,1,差し,0,0
2026-08-12,202608121301,13,01R,4,3日目以降,4→5展開,5,68.75,B,登玉 隼百,A2,47.6,0.671,0.6,0.6,0.6,バランス,4攻め→5展開,2,1,差し,0,0
2026-08-12,202608121302,13,02R,4,3日目以降,4カド,4,67.04,B,照屋 厚仁,A2,45.4,0.757,0.0,0.0,0.0,バランス,両にらみ,1,2,逃げ,0,0
2026-08-12,202608121305,13,05R,4,3日目以降,4→5展開,5,65.7,B,向所 浩二,B1,36.3,0.627,0.8,0.8,0.8,バランス,4攻め→5展開,1,3,逃げ,0,0
2026-08-12,202608121307,13,07R,4,3日目以降,4カド,4,64.26,B,登玉 隼百,A2,47.6,0.671,0.6,0.6,0.6,バランス,両にらみ,1,2,逃げ,0,0
2026-08-12,202608121308,13,08R,4,3日目以降,3攻め,3,65.9,B,山下 大輝,A1,51.9,0.698,0.4,0.4,0.4,バランス,両にらみ,3,1,まくり差し,1,1
2026-08-12,202608121312,13,12R,4,3日目以降,3攻め,3,65.89,B,馬袋 義則,A1,34.1,0.486,0.899,0.9,0.899,バランス,両にらみ,5,1,まくり差し,0,0
2026-08-12,202608121902,19,02R,2,2日目,3攻め,3,62.36,B,屋良 龍紀,B1,43.8,0.671,0.428,0.4,0.6,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-12,202608122001,20,01R,6,3日目以降,4カド,4,63.21,B,森 照夫,B2,30.2,0.449,0.517,0.6,0.0,出足・回り足寄り,まくり差し寄り,3,5,まくり差し,0,0
2026-08-12,202608122010,20,10R,6,3日目以降,4カド,4,60.51,B,溝口 海義也,A1,37.7,0.721,0.286,0.3,0.2,バランス,両にらみ,1,3,逃げ,0,0
2026-08-12,202608122103,21,03R,3,3日目以降,3攻め,3,65.27,B,郷原 章平,A2,44.4,0.558,0.914,0.9,1.0,バランス,両にらみ,1,2,逃げ,0,0
2026-08-12,202608122109,21,09R,3,3日目以降,4カド,4,60.02,B,中 亮太,A1,27.5,0.336,0.629,0.6,0.8,伸び寄り,まくり寄り,4,1,差し,0,1
2026-08-12,202608122210,22,10R,1,初日,4カド,4,73.2,A,松村 敏,A1,60.9,0.709,0.5,0.5,0.5,不明,両にらみ,3,4,まくり,0,1
2026-08-12,202608122302,23,02R,4,3日目以降,3攻め,3,64.43,B,上野 真之介,A1,31.8,0.536,0.744,0.8,0.4,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-12,202608122307,23,07R,4,3日目以降,3攻め,3,66.07,B,古賀 繁輝,A1,33.4,0.384,0.849,0.8,1.0,伸び寄り,まくり寄り,3,4,まくり,1,1
2026-08-12,202608122308,23,08R,4,3日目以降,4→5展開,5,68.6,B,山田 康二,A1,37.7,0.588,0.649,0.6,0.8,伸び寄り,4攻め→5展開,5,6,まくり,1,1
2026-08-12,202608122312,23,12R,4,3日目以降,4カド,4,63.62,B,宮地 元輝,A1,33.3,0.447,0.804,1.0,0.2,出足・回り足寄り,まくり差し寄り,2,1,差し,0,0
2026-08-12,202608122404,24,04R,1,初日,4カド,4,67.72,B,山口 真喜子,A2,34.0,0.604,0.5,0.5,0.5,不明,両にらみ,4,3,まくり差し,1,1
2026-08-12,202608122408,24,08R,1,初日,4カド,4,60.43,B,松瀬 弘美,B1,32.6,0.51,0.5,0.5,0.5,不明,両にらみ,2,1,差し,0,0
2026-08-13,202608130103,01,03R,3,3日目以降,4カド,4,62.07,B,塚越 海斗,A1,32.9,0.389,0.653,0.8,0.2,出足・回り足寄り,まくり差し寄り,2,1,まくり,0,0
2026-08-13,202608130108,01,08R,3,3日目以降,4カド,4,68.5,B,石井 孝之,B1,39.8,0.57,0.6,0.6,0.6,バランス,両にらみ,5,4,まくり,0,1
2026-08-13,202608130108,01,08R,3,3日目以降,4→5展開,5,63.61,B,久田 敏之,A1,45.5,0.692,0.2,0.2,0.2,バランス,4攻め→5展開,5,4,まくり,1,1
2026-08-13,202608130204,02,04R,2,2日目,4カド,4,61.67,B,松本 純平,A1,42.8,0.633,0.678,0.75,0.25,出足・回り足寄り,まくり差し寄り,2,4,差し,0,1
2026-08-13,202608130209,02,09R,2,2日目,3攻め,3,70.52,A,中澤 和志,A1,37.5,0.42,0.541,0.5,0.8,伸び寄り,まくり寄り,3,4,まくり,1,1
2026-08-13,202608130210,02,10R,2,2日目,4カド,4,84.15,S,青木 蓮,A2,71.4,0.558,0.397,0.3,1.0,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-13,202608130307,03,07R,4,3日目以降,3攻め,3,62.13,B,中野 次郎,A1,26.0,0.31,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,1
2026-08-13,202608130310,03,10R,4,3日目以降,3攻め,3,66.0,B,寺本 重宣,A2,31.8,0.541,0.5,0.5,0.5,不明,両にらみ,4,6,まくり,0,0
2026-08-13,202608130312,03,12R,4,3日目以降,4カド,4,68.0,B,佐藤 大佑,A1,43.1,0.569,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,0
2026-08-13,202608130403,04,03R,3,3日目以降,3攻め,3,66.23,B,木下 陽介,B1,45.1,0.6,0.601,0.6,0.6,バランス,両にらみ,3,2,差し,0,1
2026-08-13,202608130407,04,07R,3,3日目以降,3攻め,3,63.91,B,石田 貴洋,A1,52.3,0.684,0.346,0.4,0.0,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,0
2026-08-13,202608130602,06,02R,3,3日目以降,3攻め,3,64.97,B,重野 哲之,A2,38.6,0.624,0.885,0.9,0.8,バランス,両にらみ,3,4,まくり,1,1
2026-08-13,202608130608,06,08R,3,3日目以降,4カド,4,72.95,A,若林 義人,A1,35.4,0.543,0.598,0.6,0.6,バランス,両にらみ,5,6,抜き,0,0
2026-08-13,202608130706,07,06R,3,3日目以降,4カド,4,65.82,B,吉田 凌太朗,A1,0,0.139,0.372,0.3,0.8,伸び寄り,まくり寄り,2,1,差し,0,0
2026-08-13,202608130805,08,05R,4,3日目以降,4→5展開,5,61.35,B,水野 望美,B1,31.1,0.631,0.5,0.5,0.5,不明,4攻め→5展開,2,1,差し,0,0
2026-08-13,202608131209,12,09R,1,初日,3攻め,3,61.78,B,中村 魁生,A1,46.3,0.663,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-08-13,202608131309,13,09R,5,3日目以降,3攻め,3,66.1,B,古結 宏,A1,39.7,0.412,0.8,0.8,0.8,バランス,両にらみ,1,3,逃げ,0,1
2026-08-13,202608131311,13,11R,5,3日目以降,4カド,4,72.33,A,藤岡 俊介,A1,38.1,0.504,1.0,1.0,1.0,バランス,両にらみ,1,5,逃げ,0,0
2026-08-13,202608131601,16,01R,6,3日目以降,3攻め,3,60.69,B,金田 大輔,B1,32.3,0.472,0.341,0.3,0.6,伸び寄り,まくり寄り,3,1,まくり差し,1,1
2026-08-13,202608131606,16,06R,6,3日目以降,3攻め,3,67.31,B,末永 由楽,A2,38.3,0.571,0.568,0.5,1.0,伸び寄り,まくり寄り,4,3,まくり,0,1
2026-08-13,202608132102,21,02R,4,3日目以降,4カド,4,68.33,B,永田 啓二,A1,21.9,0.46,0.372,0.3,0.8,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-08-14,202608140101,01,01R,4,3日目以降,3攻め,3,70.88,A,廣瀬 真也,B1,40.5,0.513,0.902,1.0,0.6,出足・回り足寄り,まくり差し寄り,4,5,差し,0,0
2026-08-14,202608140102,01,02R,4,3日目以降,3攻め,3,66.27,B,小川 知行,B1,39.4,0.501,0.5,0.5,0.5,バランス,両にらみ,3,4,まくり,1,1
2026-08-14,202608140102,01,02R,4,3日目以降,4→5展開,5,62.11,B,今井 裕梨,A2,41.8,0.608,0.245,0.0,1.0,伸び寄り,4攻め→5展開,3,4,まくり,0,0
2026-08-14,202608140103,01,03R,4,3日目以降,4カド,4,77.06,A,久田 敏之,A1,45.5,0.692,0.2,0.2,0.2,バランス,両にらみ,3,4,まくり,0,1
2026-08-14,202608140107,01,07R,4,3日目以降,3攻め,3,60.58,B,椎名 豊,A1,46.9,0.547,0.098,0.0,0.4,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-14,202608140306,03,06R,5,3日目以降,4カド,4,73.59,A,馬場 剛,A1,34.0,0.538,0.5,0.5,0.5,不明,両にらみ,4,2,まくり,1,1
2026-08-14,202608140403,04,03R,4,3日目以降,3攻め,3,73.36,A,山田 哲也,A1,61.5,0.713,0.629,0.6,0.8,伸び寄り,まくり寄り,2,3,差し,0,1
2026-08-14,202608140408,04,08R,4,3日目以降,4カド,4,75.36,A,三角 哲男,A1,43.3,0.56,0.915,0.9,1.0,バランス,両にらみ,1,6,逃げ,0,0
2026-08-14,202608140602,06,02R,4,3日目以降,3攻め,3,60.32,B,大場 敏,A2,33.3,0.491,0.717,0.8,0.2,出足・回り足寄り,まくり差し寄り,6,4,まくり差し,0,0
2026-08-14,202608140605,06,05R,4,3日目以降,3攻め,3,62.69,B,吉村 誠,A1,46.9,0.664,0.542,0.5,0.8,伸び寄り,まくり寄り,1,5,逃げ,0,0
2026-08-14,202608140609,06,09R,4,3日目以降,3攻め,3,63.5,B,板橋 侑我,A2,40.9,0.568,0.517,0.6,0.0,出足・回り足寄り,まくり差し寄り,4,5,まくり,0,0
2026-08-14,202608141003,10,03R,1,初日,4カド,4,64.47,B,加藤 優弥,B1,37.3,0.56,0.5,0.5,0.5,不明,両にらみ,4,1,まくり,1,1
2026-08-14,202608141003,10,03R,1,初日,4→5展開,5,62.35,B,松本 一毅,B1,35.0,0.407,0.5,0.5,0.5,不明,4攻め→5展開,4,1,まくり,0,0
2026-08-14,202608141009,10,09R,1,初日,3攻め,3,63.89,B,室田 泰史,A2,43.3,0.564,0.5,0.5,0.5,不明,両にらみ,4,5,差し,0,0
2026-08-14,202608141206,12,06R,2,2日目,4→5展開,5,74.29,A,新井 英孝,B1,55.4,0.605,0.5,0.5,0.5,不明,4攻め→5展開,4,1,まくり差し,0,0
2026-08-14,202608141302,13,02R,6,3日目以降,4カド,4,67.03,B,照屋 厚仁,A2,45.4,0.757,0.302,0.3,0.302,バランス,両にらみ,2,4,まくり,0,1
2026-08-14,202608141302,13,02R,6,3日目以降,4→5展開,5,60.54,B,鈴谷 一平,A1,30.4,0.357,0.199,0.2,0.199,バランス,4攻め→5展開,2,4,まくり,0,0
2026-08-14,202608141304,13,04R,6,3日目以降,4カド,4,60.06,B,古結 宏,A1,39.7,0.412,0.399,0.4,0.399,バランス,両にらみ,1,2,逃げ,0,0
2026-08-14,202608141304,13,04R,6,3日目以降,4→5展開,5,63.53,B,田路 朋史,A2,31.8,0.353,0.399,0.4,0.399,バランス,4攻め→5展開,1,2,逃げ,0,0
2026-08-14,202608141305,13,05R,6,3日目以降,3攻め,3,63.77,B,馬袋 義則,A1,34.1,0.486,0.499,0.5,0.499,バランス,両にらみ,1,4,逃げ,0,0
2026-08-14,202608141307,13,07R,6,3日目以降,4カド,4,61.17,B,数原 魁,A2,32.9,0.401,0.899,0.9,0.899,バランス,両にらみ,1,2,逃げ,0,0
2026-08-14,202608141711,17,11R,1,初日,4→5展開,5,62.95,B,西野 翔太,A1,33.3,0.447,0.5,0.5,0.5,不明,4攻め→5展開,4,5,まくり,0,1
2026-08-14,202608141901,19,01R,4,3日目以降,3攻め,3,60.18,B,山田 真聖,B1,36.2,0.554,0.631,0.7,0.2,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,0
2026-08-14,202608141907,19,07R,4,3日目以降,3攻め,3,61.46,B,岸本 隆,A2,34.2,0.473,0.398,0.4,0.4,バランス,両にらみ,1,2,逃げ,0,0
2026-08-14,202608142312,23,12R,6,3日目以降,4カド,4,69.59,B,森永 淳,A1,47.1,0.526,0.714,0.7,0.8,バランス,両にらみ,3,1,まくり差し,0,0
2026-08-14,202608142312,23,12R,6,3日目以降,4→5展開,5,65.2,B,安河内 将,A1,39.4,0.708,0.83,0.9,0.4,出足・回り足寄り,4攻め→5展開,3,1,まくり差し,0,0
2026-08-14,202608142402,24,02R,3,3日目以降,4カド,4,63.02,B,山口 真喜子,A2,34.0,0.604,0.115,0.1,0.2,バランス,両にらみ,1,3,逃げ,0,0
2026-08-14,202608142408,24,08R,3,3日目以降,3攻め,3,67.9,B,塩崎 桐加,B1,52.1,0.725,0.455,0.4,0.8,伸び寄り,まくり寄り,3,1,まくり,1,1
2026-08-15,202608150108,01,08R,5,3日目以降,4カド,4,64.95,B,廣瀬 真也,B1,40.5,0.513,0.396,0.2,1.0,伸び寄り,まくり寄り,4,2,まくり,1,1
2026-08-15,202608150109,01,09R,5,3日目以降,4カド,4,61.86,B,椎名 豊,A1,46.9,0.547,0.4,0.4,0.4,バランス,両にらみ,2,3,差し,0,0
2026-08-15,202608150112,01,12R,5,3日目以降,4カド,4,69.65,B,大澤 風葵,A1,34.3,0.457,0.249,0.2,0.4,伸び寄り,まくり寄り,6,1,恵まれ,0,0
2026-08-15,202608150112,01,12R,5,3日目以降,4→5展開,5,62.73,B,石井 孝之,B1,39.8,0.57,0.0,0.0,0.0,バランス,4攻め→5展開,6,1,恵まれ,0,0
2026-08-15,202608150302,03,02R,6,3日目以降,4カド,4,74.91,A,馬場 剛,A1,34.0,0.538,0.5,0.5,0.5,不明,両にらみ,5,4,抜き,0,1
2026-08-15,202608150304,03,04R,6,3日目以降,4カド,4,63.39,B,寺本 重宣,A2,31.8,0.541,0.5,0.5,0.5,不明,両にらみ,4,3,抜き,0,1
2026-08-15,202608150305,03,05R,6,3日目以降,4カド,4,60.56,B,加藤 政彦,B1,47.9,0.555,0.5,0.5,0.5,不明,両にらみ,2,6,まくり,0,0
2026-08-15,202608150311,03,11R,6,3日目以降,4カド,4,64.4,B,森作 雄大,B1,26.0,0.432,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,0
2026-08-15,202608150501,05,01R,1,初日,4カド,4,66.38,B,山田 竜一,A2,45.1,0.677,0.5,0.5,0.5,不明,両にらみ,6,2,まくり差し,0,0
2026-08-15,202608150506,05,06R,1,初日,3攻め,3,67.41,B,濱野谷 憲吾,A1,35.4,0.472,0.5,0.5,0.5,不明,両にらみ,1,3,抜き,0,1
2026-08-15,202608150602,06,02R,5,3日目以降,3攻め,3,71.97,A,重野 哲之,A2,38.6,0.624,0.715,0.7,0.8,バランス,両にらみ,1,3,逃げ,0,1
2026-08-15,202608150608,06,08R,5,3日目以降,4→5展開,5,66.54,B,木村 紗友希,B1,45.7,0.598,0.285,0.3,0.2,バランス,4攻め→5展開,4,1,差し,0,0
2026-08-15,202608151006,10,06R,2,2日目,3攻め,3,62.44,B,萩原 秀人,A1,41.6,0.521,0.542,0.5,0.8,伸び寄り,まくり寄り,3,1,まくり,1,1
2026-08-15,202608151010,10,10R,2,2日目,3攻め,3,63.33,B,伊藤 誠二,A1,32.5,0.551,0.602,0.7,0.0,出足・回り足寄り,まくり差し寄り,3,5,まくり,1,1
2026-08-15,202608151107,11,07R,1,初日,4→5展開,5,62.52,B,丸野 一樹,A1,36.6,0.601,0.084,0.0,0.6,伸び寄り,4攻め→5展開,3,1,抜き,0,0
2026-08-15,202608151108,11,08R,1,初日,4カド,4,68.91,B,守田 俊介,A1,36.4,0.62,0.5,0.5,0.5,不明,両にらみ,1,4,逃げ,0,1
2026-08-15,202608151203,12,03R,3,3日目以降,3攻め,3,65.86,B,小池 修平,A1,37.6,0.36,0.598,0.6,0.598,バランス,両にらみ,1,4,逃げ,0,0
2026-08-15,202608151204,12,04R,3,3日目以降,4カド,4,65.88,B,山崎 郡,A1,33.7,0.526,0.099,0.1,0.099,バランス,両にらみ,4,5,差し,0,1
2026-08-15,202608151701,17,01R,2,2日目,4→5展開,5,61.17,B,井川 大作,B1,42.9,0.567,0.545,0.6,0.2,出足・回り足寄り,4攻め→5展開,2,1,まくり,0,0
2026-08-15,202608151704,17,04R,2,2日目,4→5展開,5,62.49,B,高橋 竜矢,A1,38.2,0.512,0.944,1.0,0.6,出足・回り足寄り,4攻め→5展開,2,3,抜き,0,0
2026-08-15,202608151802,18,02R,1,初日,4→5展開,5,60.62,B,柏野 幸二,A2,36.8,0.742,0.5,0.5,0.5,不明,4攻め→5展開,1,2,逃げ,0,0
2026-08-15,202608151804,18,04R,1,初日,4カド,4,66.36,B,寺田 空詩,B1,30.0,0.455,0.5,0.5,0.5,不明,両にらみ,1,3,逃げ,0,0
2026-08-15,202608151804,18,04R,1,初日,4→5展開,5,68.13,B,岡本 翔太郎,B1,51.8,0.678,0.5,0.5,0.5,不明,4攻め→5展開,1,3,逃げ,0,0
2026-08-15,202608151809,18,09R,1,初日,3攻め,3,62.91,B,大峯 豊,A1,33.3,0.535,0.5,0.5,0.5,不明,両にらみ,3,1,まくり差し,1,1
2026-08-15,202608151810,18,10R,1,初日,4カド,4,63.8,B,笹木 香吾,A2,40.5,0.632,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-08-15,202608151904,19,04R,5,3日目以降,3攻め,3,72.56,A,岸本 隆,A2,34.2,0.473,0.915,0.9,1.0,バランス,両にらみ,1,2,逃げ,0,0
2026-08-15,202608151909,19,09R,5,3日目以降,4カド,4,60.14,B,岸本 隆,A2,34.2,0.473,0.915,0.9,1.0,バランス,両にらみ,1,2,逃げ,0,0
2026-08-15,202608152103,21,03R,6,3日目以降,3攻め,3,61.02,B,稗田 聖也,A1,49.4,0.63,0.657,0.7,0.4,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-15,202608152112,21,12R,6,3日目以降,4→5展開,5,65.92,B,西川 拓利,A2,32.3,0.486,0.681,0.75,0.25,出足・回り足寄り,4攻め→5展開,5,6,まくり差し,1,1
2026-08-15,202608152207,22,07R,4,3日目以降,3攻め,3,66.44,B,松村 敏,A1,60.9,0.709,1.0,1.0,1.0,バランス,両にらみ,1,3,逃げ,0,1
2026-08-15,202608152403,24,03R,4,3日目以降,3攻め,3,62.95,B,寺島 美里,B1,33.3,0.522,0.686,0.7,0.6,バランス,両にらみ,4,3,まくり差し,0,1
2026-08-15,202608152405,24,05R,4,3日目以降,3攻め,3,75.44,A,藤原 菜希,A2,36.9,0.518,0.459,0.5,0.2,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-15,202608152412,24,12R,4,3日目以降,4カド,4,66.86,B,原田 佑実,A2,35.7,0.613,0.654,0.6,1.0,伸び寄り,まくり寄り,2,1,差し,0,0
2026-08-15,202608152412,24,12R,4,3日目以降,4→5展開,5,63.47,B,山崎 小葉音,B1,33.3,0.414,0.458,0.5,0.2,出足・回り足寄り,4攻め→5展開,2,1,差し,0,0
2026-08-16,202608160104,01,04R,6,3日目以降,4カド,4,63.37,B,高橋 英之,B1,29.0,0.365,0.755,1.0,0.0,出足・回り足寄り,まくり差し寄り,5,1,まくり差し,0,0
2026-08-16,202608160111,01,11R,6,3日目以降,3攻め,3,61.08,B,椎名 豊,A1,46.9,0.547,0.498,0.4,0.8,伸び寄り,まくり寄り,3,1,まくり差し,1,1
2026-08-16,202608160202,02,02R,5,3日目以降,4カド,4,60.03,B,中野 希一,A1,0.0,0.2,0.916,1.0,0.4,出足・回り足寄り,まくり差し寄り,4,3,差し,0,1
2026-08-16,202608160212,02,12R,5,3日目以降,4カド,4,61.64,B,中澤 和志,A1,37.5,0.42,0.602,0.7,0.0,出足・回り足寄り,まくり差し寄り,4,5,まくり,1,1
2026-08-16,202608160403,04,03R,6,3日目以降,3攻め,3,70.26,A,石田 貴洋,A1,52.3,0.684,0.458,0.5,0.2,出足・回り足寄り,まくり差し寄り,2,5,差し,0,0
2026-08-16,202608160504,05,04R,2,2日目,4→5展開,5,60.8,B,谷津 幸宏,A2,40.0,0.479,0.601,0.6,0.6,バランス,4攻め→5展開,3,2,まくり差し,0,0
2026-08-16,202608160506,05,06R,2,2日目,3攻め,3,63.04,B,宮之原 輝紀,A1,40.8,0.622,0.916,1.0,0.4,出足・回り足寄り,まくり差し寄り,3,2,まくり,1,1
2026-08-16,202608160608,06,08R,6,3日目以降,4カド,4,63.58,B,重野 哲之,A2,38.6,0.624,0.516,0.6,0.0,出足・回り足寄り,まくり差し寄り,6,4,まくり差し,0,1
2026-08-16,202608160901,09,01R,2,2日目,3攻め,3,61.3,B,鈴木 成美,B2,37.5,0.459,0.773,0.8,0.6,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-16,202608160904,09,04R,2,2日目,4カド,4,61.01,B,黒崎 竜也,A2,38.7,0.543,0.885,0.9,0.8,バランス,両にらみ,2,4,抜き,0,1
2026-08-16,202608160905,09,05R,2,2日目,3攻め,3,63.57,B,谷口 丞,B1,42.2,0.574,0.656,0.7,0.4,出足・回り足寄り,まくり差し寄り,1,2,抜き,0,0
2026-08-16,202608160911,09,11R,2,2日目,4カド,4,64.77,B,新田 雄史,A1,34.2,0.34,0.715,0.8,0.2,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-16,202608161006,10,06R,3,3日目以降,4カド,4,61.12,B,前出 達吉,A2,35.2,0.496,0.601,0.7,0.0,出足・回り足寄り,まくり差し寄り,2,4,まくり,0,1
2026-08-16,202608161105,11,05R,2,2日目,4カド,4,68.07,B,吉川 晴人,A2,43.2,0.523,0.858,0.875,0.75,バランス,両にらみ,1,4,逃げ,0,1
2026-08-16,202608161108,11,08R,2,2日目,4→5展開,5,60.37,B,太田 和美,A1,33.7,0.459,0.43,0.5,0.0,出足・回り足寄り,4攻め→5展開,4,5,恵まれ,0,1
2026-08-16,202608161112,11,12R,2,2日目,4→5展開,5,60.64,B,片橋 幸貴,A1,37.8,0.618,0.944,1.0,0.6,出足・回り足寄り,4攻め→5展開,3,1,まくり差し,0,0
2026-08-16,202608161204,12,04R,4,3日目以降,4→5展開,5,63.13,B,小池 哲也,A2,43.0,0.647,0.501,0.5,0.501,バランス,4攻め→5展開,2,4,差し,0,0
