date,race_code,venue,race,day_no,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,motor_history,prior_expo,prior_turn,prior_straight,foot_type,branch,winner,second,kimarite,head_hit,involved_hit
2026-08-16,202608161708,17,08R,3,3日目以降,4カド,4,62.87,B,梅原 祥平,B1,34.1,0.419,0.83,0.9,0.4,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,0
2026-08-16,202608161805,18,05R,2,2日目,3攻め,3,69.03,B,石川 諒,A2,49.3,0.518,1.0,1.0,1.0,バランス,両にらみ,1,2,逃げ,0,0
2026-08-16,202608161811,18,11R,2,2日目,4→5展開,5,63.63,B,石川 諒,A2,49.3,0.518,1.0,1.0,1.0,バランス,4攻め→5展開,1,3,逃げ,0,0
2026-08-16,202608161910,19,10R,6,3日目以降,4→5展開,5,62.68,B,島川 海輝,A2,25.4,0.399,0.685,0.7,0.6,バランス,4攻め→5展開,3,2,まくり,0,0
2026-08-16,202608162204,22,04R,5,3日目以降,4→5展開,5,70.13,A,松村 敏,A1,60.9,0.709,0.916,1.0,0.4,出足・回り足寄り,4攻め→5展開,1,4,逃げ,0,0
2026-08-16,202608162406,24,06R,5,3日目以降,3攻め,3,62.74,B,山崎 小葉音,B1,33.3,0.414,0.685,0.7,0.6,バランス,両にらみ,4,3,まくり差し,0,1
2026-08-16,202608162409,24,09R,5,3日目以降,4カド,4,60.33,B,加藤 綾,B1,52.9,0.596,0.773,0.9,0.0,出足・回り足寄り,まくり差し寄り,2,1,差し,0,0
2026-08-16,202608162409,24,09R,5,3日目以降,4→5展開,5,62.83,B,黒澤 めぐみ,B1,42.8,0.643,0.659,0.7,0.4,出足・回り足寄り,4攻め→5展開,2,1,差し,0,0
2026-08-17,202608170505,05,05R,3,3日目以降,4カド,4,60.31,B,樋口 範政,B1,46.7,0.53,0.482,0.4,1.0,伸び寄り,まくり寄り,2,1,差し,0,0
2026-08-17,202608170505,05,05R,3,3日目以降,4→5展開,5,71.86,A,栗城 匠,A1,33.7,0.426,0.57,0.5,1.0,伸び寄り,4攻め→5展開,2,1,差し,0,0
2026-08-17,202608170506,05,06R,3,3日目以降,4カド,4,66.12,B,福島 勇樹,A1,40.6,0.597,0.774,0.9,0.0,出足・回り足寄り,まくり差し寄り,4,5,まくり差し,1,1
2026-08-17,202608170506,05,06R,3,3日目以降,4→5展開,5,63.57,B,山田 竜一,A2,45.1,0.677,0.744,0.8,0.4,出足・回り足寄り,4攻め→5展開,4,5,まくり差し,0,1
2026-08-17,202608170510,05,10R,3,3日目以降,4カド,4,60.65,B,大池 佑来,A1,35.7,0.451,0.657,0.7,0.4,出足・回り足寄り,まくり差し寄り,1,3,抜き,0,0
2026-08-17,202608170906,09,06R,3,3日目以降,4→5展開,5,69.46,B,龍田 真白,B1,35.1,0.447,0.655,0.6,1.0,伸び寄り,4攻め→5展開,1,5,逃げ,0,1
2026-08-17,202608170907,09,07R,3,3日目以降,4カド,4,69.87,B,豊田 健士郎,A1,38.0,0.274,0.914,0.9,1.0,バランス,両にらみ,4,5,まくり,1,1
2026-08-17,202608171002,10,02R,4,3日目以降,4カド,4,70.18,A,加藤 優弥,B1,37.3,0.56,0.028,0.0,0.2,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-17,202608171201,12,01R,5,3日目以降,4→5展開,5,66.74,B,秋末 秦悟,B1,39.0,0.58,0.598,0.6,0.598,バランス,4攻め→5展開,1,4,逃げ,0,0
2026-08-17,202608171207,12,07R,5,3日目以降,3攻め,3,65.25,B,小池 哲也,A2,43.0,0.647,0.503,0.5,0.503,バランス,両にらみ,1,2,逃げ,0,0
2026-08-17,202608171208,12,08R,5,3日目以降,4カド,4,64.63,B,三宅 潤,A2,44.5,0.499,0.4,0.4,0.4,バランス,両にらみ,2,4,差し,0,1
2026-08-17,202608171208,12,08R,5,3日目以降,4→5展開,5,68.89,B,馬野 耀,A2,41.9,0.521,0.4,0.4,0.4,バランス,4攻め→5展開,2,4,差し,0,0
2026-08-17,202608171212,12,12R,5,3日目以降,4カド,4,66.36,B,中村 魁生,A1,46.3,0.663,0.899,0.9,0.899,バランス,両にらみ,1,2,逃げ,0,0
2026-08-17,202608171306,13,06R,1,初日,4カド,4,60.68,B,四宮 与寛,A2,38.3,0.43,0.5,0.5,0.5,不明,両にらみ,4,5,まくり差し,1,1
2026-08-17,202608171309,13,09R,1,初日,4カド,4,70.32,A,尾崎 雄二,A2,52.3,0.489,0.5,0.5,0.5,不明,両にらみ,4,2,恵まれ,0,1
2026-08-17,202608171309,13,09R,1,初日,4→5展開,5,69.18,B,牟田 奨太,B1,44.8,0.721,0.5,0.5,0.5,不明,4攻め→5展開,4,2,恵まれ,0,0
2026-08-17,202608171406,14,06R,2,2日目,3攻め,3,61.49,B,前田 翔,A1,39.0,0.537,0.546,0.6,0.2,出足・回り足寄り,まくり差し寄り,3,1,まくり差し,1,1
2026-08-17,202608171409,14,09R,2,2日目,4カド,4,66.17,B,浜先 真範,A1,62.9,0.624,0.514,0.5,0.6,バランス,両にらみ,1,2,逃げ,0,0
2026-08-17,202608171503,15,03R,1,初日,3攻め,3,62.04,B,古田 祐貴,B1,32.1,0.579,0.5,0.5,0.5,不明,両にらみ,6,4,抜き,0,0
2026-08-17,202608171512,15,12R,1,初日,4カド,4,67.23,B,石丸 海渡,A1,32.7,0.58,0.5,0.5,0.5,不明,両にらみ,2,1,差し,0,0
2026-08-17,202608171711,17,11R,4,3日目以降,4カド,4,66.97,B,大上 卓人,A1,35.8,0.687,0.859,1.0,0.0,出足・回り足寄り,まくり差し寄り,2,1,差し,0,0
2026-08-17,202608171712,17,12R,4,3日目以降,3攻め,3,61.35,B,麻生 慎介,A1,31.9,0.532,0.745,0.8,0.4,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-17,202608171802,18,02R,3,3日目以降,3攻め,3,60.39,B,笹木 香吾,A2,40.5,0.632,0.099,0.1,0.099,バランス,両にらみ,3,4,抜き,0,1
2026-08-17,202608171810,18,10R,3,3日目以降,3攻め,3,65.58,B,森野 正弘,A1,50.7,0.443,0.499,0.5,0.499,バランス,両にらみ,5,1,抜き,0,0
2026-08-18,202608180501,05,01R,4,3日目以降,3攻め,3,72.34,A,岡部 大輝,A2,55.8,0.572,0.455,0.4,0.8,伸び寄り,まくり寄り,2,1,差し,0,0
2026-08-18,202608180504,05,04R,4,3日目以降,3攻め,3,60.46,B,栗城 匠,A1,33.7,0.426,0.198,0.1,0.8,伸び寄り,まくり寄り,5,2,抜き,0,0
2026-08-18,202608180507,05,07R,4,3日目以降,3攻め,3,62.53,B,山田 亮太,A1,39.5,0.456,0.369,0.3,0.8,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-18,202608181006,10,06R,5,3日目以降,4→5展開,5,64.46,B,田中 信一郎,A1,29.0,0.453,0.63,0.7,0.2,出足・回り足寄り,4攻め→5展開,1,2,逃げ,0,0
2026-08-18,202608181008,10,08R,5,3日目以降,4カド,4,66.19,B,前出 達吉,A2,35.2,0.496,0.772,0.8,0.6,出足・回り足寄り,まくり差し寄り,4,3,抜き,0,1
2026-08-18,202608181101,11,01R,4,3日目以降,3攻め,3,73.97,A,柘植 政浩,A2,47.0,0.612,0.255,0.2,0.6,伸び寄り,まくり寄り,3,2,差し,0,1
2026-08-18,202608181111,11,11R,4,3日目以降,3攻め,3,60.21,B,守田 俊介,A1,36.4,0.62,0.546,0.6,0.2,出足・回り足寄り,まくり差し寄り,3,2,まくり,1,1
2026-08-18,202608181204,12,04R,6,3日目以降,4カド,4,61.22,B,河野 主樹,A2,30.9,0.449,0.502,0.5,0.502,バランス,両にらみ,1,4,逃げ,0,1
2026-08-18,202608181312,13,12R,2,2日目,4カド,4,65.74,B,北野 輝季,A1,37.6,0.461,0.499,0.5,0.499,バランス,両にらみ,4,6,まくり,1,1
2026-08-18,202608181505,15,05R,2,2日目,4カド,4,65.71,B,西岡 顕心,A1,50.9,0.597,0.773,0.8,0.6,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-18,202608181507,15,07R,2,2日目,3攻め,3,68.59,B,石丸 海渡,A1,32.7,0.58,0.601,0.7,0.0,出足・回り足寄り,まくり差し寄り,3,1,まくり,1,1
2026-08-18,202608181508,15,08R,2,2日目,4カド,4,65.9,B,西丸 敦基,A2,42.4,0.449,0.484,0.4,1.0,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-08-18,202608181509,15,09R,2,2日目,3攻め,3,61.49,B,水谷 理人,A1,41.3,0.642,0.541,0.5,0.8,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-18,202608181608,16,08R,1,初日,3攻め,3,61.33,B,喜井 つかさ,A2,30.0,0.419,0.5,0.5,0.5,不明,両にらみ,6,3,まくり差し,0,1
2026-08-18,202608181805,18,05R,4,3日目以降,3攻め,3,62.22,B,笹木 香吾,A2,40.5,0.632,1.0,1.0,1.0,バランス,両にらみ,3,1,まくり差し,1,1
2026-08-18,202608181811,18,11R,4,3日目以降,3攻め,3,71.79,A,海野 康志郎,A1,39.1,0.408,0.499,0.5,0.499,バランス,両にらみ,4,3,差し,0,1
2026-08-18,202608182001,20,01R,2,2日目,3攻め,3,65.34,B,川原 正明,B1,28.3,0.424,0.654,0.6,1.0,伸び寄り,まくり寄り,3,1,まくり,1,1
2026-08-18,202608182006,20,06R,2,2日目,4カド,4,67.37,B,堀本 和也,A2,33.3,0.681,0.603,0.7,0.0,出足・回り足寄り,まくり差し寄り,1,6,逃げ,0,0
2026-08-19,202608190505,05,05R,5,3日目以降,4→5展開,5,67.04,B,黒井 達矢,A1,37.6,0.626,0.685,0.7,0.6,バランス,4攻め→5展開,4,5,まくり,0,1
2026-08-19,202608190506,05,06R,5,3日目以降,4カド,4,60.74,B,尾形 栄治,B1,37.5,0.507,0.518,0.6,0.0,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-19,202608190506,05,06R,5,3日目以降,4→5展開,5,65.51,B,熊倉 幹太,B2,30.0,0.386,0.46,0.5,0.2,出足・回り足寄り,4攻め→5展開,1,2,逃げ,0,0
2026-08-19,202608190509,05,09R,5,3日目以降,3攻め,3,71.49,A,岡部 大輝,A2,55.8,0.572,0.568,0.5,1.0,伸び寄り,まくり寄り,4,2,差し,0,0
2026-08-19,202608190906,09,06R,5,3日目以降,4カド,4,67.67,B,黒崎 竜也,A2,38.7,0.543,0.655,0.6,1.0,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-19,202608191008,10,08R,6,3日目以降,3攻め,3,64.13,B,中山 将,A1,33.9,0.527,0.485,0.4,1.0,伸び寄り,まくり寄り,1,2,逃げ,0,0
2026-08-19,202608191012,10,12R,6,3日目以降,4→5展開,5,63.75,B,田中 信一郎,A1,29.0,0.453,1.0,1.0,1.0,バランス,4攻め→5展開,1,2,逃げ,0,0
2026-08-19,202608191104,11,04R,5,3日目以降,4カド,4,65.18,B,丸野 一樹,A1,36.6,0.601,0.715,0.8,0.2,出足・回り足寄り,まくり差し寄り,1,5,逃げ,0,0
2026-08-19,202608191302,13,02R,3,3日目以降,3攻め,3,63.96,B,北野 輝季,A1,37.6,0.461,0.8,0.8,0.8,バランス,両にらみ,3,6,まくり,1,1
2026-08-19,202608191306,13,06R,3,3日目以降,4カド,4,76.12,A,三浦 敬太,A1,35.5,0.479,1.0,1.0,1.0,バランス,両にらみ,1,4,逃げ,0,1
2026-08-19,202608191310,13,10R,3,3日目以降,4→5展開,5,63.26,B,松井 友汰,A2,43.3,0.641,1.0,1.0,1.0,バランス,4攻め→5展開,1,5,逃げ,0,1
2026-08-19,202608191311,13,11R,3,3日目以降,4カド,4,65.87,B,真庭 明志,A2,33.3,0.475,0.6,0.6,0.6,バランス,両にらみ,1,3,逃げ,0,0
2026-08-19,202608191502,15,02R,3,3日目以降,4カド,4,66.96,B,嶋田 貴支,B1,39.2,0.609,0.544,0.6,0.2,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,1
2026-08-19,202608191506,15,06R,3,3日目以降,3攻め,3,61.63,B,中村 日向,A1,35.4,0.49,0.654,0.6,1.0,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-19,202608191606,16,06R,2,2日目,3攻め,3,60.63,B,田口 節子,A1,35.2,0.612,0.743,0.7,1.0,伸び寄り,まくり寄り,3,4,まくり差し,1,1
2026-08-19,202608191705,17,05R,6,3日目以降,3攻め,3,64.94,B,大原 祥昌,A2,41.1,0.42,0.827,0.8,1.0,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-19,202608191802,18,02R,5,3日目以降,4カド,4,62.18,B,小坂 宗司,A2,34.1,0.503,0.799,0.8,0.799,バランス,両にらみ,5,1,抜き,0,0
2026-08-19,202608191805,18,05R,5,3日目以降,3攻め,3,65.09,B,大峯 豊,A1,33.3,0.535,0.2,0.2,0.2,バランス,両にらみ,3,1,まくり,1,1
2026-08-19,202608191901,19,01R,1,初日,4カド,4,61.7,B,中嶋 誠一郎,B1,46.8,0.618,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-08-19,202608191905,19,05R,1,初日,4カド,4,66.88,B,葛原 大陽,A2,57.9,0.664,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-08-20,202608200408,04,08R,1,初日,4カド,4,61.65,B,福来 剛,A1,27.9,0.312,0.5,0.5,0.5,不明,両にらみ,4,1,まくり,1,1
2026-08-20,202608200902,09,02R,6,3日目以降,4カド,4,61.42,B,宇留田 翔平,A2,41.1,0.654,0.483,0.4,1.0,伸び寄り,まくり寄り,6,3,差し,0,0
2026-08-20,202608200902,09,02R,6,3日目以降,4→5展開,5,63.18,B,宇恵 有香,B2,25.9,0.614,0.828,0.8,1.0,伸び寄り,4攻め→5展開,6,3,差し,0,0
2026-08-20,202608201106,11,06R,6,3日目以降,4カド,4,69.94,B,太田 和美,A1,33.7,0.459,0.631,0.7,0.2,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,0
2026-08-20,202608201301,13,01R,4,3日目以降,3攻め,3,71.61,A,松井 友汰,A2,43.3,0.641,1.0,1.0,1.0,バランス,両にらみ,3,5,まくり差し,1,1
2026-08-20,202608201305,13,05R,4,3日目以降,4カド,4,60.61,B,菅 章哉,A1,41.7,0.49,0.0,0.0,0.0,バランス,両にらみ,4,6,まくり,1,1
2026-08-20,202608201305,13,05R,4,3日目以降,4→5展開,5,61.89,B,真庭 明志,A2,33.3,0.475,0.698,0.7,0.698,バランス,4攻め→5展開,4,6,まくり,0,0
2026-08-20,202608201307,13,07R,4,3日目以降,4カド,4,76.1,A,四宮 与寛,A2,38.3,0.43,0.801,0.8,0.801,バランス,両にらみ,1,4,逃げ,0,1
2026-08-20,202608201504,15,04R,4,3日目以降,3攻め,3,68.89,B,石丸 海渡,A1,32.7,0.58,0.744,0.8,0.4,出足・回り足寄り,まくり差し寄り,1,2,逃げ,0,0
2026-08-20,202608201604,16,04R,3,3日目以降,4カド,4,66.08,B,堀之内紀代子,A2,27.1,0.513,0.482,0.4,1.0,伸び寄り,まくり寄り,5,1,まくり,0,0
2026-08-20,202608201608,16,08R,3,3日目以降,3攻め,3,62.89,B,若狭 奈美子,A1,31.0,0.462,0.457,0.4,0.8,伸び寄り,まくり寄り,3,4,まくり,1,1
2026-08-20,202608201803,18,03R,6,3日目以降,4カド,4,73.07,A,横川 聖志,A2,40.7,0.486,0.501,0.5,0.501,バランス,両にらみ,1,2,逃げ,0,0
2026-08-20,202608201902,19,02R,2,2日目,3攻め,3,60.87,B,川口 貴久,B1,25.8,0.407,0.259,0.3,0.0,出足・回り足寄り,まくり差し寄り,1,3,逃げ,0,1
2026-08-20,202608201906,19,06R,2,2日目,4→5展開,5,60.36,B,鶴田 勇雄,A2,36.3,0.297,0.429,0.5,0.0,出足・回り足寄り,4攻め→5展開,1,2,逃げ,0,0
2026-08-20,202608201908,19,08R,2,2日目,4カド,4,68.37,B,和田 拓也,A1,41.4,0.546,0.657,0.6,1.0,伸び寄り,まくり寄り,2,1,差し,0,0
2026-08-20,202608202005,20,05R,4,3日目以降,4カド,4,72.38,A,中島 秀治,A2,42.6,0.498,0.972,1.0,0.8,出足・回り足寄り,まくり差し寄り,2,1,差し,0,0
2026-08-20,202608202012,20,12R,4,3日目以降,4カド,4,61.07,B,石川 真二,A1,33.7,0.547,0.799,0.8,0.8,バランス,両にらみ,1,2,逃げ,0,0
2026-08-20,202608202012,20,12R,4,3日目以降,4→5展開,5,62.07,B,中越 博紀,B1,27.6,0.391,0.743,0.7,1.0,伸び寄り,4攻め→5展開,1,2,逃げ,0,0
2026-08-20,202608202102,21,02R,1,初日,4カド,4,61.18,B,池永 太,A1,27.4,0.467,0.5,0.5,0.5,不明,両にらみ,4,5,まくり,1,1
2026-08-20,202608202102,21,02R,1,初日,4→5展開,5,60.78,B,草場 康幸,B1,27.3,0.542,0.5,0.5,0.5,不明,4攻め→5展開,4,5,まくり,0,1
2026-08-20,202608202402,24,02R,1,初日,3攻め,3,60.98,B,谷川 将太,B1,37.9,0.624,0.198,0.1,0.8,伸び寄り,まくり寄り,3,4,差し,0,1
2026-08-21,202608210205,02,05R,2,2日目,4カド,4,77.03,A,若林 義人,A1,66.6,0.398,0.46,0.5,0.2,出足・回り足寄り,まくり差し寄り,6,3,まくり,0,0
2026-08-21,202608210205,02,05R,2,2日目,4→5展開,5,61.78,B,中村 楓,B1,40.0,0.357,0.745,0.8,0.4,出足・回り足寄り,4攻め→5展開,6,3,まくり,0,0
2026-08-21,202608210212,02,12R,2,2日目,3攻め,3,63.7,B,赤羽 克也,A1,40.0,0.417,0.857,0.9,0.6,出足・回り足寄り,まくり差し寄り,1,4,逃げ,0,0
2026-08-21,202608210306,03,06R,1,初日,4カド,4,64.79,B,川原 涼,A2,29.3,0.449,0.5,0.5,0.5,不明,両にらみ,6,1,まくり差し,0,0
2026-08-21,202608210401,04,01R,2,2日目,3攻め,3,60.53,B,西舘 健,A2,41.1,0.571,0.283,0.2,0.8,伸び寄り,まくり寄り,1,6,逃げ,0,0
2026-08-21,202608210601,06,01R,1,初日,4カド,4,64.56,B,山口 晃朋,A2,43.0,0.526,0.399,0.3,1.0,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-08-21,202608210605,06,05R,1,初日,3攻め,3,66.47,B,佐々木 完太,A1,42.0,0.518,0.5,0.5,0.5,不明,両にらみ,3,4,まくり,1,1
2026-08-21,202608210608,06,08R,1,初日,4カド,4,65.78,B,柳沢 一,A1,41.0,0.548,0.5,0.5,0.5,不明,両にらみ,5,2,まくり差し,0,0
2026-08-21,202608210706,07,06R,1,初日,4カド,4,76.71,A,永田 啓二,A1,90.9,0.779,0.5,0.5,0.5,不明,両にらみ,4,6,まくり,1,1
2026-08-21,202608211301,13,01R,5,3日目以降,3攻め,3,70.7,A,仲谷 颯仁,A1,40.0,0.555,0.701,0.7,0.701,バランス,両にらみ,3,1,まくり差し,1,1
2026-08-21,202608211309,13,09R,5,3日目以降,4→5展開,5,60.6,B,牧村 俊輝,B1,39.0,0.48,0.901,0.9,0.901,バランス,4攻め→5展開,1,5,逃げ,0,1
2026-08-21,202608211310,13,10R,5,3日目以降,4カド,4,61.42,B,四宮 与寛,A2,38.3,0.43,0.199,0.2,0.199,バランス,両にらみ,1,2,逃げ,0,0
2026-08-21,202608211311,13,11R,5,3日目以降,4カド,4,70.44,A,三浦 敬太,A1,35.5,0.479,0.8,0.8,0.8,バランス,両にらみ,4,3,まくり,1,1
2026-08-21,202608211904,19,04R,3,3日目以降,4カド,4,67.43,B,市橋 卓士,A1,37.3,0.658,0.744,0.7,1.0,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-08-21,202608211908,19,08R,3,3日目以降,4カド,4,65.85,B,佐々木 大河,A1,39.7,0.537,0.284,0.25,0.5,伸び寄り,まくり寄り,1,4,逃げ,0,1
2026-08-21,202608212303,23,03R,2,2日目,3攻め,3,63.5,B,藤原 啓史朗,A1,32.3,0.476,0.0,0.0,0.0,バランス,両にらみ,1,4,逃げ,0,0
2026-08-21,202608212310,23,10R,2,2日目,3攻め,3,62.53,B,平尾 崇典,A1,21.4,0.172,0.886,0.9,0.8,バランス,両にらみ,3,1,まくり,1,1
2026-08-21,202608212311,23,11R,2,2日目,4カド,4,62.26,B,西野 雄貴,A1,46.0,0.657,0.427,0.4,0.6,伸び寄り,まくり寄り,4,1,まくり差し,1,1
2026-08-21,202608212312,23,12R,2,2日目,3攻め,3,65.26,B,河野 大,A1,34.1,0.651,0.685,0.7,0.6,バランス,両にらみ,1,4,逃げ,0,0
2026-08-21,202608212404,24,04R,2,2日目,3攻め,3,71.53,A,村岡 賢人,A1,48.2,0.485,0.885,0.9,0.8,バランス,両にらみ,3,2,差し,0,1
2026-08-21,202608212409,24,09R,2,2日目,3攻め,3,76.84,A,新開 航,A1,45.0,0.629,0.397,0.3,1.0,伸び寄り,まくり寄り,3,4,差し,0,1
2026-08-22,202608220204,02,04R,3,3日目以降,4カド,4,71.21,A,前原 大道,A1,60.0,0.67,1.0,1.0,1.0,バランス,両にらみ,3,2,まくり,0,0
2026-08-22,202608220205,02,05R,3,3日目以降,4カド,4,71.5,A,常住 蓮,A1,66.6,0.591,0.311,0.2,1.0,伸び寄り,まくり寄り,4,5,まくり,1,1
2026-08-22,202608220206,02,06R,3,3日目以降,4カド,4,61.11,B,尾嶋 一広,A1,10.0,0.549,0.859,1.0,0.0,出足・回り足寄り,まくり差し寄り,4,5,差し,0,1
2026-08-22,202608220304,03,04R,2,2日目,4→5展開,5,61.73,B,荒木 颯斗,A2,30.3,0.452,0.5,0.5,0.5,不明,4攻め→5展開,4,5,抜き,0,1
2026-08-22,202608220306,03,06R,2,2日目,4カド,4,69.92,B,田村 隆信,A1,44.2,0.634,0.5,0.5,0.5,不明,両にらみ,1,2,逃げ,0,0
2026-08-22,202608220312,03,12R,2,2日目,4カド,4,62.46,B,板橋 侑我,A2,23.5,0.43,0.5,0.5,0.5,不明,両にらみ,1,2,抜き,0,0
2026-08-22,202608220404,04,04R,3,3日目以降,4カド,4,64.12,B,福来 剛,A1,27.9,0.312,0.802,0.9,0.2,出足・回り足寄り,まくり差し寄り,1,6,逃げ,0,0
2026-08-22,202608220405,04,05R,3,3日目以降,3攻め,3,72.25,A,荒井 輝年,A2,46.3,0.643,0.485,0.5,0.4,バランス,両にらみ,2,4,まくり,0,0
2026-08-22,202608220407,04,07R,3,3日目以降,3攻め,3,69.31,B,飯山 泰,A1,62.9,0.704,1.0,1.0,1.0,バランス,両にらみ,1,5,逃げ,0,0
2026-08-22,202608220408,04,08R,3,3日目以降,4カド,4,71.1,A,菊地 孝平,A1,22.5,0.483,0.568,0.5,1.0,伸び寄り,まくり寄り,4,3,まくり差し,1,1
2026-08-22,202608220409,04,09R,3,3日目以降,4→5展開,5,64.39,B,福来 剛,A1,27.9,0.312,0.802,0.9,0.2,出足・回り足寄り,4攻め→5展開,3,6,まくり,0,0
2026-08-22,202608220412,04,12R,3,3日目以降,3攻め,3,63.45,B,古澤 光紀,A2,42.8,0.534,0.886,0.9,0.8,バランス,両にらみ,1,2,抜き,0,0
2026-08-22,202608220606,06,06R,2,2日目,3攻め,3,64.75,B,山口 晃朋,A2,43.0,0.526,0.827,0.8,1.0,伸び寄り,まくり寄り,3,6,まくり,1,1
2026-08-22,202608221602,16,02R,5,3日目以降,4カド,4,68.66,B,山本 梨菜,A2,49.4,0.535,0.545,0.6,0.2,出足・回り足寄り,まくり差し寄り,3,5,まくり,0,0
2026-08-22,202608221602,16,02R,5,3日目以降,4→5展開,5,70.94,A,田口 節子,A1,35.2,0.612,0.569,0.5,1.0,伸び寄り,4攻め→5展開,3,5,まくり,0,1
2026-08-22,202608221604,16,04R,5,3日目以降,3攻め,3,60.49,B,武井 莉里佳,A2,25.8,0.419,0.685,0.7,0.6,バランス,両にらみ,1,2,逃げ,0,0
2026-08-22,202608221906,19,06R,4,3日目以降,3攻め,3,65.89,B,田頭 実,A1,33.3,0.479,0.54,0.5,0.8,伸び寄り,まくり寄り,3,1,まくり,1,1
2026-08-22,202608222102,21,02R,3,3日目以降,4カド,4,68.58,B,古賀 繁輝,A1,35.5,0.55,0.256,0.2,0.6,伸び寄り,まくり寄り,5,4,まくり差し,0,1
2026-08-22,202608222202,22,02R,1,初日,3攻め,3,70.63,A,鈴木 勝博,A2,39.2,0.534,0.5,0.5,0.5,不明,両にらみ,3,2,差し,0,1
2026-08-22,202608222209,22,09R,1,初日,4カド,4,60.23,B,鈴木 勝博,A2,39.2,0.534,0.5,0.5,0.5,不明,両にらみ,1,4,逃げ,0,1
2026-08-22,202608222212,22,12R,1,初日,4カド,4,64.93,B,山田 哲也,A1,30.1,0.397,0.5,0.5,0.5,不明,両にらみ,4,6,まくり,1,1
2026-08-22,202608222306,23,06R,3,3日目以降,4カド,4,75.08,A,河野 大,A1,34.1,0.651,0.774,0.9,0.0,出足・回り足寄り,まくり差し寄り,4,1,まくり差し,1,1
2026-08-22,202608222406,24,06R,3,3日目以降,3攻め,3,64.8,B,山下 大輝,A1,28.3,0.421,0.886,0.9,0.8,バランス,両にらみ,1,3,逃げ,0,1
2026-08-23,202608230201,02,01R,5,3日目以降,4カド,4,60.69,B,大江 純,B1,0.0,0.413,0.402,0.4,0.4,バランス,両にらみ,3,1,まくり,0,0
2026-08-23,202608230205,02,05R,5,3日目以降,4カド,4,73.33,A,若林 義人,A1,66.6,0.398,0.598,0.6,0.6,バランス,両にらみ,4,1,差し,0,1
2026-08-23,202608230303,03,03R,3,3日目以降,3攻め,3,65.3,B,垂水 悠,B1,30.3,0.526,0.5,0.5,0.5,不明,両にらみ,3,1,まくり差し,1,1
2026-08-23,202608230305,03,05R,3,3日目以降,3攻め,3,62.83,B,中野 希一,A1,45.1,0.589,0.5,0.5,0.5,不明,両にらみ,1,5,逃げ,0,0
2026-08-23,202608230401,04,01R,5,3日目以降,3攻め,3,69.37,B,荒井 輝年,A2,46.3,0.643,0.54,0.5,0.8,伸び寄り,まくり寄り,1,3,逃げ,0,1
2026-08-23,202608230402,04,02R,5,3日目以降,3攻め,3,61.14,B,田代 達也,B1,20.5,0.396,0.626,0.6,0.8,伸び寄り,まくり寄り,3,2,まくり差し,1,1
2026-08-23,202608230405,04,05R,5,3日目以降,4カド,4,65.54,B,小坂 尚哉,A1,26.8,0.421,0.686,0.7,0.6,バランス,両にらみ,2,5,差し,0,0
2026-08-23,202608230407,04,07R,5,3日目以降,4→5展開,5,67.11,B,福来 剛,A1,27.9,0.312,0.802,0.9,0.2,出足・回り足寄り,4攻め→5展開,3,6,まくり,0,0
2026-08-23,202608230601,06,01R,3,3日目以降,3攻め,3,60.86,B,小畑 実成,B1,37.0,0.59,0.226,0.1,1.0,伸び寄り,まくり寄り,4,1,まくり,0,0
2026-08-23,202608230610,06,10R,3,3日目以降,4→5展開,5,62.23,B,柳沢 一,A1,41.0,0.548,0.916,1.0,0.4,出足・回り足寄り,4攻め→5展開,5,1,まくり差し,1,1
2026-08-23,202608230805,08,05R,2,2日目,4→5展開,5,60.87,B,登玉 隼百,A2,35.0,0.623,0.5,0.5,0.5,不明,4攻め→5展開,6,3,差し,0,0
2026-08-23,202608231603,16,03R,7,3日目以降,4カド,4,60.3,B,中村 かなえ,B2,36.5,0.434,0.488,0.5,0.4,バランス,両にらみ,1,4,逃げ,0,1
2026-08-23,202608231603,16,03R,7,3日目以降,4→5展開,5,65.59,B,根岸 真優,B1,33.1,0.62,0.372,0.4,0.2,出足・回り足寄り,4攻め→5展開,1,4,逃げ,0,0
