date,race_code,venue,race,day_no,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,target_waku_st,winner,second,kimarite,head_hit,involved_hit
2026-08-18,202608181111,11,11R,4,3日目以降,3攻め,3,66.99,B,守田 俊介,A1,36.4,0.11,3,2,まくり,1,1
2026-08-18,202608181204,12,04R,0,不明,4カド,4,61.59,B,河野 主樹,A2,30.9,0.12,1,4,逃げ,0,1
2026-08-18,202608181210,12,10R,0,不明,3攻め,3,65.3,B,木下 翔太,A1,33.7,0.15,4,6,まくり,0,0
2026-08-18,202608181301,13,01R,2,2日目,3攻め,3,61.35,B,下條 雄太郎,A1,26.7,0.13,2,1,差し,0,0
2026-08-18,202608181309,13,09R,2,2日目,3攻め,3,67.66,B,仲谷 颯仁,A1,40.0,0.14,1,3,逃げ,0,1
2026-08-18,202608181312,13,12R,2,2日目,4カド,4,68.37,B,北野 輝季,A1,37.6,0.12,4,6,まくり,1,1
2026-08-18,202608181505,15,05R,2,2日目,4カド,4,68.31,B,西岡 顕心,A1,50.9,0.13,1,2,逃げ,0,0
2026-08-18,202608181505,15,05R,2,2日目,4→5展開,5,60.18,B,西村 美智子,A2,35.0,0.14,1,2,逃げ,0,0
2026-08-18,202608181507,15,07R,2,2日目,3攻め,3,76.13,A,石丸 海渡,A1,32.7,0.11,3,1,まくり,1,1
2026-08-18,202608181508,15,08R,2,2日目,4カド,4,66.11,B,西丸 敦基,A2,42.4,0.1,1,4,逃げ,0,1
2026-08-18,202608181509,15,09R,2,2日目,3攻め,3,67.52,B,水谷 理人,A1,41.3,0.1,1,2,逃げ,0,0
2026-08-18,202608181608,16,08R,0,不明,3攻め,3,64.8,B,喜井 つかさ,A2,30.0,0.09,6,3,まくり差し,0,1
2026-08-18,202608181612,16,12R,0,不明,3攻め,3,62.8,B,倉持 莉々,A1,32.0,0.12,5,1,まくり,0,0
2026-08-18,202608181706,17,06R,5,3日目以降,3攻め,3,61.93,B,大久保信一郎,A2,46.9,0.12,4,6,まくり,0,0
2026-08-18,202608181805,18,05R,4,3日目以降,3攻め,3,62.88,B,笹木 香吾,A2,40.5,0.11,3,1,まくり差し,1,1
2026-08-18,202608181806,18,06R,4,3日目以降,4→5展開,5,60.26,B,繁野谷 圭介,A2,36.3,0.15,1,5,抜き,0,1
2026-08-18,202608181811,18,11R,4,3日目以降,3攻め,3,77.44,A,海野 康志郎,A1,39.1,0.11,4,3,差し,0,1
2026-08-18,202608182001,20,01R,2,2日目,3攻め,3,66.78,B,川原 正明,B1,28.3,0.12,3,1,まくり,1,1
2026-08-18,202608182006,20,06R,2,2日目,4カド,4,69.22,B,堀本 和也,A2,33.3,0.1,1,6,逃げ,0,0
2026-08-19,202608190505,05,05R,5,3日目以降,4→5展開,5,70.04,A,黒井 達矢,A1,37.6,0.15,4,5,まくり,0,1
2026-08-19,202608190506,05,06R,5,3日目以降,4カド,4,60.33,B,尾形 栄治,B1,37.5,0.16,1,2,逃げ,0,0
2026-08-19,202608190506,05,06R,5,3日目以降,4→5展開,5,65.21,B,熊倉 幹太,B2,30.0,0.16,1,2,逃げ,0,0
2026-08-19,202608190509,05,09R,5,3日目以降,3攻め,3,77.07,A,岡部 大輝,A2,55.8,0.11,4,2,差し,0,0
2026-08-19,202608190906,09,06R,5,3日目以降,4カド,4,66.4,B,黒崎 竜也,A2,38.7,0.11,1,2,逃げ,0,0
2026-08-19,202608191008,10,08R,0,不明,3攻め,3,68.42,B,中山 将,A1,33.9,0.13,1,2,逃げ,0,0
2026-08-19,202608191012,10,12R,0,不明,4→5展開,5,62.66,B,田中 信一郎,A1,29.0,0.13,1,2,逃げ,0,0
2026-08-19,202608191103,11,03R,5,3日目以降,4カド,4,63.47,B,君島 秀三,A1,26.6,0.12,4,2,まくり,1,1
2026-08-19,202608191104,11,04R,5,3日目以降,4カド,4,67.76,B,丸野 一樹,A1,36.6,0.11,1,5,逃げ,0,0
2026-08-19,202608191302,13,02R,3,3日目以降,3攻め,3,69.41,B,北野 輝季,A1,37.6,0.13,3,6,まくり,1,1
2026-08-19,202608191306,13,06R,3,3日目以降,4カド,4,74.17,A,三浦 敬太,A1,35.5,0.12,1,4,逃げ,0,1
2026-08-19,202608191310,13,10R,3,3日目以降,4→5展開,5,62.19,B,松井 友汰,A2,43.3,0.19,1,5,逃げ,0,1
2026-08-19,202608191311,13,11R,3,3日目以降,4カド,4,65.65,B,真庭 明志,A2,33.3,0.12,1,3,逃げ,0,0
2026-08-19,202608191502,15,02R,3,3日目以降,4カド,4,66.76,B,嶋田 貴支,B1,39.2,0.14,1,4,逃げ,0,1
2026-08-19,202608191503,15,03R,3,3日目以降,4→5展開,5,60.3,B,今村 暢孝,A2,34.1,0.17,3,4,差し,0,0
2026-08-19,202608191506,15,06R,3,3日目以降,3攻め,3,66.6,B,中村 日向,A1,35.4,0.13,1,3,逃げ,0,1
2026-08-19,202608191511,15,11R,3,3日目以降,3攻め,3,60.94,B,中村 晃朋,A1,36.9,0.11,1,4,逃げ,0,0
2026-08-19,202608191606,16,06R,2,2日目,3攻め,3,62.08,B,田口 節子,A1,35.2,0.15,3,4,まくり差し,1,1
2026-08-19,202608191611,16,11R,2,2日目,3攻め,3,66.41,B,山本 梨菜,A2,49.4,0.17,3,1,まくり,1,1
2026-08-19,202608191705,17,05R,0,不明,3攻め,3,66.64,B,大原 祥昌,A2,41.1,0.12,1,3,逃げ,0,1
2026-08-19,202608191712,17,12R,0,不明,3攻め,3,62.11,B,下寺 秀和,A1,35.5,0.11,1,4,逃げ,0,0
2026-08-19,202608191802,18,02R,5,3日目以降,4カド,4,60.9,B,小坂 宗司,A2,34.1,0.17,5,1,抜き,0,0
2026-08-19,202608191805,18,05R,5,3日目以降,3攻め,3,75.19,A,大峯 豊,A1,33.3,0.11,3,1,まくり,1,1
2026-08-19,202608191901,19,01R,0,不明,4カド,4,62.85,B,中嶋 誠一郎,B1,46.8,0.11,1,2,逃げ,0,0
2026-08-19,202608191904,19,04R,0,不明,4→5展開,5,60.49,B,烏野 賢太,A1,51.4,0.16,1,5,逃げ,0,1
2026-08-19,202608191905,19,05R,0,不明,4カド,4,69.16,B,葛原 大陽,A2,57.9,0.13,1,2,逃げ,0,0
2026-08-19,202608192003,20,03R,3,3日目以降,4カド,4,60.27,B,川原 正明,B1,28.3,0.1,3,4,まくり,0,1
2026-08-20,202608200209,02,09R,0,不明,4→5展開,5,60.41,B,柴田 朋哉,B1,42.8,0.13,2,1,差し,0,0
2026-08-20,202608200408,04,08R,0,不明,4カド,4,64.56,B,福来 剛,A1,27.9,0.13,4,1,まくり,1,1
2026-08-20,202608200512,05,12R,0,不明,4→5展開,5,63.54,B,黒井 達矢,A1,37.6,0.14,1,6,逃げ,0,0
2026-08-20,202608200902,09,02R,0,不明,4カド,4,61.2,B,宇留田 翔平,A2,41.1,0.14,6,3,差し,0,0
2026-08-20,202608200909,09,09R,0,不明,3攻め,3,68.0,B,谷川 祐一,B1,45.7,0.13,3,1,まくり差し,1,1
2026-08-20,202608200912,09,12R,0,不明,4カド,4,61.27,B,松尾 充,A2,37.5,0.15,2,1,差し,0,0
2026-08-20,202608200912,09,12R,0,不明,4→5展開,5,63.59,B,井口 佳典,A1,36.8,0.17,2,1,差し,0,0
2026-08-20,202608201105,11,05R,0,不明,3攻め,3,65.52,B,柘植 政浩,A2,47.0,0.14,1,3,逃げ,0,1
2026-08-20,202608201106,11,06R,0,不明,4カド,4,72.02,A,太田 和美,A1,33.7,0.16,1,3,逃げ,0,0
2026-08-20,202608201301,13,01R,4,3日目以降,3攻め,3,68.47,B,松井 友汰,A2,43.3,0.16,3,5,まくり差し,1,1
2026-08-20,202608201303,13,03R,4,3日目以降,4カド,4,61.39,B,尾崎 雄二,A2,52.3,0.13,1,5,逃げ,0,0
2026-08-20,202608201305,13,05R,4,3日目以降,4カド,4,66.95,B,菅 章哉,A1,41.7,0.14,4,6,まくり,1,1
2026-08-20,202608201305,13,05R,4,3日目以降,4→5展開,5,63.34,B,真庭 明志,A2,33.3,0.15,4,6,まくり,0,0
2026-08-20,202608201307,13,07R,4,3日目以降,4カド,4,75.93,A,四宮 与寛,A2,38.3,0.13,1,4,逃げ,0,1
2026-08-20,202608201502,15,02R,4,3日目以降,3攻め,3,61.93,B,濱野 斗馬,A1,38.5,0.14,1,3,逃げ,0,1
2026-08-20,202608201504,15,04R,4,3日目以降,3攻め,3,74.16,A,石丸 海渡,A1,32.7,0.11,1,2,逃げ,0,0
2026-08-20,202608201604,16,04R,3,3日目以降,4カド,4,65.79,B,堀之内紀代子,A2,27.1,0.15,5,1,まくり,0,0
2026-08-20,202608201608,16,08R,3,3日目以降,3攻め,3,65.28,B,若狭 奈美子,A1,31.0,0.16,3,4,まくり,1,1
2026-08-20,202608201609,16,09R,3,3日目以降,3攻め,3,63.38,B,土屋 千明,A2,37.5,0.13,3,2,差し,0,1
2026-08-20,202608201612,16,12R,3,3日目以降,4カド,4,62.46,B,田口 節子,A1,35.2,0.14,1,2,逃げ,0,0
2026-08-20,202608201803,18,03R,0,不明,4カド,4,72.62,A,横川 聖志,A2,40.7,0.1,1,2,逃げ,0,0
2026-08-20,202608201902,19,02R,2,2日目,3攻め,3,65.16,B,川口 貴久,B1,25.8,0.11,1,3,逃げ,0,1
2026-08-20,202608201908,19,08R,2,2日目,4カド,4,69.16,B,和田 拓也,A1,41.4,0.12,2,1,差し,0,0
2026-08-20,202608202005,20,05R,0,不明,4カド,4,71.82,A,中島 秀治,A2,42.6,0.11,2,1,差し,0,0
2026-08-20,202608202010,20,10R,0,不明,4→5展開,5,67.88,B,為本 智也,B1,54.9,0.12,6,1,差し,0,0
2026-08-20,202608202011,20,11R,0,不明,4→5展開,5,60.77,B,古場 輝義,B1,32.5,0.15,3,2,まくり,0,0
2026-08-20,202608202012,20,12R,0,不明,4カド,4,60.83,B,石川 真二,A1,33.7,0.15,1,2,逃げ,0,0
2026-08-20,202608202102,21,02R,0,不明,4カド,4,62.46,B,池永 太,A1,27.4,0.14,4,5,まくり,1,1
2026-08-20,202608202303,23,03R,0,不明,4カド,4,60.21,B,佐藤 大佑,A1,33.9,0.13,1,4,逃げ,0,1
2026-08-20,202608202402,24,02R,0,不明,3攻め,3,63.04,B,谷川 将太,B1,37.9,0.13,3,4,差し,0,1
2026-08-21,202608210205,02,05R,2,2日目,4カド,4,81.63,S,若林 義人,A1,66.6,0.1,6,3,まくり,0,0
2026-08-21,202608210205,02,05R,2,2日目,4→5展開,5,62.38,B,中村 楓,B1,40.0,0.12,6,3,まくり,0,0
2026-08-21,202608210212,02,12R,2,2日目,3攻め,3,68.54,B,赤羽 克也,A1,40.0,0.13,1,4,逃げ,0,0
2026-08-21,202608210306,03,06R,0,不明,4カド,4,63.97,B,川原 涼,A2,29.3,0.15,6,1,まくり差し,0,0
2026-08-21,202608210401,04,01R,2,2日目,3攻め,3,64.83,B,西舘 健,A2,41.1,0.12,1,6,逃げ,0,0
2026-08-21,202608210406,04,06R,2,2日目,3攻め,3,60.43,B,菊地 孝平,A1,22.5,0.12,3,2,まくり,1,1
2026-08-21,202608210601,06,01R,0,不明,4カド,4,65.34,B,山口 晃朋,A2,43.0,0.11,1,4,逃げ,0,1
2026-08-21,202608210605,06,05R,0,不明,3攻め,3,74.73,A,佐々木 完太,A1,42.0,0.15,3,4,まくり,1,1
2026-08-21,202608210608,06,08R,0,不明,4カド,4,68.48,B,柳沢 一,A1,41.0,0.14,5,2,まくり差し,0,0
2026-08-21,202608210706,07,06R,0,不明,4カド,4,81.27,S,永田 啓二,A1,90.9,0.11,4,6,まくり,1,1
2026-08-21,202608211301,13,01R,0,不明,3攻め,3,76.14,A,仲谷 颯仁,A1,40.0,0.14,3,1,まくり差し,1,1
2026-08-21,202608211310,13,10R,0,不明,4カド,4,66.08,B,四宮 与寛,A2,38.3,0.14,1,2,逃げ,0,0
2026-08-21,202608211311,13,11R,0,不明,4カド,4,70.08,A,三浦 敬太,A1,35.5,0.12,4,3,まくり,1,1
2026-08-21,202608211507,15,07R,0,不明,3攻め,3,61.46,B,今村 暢孝,A2,34.1,0.14,1,3,逃げ,0,1
2026-08-21,202608211904,19,04R,3,3日目以降,4カド,4,64.28,B,市橋 卓士,A1,37.3,0.1,1,4,逃げ,0,1
2026-08-21,202608211908,19,08R,3,3日目以降,4カド,4,69.03,B,佐々木 大河,A1,39.7,0.11,1,4,逃げ,0,1
2026-08-21,202608212106,21,06R,2,2日目,4カド,4,61.32,B,加藤 政彦,B1,36.4,0.12,3,6,まくり,0,0
2026-08-21,202608212303,23,03R,2,2日目,3攻め,3,71.58,A,藤原 啓史朗,A1,32.3,0.14,1,4,逃げ,0,0
2026-08-21,202608212304,23,04R,2,2日目,3攻め,3,64.1,B,西野 雄貴,A1,46.0,0.15,1,3,逃げ,0,1
2026-08-21,202608212310,23,10R,2,2日目,3攻め,3,66.98,B,平尾 崇典,A1,21.4,0.13,3,1,まくり,1,1
2026-08-21,202608212311,23,11R,2,2日目,4カド,4,65.49,B,西野 雄貴,A1,46.0,0.09,4,1,まくり差し,1,1
2026-08-21,202608212312,23,12R,2,2日目,3攻め,3,70.15,A,河野 大,A1,34.1,0.12,1,4,逃げ,0,0
2026-08-21,202608212404,24,04R,2,2日目,3攻め,3,77.22,A,村岡 賢人,A1,48.2,0.13,3,2,差し,0,1
2026-08-21,202608212409,24,09R,2,2日目,3攻め,3,81.1,S,新開 航,A1,45.0,0.12,3,4,差し,0,1
2026-08-22,202608220204,02,04R,3,3日目以降,4カド,4,71.18,A,前原 大道,A1,60.0,0.13,3,2,まくり,0,0
2026-08-22,202608220205,02,05R,3,3日目以降,4カド,4,73.95,A,常住 蓮,A1,66.6,0.13,4,5,まくり,1,1
2026-08-22,202608220210,02,10R,3,3日目以降,3攻め,3,64.2,B,常住 蓮,A1,66.6,0.12,2,3,差し,0,1
2026-08-22,202608220304,03,04R,2,2日目,4→5展開,5,63.45,B,荒木 颯斗,A2,30.3,0.12,4,5,抜き,0,1
2026-08-22,202608220306,03,06R,2,2日目,4カド,4,71.44,A,田村 隆信,A1,44.2,0.15,1,2,逃げ,0,0
2026-08-22,202608220312,03,12R,2,2日目,4カド,4,63.34,B,板橋 侑我,A2,23.5,0.14,1,2,抜き,0,0
2026-08-22,202608220404,04,04R,3,3日目以降,4カド,4,64.92,B,福来 剛,A1,27.9,0.14,1,6,逃げ,0,0
2026-08-22,202608220405,04,05R,3,3日目以降,3攻め,3,71.95,A,荒井 輝年,A2,46.3,0.11,2,4,まくり,0,0
2026-08-22,202608220406,04,06R,3,3日目以降,3攻め,3,62.05,B,上野 真之介,A1,30.0,0.14,3,2,まくり,1,1
2026-08-22,202608220407,04,07R,3,3日目以降,3攻め,3,72.73,A,飯山 泰,A1,62.9,0.13,1,5,逃げ,0,0
2026-08-22,202608220408,04,08R,3,3日目以降,4カド,4,71.92,A,菊地 孝平,A1,22.5,0.09,4,3,まくり差し,1,1
2026-08-22,202608220409,04,09R,3,3日目以降,3攻め,3,62.95,B,小坂 尚哉,A1,26.8,0.11,3,6,まくり,1,1
2026-08-22,202608220412,04,12R,3,3日目以降,3攻め,3,65.4,B,古澤 光紀,A2,42.8,0.17,1,2,抜き,0,0
2026-08-22,202608220606,06,06R,2,2日目,3攻め,3,66.5,B,山口 晃朋,A2,43.0,0.13,3,6,まくり,1,1
2026-08-22,202608220612,06,12R,2,2日目,3攻め,3,63.06,B,鈴谷 一平,A1,36.6,0.14,1,4,逃げ,0,0
2026-08-22,202608221602,16,02R,5,3日目以降,4カド,4,71.48,A,山本 梨菜,A2,49.4,0.16,3,5,まくり,0,0
2026-08-22,202608221602,16,02R,5,3日目以降,4→5展開,5,73.98,A,田口 節子,A1,35.2,0.17,3,5,まくり,0,1
2026-08-22,202608221604,16,04R,5,3日目以降,3攻め,3,63.76,B,武井 莉里佳,A2,25.8,0.14,1,2,逃げ,0,0
2026-08-22,202608221606,16,06R,5,3日目以降,4→5展開,5,60.27,B,三浦 永理,A1,38.1,0.15,1,5,逃げ,0,1
2026-08-22,202608221906,19,06R,4,3日目以降,3攻め,3,71.99,A,田頭 実,A1,33.3,0.12,3,1,まくり,1,1
2026-08-22,202608222007,20,07R,0,不明,3攻め,3,64.78,B,松村 敏,A1,39.7,0.13,1,3,逃げ,0,1
2026-08-22,202608222102,21,02R,3,3日目以降,4カド,4,70.75,A,古賀 繁輝,A1,35.5,0.09,5,4,まくり差し,0,1
2026-08-22,202608222202,22,02R,0,不明,3攻め,3,73.3,A,鈴木 勝博,A2,39.2,0.13,3,2,差し,0,1
2026-08-22,202608222209,22,09R,0,不明,4カド,4,61.81,B,鈴木 勝博,A2,39.2,0.13,1,4,逃げ,0,1
2026-08-22,202608222212,22,12R,0,不明,4カド,4,67.13,B,山田 哲也,A1,30.1,0.08,4,6,まくり,1,1
2026-08-22,202608222306,23,06R,3,3日目以降,4カド,4,74.77,A,河野 大,A1,34.1,0.12,4,1,まくり差し,1,1
2026-08-22,202608222406,24,06R,3,3日目以降,3攻め,3,69.59,B,山下 大輝,A1,28.3,0.13,1,3,逃げ,0,1
2026-08-23,202608230205,02,05R,0,不明,4カド,4,76.53,A,若林 義人,A1,66.6,0.11,4,1,差し,0,1
2026-08-23,202608230303,03,03R,3,3日目以降,3攻め,3,70.03,A,垂水 悠,B1,30.3,0.09,3,1,まくり差し,1,1
2026-08-23,202608230305,03,05R,3,3日目以降,3攻め,3,69.41,B,中野 希一,A1,45.1,0.13,1,5,逃げ,0,0
2026-08-23,202608230401,04,01R,0,不明,3攻め,3,71.63,A,荒井 輝年,A2,46.3,0.11,1,3,逃げ,0,1
2026-08-23,202608230405,04,05R,0,不明,4カド,4,67.19,B,小坂 尚哉,A1,26.8,0.13,2,5,差し,0,0
2026-08-23,202608230407,04,07R,0,不明,4→5展開,5,64.0,B,福来 剛,A1,27.9,0.14,3,6,まくり,0,0
2026-08-23,202608230601,06,01R,3,3日目以降,3攻め,3,60.91,B,小畑 実成,B1,37.0,0.16,4,1,まくり,0,0
2026-08-23,202608230610,06,10R,3,3日目以降,4→5展開,5,61.64,B,柳沢 一,A1,41.0,0.16,5,1,まくり差し,1,1
2026-08-23,202608230711,07,11R,3,3日目以降,3攻め,3,60.53,B,中澤 和志,A1,11.1,0.14,2,1,差し,0,0
2026-08-23,202608230805,08,05R,2,2日目,4→5展開,5,62.27,B,登玉 隼百,A2,35.0,0.15,6,3,差し,0,0
2026-08-23,202608230812,08,12R,2,2日目,4カド,4,62.9,B,渡辺 浩司,A1,43.3,0.13,1,5,逃げ,0,0
2026-08-23,202608231603,16,03R,0,不明,4→5展開,5,65.88,B,根岸 真優,B1,33.1,0.11,1,4,逃げ,0,0
2026-08-23,202608231610,16,10R,0,不明,3攻め,3,62.44,B,海野 ゆかり,A1,34.5,0.15,4,1,まくり,0,0
2026-08-23,202608231812,18,12R,0,不明,4→5展開,5,62.07,B,尾上 雅也,A1,24.5,0.14,1,2,逃げ,0,0
2026-08-23,202608231909,19,09R,5,3日目以降,4カド,4,69.81,B,市橋 卓士,A1,37.3,0.1,1,4,逃げ,0,1
2026-08-23,202608231911,19,11R,5,3日目以降,4カド,4,68.75,B,佐々木 大河,A1,39.7,0.11,1,2,逃げ,0,0
2026-08-23,202608232003,20,03R,2,2日目,4カド,4,62.69,B,森作 雄大,B1,36.2,0.08,6,4,抜き,0,1
2026-08-23,202608232101,21,01R,4,3日目以降,3攻め,3,69.01,B,加藤 政彦,B1,36.4,0.15,3,1,まくり,1,1
2026-08-23,202608232102,21,02R,4,3日目以降,4→5展開,5,60.54,B,中渡 修作,B1,27.0,0.18,4,5,まくり,0,1
2026-08-23,202608232112,21,12R,4,3日目以降,3攻め,3,70.2,A,島川 光男,A2,37.7,0.13,3,1,差し,0,1
2026-08-23,202608232207,22,07R,2,2日目,3攻め,3,71.44,A,伊藤 将吉,A2,36.8,0.16,1,3,逃げ,0,1
2026-08-23,202608232302,23,02R,0,不明,3攻め,3,64.29,B,末永 由楽,A2,31.4,0.1,1,5,逃げ,0,0
2026-08-23,202608232311,23,11R,0,不明,4カド,4,60.31,B,福田 翔吾,B1,34.7,0.12,1,2,逃げ,0,0
2026-08-23,202608232312,23,12R,0,不明,4→5展開,5,62.64,B,仲 航太,B1,33.5,0.16,3,2,差し,0,0
2026-08-23,202608232403,24,03R,0,不明,4カド,4,60.48,B,岩永 雅人,A2,38.1,0.17,1,2,逃げ,0,0
2026-08-23,202608232409,24,09R,0,不明,4カド,4,65.0,B,上原 崚,A2,42.8,0.14,4,6,まくり,1,1
2026-08-23,202608232411,24,11R,0,不明,3攻め,3,76.11,A,村岡 賢人,A1,48.2,0.13,3,2,差し,0,1
2026-08-24,202608240302,03,02R,4,3日目以降,3攻め,3,63.49,B,中野 希一,A1,45.1,0.13,1,3,逃げ,0,1
2026-08-24,202608240309,03,09R,4,3日目以降,3攻め,3,66.56,B,荒木 颯斗,A2,30.3,0.13,1,2,逃げ,0,0
2026-08-24,202608240706,07,06R,0,不明,4カド,4,61.39,B,長谷川 晴哉,A1,40.0,0.13,4,5,まくり,1,1
2026-08-24,202608240712,07,12R,0,不明,4カド,4,83.36,S,永田 啓二,A1,90.9,0.11,1,3,逃げ,0,0
2026-08-24,202608240804,08,04R,3,3日目以降,3攻め,3,61.37,B,佐藤 航,A1,33.0,0.12,1,3,逃げ,0,1
2026-08-24,202608240807,08,07R,3,3日目以降,4カド,4,63.02,B,渡邉 和将,A1,44.6,0.1,1,3,逃げ,0,0
2026-08-24,202608240809,08,09R,3,3日目以降,3攻め,3,62.18,B,徳増 秀樹,A1,31.6,0.11,1,2,逃げ,0,0
2026-08-24,202608240812,08,12R,3,3日目以降,4カド,4,60.02,B,川原 祐明,A1,31.1,0.14,1,2,逃げ,0,0
2026-08-24,202608241001,10,01R,0,不明,4→5展開,5,63.45,B,今井 裕梨,A2,38.7,0.13,2,1,差し,0,0
2026-08-24,202608241006,10,06R,0,不明,3攻め,3,61.41,B,内山 七海,A2,32.0,0.12,3,4,差し,0,1
2026-08-24,202608241010,10,10R,0,不明,3攻め,3,66.97,B,関野 文,A2,42.9,0.15,1,4,逃げ,0,0
2026-08-24,202608241308,13,08R,0,不明,4カド,4,63.08,B,山崎 郡,A1,25.8,0.1,1,3,逃げ,0,0
2026-08-24,202608241310,13,10R,0,不明,4→5展開,5,63.39,B,千葉 真弥,A2,25.8,0.16,3,2,差し,0,0
2026-08-24,202608241512,15,12R,0,不明,4→5展開,5,63.53,B,木谷 賢太,A1,40.2,0.15,3,1,まくり差し,0,0
2026-08-24,202608241806,18,06R,2,2日目,4カド,4,71.08,A,山下 和彦,A2,51.0,0.12,4,1,まくり,1,1
2026-08-24,202608241806,18,06R,2,2日目,4→5展開,5,64.22,B,三角 哲男,A1,18.1,0.13,4,1,まくり,0,0
2026-08-24,202608241808,18,08R,2,2日目,4カド,4,61.67,B,前田 篤哉,A1,37.8,0.16,4,6,まくり,1,1
2026-08-24,202608241904,19,04R,0,不明,3攻め,3,64.36,B,佐々木 大河,A1,39.7,0.13,1,3,逃げ,0,1
2026-08-24,202608241910,19,10R,0,不明,4カド,4,69.52,B,佐々木 大河,A1,39.7,0.11,1,4,逃げ,0,1
2026-08-24,202608242104,21,04R,5,3日目以降,4カド,4,64.07,B,島川 光男,A2,37.7,0.15,1,3,抜き,0,0
2026-08-24,202608242104,21,04R,5,3日目以降,4→5展開,5,61.12,B,山谷 央,B1,29.0,0.16,1,3,抜き,0,0
2026-08-24,202608242111,21,11R,5,3日目以降,3攻め,3,65.08,B,林 美憲,A1,40.0,0.13,1,5,逃げ,0,0
2026-08-24,202608242207,22,07R,3,3日目以降,3攻め,3,68.02,B,飛田 江己,A1,29.6,0.09,1,2,逃げ,0,0
2026-08-25,202608250302,03,02R,5,3日目以降,3攻め,3,63.76,B,竹井 貴史,A1,29.6,0.13,4,3,差し,0,1
2026-08-25,202608250305,03,05R,5,3日目以降,3攻め,3,61.1,B,伊久間 陽優,A2,40.3,0.12,1,5,逃げ,0,0
2026-08-25,202608250309,03,09R,5,3日目以降,4カド,4,63.89,B,大島 隆乃介,B1,23.2,0.16,1,2,抜き,0,0
2026-08-25,202608250802,08,02R,4,3日目以降,4→5展開,5,61.82,B,川原 祐明,A1,31.1,0.13,1,2,逃げ,0,0
2026-08-25,202608250803,08,03R,4,3日目以降,3攻め,3,64.58,B,徳増 秀樹,A1,31.6,0.1,3,2,まくり差し,1,1
2026-08-25,202608250812,08,12R,4,3日目以降,4→5展開,5,61.85,B,黒野 元基,A1,28.9,0.12,3,2,まくり差し,0,0
2026-08-25,202608250903,09,03R,0,不明,4カド,4,64.93,B,松田 淳平,A1,34.2,0.1,3,1,まくり,0,0
2026-08-25,202608251001,10,01R,2,2日目,3攻め,3,60.73,B,鈴木 成美,B2,35.8,0.12,1,2,逃げ,0,0
2026-08-25,202608251002,10,02R,2,2日目,4→5展開,5,62.52,B,高憧 四季,A1,36.1,0.14,1,4,逃げ,0,0
2026-08-25,202608251011,10,11R,2,2日目,3攻め,3,65.49,B,藤原 菜希,A2,38.7,0.15,1,4,逃げ,0,0
2026-08-25,202608251012,10,12R,2,2日目,3攻め,3,65.46,B,今井 美亜,A1,36.2,0.09,1,2,逃げ,0,0
2026-08-25,202608251301,13,01R,2,2日目,3攻め,3,63.53,B,君島 秀三,A1,20.0,0.11,3,1,まくり差し,1,1
2026-08-25,202608251305,13,05R,2,2日目,4カド,4,69.09,B,大池 佑来,A1,36.1,0.14,1,2,逃げ,0,0
2026-08-25,202608251305,13,05R,2,2日目,4→5展開,5,61.27,B,青木 幸太郎,A2,37.6,0.15,1,2,逃げ,0,0
2026-08-25,202608251306,13,06R,2,2日目,4カド,4,68.1,B,前田 滉,A1,42.5,0.14,3,1,まくり,0,0
2026-08-25,202608251306,13,06R,2,2日目,4→5展開,5,71.28,A,深川 麻奈美,B1,52.3,0.15,3,1,まくり,0,0
2026-08-25,202608251505,15,05R,2,2日目,4カド,4,65.27,B,澤田 尚也,A1,36.6,0.11,5,1,まくり差し,0,0
2026-08-25,202608251508,15,08R,2,2日目,3攻め,3,60.67,B,佐藤 永梧,B1,34.7,0.07,3,1,まくり,1,1
2026-08-25,202608251511,15,11R,2,2日目,4カド,4,71.41,A,松田 祐季,A1,45.9,0.12,1,3,逃げ,0,0
2026-08-25,202608251708,17,08R,0,不明,4カド,4,63.07,B,重野 哲之,A2,31.7,0.09,1,4,逃げ,0,1
2026-08-25,202608252005,20,05R,4,3日目以降,4→5展開,5,62.99,B,間野 兼礼,B1,32.0,0.13,1,2,逃げ,0,0
2026-08-25,202608252111,21,11R,0,不明,4→5展開,5,61.1,B,竹田 広樹,B1,25.6,0.17,1,2,逃げ,0,0
2026-08-25,202608252203,22,03R,4,3日目以降,3攻め,3,65.59,B,山田 哲也,A1,30.1,0.12,2,3,まくり,0,1
2026-08-25,202608252208,22,08R,4,3日目以降,4→5展開,5,64.34,B,飛田 江己,A1,29.6,0.14,1,4,逃げ,0,0
2026-08-26,202608260102,01,02R,2,2日目,3攻め,3,61.88,B,萩原 秀人,A1,41.0,0.11,1,5,抜き,0,0
2026-08-26,202608260104,01,04R,2,2日目,3攻め,3,64.98,B,宮之原 輝紀,A1,34.4,0.12,5,1,まくり差し,0,0
2026-08-26,202608260107,01,07R,2,2日目,4→5展開,5,69.3,B,下條 雄太郎,A1,48.9,0.17,2,1,差し,0,0
2026-08-26,202608260109,01,09R,2,2日目,4→5展開,5,70.02,A,椎名 豊,A1,32.6,0.14,4,5,まくり,0,1
2026-08-26,202608260302,03,02R,0,不明,4カド,4,63.91,B,岩津 徹郎,B1,48.1,0.13,3,5,まくり差し,0,0
