date,race_code,venue,race,day_no,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,target_waku_st,winner,second,kimarite,head_hit,involved_hit
2026-08-12,202608122312,23,12R,4,3日目以降,4カド,4,64.99,B,宮地 元輝,A1,33.3,0.12,2,1,差し,0,0
2026-08-12,202608122404,24,04R,0,不明,4カド,4,68.88,B,山口 真喜子,A2,34.0,0.09,4,3,まくり差し,1,1
2026-08-12,202608122408,24,08R,0,不明,4カド,4,60.13,B,松瀬 弘美,B1,32.6,0.13,2,1,差し,0,0
2026-08-12,202608122411,24,11R,0,不明,4→5展開,5,60.53,B,中北 涼,B1,41.6,0.2,2,1,まくり,0,0
2026-08-13,202608130103,01,03R,3,3日目以降,4カド,4,64.03,B,塚越 海斗,A1,32.9,0.13,2,1,まくり,0,0
2026-08-13,202608130104,01,04R,3,3日目以降,3攻め,3,68.53,B,椎名 豊,A1,46.9,0.12,1,4,逃げ,0,0
2026-08-13,202608130108,01,08R,3,3日目以降,4カド,4,66.46,B,石井 孝之,B1,39.8,0.11,5,4,まくり,0,1
2026-08-13,202608130108,01,08R,3,3日目以降,4→5展開,5,67.77,B,久田 敏之,A1,45.5,0.13,5,4,まくり,1,1
2026-08-13,202608130202,02,02R,2,2日目,3攻め,3,64.41,B,砂長 知輝,A1,0.0,0.14,3,1,まくり差し,1,1
2026-08-13,202608130204,02,04R,2,2日目,4カド,4,63.19,B,松本 純平,A1,42.8,0.14,2,4,差し,0,1
2026-08-13,202608130205,02,05R,2,2日目,4カド,4,60.23,B,飛田 江己,A1,0.0,0.08,1,4,逃げ,0,1
2026-08-13,202608130206,02,06R,2,2日目,3攻め,3,62.7,B,秋元 哲,A1,0.0,0.11,3,1,抜き,0,1
2026-08-13,202608130209,02,09R,2,2日目,3攻め,3,76.65,A,中澤 和志,A1,37.5,0.13,3,4,まくり,1,1
2026-08-13,202608130210,02,10R,2,2日目,4カド,4,87.75,S,青木 蓮,A2,71.4,0.09,1,2,逃げ,0,0
2026-08-13,202608130301,03,01R,4,3日目以降,3攻め,3,62.17,B,内山 文典,B1,50.0,0.16,4,6,まくり差し,0,0
2026-08-13,202608130304,03,04R,4,3日目以降,3攻め,3,61.18,B,前沢 丈史,A1,34.0,0.12,1,2,逃げ,0,0
2026-08-13,202608130307,03,07R,4,3日目以降,3攻め,3,64.59,B,中野 次郎,A1,26.0,0.15,1,3,逃げ,0,1
2026-08-13,202608130310,03,10R,4,3日目以降,3攻め,3,71.93,A,寺本 重宣,A2,31.8,0.12,4,6,まくり,0,0
2026-08-13,202608130312,03,12R,4,3日目以降,4カド,4,69.62,B,佐藤 大佑,A1,43.1,0.13,1,3,逃げ,0,0
2026-08-13,202608130403,04,03R,3,3日目以降,3攻め,3,62.35,B,木下 陽介,B1,45.1,0.13,3,2,差し,0,1
2026-08-13,202608130407,04,07R,3,3日目以降,3攻め,3,69.27,B,石田 貴洋,A1,52.3,0.15,1,4,逃げ,0,0
2026-08-13,202608130602,06,02R,3,3日目以降,3攻め,3,68.37,B,重野 哲之,A2,38.6,0.1,3,4,まくり,1,1
2026-08-13,202608130603,06,03R,3,3日目以降,3攻め,3,60.3,B,大場 敏,A2,33.3,0.1,3,1,まくり差し,1,1
2026-08-13,202608130608,06,08R,3,3日目以降,4カド,4,73.82,A,若林 義人,A1,35.4,0.12,5,6,抜き,0,0
2026-08-13,202608130612,06,12R,3,3日目以降,4カド,4,61.46,B,板橋 侑我,A2,40.9,0.13,1,3,逃げ,0,0
2026-08-13,202608130706,07,06R,3,3日目以降,4カド,4,67.34,B,吉田 凌太朗,A1,0,0.15,2,1,差し,0,0
2026-08-13,202608130805,08,05R,4,3日目以降,4→5展開,5,60.14,B,水野 望美,B1,31.1,0.17,2,1,差し,0,0
2026-08-13,202608131203,12,03R,0,不明,4カド,4,61.75,B,湯川 浩司,A1,37.0,0.14,1,2,逃げ,0,0
2026-08-13,202608131209,12,09R,0,不明,3攻め,3,68.27,B,中村 魁生,A1,46.3,0.15,1,2,逃げ,0,0
2026-08-13,202608131212,12,12R,0,不明,4カド,4,63.71,B,小池 修平,A1,37.6,0.12,1,3,逃げ,0,0
2026-08-13,202608131307,13,07R,5,3日目以降,3攻め,3,66.24,B,鈴谷 一平,A1,30.4,0.13,3,1,まくり差し,1,1
2026-08-13,202608131309,13,09R,5,3日目以降,3攻め,3,71.7,A,古結 宏,A1,39.7,0.14,1,3,逃げ,0,1
2026-08-13,202608131311,13,11R,5,3日目以降,4カド,4,71.45,A,藤岡 俊介,A1,38.1,0.1,1,5,逃げ,0,0
2026-08-13,202608131601,16,01R,0,不明,3攻め,3,61.84,B,金田 大輔,B1,32.3,0.18,3,1,まくり差し,1,1
2026-08-13,202608131606,16,06R,0,不明,3攻め,3,71.12,A,末永 由楽,A2,38.3,0.09,4,3,まくり,0,1
2026-08-13,202608131611,16,11R,0,不明,4→5展開,5,60.81,B,島川 光男,A2,36.4,0.14,3,2,まくり差し,0,0
2026-08-13,202608132102,21,02R,4,3日目以降,4カド,4,70.68,A,永田 啓二,A1,21.9,0.12,1,4,逃げ,0,1
2026-08-13,202608132107,21,07R,4,3日目以降,4→5展開,5,60.52,B,中尾 彩香,B1,43.4,0.14,1,4,逃げ,0,0
2026-08-13,202608132303,23,03R,5,3日目以降,3攻め,3,64.09,B,上野 真之介,A1,31.8,0.13,1,3,逃げ,0,1
2026-08-13,202608132410,24,10R,2,2日目,3攻め,3,60.58,B,山口 真喜子,A2,34.0,0.13,5,2,まくり差し,0,0
2026-08-14,202608140101,01,01R,4,3日目以降,3攻め,3,65.88,B,廣瀬 真也,B1,40.5,0.15,4,5,差し,0,0
2026-08-14,202608140102,01,02R,4,3日目以降,3攻め,3,63.19,B,小川 知行,B1,39.4,0.15,3,4,まくり,1,1
2026-08-14,202608140102,01,02R,4,3日目以降,4カド,4,60.96,B,金子 賢志,A1,40.8,0.13,3,4,まくり,0,1
2026-08-14,202608140102,01,02R,4,3日目以降,4→5展開,5,69.95,B,今井 裕梨,A2,41.8,0.14,3,4,まくり,0,0
2026-08-14,202608140103,01,03R,4,3日目以降,4カド,4,83.68,S,久田 敏之,A1,45.5,0.09,3,4,まくり,0,1
2026-08-14,202608140107,01,07R,4,3日目以降,3攻め,3,71.62,A,椎名 豊,A1,46.9,0.11,1,2,逃げ,0,0
2026-08-14,202608140212,02,12R,3,3日目以降,3攻め,3,61.89,B,青木 蓮,A2,71.4,0.13,3,6,まくり,1,1
2026-08-14,202608140306,03,06R,5,3日目以降,4カド,4,76.31,A,馬場 剛,A1,34.0,0.1,4,2,まくり,1,1
2026-08-14,202608140403,04,03R,4,3日目以降,3攻め,3,77.46,A,山田 哲也,A1,61.5,0.12,2,3,差し,0,1
2026-08-14,202608140404,04,04R,4,3日目以降,4→5展開,5,60.3,B,村田 修次,A2,43.9,0.15,3,4,まくり,0,0
2026-08-14,202608140408,04,08R,4,3日目以降,4カド,4,74.52,A,三角 哲男,A1,43.3,0.13,1,6,逃げ,0,0
2026-08-14,202608140601,06,01R,4,3日目以降,3攻め,3,61.97,B,野末 智一,A1,36.0,0.18,1,3,逃げ,0,1
2026-08-14,202608140602,06,02R,4,3日目以降,3攻め,3,61.75,B,大場 敏,A2,33.3,0.11,6,4,まくり差し,0,0
2026-08-14,202608140605,06,05R,4,3日目以降,3攻め,3,67.62,B,吉村 誠,A1,46.9,0.14,1,5,逃げ,0,0
2026-08-14,202608140609,06,09R,4,3日目以降,3攻め,3,69.87,B,板橋 侑我,A2,40.9,0.1,4,5,まくり,0,0
2026-08-14,202608141003,10,03R,0,不明,4カド,4,64.12,B,加藤 優弥,B1,37.3,0.11,4,1,まくり,1,1
2026-08-14,202608141003,10,03R,0,不明,4→5展開,5,63.76,B,松本 一毅,B1,35.0,0.13,4,1,まくり,0,0
2026-08-14,202608141007,10,07R,0,不明,3攻め,3,62.56,B,松井 洪弥,A2,36.8,0.13,1,3,逃げ,0,1
2026-08-14,202608141009,10,09R,0,不明,3攻め,3,67.67,B,室田 泰史,A2,43.3,0.11,4,5,差し,0,0
2026-08-14,202608141206,12,06R,2,2日目,4カド,4,63.3,B,石野 貴之,A1,37.9,0.16,4,1,まくり差し,1,1
2026-08-14,202608141206,12,06R,2,2日目,4→5展開,5,81.29,S,新井 英孝,B1,55.4,0.16,4,1,まくり差し,0,0
2026-08-14,202608141210,12,10R,2,2日目,4カド,4,62.02,B,上條 暢嵩,A1,20.6,0.1,4,1,まくり差し,1,1
2026-08-14,202608141302,13,02R,0,不明,4カド,4,69.46,B,照屋 厚仁,A2,45.4,0.12,2,4,まくり,0,1
2026-08-14,202608141302,13,02R,0,不明,4→5展開,5,63.57,B,鈴谷 一平,A1,30.4,0.13,2,4,まくり,0,0
2026-08-14,202608141304,13,04R,0,不明,4カド,4,64.07,B,古結 宏,A1,39.7,0.13,1,2,逃げ,0,0
2026-08-14,202608141304,13,04R,0,不明,4→5展開,5,67.39,B,田路 朋史,A2,31.8,0.14,1,2,逃げ,0,0
2026-08-14,202608141305,13,05R,0,不明,3攻め,3,71.11,A,馬袋 義則,A1,34.1,0.1,1,4,逃げ,0,0
2026-08-14,202608141312,13,12R,0,不明,3攻め,3,64.73,B,尾嶋 一広,A1,42.6,0.12,1,2,逃げ,0,0
2026-08-14,202608141711,17,11R,0,不明,4→5展開,5,65.65,B,西野 翔太,A1,33.3,0.14,4,5,まくり,0,1
2026-08-14,202608141907,19,07R,4,3日目以降,3攻め,3,66.87,B,岸本 隆,A2,34.2,0.12,1,2,逃げ,0,0
2026-08-14,202608141912,19,12R,4,3日目以降,3攻め,3,65.24,B,松井 賢治,A2,38.8,0.16,1,3,逃げ,0,1
2026-08-14,202608142102,21,02R,5,3日目以降,4カド,4,67.11,B,羽野 直也,A1,40.2,0.14,1,4,逃げ,0,1
2026-08-14,202608142103,21,03R,5,3日目以降,3攻め,3,64.15,B,永田 啓二,A1,21.9,0.11,2,4,まくり,0,0
2026-08-14,202608142110,21,10R,5,3日目以降,3攻め,3,61.2,B,郷原 章平,A2,44.4,0.11,2,4,差し,0,0
2026-08-14,202608142203,22,03R,3,3日目以降,3攻め,3,64.67,B,前田 将太,A1,37.5,0.12,3,4,まくり,1,1
2026-08-14,202608142211,22,11R,3,3日目以降,4→5展開,5,63.38,B,松村 敏,A1,60.9,0.13,1,5,逃げ,0,1
2026-08-14,202608142312,23,12R,0,不明,4カド,4,71.99,A,森永 淳,A1,47.1,0.13,3,1,まくり差し,0,0
2026-08-14,202608142312,23,12R,0,不明,4→5展開,5,63.29,B,安河内 将,A1,39.4,0.14,3,1,まくり差し,0,0
2026-08-14,202608142402,24,02R,3,3日目以降,4カド,4,67.26,B,山口 真喜子,A2,34.0,0.09,1,3,逃げ,0,0
2026-08-14,202608142408,24,08R,3,3日目以降,3攻め,3,71.23,A,塩崎 桐加,B1,52.1,0.15,3,1,まくり,1,1
2026-08-14,202608142412,24,12R,3,3日目以降,3攻め,3,61.18,B,平田 さやか,A2,37.0,0.15,1,2,逃げ,0,0
2026-08-15,202608150108,01,08R,5,3日目以降,4カド,4,65.12,B,廣瀬 真也,B1,40.5,0.12,4,2,まくり,1,1
2026-08-15,202608150109,01,09R,5,3日目以降,4カド,4,67.5,B,椎名 豊,A1,46.9,0.14,2,3,差し,0,0
2026-08-15,202608150112,01,12R,5,3日目以降,4カド,4,72.67,A,大澤 風葵,A1,34.3,0.11,6,1,恵まれ,0,0
2026-08-15,202608150112,01,12R,5,3日目以降,4→5展開,5,69.47,B,石井 孝之,B1,39.8,0.12,6,1,恵まれ,0,0
2026-08-15,202608150302,03,02R,0,不明,4カド,4,77.63,A,馬場 剛,A1,34.0,0.1,5,4,抜き,0,1
2026-08-15,202608150304,03,04R,0,不明,4カド,4,64.18,B,寺本 重宣,A2,31.8,0.13,4,3,抜き,0,1
2026-08-15,202608150305,03,05R,0,不明,4カド,4,63.1,B,加藤 政彦,B1,47.9,0.12,2,6,まくり,0,0
2026-08-15,202608150310,03,10R,0,不明,3攻め,3,61.0,B,馬場 剛,A1,34.0,0.11,1,4,抜き,0,0
2026-08-15,202608150311,03,11R,0,不明,4カド,4,63.05,B,森作 雄大,B1,26.0,0.07,1,3,逃げ,0,0
2026-08-15,202608150312,03,12R,0,不明,3攻め,3,62.04,B,永田 秀二,A2,40.9,0.12,1,5,逃げ,0,0
2026-08-15,202608150409,04,09R,5,3日目以降,3攻め,3,60.2,B,門間 雄大,A2,32.5,0.13,3,5,まくり,1,1
2026-08-15,202608150501,05,01R,0,不明,4カド,4,66.7,B,山田 竜一,A2,45.1,0.14,6,2,まくり差し,0,0
2026-08-15,202608150506,05,06R,0,不明,3攻め,3,72.82,A,濱野谷 憲吾,A1,35.4,0.12,1,3,抜き,0,1
2026-08-15,202608150509,05,09R,0,不明,3攻め,3,66.84,B,北山 康介,A2,33.7,0.11,3,5,まくり,1,1
2026-08-15,202608150602,06,02R,5,3日目以降,3攻め,3,74.76,A,重野 哲之,A2,38.6,0.1,1,3,逃げ,0,1
2026-08-15,202608150608,06,08R,5,3日目以降,4→5展開,5,72.99,A,木村 紗友希,B1,45.7,0.15,4,1,差し,0,0
2026-08-15,202608150907,09,07R,0,不明,3攻め,3,60.48,B,新田 雄史,A1,34.2,0.12,3,1,まくり差し,1,1
2026-08-15,202608151005,10,05R,2,2日目,4カド,4,62.65,B,松井 洪弥,A2,36.8,0.1,5,2,恵まれ,0,0
2026-08-15,202608151006,10,06R,2,2日目,3攻め,3,68.75,B,萩原 秀人,A1,41.6,0.11,3,1,まくり,1,1
2026-08-15,202608151010,10,10R,2,2日目,3攻め,3,63.11,B,伊藤 誠二,A1,32.5,0.13,3,5,まくり,1,1
2026-08-15,202608151105,11,05R,0,不明,4→5展開,5,63.17,B,中村 有裕,A2,49.4,0.16,5,4,まくり差し,1,1
2026-08-15,202608151107,11,07R,0,不明,3攻め,3,60.86,B,吉川 晴人,A2,43.2,0.16,3,1,抜き,0,1
2026-08-15,202608151107,11,07R,0,不明,4→5展開,5,68.85,B,丸野 一樹,A1,36.6,0.1,3,1,抜き,0,0
2026-08-15,202608151108,11,08R,0,不明,4カド,4,71.69,A,守田 俊介,A1,36.4,0.12,1,4,逃げ,0,1
2026-08-15,202608151203,12,03R,3,3日目以降,3攻め,3,73.6,A,小池 修平,A1,37.6,0.14,1,4,逃げ,0,0
2026-08-15,202608151204,12,04R,3,3日目以降,4カド,4,72.48,A,山崎 郡,A1,33.7,0.1,4,5,差し,0,1
2026-08-15,202608151207,12,07R,3,3日目以降,3攻め,3,61.4,B,石野 貴之,A1,37.9,0.13,3,4,まくり差し,1,1
2026-08-15,202608151207,12,07R,3,3日目以降,4→5展開,5,61.44,B,福田 翔吾,B1,36.7,0.13,3,4,まくり差し,0,0
2026-08-15,202608151701,17,01R,2,2日目,4→5展開,5,61.38,B,井川 大作,B1,42.9,0.15,2,1,まくり,0,0
2026-08-15,202608151704,17,04R,2,2日目,4→5展開,5,61.09,B,高橋 竜矢,A1,38.2,0.14,2,3,抜き,0,0
2026-08-15,202608151707,17,07R,2,2日目,3攻め,3,60.14,B,田中 辰彦,A2,39.5,0.15,2,4,まくり,0,0
2026-08-15,202608151802,18,02R,0,不明,4→5展開,5,62.67,B,柏野 幸二,A2,36.8,0.14,1,2,逃げ,0,0
2026-08-15,202608151804,18,04R,0,不明,4カド,4,67.13,B,寺田 空詩,B1,30.0,0.14,1,3,逃げ,0,0
2026-08-15,202608151804,18,04R,0,不明,4→5展開,5,71.2,A,岡本 翔太郎,B1,51.8,0.14,1,3,逃げ,0,0
2026-08-15,202608151809,18,09R,0,不明,3攻め,3,69.95,B,大峯 豊,A1,33.3,0.14,3,1,まくり差し,1,1
2026-08-15,202608151810,18,10R,0,不明,4カド,4,64.42,B,笹木 香吾,A2,40.5,0.1,1,2,逃げ,0,0
2026-08-15,202608151904,19,04R,5,3日目以降,3攻め,3,69.1,B,岸本 隆,A2,34.2,0.13,1,2,逃げ,0,0
2026-08-15,202608151908,19,08R,5,3日目以降,4カド,4,60.95,B,森定 晃史,A2,35.1,0.16,1,2,抜き,0,0
2026-08-15,202608152103,21,03R,0,不明,3攻め,3,66.39,B,稗田 聖也,A1,49.4,0.11,1,3,逃げ,0,1
2026-08-15,202608152112,21,12R,0,不明,4→5展開,5,65.73,B,西川 拓利,A2,32.3,0.13,5,6,まくり差し,1,1
2026-08-15,202608152207,22,07R,4,3日目以降,3攻め,3,70.97,A,松村 敏,A1,60.9,0.12,1,3,逃げ,0,1
2026-08-15,202608152405,24,05R,4,3日目以降,3攻め,3,78.32,A,藤原 菜希,A2,36.9,0.16,1,2,逃げ,0,0
2026-08-15,202608152412,24,12R,4,3日目以降,4カド,4,65.34,B,原田 佑実,A2,35.7,0.15,2,1,差し,0,0
2026-08-15,202608152412,24,12R,4,3日目以降,4→5展開,5,62.9,B,山崎 小葉音,B1,33.3,0.16,2,1,差し,0,0
2026-08-16,202608160102,01,02R,0,不明,3攻め,3,61.36,B,金子 猛志,B1,37.2,0.12,3,1,差し,0,1
2026-08-16,202608160104,01,04R,0,不明,4カド,4,61.93,B,高橋 英之,B1,29.0,0.1,5,1,まくり差し,0,0
2026-08-16,202608160111,01,11R,0,不明,3攻め,3,68.75,B,椎名 豊,A1,46.9,0.11,3,1,まくり差し,1,1
2026-08-16,202608160212,02,12R,5,3日目以降,4カド,4,64.66,B,中澤 和志,A1,37.5,0.11,4,5,まくり,1,1
2026-08-16,202608160403,04,03R,0,不明,3攻め,3,77.62,A,石田 貴洋,A1,52.3,0.15,2,5,差し,0,0
2026-08-16,202608160404,04,04R,0,不明,4カド,4,60.03,B,村田 修次,A2,43.9,0.15,3,2,まくり,0,0
2026-08-16,202608160504,05,04R,2,2日目,3攻め,3,60.47,B,栗城 匠,A1,33.7,0.14,3,2,まくり差し,1,1
2026-08-16,202608160504,05,04R,2,2日目,4→5展開,5,62.57,B,谷津 幸宏,A2,40.0,0.11,3,2,まくり差し,0,0
2026-08-16,202608160506,05,06R,2,2日目,3攻め,3,65.92,B,宮之原 輝紀,A1,40.8,0.12,3,2,まくり,1,1
2026-08-16,202608160508,05,08R,2,2日目,3攻め,3,62.24,B,山田 竜一,A2,45.1,0.16,3,5,まくり,1,1
2026-08-16,202608160605,06,05R,0,不明,3攻め,3,62.03,B,板橋 侑我,A2,40.9,0.11,1,3,逃げ,0,1
2026-08-16,202608160608,06,08R,0,不明,4カド,4,65.97,B,重野 哲之,A2,38.6,0.1,6,4,まくり差し,0,1
2026-08-16,202608160901,09,01R,2,2日目,3攻め,3,63.59,B,鈴木 成美,B2,37.5,0.13,1,3,逃げ,0,1
2026-08-16,202608160903,09,03R,2,2日目,3攻め,3,62.51,B,松尾 拓,A2,34.3,0.16,4,6,抜き,0,0
2026-08-16,202608160905,09,05R,2,2日目,3攻め,3,66.26,B,谷口 丞,B1,42.2,0.13,1,2,抜き,0,0
2026-08-16,202608160909,09,09R,2,2日目,4カド,4,63.95,B,春園 功太,A1,41.6,0.14,1,6,逃げ,0,0
2026-08-16,202608160911,09,11R,2,2日目,4カド,4,68.4,B,新田 雄史,A1,34.2,0.12,1,2,逃げ,0,0
2026-08-16,202608161006,10,06R,3,3日目以降,4カド,4,62.24,B,前出 達吉,A2,35.2,0.14,2,4,まくり,0,1
2026-08-16,202608161105,11,05R,2,2日目,4カド,4,65.99,B,吉川 晴人,A2,43.2,0.13,1,4,逃げ,0,1
2026-08-16,202608161108,11,08R,2,2日目,4→5展開,5,62.09,B,太田 和美,A1,33.7,0.18,4,5,恵まれ,0,1
2026-08-16,202608161111,11,11R,2,2日目,4カド,4,62.68,B,丸野 一樹,A1,36.6,0.1,1,4,逃げ,0,1
2026-08-16,202608161204,12,04R,4,3日目以降,4→5展開,5,63.83,B,小池 哲也,A2,43.0,0.13,2,4,差し,0,0
2026-08-16,202608161209,12,09R,4,3日目以降,3攻め,3,60.8,B,井上 一輝,A1,36.1,0.13,1,3,逃げ,0,1
2026-08-16,202608161212,12,12R,4,3日目以降,4→5展開,5,64.44,B,上條 暢嵩,A1,20.6,0.13,1,5,逃げ,0,1
2026-08-16,202608161702,17,02R,3,3日目以降,3攻め,3,61.44,B,高橋 竜矢,A1,38.2,0.13,4,3,まくり,0,1
2026-08-16,202608161704,17,04R,3,3日目以降,3攻め,3,63.08,B,下寺 秀和,A1,35.5,0.11,2,3,まくり,0,1
2026-08-16,202608161802,18,02R,2,2日目,3攻め,3,60.84,B,岡本 翔太郎,B1,51.8,0.13,1,2,逃げ,0,0
2026-08-16,202608161805,18,05R,2,2日目,3攻め,3,72.05,A,石川 諒,A2,49.3,0.13,1,2,逃げ,0,0
2026-08-16,202608161806,18,06R,2,2日目,3攻め,3,69.69,B,吉村 正明,A1,38.7,0.13,1,5,逃げ,0,0
2026-08-16,202608161811,18,11R,2,2日目,4→5展開,5,62.9,B,石川 諒,A2,49.3,0.15,1,3,逃げ,0,0
2026-08-16,202608161910,19,10R,0,不明,4→5展開,5,61.38,B,島川 海輝,A2,25.4,0.17,3,2,まくり,0,0
2026-08-16,202608162204,22,04R,5,3日目以降,4→5展開,5,71.56,A,松村 敏,A1,60.9,0.13,1,4,逃げ,0,0
2026-08-16,202608162406,24,06R,5,3日目以降,3攻め,3,66.04,B,山崎 小葉音,B1,33.3,0.17,4,3,まくり差し,0,1
2026-08-16,202608162409,24,09R,5,3日目以降,4→5展開,5,63.36,B,黒澤 めぐみ,B1,42.8,0.14,2,1,差し,0,0
2026-08-17,202608170209,02,09R,0,不明,3攻め,3,63.16,B,秋元 哲,A1,0.0,0.12,3,2,抜き,0,1
2026-08-17,202608170502,05,02R,3,3日目以降,3攻め,3,62.8,B,谷津 幸宏,A2,40.0,0.11,1,3,逃げ,0,1
2026-08-17,202608170505,05,05R,3,3日目以降,4→5展開,5,73.75,A,栗城 匠,A1,33.7,0.17,2,1,差し,0,0
2026-08-17,202608170506,05,06R,3,3日目以降,4カド,4,68.1,B,福島 勇樹,A1,40.6,0.15,4,5,まくり差し,1,1
2026-08-17,202608170506,05,06R,3,3日目以降,4→5展開,5,63.52,B,山田 竜一,A2,45.1,0.16,4,5,まくり差し,0,1
2026-08-17,202608170510,05,10R,3,3日目以降,4カド,4,63.22,B,大池 佑来,A1,35.7,0.15,1,3,抜き,0,0
2026-08-17,202608170906,09,06R,3,3日目以降,4→5展開,5,70.79,A,龍田 真白,B1,35.1,0.13,1,5,逃げ,0,1
2026-08-17,202608170907,09,07R,3,3日目以降,4カド,4,71.32,A,豊田 健士郎,A1,38.0,0.13,4,5,まくり,1,1
2026-08-17,202608171002,10,02R,4,3日目以降,4カド,4,72.41,A,加藤 優弥,B1,37.3,0.11,1,2,逃げ,0,0
2026-08-17,202608171105,11,05R,3,3日目以降,3攻め,3,63.36,B,遠藤 エミ,A1,46.7,0.14,6,1,まくり差し,0,0
2026-08-17,202608171201,12,01R,5,3日目以降,4→5展開,5,67.16,B,秋末 秦悟,B1,39.0,0.12,1,4,逃げ,0,0
2026-08-17,202608171202,12,02R,5,3日目以降,4→5展開,5,62.84,B,西村 拓也,A1,48.1,0.14,1,5,逃げ,0,1
2026-08-17,202608171203,12,03R,5,3日目以降,3攻め,3,60.56,B,秦 英悟,A1,32.1,0.13,3,4,まくり差し,1,1
2026-08-17,202608171204,12,04R,5,3日目以降,3攻め,3,60.21,B,馬野 耀,A2,41.9,0.13,1,5,逃げ,0,0
2026-08-17,202608171207,12,07R,5,3日目以降,3攻め,3,70.51,A,小池 哲也,A2,43.0,0.12,1,2,逃げ,0,0
2026-08-17,202608171208,12,08R,5,3日目以降,4カド,4,66.79,B,三宅 潤,A2,44.5,0.14,2,4,差し,0,1
2026-08-17,202608171208,12,08R,5,3日目以降,4→5展開,5,73.77,A,馬野 耀,A2,41.9,0.15,2,4,差し,0,0
2026-08-17,202608171212,12,12R,5,3日目以降,4カド,4,65.73,B,中村 魁生,A1,46.3,0.13,1,2,逃げ,0,0
2026-08-17,202608171306,13,06R,0,不明,4カド,4,62.93,B,四宮 与寛,A2,38.3,0.13,4,5,まくり差し,1,1
2026-08-17,202608171309,13,09R,0,不明,4カド,4,71.44,A,尾崎 雄二,A2,52.3,0.14,4,2,恵まれ,0,1
2026-08-17,202608171309,13,09R,0,不明,4→5展開,5,71.03,A,牟田 奨太,B1,44.8,0.14,4,2,恵まれ,0,0
2026-08-17,202608171403,14,03R,2,2日目,3攻め,3,60.81,B,一宮 稔弘,B2,22.2,0.17,1,3,逃げ,0,1
2026-08-17,202608171405,14,05R,2,2日目,4カド,4,61.94,B,竹田 和哉,A1,33.3,0.15,1,5,逃げ,0,0
2026-08-17,202608171406,14,06R,2,2日目,3攻め,3,69.12,B,前田 翔,A1,39.0,0.15,3,1,まくり差し,1,1
2026-08-17,202608171409,14,09R,2,2日目,4カド,4,69.17,B,浜先 真範,A1,62.9,0.11,1,2,逃げ,0,0
2026-08-17,202608171503,15,03R,0,不明,3攻め,3,65.5,B,古田 祐貴,B1,32.1,0.12,6,4,抜き,0,0
2026-08-17,202608171507,15,07R,0,不明,3攻め,3,63.56,B,森高 一真,A1,40.0,0.11,1,5,逃げ,0,0
2026-08-17,202608171512,15,12R,0,不明,4カド,4,69.88,B,石丸 海渡,A1,32.7,0.09,2,1,差し,0,0
2026-08-17,202608171711,17,11R,4,3日目以降,4カド,4,67.38,B,大上 卓人,A1,35.8,0.12,2,1,差し,0,0
2026-08-17,202608171712,17,12R,4,3日目以降,3攻め,3,65.67,B,麻生 慎介,A1,31.9,0.09,1,3,逃げ,0,1
2026-08-17,202608171802,18,02R,3,3日目以降,3攻め,3,68.22,B,笹木 香吾,A2,40.5,0.1,3,4,抜き,0,1
2026-08-17,202608171805,18,05R,3,3日目以降,3攻め,3,63.47,B,白井 英治,A1,37.1,0.11,3,1,抜き,0,1
2026-08-17,202608171806,18,06R,3,3日目以降,3攻め,3,63.84,B,上田 龍星,A1,33.3,0.1,1,3,逃げ,0,1
2026-08-17,202608171810,18,10R,3,3日目以降,3攻め,3,74.15,A,森野 正弘,A1,50.7,0.11,5,1,抜き,0,0
2026-08-17,202608172012,20,12R,0,不明,3攻め,3,62.77,B,桑原 悠,A1,33.9,0.11,2,3,逃げ,0,1
2026-08-17,202608172212,22,12R,0,不明,3攻め,3,64.46,B,松村 敏,A1,60.9,0.13,1,3,逃げ,0,1
2026-08-17,202608172409,24,09R,0,不明,4カド,4,61.93,B,中里 優子,B1,37.5,0.15,4,2,まくり,1,1
2026-08-18,202608180501,05,01R,4,3日目以降,3攻め,3,73.85,A,岡部 大輝,A2,55.8,0.11,2,1,差し,0,0
2026-08-18,202608180504,05,04R,4,3日目以降,3攻め,3,67.16,B,栗城 匠,A1,33.7,0.14,5,2,抜き,0,0
2026-08-18,202608180507,05,07R,4,3日目以降,3攻め,3,67.47,B,山田 亮太,A1,39.5,0.13,1,2,逃げ,0,0
2026-08-18,202608180509,05,09R,4,3日目以降,3攻め,3,60.02,B,若林 将,A1,35.2,0.13,1,2,逃げ,0,0
2026-08-18,202608181006,10,06R,5,3日目以降,4→5展開,5,62.0,B,田中 信一郎,A1,29.0,0.13,1,2,逃げ,0,0
2026-08-18,202608181007,10,07R,5,3日目以降,3攻め,3,62.88,B,中本 大樹,B1,32.6,0.14,1,2,逃げ,0,0
2026-08-18,202608181008,10,08R,5,3日目以降,4カド,4,65.95,B,前出 達吉,A2,35.2,0.13,4,3,抜き,0,1
2026-08-18,202608181101,11,01R,4,3日目以降,3攻め,3,76.37,A,柘植 政浩,A2,47.0,0.15,3,2,差し,0,1
2026-08-18,202608181103,11,03R,4,3日目以降,3攻め,3,61.24,B,太田 和美,A1,33.7,0.12,3,5,まくり,1,1
