grade,model,tickets_n,candidate_races,head_hits,head_rate_pct,ticket_hits,overall_hit_rate_pct,coverage_given_head_pct,equal_stake_roi_pct,avg_hit_payout_yen,final_odds_races,final_odds_coverage_pct,avg_final_composite_odds,median_final_composite_odds
S,5頭展開,10,350,46,13.142857142857142,37,10.571428571428571,80.43478260869566,99.28571428571429,9391.891891891892,348,99.42857142857143,13.935576169551576,10.190513003984712
S,5頭展開,11,350,46,13.142857142857142,38,10.857142857142858,82.6086956521739,100.6051948051948,10192.894736842105,348,99.42857142857143,13.189457114199985,9.767106715664077
S,5頭展開,12,350,46,13.142857142857142,39,11.142857142857142,84.78260869565217,96.38333333333334,10379.74358974359,348,99.42857142857143,12.542688797720396,9.393774031515466
S,5頭展開,13,350,46,13.142857142857142,40,11.428571428571429,86.95652173913044,95.69450549450549,10885.25,348,99.42857142857143,12.123259548256591,9.174277457333362
S,5頭展開,14,350,46,13.142857142857142,40,11.428571428571429,86.95652173913044,88.85918367346939,10885.25,348,99.42857142857143,11.60457030360593,8.7439847229114
S,5頭展開,15,350,46,13.142857142857142,43,12.285714285714286,93.47826086956522,99.24380952380952,12116.976744186046,348,99.42857142857143,11.200892617914159,8.45270649768096
S,5頭展開,16,350,46,13.142857142857142,44,12.571428571428571,95.65217391304348,97.15178571428571,12364.772727272728,348,99.42857142857143,10.919292098495365,8.317498924866992
S,5頭展開,17,350,46,13.142857142857142,45,12.857142857142858,97.82608695652173,94.89915966386555,12547.777777777777,348,99.42857142857143,10.591267713356075,8.116848800315816
S,5頭展開,18,350,46,13.142857142857142,45,12.857142857142858,97.82608695652173,89.62698412698413,12547.777777777777,348,99.42857142857143,10.382521010206663,8.015529309727295
S,5頭展開,19,350,46,13.142857142857142,45,12.857142857142858,97.82608695652173,84.90977443609023,12547.777777777777,348,99.42857142857143,10.180306783724903,7.960219980423731
S,5頭展開,20,350,46,13.142857142857142,46,13.142857142857142,100.0,82.17857142857143,12505.434782608696,348,99.42857142857143,10.023661204297332,7.8990839661110925
