grade,model,tickets_n,candidate_races,head_hits,head_rate_pct,ticket_hits,overall_hit_rate_pct,coverage_given_head_pct,equal_stake_roi_pct,avg_hit_payout_yen,odds_races,odds_coverage_pct,avg_composite_odds,median_composite_odds,avg_odds_lead_min
S,3まくり差し,16,26,11,42.30769230769231,10,38.46153846153846,90.9090909090909,35.36057692307692,1471,7,26.923076923076923,1.9765397621231668,1.9087101470743304,8.80869329047619
S,3まくり差し,17,26,11,42.30769230769231,11,42.30769230769231,100.0,43.959276018099544,1766.3636363636363,7,26.923076923076923,1.9395258024770035,1.8756531008510084,8.80869329047619
S,3まくり差し,18,26,11,42.30769230769231,11,42.30769230769231,100.0,41.51709401709402,1766.3636363636363,7,26.923076923076923,1.9042918999130676,1.8340070830270097,8.80869329047619
S,3まくり差し,19,26,11,42.30769230769231,11,42.30769230769231,100.0,39.33198380566802,1766.3636363636363,7,26.923076923076923,1.8540913920541913,1.729231075654656,8.80869329047619
S,3まくり差し,20,26,11,42.30769230769231,11,42.30769230769231,100.0,37.36538461538461,1766.3636363636363,7,26.923076923076923,1.8074705186516664,1.7082610547975283,8.80869329047619
S,4カドまくり,1,270,82,30.37037037037037,11,4.074074074074074,13.414634146341463,68.74074074074075,1687.2727272727273,46,17.037037037037038,22.130434782608695,16.4,9.1025536442029
S,4カドまくり,2,270,82,30.37037037037037,19,7.037037037037037,23.170731707317074,63.48148148148148,1804.2105263157894,46,17.037037037037038,12.756495554738438,8.861515580736544,9.1025536442029
S,4カドまくり,3,270,82,30.37037037037037,30,11.11111111111111,36.58536585365854,68.54320987654322,1850.6666666666667,46,17.037037037037038,8.654824180876892,6.45875454377165,9.1025536442029
S,4カドまくり,4,270,82,30.37037037037037,32,11.851851851851851,39.02439024390244,56.101851851851855,1893.4375,46,17.037037037037038,7.23558775345608,5.56420374543929,9.1025536442029
S,4カドまくり,5,270,82,30.37037037037037,36,13.333333333333334,43.90243902439025,60.77037037037037,2278.8888888888887,46,17.037037037037038,6.201304684104474,4.686464403905638,9.1025536442029
S,4カドまくり,6,270,82,30.37037037037037,43,15.925925925925926,52.4390243902439,60.148148148148145,2266.046511627907,46,17.037037037037038,5.593062831207157,4.004591279198954,9.1025536442029
S,4カドまくり,7,270,82,30.37037037037037,52,19.25925925925926,63.41463414634146,79.88359788359789,2903.4615384615386,46,17.037037037037038,5.1588246252173535,3.791265340525194,9.1025536442029
S,4カドまくり,8,270,82,30.37037037037037,58,21.48148148148148,70.73170731707317,82.33796296296296,3066.3793103448274,46,17.037037037037038,4.710759905429687,3.5956687616971177,9.1025536442029
S,4カドまくり,9,270,82,30.37037037037037,61,22.59259259259259,74.39024390243902,81.94650205761317,3264.4262295081967,46,17.037037037037038,4.440634380696475,3.301725008758507,9.1025536442029
S,4カドまくり,10,270,82,30.37037037037037,64,23.703703703703702,78.04878048780488,77.21111111111111,3257.34375,46,17.037037037037038,4.185642467538592,3.1649337355748,9.1025536442029
S,4カドまくり,11,270,82,30.37037037037037,67,24.814814814814813,81.70731707317073,80.03030303030303,3547.6119402985073,46,17.037037037037038,4.0103835142063495,3.031019137472698,9.1025536442029
S,4カドまくり,12,270,82,30.37037037037037,68,25.185185185185187,82.92682926829268,74.66666666666667,3557.6470588235293,46,17.037037037037038,3.85589112244362,2.9535257555938306,9.1025536442029
S,4カドまくり,13,270,82,30.37037037037037,73,27.037037037037038,89.02439024390245,78.46438746438747,3772.7397260273974,46,17.037037037037038,3.719202082044097,2.8640207530047075,9.1025536442029
S,4カドまくり,14,270,82,30.37037037037037,77,28.51851851851852,93.90243902439025,79.47619047619048,3901.5584415584417,46,17.037037037037038,3.6142179911213144,2.7989606279088624,9.1025536442029
S,4カドまくり,15,270,82,30.37037037037037,78,28.88888888888889,95.1219512195122,75.0246913580247,3895.5128205128203,46,17.037037037037038,3.519916779187596,2.7195459744313304,9.1025536442029
S,4カドまくり,16,270,82,30.37037037037037,79,29.25925925925926,96.34146341463415,71.21527777777777,3894.3037974683543,46,17.037037037037038,3.4341307739098776,2.683654413292473,9.1025536442029
S,4カドまくり,17,270,82,30.37037037037037,80,29.62962962962963,97.5609756097561,68.35729847494554,3922,46,17.037037037037038,3.3566880426059558,2.653276969676884,9.1025536442029
S,4カドまくり,18,270,82,30.37037037037037,82,30.37037037037037,100.0,67.97942386831275,4029.0243902439024,46,17.037037037037038,3.298088933560921,2.624309946478058,9.1025536442029
S,4カドまくり,19,270,82,30.37037037037037,82,30.37037037037037,100.0,64.40155945419103,4029.0243902439024,46,17.037037037037038,3.2491208868501484,2.5986498116789845,9.1025536442029
S,4カドまくり,20,270,82,30.37037037037037,82,30.37037037037037,100.0,61.181481481481484,4029.0243902439024,46,17.037037037037038,3.2076629893106245,2.578068386516426,9.1025536442029
S,5頭展開,1,350,46,13.142857142857142,7,2.0,15.217391304347826,96.11428571428571,4805.714285714285,44,12.571428571428571,65.61136363636363,41.5,9.05391498939394
