target,maxn,floor,R,return_yen,profit_yen,roi_pct,head_rate_pct,hit_rate_pct,avg_n,avg_comp_odds,min_month_R,min_month_roi_pct
6.0,6,8.0,0,0.0,0.0,,,,,,0,
6.0,8,3.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,8,3.5,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,8,4.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,8,4.5,28,167890.0,-112110.0,59.96071428571429,32.142857142857146,10.714285714285714,3.142857142857143,5.862397398713627,6,0.0
6.0,8,5.0,26,167890.0,-92110.0,64.57307692307693,26.923076923076923,11.538461538461538,3.1923076923076925,5.947114699187589,5,0.0
6.0,8,5.5,17,62580.0,-107420.0,36.811764705882354,17.647058823529413,5.88235294117647,3.3529411764705883,6.310498386576003,3,0.0
6.0,8,6.0,13,62580.0,-67420.0,48.13846153846154,15.384615384615385,7.6923076923076925,3.3846153846153846,6.463736061856437,2,0.0
6.0,8,6.5,5,0.0,-50000.0,0.0,0.0,0.0,3.0,6.7230486421216735,0,0.0
6.0,8,7.0,1,0.0,-10000.0,0.0,0.0,0.0,2.0,7.040000000000001,0,0.0
6.0,8,7.5,0,0.0,0.0,,,,,,0,
6.0,8,8.0,0,0.0,0.0,,,,,,0,
6.0,10,3.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,10,3.5,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,10,4.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,10,4.5,28,167890.0,-112110.0,59.96071428571429,32.142857142857146,10.714285714285714,3.142857142857143,5.862397398713627,6,0.0
6.0,10,5.0,26,167890.0,-92110.0,64.57307692307693,26.923076923076923,11.538461538461538,3.1923076923076925,5.947114699187589,5,0.0
6.0,10,5.5,17,62580.0,-107420.0,36.811764705882354,17.647058823529413,5.88235294117647,3.3529411764705883,6.310498386576003,3,0.0
6.0,10,6.0,13,62580.0,-67420.0,48.13846153846154,15.384615384615385,7.6923076923076925,3.3846153846153846,6.463736061856437,2,0.0
6.0,10,6.5,5,0.0,-50000.0,0.0,0.0,0.0,3.0,6.7230486421216735,0,0.0
6.0,10,7.0,1,0.0,-10000.0,0.0,0.0,0.0,2.0,7.040000000000001,0,0.0
6.0,10,7.5,0,0.0,0.0,,,,,,0,
6.0,10,8.0,0,0.0,0.0,,,,,,0,
6.0,12,3.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,12,3.5,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,12,4.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,12,4.5,28,167890.0,-112110.0,59.96071428571429,32.142857142857146,10.714285714285714,3.142857142857143,5.862397398713627,6,0.0
6.0,12,5.0,26,167890.0,-92110.0,64.57307692307693,26.923076923076923,11.538461538461538,3.1923076923076925,5.947114699187589,5,0.0
6.0,12,5.5,17,62580.0,-107420.0,36.811764705882354,17.647058823529413,5.88235294117647,3.3529411764705883,6.310498386576003,3,0.0
6.0,12,6.0,13,62580.0,-67420.0,48.13846153846154,15.384615384615385,7.6923076923076925,3.3846153846153846,6.463736061856437,2,0.0
6.0,12,6.5,5,0.0,-50000.0,0.0,0.0,0.0,3.0,6.7230486421216735,0,0.0
6.0,12,7.0,1,0.0,-10000.0,0.0,0.0,0.0,2.0,7.040000000000001,0,0.0
6.0,12,7.5,0,0.0,0.0,,,,,,0,
6.0,12,8.0,0,0.0,0.0,,,,,,0,
6.0,16,3.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,16,3.5,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,16,4.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,16,4.5,28,167890.0,-112110.0,59.96071428571429,32.142857142857146,10.714285714285714,3.142857142857143,5.862397398713627,6,0.0
6.0,16,5.0,26,167890.0,-92110.0,64.57307692307693,26.923076923076923,11.538461538461538,3.1923076923076925,5.947114699187589,5,0.0
6.0,16,5.5,17,62580.0,-107420.0,36.811764705882354,17.647058823529413,5.88235294117647,3.3529411764705883,6.310498386576003,3,0.0
6.0,16,6.0,13,62580.0,-67420.0,48.13846153846154,15.384615384615385,7.6923076923076925,3.3846153846153846,6.463736061856437,2,0.0
6.0,16,6.5,5,0.0,-50000.0,0.0,0.0,0.0,3.0,6.7230486421216735,0,0.0
6.0,16,7.0,1,0.0,-10000.0,0.0,0.0,0.0,2.0,7.040000000000001,0,0.0
6.0,16,7.5,0,0.0,0.0,,,,,,0,
6.0,16,8.0,0,0.0,0.0,,,,,,0,
6.0,20,3.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,20,3.5,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,20,4.0,29,167890.0,-122110.0,57.89310344827586,31.03448275862069,10.344827586206897,3.103448275862069,5.8127447956584115,6,0.0
6.0,20,4.5,28,167890.0,-112110.0,59.96071428571429,32.142857142857146,10.714285714285714,3.142857142857143,5.862397398713627,6,0.0
6.0,20,5.0,26,167890.0,-92110.0,64.57307692307693,26.923076923076923,11.538461538461538,3.1923076923076925,5.947114699187589,5,0.0
6.0,20,5.5,17,62580.0,-107420.0,36.811764705882354,17.647058823529413,5.88235294117647,3.3529411764705883,6.310498386576003,3,0.0
6.0,20,6.0,13,62580.0,-67420.0,48.13846153846154,15.384615384615385,7.6923076923076925,3.3846153846153846,6.463736061856437,2,0.0
6.0,20,6.5,5,0.0,-50000.0,0.0,0.0,0.0,3.0,6.7230486421216735,0,0.0
6.0,20,7.0,1,0.0,-10000.0,0.0,0.0,0.0,2.0,7.040000000000001,0,0.0
6.0,20,7.5,0,0.0,0.0,,,,,,0,
6.0,20,8.0,0,0.0,0.0,,,,,,0,
6.5,4,3.0,29,194280.0,-95720.0,66.99310344827586,31.03448275862069,10.344827586206897,2.896551724137931,6.1800122163927815,6,0.0
6.5,4,3.5,29,194280.0,-95720.0,66.99310344827586,31.03448275862069,10.344827586206897,2.896551724137931,6.1800122163927815,6,0.0
6.5,4,4.0,29,194280.0,-95720.0,66.99310344827586,31.03448275862069,10.344827586206897,2.896551724137931,6.1800122163927815,6,0.0
6.5,4,4.5,28,194280.0,-85720.0,69.38571428571429,32.142857142857146,10.714285714285714,2.9285714285714284,6.242781513045654,6,0.0
6.5,4,5.0,27,194280.0,-75720.0,71.95555555555555,29.629629629629626,11.11111111111111,2.962962962962963,6.302455682144809,6,0.0
6.5,4,5.5,21,139720.0,-70280.0,66.53333333333333,28.57142857142857,9.523809523809524,3.0,6.605216916923845,5,0.0
6.5,4,6.0,18,139720.0,-40280.0,77.62222222222222,27.77777777777778,11.11111111111111,2.9444444444444446,6.7299071145230025,4,0.0
6.5,4,6.5,10,77140.0,-22860.0,77.14,30.0,10.0,2.5,7.043160561548871,2,0.0
6.5,4,7.0,5,77140.0,27140.0,154.28,60.0,20.0,2.0,7.410983672311805,1,0.0
6.5,4,7.5,2,77140.0,57140.0,385.7,50.0,50.0,2.0,7.629602037922372,0,0.0
6.5,4,8.0,0,0.0,0.0,,,,,,0,
6.5,6,3.0,29,194280.0,-95720.0,66.99310344827586,31.03448275862069,10.344827586206897,2.896551724137931,6.1800122163927815,6,0.0
6.5,6,3.5,29,194280.0,-95720.0,66.99310344827586,31.03448275862069,10.344827586206897,2.896551724137931,6.1800122163927815,6,0.0
6.5,6,4.0,29,194280.0,-95720.0,66.99310344827586,31.03448275862069,10.344827586206897,2.896551724137931,6.1800122163927815,6,0.0
6.5,6,4.5,28,194280.0,-85720.0,69.38571428571429,32.142857142857146,10.714285714285714,2.9285714285714284,6.242781513045654,6,0.0
6.5,6,5.0,27,194280.0,-75720.0,71.95555555555555,29.629629629629626,11.11111111111111,2.962962962962963,6.302455682144809,6,0.0
6.5,6,5.5,21,139720.0,-70280.0,66.53333333333333,28.57142857142857,9.523809523809524,3.0,6.605216916923845,5,0.0
6.5,6,6.0,18,139720.0,-40280.0,77.62222222222222,27.77777777777778,11.11111111111111,2.9444444444444446,6.7299071145230025,4,0.0
6.5,6,6.5,10,77140.0,-22860.0,77.14,30.0,10.0,2.5,7.043160561548871,2,0.0
