date,month,race_code,p109,lead_min,min_preclose_odds_top7,replaced,removed_ticket,added_ticket,baseline_hit,replacement_hit,baseline_preclose_comp,replacement_preclose_comp,baseline_final_comp,replacement_final_comp
2026-07-20,2026-07,202607201211,0.76871167,8.61566875,5.9,0,,,1,1,1.4934081195530287,1.4934081195530287,0.869234342503067,0.869234342503067
2026-07-20,2026-07,202607201212,0.60383825,9.58715155,9.5,0,,,0,0,2.032448774456596,2.032448774456596,,
2026-07-20,2026-07,202607201501,0.60365016,8.6053124,18.6,0,,,1,1,3.7644878220867652,3.7644878220867652,,
2026-07-20,2026-07,202607201502,0.41238354,8.652046783333333,11.2,0,,,1,1,2.8762121650285346,2.8762121650285346,,
2026-07-20,2026-07,202607201503,0.34065169,9.636237383333334,38.5,0,,,0,0,7.967205725658762,7.967205725658762,6.194582225118101,6.194582225118101
2026-07-20,2026-07,202607201504,0.21011724,9.590144566666668,18.6,0,,,0,0,5.592879922405058,5.592879922405058,,
2026-07-20,2026-07,202607201505,0.3467948,8.653239533333334,17.1,0,,,0,0,4.549286455679651,4.549286455679651,,
2026-07-20,2026-07,202607201506,0.45246927,9.689080566666666,10.4,0,,,1,1,4.068845478448406,4.068845478448406,,
2026-07-20,2026-07,202607201507,0.25867782,8.6735718,15.4,0,,,0,0,4.499465656970715,4.499465656970715,,
2026-07-20,2026-07,202607201508,0.73381392,8.597345166666665,4.8,0,,,1,1,1.277647568973511,1.277647568973511,1.1053444543610151,1.1053444543610151
2026-07-20,2026-07,202607201509,0.51414941,9.5853013,7.3,0,,,1,1,2.23846514199078,2.23846514199078,,
2026-07-20,2026-07,202607201510,0.74868774,9.630030233333335,9.3,0,,,0,0,2.1817955487705873,2.1817955487705873,1.3939238042481437,1.3939238042481437
2026-07-20,2026-07,202607201511,0.65675841,9.558137333333333,11.9,0,,,0,0,3.258968377980117,3.258968377980117,2.3817819623224583,2.3817819623224583
2026-07-20,2026-07,202607201512,0.6834049,8.540588866666667,13.5,0,,,0,0,2.5655643617640402,2.5655643617640402,1.5390441395793089,1.5390441395793089
2026-07-20,2026-07,202607201601,0.67831047,8.5967288,10.4,0,,,1,1,2.713787668075876,2.713787668075876,1.0686787865795222,1.0686787865795222
2026-07-20,2026-07,202607201602,0.50091196,9.608110250000001,5.9,0,,,0,0,1.9358459605848901,1.9358459605848901,,
2026-07-20,2026-07,202607201603,0.31316751,9.545982149999999,18.5,0,,,0,0,4.940757030508662,4.940757030508662,,
2026-07-20,2026-07,202607201604,0.40796526,8.60873525,23.7,0,,,0,0,5.427865430832648,5.427865430832648,,
2026-07-20,2026-07,202607201605,0.49830524,8.643834583333334,18.8,0,,,1,1,5.011979082108891,5.011979082108891,,
2026-07-20,2026-07,202607201606,0.41398037,9.5380778,20.7,0,,,1,1,5.506983814180952,5.506983814180952,,
2026-07-20,2026-07,202607201607,0.41899197,8.55564735,8.8,0,,,1,1,2.8023137647584635,2.8023137647584635,,
2026-07-20,2026-07,202607201608,0.76167079,8.639335016666667,8.2,0,,,0,0,1.7507493076172163,1.7507493076172163,0.9078580840566717,0.9078580840566717
2026-07-20,2026-07,202607201609,0.5199105,9.656518199999999,11.6,0,,,0,0,3.1292285128303625,3.1292285128303625,,
2026-07-20,2026-07,202607201610,0.72674662,9.592141400000001,11.3,0,,,0,0,2.4727098455139798,2.4727098455139798,1.6170983095583038,1.6170983095583038
2026-07-20,2026-07,202607201612,0.7440605,9.58309395,4.5,0,,,0,0,1.304817409598064,1.304817409598064,1.1884144385919404,1.1884144385919404
2026-07-20,2026-07,202607201801,0.75194262,9.588845333333333,6.6,0,,,0,0,2.1856913897426975,2.1856913897426975,2.112351537171025,2.112351537171025
2026-07-20,2026-07,202607201802,0.72226554,9.532300433333335,5.3,0,,,0,0,1.6752081824873042,1.6752081824873042,1.5157704279933482,1.5157704279933482
2026-07-20,2026-07,202607201803,0.63469188,9.548221366666667,8.6,0,,,0,0,2.41093510169792,2.41093510169792,,
2026-07-20,2026-07,202607201804,0.69276361,9.663650683333334,6.7,0,,,1,1,2.056220277525353,2.056220277525353,1.6438936993226216,1.6438936993226216
