holdout,selected_cut,status,train_combined_R,train_combined_roi_pct,train_combined_floor_pct,holdout_A_R,holdout_A_head_pct,holdout_A_hit_pct,holdout_A_roi_pct,holdout_combined_R,holdout_combined_head_pct,holdout_combined_hit_pct,holdout_combined_roi_pct
2026-04,0.28,OK,69,143.50579710144928,117.13142857142857,14,35.714285714285715,7.142857142857142,67.37142857142857,31,35.483870967741936,9.67741935483871,104.00322580645161
2026-05,0.27,OK,67,109.3089552238806,104.00322580645161,12,58.333333333333336,33.33333333333333,298.9,34,44.11764705882353,23.52941176470588,170.65588235294118
2026-06,0.26,OK,67,134.7223880597015,97.7,23,39.130434782608695,13.043478260869565,109.88695652173914,37,37.83783783783784,13.513513513513514,110.8
