month,date,race_code,p3head,actual_combo,y3head,hit,valid_payout,return_yen,cost_yen,top10,pair_train_3wins
2026-03,2026-03-19,202603191503,0.3933413965648052,3-4-1,1,1,1,2800.0,1000,3-4-5;3-1-4;3-4-1;3-5-4;3-1-5;3-4-6;3-4-2;3-2-4;3-5-1;3-1-2,2062
2026-03,2026-03-19,202603191908,0.476870972758693,1-2-3,0,0,1,0.0,1000,3-1-5;3-1-2;3-1-4;3-2-5;3-5-1;3-2-1;3-2-4;3-1-6;3-4-1;3-5-2,2062
2026-03,2026-03-20,202603200809,0.3371118691289527,3-2-5,1,1,1,930.0,1000,3-2-5;3-2-6;3-2-4;3-5-6;3-5-2;3-4-6;3-6-2;3-4-2;3-4-5;3-6-5,2062
2026-03,2026-03-20,202603201411,0.33671932304566043,4-5-6,0,0,1,0.0,1000,3-1-6;3-1-4;3-4-6;3-6-1;3-1-5;3-6-4;3-4-1;3-5-6;3-1-2;3-6-5,2062
2026-03,2026-03-20,202603201707,0.31864095338645826,2-5-4,0,0,1,0.0,1000,3-2-4;3-4-5;3-4-2;3-5-4;3-2-5;3-1-4;3-4-1;3-5-2;3-1-5;3-1-2,2062
2026-03,2026-03-21,202603211509,0.30202786618171207,1-3-2,0,0,1,0.0,1000,3-1-4;3-4-1;3-1-2;3-2-4;3-4-2;3-4-6;3-1-6;3-1-5;3-2-1;3-4-5,2062
2026-03,2026-03-21,202603211705,0.3631463996902356,4-5-3,0,0,1,0.0,1000,3-1-5;3-5-1;3-1-4;3-4-5;3-5-4;3-4-1;3-2-5;3-5-2;3-1-2;3-5-6,2062
2026-03,2026-03-22,202603221503,0.3160610986799992,2-3-1,0,0,1,0.0,1000,3-2-4;3-4-2;3-2-5;3-1-2;3-1-4;3-2-6;3-2-1;3-4-5;3-5-2;3-4-6,2062
2026-03,2026-03-23,202603232203,0.30900553337151165,3-5-1,1,0,1,0.0,1000,3-1-4;3-1-5;3-4-1;3-2-4;3-1-2;3-4-5;3-4-2;3-2-5;3-5-4;3-2-1,2062
2026-03,2026-03-24,202603241009,0.3007944885284607,2-3-4,0,0,1,0.0,1000,3-1-4;3-4-6;3-1-6;3-4-1;3-6-4;3-1-5;3-2-4;3-1-2;3-4-5;3-4-2,2062
2026-03,2026-03-25,202603252204,0.3318153481227742,4-3-6,0,0,1,0.0,1000,3-2-4;3-1-4;3-4-2;3-1-2;3-4-1;3-2-1;3-4-6;3-4-5;3-2-5;3-1-5,2062
2026-03,2026-03-26,202603261906,0.3569800006022496,3-4-6,1,1,1,4990.0,1000,3-5-6;3-6-5;3-1-6;3-4-6;3-2-6;3-1-5;3-2-5;3-6-4;3-5-2;3-4-5,2062
2026-03,2026-03-27,202603270404,0.3228134821987917,3-4-5,1,1,1,2510.0,1000,3-1-5;3-1-4;3-1-2;3-2-5;3-2-4;3-1-6;3-4-5;3-5-1;3-2-1;3-5-2,2062
2026-03,2026-03-27,202603271006,0.3532528905485512,1-3-2,0,0,1,0.0,1000,3-4-6;3-2-4;3-4-2;3-6-4;3-4-5;3-2-6;3-2-5;3-5-4;3-1-4;3-5-6,2062
2026-03,2026-03-28,202603281707,0.3228279681828209,4-6-5,0,0,1,0.0,1000,3-4-5;3-4-6;3-5-4;3-5-6;3-2-4;3-2-5;3-6-4;3-4-2;3-5-2;3-1-4,2062
2026-03,2026-03-29,202603290204,0.3333653599024107,4-3-2,0,0,1,0.0,1000,3-4-6;3-1-4;3-6-4;3-2-4;3-4-1;3-4-2;3-1-6;3-1-2;3-2-6;3-4-5,2062
2026-03,2026-03-29,202603290404,0.3020426016534194,4-1-2,0,0,1,0.0,1000,3-1-4;3-2-4;3-4-2;3-4-1;3-1-2;3-4-5;3-1-5;3-2-1;3-4-6;3-2-5,2062
2026-03,2026-03-29,202603290406,0.31848733199843193,5-6-1,0,0,1,0.0,1000,3-1-6;3-4-6;3-1-4;3-1-5;3-5-6;3-6-4;3-6-1;3-6-5;3-2-6;3-1-2,2062
2026-03,2026-03-29,202603290605,0.3306818226526385,1-6-3,0,0,1,0.0,1000,3-1-6;3-1-2;3-1-5;3-2-6;3-2-1;3-1-4;3-2-5;3-6-1;3-5-6;3-5-1,2062
2026-03,2026-03-30,202603301703,0.36356656741063287,4-1-3,0,0,1,0.0,1000,3-4-6;3-6-4;3-1-6;3-1-4;3-6-1;3-4-1;3-5-6;3-4-5;3-2-6;3-6-5,2062
2026-03,2026-03-31,202603310605,0.31048795036533516,1-6-3,0,0,1,0.0,1000,3-1-6;3-4-6;3-1-4;3-6-4;3-6-1;3-1-5;3-2-6;3-1-2;3-5-6;3-4-1,2062
2026-03,2026-03-31,202603311505,0.3024743217178484,4-1-2,0,0,1,0.0,1000,3-1-2;3-1-4;3-1-6;3-2-1;3-2-4;3-2-6;3-4-2;3-4-1;3-4-6;3-1-5,2062
2026-04,2026-04-03,202604031705,0.3338097746561547,5-4-1,0,0,1,0.0,1000,3-1-5;3-1-4;3-1-2;3-1-6;3-5-1;3-2-1;3-4-1;3-6-1;3-2-5;3-5-6,2634
2026-04,2026-04-03,202604032207,0.34524088342835063,3-2-6,1,1,1,1020.0,1000,3-1-6;3-2-6;3-4-6;3-6-4;3-1-2;3-1-4;3-6-2;3-6-1;3-2-4;3-2-1,2634
2026-04,2026-04-04,202604042203,0.39874576125206285,3-4-1,1,0,1,0.0,1000,3-2-4;3-1-4;3-1-2;3-2-5;3-4-2;3-1-5;3-4-5;3-5-2;3-2-1;3-2-6,2634
2026-04,2026-04-06,202604060401,0.30271856984712225,3-4-2,1,0,1,0.0,1000,3-1-5;3-2-5;3-1-2;3-1-4;3-5-2;3-2-4;3-5-1;3-4-5;3-5-4;3-2-1,2634
2026-04,2026-04-08,202604081010,0.38538922795025865,3-2-6,1,0,1,0.0,1000,3-1-4;3-4-1;3-4-6;3-1-6;3-1-2;3-2-4;3-4-2;3-6-4;3-1-5;3-2-1,2634
2026-04,2026-04-09,202604090602,0.3378075074306904,6-1-3,0,0,1,0.0,1000,3-1-5;3-1-4;3-5-1;3-4-5;3-5-4;3-2-5;3-1-2;3-5-6;3-4-1;3-5-2,2634
2026-04,2026-04-09,202604090605,0.3123960195293546,1-5-3,0,0,1,0.0,1000,3-2-6;3-2-4;3-2-5;3-6-2;3-1-2;3-4-6;3-4-2;3-5-6;3-1-6;3-5-2,2634
2026-04,2026-04-09,202604091103,0.3980518600902782,3-6-4,1,1,1,1080.0,1000,3-1-4;3-4-6;3-1-6;3-1-2;3-2-4;3-2-6;3-6-4;3-1-5;3-4-1;3-4-2,2634
2026-04,2026-04-13,202604130603,0.3013011085657995,5-1-3,0,0,1,0.0,1000,3-2-5;3-1-5;3-5-2;3-5-1;3-5-6;3-1-2;3-2-1;3-5-4;3-1-6;3-2-6,2634
