racer_id,racer_name,n,mean_ex_st,mean_actual_st,mean_delta,median_delta,shrunk_delta,actual_3c_faster_rate,actual_3c_slower_rate,early_n,early_delta,late_n,late_delta
5359,佐藤 世那,46,0.13391304347826088,0.15804347826086956,0.024130434782608692,0.01999999999999999,0.03224848548691,30.434782608695652,45.65217391304348,35,0.02942857142857143,11,0.007272727272727269
4352,下條 雄太郎,60,0.1065,0.13299999999999998,0.026500000000000006,0.039999999999999994,0.03265593124667084,35.0,55.0,25,0.0492,35,0.01028571428571429
5184,飯塚 響,26,0.14961538461538462,0.16807692307692307,0.018461538461538456,0.01999999999999999,0.032664310757415556,42.30769230769231,46.15384615384615,23,0.021739130434782608,3,-0.006666666666666682
4733,赤井 睦,52,0.12269230769230768,0.1482692307692308,0.025576923076923077,0.04000000000000001,0.03267605140753162,21.153846153846153,57.69230769230769,29,0.0010344827586206925,23,0.05652173913043478
5109,川崎 智稔,70,0.1055714285714286,0.13314285714285717,0.027571428571428566,0.019999999999999997,0.032823939840836994,32.857142857142854,45.714285714285715,48,0.021666666666666667,22,0.04045454545454546
4007,榮田 将彦,72,0.10166666666666667,0.12944444444444445,0.027777777777777776,0.03,0.03287701447886537,23.61111111111111,52.77777777777778,38,0.034736842105263156,34,0.02
4940,白石 有美,44,0.14159090909090913,0.1661363636363636,0.024545454545454547,0.02500000000000001,0.032887318282721484,38.63636363636363,50.0,23,0.006956521739130433,21,0.04380952380952381
4176,樋口 喜彦,43,0.12860465116279068,0.15302325581395348,0.024418604651162797,0.020000000000000018,0.03294179598616906,25.58139534883721,48.83720930232558,27,0.02666666666666668,16,0.020624999999999994
4694,高田 綾,75,0.13893333333333333,0.16706666666666667,0.028133333333333333,0.03,0.033010766909023055,34.666666666666664,52.0,45,0.013555555555555553,30,0.05000000000000001
3294,野中 義生,57,0.12859649122807018,0.15526315789473688,0.02666666666666666,0.020000000000000018,0.033073361003984475,35.08771929824562,49.12280701754386,32,0.032499999999999994,25,0.019200000000000002
5242,高山 弘斗,52,0.15826923076923077,0.18480769230769234,0.026538461538461545,0.020000000000000004,0.03348250302043483,34.61538461538461,48.07692307692308,38,0.04421052631578947,14,-0.021428571428571425
4893,渡邉 真奈美,63,0.11571428571428571,0.14380952380952378,0.028095238095238097,0.03,0.033779660099547394,30.158730158730158,52.38095238095238,35,0.05485714285714286,28,-0.005357142857142856
4711,前出 達吉,75,0.11493333333333332,0.14400000000000002,0.029066666666666664,0.03,0.033834296320787764,33.333333333333336,52.0,38,0.032894736842105254,37,0.025135135135135142
3716,石渡 鉄兵,68,0.10058823529411764,0.12941176470588234,0.028823529411764713,0.035,0.03405019470855077,22.058823529411764,60.294117647058826,40,0.025250000000000005,28,0.03392857142857143
3548,室田 泰史,74,0.09108108108108108,0.12040540540540541,0.02932432432432433,0.03,0.03411803794365429,18.91891891891892,51.351351351351354,44,0.01340909090909091,30,0.05266666666666667
5381,有山 望,61,0.13786885245901642,0.1663934426229508,0.028524590163934428,0.02,0.0343086646093938,32.78688524590164,49.18032786885246,46,0.013478260869565216,15,0.07466666666666667
4927,関野 文,79,0.12000000000000002,0.14987341772151902,0.02987341772151899,0.04000000000000001,0.03433612569962877,22.78481012658228,53.164556962025316,44,0.020909090909090912,35,0.04114285714285714
3711,江本 真治,78,0.13897435897435895,0.16884615384615384,0.02987179487179488,0.045,0.034385399855306364,28.205128205128204,55.12820512820513,54,0.03407407407407408,24,0.02041666666666667
4108,吉村 正明,67,0.09776119402985074,0.12701492537313433,0.029253731343283577,0.03,0.03449240502944104,23.880597014925375,52.23880597014925,27,0.016666666666666663,40,0.03774999999999999
