actual_combo,coverage,date,head,head_hit,head_prob,invest,kelly_hit,kelly_invest,kelly_raw,kelly_return,kelly_total,model,payout100,race_code,return,score,set_ev,set_prob,synthetic_odds,ticket_hit,tickets_n,winner
1-4-2,0.49999999999999994,2026-07-21,5,0,0.12634113716814896,2000,0,0,0.019651635277352583,0,0,5頭展開,2770,202607211502,0,64.59100000000001,1.4230395578292296,0.06317056858407447,22.5269392016836,0,10,1
4-1-6,0.49999999999999994,2026-07-21,5,0,0.143186630118075,2000,0,0,0.03229640304874474,0,0,5頭展開,11640,202607211604,0,72.43766666666666,1.7630166075682678,0.07159331505903749,24.625436133449664,0,10,4
1-3-2,0.49999999999999994,2026-07-21,5,0,0.10005972314725352,2000,0,0,0.04115626726473099,0,0,5頭展開,960,202607211611,0,37.56966666666666,5.406018976030312,0.05002986157362675,108.05584516907989,0,10,1
3-2-1,0.49999999999999994,2026-07-21,5,0,0.1268490221207732,2000,0,0,0.0211351099082253,0,0,5頭展開,10350,202607212204,0,58.45733333333334,1.4680753417355246,0.06342451106038659,23.146813703266353,0,10,3
1-3-4,0.538848854996314,2026-07-22,3,0,0.1521945309314546,2000,0,0,0.044952006431880034,0,0,3まくり,620,202607220511,0,46.32033333333334,2.1135429541025887,0.0820098487291154,25.77181871269849,0,13,1
1-2-4,0.49999999999999994,2026-07-22,5,0,0.12674544840230198,2000,0,0,0.04395472511720381,0,0,5頭展開,790,202607220507,0,47.230333333333334,3.1201563697182566,0.06337272420115098,49.235004634084966,0,10,1
1-3-4,0.49999999999999994,2026-07-22,5,0,0.11947253244793239,2000,0,0,0.04658387306341552,0,0,5頭展開,2450,202607221312,0,44.163,4.330278063138587,0.05973626622396619,72.4899351242224,0,10,1
1-5-4,0.49999999999999994,2026-07-22,5,0,0.11550589050589054,2000,0,0,0.02399884675729502,0,0,5頭展開,1400,202607221507,0,51.82966666666666,1.6699287992331113,0.05775294525294526,28.91504133545378,0,10,1
3-6-5,0.49999999999999994,2026-07-22,5,0,0.11588615289964405,2000,0,0,0.027709924723958484,0,0,5頭展開,19960,202607222204,0,43.090666666666664,1.8634338448719487,0.057943076449822016,32.159732603871305,0,10,3
3-5-4,0.49999999999999994,2026-07-22,5,0,0.1168022305940944,2000,0,0,0.042535254610270794,0,0,5頭展開,32930,202607222210,0,43.36266666666666,3.5243602658737725,0.058401115297047196,60.347482200429255,0,10,3
5-1-4,0.49999999999999994,2026-07-22,5,1,0.13651349169481664,2000,0,0,0.03429370075103911,0,0,5頭展開,14240,202607222310,0,61.643000000000015,1.9408144718485292,0.0682567458474083,28.434031651425727,0,10,5
4-6-1,0.5076914640839028,2026-07-23,3,0,0.2087293449979883,2000,0,0,0.05783408748656508,0,0,3まくり,59990,202607230510,0,54.64300000000001,2.0741520350556044,0.10597010675930271,19.572991841621622,0,12,4
3-1-4,0.5235770359437988,2026-07-23,3,1,0.24174704281840745,2000,0,0,0.03336172407678776,0,0,3まくり,1230,202607231305,0,68.373,1.312611977981379,0.12657320012704038,10.370378379182341,0,10,3
3-4-6,0.5182784347438962,2026-07-23,3,1,0.17911790929404647,2000,0,0,0.05422307548052384,0,0,3まくり,1520,202607231908,0,29.80833333333333,2.2740105603738385,0.09283294966351759,24.49572666403707,0,13,3
4-3-2,0.5430219269215796,2026-07-23,3,0,0.3147700326188799,2000,0,0,0.060046116780069735,0,0,3まくり,4300,202607232404,0,87.59366666666666,1.4489736881522441,0.17092702964987264,8.477147769550115,0,12,4
1-3-4,0.5636275519380166,2026-07-23,3,0,0.1756177039615463,2000,0,0,0.03764273667337142,0,0,3まくり,650,202607232412,0,28.367666666666672,1.5529281694003454,0.09898297656082167,15.688840883120179,0,14,1
1-2-4,0.49999999999999994,2026-07-23,5,0,0.15261618823431383,2000,0,0,0.04506370189964954,0,0,5頭展開,1350,202607230304,0,43.793000000000006,2.3322383230901704,0.0763080941171569,30.56344612026939,0,10,1
3-4-1,0.49999999999999994,2026-07-23,5,0,0.15798842291848583,2000,0,0,0.060740573255292335,0,0,5頭展開,1490,202607230904,0,50.44266666666667,4.064727093982873,0.0789942114592429,51.456012015261024,0,10,3
1-2-4,0.49999999999999994,2026-07-23,5,0,0.15744383063568784,2000,0,0,0.047291398441134544,0,0,5頭展開,1780,202607230911,0,50.94799999999999,2.386185570816186,0.07872191531784391,30.311579198522235,0,10,1
1-5-4,0.49999999999999994,2026-07-23,5,0,0.21541340942580994,2000,0,0,0.06660363611108289,0,0,5頭展開,1570,202607232107,0,65.86533333333333,2.445876912971559,0.10770670471290496,22.708678345429913,0,10,1
