actual_combo,approved_A,approved_S,date,ex_head,head_boat,head_hit,history_pct,hit_20,hit_4,hit_6,hit_8,invest_20,invest_4,invest_6,invest_8,kimarite,model,orig_straight_head,orig_turn_head,payout,period,preview_comp,race_code,ranked_others,return_20,return_4,return_6,return_8,st_head,tickets_20,tickets_4,tickets_6,tickets_8,tilt,v51_score,winner
1-2-3,0,0,2026-07-27,0.5,3,0,0.0606,0,0,0,0,2000,400,600,800,逃げ,3まくり,0.0,0.6,640,validation,0.20308333333333334,202607272009,1-5-2-6-4,0,0,0,0,0.0,3-1-5;3-1-2;3-1-6;3-1-4;3-5-1;3-5-2;3-5-6;3-5-4;3-2-1;3-2-5;3-2-6;3-2-4;3-6-1;3-6-5;3-6-2;3-6-4;3-4-1;3-4-5;3-4-2;3-4-6,3-1-5;3-1-2;3-5-1;3-5-2,3-1-5;3-1-2;3-1-6;3-5-1;3-5-2;3-5-6,3-1-5;3-1-2;3-1-6;3-1-4;3-5-1;3-5-2;3-5-6;3-5-4,-0.5,18.50133333333333,1
1-5-2,1,0,2026-07-27,0.4,3,0,0.7234,0,0,0,0,2000,400,600,800,逃げ,3まくり差し,0.4,0.8,13710,validation,0.5664,202607272108,6-1-4-2-5,0,0,0,0,0.19999999999999996,3-6-1;3-6-4;3-6-2;3-6-5;3-1-6;3-1-4;3-1-2;3-1-5;3-4-6;3-4-1;3-4-2;3-4-5;3-2-6;3-2-1;3-2-4;3-2-5;3-5-6;3-5-1;3-5-4;3-5-2,3-6-1;3-6-4;3-1-6;3-1-4,3-6-1;3-6-4;3-6-2;3-1-6;3-1-4;3-1-2,3-6-1;3-6-4;3-6-2;3-6-5;3-1-6;3-1-4;3-1-2;3-1-5,0,57.484,1
1-5-3,0,0,2026-07-27,0.6,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,0.5,0.5,3430,validation,0.45813000000000004,202607270309,1-6-2-4-3,0,0,0,0,0.19999999999999996,5-1-6;5-1-2;5-1-4;5-1-3;5-6-1;5-6-2;5-6-4;5-6-3;5-2-1;5-2-6;5-2-4;5-2-3;5-4-1;5-4-6;5-4-2;5-4-3;5-3-1;5-3-6;5-3-2;5-3-4,5-1-6;5-1-2;5-6-1;5-6-2,5-1-6;5-1-2;5-1-4;5-6-1;5-6-2;5-6-4,5-1-6;5-1-2;5-1-4;5-1-3;5-6-1;5-6-2;5-6-4;5-6-3,0,45.813,1
5-1-6,1,0,2026-07-27,0.19999999999999996,5,1,0.5,1,0,0,0,2000,400,600,800,差し,5頭展開,0.4,0.8,11860,validation,0.6479433333333334,202607270611,4-6-1-3-2,11860,0,0,0,0.19999999999999996,5-4-6;5-4-1;5-4-3;5-4-2;5-6-4;5-6-1;5-6-3;5-6-2;5-1-4;5-1-6;5-1-3;5-1-2;5-3-4;5-3-6;5-3-1;5-3-2;5-2-4;5-2-6;5-2-1;5-2-3,5-4-6;5-4-1;5-6-4;5-6-1,5-4-6;5-4-1;5-4-3;5-6-4;5-6-1;5-6-3,5-4-6;5-4-1;5-4-3;5-4-2;5-6-4;5-6-1;5-6-3;5-6-2,0,64.79433333333334,5
1-2-4,0,0,2026-07-27,0.8,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,1.0,0.19999999999999996,1550,validation,0.43611666666666665,202607271012,1-3-6-2-4,0,0,0,0,0.19999999999999996,5-1-3;5-1-6;5-1-2;5-1-4;5-3-1;5-3-6;5-3-2;5-3-4;5-6-1;5-6-3;5-6-2;5-6-4;5-2-1;5-2-3;5-2-6;5-2-4;5-4-1;5-4-3;5-4-6;5-4-2,5-1-3;5-1-6;5-3-1;5-3-6,5-1-3;5-1-6;5-1-2;5-3-1;5-3-6;5-3-2,5-1-3;5-1-6;5-1-2;5-1-4;5-3-1;5-3-6;5-3-2;5-3-4,0,43.611666666666665,1
5-4-1,1,1,2026-07-27,0.0,5,1,0.5,1,1,1,1,2000,400,600,800,抜き,5頭展開,0.0,1.0,2610,validation,0.6792966666666665,202607271406,4-1-3-2-6,2610,2610,2610,2610,0.8,5-4-1;5-4-3;5-4-2;5-4-6;5-1-4;5-1-3;5-1-2;5-1-6;5-3-4;5-3-1;5-3-2;5-3-6;5-2-4;5-2-1;5-2-3;5-2-6;5-6-4;5-6-1;5-6-3;5-6-2,5-4-1;5-4-3;5-1-4;5-1-3,5-4-1;5-4-3;5-4-2;5-1-4;5-1-3;5-1-2,5-4-1;5-4-3;5-4-2;5-4-6;5-1-4;5-1-3;5-1-2;5-1-6,0,67.92966666666665,5
1-2-5,0,0,2026-07-27,0.4,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,0.19999999999999996,0.4,1760,validation,0.4325800000000001,202607271910,6-1-4-3-2,0,0,0,0,0.19999999999999996,5-6-1;5-6-4;5-6-3;5-6-2;5-1-6;5-1-4;5-1-3;5-1-2;5-4-6;5-4-1;5-4-3;5-4-2;5-3-6;5-3-1;5-3-4;5-3-2;5-2-6;5-2-1;5-2-4;5-2-3,5-6-1;5-6-4;5-1-6;5-1-4,5-6-1;5-6-4;5-6-3;5-1-6;5-1-4;5-1-3,5-6-1;5-6-4;5-6-3;5-6-2;5-1-6;5-1-4;5-1-3;5-1-2,0,43.25800000000001,1
5-1-3,0,0,2026-07-27,0.19999999999999996,5,1,0.5,1,1,1,1,2000,400,600,800,まくり差し,5頭展開,0.0,0.8,30120,validation,0.5163066666666667,202607272011,1-3-4-2-6,30120,30120,30120,30120,1.0,5-1-3;5-1-4;5-1-2;5-1-6;5-3-1;5-3-4;5-3-2;5-3-6;5-4-1;5-4-3;5-4-2;5-4-6;5-2-1;5-2-3;5-2-4;5-2-6;5-6-1;5-6-3;5-6-4;5-6-2,5-1-3;5-1-4;5-3-1;5-3-4,5-1-3;5-1-4;5-1-2;5-3-1;5-3-4;5-3-2,5-1-3;5-1-4;5-1-2;5-1-6;5-3-1;5-3-4;5-3-2;5-3-6,0,51.63066666666667,5
1-4-5,0,0,2026-07-28,0.4,3,0,0.1086,0,0,0,0,2000,400,600,800,逃げ,3まくり,0.19999999999999996,0.4,4880,validation,0.40349999999999997,202607281010,4-6-5-1-2,0,0,0,0,0.6,3-4-6;3-4-5;3-4-1;3-4-2;3-6-4;3-6-5;3-6-1;3-6-2;3-5-4;3-5-6;3-5-1;3-5-2;3-1-4;3-1-6;3-1-5;3-1-2;3-2-4;3-2-6;3-2-5;3-2-1,3-4-6;3-4-5;3-6-4;3-6-5,3-4-6;3-4-5;3-4-1;3-6-4;3-6-5;3-6-1,3-4-6;3-4-5;3-4-1;3-4-2;3-6-4;3-6-5;3-6-1;3-6-2,-0.5,38.733999999999995,1
4-5-1,1,0,2026-07-28,1.0,3,0,0.8237,0,0,0,0,2000,400,600,800,まくり,3まくり,0.4,0.4,1230,validation,0.6303166666666667,202607281906,4-1-5-2-6,0,0,0,0,0.6,3-4-1;3-4-5;3-4-2;3-4-6;3-1-4;3-1-5;3-1-2;3-1-6;3-5-4;3-5-1;3-5-2;3-5-6;3-2-4;3-2-1;3-2-5;3-2-6;3-6-4;3-6-1;3-6-5;3-6-2,3-4-1;3-4-5;3-1-4;3-1-5,3-4-1;3-4-5;3-4-2;3-1-4;3-1-5;3-1-2,3-4-1;3-4-5;3-4-2;3-4-6;3-1-4;3-1-5;3-1-2;3-1-6,0,64.11666666666667,4
1-4-3,0,0,2026-07-28,0.6,3,0,0.3018,0,0,0,0,2000,400,600,800,逃げ,3まくり,0.4,0.19999999999999996,1020,validation,0.40565,202607281908,1-4-5-2-6,0,0,0,0,0.4,3-1-4;3-1-5;3-1-2;3-1-6;3-4-1;3-4-5;3-4-2;3-4-6;3-5-1;3-5-4;3-5-2;3-5-6;3-2-1;3-2-4;3-2-5;3-2-6;3-6-1;3-6-4;3-6-5;3-6-2,3-1-4;3-1-5;3-4-1;3-4-5,3-1-4;3-1-5;3-1-2;3-4-1;3-4-5;3-4-2,3-1-4;3-1-5;3-1-2;3-1-6;3-4-1;3-4-5;3-4-2;3-4-6,-0.5,39.722,1
1-5-3,0,0,2026-07-28,0.0,3,0,0.2327,0,0,0,0,2000,400,600,800,抜き,3まくり,0.4,0.4,2410,validation,0.21841666666666668,202607282012,4-1-5-6-2,0,0,0,0,0.19999999999999996,3-4-1;3-4-5;3-4-6;3-4-2;3-1-4;3-1-5;3-1-6;3-1-2;3-5-4;3-5-1;3-5-6;3-5-2;3-6-4;3-6-1;3-6-5;3-6-2;3-2-4;3-2-1;3-2-5;3-2-6,3-4-1;3-4-5;3-1-4;3-1-5,3-4-1;3-4-5;3-4-6;3-1-4;3-1-5;3-1-6,3-4-1;3-4-5;3-4-6;3-4-2;3-1-4;3-1-5;3-1-6;3-1-2,0,20.56266666666667,1
3-1-6,1,1,2026-07-28,0.5,3,1,0.9619,1,1,1,1,2000,400,600,800,まくり差し,3まくり,0.8,1.0,700,validation,0.6978333333333333,202607282406,6-1-2-5-4,700,700,700,700,0.8,3-6-1;3-6-2;3-6-5;3-6-4;3-1-6;3-1-2;3-1-5;3-1-4;3-2-6;3-2-1;3-2-5;3-2-4;3-5-6;3-5-1;3-5-2;3-5-4;3-4-6;3-4-1;3-4-2;3-4-5,3-6-1;3-6-2;3-1-6;3-1-2,3-6-1;3-6-2;3-6-5;3-1-6;3-1-2;3-1-5,3-6-1;3-6-2;3-6-5;3-6-4;3-1-6;3-1-2;3-1-5;3-1-4,0,71.42133333333334,3
1-2-3,1,0,2026-07-28,1.0,3,0,0.5726,0,0,0,0,2000,400,600,800,逃げ,3まくり,0.19999999999999996,0.8,1250,validation,0.5931666666666666,202607282411,4-2-1-5-6,0,0,0,0,0.6,3-4-2;3-4-1;3-4-5;3-4-6;3-2-4;3-2-1;3-2-5;3-2-6;3-1-4;3-1-2;3-1-5;3-1-6;3-5-4;3-5-2;3-5-1;3-5-6;3-6-4;3-6-2;3-6-1;3-6-5,3-4-2;3-4-1;3-2-4;3-2-1,3-4-2;3-4-1;3-4-5;3-2-4;3-2-1;3-2-5,3-4-2;3-4-1;3-4-5;3-4-6;3-2-4;3-2-1;3-2-5;3-2-6,0,59.39766666666666,1
5-4-6,0,0,2026-07-28,0.19999999999999996,5,1,0.5,1,0,0,0,2000,400,600,800,まくり差し,5頭展開,0.5,0.5,12860,validation,0.40521,202607280304,6-3-1-4-2,12860,0,0,0,0.8,5-6-3;5-6-1;5-6-4;5-6-2;5-3-6;5-3-1;5-3-4;5-3-2;5-1-6;5-1-3;5-1-4;5-1-2;5-4-6;5-4-3;5-4-1;5-4-2;5-2-6;5-2-3;5-2-1;5-2-4,5-6-3;5-6-1;5-3-6;5-3-1,5-6-3;5-6-1;5-6-4;5-3-6;5-3-1;5-3-4,5-6-3;5-6-1;5-6-4;5-6-2;5-3-6;5-3-1;5-3-4;5-3-2,0.5,40.521,5
1-2-3,0,0,2026-07-28,0.8,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,0.8,0.6,1610,validation,0.52091,202607281511,1-6-4-3-2,0,0,0,0,0.19999999999999996,5-1-6;5-1-4;5-1-3;5-1-2;5-6-1;5-6-4;5-6-3;5-6-2;5-4-1;5-4-6;5-4-3;5-4-2;5-3-1;5-3-6;5-3-4;5-3-2;5-2-1;5-2-6;5-2-4;5-2-3,5-1-6;5-1-4;5-6-1;5-6-4,5-1-6;5-1-4;5-1-3;5-6-1;5-6-4;5-6-3,5-1-6;5-1-4;5-1-3;5-1-2;5-6-1;5-6-4;5-6-3;5-6-2,0,52.091,1
1-2-5,1,0,2026-07-28,1.0,5,0,0.5,0,0,0,0,2000,400,600,800,抜き,5頭展開,1.0,1.0,900,validation,0.6671499999999999,202607281712,2-4-3-1-6,0,0,0,0,0.8,5-2-4;5-2-3;5-2-1;5-2-6;5-4-2;5-4-3;5-4-1;5-4-6;5-3-2;5-3-4;5-3-1;5-3-6;5-1-2;5-1-4;5-1-3;5-1-6;5-6-2;5-6-4;5-6-3;5-6-1,5-2-4;5-2-3;5-4-2;5-4-3,5-2-4;5-2-3;5-2-1;5-4-2;5-4-3;5-4-1,5-2-4;5-2-3;5-2-1;5-2-6;5-4-2;5-4-3;5-4-1;5-4-6,0,66.71499999999999,1
1-3-4,0,0,2026-07-28,0.0,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,0.8,0.6,1000,validation,0.43162666666666666,202607282007,1-4-6-3-2,0,0,0,0,0.4,5-1-4;5-1-6;5-1-3;5-1-2;5-4-1;5-4-6;5-4-3;5-4-2;5-6-1;5-6-4;5-6-3;5-6-2;5-3-1;5-3-4;5-3-6;5-3-2;5-2-1;5-2-4;5-2-6;5-2-3,5-1-4;5-1-6;5-4-1;5-4-6,5-1-4;5-1-6;5-1-3;5-4-1;5-4-6;5-4-3,5-1-4;5-1-6;5-1-3;5-1-2;5-4-1;5-4-6;5-4-3;5-4-2,0,43.16266666666667,1
1-5-3,1,0,2026-07-28,0.4,5,0,0.5,0,0,0,0,2000,400,600,800,抜き,5頭展開,0.19999999999999996,1.0,2410,validation,0.5849466666666667,202607282012,4-1-3-6-2,0,0,0,0,0.8,5-4-1;5-4-3;5-4-6;5-4-2;5-1-4;5-1-3;5-1-6;5-1-2;5-3-4;5-3-1;5-3-6;5-3-2;5-6-4;5-6-1;5-6-3;5-6-2;5-2-4;5-2-1;5-2-3;5-2-6,5-4-1;5-4-3;5-1-4;5-1-3,5-4-1;5-4-3;5-4-6;5-1-4;5-1-3;5-1-6,5-4-1;5-4-3;5-4-6;5-4-2;5-1-4;5-1-3;5-1-6;5-1-2,0,58.494666666666674,1
3-2-6,0,0,2026-07-29,0.0,3,1,0.7278,1,0,0,0,2000,400,600,800,抜き,3まくり,0.8,1.0,2560,validation,0.5154666666666667,202607291502,4-6-2-1-5,2560,0,0,0,0.6,3-4-6;3-4-2;3-4-1;3-4-5;3-6-4;3-6-2;3-6-1;3-6-5;3-2-4;3-2-6;3-2-1;3-2-5;3-1-4;3-1-6;3-1-2;3-1-5;3-5-4;3-5-6;3-5-2;3-5-1,3-4-6;3-4-2;3-6-4;3-6-2,3-4-6;3-4-2;3-4-1;3-6-4;3-6-2;3-6-1,3-4-6;3-4-2;3-4-1;3-4-5;3-6-4;3-6-2;3-6-1;3-6-5,0,52.247666666666674,3
1-6-5,0,0,2026-07-29,0.5,3,0,0.5726,0,0,0,0,2000,400,600,800,逃げ,3まくり,0.5,0.19999999999999996,5840,validation,0.455,202607291805,6-1-4-5-2,0,0,0,0,0.4,3-6-1;3-6-4;3-6-5;3-6-2;3-1-6;3-1-4;3-1-5;3-1-2;3-4-6;3-4-1;3-4-5;3-4-2;3-5-6;3-5-1;3-5-4;3-5-2;3-2-6;3-2-1;3-2-4;3-2-5,3-6-1;3-6-4;3-1-6;3-1-4,3-6-1;3-6-4;3-6-5;3-1-6;3-1-4;3-1-5,3-6-1;3-6-4;3-6-5;3-6-2;3-1-6;3-1-4;3-1-5;3-1-2,-0.5,45.741,1
1-3-4,1,1,2026-07-29,0.5,3,0,0.9154,0,0,0,0,2000,400,600,800,逃げ,3まくり,1.0,0.19999999999999996,350,validation,0.7123166666666668,202607291908,1-4-2-5-6,0,0,0,0,0.8,3-1-4;3-1-2;3-1-5;3-1-6;3-4-1;3-4-2;3-4-5;3-4-6;3-2-1;3-2-4;3-2-5;3-2-6;3-5-1;3-5-4;3-5-2;3-5-6;3-6-1;3-6-4;3-6-2;3-6-5,3-1-4;3-1-2;3-4-1;3-4-2,3-1-4;3-1-2;3-1-5;3-4-1;3-4-2;3-4-5,3-1-4;3-1-2;3-1-5;3-1-6;3-4-1;3-4-2;3-4-5;3-4-6,-0.5,72.84266666666669,1
1-3-5,1,0,2026-07-29,0.8,3,0,0.5726,0,0,0,0,2000,400,600,800,逃げ,3まくり,0.19999999999999996,0.6,700,validation,0.6127333333333334,202607292305,1-4-5-6-2,0,0,0,0,1.0,3-1-4;3-1-5;3-1-6;3-1-2;3-4-1;3-4-5;3-4-6;3-4-2;3-5-1;3-5-4;3-5-6;3-5-2;3-6-1;3-6-4;3-6-5;3-6-2;3-2-1;3-2-4;3-2-5;3-2-6,3-1-4;3-1-5;3-4-1;3-4-5,3-1-4;3-1-5;3-1-6;3-4-1;3-4-5;3-4-6,3-1-4;3-1-5;3-1-6;3-1-2;3-4-1;3-4-5;3-4-6;3-4-2,0,61.35433333333333,1
3-1-6,0,0,2026-07-29,0.6,3,1,0.2891,1,1,1,1,2000,400,600,800,差し,3まくり,0.8,0.19999999999999996,2300,validation,0.5571666666666667,202607292405,1-6-4-2-5,2300,2300,2300,2300,0.4,3-1-6;3-1-4;3-1-2;3-1-5;3-6-1;3-6-4;3-6-2;3-6-5;3-4-1;3-4-6;3-4-2;3-4-5;3-2-1;3-2-6;3-2-4;3-2-5;3-5-1;3-5-6;3-5-4;3-5-2,3-1-6;3-1-4;3-6-1;3-6-4,3-1-6;3-1-4;3-1-2;3-6-1;3-6-4;3-6-2,3-1-6;3-1-4;3-1-2;3-1-5;3-6-1;3-6-4;3-6-2;3-6-5,0,54.663666666666664,3
1-2-3,1,0,2026-07-29,0.0,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,0.0,0.8,500,validation,0.5676566666666667,202607290410,1-2-4-3-6,0,0,0,0,0.8,5-1-2;5-1-4;5-1-3;5-1-6;5-2-1;5-2-4;5-2-3;5-2-6;5-4-1;5-4-2;5-4-3;5-4-6;5-3-1;5-3-2;5-3-4;5-3-6;5-6-1;5-6-2;5-6-4;5-6-3,5-1-2;5-1-4;5-2-1;5-2-4,5-1-2;5-1-4;5-1-3;5-2-1;5-2-4;5-2-3,5-1-2;5-1-4;5-1-3;5-1-6;5-2-1;5-2-4;5-2-3;5-2-6,-0.5,56.76566666666667,1
3-1-2,0,0,2026-07-29,0.19999999999999996,5,0,0.5,0,0,0,0,2000,400,600,800,差し,5頭展開,1.0,0.4,3410,validation,0.41103666666666666,202607291111,2-1-3-6-4,0,0,0,0,1.0,5-2-1;5-2-3;5-2-6;5-2-4;5-1-2;5-1-3;5-1-6;5-1-4;5-3-2;5-3-1;5-3-6;5-3-4;5-6-2;5-6-1;5-6-3;5-6-4;5-4-2;5-4-1;5-4-3;5-4-6,5-2-1;5-2-3;5-1-2;5-1-3,5-2-1;5-2-3;5-2-6;5-1-2;5-1-3;5-1-6,5-2-1;5-2-3;5-2-6;5-2-4;5-1-2;5-1-3;5-1-6;5-1-4,0,41.10366666666667,3
1-3-4,0,0,2026-07-29,0.4,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,0.6,0.19999999999999996,2350,validation,0.4746333333333334,202607291904,2-4-1-3-6,0,0,0,0,0.8,5-2-4;5-2-1;5-2-3;5-2-6;5-4-2;5-4-1;5-4-3;5-4-6;5-1-2;5-1-4;5-1-3;5-1-6;5-3-2;5-3-4;5-3-1;5-3-6;5-6-2;5-6-4;5-6-1;5-6-3,5-2-4;5-2-1;5-4-2;5-4-1,5-2-4;5-2-1;5-2-3;5-4-2;5-4-1;5-4-3,5-2-4;5-2-1;5-2-3;5-2-6;5-4-2;5-4-1;5-4-3;5-4-6,-0.5,47.46333333333334,1
1-2-5,1,0,2026-07-29,0.5,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,1.0,0.6,1380,validation,0.62795,202607292410,4-1-2-3-6,0,0,0,0,0.6,5-4-1;5-4-2;5-4-3;5-4-6;5-1-4;5-1-2;5-1-3;5-1-6;5-2-4;5-2-1;5-2-3;5-2-6;5-3-4;5-3-1;5-3-2;5-3-6;5-6-4;5-6-1;5-6-2;5-6-3,5-4-1;5-4-2;5-1-4;5-1-2,5-4-1;5-4-2;5-4-3;5-1-4;5-1-2;5-1-3,5-4-1;5-4-2;5-4-3;5-4-6;5-1-4;5-1-2;5-1-3;5-1-6,0,62.795,1
3-4-1,1,1,2026-07-30,0.8,3,1,0.5726,1,0,1,1,2000,400,600,800,まくり差し,3まくり,0.6,0.19999999999999996,2700,validation,0.71475,202607300804,6-4-5-1-2,2700,0,2700,2700,1.0,3-6-4;3-6-5;3-6-1;3-6-2;3-4-6;3-4-5;3-4-1;3-4-2;3-5-6;3-5-4;3-5-1;3-5-2;3-1-6;3-1-4;3-1-5;3-1-2;3-2-6;3-2-4;3-2-5;3-2-1,3-6-4;3-6-5;3-4-6;3-4-5,3-6-4;3-6-5;3-6-1;3-4-6;3-4-5;3-4-1,3-6-4;3-6-5;3-6-1;3-6-2;3-4-6;3-4-5;3-4-1;3-4-2,0,71.556,3
5-1-3,0,0,2026-07-30,0.8,3,0,0.0832,0,0,0,0,2000,400,600,800,まくり差し,3まくり,0.4,0.6,3550,validation,0.5375000000000001,202607301010,5-6-1-4-2,0,0,0,0,0.4,3-5-6;3-5-1;3-5-4;3-5-2;3-6-5;3-6-1;3-6-4;3-6-2;3-1-5;3-1-6;3-1-4;3-1-2;3-4-5;3-4-6;3-4-1;3-4-2;3-2-5;3-2-6;3-2-1;3-2-4,3-5-6;3-5-1;3-6-5;3-6-1,3-5-6;3-5-1;3-5-4;3-6-5;3-6-1;3-6-4,3-5-6;3-5-1;3-5-4;3-5-2;3-6-5;3-6-1;3-6-4;3-6-2,0,51.873000000000005,5
4-1-3,1,0,2026-07-30,0.4,3,0,0.3173,0,0,0,0,2000,400,600,800,抜き,3まくり,0.5,0.4,1790,validation,0.612,202607301810,4-1-6-2-5,0,0,0,0,1.0,3-4-1;3-4-6;3-4-2;3-4-5;3-1-4;3-1-6;3-1-2;3-1-5;3-6-4;3-6-1;3-6-2;3-6-5;3-2-4;3-2-1;3-2-6;3-2-5;3-5-4;3-5-1;3-5-6;3-5-2,3-4-1;3-4-6;3-1-4;3-1-6,3-4-1;3-4-6;3-4-2;3-1-4;3-1-6;3-1-2,3-4-1;3-4-6;3-4-2;3-4-5;3-1-4;3-1-6;3-1-2;3-1-5,-0.5,60.419,4
1-2-3,0,0,2026-07-30,0.6,3,0,0.0226,0,0,0,0,2000,400,600,800,逃げ,3まくり,0.0,0.19999999999999996,970,validation,0.308,202607302203,1-5-2-4-6,0,0,0,0,0.19999999999999996,3-1-5;3-1-2;3-1-4;3-1-6;3-5-1;3-5-2;3-5-4;3-5-6;3-2-1;3-2-5;3-2-4;3-2-6;3-4-1;3-4-5;3-4-2;3-4-6;3-6-1;3-6-5;3-6-2;3-6-4,3-1-5;3-1-2;3-5-1;3-5-2,3-1-5;3-1-2;3-1-4;3-5-1;3-5-2;3-5-4,3-1-5;3-1-2;3-1-4;3-1-6;3-5-1;3-5-2;3-5-4;3-5-6,-0.5,28.84,1
4-1-2,1,0,2026-07-30,0.4,3,0,0.6897,0,0,0,0,2000,400,600,800,まくり,3まくり,0.6,0.8,6780,validation,0.6426666666666668,202607302206,4-6-1-2-5,0,0,0,0,0.8,3-4-6;3-4-1;3-4-2;3-4-5;3-6-4;3-6-1;3-6-2;3-6-5;3-1-4;3-1-6;3-1-2;3-1-5;3-2-4;3-2-6;3-2-1;3-2-5;3-5-4;3-5-6;3-5-1;3-5-2,3-4-6;3-4-1;3-6-4;3-6-1,3-4-6;3-4-1;3-4-2;3-6-4;3-6-1;3-6-2,3-4-6;3-4-1;3-4-2;3-4-5;3-6-4;3-6-1;3-6-2;3-6-5,0,64.81566666666669,4
2-4-1,0,0,2026-07-30,0.8,5,0,0.5,0,0,0,0,2000,400,600,800,まくり,5頭展開,0.6,0.4,4880,validation,0.5392033333333333,202607300412,2-4-6-1-3,0,0,0,0,1.0,5-2-4;5-2-6;5-2-1;5-2-3;5-4-2;5-4-6;5-4-1;5-4-3;5-6-2;5-6-4;5-6-1;5-6-3;5-1-2;5-1-4;5-1-6;5-1-3;5-3-2;5-3-4;5-3-6;5-3-1,5-2-4;5-2-6;5-4-2;5-4-6,5-2-4;5-2-6;5-2-1;5-4-2;5-4-6;5-4-1,5-2-4;5-2-6;5-2-1;5-2-3;5-4-2;5-4-6;5-4-1;5-4-3,0,53.920333333333325,2
5-4-2,0,0,2026-07-30,0.0,5,1,0.5,1,1,1,1,2000,400,600,800,差し,5頭展開,0.4,0.0,9330,validation,0.49998333333333334,202607301006,4-2-1-6-3,9330,9330,9330,9330,0.8,5-4-2;5-4-1;5-4-6;5-4-3;5-2-4;5-2-1;5-2-6;5-2-3;5-1-4;5-1-2;5-1-6;5-1-3;5-6-4;5-6-2;5-6-1;5-6-3;5-3-4;5-3-2;5-3-1;5-3-6,5-4-2;5-4-1;5-2-4;5-2-1,5-4-2;5-4-1;5-4-6;5-2-4;5-2-1;5-2-6,5-4-2;5-4-1;5-4-6;5-4-3;5-2-4;5-2-1;5-2-6;5-2-3,0,49.998333333333335,5
5-6-3,0,0,2026-07-30,0.4,5,1,0.5,1,0,1,1,2000,400,600,800,まくり差し,5頭展開,1.0,0.19999999999999996,25950,validation,0.54721,202607301106,6-4-1-3-2,25950,0,25950,25950,0.0,5-6-4;5-6-1;5-6-3;5-6-2;5-4-6;5-4-1;5-4-3;5-4-2;5-1-6;5-1-4;5-1-3;5-1-2;5-3-6;5-3-4;5-3-1;5-3-2;5-2-6;5-2-4;5-2-1;5-2-3,5-6-4;5-6-1;5-4-6;5-4-1,5-6-4;5-6-1;5-6-3;5-4-6;5-4-1;5-4-3,5-6-4;5-6-1;5-6-3;5-6-2;5-4-6;5-4-1;5-4-3;5-4-2,0,54.721,5
1-2-5,1,0,2026-07-30,0.0,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,0.8,1.0,1040,validation,0.6320500000000001,202607301109,1-6-2-4-3,0,0,0,0,1.0,5-1-6;5-1-2;5-1-4;5-1-3;5-6-1;5-6-2;5-6-4;5-6-3;5-2-1;5-2-6;5-2-4;5-2-3;5-4-1;5-4-6;5-4-2;5-4-3;5-3-1;5-3-6;5-3-2;5-3-4,5-1-6;5-1-2;5-6-1;5-6-2,5-1-6;5-1-2;5-1-4;5-6-1;5-6-2;5-6-4,5-1-6;5-1-2;5-1-4;5-1-3;5-6-1;5-6-2;5-6-4;5-6-3,0,63.20500000000001,1
4-2-1,1,0,2026-07-30,0.19999999999999996,5,0,0.5,0,0,0,0,2000,400,600,800,差し,5頭展開,0.0,0.8,6070,validation,0.6365766666666668,202607301609,1-2-4-3-6,0,0,0,0,0.4,5-1-2;5-1-4;5-1-3;5-1-6;5-2-1;5-2-4;5-2-3;5-2-6;5-4-1;5-4-2;5-4-3;5-4-6;5-3-1;5-3-2;5-3-4;5-3-6;5-6-1;5-6-2;5-6-4;5-6-3,5-1-2;5-1-4;5-2-1;5-2-4,5-1-2;5-1-4;5-1-3;5-2-1;5-2-4;5-2-3,5-1-2;5-1-4;5-1-3;5-1-6;5-2-1;5-2-4;5-2-3;5-2-6,-0.5,63.65766666666668,4
1-2-4,0,0,2026-07-30,0.8,5,0,0.5,0,0,0,0,2000,400,600,800,逃げ,5頭展開,0.5,0.4,1690,validation,0.49282000000000004,202607301802,1-4-6-2-3,0,0,0,0,1.0,5-1-4;5-1-6;5-1-2;5-1-3;5-4-1;5-4-6;5-4-2;5-4-3;5-6-1;5-6-4;5-6-2;5-6-3;5-2-1;5-2-4;5-2-6;5-2-3;5-3-1;5-3-4;5-3-6;5-3-2,5-1-4;5-1-6;5-4-1;5-4-6,5-1-4;5-1-6;5-1-2;5-4-1;5-4-6;5-4-2,5-1-4;5-1-6;5-1-2;5-1-3;5-4-1;5-4-6;5-4-2;5-4-3,0,49.282000000000004,1
