date,race_code,venue,race,day_cat,head,combo,score,head_prob,combo_prob,odds_pre,ev_pre,market_within_head,stake,composite_odds_race,tickets_race,hit,payout,actual_combo
2026-08-11,202608110710,07,10R,初日,5,5-1-4,63.9,0.068,0.00481,396.1,1.904,0.07068,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-1-6,63.9,0.068,0.0036,529.7,1.904,0.05286,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-2-1,63.9,0.068,0.00301,632.7,1.904,0.04425,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-2-3,63.9,0.068,0.00397,479.5,1.904,0.05839,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-2-4,63.9,0.068,0.00665,286.5,1.904,0.09772,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-2-6,63.9,0.068,0.00447,425.7,1.904,0.06577,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-3-1,63.9,0.068,0.00305,624.0,1.904,0.04487,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-3-2,63.9,0.068,0.00234,813.5,1.904,0.03442,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-3-4,63.9,0.068,0.00171,1111.0,1.904,0.0252,100,43.76,12,0,0,1-3-4
2026-08-11,202608110710,07,10R,初日,5,5-3-6,63.9,0.068,0.00196,969.3,1.904,0.02888,100,43.76,12,0,0,1-3-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-1-2,60.7,0.0636,0.00535,264.3,1.414,0.0842,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-1-3,60.7,0.0636,0.00522,270.9,1.414,0.08214,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-1-4,60.7,0.0636,0.00457,309.6,1.414,0.07188,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-1-6,60.7,0.0636,0.00222,637.5,1.414,0.03491,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-2-1,60.7,0.0636,0.00431,328.4,1.414,0.06776,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-2-3,60.7,0.0636,0.00405,349.6,1.414,0.06365,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-2-4,60.7,0.0636,0.003,471.2,1.414,0.04723,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-2-6,60.7,0.0636,0.00444,318.7,1.414,0.06982,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-3-1,60.7,0.0636,0.00274,516.1,1.414,0.04312,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-3-2,60.7,0.0636,0.00235,602.1,1.414,0.03696,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-3-4,60.7,0.0636,0.00209,677.4,1.414,0.03285,100,33.66,12,0,0,2-1-4
2026-08-11,202608111304,13,04R,3日目以降,5,5-3-6,60.7,0.0636,0.0017,833.7,1.414,0.02669,100,33.66,12,0,0,2-1-4
2026-08-11,202608112010,20,10R,3日目以降,4,4-1-2,62.23,0.1569,0.01877,74.2,1.393,0.1196,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-1-3,62.23,0.1569,0.01189,117.1,1.393,0.07579,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-1-5,62.23,0.1569,0.0184,75.7,1.393,0.11723,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-1-6,62.23,0.1569,0.00995,139.9,1.393,0.06344,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-2-1,62.23,0.1569,0.01049,132.7,1.393,0.06688,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-2-3,62.23,0.1569,0.00414,336.0,1.393,0.02641,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-2-5,62.23,0.1569,0.00686,203.0,1.393,0.04372,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-2-6,62.23,0.1569,0.00464,300.1,1.393,0.02957,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-3-1,62.23,0.1569,0.00773,180.1,1.393,0.04928,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-3-2,62.23,0.1569,0.00317,439.8,1.393,0.02018,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-3-5,62.23,0.1569,0.00343,406.0,1.393,0.02186,100,13.56,12,0,0,2-1-5
2026-08-11,202608112010,20,10R,3日目以降,4,4-3-6,62.23,0.1569,0.00323,431.4,1.393,0.02057,100,13.56,12,0,0,2-1-5
2026-08-11,202608112110,21,10R,2日目,5,5-1-2,66.18,0.0668,0.00811,193.3,1.568,0.12145,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-1-3,66.18,0.0668,0.00718,218.3,1.568,0.10754,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-1-4,66.18,0.0668,0.00396,396.2,1.568,0.05925,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-1-6,66.18,0.0668,0.00425,368.9,1.568,0.06364,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-2-1,66.18,0.0668,0.00537,291.8,1.568,0.08045,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-2-3,66.18,0.0668,0.00469,334.3,1.568,0.07023,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-2-4,66.18,0.0668,0.00332,472.0,1.568,0.04974,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-2-6,66.18,0.0668,0.00244,641.9,1.568,0.03657,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-3-1,66.18,0.0668,0.00464,337.8,1.568,0.0695,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-3-2,66.18,0.0668,0.0044,356.6,1.568,0.06583,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-3-4,66.18,0.0668,0.0022,713.3,1.568,0.03291,100,30.19,12,0,0,1-5-3
2026-08-11,202608112110,21,10R,2日目,5,5-3-6,66.18,0.0668,0.00137,1146.0,1.568,0.02049,100,30.19,12,0,0,1-5-3
2026-08-11,202608112111,21,11R,2日目,5,5-1-2,64.2,0.0683,0.00572,295.6,1.692,0.08381,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-1-3,64.2,0.0683,0.00754,224.5,1.692,0.11036,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-1-4,64.2,0.0683,0.00485,348.5,1.692,0.07109,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-1-6,64.2,0.0683,0.005,338.4,1.692,0.07321,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-2-1,64.2,0.0683,0.00344,491.6,1.692,0.0504,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-2-3,64.2,0.0683,0.00315,536.8,1.692,0.04615,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-2-4,64.2,0.0683,0.00344,491.6,1.692,0.0504,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-2-6,64.2,0.0683,0.0021,805.3,1.692,0.03077,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-3-1,64.2,0.0683,0.0054,313.4,1.692,0.07905,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-3-2,64.2,0.0683,0.00315,536.8,1.692,0.04615,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-3-4,64.2,0.0683,0.00286,591.2,1.692,0.04191,100,34.7,12,0,0,1-3-2
2026-08-11,202608112111,21,11R,2日目,5,5-3-6,64.2,0.0683,0.0021,805.3,1.692,0.03077,100,34.7,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-1-2,63.15,0.1621,0.01126,198.8,2.239,0.06947,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-1-3,63.15,0.1621,0.00666,335.9,2.239,0.04111,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-1-5,63.15,0.1621,0.01652,135.5,2.239,0.10192,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-1-6,63.15,0.1621,0.00949,235.8,2.239,0.05857,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-2-1,63.15,0.1621,0.01129,198.3,2.239,0.06964,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-2-3,63.15,0.1621,0.00496,451.4,2.239,0.03059,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-2-5,63.15,0.1621,0.01321,169.5,2.239,0.08147,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-2-6,63.15,0.1621,0.00666,335.9,2.239,0.04111,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-3-1,63.15,0.1621,0.00466,480.9,2.239,0.02872,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-3-2,63.15,0.1621,0.00435,514.5,2.239,0.02684,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-3-5,63.15,0.1621,0.00456,490.5,2.239,0.02815,100,23.13,12,0,0,1-3-2
2026-08-11,202608112112,21,12R,2日目,4,4-3-6,63.15,0.1621,0.00316,707.4,2.239,0.01952,100,23.13,12,0,0,1-3-2
2026-08-11,202608112305,23,05R,3日目以降,5,5-1-2,69.32,0.0633,0.00537,318.0,1.709,0.08483,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-1-3,69.32,0.0633,0.00281,608.2,1.709,0.04435,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-1-4,69.32,0.0633,0.00414,412.7,1.709,0.06536,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-1-6,69.32,0.0633,0.00173,990.5,1.709,0.02723,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-2-1,69.32,0.0633,0.00547,312.3,1.709,0.08638,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-2-3,69.32,0.0633,0.00217,787.9,1.709,0.03424,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-2-4,69.32,0.0633,0.00986,173.3,1.709,0.15566,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-2-6,69.32,0.0633,0.00168,1019.0,1.709,0.02647,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-3-1,69.32,0.0633,0.00212,806.2,1.709,0.03346,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-3-2,69.32,0.0633,0.00246,693.4,1.709,0.0389,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-3-4,69.32,0.0633,0.00177,963.0,1.709,0.02801,100,42.22,12,0,0,4-1-6
2026-08-11,202608112305,23,05R,3日目以降,5,5-3-6,69.32,0.0633,0.00089,1926.0,1.709,0.01401,100,42.22,12,0,0,4-1-6
2026-08-12,202608120409,04,09R,2日目,5,5-1-2,66.48,0.0664,0.00521,436.9,2.275,0.07837,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-1-3,66.48,0.0664,0.00382,595.8,2.275,0.05747,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-1-4,66.48,0.0664,0.00271,840.3,2.275,0.04075,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-1-6,66.48,0.0664,0.00347,655.4,2.275,0.05224,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-2-1,66.48,0.0664,0.00653,348.6,2.275,0.09823,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-2-3,66.48,0.0664,0.00396,574.9,2.275,0.05956,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-2-4,66.48,0.0664,0.00458,496.5,2.275,0.06897,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-2-6,66.48,0.0664,0.00472,481.9,2.275,0.07105,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-3-1,66.48,0.0664,0.00292,780.3,2.275,0.04388,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-3-2,66.48,0.0664,0.00305,744.8,2.275,0.04597,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-3-4,66.48,0.0664,0.00181,1260.0,2.275,0.02718,100,49.57,12,0,0,4-6-2
2026-08-12,202608120409,04,09R,2日目,5,5-3-6,66.48,0.0664,0.00312,728.2,2.275,0.04702,100,49.57,12,0,0,4-6-2
2026-08-12,202608121305,13,05R,3日目以降,5,5-1-2,60.58,0.0634,0.00262,499.0,1.305,0.04128,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-1-3,60.58,0.0634,0.00428,305.0,1.305,0.06753,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-1-4,60.58,0.0634,0.0025,522.8,1.305,0.0394,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-1-6,60.58,0.0634,0.00321,406.6,1.305,0.05066,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-2-1,60.58,0.0634,0.00232,563.0,1.305,0.03659,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-2-3,60.58,0.0634,0.0022,593.5,1.305,0.03471,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-2-4,60.58,0.0634,0.00125,1045.0,1.305,0.01971,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-2-6,60.58,0.0634,0.00155,844.6,1.305,0.02439,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-3-1,60.58,0.0634,0.00351,372.2,1.305,0.05534,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-3-2,60.58,0.0634,0.00196,665.4,1.305,0.03096,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-3-4,60.58,0.0634,0.00446,292.8,1.305,0.07035,100,40.22,12,0,0,1-3-6
2026-08-12,202608121305,13,05R,3日目以降,5,5-3-6,60.58,0.0634,0.00262,499.0,1.305,0.04128,100,40.22,12,0,0,1-3-6
2026-08-12,202608121307,13,07R,3日目以降,5,5-1-2,61.69,0.065,0.00731,204.1,1.491,0.1125,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-1-3,61.69,0.065,0.00501,297.8,1.491,0.0771,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-1-4,61.69,0.065,0.00537,277.9,1.491,0.08263,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-1-6,61.69,0.065,0.00491,304.0,1.491,0.07553,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-2-1,61.69,0.065,0.00567,262.9,1.491,0.08734,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-2-3,61.69,0.065,0.00296,503.2,1.491,0.04563,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-2-4,61.69,0.065,0.0024,621.0,1.491,0.03698,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-2-6,61.69,0.065,0.00296,503.2,1.491,0.04563,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-3-1,61.69,0.065,0.00317,470.7,1.491,0.04878,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-3-2,61.69,0.065,0.0021,711.8,1.491,0.03226,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-3-4,61.69,0.065,0.00164,912.0,1.491,0.02518,100,32.86,12,0,0,1-2-4
2026-08-12,202608121307,13,07R,3日目以降,5,5-3-6,61.69,0.065,0.00189,788.8,1.491,0.02911,100,32.86,12,0,0,1-2-4
2026-08-12,202608121911,19,11R,2日目,5,5-1-2,63.34,0.067,0.00548,416.1,2.281,0.08188,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-1-3,63.34,0.067,0.00543,420.0,2.281,0.08112,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-1-4,63.34,0.067,0.00657,347.1,2.281,0.09816,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-1-6,63.34,0.067,0.00499,457.2,2.281,0.07452,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-2-1,63.34,0.067,0.0038,600.8,2.281,0.05671,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-2-3,63.34,0.067,0.00264,864.4,2.281,0.03942,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-2-4,63.34,0.067,0.00303,752.7,2.281,0.04527,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-2-6,63.34,0.067,0.0033,690.6,2.281,0.04934,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-3-1,63.34,0.067,0.00426,535.9,2.281,0.06358,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-3-2,63.34,0.067,0.0024,950.2,2.281,0.03586,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-3-4,63.34,0.067,0.00255,893.2,2.281,0.03815,100,48.88,12,0,0,1-3-4
2026-08-12,202608121911,19,11R,2日目,5,5-3-6,63.34,0.067,0.00221,1030.0,2.281,0.03308,100,48.88,12,0,0,1-3-4
2026-08-12,202608122012,20,12R,3日目以降,5,5-1-2,68.62,0.0641,0.00798,209.3,1.671,0.12461,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-1-3,68.62,0.0641,0.00581,287.8,1.671,0.09062,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-1-4,68.62,0.0641,0.00638,261.9,1.671,0.09958,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-1-6,68.62,0.0641,0.0052,321.4,1.671,0.08114,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-2-1,68.62,0.0641,0.00458,365.1,1.671,0.07143,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-2-3,68.62,0.0641,0.00265,630.1,1.671,0.04139,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-2-4,68.62,0.0641,0.00274,608.9,1.671,0.04283,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-2-6,68.62,0.0641,0.00228,733.5,1.671,0.03556,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-3-1,68.62,0.0641,0.00288,579.2,1.671,0.04503,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-3-2,68.62,0.0641,0.00216,774.4,1.671,0.03368,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-3-4,68.62,0.0641,0.00196,852.2,1.671,0.0306,100,36.19,12,0,0,1-2-3
2026-08-12,202608122012,20,12R,3日目以降,5,5-3-6,68.62,0.0641,0.00155,1080.0,1.671,0.02415,100,36.19,12,0,0,1-2-3
2026-08-12,202608122105,21,05R,3日目以降,5,5-1-2,62.52,0.0659,0.00654,367.1,2.401,0.09917,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-1-3,62.52,0.0659,0.00549,436.9,2.401,0.08332,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-1-4,62.52,0.0659,0.0064,375.1,2.401,0.09705,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-1-6,62.52,0.0659,0.00549,436.9,2.401,0.08332,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-2-1,62.52,0.0659,0.00334,719.0,2.401,0.05063,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-2-3,62.52,0.0659,0.00341,704.4,2.401,0.05168,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-2-4,62.52,0.0659,0.00313,767.0,2.401,0.04746,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-2-6,62.52,0.0659,0.00264,908.3,2.401,0.04008,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-3-1,62.52,0.0659,0.00376,639.1,2.401,0.05696,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-3-2,62.52,0.0659,0.00264,908.3,2.401,0.04008,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-3-4,62.52,0.0659,0.0016,1500.0,2.401,0.02427,100,52.29,12,0,0,1-4-2
2026-08-12,202608122105,21,05R,3日目以降,5,5-3-6,62.52,0.0659,0.00146,1643.0,2.401,0.02216,100,52.29,12,0,0,1-4-2
2026-08-12,202608122210,22,10R,初日,5,5-1-2,70.75,0.063,0.00461,473.5,2.182,0.07317,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-1-3,70.75,0.063,0.00469,465.6,2.182,0.07441,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-1-4,70.75,0.063,0.00547,398.6,2.182,0.08692,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-1-6,70.75,0.063,0.00295,738.7,2.182,0.0469,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-2-1,70.75,0.063,0.00323,675.7,2.182,0.05128,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-2-3,70.75,0.063,0.00189,1154.0,2.182,0.03002,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-2-4,70.75,0.063,0.00339,644.2,2.182,0.05378,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-2-6,70.75,0.063,0.00244,893.6,2.182,0.03877,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-3-1,70.75,0.063,0.00339,644.2,2.182,0.05378,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-3-2,70.75,0.063,0.00122,1787.0,2.182,0.01939,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-3-4,70.75,0.063,0.00185,1178.0,2.182,0.02941,100,59.63,12,0,0,3-4-6
2026-08-12,202608122210,22,10R,初日,5,5-3-6,70.75,0.063,0.00146,1497.0,2.182,0.02314,100,59.63,12,0,0,3-4-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-1-2,63.48,0.067,0.00623,383.2,2.386,0.09292,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-1-3,63.48,0.067,0.00561,424.9,2.386,0.0838,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-1-4,63.48,0.067,0.00454,524.9,2.386,0.06784,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-1-6,63.48,0.067,0.0034,701.8,2.386,0.05074,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-2-1,63.48,0.067,0.0042,567.8,2.386,0.06271,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-2-3,63.48,0.067,0.00367,650.6,2.386,0.05473,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-2-4,63.48,0.067,0.00458,520.5,2.386,0.06841,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-2-6,63.48,0.067,0.00264,905.2,2.386,0.03934,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-3-1,63.48,0.067,0.00531,449.3,2.386,0.07925,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-3-2,63.48,0.067,0.00248,960.9,2.386,0.03706,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-3-4,63.48,0.067,0.00241,991.5,2.386,0.03591,100,51.36,12,0,0,4-2-6
2026-08-12,202608122310,23,10R,3日目以降,5,5-3-6,63.48,0.067,0.00137,1735.0,2.386,0.02052,100,51.36,12,0,0,4-2-6
2026-08-12,202608122312,23,12R,3日目以降,5,5-1-2,70.89,0.0627,0.00899,345.4,3.104,0.14326,100,69.35,12,0,0,2-1-5
2026-08-12,202608122312,23,12R,3日目以降,5,5-1-3,70.89,0.0627,0.00512,605.8,3.104,0.08168,100,69.35,12,0,0,2-1-5
2026-08-12,202608122312,23,12R,3日目以降,5,5-1-4,70.89,0.0627,0.00515,602.9,3.104,0.08207,100,69.35,12,0,0,2-1-5
2026-08-12,202608122312,23,12R,3日目以降,5,5-1-6,70.89,0.0627,0.00389,798.7,3.104,0.06195,100,69.35,12,0,0,2-1-5
2026-08-12,202608122312,23,12R,3日目以降,5,5-2-1,70.89,0.0627,0.00386,803.9,3.104,0.06155,100,69.35,12,0,0,2-1-5
2026-08-12,202608122312,23,12R,3日目以降,5,5-2-3,70.89,0.0627,0.00255,1217.0,3.104,0.04066,100,69.35,12,0,0,2-1-5
2026-08-12,202608122312,23,12R,3日目以降,5,5-2-4,70.89,0.0627,0.00248,1254.0,3.104,0.03946,100,69.35,12,0,0,2-1-5
2026-08-12,202608122312,23,12R,3日目以降,5,5-2-6,70.89,0.0627,0.00245,1266.0,3.104,0.03908,100,69.35,12,0,0,2-1-5
