race_code,branch,confidence,status,points,rank,rank_col,actual_combo,hit,invest,return,payout100
202608162407,1逃げ,0.7315963645014492,UNSETTLED,,,,5-1-3,,,,7440
202608162409,1逃げ,0.6797976941251171,UNSETTLED,,,,2-1-5,,,,2670
202608162410,1逃げ,0.6955543339594767,SETTLED,7,15,v110_rank20,1-3-5,0,700,0,1620
202608162412,1逃げ,0.42499284544228155,UNSETTLED,,,,4-5-1,,,,4740
202608170201,5頭,0.2207680869813131,NO_SOURCE,,,,,,,,
202608170202,4カド,0.31967502775965134,NO_SOURCE,,,,,,,,
202608170203,5頭,0.25829133634864615,NO_SOURCE,,,,,,,,
202608170204,5頭,0.48183985311525596,NO_SOURCE,,,,,,,,
202608170205,1逃げ,0.6089699192699132,SETTLED,7,13,v110_rank20,1-5-4,0,700,0,4470
202608170206,5頭,0.31392545894118834,NO_SOURCE,,,,,,,,
202608170207,1逃げ,0.796989612150305,SETTLED,7,14,v110_rank20,1-2-3,0,700,0,1090
202608170208,1逃げ,0.4918540221427223,UNSETTLED,,,,2-1-5,,,,2320
202608170209,1逃げ,0.5305698574605457,UNSETTLED,,,,3-2-5,,,,10300
202608170210,1逃げ,0.574320897788075,SETTLED,7,5,v110_rank20,1-3-5,1,700,1330,1330
202608170211,1逃げ,0.5679694621495305,UNSETTLED,,,,3-4-5,,,,15090
202608170212,1逃げ,0.4789223895729169,UNSETTLED,,,,4-3-6,,,,18840
202608170501,1逃げ,0.5197022257864838,UNSETTLED,,,,6-2-1,,,,8240
202608170503,5頭,0.4089514731314527,NO_SOURCE,,,,,,,,
202608170505,1逃げ,0.6993425642381345,UNSETTLED,,,,2-1-6,,,,14490
202608170506,1逃げ,0.4428373566303795,UNSETTLED,,,,4-5-6,,,,870
202608170507,1逃げ,0.45963784326956897,UNSETTLED,,,,3-4-1,,,,2680
202608170508,1逃げ,0.5019255957518063,UNSETTLED,,,,5-4-6,,,,17160
202608170509,1逃げ,0.6260921712753454,SETTLED,7,13,v110_rank20,1-3-6,0,700,0,3280
202608170510,1逃げ,0.7007623758887587,SETTLED,7,2,v110_rank20,1-3-4,1,700,660,660
202608170511,1逃げ,0.7525690845930886,SETTLED,7,2,v110_rank20,1-2-3,1,700,360,360
202608170512,1逃げ,0.8888620505591331,UNSETTLED,,,,4-1-6,,,,2290
202608170901,1逃げ,0.5518596026332214,UNSETTLED,,,,5-4-1,,,,54340
202608170902,5頭,0.27732225582241843,UNSETTLED,,,,2-3-6,,,,18950
202608170903,3まくり差し,0.2604732804060468,NO_SOURCE,,,,,,,,
202608170904,1逃げ,0.43416499344166765,UNSETTLED,,,,4-5-6,,,,8620
202608170905,1逃げ,0.6726355414125652,SETTLED,7,5,v110_rank20,1-2-4,1,700,1090,1090
202608170907,4カド,0.2925254011383257,NO_SOURCE,,,,,,,,
202608170908,3まくり差し,0.22934434724826738,NO_SOURCE,,,,,,,,
202608170909,1逃げ,0.5670554890870831,UNSETTLED,,,,2-1-5,,,,1770
202608170910,1逃げ,0.44426126937307236,UNSETTLED,,,,3-1-6,,,,3980
202608170911,1逃げ,0.6156045541833135,SETTLED,7,13,v110_rank20,1-2-3,0,700,0,2810
202608170912,1逃げ,0.8143056457222387,SETTLED,7,3,v110_rank20,1-4-6,1,700,1220,1220
202608171001,1逃げ,0.74796944990646,SETTLED,7,10,v110_rank20,1-4-2,0,700,0,3360
202608171002,1逃げ,0.710033891860885,SETTLED,7,3,v110_rank20,1-2-6,1,700,840,840
202608171004,1逃げ,0.6932609775863103,UNSETTLED,,,,6-3-2,,,,52310
202608171005,1逃げ,0.7435785608808224,SETTLED,7,5,v110_rank20,1-3-2,1,700,1010,1010
202608171006,1逃げ,0.5133866694545084,UNSETTLED,,,,3-1-5,,,,10680
202608171007,5頭,0.4729102383968091,NO_SOURCE,,,,,,,,
202608171008,5頭,0.3355176101029908,NO_SOURCE,,,,,,,,
202608171009,1逃げ,0.6622306314710736,SETTLED,7,15,v110_rank20,1-4-6,0,700,0,4340
202608171011,1逃げ,0.8067034696171483,SETTLED,7,6,v110_rank20,1-3-2,1,700,770,770
202608171012,1逃げ,0.6436328686689965,SETTLED,7,2,v110_rank20,1-3-2,1,700,720,720
202608171101,1逃げ,0.6770467945217149,UNSETTLED,,,,4-1-3,,,,5510
202608171102,1逃げ,0.7160896554756553,SETTLED,7,4,v110_rank20,1-3-2,1,700,980,980
202608171103,3まくり,0.20269165966477445,NO_SOURCE,,,,,,,,
202608171104,3まくり,0.30087906607114934,NO_SOURCE,,,,,,,,
202608171105,1逃げ,0.5203694492094536,UNSETTLED,,,,6-1-2,,,,6210
202608171106,1逃げ,0.5528992364734623,SETTLED,7,3,v110_rank20,1-3-2,1,700,1770,1770
202608171107,3まくり,0.22315868823083,NO_SOURCE,,,,,,,,
202608171108,1逃げ,0.4716852517824953,UNSETTLED,,,,3-2-5,,,,2650
202608171109,1逃げ,0.6117825278260354,UNSETTLED,,,,3-1-6,,,,24050
202608171110,1逃げ,0.639506451792666,SETTLED,7,3,v110_rank20,1-3-2,1,700,1260,1260
202608171111,1逃げ,0.8104062704035585,UNSETTLED,,,,2-5-4,,,,105030
202608171112,1逃げ,0.6194365509281585,SETTLED,7,9,v110_rank20,1-3-2,0,700,0,1590
202608171203,1逃げ,0.5041120452045382,UNSETTLED,,,,3-4-2,,,,5770
202608171204,1逃げ,0.7078166925293259,NO_SOURCE,,,,,,,,
202608171205,1逃げ,0.4950552117310743,UNSETTLED,,,,2-4-6,,,,13650
202608171206,1逃げ,0.6425071943141367,UNSETTLED,,,,5-4-1,,,,7100
202608171208,1逃げ,0.641863919888572,UNSETTLED,,,,2-4-1,,,,9690
202608171209,1逃げ,0.6211255703072056,SETTLED,7,1,v110_rank20,1-3-2,1,700,560,560
202608171210,1逃げ,0.589765498401156,SETTLED,7,4,v110_rank20,1-2-4,1,700,840,840
202608171211,1逃げ,0.5691317577898691,UNSETTLED,,,,2-3-4,,,,7440
202608171212,1逃げ,0.7318617119337655,SETTLED,7,16,v110_rank20,1-2-3,0,700,0,940
202608171302,1逃げ,0.6019075479277137,SETTLED,7,2,v110_rank20,1-4-2,1,700,850,850
202608171303,1逃げ,0.500385001248574,SETTLED,7,3,v110_rank20,1-5-3,1,700,1690,1690
202608171306,1逃げ,0.7717690847329922,UNSETTLED,,,,4-5-3,,,,13620
202608171307,1逃げ,0.4559811956393304,UNSETTLED,,,,3-1-5,,,,1560
202608171308,1逃げ,0.7038344857144687,SETTLED,7,1,v110_rank20,1-2-4,1,700,400,400
202608171309,1逃げ,0.5960130177357202,UNSETTLED,,,,4-2-5,,,,6640
202608171310,1逃げ,0.5873186260689865,UNSETTLED,,,,3-5-4,,,,40600
202608171312,1逃げ,0.7308420677023494,SETTLED,7,13,v110_rank20,1-5-3,0,700,0,5900
202608171401,1逃げ,0.7307981268666239,SETTLED,7,1,v110_rank20,1-2-4,1,700,490,490
202608171402,1逃げ,0.8387756365980745,SETTLED,7,13,v110_rank20,1-4-3,0,700,0,1890
202608171404,1逃げ,0.4371710585998986,SETTLED,7,10,v110_rank20,1-6-2,0,700,0,5520
202608171405,1逃げ,0.45621577728769336,SETTLED,7,3,v110_rank20,1-5-4,1,700,3170,3170
202608171406,3まくり差し,0.22358354056967966,NO_SOURCE,,,,,,,,
202608171407,1逃げ,0.43110374204359375,SETTLED,7,2,v110_rank20,1-3-4,1,700,1370,1370
202608171409,4カド,0.36922906933327054,NO_SOURCE,,,,,,,,
202608171410,3まくり差し,0.28291065897892836,NO_SOURCE,,,,,,,,
202608171411,1逃げ,0.6834776787649605,SETTLED,7,6,v110_rank20,1-6-2,1,700,4670,4670
202608171412,1逃げ,0.7256239915224597,SETTLED,7,9,v110_rank20,1-3-2,0,700,0,1070
202608171501,1逃げ,0.5071057708696394,SETTLED,7,5,v110_rank20,1-4-6,1,700,1090,1090
202608171502,1逃げ,0.4184340483813852,SETTLED,7,9,v110_rank20,1-2-5,0,700,0,2630
202608171503,5頭,0.20088121944367746,NO_SOURCE,,,,,,,,
202608171504,1逃げ,0.5206534413603847,UNSETTLED,,,,5-2-6,,,,3770
202608171505,1逃げ,0.42272203696591276,SETTLED,7,3,v110_rank20,1-5-6,1,700,1910,1910
202608171506,1逃げ,0.6270359811888426,SETTLED,7,3,v110_rank20,1-5-3,1,700,1260,1260
202608171507,1逃げ,0.46074568599102655,SETTLED,7,3,v110_rank20,1-5-3,1,700,1360,1360
202608171508,1逃げ,0.8049954518799959,SETTLED,7,1,v110_rank20,1-2-4,1,700,480,480
202608171509,1逃げ,0.6307462445222038,UNSETTLED,,,,2-1-3,,,,5220
202608171510,1逃げ,0.6230243864731744,UNSETTLED,,,,2-6-1,,,,72330
202608171511,1逃げ,0.6130409899372987,SETTLED,7,1,v110_rank20,1-2-4,1,700,570,570
202608171512,1逃げ,0.6902696692815702,UNSETTLED,,,,2-1-3,,,,6300
202608171701,1逃げ,0.7613991241471296,SETTLED,7,2,v110_rank20,1-2-3,1,700,330,330
202608171702,1逃げ,0.7827210718991588,SETTLED,7,1,v110_rank20,1-4-6,1,700,720,720
202608171703,1逃げ,0.507325194527993,SETTLED,7,1,v110_rank20,1-2-6,1,700,1040,1040
202608171705,1逃げ,0.8462276257471233,SETTLED,7,6,v110_rank20,1-3-2,1,700,760,760
202608171706,3まくり差し,0.22296301865148477,NO_SOURCE,,,,,,,,
202608171707,5頭,0.31641292306052604,NO_SOURCE,,,,,,,,
202608171708,5頭,0.26419032966395944,NO_SOURCE,,,,,,,,
202608171710,1逃げ,0.4213777579339535,UNSETTLED,,,,5-4-1,,,,14820
202608171711,1逃げ,0.5207442969064244,UNSETTLED,,,,2-1-4,,,,630
202608171712,1逃げ,0.6437524871710658,SETTLED,7,2,v110_rank20,1-3-4,1,700,650,650
202608171801,1逃げ,0.7174374650655878,SETTLED,7,2,v110_rank20,1-2-3,1,700,530,530
202608171802,1逃げ,0.6767106404707012,UNSETTLED,,,,3-4-6,,,,4180
202608171803,1逃げ,0.8522925172785063,SETTLED,7,1,v110_rank20,1-4-2,1,700,630,630
202608171805,1逃げ,0.5385291169433893,UNSETTLED,,,,3-1-4,,,,1340
202608171806,3まくり,0.26853700818563403,NO_SOURCE,,,,,,,,
202608171807,1逃げ,0.7269863604408837,SETTLED,7,3,v110_rank20,1-2-6,1,700,910,910
202608171808,3まくり,0.23273559129779098,NO_SOURCE,,,,,,,,
202608171809,1逃げ,0.7119177968116281,SETTLED,7,2,v110_rank20,1-5-2,1,700,920,920
202608171810,5頭,0.23686408329192105,NO_SOURCE,,,,,,,,
202608171811,5頭,0.2846012829379067,NO_SOURCE,,,,,,,,
202608171812,1逃げ,0.6873754681586185,SETTLED,7,7,v110_rank20,1-3-6,1,700,3050,3050
202608172001,1逃げ,0.49431938647309953,UNSETTLED,,,,3-1-6,,,,3200
202608172002,1逃げ,0.7098927049149028,SETTLED,7,3,v110_rank20,1-2-4,1,700,2420,2420
202608172003,1逃げ,0.5289850263099005,UNSETTLED,,,,5-3-1,,,,4200
202608172004,1逃げ,0.6702387574601841,SETTLED,7,1,v110_rank20,1-3-6,1,700,530,530
202608172005,1逃げ,0.7123494253624374,SETTLED,7,5,v110_rank20,1-2-6,1,700,2240,2240
202608172006,1逃げ,0.43137691825896407,SETTLED,7,3,v110_rank20,1-2-3,1,700,750,750
202608172007,1逃げ,0.6189135526160623,SETTLED,7,6,v110_rank20,1-4-2,1,700,810,810
202608172008,1逃げ,0.5841171307471326,SETTLED,7,1,v110_rank20,1-2-3,1,700,290,290
202608172009,1逃げ,0.5181121003483372,UNSETTLED,,,,3-5-1,,,,1810
202608172010,1逃げ,0.7094876744747924,SETTLED,7,9,v110_rank20,1-2-4,0,700,0,1050
202608172011,1逃げ,0.6187683186265373,UNSETTLED,,,,6-2-4,,,,84060
202608172012,1逃げ,0.7540498762849773,UNSETTLED,,,,2-3-1,,,,7020
202608172201,1逃げ,0.5848575945974558,UNSETTLED,,,,3-1-2,,,,2790
202608172202,3まくり,0.25797890064053725,NO_SOURCE,,,,,,,,
202608172203,1逃げ,0.5360570495879191,SETTLED,7,2,v110_rank20,1-3-2,1,700,920,920
202608172204,5頭,0.26593751290977674,NO_SOURCE,,,,,,,,
202608172205,1逃げ,0.6112887705574243,UNSETTLED,,,,3-4-5,,,,10540
202608172206,1逃げ,0.545581939458299,SETTLED,7,13,v110_rank20,1-3-2,0,700,0,1000
202608172207,1逃げ,0.80185747220752,SETTLED,7,11,v110_rank20,1-3-4,0,700,0,1060
202608172208,3まくり,0.29978561249532376,NO_SOURCE,,,,,,,,
202608172209,1逃げ,0.6799374438607366,SETTLED,7,12,v110_rank20,1-3-6,0,700,0,2600
202608172210,1逃げ,0.4007354843439004,SETTLED,7,12,v110_rank20,1-2-5,0,700,0,2000
202608172211,1逃げ,0.5797856775050519,SETTLED,7,2,v110_rank20,1-2-3,1,700,540,540
202608172212,1逃げ,0.58961268150343,SETTLED,7,1,v110_rank20,1-3-4,1,700,720,720
202608172401,1逃げ,0.4302574602650876,SETTLED,7,1,v110_rank20,1-2-3,1,700,370,370
202608172402,1逃げ,0.5454303300003343,SETTLED,7,6,v110_rank20,1-2-3,1,700,1400,1400
202608172403,1逃げ,0.49221010361363954,UNSETTLED,,,,2-3-4,,,,2250
202608172404,1逃げ,0.41482600047594537,UNSETTLED,,,,2-4-3,,,,10430
202608172405,1逃げ,0.7015095755224618,SETTLED,7,4,v110_rank20,1-2-3,1,700,700,700
202608172406,1逃げ,0.6379892462404856,SETTLED,7,1,v110_rank20,1-2-6,1,700,410,410
202608172407,1逃げ,0.43929020986588585,SETTLED,7,4,v110_rank20,1-2-3,1,700,690,690
202608172408,1逃げ,0.528180833299042,UNSETTLED,,,,2-5-1,,,,3320
202608172409,4カド,0.2756014945376228,NO_SOURCE,,,,,,,,
202608172410,1逃げ,0.6324123179327802,SETTLED,7,4,v110_rank20,1-2-3,1,700,730,730
202608172411,1逃げ,0.4576286055522653,UNSETTLED,,,,4-2-3,,,,7580
202608172412,1逃げ,0.7358877280643166,SETTLED,7,6,v110_rank20,1-2-3,1,700,440,440
202608180501,3まくり,0.34573758039482827,UNSETTLED,,,,2-1-4,,,,6460
202608180502,1逃げ,0.4663567961561771,UNSETTLED,,,,4-2-1,,,,2640
202608180504,1逃げ,0.4916555163734963,UNSETTLED,,,,5-2-1,,,,15870
202608180505,1逃げ,0.5063249077814631,SETTLED,7,12,v110_rank20,1-6-3,0,700,0,6750
202608180506,1逃げ,0.7360163612254845,UNSETTLED,,,,5-1-6,,,,8020
202608180507,1逃げ,0.7282313646507812,SETTLED,7,4,v110_rank20,1-2-3,1,700,1730,1730
202608180509,1逃げ,0.8099793367842136,SETTLED,7,2,v110_rank20,1-2-3,1,700,310,310
202608180510,1逃げ,0.6350665413264551,SETTLED,7,6,v110_rank20,1-2-4,1,700,840,840
202608180511,1逃げ,0.7883675738485103,SETTLED,7,10,v110_rank20,1-3-5,0,700,0,2420
202608180512,1逃げ,0.8160192806325567,SETTLED,7,6,v110_rank20,1-4-6,1,700,1450,1450
202608180901,1逃げ,0.6174483407262609,SETTLED,7,9,v110_rank20,1-3-5,0,700,0,1580
202608180904,4カド,0.20835612576631146,NO_SOURCE,,,,,,,,
202608180905,1逃げ,0.6753264525316687,SETTLED,7,3,v110_rank20,1-2-3,1,700,850,850
202608180906,1逃げ,0.5397676792854303,SETTLED,7,3,v110_rank20,1-5-2,1,700,1710,1710
202608180908,5頭,0.5450398472317151,NO_SOURCE,,,,,,,,
202608180909,1逃げ,0.4913379475908644,SETTLED,7,1,v110_rank20,1-3-5,1,700,950,950
202608180910,1逃げ,0.672926268922902,SETTLED,7,2,v110_rank20,1-2-3,1,700,310,310
202608180911,1逃げ,0.606653371689178,SETTLED,7,2,v110_rank20,1-5-2,1,700,930,930
202608180912,1逃げ,0.6900388736807243,UNSETTLED,,,,4-3-2,,,,3800
202608181001,1逃げ,0.7852732430830683,UNSETTLED,,,,4-1-3,,,,5780
202608181002,1逃げ,0.4202582564401654,UNSETTLED,,,,4-1-5,,,,10520
202608181003,1逃げ,0.5325718306738079,UNSETTLED,,,,5-3-1,,,,4940
202608181004,1逃げ,0.4555316452985078,SETTLED,7,1,v110_rank20,1-2-6,1,700,1240,1240
202608181005,1逃げ,0.49966947076558893,UNSETTLED,,,,6-1-5,,,,2450
202608181006,1逃げ,0.5195552688436292,SETTLED,7,4,v110_rank20,1-2-5,1,700,1130,1130
202608181008,4カド,0.3003844083856373,NO_SOURCE,,,,,,,,
202608181010,1逃げ,0.6688158965971247,SETTLED,7,4,v110_rank20,1-2-3,1,700,480,480
202608181011,1逃げ,0.773973579533885,UNSETTLED,,,,2-3-1,,,,12850
202608181012,1逃げ,0.6511940191026676,UNSETTLED,,,,6-1-4,,,,53230
202608181101,3まくり,0.33714637252752294,UNSETTLED,,,,3-2-5,,,,4080
202608181102,1逃げ,0.6855955806259391,UNSETTLED,,,,2-5-1,,,,17100
202608181103,5頭,0.39349645392405164,UNSETTLED,,,,3-5-4,,,,2260
202608181105,1逃げ,0.6830273624923303,SETTLED,7,2,v110_rank20,1-2-4,1,700,820,820
202608181106,1逃げ,0.6366237911415539,UNSETTLED,,,,4-1-5,,,,4200
202608181107,3まくり,0.2447526122807119,NO_SOURCE,,,,,,,,
202608181108,1逃げ,0.5723860042637791,UNSETTLED,,,,2-5-4,,,,2930
202608181109,1逃げ,0.8065181863581449,SETTLED,7,3,v110_rank20,1-2-3,1,700,1350,1350
202608181110,1逃げ,0.8482330274982125,UNSETTLED,,,,3-1-2,,,,6620
202608181111,1逃げ,0.6882523142895323,UNSETTLED,,,,3-2-5,,,,7650
202608181112,1逃げ,0.8587689369803495,SETTLED,7,1,v110_rank20,1-2-4,1,700,390,390
202608181201,1逃げ,0.6455701427236817,SETTLED,7,3,v110_rank20,1-4-2,1,700,600,600
202608181202,1逃げ,0.6345600912522856,UNSETTLED,,,,2-3-4,,,,1120
202608181204,1逃げ,0.5849481086159419,SETTLED,7,2,v110_rank20,1-4-5,1,700,1710,1710
202608181205,1逃げ,0.6594037387515237,SETTLED,7,14,v110_rank20,1-3-4,0,700,0,5540
202608181206,1逃げ,0.4415127846073407,SETTLED,7,1,v110_rank20,1-3-4,1,700,590,590
202608181207,1逃げ,0.5379438072104323,UNSETTLED,,,,5-2-3,,,,6790
202608181208,1逃げ,0.6714304511120879,SETTLED,7,19,v110_rank20,1-3-4,0,700,0,1860
202608181209,1逃げ,0.5830138293193982,UNSETTLED,,,,4-1-5,,,,7030
202608181210,1逃げ,0.4212905663481417,UNSETTLED,,,,4-6-2,,,,41750
202608181211,1逃げ,0.7290927392921773,SETTLED,7,3,v110_rank20,1-2-3,1,700,420,420
202608181212,1逃げ,0.7036482622342424,SETTLED,7,18,v110_rank20,1-3-6,0,700,0,3390
202608181301,1逃げ,0.40175978651971,UNSETTLED,,,,2-1-3,,,,1540
202608181302,1逃げ,0.6530118720247382,SETTLED,7,1,v110_rank20,1-6-3,1,700,1050,1050
202608181303,1逃げ,0.48269577286331244,UNSETTLED,,,,4-2-5,,,,6240
202608181305,1逃げ,0.43214119562871145,UNSETTLED,,,,6-1-5,,,,6930
202608181306,1逃げ,0.7195267477894338,UNSETTLED,,,,4-1-6,,,,1650
202608181307,1逃げ,0.5525695838007258,UNSETTLED,,,,6-5-1,,,,6970
202608181308,1逃げ,0.5937512630557417,SETTLED,7,3,v110_rank20,1-6-5,1,700,5040,5040
202608181309,1逃げ,0.561485308267725,SETTLED,7,5,v110_rank20,1-3-2,1,700,2540,2540
202608181310,1逃げ,0.6183269160694881,SETTLED,7,1,v110_rank20,1-2-6,1,700,880,880
202608181311,1逃げ,0.6486575589428872,SETTLED,7,1,v110_rank20,1-3-5,1,700,900,900
202608181312,1逃げ,0.685339870043587,UNSETTLED,,,,4-6-1,,,,2310
202608181401,1逃げ,0.6877418993893322,SETTLED,7,9,v110_rank20,1-6-5,0,700,0,5420
202608181402,1逃げ,0.5828981823959442,UNSETTLED,,,,5-2-1,,,,17920
202608181403,5頭,0.34307242029136886,NO_SOURCE,,,,,,,,
202608181404,1逃げ,0.5273567401810625,SETTLED,7,18,v110_rank20,1-3-5,0,700,0,20890
202608181405,5頭,0.32582944748444115,NO_SOURCE,,,,,,,,
202608181406,3まくり差し,0.18087183926212877,NO_SOURCE,,,,,,,,
202608181407,3まくり差し,0.26822325870598995,NO_SOURCE,,,,,,,,
202608181408,1逃げ,0.4148386684633673,SETTLED,7,12,v110_rank20,1-3-2,0,700,0,2620
202608181409,1逃げ,0.5030715968590532,SETTLED,7,5,v110_rank20,1-6-2,1,700,1390,1390
202608181410,1逃げ,0.5660385348566175,SETTLED,7,4,v110_rank20,1-6-2,1,700,3500,3500
202608181411,1逃げ,0.8227103556078149,SETTLED,7,4,v110_rank20,1-2-3,1,700,540,540
202608181412,1逃げ,0.5759165885974286,UNSETTLED,,,,5-4-6,,,,76480
202608181501,5頭,0.23453559831074197,NO_SOURCE,,,,,,,,
202608181502,5頭,0.3774848502709597,NO_SOURCE,,,,,,,,
202608181504,4カド,0.2097399855960065,NO_SOURCE,,,,,,,,
202608181505,4カド,0.4127332323593118,NO_SOURCE,,,,,,,,
202608181506,1逃げ,0.5133326304045414,UNSETTLED,,,,5-4-1,,,,6100
202608181507,1逃げ,0.5491402416752067,UNSETTLED,,,,3-1-6,,,,830
202608181508,1逃げ,0.6871239373609964,SETTLED,7,14,v110_rank20,1-4-6,0,700,0,3130
202608181509,1逃げ,0.6801302572797011,SETTLED,7,5,v110_rank20,1-2-5,1,700,3210,3210
202608181510,1逃げ,0.7498109241167665,SETTLED,7,9,v110_rank20,1-4-6,0,700,0,3730
202608181511,1逃げ,0.6380648497850516,SETTLED,7,4,v110_rank20,1-3-5,1,700,1420,1420
202608181512,1逃げ,0.745945453900879,SETTLED,7,13,v110_rank20,1-5-3,0,700,0,6980
202608181601,4カド,0.3304457258709894,NO_SOURCE,,,,,,,,
202608181603,1逃げ,0.572449474938029,SETTLED,7,5,v110_rank20,1-2-6,1,700,3060,3060
202608181605,1逃げ,0.6816156889976224,UNSETTLED,,,,4-1-5,,,,1050
202608181606,1逃げ,0.6733764492367237,UNSETTLED,,,,3-1-6,,,,1260
202608181607,4カド,0.2631235345430939,NO_SOURCE,,,,,,,,
202608181608,5頭,0.135995385374188,UNSETTLED,,,,6-3-2,,,,6710
202608181609,4カド,0.32810037575149625,NO_SOURCE,,,,,,,,
202608181610,1逃げ,0.5544462412563906,UNSETTLED,,,,4-1-3,,,,2340
202608181611,1逃げ,0.5102222533108383,UNSETTLED,,,,2-4-6,,,,16380
202608181612,1逃げ,0.6295093660590801,UNSETTLED,,,,5-1-3,,,,8400
202608181701,1逃げ,0.687642079773684,SETTLED,7,11,v110_rank20,1-6-3,0,700,0,6020
202608181702,1逃げ,0.6685220314333223,UNSETTLED,,,,3-1-4,,,,2040
202608181703,1逃げ,0.7991741917572017,SETTLED,7,7,v110_rank20,1-4-6,1,700,2220,2220
202608181704,1逃げ,0.748279458759421,UNSETTLED,,,,5-3-6,,,,23110
202608181705,1逃げ,0.799337929655342,SETTLED,7,2,v110_rank20,1-6-4,1,700,970,970
202608181706,5頭,0.3532376673470271,NO_SOURCE,,,,,,,,
202608181707,1逃げ,0.5520798695699292,UNSETTLED,,,,3-4-1,,,,3890
202608181708,1逃げ,0.5557917020624464,SETTLED,7,18,v110_rank20,1-5-3,0,700,0,1330
202608181709,1逃げ,0.8101243525180916,SETTLED,7,16,v110_rank20,1-3-5,0,700,0,1990
202608181710,1逃げ,0.7648786715118444,SETTLED,7,4,v110_rank20,1-2-4,1,700,660,660
202608181711,1逃げ,0.7406342360054846,SETTLED,7,20,v110_rank20,1-5-3,0,700,0,3420
202608181712,1逃げ,0.847945945924343,SETTLED,7,9,v110_rank20,1-4-6,0,700,0,2930
202608181801,1逃げ,0.5614423776087851,UNSETTLED,,,,2-5-3,,,,14910
202608181802,1逃げ,0.6775856235090562,SETTLED,7,1,v110_rank20,1-3-6,1,700,1050,1050
202608181805,1逃げ,0.8059387465102508,UNSETTLED,,,,3-1-6,,,,5030
202608181807,1逃げ,0.5970383439525287,UNSETTLED,,,,2-1-3,,,,950
202608181808,1逃げ,0.6025825214303506,UNSETTLED,,,,2-5-6,,,,710
202608181809,1逃げ,0.8126515635830023,UNSETTLED,,,,4-2-6,,,,64300
202608181810,1逃げ,0.43783162173656665,UNSETTLED,,,,4-5-6,,,,12600
202608181811,3まくり差し,0.29149870091176816,NO_SOURCE,,,,,,,,
202608181812,1逃げ,0.7218803339530351,SETTLED,7,3,v110_rank20,1-3-5,1,700,570,570
202608182001,3まくり,0.2642124982962558,UNSETTLED,,,,3-1-6,,,,680
202608182002,5頭,0.23325714117874652,NO_SOURCE,,,,,,,,
202608182003,1逃げ,0.7842017024559383,SETTLED,7,7,v110_rank20,1-3-6,1,700,830,830
202608182004,1逃げ,0.675290676206832,UNSETTLED,,,,5-1-2,,,,1220
202608182005,1逃げ,0.5790471416582845,SETTLED,7,3,v110_rank20,1-2-3,1,700,1300,1300
202608182006,1逃げ,0.6912571103582521,SETTLED,7,4,v110_rank20,1-6-4,1,700,5060,5060
202608182007,1逃げ,0.6526568702516755,UNSETTLED,,,,3-1-5,,,,15450
202608182008,1逃げ,0.6124636693007757,SETTLED,7,3,v110_rank20,1-2-6,1,700,1370,1370
202608182009,1逃げ,0.6463710397823211,SETTLED,7,5,v110_rank20,1-5-3,1,700,1370,1370
202608182010,1逃げ,0.7279946071645996,SETTLED,7,12,v110_rank20,1-5-6,0,700,0,1610
202608182011,1逃げ,0.8206546763885435,SETTLED,7,5,v110_rank20,1-4-5,1,700,1170,1170
202608182012,1逃げ,0.755719707347162,SETTLED,7,3,v110_rank20,1-3-2,1,700,770,770
202608190501,1逃げ,0.45975934764509496,UNSETTLED,,,,5-1-3,,,,10980
202608190502,1逃げ,0.47642774004935334,UNSETTLED,,,,5-4-1,,,,24540
202608190503,1逃げ,0.7092339047552688,SETTLED,7,13,v110_rank20,1-2-5,0,700,0,4340
202608190504,1逃げ,0.6691292913038794,UNSETTLED,,,,2-1-5,,,,5680
202608190505,1逃げ,0.6931558921654285,UNSETTLED,,,,4-5-6,,,,2890
202608190507,1逃げ,0.5866773962665115,SETTLED,7,5,v110_rank20,1-4-2,1,700,2380,2380
202608190508,1逃げ,0.4151173399730934,SETTLED,7,2,v110_rank20,1-2-3,1,700,980,980
202608190509,1逃げ,0.646101955904518,UNSETTLED,,,,4-2-5,,,,40070
202608190510,1逃げ,0.6809949009334386,SETTLED,7,3,v110_rank20,1-2-3,1,700,740,740
202608190511,1逃げ,0.8424967434344266,SETTLED,7,5,v110_rank20,1-6-3,1,700,2420,2420
202608190512,1逃げ,0.7254022735383799,SETTLED,7,2,v110_rank20,1-2-3,1,700,450,450
202608190901,1逃げ,0.5024685704422224,UNSETTLED,,,,2-1-5,,,,8280
202608190902,3まくり差し,0.2369759541836532,NO_SOURCE,,,,,,,,
202608190903,1逃げ,0.6324747552456765,SETTLED,7,5,v110_rank20,1-2-5,1,700,1150,1150
202608190904,1逃げ,0.702159852628853,UNSETTLED,,,,4-2-5,,,,11960
202608190905,1逃げ,0.5616402388472562,SETTLED,7,3,v110_rank20,1-3-2,1,700,710,710
202608190906,1逃げ,0.7250015204710626,SETTLED,7,5,v110_rank20,1-2-4,1,700,680,680
202608190907,4カド,0.2630542256009671,NO_SOURCE,,,,,,,,
202608190908,1逃げ,0.5779025575700842,UNSETTLED,,,,5-1-3,,,,4050
202608190909,1逃げ,0.6776938362415841,SETTLED,7,2,v110_rank20,1-6-5,1,700,2000,2000
202608190910,1逃げ,0.6901815551298929,SETTLED,7,3,v110_rank20,1-2-3,1,700,520,520
