race_code,branch,confidence,status,points,rank,rank_col,actual_combo,hit,invest,return,payout100
202608010101,4カド,0.3986846503887561,NO_SOURCE,,,,,,,,
202608010102,3まくり,0.35269392606776706,NO_SOURCE,,,,,,,,
202608010104,3まくり,0.3754008942035524,NO_SOURCE,,,,,,,,
202608010105,4カド,0.21792436168921753,NO_SOURCE,,,,,,,,
202608010106,1逃げ,0.6253497132332937,SETTLED,7,3,v110_rank20,1-4-2,1,700,1550,1550
202608010107,1逃げ,0.46220700064183506,UNSETTLED,,,,3-2-1,,,,2440
202608010108,1逃げ,0.7860767675710547,SETTLED,7,7,v110_rank20,1-2-6,1,700,2080,2080
202608010109,4カド,0.3032191301204927,NO_SOURCE,,,,,,,,
202608010110,3まくり,0.22569000502158643,NO_SOURCE,,,,,,,,
202608010111,3まくり,0.2799812562271824,NO_SOURCE,,,,,,,,
202608010112,1逃げ,0.5634212011587268,SETTLED,7,9,v110_rank20,1-2-3,0,700,0,1240
202608010501,3まくり,0.24731455672050595,NO_SOURCE,,,,,,,,
202608010502,1逃げ,0.4553269291087082,UNSETTLED,,,,3-5-1,,,,9540
202608010503,1逃げ,0.5884957631513605,SETTLED,7,4,v110_rank20,1-2-4,1,700,1270,1270
202608010505,1逃げ,0.7232030421624877,UNSETTLED,,,,3-6-4,,,,91580
202608010506,1逃げ,0.5994658230288054,SETTLED,7,1,v110_rank20,1-4-6,1,700,870,870
202608010507,1逃げ,0.8290264133425562,SETTLED,7,1,v110_rank20,1-3-4,1,700,470,470
202608010508,1逃げ,0.7614593279387867,SETTLED,7,4,v110_rank20,1-3-2,1,700,1290,1290
202608010509,1逃げ,0.6347388554249522,SETTLED,7,9,v110_rank20,1-6-5,0,700,0,2840
202608010510,1逃げ,0.6894651134698284,SETTLED,7,3,v110_rank20,1-3-6,1,700,2150,2150
202608010511,1逃げ,0.7441745470915223,SETTLED,7,2,v110_rank20,1-3-4,1,700,680,680
202608010512,1逃げ,0.680791643481713,UNSETTLED,,,,3-1-5,,,,11510
202608010601,1逃げ,0.45516701930225606,UNSETTLED,,,,2-1-5,,,,12870
202608010602,1逃げ,0.6465195010936097,SETTLED,7,1,v110_rank20,1-2-6,1,700,1070,1070
202608010603,5頭,0.3519225017073194,NO_SOURCE,,,,,,,,
202608010604,1逃げ,0.778859286477549,SETTLED,7,19,v110_rank20,1-4-6,0,700,0,1780
202608010606,3まくり差し,0.3336257100221093,NO_SOURCE,,,,,,,,
202608010607,3まくり差し,0.19968795251948046,NO_SOURCE,,,,,,,,
202608010608,1逃げ,0.7561010177269943,UNSETTLED,,,,4-3-1,,,,4100
202608010609,1逃げ,0.7458473749448953,UNSETTLED,,,,3-1-6,,,,980
202608010610,1逃げ,0.7882079102088346,SETTLED,7,10,v110_rank20,1-5-4,0,700,0,2890
202608010611,1逃げ,0.6763743269977203,UNSETTLED,,,,5-4-6,,,,52700
202608010612,1逃げ,0.5600316687687902,SETTLED,7,12,v110_rank20,1-2-4,0,700,0,1710
202608010801,1逃げ,0.7568218265344248,UNSETTLED,,,,2-1-4,,,,2220
202608010802,1逃げ,0.664755256208747,SETTLED,7,2,v110_rank20,1-2-5,1,700,600,600
202608010803,1逃げ,0.5865425594688324,SETTLED,7,1,v110_rank20,1-2-4,1,700,740,740
202608010804,1逃げ,0.516846132275837,UNSETTLED,,,,5-1-2,,,,3250
202608010806,1逃げ,0.7163812513482732,SETTLED,7,8,v110_rank20,1-2-3,0,700,0,1050
202608010807,3まくり,0.35147321805875603,NO_SOURCE,,,,,,,,
202608010808,1逃げ,0.4487454423030696,SETTLED,7,2,v110_rank20,1-3-2,1,700,870,870
202608010809,1逃げ,0.5642818851190362,SETTLED,7,1,v110_rank20,1-4-3,1,700,850,850
202608010810,1逃げ,0.6522663415875234,SETTLED,7,5,v110_rank20,1-3-6,1,700,2740,2740
202608010811,1逃げ,0.634370768906336,SETTLED,7,3,v110_rank20,1-3-4,1,700,610,610
202608010812,1逃げ,0.7041799244531768,UNSETTLED,,,,2-3-5,,,,48060
202608011001,1逃げ,0.4747325291867415,SETTLED,7,7,v110_rank20,1-2-4,1,700,850,850
202608011002,5頭,0.25098767873247124,NO_SOURCE,,,,,,,,
202608011003,1逃げ,0.6862396398821827,UNSETTLED,,,,4-3-5,,,,12030
202608011004,1逃げ,0.5360406821519952,SETTLED,7,2,v110_rank20,1-5-6,1,700,1580,1580
202608011005,1逃げ,0.7191000378232704,SETTLED,7,1,v110_rank20,1-4-6,1,700,970,970
202608011006,1逃げ,0.666029867358533,SETTLED,7,1,v110_rank20,1-4-6,1,700,2510,2510
202608011007,1逃げ,0.4755706094639566,UNSETTLED,,,,4-1-6,,,,1630
202608011008,4カド,0.37289105160607766,NO_SOURCE,,,,,,,,
202608011009,1逃げ,0.485315148854406,SETTLED,7,5,v110_rank20,1-2-3,1,700,1190,1190
202608011010,1逃げ,0.6503272510844894,SETTLED,7,2,v110_rank20,1-3-4,1,700,550,550
202608011011,1逃げ,0.5618034646704746,SETTLED,7,3,v110_rank20,1-2-4,1,700,760,760
202608011012,1逃げ,0.6498856645604668,UNSETTLED,,,,6-4-5,,,,105110
202608011101,1逃げ,0.823729721551437,SETTLED,7,9,v110_rank20,1-6-5,0,700,0,5960
202608011102,1逃げ,0.6995295942351588,SETTLED,7,4,v110_rank20,1-2-6,1,700,2330,2330
202608011103,1逃げ,0.4792050516166767,UNSETTLED,,,,3-5-4,,,,20940
202608011104,1逃げ,0.7455277212221009,SETTLED,7,3,v110_rank20,1-5-6,1,700,2900,2900
202608011105,1逃げ,0.759339654722621,SETTLED,7,4,v110_rank20,1-4-3,1,700,1610,1610
202608011106,1逃げ,0.6008359765439256,SETTLED,7,4,v110_rank20,1-4-3,1,700,1180,1180
202608011109,1逃げ,0.6704711303991878,SETTLED,7,19,v110_rank20,1-4-6,0,700,0,4860
202608011110,1逃げ,0.8326349405403993,SETTLED,7,3,v110_rank20,1-4-3,1,700,1530,1530
202608011111,1逃げ,0.7583091106079392,SETTLED,7,8,v110_rank20,1-3-4,0,700,0,1850
202608011112,1逃げ,0.7743255546168669,UNSETTLED,,,,5-2-1,,,,12310
202608011301,3まくり,0.202848309814884,UNSETTLED,,,,2-5-1,,,,201040
202608011303,1逃げ,0.4262390461585383,UNSETTLED,,,,2-6-3,,,,4910
202608011304,1逃げ,0.605530884636391,UNSETTLED,,,,2-1-5,,,,1380
202608011305,1逃げ,0.7193965568543914,UNSETTLED,,,,2-5-1,,,,9050
202608011306,1逃げ,0.5060370652914308,UNSETTLED,,,,4-1-2,,,,1350
202608011307,1逃げ,0.6587011512667995,UNSETTLED,,,,2-6-5,,,,7990
202608011308,1逃げ,0.6382435811829607,UNSETTLED,,,,4-6-5,,,,2310
202608011309,1逃げ,0.49845617322911473,SETTLED,7,8,v110_rank20,1-3-2,0,700,0,1300
202608011310,1逃げ,0.7515119641756393,UNSETTLED,,,,3-1-4,,,,1510
202608011311,1逃げ,0.7121333171850164,SETTLED,7,7,v110_rank20,1-3-6,1,700,1840,1840
202608011312,1逃げ,0.6730806680134891,SETTLED,7,16,v110_rank20,1-4-5,0,700,0,3240
202608011501,1逃げ,0.41912912044467154,SETTLED,7,14,v110_rank20,1-5-2,0,700,0,4090
202608011502,1逃げ,0.6156575450692744,SETTLED,7,1,v110_rank20,1-5-3,1,700,810,810
202608011503,1逃げ,0.7432937976297663,SETTLED,7,4,v110_rank20,1-2-5,1,700,710,710
202608011504,3まくり差し,0.3273663156576324,NO_SOURCE,,,,,,,,
202608011505,1逃げ,0.634006106655574,SETTLED,7,1,v110_rank20,1-3-6,1,700,1090,1090
202608011506,5頭,0.42344228764114594,NO_SOURCE,,,,,,,,
202608011507,1逃げ,0.5588453952154713,SETTLED,7,1,v110_rank20,1-3-4,1,700,920,920
202608011509,1逃げ,0.6912333663275612,SETTLED,7,10,v110_rank20,1-3-5,0,700,0,1230
202608011510,1逃げ,0.639601900640715,SETTLED,7,7,v110_rank20,1-4-2,1,700,1500,1500
202608011511,1逃げ,0.6892001799615238,SETTLED,7,4,v110_rank20,1-2-3,1,700,530,530
202608011512,1逃げ,0.6403221759438141,SETTLED,7,5,v110_rank20,1-3-6,1,700,910,910
202608011601,1逃げ,0.7039219373526784,SETTLED,7,11,v110_rank20,1-6-4,0,700,0,2660
202608011602,1逃げ,0.45431823509520275,SETTLED,7,1,v110_rank20,1-4-3,1,700,950,950
202608011603,1逃げ,0.5648439816132104,UNSETTLED,,,,5-4-1,,,,1220
202608011604,1逃げ,0.7133113266783342,SETTLED,7,1,v110_rank20,1-3-6,1,700,1020,1020
202608011605,4カド,0.33081593944221505,UNSETTLED,,,,1-3-6,,,,4420
202608011606,1逃げ,0.5626239864385424,SETTLED,7,7,v110_rank20,1-2-5,1,700,1840,1840
202608011607,1逃げ,0.6478564550938333,SETTLED,7,1,v110_rank20,1-4-6,1,700,1060,1060
202608011608,1逃げ,0.42245945821791847,SETTLED,7,9,v110_rank20,1-4-6,0,700,0,2030
202608011609,1逃げ,0.5627914972360399,SETTLED,7,3,v110_rank20,1-4-3,1,700,1060,1060
202608011610,1逃げ,0.5785735089117946,SETTLED,7,9,v110_rank20,1-4-2,0,700,0,2640
202608011611,1逃げ,0.7354171758300425,SETTLED,7,2,v110_rank20,1-3-2,1,700,630,630
202608011612,1逃げ,0.6931416002388554,SETTLED,7,16,v110_rank20,1-6-2,0,700,0,10590
202608011801,1逃げ,0.6675531023687853,SETTLED,7,5,v110_rank20,1-2-3,1,700,540,540
202608011803,1逃げ,0.7089908788248204,SETTLED,7,1,v110_rank20,1-2-6,1,700,570,570
202608011804,1逃げ,0.6659765305682809,SETTLED,7,5,v110_rank20,1-3-2,1,700,1090,1090
202608011805,1逃げ,0.7051707727832899,UNSETTLED,,,,2-1-4,,,,10260
202608011806,5頭,0.2556147701269204,NO_SOURCE,,,,,,,,
202608011807,1逃げ,0.5732538732716111,UNSETTLED,,,,2-3-5,,,,22620
202608011808,1逃げ,0.5225704390935301,UNSETTLED,,,,3-1-4,,,,6990
202608011809,1逃げ,0.5789528807523373,SETTLED,7,11,v110_rank20,1-3-2,0,700,0,1100
202608011810,1逃げ,0.6600030560077321,UNSETTLED,,,,3-1-2,,,,4060
202608011811,1逃げ,0.5481345326770476,UNSETTLED,,,,2-1-4,,,,4470
202608011812,1逃げ,0.7682207211980719,SETTLED,7,1,v110_rank20,1-2-5,1,700,730,730
202608012001,1逃げ,0.7051665263149218,UNSETTLED,,,,3-1-6,,,,20640
202608012002,1逃げ,0.47803836517999254,SETTLED,7,1,v110_rank20,1-6-3,1,700,1370,1370
202608012003,1逃げ,0.6737153004836561,SETTLED,7,1,v110_rank20,1-5-6,1,700,1640,1640
202608012004,1逃げ,0.5578863302684719,UNSETTLED,,,,3-6-4,,,,26910
202608012005,1逃げ,0.6051247083785246,UNSETTLED,,,,4-1-2,,,,7760
202608012007,1逃げ,0.6535142193497776,UNSETTLED,,,,5-1-2,,,,1720
202608012010,1逃げ,0.7912910507220243,SETTLED,7,7,v110_rank20,1-4-3,1,700,1100,1100
202608012011,1逃げ,0.6367578221735476,SETTLED,7,6,v110_rank20,1-2-3,1,700,770,770
202608012012,1逃げ,0.649120703424449,UNSETTLED,,,,5-4-6,,,,12730
202608012201,1逃げ,0.8053081853274059,SETTLED,7,7,v110_rank20,1-2-3,1,700,690,690
202608012203,3まくり,0.28631215070522037,NO_SOURCE,,,,,,,,
202608012204,3まくり,0.2596566650873685,NO_SOURCE,,,,,,,,
202608012205,3まくり,0.17850215425286034,NO_SOURCE,,,,,,,,
202608012206,1逃げ,0.4392540558983244,SETTLED,7,1,v110_rank20,1-2-4,1,700,940,940
202608012207,1逃げ,0.5320736011829343,SETTLED,7,15,v110_rank20,1-3-5,0,700,0,4930
202608012208,1逃げ,0.4932027538671102,SETTLED,7,13,v110_rank20,1-5-6,0,700,0,13100
202608012209,1逃げ,0.8434926788050099,SETTLED,7,2,v110_rank20,1-2-3,1,700,420,420
202608012210,3まくり,0.37513038572072505,NO_SOURCE,,,,,,,,
202608012211,1逃げ,0.5284750309216424,UNSETTLED,,,,3-1-4,,,,2680
202608012212,1逃げ,0.8191832951356539,SETTLED,7,1,v110_rank20,1-2-5,1,700,730,730
202608012301,1逃げ,0.6937283566234527,SETTLED,7,6,v110_rank20,1-2-3,1,700,650,650
202608012302,1逃げ,0.6322395442363002,SETTLED,7,15,v110_rank20,1-5-6,0,700,0,8070
202608012303,1逃げ,0.7902388302276929,SETTLED,7,4,v110_rank20,1-5-6,1,700,4510,4510
202608012304,1逃げ,0.42638864398659154,UNSETTLED,,,,2-3-4,,,,2760
202608012305,1逃げ,0.7937315798920231,SETTLED,7,4,v110_rank20,1-3-4,1,700,580,580
202608012308,5頭,0.41324531573283035,NO_SOURCE,,,,,,,,
202608012309,1逃げ,0.7265343151061775,SETTLED,7,10,v110_rank20,1-2-3,0,700,0,960
202608012310,1逃げ,0.8221690557966047,SETTLED,7,15,v110_rank20,1-3-5,0,700,0,4280
202608012311,1逃げ,0.6663456597916205,UNSETTLED,,,,4-5-3,,,,21670
202608012312,1逃げ,0.796816258468926,UNSETTLED,,,,2-5-1,,,,43320
202608020101,3まくり,0.3163194087851109,NO_SOURCE,,,,,,,,
202608020102,5頭,0.36835336881681174,NO_SOURCE,,,,,,,,
202608020103,1逃げ,0.5127730109807421,SETTLED,7,10,v110_rank20,1-6-3,0,700,0,5570
202608020105,1逃げ,0.4171791325344725,UNSETTLED,,,,3-2-1,,,,3270
202608020106,1逃げ,0.5829812137933121,SETTLED,7,16,v110_rank20,1-4-5,0,700,0,6830
202608020107,1逃げ,0.43445291556487114,UNSETTLED,,,,5-2-4,,,,113910
202608020109,4カド,0.421718643996629,NO_SOURCE,,,,,,,,
202608020110,1逃げ,0.44863990015333377,UNSETTLED,,,,5-4-1,,,,7510
202608020111,1逃げ,0.4871019183281338,SETTLED,7,2,v110_rank20,1-4-3,1,700,1020,1020
202608020112,1逃げ,0.7079068579265924,SETTLED,7,14,v110_rank20,1-5-3,0,700,0,5890
202608020501,5頭,0.3528312423145128,NO_SOURCE,,,,,,,,
202608020503,4カド,0.18680535809165766,NO_SOURCE,,,,,,,,
202608020504,1逃げ,0.45931747646604454,UNSETTLED,,,,3-2-5,,,,2840
202608020505,1逃げ,0.5033990327841343,SETTLED,7,13,v110_rank20,1-4-2,0,700,0,2950
202608020506,1逃げ,0.6364305376713282,UNSETTLED,,,,6-1-5,,,,87450
202608020507,1逃げ,0.6059624561558239,UNSETTLED,,,,5-2-6,,,,10450
202608020508,1逃げ,0.7104170382012523,SETTLED,7,8,v110_rank20,1-6-5,0,700,0,2110
202608020509,1逃げ,0.6552282417119736,SETTLED,7,6,v110_rank20,1-4-6,1,700,1120,1120
202608020510,1逃げ,0.4066003409928222,SETTLED,7,1,v110_rank20,1-2-4,1,700,950,950
202608020511,1逃げ,0.529797495598856,SETTLED,7,2,v110_rank20,1-2-3,1,700,560,560
202608020512,1逃げ,0.7872614118248662,SETTLED,7,10,v110_rank20,1-3-2,0,700,0,2830
202608020603,5頭,0.2774565487376615,UNSETTLED,,,,1-4-2,,,,2340
202608020604,1逃げ,0.8274092820010865,SETTLED,7,17,v110_rank20,1-4-5,0,700,0,2590
202608020605,1逃げ,0.40554885339840824,UNSETTLED,,,,2-4-6,,,,2320
202608020606,5頭,0.3975238765971577,NO_SOURCE,,,,,,,,
202608020607,1逃げ,0.4948497320748464,SETTLED,7,7,v110_rank20,1-2-4,1,700,6440,6440
202608020608,1逃げ,0.818257705773817,SETTLED,7,3,v110_rank20,1-4-5,1,700,630,630
202608020609,1逃げ,0.7180801791821946,UNSETTLED,,,,4-2-5,,,,5280
202608020610,1逃げ,0.811790753768463,SETTLED,7,4,v110_rank20,1-2-3,1,700,750,750
202608020611,1逃げ,0.6866312769752488,UNSETTLED,,,,5-1-2,,,,3950
202608020612,1逃げ,0.8755781172004049,SETTLED,7,19,v110_rank20,1-6-2,0,700,0,25400
202608020801,1逃げ,0.7158025639057645,UNSETTLED,,,,3-1-2,,,,6660
202608020802,5頭,0.3852384082360417,NO_SOURCE,,,,,,,,
202608020803,1逃げ,0.5173764219647179,UNSETTLED,,,,3-5-1,,,,1420
202608020804,1逃げ,0.6515527653255613,UNSETTLED,,,,3-1-4,,,,10230
202608020805,1逃げ,0.7165072070993873,UNSETTLED,,,,2-1-3,,,,2300
202608020806,1逃げ,0.8210519243382072,SETTLED,7,10,v110_rank20,1-6-5,0,700,0,14390
202608020807,3まくり,0.25579729217364655,NO_SOURCE,,,,,,,,
202608020808,1逃げ,0.6342034732477777,SETTLED,7,1,v110_rank20,1-5-4,1,700,590,590
202608020809,1逃げ,0.7027146001209668,SETTLED,7,17,v110_rank20,1-4-2,0,700,0,14220
202608020810,1逃げ,0.8882328751286808,SETTLED,7,1,v110_rank20,1-2-4,1,700,560,560
202608020811,1逃げ,0.8330979257002433,SETTLED,7,2,v110_rank20,1-4-2,1,700,1190,1190
202608020812,1逃げ,0.7593892173510075,SETTLED,7,19,v110_rank20,1-2-6,0,700,0,3560
202608021101,1逃げ,0.8278678542798845,UNSETTLED,,,,4-6-5,,,,18840
202608021102,1逃げ,0.8242967068608916,SETTLED,7,4,v110_rank20,1-3-4,1,700,540,540
202608021103,1逃げ,0.6512284378327902,SETTLED,7,13,v110_rank20,1-4-2,0,700,0,2370
202608021104,1逃げ,0.739786799868751,SETTLED,7,9,v110_rank20,1-4-2,0,700,0,1300
202608021105,1逃げ,0.7701058363953478,SETTLED,7,7,v110_rank20,1-5-4,1,700,1760,1760
202608021106,1逃げ,0.7393836375927272,SETTLED,7,5,v110_rank20,1-2-4,1,700,670,670
202608021107,1逃げ,0.708068943897056,SETTLED,7,12,v110_rank20,1-3-4,0,700,0,1010
202608021108,1逃げ,0.7910387517674248,SETTLED,7,8,v110_rank20,1-2-4,0,700,0,1170
202608021109,1逃げ,0.7221476496136029,UNSETTLED,,,,2-1-3,,,,2430
202608021110,1逃げ,0.7895065686618103,SETTLED,7,19,v110_rank20,1-2-6,0,700,0,3410
202608021111,1逃げ,0.7083916014971996,SETTLED,7,2,v110_rank20,1-2-4,1,700,550,550
202608021112,1逃げ,0.7552506640678043,SETTLED,7,3,v110_rank20,1-2-3,1,700,930,930
202608021301,1逃げ,0.4422037296415389,UNSETTLED,,,,3-1-4,,,,1750
202608021303,1逃げ,0.5799371479246387,SETTLED,7,2,v110_rank20,1-2-5,1,700,1300,1300
202608021304,5頭,0.19435868082596264,NO_SOURCE,,,,,,,,
202608021305,1逃げ,0.688467954156854,UNSETTLED,,,,3-4-5,,,,40720
202608021306,1逃げ,0.8309387147573136,SETTLED,7,4,v110_rank20,1-3-4,1,700,900,900
202608021307,1逃げ,0.6261418341431698,SETTLED,7,2,v110_rank20,1-3-5,1,700,830,830
202608021308,1逃げ,0.6332569783626519,UNSETTLED,,,,2-1-6,,,,1250
202608021309,1逃げ,0.6542284262642514,SETTLED,7,1,v110_rank20,1-4-3,1,700,820,820
202608021310,1逃げ,0.7229867918075625,UNSETTLED,,,,2-1-5,,,,3970
202608021311,1逃げ,0.5789109376055002,UNSETTLED,,,,3-1-5,,,,1910
202608021312,1逃げ,0.6742972231333082,SETTLED,7,7,v110_rank20,1-4-5,1,700,1970,1970
202608021501,4カド,0.21266589150432091,NO_SOURCE,,,,,,,,
202608021502,1逃げ,0.45160611636828174,SETTLED,7,2,v110_rank20,1-2-3,1,700,440,440
202608021503,1逃げ,0.5793146062124885,SETTLED,7,11,v110_rank20,1-3-2,0,700,0,1020
202608021504,1逃げ,0.6166663115658743,UNSETTLED,,,,2-1-5,,,,15140
202608021505,1逃げ,0.5782896100250313,UNSETTLED,,,,4-1-3,,,,29950
202608021507,1逃げ,0.560308782536929,UNSETTLED,,,,2-3-5,,,,97400
202608021508,4カド,0.19053316184673247,NO_SOURCE,,,,,,,,
202608021509,1逃げ,0.5764870588933807,SETTLED,7,14,v110_rank20,1-5-4,0,700,0,2230
202608021510,1逃げ,0.6102553032888494,SETTLED,7,6,v110_rank20,1-2-3,1,700,750,750
202608021511,1逃げ,0.764820775107673,SETTLED,7,2,v110_rank20,1-2-3,1,700,850,850
202608021512,1逃げ,0.6247250861313894,SETTLED,7,6,v110_rank20,1-3-4,1,700,1690,1690
202608021601,1逃げ,0.5911504094199388,UNSETTLED,,,,3-6-1,,,,22400
202608021602,1逃げ,0.5514785367572289,UNSETTLED,,,,6-5-4,,,,9250
202608021603,1逃げ,0.5939228674477419,UNSETTLED,,,,2-6-3,,,,8150
202608021604,1逃げ,0.5208253811299695,UNSETTLED,,,,4-5-2,,,,2750
202608021605,1逃げ,0.6480873313982239,SETTLED,7,6,v110_rank20,1-2-3,1,700,760,760
202608021606,1逃げ,0.6714195340929416,SETTLED,7,4,v110_rank20,1-4-2,1,700,650,650
202608021607,1逃げ,0.5575144129737679,SETTLED,7,20,v110_rank20,1-5-4,0,700,0,13570
202608021608,1逃げ,0.45726412042732006,SETTLED,7,4,v110_rank20,1-3-2,1,700,2130,2130
202608021609,1逃げ,0.5439402373404087,UNSETTLED,,,,4-1-3,,,,5850
202608021610,1逃げ,0.5494433373381701,SETTLED,7,2,v110_rank20,1-5-6,1,700,1780,1780
202608021611,1逃げ,0.7069902407272042,SETTLED,7,8,v110_rank20,1-4-2,0,700,0,1130
202608021612,1逃げ,0.701815539315701,UNSETTLED,,,,5-2-3,,,,6550
202608022002,1逃げ,0.5082573848602208,SETTLED,7,10,v110_rank20,1-2-3,0,700,0,750
202608022003,1逃げ,0.6730063616927415,UNSETTLED,,,,3-6-4,,,,24950
202608022004,1逃げ,0.7958816269649873,SETTLED,7,5,v110_rank20,1-3-6,1,700,1200,1200
202608022005,1逃げ,0.598087774402319,SETTLED,7,3,v110_rank20,1-4-3,1,700,1180,1180
202608022006,1逃げ,0.7878238655265363,SETTLED,7,15,v110_rank20,1-2-6,0,700,0,1850
202608022007,1逃げ,0.8318128986078048,SETTLED,7,3,v110_rank20,1-5-4,1,700,1620,1620
202608022008,1逃げ,0.4276995239386532,SETTLED,7,1,v110_rank20,1-2-3,1,700,370,370
202608022009,1逃げ,0.48196059474505387,UNSETTLED,,,,3-2-4,,,,7150
202608022011,1逃げ,0.5687832334727392,SETTLED,7,2,v110_rank20,1-3-4,1,700,520,520
202608022012,1逃げ,0.438646814193338,SETTLED,7,1,v110_rank20,1-2-6,1,700,1170,1170
202608022101,1逃げ,0.5854000973467176,SETTLED,7,3,v110_rank20,1-3-6,1,700,1430,1430
202608022102,1逃げ,0.7333661535008112,UNSETTLED,,,,4-5-6,,,,4980
202608022103,1逃げ,0.5963628950111219,SETTLED,7,2,v110_rank20,1-3-4,1,700,690,690
202608022104,1逃げ,0.5066082097071448,SETTLED,7,2,v110_rank20,1-2-4,1,700,930,930
202608022105,1逃げ,0.864428725711447,SETTLED,7,2,v110_rank20,1-4-5,1,700,690,690
202608022106,3まくり,0.28301552156089166,NO_SOURCE,,,,,,,,
202608022107,5頭,0.17621498023625068,NO_SOURCE,,,,,,,,
202608022108,1逃げ,0.4291699854337329,SETTLED,7,1,v110_rank20,1-2-4,1,700,660,660
202608022109,3まくり,0.21374305069603972,NO_SOURCE,,,,,,,,
202608022110,1逃げ,0.6806918527300273,UNSETTLED,,,,3-2-6,,,,9230
202608022111,1逃げ,0.6419834755020809,UNSETTLED,,,,2-1-3,,,,5750
202608022112,1逃げ,0.701941418923515,UNSETTLED,,,,4-3-6,,,,9050
202608022201,1逃げ,0.6612092294452891,SETTLED,7,3,v110_rank20,1-3-4,1,700,590,590
202608022202,4カド,0.41576730153493363,NO_SOURCE,,,,,,,,
202608022203,1逃げ,0.6410262751572592,SETTLED,7,4,v110_rank20,1-4-3,1,700,3740,3740
202608022204,1逃げ,0.5144595853707326,SETTLED,7,7,v110_rank20,1-4-2,1,700,2120,2120
202608022205,1逃げ,0.49408682078420096,SETTLED,7,2,v110_rank20,1-3-5,1,700,910,910
202608022206,1逃げ,0.7187288323707451,SETTLED,7,12,v110_rank20,1-3-5,0,700,0,2200
202608022207,1逃げ,0.44670704708864606,SETTLED,7,3,v110_rank20,1-6-2,1,700,890,890
202608022208,3まくり,0.22361780958452362,NO_SOURCE,,,,,,,,
202608022209,1逃げ,0.49880013922122285,SETTLED,7,5,v110_rank20,1-3-2,1,700,1060,1060
202608022210,1逃げ,0.7813054410575178,SETTLED,7,14,v110_rank20,1-5-2,0,700,0,1660
202608022211,1逃げ,0.7198212265613988,UNSETTLED,,,,2-1-5,,,,2930
202608022212,1逃げ,0.8087389508817792,SETTLED,7,8,v110_rank20,1-2-3,0,700,0,540
202608022301,1逃げ,0.81278226975986,SETTLED,7,2,v110_rank20,1-5-4,1,700,2220,2220
202608022302,1逃げ,0.4952708171621864,SETTLED,7,1,v110_rank20,1-3-2,1,700,530,530
202608022303,1逃げ,0.7051715111416709,UNSETTLED,,,,5-1-2,,,,36100
202608022304,1逃げ,0.4363109794743005,SETTLED,7,5,v110_rank20,1-3-2,1,700,2630,2630
202608022305,1逃げ,0.6682639630953571,UNSETTLED,,,,2-4-1,,,,11030
202608022306,1逃げ,0.4390214320497974,SETTLED,7,5,v110_rank20,1-2-3,1,700,1530,1530
202608022307,1逃げ,0.7115958587921465,UNSETTLED,,,,4-1-5,,,,5790
202608022308,1逃げ,0.6469001199253698,NO_SOURCE,,,,,,,,
202608022309,1逃げ,0.4987258679102028,UNSETTLED,,,,2-3-5,,,,34170
202608022310,1逃げ,0.7955709733036508,SETTLED,7,5,v110_rank20,1-2-6,1,700,3180,3180
202608022311,1逃げ,0.7647719513261633,SETTLED,7,6,v110_rank20,1-3-2,1,700,1100,1100
202608022312,1逃げ,0.7734665263939954,UNSETTLED,,,,4-3-1,,,,30920
202608030103,3まくり,0.261959366546686,NO_SOURCE,,,,,,,,
202608030104,3まくり,0.2531468792535206,NO_SOURCE,,,,,,,,
202608030105,3まくり差し,0.22467458437173976,NO_SOURCE,,,,,,,,
202608030106,3まくり,0.30620722341353984,NO_SOURCE,,,,,,,,
202608030107,5頭,0.32035423772504157,NO_SOURCE,,,,,,,,
202608030109,3まくり,0.27027732491876794,NO_SOURCE,,,,,,,,
202608030110,3まくり差し,0.24079099252915273,NO_SOURCE,,,,,,,,
202608030111,1逃げ,0.6929763537340758,UNSETTLED,,,,4-1-2,,,,5400
202608030112,1逃げ,0.6684372774245025,SETTLED,7,2,v110_rank20,1-2-4,1,700,890,890
202608030401,4カド,0.1921538323715462,NO_SOURCE,,,,,,,,
202608030402,1逃げ,0.8107647397992472,SETTLED,7,2,v110_rank20,1-3-5,1,700,1290,1290
202608030403,5頭,0.20930562646019427,NO_SOURCE,,,,,,,,
202608030404,5頭,0.4117252187345137,NO_SOURCE,,,,,,,,
202608030405,1逃げ,0.4037371391271371,SETTLED,7,10,v110_rank20,1-3-6,0,700,0,9020
202608030407,1逃げ,0.539055484177863,UNSETTLED,,,,5-2-1,,,,102260
202608030408,1逃げ,0.5586783667838677,UNSETTLED,,,,2-5-3,,,,18250
202608030409,1逃げ,0.6486792959279556,UNSETTLED,,,,5-1-3,,,,4040
202608030410,1逃げ,0.679747791872218,UNSETTLED,,,,2-4-6,,,,70860
202608030411,1逃げ,0.5251919330953625,SETTLED,7,1,v110_rank20,1-3-4,1,700,610,610
202608030412,1逃げ,0.6101927790913275,UNSETTLED,,,,2-3-4,,,,11430
202608030501,3まくり,0.3028631543460978,NO_SOURCE,,,,,,,,
202608030502,1逃げ,0.6082334685660962,SETTLED,7,1,v110_rank20,1-4-2,1,700,1060,1060
202608030503,1逃げ,0.6609301134049552,SETTLED,7,1,v110_rank20,1-3-2,1,700,620,620
202608030504,5頭,0.3307004436391548,NO_SOURCE,,,,,,,,
