gate,threshold,n,floor,base_R,base_roi_pct,added_R,added_roi_pct,added_profit_yen,R,roi_pct,profit_yen,head_rate_pct,hit_rate_pct,min_added_month_R,min_added_month_roi_pct,min_combined_month_roi_pct
MIN_RATIO,1.3,8,5.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,8,6.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,8,6.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,8,7.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,10,4.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,10,5.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,10,5.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,10,6.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,10,6.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.3,10,7.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,2,4.5,10,288.47,2,254.80000000000004,30960.000000000007,12,282.85833333333335,219430.0,66.66666666666666,33.33333333333333,0,0.0,0.0
MIN_RATIO,1.4,2,5.0,10,288.47,2,254.80000000000004,30960.000000000007,12,282.85833333333335,219430.0,66.66666666666666,33.33333333333333,0,0.0,0.0
MIN_RATIO,1.4,2,5.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,2,6.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,2,6.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,2,7.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,3,4.5,10,288.47,1,450.8,35080.0,11,303.22727272727275,223550.0,63.63636363636363,36.36363636363637,0,450.8,0.0
MIN_RATIO,1.4,3,5.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,3,5.5,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
MIN_RATIO,1.4,3,6.0,10,288.47,0,,0.0,10,288.47,188470.0,60.0,30.0,0,,0.0
