actual_combo,approved_A,approved_S,date,ex_head,head_boat,head_hit,history_pct,hit_20,hit_4,hit_6,hit_8,invest_20,invest_4,invest_6,invest_8,kimarite,method_hit,model,orig_straight_head,orig_turn_head,payout,period,preview_comp,race_code,return_20,return_4,return_6,return_8,st_head,tickets_20,tickets_4,tickets_6,tickets_8,tilt,v52_score,winner
2-3-1,1,1,2026-07-16,1.0,3,0,0.7743,0,0,0,0,2000,400,600,800,差し,0,3まくり,1.0,0.19999999999999996,4500,validation,0.7805,202607162402,0,0,0,0,0.6,3-4-2;3-4-1;3-4-6;3-5-2;3-6-2;3-1-2;3-5-1;3-6-1;3-4-5;3-2-1;3-1-4;3-2-4;3-5-4;3-6-4;3-1-6;3-2-6;3-5-6;3-1-5;3-2-5;3-6-5,3-4-2;3-4-1;3-4-6;3-5-2,3-4-2;3-4-1;3-4-6;3-5-2;3-6-2;3-1-2,3-4-2;3-4-1;3-4-6;3-5-2;3-6-2;3-1-2;3-5-1;3-6-1,0,78.937,2
4-1-6,1,0,2026-07-16,0.6,3,0,0.2484,0,0,0,0,2000,400,600,800,差し,0,3まくり差し,0.4,1.0,13330,validation,0.5685,202607160504,0,0,0,0,0.4,3-1-5;3-1-4;3-1-2;3-1-6;3-2-5;3-2-4;3-6-5;3-6-4;3-4-5;3-5-4;3-2-6;3-6-2;3-4-2;3-5-2;3-4-6;3-2-1;3-5-6;3-6-1;3-4-1;3-5-1,3-1-5;3-1-4;3-1-2;3-1-6,3-1-5;3-1-4;3-1-2;3-1-6;3-2-5;3-2-4,3-1-5;3-1-4;3-1-2;3-1-6;3-2-5;3-2-4;3-6-5;3-6-4,0,55.793000000000006,4
1-3-5,1,0,2026-07-16,0.6,3,0,0.3264,0,0,0,0,2000,400,600,800,抜き,0,3まくり差し,0.4,1.0,1740,validation,0.5705,202607160509,0,0,0,0,0.6,3-1-5;3-1-4;3-1-2;3-2-5;3-2-4;3-1-6;3-4-5;3-5-4;3-4-2;3-5-2;3-6-5;3-6-4;3-2-1;3-2-6;3-6-2;3-4-1;3-5-1;3-4-6;3-5-6;3-6-1,3-1-5;3-1-4;3-1-2;3-2-5,3-1-5;3-1-4;3-1-2;3-2-5;3-2-4;3-1-6,3-1-5;3-1-4;3-1-2;3-2-5;3-2-4;3-1-6;3-4-5;3-5-4,0,56.306,1
1-3-6,1,0,2026-07-16,1.0,3,0,0.6199,0,0,0,0,2000,400,600,800,逃げ,0,3まくり差し,0.19999999999999996,0.4,920,validation,0.6504000000000001,202607160803,0,0,0,0,0.8,3-1-5;3-1-4;3-1-6;3-1-2;3-2-5;3-2-4;3-6-5;3-4-5;3-6-4;3-5-4;3-2-6;3-6-2;3-4-2;3-5-2;3-4-6;3-5-6;3-6-1;3-4-1;3-2-1;3-5-1,3-1-5;3-1-4;3-1-6;3-1-2,3-1-5;3-1-4;3-1-6;3-1-2;3-2-5;3-2-4,3-1-5;3-1-4;3-1-6;3-1-2;3-2-5;3-2-4;3-6-5;3-4-5,0,65.47000000000001,1
1-3-2,1,1,2026-07-16,1.0,3,0,0.9351,0,0,0,0,2000,400,600,800,逃げ,0,3まくり差し,0.5,0.6,1010,validation,0.7138000000000001,202607161208,0,0,0,0,0.6,3-1-5;3-1-4;3-1-2;3-2-5;3-4-5;3-1-6;3-5-4;3-2-4;3-6-5;3-5-2;3-6-4;3-5-1;3-4-2;3-4-1;3-2-1;3-5-6;3-2-6;3-6-2;3-4-6;3-6-1,3-1-5;3-1-4;3-1-2;3-2-5,3-1-5;3-1-4;3-1-2;3-2-5;3-4-5;3-1-6,3-1-5;3-1-4;3-1-2;3-2-5;3-4-5;3-1-6;3-5-4;3-2-4,0,73.07000000000001,1
1-5-3,0,0,2026-07-16,0.8,3,0,0.1731,0,0,0,0,2000,400,600,800,逃げ,0,3まくり差し,0.5,0.4,1130,validation,0.5198,202607161212,0,0,0,0,0.8,3-1-5;3-1-4;3-1-2;3-1-6;3-2-5;3-2-4;3-2-1;3-6-5;3-4-5;3-5-4;3-5-2;3-5-1;3-2-6;3-6-4;3-6-2;3-6-1;3-4-2;3-4-1;3-5-6;3-4-6,3-1-5;3-1-4;3-1-2;3-1-6,3-1-5;3-1-4;3-1-2;3-1-6;3-2-5;3-2-4,3-1-5;3-1-4;3-1-2;3-1-6;3-2-5;3-2-4;3-2-1;3-6-5,0,50.62200000000001,1
3-4-2,0,0,2026-07-16,0.6,3,1,0.5955,1,0,0,0,2000,400,600,800,差し,0,3まくり差し,0.5,0.4,3140,validation,0.5337,202607161303,3140,0,0,0,1.0,3-1-5;3-2-5;3-1-4;3-1-2;3-2-4;3-4-5;3-5-4;3-5-2;3-6-5;3-1-6;3-4-2;3-6-4;3-2-6;3-6-2;3-5-6;3-5-1;3-2-1;3-4-6;3-4-1;3-6-1,3-1-5;3-2-5;3-1-4;3-1-2,3-1-5;3-2-5;3-1-4;3-1-2;3-2-4;3-4-5,3-1-5;3-2-5;3-1-4;3-1-2;3-2-4;3-4-5;3-5-4;3-5-2,0,53.702,3
5-3-2,1,1,2026-07-16,0.8,3,0,0.5475,0,0,0,0,2000,400,600,800,抜き,0,3まくり差し,0.5,1.0,39860,validation,0.9497,202607161307,0,0,0,0,1.0,3-1-4;3-1-5;3-1-2;3-2-4;3-2-5;3-1-6;3-4-2;3-4-5;3-5-4;3-5-2;3-2-6;3-6-4;3-6-2;3-2-1;3-6-5;3-4-1;3-4-6;3-5-1;3-5-6;3-6-1,3-1-4;3-1-5;3-1-2;3-2-4,3-1-4;3-1-5;3-1-2;3-2-4;3-2-5;3-1-6,3-1-4;3-1-5;3-1-2;3-2-4;3-2-5;3-1-6;3-4-2;3-4-5,-0.5,94.92999999999999,5
2-4-5,1,1,2026-07-16,0.8,3,0,0.0931,0,0,0,0,2000,400,600,800,まくり差し,0,3まくり差し,0.0,0.6,12750,validation,0.6927500000000001,202607161704,0,0,0,0,1.0,3-1-4;3-2-4;3-1-5;3-1-2;3-2-5;3-4-2;3-4-5;3-5-4;3-6-4;3-5-2;3-1-6;3-2-6;3-6-2;3-6-5;3-2-1;3-4-6;3-4-1;3-5-6;3-5-1;3-6-1,3-1-4;3-2-4;3-1-5;3-1-2,3-1-4;3-2-4;3-1-5;3-1-2;3-2-5;3-4-2,3-1-4;3-2-4;3-1-5;3-1-2;3-2-5;3-4-2;3-4-5;3-5-4,0,67.59800000000001,2
4-6-3,1,1,2026-07-16,0.8,4,1,0.8536,1,0,0,0,2000,400,600,800,まくり差し,0,4カドまくり,1.0,1.0,3980,validation,0.802,202607160105,3980,0,0,0,0.6,4-5-2;4-6-2;4-5-1;4-6-1;4-5-6;4-1-2;4-3-2;4-2-1;4-6-5;4-2-6;4-1-6;4-5-3;4-3-1;4-2-5;4-6-3;4-3-6;4-1-5;4-2-3;4-3-5;4-1-3,4-5-2;4-6-2;4-5-1;4-6-1,4-5-2;4-6-2;4-5-1;4-6-1;4-5-6;4-1-2,4-5-2;4-6-2;4-5-1;4-6-1;4-5-6;4-1-2;4-3-2;4-2-1,0,81.575,4
4-1-2,0,0,2026-07-16,0.19999999999999996,4,1,0.7442,1,1,1,1,2000,400,600,800,まくり,1,4カドまくり,0.6,0.6,2890,validation,0.436,202607160112,2890,2890,2890,2890,0.4,4-5-1;4-5-2;4-6-1;4-1-2;4-6-2;4-5-6;4-2-1;4-1-5;4-1-6;4-6-5;4-3-1;4-2-5;4-5-3;4-3-2;4-2-6;4-1-3;4-3-5;4-6-3;4-3-6;4-2-3,4-5-1;4-5-2;4-6-1;4-1-2,4-5-1;4-5-2;4-6-1;4-1-2;4-6-2;4-5-6,4-5-1;4-5-2;4-6-1;4-1-2;4-6-2;4-5-6;4-2-1;4-1-5,-0.5,43.387,4
4-5-2,0,0,2026-07-16,0.0,4,0,0.5622,1,1,1,1,2000,400,600,800,,0,4カドまくり,0.5,0.5,19240,validation,0.4083,202607160302,19240,19240,19240,19240,0.6,4-5-2;4-5-1;4-6-2;4-6-1;4-1-2;4-5-6;4-2-1;4-1-6;4-3-2;4-6-5;4-2-6;4-1-5;4-2-5;4-3-1;4-5-3;4-6-3;4-3-6;4-1-3;4-3-5;4-2-3,4-5-2;4-5-1;4-6-2;4-6-1,4-5-2;4-5-1;4-6-2;4-6-1;4-1-2;4-5-6,4-5-2;4-5-1;4-6-2;4-6-1;4-1-2;4-5-6;4-2-1;4-1-6,0.5,44.079,0
2-4-3,1,1,2026-07-16,0.8,4,0,0.6977,0,0,0,0,2000,400,600,800,,0,4カドまくり,0.5,0.5,1640,validation,0.6923,202607160304,0,0,0,0,0.8,4-5-2;4-5-1;4-6-2;4-5-6;4-6-1;4-1-2;4-6-5;4-2-1;4-2-5;4-3-2;4-2-6;4-1-5;4-5-3;4-1-6;4-3-1;4-3-5;4-6-3;4-3-6;4-2-3;4-1-3,4-5-2;4-5-1;4-6-2;4-5-6,4-5-2;4-5-1;4-6-2;4-5-6;4-6-1;4-1-2,4-5-2;4-5-1;4-6-2;4-5-6;4-6-1;4-1-2;4-6-5;4-2-1,0.5,73.021,0
1-6-4,0,0,2026-07-16,0.19999999999999996,4,0,0.2298,0,0,0,0,2000,400,600,800,逃げ,0,4カドまくり,0.4,1.0,2500,validation,0.46135,202607160511,0,0,0,0,0.6,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2;4-1-6;4-6-5;4-1-5;4-2-1;4-2-6;4-3-1;4-2-5;4-5-3;4-3-2;4-6-3;4-3-6;4-1-3;4-3-5;4-2-3,4-5-1;4-5-2;4-6-1;4-6-2,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2;4-1-6;4-6-5,0,45.013999999999996,1
1-2-6,0,0,2026-07-16,0.19999999999999996,4,0,0.3174,0,0,0,0,2000,400,600,800,逃げ,0,4カドまくり,0.4,0.6,1080,validation,0.454,202607160702,0,0,0,0,0.6,4-5-2;4-5-1;4-6-2;4-5-6;4-6-1;4-1-2;4-6-5;4-2-1;4-2-5;4-2-6;4-1-5;4-1-6;4-5-3;4-3-2;4-3-1;4-6-3;4-3-5;4-3-6;4-2-3;4-1-3,4-5-2;4-5-1;4-6-2;4-5-6,4-5-2;4-5-1;4-6-2;4-5-6;4-6-1;4-1-2,4-5-2;4-5-1;4-6-2;4-5-6;4-6-1;4-1-2;4-6-5;4-2-1,-0.5,43.479,1
1-3-5,0,0,2026-07-16,0.4,4,0,0.1683,0,0,0,0,2000,400,600,800,逃げ,0,4カドまくり,0.19999999999999996,1.0,3750,validation,0.446,202607160704,0,0,0,0,0.6,4-5-1;4-6-1;4-5-2;4-6-2;4-5-6;4-6-5;4-1-6;4-1-2;4-1-5;4-5-3;4-2-6;4-2-1;4-6-3;4-3-6;4-3-1;4-3-2;4-2-5;4-3-5;4-1-3;4-2-3,4-5-1;4-6-1;4-5-2;4-6-2,4-5-1;4-6-1;4-5-2;4-6-2;4-5-6;4-6-5,4-5-1;4-6-1;4-5-2;4-6-2;4-5-6;4-6-5;4-1-6;4-1-2,-0.5,42.083000000000006,1
6-4-2,0,0,2026-07-16,0.4,4,0,0.0233,0,0,0,0,2000,400,600,800,まくり差し,0,4カドまくり,0.0,0.0,22830,validation,0.312,202607160708,0,0,0,0,0.4,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2;4-2-1;4-1-5;4-6-5;4-1-6;4-2-5;4-2-6;4-5-3;4-3-1;4-3-2;4-3-5;4-1-3;4-6-3;4-3-6;4-2-3,4-5-1;4-5-2;4-6-1;4-6-2,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2;4-2-1;4-1-5,-0.5,28.102999999999998,6
2-3-4,1,0,2026-07-16,0.8,4,0,0.8413,0,0,0,0,2000,400,600,800,まくり,0,4カドまくり,1.0,0.6,1360,validation,0.5675,202607160804,0,0,0,0,0.0,4-5-2;4-5-1;4-6-2;4-1-2;4-2-1;4-5-6;4-6-1;4-2-5;4-3-2;4-1-5;4-5-3;4-6-5;4-3-1;4-2-6;4-1-6;4-3-5;4-2-3;4-1-3;4-6-3;4-3-6,4-5-2;4-5-1;4-6-2;4-1-2,4-5-2;4-5-1;4-6-2;4-1-2;4-2-1;4-5-6,4-5-2;4-5-1;4-6-2;4-1-2;4-2-1;4-5-6;4-6-1;4-2-5,0,58.075,2
6-1-4,1,1,2026-07-16,1.0,4,0,0.9412,0,0,0,0,2000,400,600,800,差し,0,4カドまくり,0.8,0.8,4610,validation,0.8995000000000001,202607160805,0,0,0,0,1.0,4-6-2;4-5-2;4-6-1;4-5-1;4-5-6;4-6-5;4-1-2;4-1-6;4-2-6;4-2-1;4-1-5;4-2-5;4-3-2;4-6-3;4-3-6;4-5-3;4-3-1;4-3-5;4-1-3;4-2-3,4-6-2;4-5-2;4-6-1;4-5-1,4-6-2;4-5-2;4-6-1;4-5-1;4-5-6;4-6-5,4-6-2;4-5-2;4-6-1;4-5-1;4-5-6;4-6-5;4-1-2;4-1-6,0,91.675,6
4-5-2,1,1,2026-07-16,1.0,4,1,0.9767,1,1,1,1,2000,400,600,800,まくり差し,0,4カドまくり,0.8,0.8,2240,validation,0.8495,202607160812,2240,2240,2240,2240,0.8,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2;4-6-5;4-1-5;4-2-1;4-1-6;4-2-5;4-2-6;4-5-3;4-3-1;4-3-2;4-3-5;4-6-3;4-3-6;4-1-3;4-2-3,4-5-1;4-5-2;4-6-1;4-6-2,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2,4-5-1;4-5-2;4-6-1;4-6-2;4-5-6;4-1-2;4-6-5;4-1-5,0.5,89.857,4
2-3-1,1,0,2026-07-16,0.5,4,0,0.1135,0,0,0,0,2000,400,600,800,差し,0,4カドまくり,0.5,0.8,9120,validation,0.64115,202607161202,0,0,0,0,0.8,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-1-2;4-1-5;4-6-5;4-5-3;4-1-6;4-2-1;4-3-1;4-2-5;4-3-2;4-3-5;4-2-6;4-1-3;4-6-3;4-3-6;4-2-3,4-5-1;4-5-2;4-6-1;4-5-6,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-1-2,4-5-1;4-5-2;4-6-1;4-5-6;4-6-2;4-1-2;4-1-5;4-6-5,-0.5,61.379,2
4-1-2,1,0,2026-07-16,0.4,4,1,0.5472,1,1,1,1,2000,400,600,800,まくり差し,0,4カドまくり,0.5,1.0,2340,validation,0.5831500000000001,202607161203,2340,2340,2340,2340,0.6,4-5-2;4-5-1;4-6-2;4-1-2;4-5-6;4-2-1;4-6-1;4-2-5;4-1-5;4-5-3;4-3-2;4-6-5;4-2-6;4-3-1;4-1-6;4-3-5;4-2-3;4-1-3;4-6-3;4-3-6,4-5-2;4-5-1;4-6-2;4-1-2,4-5-2;4-5-1;4-6-2;4-1-2;4-5-6;4-2-1,4-5-2;4-5-1;4-6-2;4-1-2;4-5-6;4-2-1;4-6-1;4-2-5,0,58.464000000000006,4
1-5-2,1,0,2026-07-16,0.6,4,0,0.9603,0,0,0,0,2000,400,600,800,逃げ,0,4カドまくり,0.5,1.0,2270,validation,0.57915,202607161206,0,0,0,0,0.4,4-5-2;4-5-1;4-1-5;4-5-6;4-1-2;4-5-3;4-2-5;4-2-1;4-6-2;4-6-1;4-6-5;4-3-5;4-3-2;4-3-1;4-1-6;4-1-3;4-2-6;4-2-3;4-6-3;4-3-6,4-5-2;4-5-1;4-1-5;4-5-6,4-5-2;4-5-1;4-1-5;4-5-6;4-1-2;4-5-3,4-5-2;4-5-1;4-1-5;4-5-6;4-1-2;4-5-3;4-2-5;4-2-1,-0.5,58.56600000000001,1
3-4-1,1,0,2026-07-16,0.4,4,0,0.9289,0,0,0,0,2000,400,600,800,まくり差し,0,4カドまくり,0.5,0.8,18350,validation,0.65005,202607161306,0,0,0,0,1.0,4-6-1;4-5-1;4-6-2;4-5-2;4-1-6;4-1-2;4-5-6;4-2-1;4-1-5;4-6-5;4-3-1;4-2-6;4-1-3;4-6-3;4-3-6;4-5-3;4-2-5;4-3-2;4-3-5;4-2-3,4-6-1;4-5-1;4-6-2;4-5-2,4-6-1;4-5-1;4-6-2;4-5-2;4-1-6;4-1-2,4-6-1;4-5-1;4-6-2;4-5-2;4-1-6;4-1-2;4-5-6;4-2-1,-0.5,65.53,3
4-5-3,1,1,2026-07-16,1.0,4,1,0.9986,1,0,0,0,2000,400,600,800,まくり,1,4カドまくり,1.0,0.0,2530,validation,0.9484,202607161707,2530,0,0,0,1.0,4-5-1;4-5-2;4-1-2;4-6-1;4-6-2;4-2-1;4-5-6;4-1-5;4-3-1;4-5-3;4-3-2;4-1-6;4-6-5;4-2-5;4-1-3;4-3-5;4-2-6;4-6-3;4-2-3;4-3-6,4-5-1;4-5-2;4-1-2;4-6-1,4-5-1;4-5-2;4-1-2;4-6-1;4-6-2;4-2-1,4-5-1;4-5-2;4-1-2;4-6-1;4-6-2;4-2-1;4-5-6;4-1-5,0,96.795,4
