date,race_code,venue,race,day_cat,model,target_boat,score,rank,target_name,target_grade,motor2,motor_history,prior_expo,prior_display,prior_straight,prior_turn,stretch_score,turn_score,foot_type,winner,second,kimarite,head_hit,involved_hit
2026-08-29,202608290512,05,12R,2日目,4→5展開,5,63.76,B,鈴木 孝明,A1,36.4,0.466,0.458,1.0,0.2,0.5,0.492,0.485,バランス,1,3,逃げ,0,0
2026-08-29,202608290705,07,05R,3日目以降,4→5展開,5,60.35,B,金子 萌,A2,16.6,0.322,1.0,0.8,1.0,1.0,0.94,1,バランス,6,4,まくり差し,0,0
2026-08-29,202608290711,07,11R,3日目以降,4→5展開,5,61.81,B,浜本 裕己,A2,22.2,0.419,0.568,1.0,1.0,0.5,0.914,0.524,伸び寄り,3,5,まくり,0,1
2026-08-29,202608290902,09,02R,3日目以降,4カド,4,61.52,B,小林 愛実,B1,41.2,0.509,0.569,0.8,1.0,0.5,0.854,0.524,伸び寄り,0,0,,0,0
2026-08-29,202608290902,09,02R,3日目以降,4→5展開,5,70.69,A,白石 有美,B2,35.0,0.487,0.888,1.0,0.2,1.0,0.578,0.961,出足・回り足寄り,0,0,,0,0
2026-08-29,202608290909,09,09R,3日目以降,4カド,4,63.47,B,松田 淳平,A1,34.2,0.481,0.431,0.4,0.0,0.5,0.206,0.476,出足・回り足寄り,0,0,,0,0
2026-08-29,202608290909,09,09R,3日目以降,4→5展開,5,62.32,B,津久井 拓也,A2,20.8,0.38,0.484,0.2,1.0,0.4,0.657,0.43,伸び寄り,0,0,,0,0
2026-08-29,202608291305,13,05R,3日目以降,4→5展開,5,60.97,B,杉江 浩明,B1,41.4,0.591,0.499,0.4,0.499,0.5,0.47,0.5,バランス,0,0,,0,0
2026-08-29,202608291310,13,10R,3日目以降,4カド,4,75.76,A,白神 優,A1,34.0,0.523,0.701,0.0,0.701,0.7,0.49,0.7,出足・回り足寄り,0,0,,0,0
2026-08-29,202608291310,13,10R,3日目以降,4→5展開,5,69.73,B,間嶋 仁志,B1,22.0,0.379,0.201,0.4,0.201,0.2,0.261,0.2,バランス,0,0,,0,0
2026-08-29,202608291312,13,12R,3日目以降,4カド,4,61.0,B,木下 翔太,A1,45.2,0.607,0.6,0.0,0.6,0.6,0.42,0.6,出足・回り足寄り,0,0,,0,0
2026-08-29,202608291312,13,12R,3日目以降,4→5展開,5,64.51,B,湯川 浩司,A1,46.3,0.528,0.601,0.2,0.601,0.6,0.481,0.6,バランス,0,0,,0,0
2026-08-29,202608291403,14,03R,3日目以降,4カド,4,60.22,B,井手 良太,A2,26.5,0.436,0.198,0.0,0.8,0.1,0.44,0.134,伸び寄り,0,0,,0,0
2026-08-29,202608291406,14,06R,3日目以降,4カド,4,61.32,B,上田 龍星,A1,39.0,0.554,0.827,1.0,1.0,0.8,0.965,0.809,伸び寄り,0,0,,0,0
2026-08-29,202608291407,14,07R,3日目以降,3攻め,3,60.0,B,豊田 健士郎,A1,30.3,0.478,1.0,1.0,1.0,1.0,1,1,バランス,0,0,,0,0
2026-08-29,202608291408,14,08R,3日目以降,4→5展開,5,63.59,B,松本 弓雄,B1,32.8,0.548,0.717,0.2,0.2,0.8,0.303,0.771,出足・回り足寄り,0,0,,0,0
2026-08-29,202608291411,14,11R,3日目以降,4カド,4,61.76,B,豊田 健士郎,A1,30.3,0.478,1.0,1.0,1.0,1.0,1,1,バランス,0,0,,0,0
2026-08-29,202608291411,14,11R,3日目以降,4→5展開,5,60.54,B,松尾 祭,A2,32.8,0.508,0.573,0.0,0.4,0.6,0.315,0.591,出足・回り足寄り,0,0,,0,0
2026-08-29,202608291412,14,12R,3日目以降,3攻め,3,60.29,B,上田 龍星,A1,39.0,0.554,0.827,1.0,1.0,0.8,0.965,0.809,伸び寄り,0,0,,0,0
2026-08-29,202608291601,16,01R,2日目,4カド,4,67.35,B,岡本 翔太郎,B1,48.9,0.55,0.5,0.5,0.5,0.5,0.5,0.5,バランス,0,0,,0,0
2026-08-29,202608291607,16,07R,2日目,4→5展開,5,63.31,B,山田 祐也,A1,22.2,0.305,0.5,0.5,0.5,0.5,0.5,0.5,バランス,0,0,,0,0
2026-08-29,202608291608,16,08R,2日目,4→5展開,5,60.2,B,久保 翔耶,B2,26.2,0.27,0.5,0.5,0.5,0.5,0.5,0.5,バランス,0,0,,0,0
2026-08-29,202608291704,17,04R,3日目以降,4→5展開,5,63.03,B,樋口 由加里,B1,29.9,0.345,0.601,0.4,0.0,0.7,0.24,0.665,出足・回り足寄り,0,0,,0,0
2026-08-29,202608291905,19,05R,初日,4カド,4,61.16,B,金子 賢志,A1,41.1,0.452,0.5,0.5,0.5,0.5,0.5,0.5,バランス,1,3,逃げ,0,0
2026-08-29,202608291911,19,11R,2日目,3攻め,3,63.1,B,小坂 尚哉,A1,43.0,0.622,0.5,0.5,0.5,0.5,0.5,0.5,バランス,1,3,逃げ,0,1
2026-08-29,202608292309,23,09R,2日目,3攻め,3,60.81,B,森野 正弘,A1,34.8,0.535,0.657,0.2,0.4,0.7,0.391,0.685,出足・回り足寄り,0,0,,0,0
2026-08-29,202608292311,23,11R,2日目,4→5展開,5,64.29,B,水谷 理人,A1,33.9,0.522,0.2,0.4,0.2,0.2,0.26,0.2,バランス,0,0,,0,0
2026-08-29,202608292312,23,12R,2日目,4→5展開,5,66.56,B,村上 遼,A1,23.8,0.481,0.886,0.4,0.8,0.9,0.697,0.895,出足・回り足寄り,0,0,,0,0
2026-08-30,202608300405,04,05R,3日目以降,4→5展開,5,61.74,B,村松 修二,A2,25.5,0.387,0.829,0.0,0.4,0.9,0.366,0.875,出足・回り足寄り,4,5,まくり,0,1
2026-08-30,202608300503,05,03R,3日目以降,4→5展開,5,72.51,A,滝沢 芳行,B1,32.8,0.553,0.63,1.0,0.2,0.7,0.526,0.676,バランス,3,5,まくり差し,0,1
2026-08-30,202608300506,05,06R,3日目以降,3攻め,3,60.66,B,秋元 哲,A1,39.1,0.481,0.859,0.4,0.0,1.0,0.292,0.951,出足・回り足寄り,4,3,まくり差し,0,1
2026-08-30,202608300508,05,08R,3日目以降,4カド,4,61.3,B,松尾 拓,A2,41.3,0.501,0.226,0.0,1.0,0.1,0.545,0.144,伸び寄り,6,3,まくり,0,0
2026-08-30,202608300508,05,08R,3日目以降,4→5展開,5,61.8,B,為本 智也,B1,29.7,0.344,0.371,0.0,0.2,0.4,0.174,0.39,出足・回り足寄り,6,3,まくり,0,0
2026-08-30,202608300510,05,10R,3日目以降,4→5展開,5,63.36,B,中村 魁生,A1,29.8,0.361,0.627,0.4,0.8,0.6,0.645,0.609,バランス,1,3,逃げ,0,0
2026-08-30,202608300511,05,11R,3日目以降,4カド,4,68.35,B,三浦 敬太,A1,34.6,0.502,0.659,1.0,0.4,0.7,0.632,0.686,バランス,1,2,逃げ,0,0
2026-08-30,202608300511,05,11R,3日目以降,4→5展開,5,67.49,B,木下 雄介,A2,37.7,0.5,0.227,0.0,1.0,0.1,0.545,0.144,伸び寄り,1,2,逃げ,0,0
2026-08-30,202608300608,06,08R,初日,4カド,4,74.43,A,倉持 莉々,A1,44.9,0.502,0.5,0.5,0.5,0.5,0.5,0.5,バランス,4,1,まくり差し,1,1
2026-08-30,202608300608,06,08R,初日,4→5展開,5,64.63,B,倉田 郁美,B1,38.5,0.551,0.5,0.5,0.5,0.5,0.5,0.5,バランス,4,1,まくり差し,0,0
2026-08-30,202608300609,06,09R,初日,4→5展開,5,63.08,B,笠野 友紀恵,B1,43.8,0.626,0.5,0.5,0.5,0.5,0.5,0.5,バランス,2,3,抜き,0,0
2026-08-30,202608300703,07,03R,3日目以降,4→5展開,5,64.79,B,中村 尊,B2,11.1,0.386,1.0,1.0,1.0,1.0,1,1,バランス,3,4,まくり,0,0
2026-08-30,202608300705,07,05R,3日目以降,3攻め,3,60.79,B,畑田 汰一,A1,28.5,0.477,0.745,0.6,0.4,0.8,0.529,0.781,出足・回り足寄り,5,2,恵まれ,0,0
2026-08-30,202608300707,07,07R,3日目以降,3攻め,3,62.11,B,小林 一樹,A2,70.0,0.626,0.199,0.8,0.8,0.1,0.68,0.135,伸び寄り,1,3,逃げ,0,1
2026-08-30,202608300710,07,10R,3日目以降,4→5展開,5,60.75,B,金子 萌,A2,16.6,0.322,0.629,0.6,0.8,0.6,0.706,0.61,バランス,1,4,逃げ,0,0
2026-08-30,202608300711,07,11R,3日目以降,4→5展開,5,69.8,B,畑田 汰一,A1,28.5,0.477,0.745,0.6,0.4,0.8,0.529,0.781,出足・回り足寄り,1,2,逃げ,0,0
2026-08-30,202608300802,08,02R,初日,4カド,4,60.33,B,森 悠稀,A2,34.0,0.502,0.5,0.5,0.5,0.5,0.5,0.5,バランス,2,4,まくり,0,1
2026-08-30,202608300802,08,02R,初日,4→5展開,5,60.27,B,中村 楓,B1,32.3,0.393,0.5,0.5,0.5,0.5,0.5,0.5,バランス,2,4,まくり,0,0
2026-08-30,202608300810,08,10R,初日,3攻め,3,60.79,B,岡部 大輝,A2,35.0,0.527,0.5,0.5,0.5,0.5,0.5,0.5,バランス,3,1,まくり差し,1,1
2026-08-30,202608300905,09,05R,3日目以降,4→5展開,5,60.58,B,木下 陽介,B1,31.7,0.489,0.741,1.0,1.0,0.7,0.948,0.714,伸び寄り,1,6,逃げ,0,0
2026-08-30,202608300911,09,11R,3日目以降,3攻め,3,65.99,B,堀本 和也,A2,43.9,0.507,0.6,0.4,0.6,0.6,0.54,0.6,バランス,3,1,差し,0,1
2026-08-30,202608301110,11,10R,3日目以降,4→5展開,5,64.67,B,秦 英悟,A1,30.0,0.331,0.914,0.0,1.0,0.9,0.683,0.905,出足・回り足寄り,1,2,逃げ,0,0
2026-08-30,202608301409,14,09R,3日目以降,4→5展開,5,66.16,B,宇恵 有香,B2,19.0,0.314,0.744,0.0,0.4,0.8,0.349,0.78,出足・回り足寄り,4,1,まくり差し,0,0
2026-08-30,202608301606,16,06R,2日目,3攻め,3,63.52,B,岡本 翔太郎,B1,48.9,0.55,0.568,1.0,1.0,0.5,0.914,0.524,伸び寄り,5,3,まくり差し,0,1
2026-08-30,202608301609,16,09R,2日目,4カド,4,60.54,B,山田 祐也,A1,22.2,0.305,0.143,0.0,0.4,0.1,0.229,0.115,バランス,1,6,逃げ,0,0
2026-08-30,202608301609,16,09R,2日目,4→5展開,5,70.64,A,島田 一生,B1,35.0,0.49,0.944,1.0,0.6,1.0,0.789,0.98,出足・回り足寄り,1,6,逃げ,0,0
2026-08-30,202608301702,17,02R,3日目以降,4カド,4,60.39,B,北村 寧々,A2,32.2,0.619,0.686,0.4,0.6,0.7,0.557,0.695,バランス,1,4,逃げ,0,1
2026-08-30,202608301706,17,06R,3日目以降,4カド,4,64.2,B,井上 尚悟,B1,42.3,0.394,0.799,1.0,0.8,0.8,0.86,0.8,バランス,4,2,まくり,1,1
2026-08-30,202608301706,17,06R,3日目以降,4→5展開,5,63.94,B,出畑 孝成,B1,30.3,0.498,0.93,0.75,0.5,1.0,0.661,0.975,出足・回り足寄り,4,2,まくり,0,0
2026-08-30,202608301905,19,05R,2日目,4→5展開,5,62.93,B,山道 諄也,B1,54.4,0.618,0.371,0.6,0.8,0.3,0.654,0.325,伸び寄り,4,5,まくり,0,1
2026-08-30,202608301906,19,06R,2日目,3攻め,3,60.05,B,野中 一平,A2,28.3,0.307,0.483,0.8,1.0,0.4,0.837,0.429,伸び寄り,3,4,まくり,1,1
2026-08-30,202608301909,19,09R,2日目,4→5展開,5,68.99,B,門田 栞,B1,26.3,0.488,0.972,0.6,0.8,1.0,0.774,0.99,出足・回り足寄り,1,2,逃げ,0,0
2026-08-30,202608301912,19,12R,2日目,4→5展開,5,64.84,B,内堀 学,A1,53.8,0.591,0.715,0.8,0.8,0.7,0.783,0.705,バランス,1,2,逃げ,0,0
2026-08-30,202608302102,21,02R,初日,4カド,4,61.1,B,中野 次郎,A1,40.2,0.468,0.5,0.5,0.5,0.5,0.5,0.5,バランス,4,3,まくり,1,1
2026-08-30,202608302102,21,02R,初日,4→5展開,5,61.42,B,村越 篤,B1,32.2,0.387,0.5,0.5,0.5,0.5,0.5,0.5,バランス,4,3,まくり,0,0
2026-08-30,202608302103,21,03R,初日,3攻め,3,63.18,B,村岡 賢人,A1,28.4,0.506,0.5,0.5,0.5,0.5,0.5,0.5,バランス,3,2,まくり,1,1
2026-08-30,202608302108,21,08R,初日,3攻め,3,60.21,B,植田 太一,A2,34.6,0.679,0.5,0.5,0.5,0.5,0.5,0.5,バランス,3,6,まくり,1,1
2026-08-30,202608302109,21,09R,初日,3攻め,3,62.84,B,一宮 稔弘,B2,28.0,0.428,0.5,0.5,0.5,0.5,0.5,0.5,バランス,2,3,まくり差し,0,1
2026-08-30,202608302111,21,11R,初日,3攻め,3,64.09,B,井内 将太郎,A1,39.5,0.541,0.5,0.5,0.5,0.5,0.5,0.5,バランス,4,6,まくり,0,0
2026-08-30,202608302302,23,02R,3日目以降,4→5展開,5,61.8,B,川北 浩貴,B1,38.5,0.503,0.456,0.6,0.2,0.5,0.371,0.485,バランス,1,3,逃げ,0,0
2026-08-30,202608302305,23,05R,3日目以降,4→5展開,5,67.39,B,大原 祥昌,A2,39.5,0.515,1.0,0.4,1.0,1.0,0.82,1,出足・回り足寄り,1,6,逃げ,0,0
2026-08-31,202608310403,04,03R,3日目以降,3攻め,3,61.07,B,松下 一也,A1,38.8,0.476,0.459,1.0,0.2,0.5,0.492,0.486,バランス,5,4,まくり,0,0
2026-08-31,202608310408,04,08R,3日目以降,4カド,4,63.77,B,松下 一也,A1,38.8,0.476,0.459,1.0,0.2,0.5,0.492,0.486,バランス,5,1,まくり差し,0,0
2026-08-31,202608310408,04,08R,3日目以降,4→5展開,5,63.72,B,田村 慶,B1,34.6,0.467,0.915,0.4,1.0,0.9,0.803,0.905,バランス,5,1,まくり差し,1,1
2026-08-31,202608310409,04,09R,3日目以降,4カド,4,61.68,B,宇留田 翔平,A2,20.0,0.399,0.659,0.2,0.4,0.7,0.392,0.686,出足・回り足寄り,1,4,逃げ,0,1
2026-08-31,202608310410,04,10R,3日目以降,4カド,4,61.27,B,赤井 睦,B1,42.8,0.55,0.4,0.2,0.4,0.4,0.34,0.4,バランス,3,2,まくり,0,0
2026-08-31,202608310410,04,10R,3日目以降,4→5展開,5,63.39,B,村松 修二,A2,25.5,0.387,0.684,0.8,0.6,0.7,0.677,0.695,バランス,3,2,まくり,0,0
2026-08-31,202608310609,06,09R,2日目,3攻め,3,64.3,B,倉持 莉々,A1,44.9,0.502,0.343,0.8,0.0,0.4,0.309,0.38,バランス,3,1,まくり差し,1,1
2026-08-31,202608310611,06,11R,2日目,4→5展開,5,61.26,B,前原 哉,B1,39.8,0.625,0.654,0.2,1.0,0.6,0.691,0.619,バランス,6,1,まくり,0,0
2026-08-31,202608310705,07,05R,3日目以降,4→5展開,5,65.28,B,今泉 徹,B1,20.0,0.545,0.629,0.0,0.2,0.7,0.226,0.675,出足・回り足寄り,1,4,逃げ,0,0
2026-08-31,202608310804,08,04R,2日目,4→5展開,5,62.25,B,岡部 大輝,A2,35.0,0.527,0.5,0.4,0.5,0.5,0.47,0.5,バランス,4,5,まくり,0,1
2026-08-31,202608310806,08,06R,2日目,4→5展開,5,63.65,B,中澤 和志,A1,34.8,0.451,0.5,0.6,0.5,0.5,0.53,0.5,バランス,5,4,まくり,1,1
2026-08-31,202608311106,11,06R,3日目以降,3攻め,3,66.72,B,秦 英悟,A1,30.0,0.331,1.0,0.2,1.0,1.0,0.76,1,出足・回り足寄り,1,3,逃げ,0,1
2026-08-31,202608311611,16,11R,3日目以降,4→5展開,5,62.54,B,高岡 竜也,A1,49.4,0.56,0.599,1.0,0.6,0.6,0.72,0.6,バランス,4,3,まくり,0,0
2026-08-31,202608311812,18,12R,初日,4→5展開,5,61.15,B,吉村 誠,A1,24.3,0.492,0.5,0.5,0.5,0.5,0.5,0.5,バランス,1,2,逃げ,0,0
2026-08-31,202608311903,19,03R,3日目以降,4カド,4,66.18,B,吉村 正明,A1,29.3,0.583,0.972,0.2,0.8,1.0,0.654,0.99,出足・回り足寄り,1,4,逃げ,0,1
2026-08-31,202608311903,19,03R,3日目以降,4→5展開,5,64.52,B,野中 一平,A2,28.3,0.307,0.428,0.25,0.75,0.375,0.536,0.394,バランス,1,4,逃げ,0,0
2026-08-31,202608311905,19,05R,3日目以降,4カド,4,75.31,A,守田 俊介,A1,39.4,0.608,0.774,0.0,0.0,0.9,0.155,0.856,出足・回り足寄り,1,4,逃げ,0,1
2026-08-31,202608311911,19,11R,3日目以降,4カド,4,60.5,B,山崎 裕司,A2,28.1,0.517,0.07,1.0,0.5,0.0,0.564,0.025,伸び寄り,1,5,逃げ,0,0
2026-08-31,202608311911,19,11R,3日目以降,4→5展開,5,69.84,B,淺香 文武,B1,34.6,0.516,0.885,0.0,0.8,0.9,0.577,0.895,出足・回り足寄り,1,5,逃げ,0,1
2026-08-31,202608312010,20,10R,初日,4→5展開,5,65.22,B,森安 弘雅,B1,53.7,0.701,0.5,0.5,0.5,0.5,0.5,0.5,バランス,1,5,逃げ,0,1
2026-08-31,202608312103,21,03R,2日目,3攻め,3,63.69,B,安達 裕樹,A2,40.4,0.364,0.772,1.0,0.6,0.8,0.754,0.79,バランス,3,1,まくり差し,1,1
2026-08-31,202608312109,21,09R,2日目,4→5展開,5,68.32,B,村岡 賢人,A1,28.4,0.506,0.944,0.6,0.6,1.0,0.669,0.98,出足・回り足寄り,5,1,まくり差し,1,1
2026-09-01,202609010505,05,05R,3日目以降,3攻め,3,62.09,B,谷川 祐一,B1,27.8,0.474,0.545,0.0,0.2,0.6,0.209,0.581,出足・回り足寄り,4,5,まくり,0,0
2026-09-01,202609010507,05,07R,3日目以降,3攻め,3,63.04,B,川原 正明,B1,52.6,0.464,0.358,1.0,0.25,0.375,0.497,0.369,バランス,1,3,逃げ,0,1
2026-09-01,202609010602,06,02R,3日目以降,3攻め,3,63.76,B,岩崎 芳美,A2,48.9,0.677,0.801,1.0,0.2,0.9,0.56,0.865,出足・回り足寄り,3,5,まくり,1,1
2026-09-01,202609010603,06,03R,3日目以降,4カド,4,73.12,A,堀之内紀代子,A2,41.4,0.558,0.688,1.0,0.0,0.8,0.438,0.761,出足・回り足寄り,2,1,差し,0,0
2026-09-01,202609010603,06,03R,3日目以降,4→5展開,5,67.24,B,木村 紗友希,B1,33.3,0.505,0.458,0.4,0.8,0.4,0.612,0.42,伸び寄り,2,1,差し,0,0
2026-09-01,202609010605,06,05R,3日目以降,3攻め,3,64.12,B,長嶋 万記,B2,29.7,0.554,0.543,0.4,0.2,0.6,0.329,0.58,出足・回り足寄り,3,1,差し,0,1
2026-09-01,202609010702,07,02R,3日目以降,4カド,4,63.07,B,伏見 俊介,B2,55.5,0.531,0.112,0.4,0.8,0.0,0.542,0.039,伸び寄り,4,5,まくり,1,1
2026-09-01,202609010702,07,02R,3日目以降,4→5展開,5,65.66,B,伊藤 誠二,A1,44.4,0.474,0.83,0.8,0.4,0.9,0.606,0.876,出足・回り足寄り,4,5,まくり,0,1
2026-09-01,202609010709,07,09R,3日目以降,3攻め,3,62.16,B,小池 哲也,A2,50.0,0.692,0.227,0.6,0.4,0.2,0.425,0.209,伸び寄り,1,4,逃げ,0,0
2026-09-01,202609010711,07,11R,3日目以降,3攻め,3,61.16,B,小林 一樹,A2,70.0,0.626,0.483,0.8,1.0,0.4,0.837,0.429,伸び寄り,4,6,まくり,0,0
2026-09-01,202609010802,08,02R,3日目以降,4カド,4,60.94,B,渡邉 俊介,A1,35.6,0.608,0.5,1.0,0.5,0.5,0.65,0.5,伸び寄り,4,2,まくり差し,1,1
2026-09-01,202609010802,08,02R,3日目以降,4→5展開,5,62.47,B,野村 羽玖,B2,48.1,0.516,0.5,0.6,0.5,0.5,0.53,0.5,バランス,4,2,まくり差し,0,0
2026-09-01,202609010804,08,04R,3日目以降,4→5展開,5,62.24,B,小林 泰,A2,34.0,0.477,0.5,0.6,0.5,0.5,0.53,0.5,バランス,1,4,逃げ,0,0
2026-09-01,202609010806,08,06R,3日目以降,4→5展開,5,62.24,B,原田 才一郎,A1,40.6,0.552,0.5,1.0,0.5,0.5,0.65,0.5,伸び寄り,1,4,逃げ,0,0
2026-09-01,202609010807,08,07R,3日目以降,3攻め,3,63.02,B,末永 由楽,A2,35.0,0.476,0.5,1.0,0.5,0.5,0.65,0.5,伸び寄り,1,6,逃げ,0,0
2026-09-01,202609010812,08,12R,3日目以降,4カド,4,60.18,B,末永 由楽,A2,35.0,0.476,0.5,1.0,0.5,0.5,0.65,0.5,伸び寄り,1,2,逃げ,0,0
2026-09-01,202609010812,08,12R,3日目以降,4→5展開,5,65.18,B,渡邉 俊介,A1,35.6,0.608,0.5,1.0,0.5,0.5,0.65,0.5,伸び寄り,1,2,逃げ,0,0
2026-09-01,202609011204,12,04R,初日,4カド,4,66.18,B,柴田 朋哉,B1,42.3,0.479,0.5,0.5,0.5,0.5,0.5,0.5,バランス,4,1,差し,0,1
2026-09-01,202609011204,12,04R,初日,4→5展開,5,60.48,B,中野 夢斗,B1,19.5,0.285,0.5,0.5,0.5,0.5,0.5,0.5,バランス,4,1,差し,0,0
2026-09-01,202609011211,12,11R,初日,4→5展開,5,60.3,B,芝田 浩治,A2,50.0,0.6,0.5,0.5,0.5,0.5,0.5,0.5,バランス,2,1,差し,0,0
2026-09-01,202609011303,13,03R,初日,4カド,4,62.19,B,木村 亮太,B1,45.9,0.626,0.901,0.0,0.901,0.9,0.63,0.9,出足・回り足寄り,2,4,抜き,0,1
2026-09-01,202609011303,13,03R,初日,4→5展開,5,61.79,B,渡邉 英児,A2,33.3,0.487,0.5,0.5,0.5,0.5,0.5,0.5,バランス,2,4,抜き,0,0
2026-09-01,202609011312,13,12R,初日,4→5展開,5,61.06,B,柳沢 一,A1,30.6,0.265,0.5,0.5,0.5,0.5,0.5,0.5,バランス,4,1,まくり,0,0
2026-09-01,202609011604,16,04R,3日目以降,4カド,4,61.45,B,岡本 翔太郎,B1,48.9,0.55,0.344,0.4,0.0,0.4,0.189,0.38,出足・回り足寄り,4,2,まくり差し,1,1
2026-09-01,202609011604,16,04R,3日目以降,4→5展開,5,61.31,B,横田 貴満,A2,30.6,0.51,0.201,0.4,0.2,0.2,0.26,0.2,バランス,4,2,まくり差し,0,0
2026-09-01,202609011612,16,12R,3日目以降,3攻め,3,69.33,B,中村 日向,A1,39.8,0.677,1.0,1.0,1.0,1.0,1,1,バランス,5,3,まくり差し,0,1
2026-09-01,202609011801,18,01R,2日目,4カド,4,60.13,B,嶋田 貴支,B1,36.1,0.448,0.401,0.6,0.401,0.4,0.461,0.4,バランス,1,4,逃げ,0,1
2026-09-01,202609011804,18,04R,2日目,4→5展開,5,62.07,B,妻鳥 晋也,B1,23.4,0.504,0.899,0.2,0.899,0.9,0.69,0.9,出足・回り足寄り,1,6,抜き,0,0
2026-09-01,202609011902,19,02R,3日目以降,4カド,4,64.9,B,深谷 知博,A1,35.5,0.348,0.828,0.4,1.0,0.8,0.786,0.81,バランス,4,3,まくり,1,1
2026-09-01,202609011905,19,05R,3日目以降,4カド,4,67.35,B,野中 一平,A2,28.3,0.307,0.659,0.6,0.4,0.7,0.512,0.686,出足・回り足寄り,1,4,逃げ,0,1
2026-09-01,202609011905,19,05R,3日目以降,4→5展開,5,60.17,B,松本 怜,B1,31.5,0.41,0.17,0.0,0.6,0.1,0.334,0.124,伸び寄り,1,4,逃げ,0,0
2026-09-01,202609011907,19,07R,3日目以降,4カド,4,63.34,B,浜野 孝志,A2,41.5,0.548,0.715,0.2,0.8,0.7,0.603,0.705,バランス,1,5,逃げ,0,0
2026-09-01,202609011907,19,07R,3日目以降,4→5展開,5,67.06,B,船岡 洋一郎,A1,38.4,0.543,0.858,0.2,0.6,0.9,0.532,0.885,出足・回り足寄り,1,5,逃げ,0,1
2026-09-01,202609011909,19,09R,3日目以降,4カド,4,63.89,B,奥田 誠,A2,30.2,0.553,0.741,0.6,1.0,0.7,0.828,0.714,バランス,1,5,逃げ,0,0
2026-09-01,202609011909,19,09R,3日目以降,4→5展開,5,62.67,B,角谷 健吾,A2,28.4,0.334,0.173,1.0,0.0,0.2,0.335,0.191,バランス,1,5,逃げ,0,1
2026-09-01,202609012110,21,10R,3日目以降,3攻め,3,63.15,B,安達 裕樹,A2,40.4,0.364,0.655,0.8,1.0,0.6,0.871,0.619,伸び寄り,5,1,まくり差し,0,0
2026-09-01,202609012403,24,03R,初日,4カド,4,64.09,B,永田 啓二,A1,35.0,0.425,0.5,0.5,0.5,0.5,0.5,0.5,バランス,1,2,逃げ,0,0
2026-09-02,202609020509,05,09R,3日目以降,4→5展開,5,70.38,A,木下 雄介,A2,37.7,0.5,0.972,0.4,0.8,1.0,0.714,0.99,出足・回り足寄り,1,2,逃げ,0,0
2026-09-02,202609020510,05,10R,3日目以降,4カド,4,61.66,B,佐藤 悠,A2,36.6,0.473,0.802,1.0,0.2,0.9,0.56,0.866,出足・回り足寄り,2,5,まくり,0,0
2026-09-02,202609020510,05,10R,3日目以降,4→5展開,5,64.19,B,田中 信一郎,A1,27.9,0.329,0.568,0.8,1.0,0.5,0.854,0.524,伸び寄り,2,5,まくり,0,1
2026-09-02,202609020602,06,02R,3日目以降,3攻め,3,62.47,B,野田 彩加,A2,27.7,0.421,0.886,0.2,0.8,0.9,0.637,0.895,出足・回り足寄り,2,5,まくり,0,0
2026-09-02,202609020608,06,08R,3日目以降,4カド,4,69.5,B,川野 芽唯,A1,43.5,0.509,0.712,0.6,0.8,0.7,0.722,0.704,バランス,1,5,逃げ,0,0
2026-09-02,202609020608,06,08R,3日目以降,4→5展開,5,65.1,B,池田 浩美,B1,44.5,0.556,0.115,0.6,0.2,0.1,0.303,0.105,伸び寄り,1,5,逃げ,0,1
2026-09-02,202609020803,08,03R,3日目以降,4カド,4,60.44,B,森 悠稀,A2,34.0,0.502,0.5,0.2,0.5,0.5,0.41,0.5,バランス,5,4,まくり差し,0,1
2026-09-02,202609020803,08,03R,3日目以降,4→5展開,5,67.21,B,中澤 和志,A1,34.8,0.451,0.5,0.0,0.5,0.5,0.35,0.5,出足・回り足寄り,5,4,まくり差し,1,1
2026-09-02,202609020809,08,09R,3日目以降,4→5展開,5,62.87,B,中村 楓,B1,32.3,0.393,0.5,0.0,0.5,0.5,0.35,0.5,出足・回り足寄り,4,2,まくり,0,0
2026-09-02,202609021203,12,03R,2日目,3攻め,3,65.32,B,田中 勇輔,B1,37.2,0.726,0.899,0.4,0.899,0.9,0.75,0.9,出足・回り足寄り,4,2,差し,0,0
2026-09-02,202609021204,12,04R,2日目,4カド,4,66.16,B,木谷 賢太,A1,12.6,0.423,0.8,0.8,0.8,0.8,0.8,0.8,バランス,4,5,差し,0,1
2026-09-02,202609021204,12,04R,2日目,4→5展開,5,67.51,B,草場 康幸,B1,25.2,0.29,0.499,0.6,0.499,0.5,0.53,0.5,バランス,4,5,差し,0,1
2026-09-02,202609021306,13,06R,2日目,4→5展開,5,62.23,B,佐藤 太亮,B1,34.0,0.538,0.8,0.8,0.8,0.8,0.8,0.8,バランス,4,6,まくり,0,0
2026-09-02,202609021309,13,09R,2日目,3攻め,3,60.56,B,柳沢 一,A1,30.6,0.265,1.0,0.0,1.0,1.0,0.7,1,出足・回り足寄り,1,3,逃げ,0,1
2026-09-02,202609021603,16,03R,3日目以降,4→5展開,5,68.8,B,中村 日向,A1,39.8,0.677,0.685,0.0,0.6,0.7,0.437,0.695,出足・回り足寄り,5,4,まくり差し,1,1
2026-09-02,202609021610,16,10R,3日目以降,4→5展開,5,63.5,B,高田 明,A1,35.0,0.553,0.63,0.6,0.2,0.7,0.406,0.676,出足・回り足寄り,1,4,逃げ,0,0
