month,R,head,exact3,second_top2
2026-02,63,51,0.36507936507936506,0.7254901960784313
2026-03,16,15,0.4375,0.6
2026-04,53,48,0.5283018867924528,0.7916666666666666
2026-05,121,101,0.3884297520661157,0.7524752475247525
2026-06,92,75,0.33695652173913043,0.6666666666666666
