rule,head_q,guard_q,conf_cut,R,heads,head_rate,hit5,trifecta5_rate,months,worst_head_month,worst_tri5_month,min_month_R,head_wilson_lo,head_wilson_hi,tri5_wilson_lo,tri5_wilson_hi
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.0,300,253,0.8433333333333334,133,0.44333333333333336,5,0.7894736842105263,0.21428571428571427,14,0.7978919765479306,0.8800931832112144,0.38818691756565193,0.4999126191731299
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.45,299,252,0.842809364548495,133,0.44481605351170567,5,0.7894736842105263,0.21428571428571427,14,0.7972371132364027,0.8796847349091514,0.3895424688237064,0.5014896239138383
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.5,281,236,0.8398576512455516,128,0.4555160142348754,5,0.7777777777777778,0.21428571428571427,14,0.7924388173322696,0.8781096372037438,0.39827780999120665,0.5139540676873254
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.55,239,205,0.8577405857740585,115,0.4811715481171548,5,0.8055555555555556,0.23076923076923078,13,0.8077841554735747,0.8963789673738325,0.41862689724954455,0.5443118857584867
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.6,165,143,0.8666666666666667,86,0.5212121212121212,5,0.8095238095238095,0.23076923076923078,13,0.8063753035183641,0.9102733255869988,0.44537724656787314,0.5960817650332635
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.65,90,77,0.8555555555555555,47,0.5222222222222223,5,0.7619047619047619,0.18181818181818182,11,0.7684012207986421,0.9136001121333921,0.4202456391287088,0.6223794441795434
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.7,38,31,0.8157894736842105,18,0.47368421052631576,5,0.6,0.25,2,0.665811419288686,0.9077823481477872,0.32479023322526057,0.6274102861550331
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.75,9,5,0.5555555555555556,3,0.3333333333333333,3,0.3333333333333333,0.0,2,0.26665129349549305,0.8112214789023355,0.1205838183869109,0.6457978644196036
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.0,253,217,0.857707509881423,112,0.4426877470355731,5,0.8026315789473685,0.21428571428571427,14,0.8092993575809463,0.895415530860641,0.38279346734822417,0.5042964124042287
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.45,253,217,0.857707509881423,112,0.4426877470355731,5,0.8026315789473685,0.21428571428571427,14,0.8092993575809463,0.895415530860641,0.38279346734822417,0.5042964124042287
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,237,203,0.8565400843881856,107,0.45147679324894513,5,0.7916666666666666,0.21428571428571427,14,0.8062182238878932,0.8954882050115434,0.38939708007262075,0.5151044118523078
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,200,176,0.88,96,0.48,5,0.8214285714285714,0.23076923076923078,13,0.8276574790170326,0.9180200729362449,0.411791663783233,0.5489621492718576
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.6,136,122,0.8970588235294118,73,0.5367647058823529,5,0.8333333333333334,0.23076923076923078,13,0.8346183375297825,0.9376848185641372,0.4531024006562899,0.6184071508338879
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.65,71,62,0.8732394366197183,37,0.5211267605633803,5,0.7142857142857143,0.18181818181818182,11,0.7763089172134625,0.9318547241043516,0.4068599735260268,0.633224760888189
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.7,30,26,0.8666666666666667,15,0.5,5,0.75,0.25,2,0.703186733179637,0.9469034451594526,0.33154125640533766,0.6684587435946623
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.75,8,5,0.625,3,0.375,3,0.3333333333333333,0.0,1,0.30574239460262737,0.8631557141764026,0.13684428582359742,0.6942576053973727
HGB_q0.975_AND_LR_q0.975,0.975,0.975,0.0,183,156,0.8524590163934426,81,0.4426229508196721,5,0.8,0.2631578947368421,10,0.7938471331431711,0.8965777908229666,0.3725726888531881,0.515032556082557
HGB_q0.975_AND_LR_q0.975,0.975,0.975,0.45,183,156,0.8524590163934426,81,0.4426229508196721,5,0.8,0.2631578947368421,10,0.7938471331431711,0.8965777908229666,0.3725726888531881,0.515032556082557
HGB_q0.975_AND_LR_q0.975,0.975,0.975,0.5,168,143,0.8511904761904762,77,0.4583333333333333,5,0.7924528301886793,0.2641509433962264,10,0.7895513119940527,0.897128147141159,0.38476159343111366,0.5337679622647087
HGB_q0.975_AND_LR_q0.975,0.975,0.975,0.55,144,126,0.875,71,0.4930555555555556,5,0.8,0.3,10,0.8110629335752966,0.9194493385674258,0.4126463655407692,0.5738256294195508
HGB_q0.975_AND_LR_q0.975,0.975,0.975,0.6,100,88,0.88,53,0.53,5,0.7916666666666666,0.3,10,0.8018790057328857,0.9300059356298052,0.4328885697009936,0.6248918204065872
HGB_q0.975_AND_LR_q0.975,0.975,0.975,0.65,50,41,0.82,26,0.52,5,0.6,0.2222222222222222,4,0.6920394632569922,0.9022980732976582,0.38511744890044614,0.6520286471342196
HGB_q0.975_AND_LR_q0.975,0.975,0.975,0.7,22,18,0.8181818181818182,11,0.5,5,0.7142857142857143,0.0,1,0.6148339256287345,0.9269311541657794,0.3072210627372502,0.6927789372627497
HGB_q0.975_AND_LR_q0.975,0.975,0.975,0.75,4,1,0.25,1,0.25,2,0.0,0.0,2,0.04558726080970055,0.6993581574175981,0.04558726080970055,0.6993581574175981
HGB_q0.985_AND_LR_q0.900,0.985,0.9,0.0,141,124,0.8794326241134752,64,0.45390070921985815,5,0.8125,0.2916666666666667,6,0.8153934543235097,0.9233453078458234,0.3740333550932513,0.5362133373534652
HGB_q0.985_AND_LR_q0.900,0.985,0.9,0.45,141,124,0.8794326241134752,64,0.45390070921985815,5,0.8125,0.2916666666666667,6,0.8153934543235097,0.9233453078458234,0.3740333550932513,0.5362133373534652
HGB_q0.985_AND_LR_q0.900,0.985,0.9,0.5,132,116,0.8787878787878788,61,0.4621212121212121,5,0.8085106382978723,0.2978723404255319,6,0.8121564514381198,0.9239958312902071,0.3793453862161912,0.5470393855109762
HGB_q0.985_AND_LR_q0.900,0.985,0.9,0.55,112,101,0.9017857142857143,55,0.49107142857142855,5,0.8333333333333334,0.2727272727272727,6,0.8326536744357279,0.9442702430997637,0.40033026234428093,0.5824047617104859
