month,R,head_hits,exact3_hits,head_rate,exact3_rate,headwin_R,second_top1,second_top2,second_top3,third_top1,third_top2,third_top3
2026-02,63,51,23,0.8095238095238095,0.36507936507936506,51,0.4117647058823529,0.7254901960784313,0.8431372549019608,0.4117647058823529,0.7647058823529411,0.9215686274509803
2026-03,16,15,7,0.9375,0.4375,15,0.2,0.6666666666666666,0.9333333333333333,0.4,0.6666666666666666,0.8666666666666667
2026-04,53,48,28,0.9056603773584906,0.5283018867924528,48,0.4375,0.7916666666666666,0.9583333333333334,0.5,0.8541666666666666,0.9583333333333334
2026-05,121,101,46,0.8347107438016529,0.38016528925619836,101,0.504950495049505,0.7425742574257426,0.900990099009901,0.38613861386138615,0.6732673267326733,0.8712871287128713
2026-06,92,75,28,0.8152173913043478,0.30434782608695654,75,0.41333333333333333,0.64,0.8133333333333334,0.4,0.7066666666666667,0.9333333333333333
