race_code,venue,venue_name,race,boat1_name,p109,grade,top7,entry_course,winner,head_hit,actual_combo,payout100,ticket7_hit,invest7,return7
202609042212,22,福岡,12,福来 剛,0.7971736006405393,S,1-3-6;1-6-3;1-2-6;1-2-3;1-3-2;1-6-2;1-3-4,1,1,1,1-3-4,1100,1,700,1100
202609042401,24,大村,01,加藤 翔,0.4900859311332576,B,1-2-5;1-2-6;1-2-4;1-5-2;1-2-3;1-4-2;1-6-2,1,1,1,1-2-3,1030,1,700,1030
202609042402,24,大村,02,本村 大,0.6172280800961942,B,1-3-6;1-2-3;1-3-2;1-2-6;1-6-3;1-6-2;1-3-5,1,1,1,1-4-2,2220,0,700,0
202609042403,24,大村,03,安東 幸治,0.70748323180694,A,1-3-5;1-5-3;1-5-2;1-5-6;1-3-2;1-2-5;1-3-6,1,1,1,1-2-3,1550,0,700,0
202609042404,24,大村,04,川原 涼,0.5634576102647318,B,1-5-3;1-3-5;1-5-4;1-5-2;1-3-4;1-4-5;1-4-3,1,1,1,1-5-3,1740,1,700,1740
202609042405,24,大村,05,荒木 颯斗,0.6068290958339622,B,1-5-3;1-3-5;1-5-2;1-2-5;1-5-4;1-3-2;1-2-3,1,1,1,1-3-5,660,1,700,660
202609042406,24,大村,06,大場 広孝,0.5661383043327101,B,1-2-5;1-5-2;1-2-6;1-2-4;1-5-6;1-5-4;1-2-3,1,2,0,2-1-5,1140,0,700,0
202609042407,24,大村,07,相原 利章,0.7304608562041117,S,1-2-3;1-3-2;1-2-5;1-2-4;1-5-2;1-3-5;1-4-2,1,2,0,2-3-1,3860,0,700,0
202609042408,24,大村,08,石田 貴洋,0.8219694134357084,S,1-2-6;1-2-4;1-4-2;1-2-5;1-2-3;1-6-2;1-3-2,1,1,1,1-3-4,1030,0,700,0
202609042409,24,大村,09,永田 啓二,0.83808385048138,S,1-3-4;1-4-3;1-3-5;1-3-2;1-3-6;1-4-5;1-5-3,1,6,0,6-1-3,235090,0,700,0
202609042410,24,大村,10,松村 敏,0.9274946483115915,S,1-2-4;1-4-2;1-4-6;1-2-6;1-4-5;1-2-5;1-4-3,1,1,1,1-3-4,1810,0,700,0
202609042411,24,大村,11,柳内 敬太,0.5391748890082015,B,1-3-5;1-3-2;1-5-3;1-2-3;1-3-4;1-2-5;1-5-2,1,2,0,2-3-5,14700,0,700,0
202609042412,24,大村,12,野末 智一,0.5848366271878003,B,1-4-5;1-5-4;1-2-5;1-5-2;1-2-4;1-4-2;1-5-3,1,1,1,1-5-4,1580,1,700,1580
