feature,auc_oriented,direction,n,top10_n,top10_head_rate,overall_head_rate,lift_pt
b3_gh_delta_overall,0.5176361434794232,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b6_gh_p2_overall,0.5175968297400576,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b4_gh_p1_turn,0.5173845355474831,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
b4_vh_p2_overall,0.5172272805900207,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
st_corr_rank_b6,0.5172194178421474,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b3_vh_p1_display,0.5171172021197968,high,592,59,0.3389830508474576,0.23817567567567569,10.080737517178193
rel_st_corr_strength_4v5,0.5169284961708417,high,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
b4_vh_p2_straight,0.5168577314399836,low,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
st_raw_b3,0.5168379431540342,low,537,53,0.24528301886792453,0.2383612662942272,0.6921752573697343
b5_gh_delta_overall,0.5168184177006181,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b6_vh_p1_overall,0.5167319274740136,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
st_raw_rank_b6,0.5166768882389018,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
rel_pl_frame_p2_4v5,0.5166611627431554,high,592,59,0.3728813559322034,0.23817567567567569,13.47056802565277
b6_gh_delta_overall,0.5165982607601705,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
opp_direct_b3_v93,0.5165274960293124,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b5_gh_delta_turn,0.5164803195420735,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b6_pl_frame_p2,0.5163073390888648,low,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
b6_pl_recent_p2,0.5160557311569247,high,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
opp_nst_b2_v93,0.5160400056611785,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
rel_st_corr_rank_4v2,0.5160321429133055,high,592,59,0.3050847457627119,0.23817567567567569,6.69090700870362
b3_vh_delta_turn,0.5158670252079697,low,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
opp_grade_b6_v93,0.5158434369643503,low,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
b6_pl_frame_win,0.5156861820068878,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
opp_grade_b2_v93,0.5153638093440895,low,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
st_bias4_v90,0.5153244956047238,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b2_pl_all_p2,0.5152222798823733,low,592,59,0.3389830508474576,0.23817567567567569,10.080737517178193
rel_pl_frame_races_4v2,0.5151043386642764,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b2_pl_all_win,0.5149706719504332,low,592,59,0.3220338983050847,0.23817567567567569,8.385822262940904
b3_vh_p12_display,0.5147741032536051,high,592,59,0.3050847457627119,0.23817567567567569,6.69090700870362
rel_vh_p12_display_4v1,0.5146718875312545,high,592,59,0.3220338983050847,0.23817567567567569,8.385822262940904
b6_gh_delta_straight,0.5143731031120755,high,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
st_corr_strength_b6,0.5142001226588668,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
tilt_bonus,0.5141608089195012,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
rel_st_raw_rank_4v5,0.514145083423755,low,592,59,0.15254237288135594,0.23817567567567569,-8.563330279431975
b6_vh_p2_straight,0.5141057696843894,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
tilt,0.5140900441886431,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
opp_local_b2_v93,0.5139721029705461,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
st_raw_b4,0.5137817084352079,high,537,53,0.22641509433962265,0.2383612662942272,-1.194617195460454
b6_vh_p2_turn,0.5137204950386061,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
st_raw_strength_b6,0.5136261420641286,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
rel_vh_p12_display_4v3,0.5134846126024123,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b5_pl_frame_p2,0.513468887106666,low,592,59,0.3050847457627119,0.23817567567567569,6.69090700870362
rank_b3_v93,0.5133194948970766,high,592,59,0.3389830508474576,0.23817567567567569,10.080737517178193
rel_st_corr_strength_4v2,0.5132330046704723,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
opp_motor_b3_v93,0.5130521614693904,low,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
b6_vh_p2_overall,0.5130285732257709,high,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
rel_pl_frame_win_4v5,0.5129971222342784,high,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
opp_score_b6_v93,0.5128870437640546,high,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
b4_gh_p1_display,0.5128555927725622,low,592,59,0.3389830508474576,0.23817567567567569,10.080737517178193
b5_gh_p2_turn,0.5126511613278608,low,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
b3_vh_p2_straight,0.5126432985799876,low,592,59,0.3050847457627119,0.23817567567567569,6.69090700870362
opp_motor_b5_v93,0.5124939063703984,low,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
rel_pl_frame_win_4v6,0.5123995533959208,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b3_gh_p2_display,0.5123759651523014,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b3_vh_delta_overall,0.5120457297416301,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
st_raw_strength_b4,0.5119199257756601,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
v91_st_raw,0.5119199257756601,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
rel_vh_p12_display_4v6,0.51166831784372,high,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
rel_vh_delta_overall_4v6,0.5116132786086082,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b4_gh_p12_straight,0.511605415860735,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
b5_gh_p2_overall,0.5111808274755861,low,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
b3_gh_delta_straight,0.5108741803085343,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
b1_vh_p2_overall,0.510858454812788,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b3_gh_p12_display,0.5108034155776761,low,592,59,0.1694915254237288,0.23817567567567569,-6.868415025194688
b5_vh_delta_turn,0.5107955528298029,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
opp_score_b2_v93,0.5106854743595792,low,592,59,0.13559322033898305,0.23817567567567569,-10.258245533669264
st_raw_rank_b4,0.510559670393609,low,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
rel_pl_frame_races_4v5,0.5105124939063704,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b6_vh_p1_display,0.510488905662751,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
st_bias1_v90,0.5103866899404004,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
rank_b5_v93,0.5103237879574154,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b3_gh_p1_turn,0.5101429447563335,low,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
b4_pl_frame_races,0.510048591781856,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b3_vh_p1_turn,0.5100407290339828,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
rel_st_raw_strength_4v5,0.5100092780424903,high,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
b3_gh_p12_straight,0.5099935525467441,low,592,59,0.3220338983050847,0.23817567567567569,8.385822262940904
b6_gh_p12_turn,0.5099621015552515,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
rel_vh_delta_turn_4v1,0.5099463760595053,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
rel_st_raw_strength_4v3,0.509867748580774,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b3_gh_p2_straight,0.5097812583541695,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b1_vh_p2_turn,0.5097733956062964,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b1_gh_delta_display,0.5096318661445802,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b5_vh_delta_overall,0.5095453759179758,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b1_vh_p12_display,0.5095375131701028,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
rel_vh_p12_turn_4v3,0.5093959837083863,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
rel_vh_p12_display_4v2,0.5093645327168939,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b3_gh_p2_overall,0.5091679640200657,high,592,59,0.3220338983050847,0.23817567567567569,8.385822262940904
b1_vh_p2_straight,0.5089792580711107,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b3_gh_p1_overall,0.5089084933402526,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b2_pl_recent_p2,0.5088220031136481,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
rel_vh_p12_overall_4v6,0.5086568854083124,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
rel_st_raw_rank_4v3,0.5085074931987231,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
st_bias5_v90,0.5083581009891336,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b5_gh_delta_display,0.5082008460316711,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b4_vh_p1_display,0.5081615322923055,high,592,59,0.3220338983050847,0.23817567567567569,8.385822262940904
st_raw_strength_b5,0.5080750420657011,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
rel_vh_delta_turn_4v5,0.5080278655784624,low,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
b3_vh_p2_turn,0.5078077086380148,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
opp_national_b6_v93,0.5077919831422686,high,592,59,0.1694915254237288,0.23817567567567569,-6.868415025194688
b3_gh_p12_overall,0.5077133556635374,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b4_pl_frame_win,0.5075561007060748,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
rel_vh_delta_display_4v6,0.507501061470963,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b5_vh_delta_display,0.5074067084964854,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
opp_nst_b5_v93,0.507383120252866,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b6_vh_delta_straight,0.5073123555220078,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b5_vh_delta_straight,0.5073044927741347,high,592,59,0.13559322033898305,0.23817567567567569,-10.258245533669264
b6_gh_p1_overall,0.5071472378166721,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b1_gh_p2_straight,0.5070607475900677,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
rel_vh_delta_display_4v2,0.5070607475900677,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b1_gh_p2_display,0.5070057083549558,high,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
rel_vh_delta_turn_4v6,0.5068720416411127,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
opp_grade_b3_v93,0.5068405906496203,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b3_gh_p2_turn,0.5066361592049189,high,592,59,0.3050847457627119,0.23817567567567569,6.69090700870362
st_bias6_v90,0.5065889827176802,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b3_vh_p12_straight,0.5063845512729789,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
rel_vh_p12_turn_4v6,0.5062980610463744,high,592,59,0.3050847457627119,0.23817567567567569,6.69090700870362
st_raw_rank_b5,0.5062351590633895,high,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
rel_vh_delta_turn_4v3,0.5059992766271957,low,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
b1_gh_p2_overall,0.5059599628878301,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b3_gh_p12_turn,0.505779119686748,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
st_corr_strength_b5,0.5057476686952556,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b3_vh_p1_overall,0.5057004922080168,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b6_vh_p12_turn,0.5054488842760767,low,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
b1_vh_p2_display,0.50533094305798,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
b1_gh_p12_display,0.5052051390920098,high,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
b3_vh_p2_overall,0.5051500998568981,high,592,59,0.3050847457627119,0.23817567567567569,6.69090700870362
opp_motor_b1_v93,0.505087197873913,low,592,59,0.13559322033898305,0.23817567567567569,-10.258245533669264
b1_gh_p2_turn,0.5048434526898461,high,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
opp_local_b6_v93,0.5045997075057791,low,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
opp_direct_b6_v93,0.504583982010033,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
opp_direct_b2_v93,0.5044817662876823,high,592,59,0.3050847457627119,0.23817567567567569,6.69090700870362
entry_course_preview,0.5041908446163764,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
st_corr_rank_b5,0.5041672563727571,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b1_vh_p1_display,0.5036561777610039,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b1_vh_delta_display,0.5035932757780189,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
rel_vh_delta_overall_4v3,0.5034517463163025,high,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
rel_pl_all_p2_4v6,0.5028541774779449,high,592,59,0.22033898305084745,0.23817567567567569,-1.7836692624828232
b6_gh_p1_display,0.5027519617555944,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b6_pl_all_win,0.502547530310893,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b2_gh_delta_straight,0.5024689028321618,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
rel_vh_p12_straight_4v3,0.5023981381013036,low,592,59,0.15254237288135594,0.23817567567567569,-8.563330279431975
b6_vh_p12_overall,0.5023509616140649,high,592,59,0.1694915254237288,0.23817567567567569,-6.868415025194688
b3_vh_p12_turn,0.5022801968832069,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
rel_vh_p12_overall_4v3,0.5022566086395874,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
rel_vh_delta_overall_4v5,0.5021150791778711,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b3_gh_p1_straight,0.5019106477331698,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b6_gh_p1_turn,0.5017533927757072,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b2_vh_delta_straight,0.5015489613310059,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b3_vh_p2_display,0.5015410985831328,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b3_gh_p1_display,0.5011243729458571,low,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
b2_pl_frame_races,0.5010457454671259,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
rel_vh_p12_straight_4v2,0.5010142944756333,low,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
b1_gh_p1_display,0.5007941375351858,high,592,59,0.23728813559322035,0.23817567567567569,-0.08875400824553403
rel_st_corr_rank_4v3,0.5006447453255964,high,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
b4_vh_p1_turn,0.5005975688383577,high,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
b2_gh_p12_display,0.5004324511330219,high,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
st_bias3_v90,0.5004324511330218,low,592,59,0.2542372881355932,0.23817567567567569,1.6061612459917525
b5_gh_delta_straight,0.5004167256372757,high,592,59,0.1864406779661017,0.23817567567567569,-5.173499770957399
rel_st_corr_strength_4v3,0.50037741189791,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
attack4_corr_strength_edge3,0.50037741189791,high,592,59,0.2711864406779661,0.23817567567567569,3.3010765002290414
rel_vh_p12_straight_4v6,0.5002516079319401,high,592,59,0.15254237288135594,0.23817567567567569,-8.563330279431975
b5_pl_frame_win,0.5000393137393657,high,592,59,0.2033898305084746,0.23817567567567569,-3.4785845167201095
b3_vh_p12_overall,0.5000393137393656,low,592,59,0.288135593220339,0.23817567567567569,4.99599175446633
