scope,family,param,floor,R,added_R,head4_wins,hits,return_yen,profit_yen,roi_pct,base_R,base_roi_pct,rescue_roi_pct,min_month_roi_pct,min_added_per_month
S+A,FIXED,12,14.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,14.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,15.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,ADAPT,3,5.0,90,62,37,16,1283380.0,383380.0,142.59777777777776,28,310.98214285714283,66.55322580645161,99.32903225806452,19
S+A,ADAPT,3,5.5,84,56,31,13,1154100.0,314100.0,137.39285714285714,28,310.98214285714283,50.598214285714285,72.28571428571429,18
S+A,ADAPT,3,6.0,80,52,31,13,1154100.0,354100.0,144.2625,28,310.98214285714283,54.49038461538461,72.28571428571429,15
S+A,ADAPT,3,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,3,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,3,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,3,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,3,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,3,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,3,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,3,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,3,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,3,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,3,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,3,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,3,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,3,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,3,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,3,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,3,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,3,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,4,5.0,90,62,37,16,1267640.0,367640.0,140.8488888888889,28,310.98214285714283,64.01451612903226,95.69354838709677,19
S+A,ADAPT,4,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,4,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,4,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,4,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,4,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,4,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,4,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,4,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,4,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,4,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,4,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,4,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,4,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,4,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,4,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,4,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,4,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,4,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,4,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,4,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,5,5.0,90,62,37,16,1250650.0,350650.0,138.9611111111111,28,310.98214285714283,61.274193548387096,93.09677419354838,19
S+A,ADAPT,5,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,5,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,5,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,5,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,5,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,5,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,5,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,5,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,5,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,5,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,5,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,5,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,5,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,5,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,5,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,5,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,5,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,5,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,5,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,5,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,6,5.0,90,62,37,16,1250650.0,350650.0,138.9611111111111,28,310.98214285714283,61.274193548387096,93.09677419354838,19
S+A,ADAPT,6,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,6,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,6,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,6,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,6,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,6,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,6,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,6,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,6,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,6,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,6,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,6,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,6,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,6,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,6,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,6,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,6,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,6,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,6,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,6,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,7,5.0,90,62,37,16,1250650.0,350650.0,138.9611111111111,28,310.98214285714283,61.274193548387096,93.09677419354838,19
S+A,ADAPT,7,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,7,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,7,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,7,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,7,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,7,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,7,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,7,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,7,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,7,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,7,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,7,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,7,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,7,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,7,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,7,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,7,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,7,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,7,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,7,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,8,5.0,90,62,37,16,1250650.0,350650.0,138.9611111111111,28,310.98214285714283,61.274193548387096,93.09677419354838,19
S+A,ADAPT,8,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,8,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,8,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,8,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,8,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,8,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,8,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,8,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,8,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,8,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,8,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,8,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,8,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,8,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,8,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,8,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,8,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,8,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,8,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,8,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,9,5.0,90,62,37,16,1250650.0,350650.0,138.9611111111111,28,310.98214285714283,61.274193548387096,93.09677419354838,19
S+A,ADAPT,9,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,9,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,9,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,9,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,9,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,9,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,9,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,9,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,9,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,9,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,9,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,9,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,9,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,9,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,9,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,9,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,9,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,9,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,9,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,9,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,10,5.0,90,62,37,16,1250650.0,350650.0,138.9611111111111,28,310.98214285714283,61.274193548387096,93.09677419354838,19
S+A,ADAPT,10,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,10,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,10,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,10,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,10,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,10,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,10,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,10,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,10,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,10,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,10,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,10,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,10,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,10,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,10,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,10,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,10,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,10,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,10,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,10,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,11,5.0,90,62,37,16,1250650.0,350650.0,138.9611111111111,28,310.98214285714283,61.274193548387096,93.09677419354838,19
S+A,ADAPT,11,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,11,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,11,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,11,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,11,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,11,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,11,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,11,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,11,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,11,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,11,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,11,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,11,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,11,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,11,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,11,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,11,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,11,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,11,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,11,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,12,5.0,90,62,37,16,1250650.0,350650.0,138.9611111111111,28,310.98214285714283,61.274193548387096,93.09677419354838,19
S+A,ADAPT,12,5.5,84,56,31,13,1138360.0,298360.0,135.51904761904763,28,310.98214285714283,47.7875,68.26071428571429,18
S+A,ADAPT,12,6.0,80,52,31,13,1149630.0,349630.0,143.70375,28,310.98214285714283,53.63076923076923,72.28571428571429,15
S+A,ADAPT,12,6.5,71,43,29,13,1154100.0,444100.0,162.54929577464787,28,310.98214285714283,65.8953488372093,84.33333333333333,12
S+A,ADAPT,12,7.0,68,40,28,11,1036440.0,356440.0,152.41764705882352,28,310.98214285714283,41.4225,96.4,11
S+A,ADAPT,12,7.5,64,36,26,11,1036440.0,396440.0,161.94375,28,310.98214285714283,46.025,105.58095238095238,10
S+A,ADAPT,12,8.0,58,30,24,10,959300.0,379300.0,165.39655172413794,28,310.98214285714283,29.516666666666673,106.74666666666667,6
S+A,ADAPT,12,8.5,54,26,24,10,959300.0,419300.0,177.64814814814815,28,310.98214285714283,34.057692307692314,106.74666666666667,6
S+A,ADAPT,12,9.0,49,21,22,9,870750.0,380750.0,177.70408163265307,28,310.98214285714283,0.0,83.23125,3
S+A,ADAPT,12,9.5,47,19,22,9,870750.0,400750.0,185.2659574468085,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,12,10.0,46,18,22,9,870750.0,410750.0,189.29347826086956,28,310.98214285714283,0.0,95.12142857142857,3
S+A,ADAPT,12,10.5,44,16,22,9,870750.0,430750.0,197.89772727272728,28,310.98214285714283,0.0,102.43846153846154,3
S+A,ADAPT,12,11.0,39,11,20,9,870750.0,480750.0,223.26923076923077,28,310.98214285714283,0.0,110.975,2
S+A,ADAPT,12,11.5,37,9,20,9,870750.0,500750.0,235.33783783783784,28,310.98214285714283,0.0,121.06363636363636,1
S+A,ADAPT,12,12.0,35,7,20,9,870750.0,520750.0,248.78571428571428,28,310.98214285714283,0.0,133.17,1
S+A,ADAPT,12,12.5,33,5,19,9,870750.0,540750.0,263.8636363636364,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,12,13.0,32,4,19,9,870750.0,550750.0,272.109375,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,12,13.5,31,3,19,9,870750.0,560750.0,280.88709677419354,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,12,14.0,30,2,19,9,870750.0,570750.0,290.25,28,310.98214285714283,0.0,133.17,0
S+A,ADAPT,12,14.5,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
S+A,ADAPT,12,15.0,29,1,18,9,870750.0,580750.0,300.2586206896552,28,310.98214285714283,0.0,147.96666666666667,0
