scope,family,param,floor,R,added_R,head4_wins,hits,return_yen,profit_yen,roi_pct,base_R,base_roi_pct,rescue_roi_pct,min_month_roi_pct,min_added_per_month
S+A,FIXED,8,14.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,8,14.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,8,15.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,5.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,5.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,6.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,6.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,7.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,7.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,8.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,8.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,9.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,9.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,10.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,10.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,11.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,11.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,12.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,12.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,13.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,13.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,14.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,14.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,9,15.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,5.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,5.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,6.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,6.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,7.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,7.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,8.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,8.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,9.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,9.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,10.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,10.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,11.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,11.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,12.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,12.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,13.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,13.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,14.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,14.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,10,15.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,5.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,5.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,6.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,6.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,7.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,7.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,8.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,8.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,9.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,9.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,10.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,10.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,11.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,11.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,12.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,12.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,13.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,13.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,14.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,14.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,11,15.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,5.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,5.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,6.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,6.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,7.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,7.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,8.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,8.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,9.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,9.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,10.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,10.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,11.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,11.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,12.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,12.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,13.0,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
S+A,FIXED,12,13.5,28,0,18,9,870750.0,590750.0,310.98214285714283,28,310.98214285714283,,166.4625,0
