combo,odds,pair_prob,combo_prob,market_share,train_pair_count,ev,stake,date,race_code,venue,race,score3,tickets,composite_odds,actual_combo,hit,payout100,return
3-5-4,26.0,0.03562145599882556,0.004801954433556252,0.16650670990384292,22,0.12485081527246256,200,2026-08-10,202608101608,16,08R,60.06,15,5.02,1-3-5,0,0,0
3-6-1,658.9,0.03061459915417669,0.004127004526283068,0.006570305748216597,20,2.719283282367914,200,2026-08-10,202608101608,16,08R,60.06,15,5.02,1-3-5,0,0,0
3-6-4,494.2,0.021481037734390685,0.00289575373868624,0.008759964503237384,14,1.4310814976587396,200,2026-08-10,202608101608,16,08R,60.06,15,5.02,1-3-5,0,0,0
3-1-5,33.4,0.1340980953666691,0.018396886441338058,0.10428155814603306,87,0.6144560071406912,1100,2026-08-10,202608102007,20,07R,63.25,7,5.0,3-1-5,1,2640,29040
3-1-4,12.4,0.11030091508700075,0.015132156826558425,0.28088742274818584,70,0.18763874464932448,900,2026-08-10,202608102007,20,07R,63.25,7,5.0,3-1-5,0,0,0
3-1-2,100.9,0.1027116869145117,0.014090992382835926,0.03451936612564424,67,1.421781131428145,900,2026-08-10,202608102007,20,07R,63.25,7,5.0,3-1-5,0,0,0
3-1-6,86.7,0.06766623581071203,0.009283115115980137,0.04017305700204734,44,0.8048460805554779,600,2026-08-10,202608102007,20,07R,63.25,7,5.0,3-1-5,0,0,0
3-4-1,17.1,0.058976298588154105,0.008090944654284744,0.2036844469051172,37,0.13835515358826914,500,2026-08-10,202608102007,20,07R,63.25,7,5.0,3-1-5,0,0,0
3-2-4,201.4,0.05669977358745742,0.007778628720160791,0.01729396247307599,37,1.5666158242403834,500,2026-08-10,202608102007,20,07R,63.25,7,5.0,3-1-5,0,0,0
3-2-1,230.9,0.049039199629307285,0.006727676364736147,0.01508446964953445,32,1.5534204726175764,500,2026-08-10,202608102007,20,07R,63.25,7,5.0,3-1-5,0,0,0
3-1-5,23.4,0.13577662635643187,0.01660072810505473,0.24171128293286023,87,0.38845703765828066,500,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-1-4,54.2,0.10814479457381572,0.013222322419354093,0.10435505573116106,70,0.7166498751289919,400,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-1-2,73.9,0.10322487273218466,0.012620788215840806,0.07653645494761745,67,0.9326762491506356,400,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-1-6,153.8,0.0676247367173094,0.008268137878701868,0.036775318729706956,44,1.2716396057443475,300,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-4-1,132.2,0.05701110221807152,0.0069704619439224635,0.04278399410460613,37,0.9214950689865495,300,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-2-4,149.2,0.05695156204249669,0.006963182264845371,0.037909142229416416,37,1.0389067939149292,300,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-4-2,181.6,0.05534223654172438,0.006766418095726018,0.031145616853683535,36,1.2287815261838448,300,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-2-1,215.3,0.04917582320543344,0.006012481619867336,0.026270524944862653,32,1.2944872927574376,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-4-6,628.1,0.044384793961590285,0.005426706468762777,0.009005005605204473,29,3.4085143330299004,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-5-2,115.0,0.04182208233873258,0.005113376553265808,0.04918299148372982,27,0.588038303625568,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-5-1,38.4,0.04149365267831709,0.0050732211035355995,0.1472928130372117,26,0.194811690375767,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-4-5,129.9,0.035646308695062336,0.00435829563950236,0.04354152440822886,23,0.5661426035713566,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-5-4,110.0,0.03421579947487899,0.004183394441458911,0.05141858200571754,22,0.46017338856048023,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-2-5,160.3,0.03401873731186308,0.004159300637718101,0.035284117408789326,22,0.6667358922262117,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-2-6,519.8,0.03372068632434974,0.004122859436180488,0.010881192806134917,22,2.1430623349266176,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-6-1,603.0,0.030648914086476096,0.003747289228774313,0.009379840830230397,20,2.2596154049509107,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-6-4,837.5,0.021456531119362028,0.0026233826008838774,0.006753485397765886,14,2.1970829282402473,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-5-6,231.9,0.020145221533136692,0.002463055345106194,0.02439001302556675,13,0.5711825345301265,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-6-2,886.8,0.018398510386715132,0.00224949372115118,0.006378037912301455,12,1.9948510319168664,200,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-6-5,628.1,0.010797007702048299,0.001320096057913247,0.009005005605204473,7,0.8291523339753105,100,2026-08-10,202608102105,21,05R,56.06,20,5.66,1-3-2,0,0,0
3-1-4,35.4,0.10723314619373175,0.014772362306023577,0.029713844611787325,70,0.5229416256332347,1100,2026-08-10,202608102307,23,07R,63.62,6,5.08,1-3-6,0,0,0
3-1-2,12.0,0.10336068203486747,0.014238894384934286,0.0876558416047726,67,0.17086673261921143,1100,2026-08-10,202608102307,23,07R,63.62,6,5.08,1-3-6,0,0,0
3-1-6,18.5,0.0678700194589691,0.009349725833404375,0.05685784320309575,44,0.17296992791798094,800,2026-08-10,202608102307,23,07R,63.62,6,5.08,1-3-6,0,0,0
3-4-1,71.4,0.05666848334924324,0.007806610148838655,0.014732074219289513,37,0.5573919646270801,700,2026-08-10,202608102307,23,07R,63.62,6,5.08,1-3-6,0,0,0
3-2-4,97.3,0.05662058732014872,0.007800012025777659,0.010810586837176478,37,0.7589411701081662,700,2026-08-10,202608102307,23,07R,63.62,6,5.08,1-3-6,0,0,0
3-4-2,141.9,0.055052369540898684,0.007583975454697518,0.007412756161080135,36,1.076166117021578,600,2026-08-10,202608102307,23,07R,63.62,6,5.08,1-3-6,0,0,0
3-1-5,25.0,0.13420881452969124,0.019156617451511454,0.11334668961846989,87,0.4789154362877863,1100,2026-08-11,202608110509,05,09R,65.59,7,5.06,3-4-6,0,0,0
3-1-4,21.8,0.10845782883421065,0.015480988665903401,0.12998473580099756,70,0.33748555291669413,900,2026-08-11,202608110509,05,09R,65.59,7,5.06,3-4-6,0,0,0
3-1-2,42.5,0.1031044216586868,0.014716857236212553,0.06667452330498229,67,0.6254664325390334,900,2026-08-11,202608110509,05,09R,65.59,7,5.06,3-4-6,0,0,0
3-1-6,29.5,0.06834878188245279,0.009755927525231804,0.09605651662582194,44,0.2877998619943382,600,2026-08-11,202608110509,05,09R,65.59,7,5.06,3-4-6,0,0,0
3-4-1,29.0,0.057681986729333716,0.008233376902174686,0.09771266346419817,37,0.2387679301630659,600,2026-08-11,202608110509,05,09R,65.59,7,5.06,3-4-6,0,0,0
3-2-4,76.9,0.056938610427415284,0.008127269300462578,0.0368487287446261,37,0.6249870092055723,500,2026-08-11,202608110509,05,09R,65.59,7,5.06,3-4-6,0,0,0
3-5-2,143.9,0.04146188604176664,0.005918161877099126,0.019691919669643832,27,0.8516234941145643,400,2026-08-11,202608110509,05,09R,65.59,7,5.06,3-4-6,0,0,0
3-1-5,19.8,0.13398645912236903,0.01671797779046245,0.09514134064396475,87,0.33101596025115654,1400,2026-08-11,202608110707,07,07R,56.61,6,5.03,3-1-5,1,1420,19880
3-1-2,41.5,0.10284449143228196,0.012832281223776663,0.04539273601808439,67,0.5325396707867315,1100,2026-08-11,202608110707,07,07R,56.61,6,5.03,3-1-5,0,0,0
3-1-6,46.1,0.06767466636942604,0.00844401424406428,0.040863308996757094,44,0.38926905665136335,700,2026-08-11,202608110707,07,07R,56.61,6,5.03,3-1-5,0,0,0
3-4-1,12.0,0.05840590182671807,0.00728751678316416,0.15698321206254184,37,0.08745020139796993,600,2026-08-11,202608110707,07,07R,56.61,6,5.03,3-1-5,0,0,0
3-2-4,91.2,0.056740832803636065,0.007079760065583848,0.020655685797702873,37,0.645674117981247,600,2026-08-11,202608110707,07,07R,56.61,6,5.03,3-1-5,0,0,0
3-2-1,123.6,0.049041112531905476,0.006119037964718395,0.015241088549761346,32,0.7563130924391936,600,2026-08-11,202608110707,07,07R,56.61,6,5.03,3-1-5,0,0,0
3-1-5,12.3,0.13536150596089871,0.018175803597449518,0.20772330054858212,87,0.2235623842486291,1700,2026-08-11,202608110709,07,09R,59.81,4,5.02,1-3-4,0,0,0
3-1-4,10.3,0.10989994408567115,0.014756926534555972,0.24805792201432622,70,0.15199634330592654,1400,2026-08-11,202608110709,07,09R,59.81,4,5.02,1-3-4,0,0,0
3-1-2,53.6,0.10287227904676942,0.013813279678760513,0.04766784695424552,67,0.7403917907815635,1400,2026-08-11,202608110709,07,09R,59.81,4,5.02,1-3-4,0,0,0
3-2-6,445.1,0.03365789649387985,0.004519448212645929,0.0057402754364133,22,2.011606399448703,500,2026-08-11,202608110709,07,09R,59.81,4,5.02,1-3-4,0,0,0
3-1-5,40.1,0.13524192666666576,0.018339764115631284,0.19793274583325934,87,0.7354245410368145,500,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-1-4,39.7,0.10931208586779893,0.014823493861812857,0.1999270304260378,70,0.5884927063139704,400,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-1-2,136.7,0.10299923300997124,0.013967426256427396,0.05806220269139504,67,1.909347169253625,400,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-1-6,137.1,0.06788266017297576,0.009205370004690917,0.057892801662390234,44,1.2620562276431246,300,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-4-1,83.9,0.057643993210079424,0.007816934172799533,0.09460194407525269,37,0.6558407770978808,300,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-2-4,410.2,0.05672487754944827,0.007692295572726168,0.019349349361076792,37,3.155379643932274,300,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-4-2,300.6,0.05528432613075787,0.007496946586902145,0.026404201955800732,36,2.253582144022785,300,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-2-1,520.5,0.04904120912763948,0.006650335657839572,0.015248997325482613,32,3.4614997099054974,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-4-6,320.6,0.04457718507218483,0.006044982346175159,0.02475702778513319,29,1.938021340183756,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-5-2,526.2,0.04140560383931837,0.005614893444619524,0.015083814344191752,27,2.9545569305587938,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-5-1,111.8,0.0405617559281611,0.0055004616850200284,0.07099376661819053,26,0.6149516163852392,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-4-5,97.0,0.03611390296471724,0.004897301288084646,0.08182580523622372,23,0.47503822494421066,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-5-4,149.8,0.03423492722982612,0.0046424988565736515,0.05298466694201402,22,0.695446328714733,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-2-5,461.0,0.03379807198047162,0.004583258187475645,0.01721714340111432,22,2.1128820244262725,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-2-6,864.5,0.03369992242767219,0.004569948412239798,0.00918114876566073,22,3.950720402381305,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-6-1,562.9,0.030706569509487563,0.004164028533786353,0.014100378589294194,20,2.343931661668338,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-6-4,744.8,0.021504203853820708,0.002916122506488424,0.01065669053157049,14,2.171928042832578,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-5-6,410.2,0.020083656175402465,0.0027234861696709923,0.019349349361076792,13,1.117174026799041,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-6-2,1344.0,0.018392739941002486,0.0024941859397606277,0.005905582669578646,12,3.3521859030382837,200,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-6-5,931.0,0.010791149342598552,0.0014633563596560836,0.00852535242525639,7,1.3623847708398138,100,2026-08-11,202608111311,13,11R,60.48,20,7.94,1-3-2,0,0,0
3-1-5,31.4,0.1339652098051392,0.01794932151176117,0.09340155279577349,87,0.5636086954693007,700,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-1-4,45.6,0.10765576771334869,0.014424252312171901,0.06431598153042298,70,0.6577459054350387,600,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-1-2,85.5,0.10270903031225925,0.013761463964543742,0.034301856816225586,67,1.17660516896849,500,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-1-6,114.0,0.06748978800137001,0.009042615656402455,0.025726392612169188,44,1.03085818482988,400,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-4-1,48.8,0.057222577589234706,0.007666964015320573,0.06009854011859197,37,0.37414784394764394,300,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-2-4,100.5,0.056844973150465966,0.007616370704672332,0.02918217669440087,37,0.7654452558195693,300,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-4-2,92.1,0.055350763276927645,0.007416169074225152,0.031843743298450466,36,0.6830291717361365,300,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-2-1,143.7,0.0491042350747932,0.006579228325239043,0.02040924674869372,32,0.9454351103368503,300,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-4-6,163.3,0.044494163508012684,0.0059615481315176,0.0179596372185382,29,0.9735208098768242,300,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-5-2,58.4,0.04183473988451057,0.005605225398745072,0.05021932804430287,27,0.3273451632867122,300,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-5-1,33.4,0.04076712849395705,0.005462181543355025,0.08780864544273316,26,0.18243686354805783,300,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-2-5,88.7,0.033991625774543205,0.004554366171800956,0.03306436029072478,22,0.4039722794387448,300,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-2-6,217.7,0.033752327210302704,0.004522303766396573,0.013471790343533708,22,0.9845055299445339,200,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-6-1,196.8,0.03071636621099654,0.004115530693350383,0.014902483525341908,20,0.8099364404513555,200,2026-08-11,202608111903,19,03R,59.5,14,5.09,1-6-2,0,0,0
3-1-5,43.6,0.1335169316789602,0.01827983536530483,0.05669878121486571,87,0.7970008219272906,1100,2026-08-12,202608120301,03,01R,62.82,7,5.08,2-4-6,0,0,0
3-1-4,16.9,0.108656807885428,0.014876229812118821,0.1462761456194169,70,0.25140828382480807,1000,2026-08-12,202608120301,03,01R,62.82,7,5.08,2-4-6,0,0,0
3-1-2,23.0,0.10360282342434418,0.014184287578832918,0.10748116786818022,67,0.3262386143131571,900,2026-08-12,202608120301,03,01R,62.82,7,5.08,2-4-6,0,0,0
3-1-6,25.5,0.06835961891260262,0.00935913193662964,0.09694379846933904,44,0.2386578643840558,600,2026-08-12,202608120301,03,01R,62.82,7,5.08,2-4-6,0,0,0
3-2-4,51.3,0.05707711069112228,0.007814441010895472,0.048188437835636366,37,0.4008808238589377,600,2026-08-12,202608120301,03,01R,62.82,7,5.08,2-4-6,0,0,0
3-5-2,322.1,0.04131511258363054,0.005656462042909656,0.007674842784750528,27,1.8219464240212002,400,2026-08-12,202608120301,03,01R,62.82,7,5.08,2-4-6,0,0,0
3-5-1,106.3,0.03997869395830245,0.00547349264612285,0.02325556783601266,26,0.5818322682828589,400,2026-08-12,202608120301,03,01R,62.82,7,5.08,2-4-6,0,0,0
3-1-5,10.4,0.1350882219592876,0.018605453235903978,0.18534817291667202,87,0.19349671365340138,800,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-1-4,48.9,0.10735169040998664,0.014785351578024285,0.03941965231765622,70,0.7230036921653875,600,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-1-2,52.7,0.10273682135627757,0.014149754120871572,0.0365772485452256,67,0.7456920421699319,600,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-4-1,145.2,0.056650694677377524,0.007802396354873012,0.01327562671028505,37,1.1329079507275612,400,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-2-4,240.3,0.05658652490993552,0.00779355837040638,0.00802172700097124,37,1.8727920764086532,400,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-4-2,266.6,0.05505014212324074,0.007581955184905038,0.007230386340335292,36,2.0213492522956833,400,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-2-1,240.3,0.04895293712367598,0.00674219831458876,0.00802172700097124,32,1.6201502549956792,300,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-4-6,117.2,0.044475691946782,0.006125555541768176,0.01644727814277636,29,0.7179151094952302,300,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-5-2,188.9,0.04134600857505014,0.0056945099867123684,0.010204452082230753,27,1.0756929364899663,300,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-4-5,98.8,0.035352797972411955,0.004869076074095514,0.019510333991228635,23,0.48106471612063684,300,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-5-4,59.8,0.03398148964708487,0.0046802082916283785,0.0322344648550734,22,0.27987645583937704,300,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-2-6,243.3,0.03368455347111233,0.004639311816303015,0.00792281544732178,22,1.1287445649065235,300,2026-08-12,202608120605,06,05R,63.55,12,5.02,5-1-6,0,0,0
3-1-5,80.1,0.13343928881568723,0.010951647076399451,0.05034177178439152,87,0.877226930819596,500,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-1-4,126.1,0.10726079516873725,0.008803122260674737,0.031977604440362885,70,1.1100737170710844,500,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-1-2,58.5,0.10313196339425687,0.008464260229609884,0.06892950290478224,67,0.4951592234321782,400,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-1-6,19.1,0.0697541271219726,0.005724870007493172,0.21111915811150575,44,0.10934501714311959,300,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-2-4,154.9,0.05680649921751475,0.004662230566406059,0.0260321234340204,37,0.7221795147362986,300,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-4-1,239.3,0.05669435986869743,0.004653027050840858,0.01685071424960201,37,1.1134693732662173,300,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-4-2,290.6,0.05513131035740446,0.004524744243261874,0.013876035512490571,36,1.3148906770919007,300,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-2-1,70.4,0.04955454127687887,0.004067046908851972,0.05727806704445682,32,0.2863201023831789,300,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-4-6,193.7,0.04452907035243323,0.0036545957901019657,0.020817635105471143,29,0.7078952045427507,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-5-2,222.9,0.04144232690769104,0.0034012601711681826,0.01809051556720395,27,0.758140892153388,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-5-1,171.3,0.03998216607941461,0.003281421657279261,0.023539847752070988,26,0.5621075298919375,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-4-5,524.9,0.03520833196104075,0.0028896229079774824,0.007682179310211012,23,1.5167630643973804,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-2-6,70.4,0.03428736570435978,0.002814037242751298,0.05727806704445682,22,0.19810822188969138,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,1,5880,11760
3-2-5,206.0,0.0338268658368001,0.002776243036314779,0.019574640388008543,22,0.5719060654808445,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-5-4,387.4,0.03371491685560593,0.002767055144626489,0.010408817552735572,22,1.0719571630283018,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-6-4,131.2,0.021749429893867973,0.001785022105742308,0.030734572560440248,14,0.2341949002733908,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-5-6,142.7,0.020192460640316663,0.0016572383178861598,0.028257714925926845,13,0.23648790796235497,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-6-2,64.3,0.019086557699700545,0.001566474504515504,0.06271191166298228,12,0.1007243106403469,200,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-6-5,86.1,0.011259036755759557,0.0009240531635296926,0.04683363437781371,7,0.07956097737990653,100,2026-08-12,202608120704,07,04R,47.27,19,5.03,3-2-6,0,0,0
3-1-5,15.4,0.13469752197064516,0.0165717733457199,0.1533596113465722,87,0.25520530952408643,600,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-1-4,100.0,0.10715868555905188,0.013183683137815115,0.023617380147372122,70,1.3183683137815114,500,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-1-2,36.8,0.10307392566038408,0.012681137031382952,0.06417766344394599,67,0.4666658427548926,500,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-2-4,259.7,0.056599622606929884,0.006963425188324817,0.009094100942384336,37,1.808401521407955,300,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-4-1,328.6,0.05657633310931826,0.006960559892288862,0.0071872733254327815,37,2.2872399806061203,300,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-4-2,392.8,0.05503526804666399,0.0067709633759188,0.0060125713206140834,36,2.6596344140609047,300,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-2-1,130.9,0.04907532588967626,0.0060377144702653904,0.01804230721724379,32,0.7903368241577396,300,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-4-6,240.3,0.044394849339838546,0.0054618776219024995,0.009828289699280948,29,1.3124891925431708,300,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-5-2,183.0,0.04137900057663119,0.005090839154248033,0.012905672211678754,27,0.9316235652273901,300,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-5-1,43.4,0.04035930292038899,0.004965386226880221,0.05441792660684821,26,0.21549776224660158,300,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-4-5,423.8,0.03518256812812431,0.00432849495825682,0.005572765490177471,23,1.8344161633092402,300,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-2-6,198.8,0.03373288512846467,0.0041501411345039345,0.011879969893044327,22,0.8250480575393823,200,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-5-4,272.9,0.03369348671810493,0.004145293966440921,0.008654225044841379,22,1.1312507234417273,200,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-2-5,277.6,0.0336916971210039,0.0041450737931437096,0.008507701782194567,22,1.1506724849766938,200,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-6-4,154.8,0.0215603872430114,0.002652564393241037,0.015256705521558216,14,0.41061696807371256,200,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-5-6,38.9,0.020588861795478627,0.0025330380702577467,0.06071305950481265,13,0.09853518093302634,200,2026-08-12,202608121306,13,06R,56.23,16,5.03,6-5-3,0,0,0
3-1-5,19.1,0.1343435493812752,0.01897874544604179,0.12437810559190877,87,0.36249403801939817,800,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-1-4,29.5,0.1078537960685441,0.01523653164146266,0.08052955311204942,70,0.4494776834231485,600,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-1-2,38.1,0.10305163088435189,0.014558128613997827,0.06235227865631123,67,0.5546647001933173,600,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-4-1,48.3,0.05708927898264485,0.008065016135867374,0.04918471670404675,37,0.38954027936239416,400,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-2-4,304.3,0.056583900352125606,0.007993621175508893,0.0078068413302841205,37,2.4324589237073564,400,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-4-2,234.2,0.05508572287360867,0.0077819732837513984,0.010143560276709897,36,1.8225381430545775,400,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-2-1,114.0,0.04910948137852476,0.006937708214221544,0.02083878786671454,32,0.7908987364212561,300,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-4-6,59.0,0.04476659269076061,0.006324187287573627,0.04026477655602471,29,0.373127049966844,300,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-5-2,244.6,0.04133999721954176,0.005840111323418058,0.00971227234998143,27,1.428491229708057,300,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-5-1,75.9,0.04007693881130141,0.005661678759116481,0.031299365175302477,26,0.42972141781694095,300,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-4-5,107.0,0.035385674174708476,0.004998942678612682,0.022202073054256616,23,0.5348868666115569,300,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-2-6,179.7,0.03374925108033698,0.004767764795542477,0.013219932202590195,22,0.8567673337589831,300,2026-08-12,202608121308,13,08R,65.0,12,5.03,3-1-6,0,0,0
3-1-5,29.3,0.13604241015126728,0.01963723555717697,0.2634723311350098,87,0.5753710018252852,500,2026-08-12,202608121312,13,12R,66.06,20,7.72,5-1-6,0,0,0
3-1-4,61.8,0.10839590687561566,0.01564656164488317,0.12491487544103216,70,0.9669575096537799,400,2026-08-12,202608121312,13,12R,66.06,20,7.72,5-1-6,0,0,0
3-1-2,79.6,0.10347458503237651,0.0149361864304121,0.09698164952582647,67,1.188920439860803,400,2026-08-12,202608121312,13,12R,66.06,20,7.72,5-1-6,0,0,0
