combo,odds,pair_prob,combo_prob,market_share,train_pair_count,ev,stake,date,race_code,venue,race,score3,tickets,composite_odds,actual_combo,hit,payout100,return
3-4-1,64.5,0.05704826892210599,0.004880314524436132,0.04582701799742719,37,0.3147802868261305,400,2026-08-19,202608191503,15,03R,48.38,13,5.04,3-4-5,0,0,0
3-4-2,33.0,0.05605582888210374,0.004795414147380552,0.08957098972224406,36,0.1582486668635582,300,2026-08-19,202608191503,15,03R,48.38,13,5.04,3-4-5,0,0,0
3-2-1,212.0,0.049025253790052375,0.004193968768139927,0.013942654060537988,32,0.8891213788456644,300,2026-08-19,202608191503,15,03R,48.38,13,5.04,3-4-5,0,0,0
3-4-6,27.8,0.04557343848023902,0.003898675944879073,0.10632527556957028,29,0.10838319126763823,300,2026-08-19,202608191503,15,03R,48.38,13,5.04,3-4-5,0,0,0
3-5-2,59.9,0.041824076801964406,0.0035779288897697915,0.04934628816083562,27,0.2143179404972105,300,2026-08-19,202608191503,15,03R,48.38,13,5.04,3-4-5,0,0,0
3-5-1,94.7,0.04007588030158189,0.0034283757318284962,0.031212699692017464,26,0.3246671818041586,300,2026-08-19,202608191503,15,03R,48.38,13,5.04,3-4-5,0,0,0
3-2-5,82.9,0.03402327353450165,0.0029105927162489296,0.03565552063732272,22,0.2412881361770363,200,2026-08-19,202608191503,15,03R,48.38,13,5.04,3-4-5,0,0,0
3-2-6,98.9,0.03395282058809766,0.002904565670308339,0.02988718565049599,22,0.28726154479349475,200,2026-08-19,202608191503,15,03R,48.38,13,5.04,3-4-5,0,0,0
3-1-5,56.6,0.13324610918393703,0.018467129194909438,0.03452518943484518,87,1.0452395124318743,900,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-1-4,20.8,0.10801768979566191,0.0149706182417566,0.09394835201981909,70,0.3113888594285373,800,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-1-2,15.9,0.10379115711518536,0.014384845602428557,0.12290098880580108,67,0.22871904507861407,800,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-4-1,66.7,0.056846378469759734,0.007878574630757959,0.029297237211577766,37,0.5255009278715559,500,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-2-4,79.6,0.056788388618207404,0.00787053757746485,0.024549318115731623,37,0.6264947911662021,500,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-4-2,97.5,0.05520662369584808,0.007651314236865372,0.020042315097561405,36,0.7460031380943738,400,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-2-1,51.0,0.04932294583972752,0.006835870995965813,0.03831619062769092,32,0.34862942079425646,400,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-5-2,153.9,0.04137645646549606,0.005734534177812791,0.01269737311249017,27,0.8825448099653885,400,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-4-5,146.7,0.03527719764359,0.004889212679517899,0.013320557068931406,23,0.7172475000852757,300,2026-08-19,202608191805,18,05R,63.94,9,5.02,3-1-6,0,0,0
3-1-5,26.7,0.13479875636322874,0.01308729163548105,0.16164817723935254,87,0.34943068666734406,700,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-1-4,29.9,0.10863325847779243,0.010546945486503673,0.1443480378692546,70,0.3153536700464598,600,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-1-2,25.4,0.10436545354681287,0.010132594425099447,0.16992150914530366,67,0.25736789839752594,600,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-1-6,39.5,0.06851011887750799,0.0066514849982399855,0.10926598309596741,44,0.26273365743047944,400,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-4-1,94.6,0.057045786205611834,0.005538440122076671,0.045623745584468425,37,0.523936435548453,400,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-2-4,134.0,0.05688194201502023,0.005522532878101262,0.03220900247978144,37,0.7400194056655691,300,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-4-2,167.2,0.05527711065650979,0.005366723606701183,0.025813435001738712,36,0.8973161870404377,300,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-2-1,84.9,0.0494758638480534,0.0048034943093396305,0.05083635255937235,32,0.40781666686293466,300,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-4-6,240.3,0.04449417903611787,0.004319834342965997,0.01796090858215028,29,1.038056192614729,300,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-5-2,195.4,0.04149115184087701,0.0040282775530242855,0.02208805697180508,27,0.7871254338609454,300,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-5-1,84.3,0.040319977735972505,0.003914571036136939,0.05119817713274867,26,0.32999833834634396,300,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-4-5,224.8,0.03534899928457747,0.00343195052492245,0.01919931642478075,23,0.7715024780025669,300,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-6-2,373.3,0.018461823066229302,0.0017924146268778426,0.011561763547524008,12,0.6691083802134986,200,2026-08-19,202608192007,20,07R,51.38,13,5.01,1-3-5,0,0,0
3-1-5,26.6,0.1347976914583075,0.016803561420213452,0.16156098814892858,87,0.4469747337776779,700,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-1-4,21.8,0.10927797312683606,0.013622333687229161,0.19713404975970183,70,0.29696687438159575,600,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-1-2,40.7,0.10357972797712145,0.012912003923234069,0.10559022812681818,67,0.5255185596756267,600,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-1-6,21.4,0.06962832120126218,0.008679701849743014,0.20081879835334115,44,0.18574561958450048,400,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-4-1,102.6,0.057000136575422106,0.007105502219983543,0.041886182112685195,37,0.7290245277703115,400,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-2-4,312.4,0.056656567613834745,0.0070626737257737755,0.013756473382719273,37,2.2063792719317274,400,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-4-2,282.4,0.055147698993783335,0.006874581732077366,0.015217855116010981,36,1.941381881138648,400,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-2-1,157.9,0.04918737995618149,0.006131582457023849,0.027216733912359087,32,0.9681768699640658,300,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-4-6,195.8,0.04454288281606946,0.005552610427788341,0.021948530565686925,29,1.0872011217609572,300,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-5-2,312.4,0.041389392041315656,0.0051595037258234805,0.013756473382719273,27,1.6118289639472552,300,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-5-1,118.4,0.0401379742402271,0.0050035049423469554,0.03629664091859375,26,0.5924149851738796,300,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-4-5,215.9,0.03535762017528678,0.004407597310164421,0.01990515185160491,23,0.9516002592644985,300,2026-08-20,202608201105,11,05R,56.58,12,5.03,1-3-5,0,0,0
3-1-5,13.0,0.13428695373781283,0.022627038551878233,0.11974433728342422,87,0.294151501174417,1600,2026-08-20,202608201301,13,01R,72.04,4,5.01,3-5-2,0,0,0
3-1-4,15.6,0.1080890008883809,0.018212744589549208,0.09978694773618686,70,0.2841188155969676,1300,2026-08-20,202608201301,13,01R,72.04,4,5.01,3-5-2,0,0,0
3-1-2,22.8,0.10312397288586286,0.017376148949413715,0.06827528003002258,67,0.39617619604663273,1200,2026-08-20,202608201301,13,01R,72.04,4,5.01,3-5-2,0,0,0
3-1-6,67.8,0.0674559979075745,0.01136617834216548,0.02295982868266246,44,0.7706268915988195,900,2026-08-20,202608201301,13,01R,72.04,4,5.01,3-5-2,0,0,0
3-1-5,218.8,0.13297504023403559,0.018158306517573327,0.012331419161663264,87,3.973037466045044,600,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-1-4,18.7,0.10863247876071155,0.014834226360293164,0.14428419853325786,70,0.27740003293748217,500,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-1-2,117.9,0.10256958499052213,0.014006312465559055,0.02288477109899849,67,1.6513442396894127,500,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-1-6,27.4,0.06837827581771747,0.009337343980163608,0.0984713325756176,44,0.2558432250564828,400,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-4-1,20.0,0.0581362531374485,0.007938752283098193,0.13490572562859612,37,0.15877504566196385,300,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-2-4,218.3,0.056639507338808744,0.007734365287292386,0.012359663364965287,37,1.688411942215928,300,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-4-2,111.8,0.05525659118792522,0.007545522213346706,0.02413340351137676,36,0.8435893834521616,300,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,1,6850,20550
3-2-1,345.0,0.048950480876648196,0.006684396066934088,0.00782062177557079,32,2.30611664309226,300,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-5-2,718.4,0.04126724552461912,0.005635217647260333,0.0037557273281903147,27,4.048340357791822,300,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-5-1,550.1,0.03975456208822706,0.005428654299328871,0.004904770973590115,26,2.986302730060812,200,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-4-5,188.0,0.035289791425211756,0.004818970902452185,0.014351672939212351,23,0.9059665296610108,200,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-2-6,306.6,0.033695268550417906,0.00460123203161725,0.008800112565466152,22,1.4107377408938488,200,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-2-5,512.1,0.03365213710973249,0.004595342250203145,0.005268725859347631,22,2.3532747663290308,200,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-5-4,594.3,0.03364323648734369,0.0045941268324130955,0.004539987401265224,22,2.7302895765031026,200,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-5-6,559.7,0.019906206340366567,0.002718277021719747,0.004820644117512814,13,1.5214196490565426,200,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-6-2,228.1,0.018465082718511536,0.002521485470393251,0.011828647578132056,12,0.5751508357967005,200,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-6-5,377.5,0.010774318451445632,0.0014712789453942949,0.007147323212111052,7,0.5554078018863463,100,2026-08-20,202608201608,16,08R,61.95,17,5.16,3-4-2,0,0,0
3-1-5,97.4,0.1333620060158984,0.017163981219359623,0.044014242551683146,87,1.6717717707656274,700,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-1-4,18.1,0.10976305493621287,0.014126744713783801,0.23685012290242755,70,0.25569407931948684,600,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-1-2,47.5,0.1033923952686628,0.013306826911439662,0.09025236262176713,67,0.6320742782933839,600,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-1-6,115.5,0.06762890714512107,0.008703987940810476,0.03711677250678735,44,1.00531060716361,400,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-4-1,19.0,0.05924434695028297,0.0076248767455302,0.2256309065544178,37,0.1448726581650738,400,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-2-4,114.2,0.056947044796142716,0.007329208944731246,0.0375392926841851,37,0.8369956614883083,400,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,1,13640,54560
3-4-2,68.0,0.05573183425676407,0.007172808696275352,0.06304392977255792,36,0.4877509913467239,400,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-2-1,108.2,0.04933888188111176,0.006350021773747538,0.039620954016025306,32,0.6870723559194837,300,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-4-6,111.2,0.04474567381234927,0.005758865871222707,0.038552043386096566,29,0.6403858848799651,300,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-5-2,493.6,0.04132745214407398,0.0053189332826945246,0.008685144296057412,27,2.6254254683380176,300,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-5-1,313.9,0.039861461679079356,0.0051302571105175075,0.013657174974622295,26,1.6103877069914454,300,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-2-5,243.4,0.03380290601840511,0.004350507774984411,0.017612930256918402,22,1.0589135924312056,200,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-6-5,987.3,0.01074005657776861,0.0013822687203258201,0.004342132304804962,7,1.3647139075776822,100,2026-08-20,202608201609,16,09R,57.61,13,5.0,3-2-4,0,0,0
3-1-5,99.6,0.13336580745093357,0.018118212389287746,0.044325485045187615,87,1.8045739539730594,600,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-1-4,90.7,0.10746473226026587,0.01459946054138189,0.04867495380926887,70,1.3241710711033374,500,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-1-2,59.9,0.1031902674045548,0.014018759508736678,0.07370314374792465,67,0.839723694573327,500,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-1-6,34.0,0.06876149737242952,0.009341490427053298,0.12984759736766727,44,0.3176106745198121,300,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-2-4,94.3,0.05706035709460639,0.00775184950782108,0.04681673712089806,37,0.7309994085875279,300,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-4-1,102.5,0.057014612496503525,0.007745634943834016,0.043071398151226216,37,0.7939275817429866,300,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-4-2,160.8,0.05529716443055719,0.007512313604420723,0.02745533775186994,36,1.2079800275908523,300,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-2-1,52.4,0.04988399704224712,0.006776915841570217,0.08425225783398257,32,0.3551103900982793,300,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-4-6,116.0,0.04473964920352732,0.006078038156743916,0.03805877853879902,29,0.7050524261822942,300,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-5-2,228.3,0.04145756083955426,0.005632154948780347,0.01933779373850498,27,1.2858209748065532,200,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-5-1,160.8,0.0400299888580381,0.005438214291452403,0.02745533775186994,26,0.8744648580655465,200,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-4-5,272.2,0.03531259876541163,0.0047973403129195355,0.016219023918077467,23,1.3058360331766976,200,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-2-6,66.7,0.03439620372601498,0.004672844834853414,0.06618918006747657,22,0.3116787504847227,200,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-2-5,147.4,0.03395360338989306,0.004612716027877327,0.029951277547494482,22,0.6799143425091181,200,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-5-4,214.4,0.03383928553665835,0.004597185546831383,0.020591503313902457,22,0.9856365812406486,200,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-6-1,43.9,0.03176263007473632,0.004315064623653075,0.10056533736903615,20,0.18943133697836997,200,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-6-4,98.3,0.021922585425267805,0.0029782600686719396,0.0449116816938015,14,0.29276296475045166,200,2026-08-20,202608201902,19,02R,60.8,17,5.13,1-3-6,0,0,0
3-1-5,45.5,0.1334005899768886,0.012970908132101056,0.047173304357755894,87,0.590176320010598,1500,2026-08-20,202608202307,23,07R,51.41,5,5.04,3-1-6,0,0,0
3-1-4,13.8,0.10876989520812293,0.010575997591369327,0.1555351701650647,70,0.14594876676089671,1200,2026-08-20,202608202307,23,07R,51.41,5,5.04,3-1-6,0,0,0
3-1-2,11.9,0.10449305058518482,0.010160148165898185,0.18036851666200782,67,0.1209057631741884,1200,2026-08-20,202608202307,23,07R,51.41,5,5.04,3-1-6,0,0,0
3-2-4,59.9,0.05692620226551181,0.005535092011386758,0.035832810488779517,37,0.3315520114820668,700,2026-08-20,202608202307,23,07R,51.41,5,5.04,3-1-6,0,0,0
3-5-4,327.8,0.033667760004407,0.0032736093753891722,0.006547850360823346,22,1.0730891532525706,400,2026-08-20,202608202307,23,07R,51.41,5,5.04,3-1-6,0,0,0
3-1-5,8.5,0.1346961227133192,0.0193886445838994,0.15324504715301007,87,0.1648034789631449,1200,2026-08-21,202608210605,06,05R,65.89,7,5.05,3-4-5,0,0,0
3-1-2,42.8,0.10266179151053738,0.014777507680607984,0.03043417992524733,67,0.6324773287300216,1000,2026-08-21,202608210605,06,05R,65.89,7,5.05,3-4-5,0,0,0
3-1-6,57.4,0.06745273993154786,0.009709390102686741,0.022693081895480582,44,0.557318991894219,700,2026-08-21,202608210605,06,05R,65.89,7,5.05,3-4-5,0,0,0
3-2-4,109.3,0.05663410688708024,0.008152117133298806,0.011917501379694287,37,0.8910264026695596,600,2026-08-21,202608210605,06,05R,65.89,7,5.05,3-4-5,0,0,0
3-4-2,73.2,0.055179173720569075,0.007942688817987523,0.0177948483715927,36,0.5814048214766867,600,2026-08-21,202608210605,06,05R,65.89,7,5.05,3-4-5,0,0,0
3-2-1,89.2,0.04903331844052999,0.0070580322941885916,0.014602947318392213,32,0.6295764806416224,500,2026-08-21,202608210605,06,05R,65.89,7,5.05,3-4-5,0,0,0
3-2-6,180.0,0.0336761718677388,0.004847469356483079,0.007236571671114364,22,0.8725444841669543,400,2026-08-21,202608210605,06,05R,65.89,7,5.05,3-4-5,0,0,0
3-1-5,50.3,0.1342781872335465,0.0166739375277607,0.1190265797466201,87,0.8386990576463631,500,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-1-4,25.2,0.10977197962498728,0.01363088948603552,0.23758083179583298,70,0.3434984150480951,400,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-1-2,57.3,0.10356623891104912,0.012860294238143798,0.10448581084214645,67,0.7368948598456395,400,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-1-6,113.8,0.06781813943962275,0.008421288993859227,0.05261016661911241,44,0.95834268750118,300,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-4-1,62.0,0.05766797083698695,0.007160896068817521,0.0965651122783063,37,0.4439755562666863,300,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-2-4,186.2,0.05688126774698502,0.0070632075428861,0.03215379678439845,37,1.3151692444853917,300,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-4-2,216.3,0.05529990009415846,0.006866841878477844,0.02767932020922326,36,1.4852978983147576,300,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-2-1,139.2,0.04938027875416821,0.006131775383728966,0.04301032299752149,32,0.853543133415072,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-4-6,286.9,0.04452968582659085,0.005529455043297553,0.020868027052126148,29,1.586400651922068,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-5-2,305.6,0.04146065452864614,0.005148359370299906,0.019591089532902454,27,1.5733386235636515,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-5-1,128.9,0.04026194985982435,0.004999510721282873,0.04644714477311863,26,0.6444369319733624,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-4-5,123.8,0.0357051671088562,0.004433674136186059,0.0483605570376009,23,0.5488888580598341,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-5-4,186.2,0.03398050438820639,0.004219514866888236,0.03215379678439845,22,0.7856736682145895,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-2-5,214.6,0.03392853237117904,0.0042130612634924845,0.02789858789028421,22,0.9041229471454871,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-2-6,275.6,0.0338531132390678,0.004203696124424636,0.021723646448675582,22,1.1585386518914298,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-6-1,260.3,0.03081527360203899,0.0038264736628265015,0.023000526166941957,20,0.9960310944337384,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-6-4,401.7,0.021556082434728892,0.0026767174867708874,0.014904249343427909,14,1.0752374144358654,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-5-6,585.8,0.01997215602774581,0.0024800340901394474,0.010220274771688275,13,1.452803970003688,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-6-2,540.7,0.018455850405087102,0.0022917474760132833,0.011072751916506363,12,1.2391478602803823,200,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-6-5,562.3,0.010817067566524185,0.001343204823908517,0.01064740700916769,7,0.755284072483759,100,2026-08-21,202608210707,07,07R,56.47,20,5.99,1-3-4,0,0,0
3-1-5,13.1,0.13410988772639676,0.02209045383231559,0.10524705759873489,87,0.28938494520333424,2200,2026-08-21,202608211301,13,01R,70.75,3,5.01,3-1-2,0,0,0
3-1-4,8.9,0.10876231094199287,0.017915224964334547,0.15491420837566594,70,0.15944550218257747,1800,2026-08-21,202608211301,13,01R,70.75,3,5.01,3-1-2,0,0,0
3-2-4,92.9,0.05666981473366827,0.009334598270740135,0.014841081319089632,37,0.8671841793517585,1000,2026-08-21,202608211301,13,01R,70.75,3,5.01,3-1-2,0,0,0
3-1-5,11.6,0.13447618478130904,0.018415460545038367,0.135237628969679,87,0.21361934232244506,1600,2026-08-21,202608212303,23,03R,62.86,5,5.0,1-4-3,0,0,0
3-1-2,12.6,0.10381074178703335,0.014216068240180995,0.12450448381335527,67,0.17912245982628053,1300,2026-08-21,202608212303,23,03R,62.86,5,5.0,1-4-3,0,0,0
3-1-6,143.6,0.06730900138178982,0.00921744070363131,0.010924488134040924,44,1.323624485041456,800,2026-08-21,202608212303,23,03R,62.86,5,5.0,1-4-3,0,0,0
3-2-4,44.6,0.056918154656091,0.0077944956058221115,0.03517391246745014,37,0.34763450401966617,700,2026-08-21,202608212303,23,03R,62.86,5,5.0,1-4-3,0,0,0
3-4-6,206.0,0.04436782073644398,0.0060758256457829115,0.007615322796350856,29,1.2516200830312798,600,2026-08-21,202608212303,23,03R,62.86,5,5.0,1-4-3,0,0,0
3-1-5,13.8,0.1348750520367641,0.018724996160848106,0.16789488551005968,87,0.2584049470197039,1600,2026-08-21,202608212310,23,10R,64.01,4,5.02,3-1-4,0,0,0
3-1-4,15.7,0.10867268880831532,0.015087265213214344,0.14757639618081678,70,0.2368700638474652,1300,2026-08-21,202608212310,23,10R,64.01,4,5.02,3-1-4,1,1630,21190
3-1-2,22.5,0.10354779273013133,0.014375764769362184,0.10297552977950328,67,0.3234547073106491,1200,2026-08-21,202608212310,23,10R,64.01,4,5.02,3-1-4,0,0,0
3-1-6,54.0,0.06769962101668958,0.009398885297800239,0.042906470741459694,44,0.5075398060812129,900,2026-08-21,202608212310,23,10R,64.01,4,5.02,3-1-4,0,0,0
3-1-5,22.2,0.13370788411301338,0.017698304174930835,0.0723330117529712,87,0.3929023526834645,1200,2026-08-22,202608220406,04,06R,58.64,7,5.02,3-2-6,0,0,0
3-1-4,14.3,0.1082417490938267,0.014327467767494498,0.11229320705706017,70,0.20488278907517135,1000,2026-08-22,202608220406,04,06R,58.64,7,5.02,3-2-6,0,0,0
3-1-2,33.7,0.10287205666918828,0.013616706016326953,0.047649639789791115,67,0.4588829927502184,900,2026-08-22,202608220406,04,06R,58.64,7,5.02,3-2-6,0,0,0
3-1-6,130.1,0.06732632376606754,0.008911679104760937,0.012342758346779099,44,1.1594094515293978,600,2026-08-22,202608220406,04,06R,58.64,7,5.02,3-2-6,0,0,0
3-2-4,28.1,0.057186511797415324,0.007569518336244632,0.05714565341337938,37,0.21270346524847417,600,2026-08-22,202608220406,04,06R,58.64,7,5.02,3-2-6,0,0,0
3-2-6,131.3,0.033737159734275886,0.00446563431121808,0.012229953243838236,22,0.586337785062934,400,2026-08-22,202608220406,04,06R,58.64,7,5.02,3-2-6,1,15490,61960
3-6-1,276.8,0.030605206409606667,0.004051071901758137,0.0058012747865461,20,1.1213367024066523,300,2026-08-22,202608220406,04,06R,58.64,7,5.02,3-2-6,0,0,0
3-1-5,32.5,0.13337382269878564,0.021064005164278126,0.044981733463075865,87,0.6845801678390391,1200,2026-08-22,202608220407,04,07R,69.36,6,5.13,1-5-3,0,0,0
3-1-4,34.2,0.1073923151064863,0.016960691642734234,0.042745799343566246,70,0.5800556541815108,1000,2026-08-22,202608220407,04,07R,69.36,6,5.13,1-5-3,0,0,0
3-1-2,24.1,0.10303096200312943,0.01627189407786406,0.06066001400622264,67,0.3921526472765239,900,2026-08-22,202608220407,04,07R,69.36,6,5.13,1-5-3,0,0,0
3-1-6,17.7,0.06818434904907057,0.010768496031910178,0.08259357839265342,44,0.19060237976481015,700,2026-08-22,202608220407,04,07R,69.36,6,5.13,1-5-3,0,0,0
3-2-4,54.1,0.0568185929562275,0.008973478537538309,0.027022298291126904,37,0.4854651888808225,600,2026-08-22,202608220407,04,07R,69.36,6,5.13,1-5-3,0,0,0
3-4-1,54.6,0.056815570581338244,0.008973001207587143,0.026774841347068968,37,0.489925865934258,600,2026-08-22,202608220407,04,07R,69.36,6,5.13,1-5-3,0,0,0
3-1-5,31.9,0.13357551153908265,0.021717643300679053,0.06149500726239243,87,0.6927928212916618,1000,2026-08-22,202608222202,22,02R,70.23,9,5.05,3-2-5,0,0,0
3-1-4,14.7,0.10850013250800879,0.017640712348654573,0.13344834909321895,70,0.2593184715252222,800,2026-08-22,202608222202,22,02R,70.23,9,5.05,3-2-5,0,0,0
3-1-2,33.6,0.103003159117292,0.016746975869884047,0.05838365272828328,67,0.562698389228104,800,2026-08-22,202608222202,22,02R,70.23,9,5.05,3-2-5,0,0,0
3-1-6,98.3,0.06741931190316856,0.010961504475031232,0.019956162071925923,44,1.0775158898955701,600,2026-08-22,202608222202,22,02R,70.23,9,5.05,3-2-5,0,0,0
3-2-4,38.6,0.05710926416380028,0.009285224619265458,0.05082100341114814,37,0.3584096703036467,500,2026-08-22,202608222202,22,02R,70.23,9,5.05,3-2-5,0,0,0
3-2-1,70.8,0.04919337399951185,0.007998203689945867,0.027707496210032743,32,0.5662728212481674,400,2026-08-22,202608222202,22,02R,70.23,9,5.05,3-2-5,0,0,0
