date,head,head_hit,month,period,score
2026-06-23,3,0,2026-06,calibration,34.377
2026-06-23,3,0,2026-06,calibration,74.11
2026-06-23,3,0,2026-06,calibration,27.310000000000002
2026-06-23,3,1,2026-06,calibration,39.606
2026-06-23,3,1,2026-06,calibration,94.895
2026-06-23,3,0,2026-06,calibration,56.031000000000006
2026-06-24,3,0,2026-06,calibration,48.993
2026-06-24,3,0,2026-06,calibration,47.515
2026-06-24,3,1,2026-06,calibration,75.57433333333336
2026-06-24,3,0,2026-06,calibration,60.61266666666667
2026-06-24,3,0,2026-06,calibration,21.973000000000003
2026-06-24,3,0,2026-06,calibration,54.18100000000001
2026-06-24,3,0,2026-06,calibration,67.97200000000001
2026-06-24,3,0,2026-06,calibration,36.84900000000001
2026-06-24,3,0,2026-06,calibration,45.330000000000005
2026-06-24,3,0,2026-06,calibration,72.03366666666668
2026-06-24,3,1,2026-06,calibration,59.67966666666667
2026-06-24,3,1,2026-06,calibration,94.51
2026-06-24,3,0,2026-06,calibration,55.776
2026-06-24,3,0,2026-06,calibration,48.685
2026-06-24,3,0,2026-06,calibration,47.743
2026-06-24,3,1,2026-06,calibration,71.41699999999999
2026-06-24,3,0,2026-06,calibration,56.705000000000005
2026-06-24,3,0,2026-06,calibration,60.556
2026-06-24,3,0,2026-06,calibration,51.184999999999995
2026-06-24,3,1,2026-06,calibration,52.78300000000001
2026-06-24,3,0,2026-06,calibration,51.806000000000004
2026-06-24,3,0,2026-06,calibration,47.456
2026-06-24,3,0,2026-06,calibration,32.18900000000001
2026-06-24,3,1,2026-06,calibration,61.156000000000006
2026-06-24,3,0,2026-06,calibration,23.592999999999996
2026-06-24,3,0,2026-06,calibration,54.88700000000001
2026-06-24,3,0,2026-06,calibration,58.991
2026-06-24,3,1,2026-06,calibration,34.826
2026-06-25,3,0,2026-06,calibration,75.55499999999999
2026-06-25,3,0,2026-06,calibration,64.69100000000002
2026-06-25,3,0,2026-06,calibration,67.12599999999999
2026-06-25,3,0,2026-06,calibration,88.087
2026-06-25,3,1,2026-06,calibration,50.431000000000004
2026-06-25,3,0,2026-06,calibration,74.27799999999999
2026-06-25,3,0,2026-06,calibration,62.00900000000001
2026-06-25,3,0,2026-06,calibration,8.584
2026-06-25,3,0,2026-06,calibration,77.47000000000001
2026-06-25,3,0,2026-06,calibration,66.285
2026-06-25,3,1,2026-06,calibration,59.36733333333335
2026-06-25,3,0,2026-06,calibration,46.775
2026-06-25,3,1,2026-06,calibration,66.89999999999999
2026-06-25,3,0,2026-06,calibration,41.161
2026-06-25,3,0,2026-06,calibration,51.13500000000001
2026-06-25,3,0,2026-06,calibration,45.08
2026-06-25,3,0,2026-06,calibration,24.71
2026-06-25,3,0,2026-06,calibration,53.59700000000001
2026-06-26,3,1,2026-06,calibration,72.61999999999999
2026-06-26,3,0,2026-06,calibration,75.989
2026-06-26,3,0,2026-06,calibration,47.42600000000001
2026-06-26,3,0,2026-06,calibration,76.62700000000002
2026-06-26,3,0,2026-06,calibration,71.66100000000002
2026-06-26,3,0,2026-06,calibration,63.089000000000006
2026-06-26,3,0,2026-06,calibration,69.328
2026-06-26,3,0,2026-06,calibration,46.147000000000006
2026-06-26,3,0,2026-06,calibration,83.49000000000001
2026-06-26,3,0,2026-06,calibration,8.057999999999998
2026-06-26,3,0,2026-06,calibration,33.388000000000005
2026-06-26,3,0,2026-06,calibration,84.03000000000002
2026-06-26,3,0,2026-06,calibration,68.768
2026-06-26,3,0,2026-06,calibration,56.19500000000001
2026-06-26,3,0,2026-06,calibration,30.752333333333333
2026-06-26,3,1,2026-06,calibration,94.572
2026-06-26,3,0,2026-06,calibration,63.817333333333345
2026-06-26,3,0,2026-06,calibration,58.728
2026-06-26,3,0,2026-06,calibration,63.57300000000001
2026-06-26,3,0,2026-06,calibration,38.819
2026-06-26,3,0,2026-06,calibration,32.785
2026-06-26,3,1,2026-06,calibration,89.495
2026-06-26,3,0,2026-06,calibration,28.171
2026-06-26,3,0,2026-06,calibration,39.01
2026-06-27,3,1,2026-06,calibration,56.707666666666675
2026-06-27,3,0,2026-06,calibration,74.54099999999998
2026-06-27,3,1,2026-06,calibration,61.97
2026-06-27,3,0,2026-06,calibration,42.220000000000006
2026-06-27,3,0,2026-06,calibration,85.27300000000001
2026-06-27,3,0,2026-06,calibration,65.667
2026-06-27,3,1,2026-06,calibration,76.059
2026-06-27,3,1,2026-06,calibration,82.76899999999999
2026-06-27,3,0,2026-06,calibration,38.153
2026-06-27,3,1,2026-06,calibration,65.15700000000001
2026-06-27,3,0,2026-06,calibration,42.854666666666674
2026-06-27,3,1,2026-06,calibration,65.10400000000001
2026-06-27,3,0,2026-06,calibration,69.42199999999998
2026-06-27,3,0,2026-06,calibration,44.620999999999995
2026-06-27,3,1,2026-06,calibration,30.407000000000004
2026-06-27,3,0,2026-06,calibration,72.11600000000001
2026-06-27,3,0,2026-06,calibration,53.584
2026-06-27,3,0,2026-06,calibration,49.95000000000001
2026-06-27,3,0,2026-06,calibration,39.575
2026-06-27,3,0,2026-06,calibration,13.463999999999999
2026-06-27,3,0,2026-06,calibration,84.816
2026-06-27,3,0,2026-06,calibration,51.638000000000005
2026-06-27,3,0,2026-06,calibration,50.584
2026-06-27,3,0,2026-06,calibration,45.668000000000006
2026-06-27,3,0,2026-06,calibration,24.467999999999996
2026-06-27,3,0,2026-06,calibration,56.004000000000005
2026-06-27,3,0,2026-06,calibration,37.32300000000001
2026-06-28,3,1,2026-06,calibration,39.82000000000001
2026-06-28,3,0,2026-06,calibration,43.223000000000006
2026-06-28,3,0,2026-06,calibration,72.17999999999999
2026-06-28,3,0,2026-06,calibration,74.953
2026-06-28,3,0,2026-06,calibration,29.058000000000003
2026-06-28,3,0,2026-06,calibration,72.921
2026-06-28,3,0,2026-06,calibration,70.242
2026-06-28,3,0,2026-06,calibration,65.50500000000001
2026-06-28,3,0,2026-06,calibration,75.49300000000001
2026-06-28,3,0,2026-06,calibration,54.59400000000001
2026-06-28,3,0,2026-06,calibration,62.361000000000004
2026-06-28,3,1,2026-06,calibration,53.32266666666667
2026-06-28,3,0,2026-06,calibration,20.589999999999996
2026-06-28,3,0,2026-06,calibration,61.03400000000001
2026-06-28,3,0,2026-06,calibration,28.49566666666666
2026-06-28,3,0,2026-06,calibration,57.293000000000006
2026-06-28,3,0,2026-06,calibration,55.17266666666666
2026-06-28,3,0,2026-06,calibration,64.662
2026-06-28,3,1,2026-06,calibration,76.98200000000001
2026-06-28,3,0,2026-06,calibration,86.47
2026-06-28,3,0,2026-06,calibration,45.96
2026-06-28,3,1,2026-06,calibration,41.354000000000006
2026-06-28,3,1,2026-06,calibration,39.135
2026-06-28,3,0,2026-06,calibration,45.181000000000004
2026-06-28,3,0,2026-06,calibration,69.09500000000001
2026-06-28,3,0,2026-06,calibration,58.09600000000001
2026-06-29,3,0,2026-06,calibration,37.63733333333334
2026-06-29,3,0,2026-06,calibration,68.38266666666668
2026-06-29,3,0,2026-06,calibration,66.338
2026-06-29,3,0,2026-06,calibration,83.27933333333334
2026-06-29,3,0,2026-06,calibration,58.34200000000001
2026-06-29,3,0,2026-06,calibration,43.17700000000001
2026-06-29,3,0,2026-06,calibration,58.248000000000005
2026-06-29,3,0,2026-06,calibration,56.56066666666667
2026-06-29,3,1,2026-06,calibration,44.419666666666664
2026-06-29,3,0,2026-06,calibration,57.30500000000001
2026-06-29,3,0,2026-06,calibration,53.783
2026-06-29,3,0,2026-06,calibration,34.95
2026-06-29,3,1,2026-06,calibration,68.75
2026-06-29,3,0,2026-06,calibration,37.971
2026-06-29,3,0,2026-06,calibration,44.684999999999995
2026-06-29,3,0,2026-06,calibration,40.61900000000001
2026-06-29,3,0,2026-06,calibration,27.315
2026-06-29,3,0,2026-06,calibration,66.619
2026-06-29,3,0,2026-06,calibration,47.809000000000005
2026-06-30,3,0,2026-06,calibration,42.76599999999999
2026-06-30,3,0,2026-06,calibration,67.937
2026-06-30,3,0,2026-06,calibration,57.66966666666668
2026-06-30,3,1,2026-06,calibration,54.886
2026-06-30,3,0,2026-06,calibration,65.08366666666667
2026-06-30,3,0,2026-06,calibration,42.358000000000004
2026-06-30,3,0,2026-06,calibration,75.10000000000001
2026-06-30,3,0,2026-06,calibration,41.269999999999996
2026-06-30,3,0,2026-06,calibration,60.27
2026-06-30,3,1,2026-06,calibration,50.154333333333334
2026-06-30,3,0,2026-06,calibration,68.07
2026-06-30,3,1,2026-06,calibration,50.132
2026-06-30,3,1,2026-06,calibration,63.54600000000001
2026-06-30,3,0,2026-06,calibration,61.301
2026-06-30,3,0,2026-06,calibration,19.12866666666667
2026-06-30,3,0,2026-06,calibration,48.891000000000005
2026-06-30,3,0,2026-06,calibration,59.635999999999996
2026-06-30,3,1,2026-06,calibration,48.436
2026-06-30,3,0,2026-06,calibration,50.855000000000004
2026-06-30,3,0,2026-06,calibration,53.769999999999996
2026-06-30,3,0,2026-06,calibration,42.087666666666664
2026-06-30,3,1,2026-06,calibration,58.95433333333334
2026-06-30,3,0,2026-06,calibration,23.654999999999998
2026-06-30,3,0,2026-06,calibration,73.07
2026-06-30,3,1,2026-06,calibration,62.74000000000001
2026-06-30,3,0,2026-06,calibration,31.125999999999998
2026-06-30,3,0,2026-06,calibration,70.72900000000003
2026-07-01,3,0,2026-07,calibration,51.27266666666668
2026-07-01,3,0,2026-07,calibration,40.34300000000001
2026-07-01,3,1,2026-07,calibration,50.596
2026-07-01,3,1,2026-07,calibration,89.30199999999999
2026-07-01,3,0,2026-07,calibration,41.35
2026-07-01,3,0,2026-07,calibration,50.55
2026-07-01,3,0,2026-07,calibration,49.39000000000001
2026-07-01,3,1,2026-07,calibration,60.067333333333345
2026-07-01,3,0,2026-07,calibration,64.80233333333334
2026-07-01,3,0,2026-07,calibration,53.41200000000001
2026-07-01,3,0,2026-07,calibration,52.17400000000001
2026-07-01,3,0,2026-07,calibration,70.08400000000002
2026-07-01,3,0,2026-07,calibration,63.338
2026-07-01,3,0,2026-07,calibration,30.855
2026-07-01,3,0,2026-07,calibration,82.60300000000001
2026-07-01,3,0,2026-07,calibration,40.959999999999994
2026-07-01,3,0,2026-07,calibration,61.042
2026-07-01,3,0,2026-07,calibration,43.077000000000005
2026-07-01,3,0,2026-07,calibration,33.87500000000001
2026-07-01,3,0,2026-07,calibration,71.223
2026-07-01,3,0,2026-07,calibration,49.752
2026-07-01,3,0,2026-07,calibration,26.851
2026-07-01,3,0,2026-07,calibration,45.501
2026-07-01,3,0,2026-07,calibration,61.800000000000004
2026-07-01,3,1,2026-07,calibration,50.714
2026-07-01,3,0,2026-07,calibration,45.720000000000006
2026-07-01,3,0,2026-07,calibration,86.85499999999999
2026-07-01,3,1,2026-07,calibration,73.908
2026-07-01,3,0,2026-07,calibration,61.812000000000005
2026-07-02,3,0,2026-07,calibration,55.655
2026-07-02,3,0,2026-07,calibration,86.33266666666667
2026-07-02,3,1,2026-07,calibration,64.86233333333334
2026-07-02,3,1,2026-07,calibration,70.22800000000001
2026-07-02,3,0,2026-07,calibration,55.14633333333335
2026-07-02,3,1,2026-07,calibration,66.52799999999999
2026-07-02,3,0,2026-07,calibration,80.46600000000001
2026-07-02,3,0,2026-07,calibration,71.55733333333335
2026-07-02,3,0,2026-07,calibration,32.35
2026-07-02,3,1,2026-07,calibration,59.299
2026-07-02,3,0,2026-07,calibration,40.688
2026-07-02,3,0,2026-07,calibration,63.27
2026-07-02,3,0,2026-07,calibration,60.65500000000001
2026-07-02,3,1,2026-07,calibration,60.759
2026-07-02,3,0,2026-07,calibration,39.399000000000015
2026-07-02,3,0,2026-07,calibration,72.17000000000002
2026-07-02,3,0,2026-07,calibration,24.662000000000003
2026-07-02,3,0,2026-07,calibration,62.336000000000006
2026-07-02,3,0,2026-07,calibration,45.805
2026-07-03,3,1,2026-07,calibration,65.157
2026-07-03,3,0,2026-07,calibration,45.36600000000001
2026-07-03,3,0,2026-07,calibration,78.251
2026-07-03,3,0,2026-07,calibration,56.162000000000006
2026-07-03,3,1,2026-07,calibration,70.97266666666668
2026-07-03,3,0,2026-07,calibration,45.93
2026-07-03,3,0,2026-07,calibration,52.699999999999996
2026-07-03,3,0,2026-07,calibration,60.48333333333334
2026-07-03,3,0,2026-07,calibration,68.37299999999999
2026-07-03,3,0,2026-07,calibration,69.74600000000002
2026-07-03,3,0,2026-07,calibration,44.31666666666667
2026-07-03,3,0,2026-07,calibration,83.98433333333334
2026-07-03,3,0,2026-07,calibration,76.62433333333335
2026-07-03,3,0,2026-07,calibration,41.829
2026-07-03,3,1,2026-07,calibration,93.51733333333334
2026-07-03,3,0,2026-07,calibration,25.392999999999997
2026-07-03,3,0,2026-07,calibration,20.93
2026-07-03,3,1,2026-07,calibration,41.129999999999995
2026-07-03,3,1,2026-07,calibration,49.73
2026-07-03,3,1,2026-07,calibration,37.965
2026-07-03,3,0,2026-07,calibration,34.510000000000005
2026-07-04,3,0,2026-07,calibration,52.175
2026-07-04,3,0,2026-07,calibration,57.975
2026-07-04,3,1,2026-07,calibration,31.575
2026-07-04,3,0,2026-07,calibration,71.12233333333334
2026-07-04,3,0,2026-07,calibration,57.083000000000006
2026-07-04,3,0,2026-07,calibration,80.22
2026-07-04,3,0,2026-07,calibration,47.79400000000001
2026-07-04,3,0,2026-07,calibration,92.97066666666667
2026-07-04,3,0,2026-07,calibration,76.33699999999999
2026-07-04,3,0,2026-07,calibration,54.52300000000001
2026-07-04,3,0,2026-07,calibration,53.069
2026-07-04,3,0,2026-07,calibration,61.525
2026-07-04,3,0,2026-07,calibration,62.10333333333334
2026-07-04,3,0,2026-07,calibration,59.56100000000001
2026-07-04,3,0,2026-07,calibration,59.757
2026-07-04,3,0,2026-07,calibration,44.83500000000001
2026-07-04,3,0,2026-07,calibration,54.98500000000001
2026-07-04,3,0,2026-07,calibration,32.376000000000005
2026-07-04,3,0,2026-07,calibration,45.616
2026-07-04,3,0,2026-07,calibration,58.763
2026-07-04,3,0,2026-07,calibration,57.022
2026-07-04,3,0,2026-07,calibration,45.911000000000016
2026-07-05,3,0,2026-07,calibration,57.55500000000001
2026-07-05,3,1,2026-07,calibration,59.30800000000001
2026-07-05,3,1,2026-07,calibration,51.17999999999999
2026-07-05,3,0,2026-07,calibration,49.06
2026-07-05,3,1,2026-07,calibration,59.062333333333335
2026-07-05,3,0,2026-07,calibration,81.84433333333335
2026-07-05,3,0,2026-07,calibration,58.806333333333335
2026-07-05,3,0,2026-07,calibration,30.092
2026-07-05,3,0,2026-07,calibration,99.83200000000002
2026-07-05,3,0,2026-07,calibration,55.196000000000005
2026-07-05,3,0,2026-07,calibration,57.147
2026-07-05,3,1,2026-07,calibration,64.04
2026-07-05,3,0,2026-07,calibration,47.24200000000001
2026-07-05,3,0,2026-07,calibration,63.93066666666667
2026-07-05,3,0,2026-07,calibration,54.541000000000004
2026-07-05,3,0,2026-07,calibration,32.07100000000001
2026-07-05,3,1,2026-07,calibration,73.462
2026-07-05,3,0,2026-07,calibration,41.989999999999995
2026-07-05,3,1,2026-07,calibration,86.87866666666669
2026-07-05,3,0,2026-07,calibration,44.136
2026-07-05,3,0,2026-07,calibration,71.667
2026-07-05,3,0,2026-07,calibration,52.58933333333333
2026-07-05,3,0,2026-07,calibration,62.44700000000001
2026-07-05,3,0,2026-07,calibration,76.13266666666668
2026-07-05,3,0,2026-07,calibration,29.177000000000003
2026-07-05,3,0,2026-07,calibration,34.93200000000001
2026-07-05,3,0,2026-07,calibration,50.434000000000005
2026-07-05,3,1,2026-07,calibration,68.36
2026-07-05,3,0,2026-07,calibration,24.759999999999998
2026-07-05,3,0,2026-07,calibration,56.31400000000001
2026-07-05,3,0,2026-07,calibration,56.44700000000001
2026-07-05,3,0,2026-07,calibration,61.49300000000002
2026-07-05,3,0,2026-07,calibration,66.303
2026-07-05,3,0,2026-07,calibration,61.40100000000001
2026-07-05,3,0,2026-07,calibration,27.041999999999998
2026-07-05,3,0,2026-07,calibration,40.43
2026-07-05,3,1,2026-07,calibration,63.81
2026-07-06,3,0,2026-07,calibration,77.36999999999999
2026-07-06,3,0,2026-07,calibration,70.182
2026-07-06,3,1,2026-07,calibration,76.19366666666667
2026-07-06,3,0,2026-07,calibration,56.29700000000001
2026-07-06,3,0,2026-07,calibration,54.84466666666667
2026-07-06,3,0,2026-07,calibration,64.91066666666667
2026-07-06,3,1,2026-07,calibration,84.31200000000003
2026-07-06,3,0,2026-07,calibration,96.17500000000003
2026-07-06,3,0,2026-07,calibration,92.139
2026-07-06,3,0,2026-07,calibration,67.806
2026-07-06,3,0,2026-07,calibration,59.932
2026-07-06,3,0,2026-07,calibration,44.254
2026-07-06,3,0,2026-07,calibration,53.637
2026-07-06,3,0,2026-07,calibration,58.910000000000004
2026-07-06,3,0,2026-07,calibration,63.01800000000001
2026-07-06,3,0,2026-07,calibration,48.900000000000006
2026-07-06,3,0,2026-07,calibration,46.62000000000001
2026-07-06,3,0,2026-07,calibration,63.059000000000005
2026-07-06,3,0,2026-07,calibration,45.156000000000006
2026-07-06,3,0,2026-07,calibration,39.394
2026-07-07,3,1,2026-07,calibration,72.49766666666667
2026-07-07,3,0,2026-07,calibration,71.57600000000001
2026-07-07,3,1,2026-07,calibration,45.729333333333344
2026-07-07,3,0,2026-07,calibration,57.282
2026-07-07,3,0,2026-07,calibration,58.25766666666666
2026-07-07,3,0,2026-07,calibration,39.48500000000001
2026-07-07,3,0,2026-07,calibration,36.477666666666664
2026-07-07,3,0,2026-07,calibration,44.885000000000005
2026-07-07,3,1,2026-07,calibration,74.943
2026-07-07,3,0,2026-07,calibration,89.96500000000002
2026-07-07,3,0,2026-07,calibration,64.86700000000002
2026-07-07,3,0,2026-07,calibration,30.647999999999996
2026-07-07,3,0,2026-07,calibration,63.190000000000005
2026-07-07,3,1,2026-07,calibration,60.19000000000001
2026-07-07,3,0,2026-07,calibration,25.549333333333333
2026-07-07,3,0,2026-07,calibration,55.41133333333334
2026-07-07,3,0,2026-07,calibration,62.49200000000002
2026-07-07,3,1,2026-07,calibration,70.45
2026-07-07,3,0,2026-07,calibration,60.71200000000001
2026-07-07,3,0,2026-07,calibration,74.51299999999999
2026-07-07,3,1,2026-07,calibration,49.178000000000004
2026-07-07,3,0,2026-07,calibration,42.99
2026-07-07,3,0,2026-07,calibration,40.21000000000001
2026-07-08,3,1,2026-07,calibration,61.61900000000001
2026-07-08,3,0,2026-07,calibration,51.381
2026-07-08,3,0,2026-07,calibration,61.29233333333333
2026-07-08,3,0,2026-07,calibration,68.37666666666668
2026-07-08,3,0,2026-07,calibration,51.68700000000001
2026-07-08,3,1,2026-07,calibration,48.00300000000001
2026-07-08,3,0,2026-07,calibration,60.42
2026-07-08,3,1,2026-07,calibration,38.07600000000001
2026-07-08,3,0,2026-07,calibration,61.45500000000001
2026-07-08,3,0,2026-07,calibration,69.20000000000002
2026-07-08,3,0,2026-07,calibration,86.86500000000001
2026-07-08,3,1,2026-07,calibration,74.12166666666668
2026-07-08,3,0,2026-07,calibration,38.525
2026-07-08,3,0,2026-07,calibration,32.048
2026-07-08,3,0,2026-07,calibration,55.156000000000006
2026-07-08,3,0,2026-07,calibration,38.376000000000005
2026-07-08,3,1,2026-07,calibration,49.936
2026-07-08,3,0,2026-07,calibration,41.705
2026-07-08,3,0,2026-07,calibration,59.136
2026-07-08,3,0,2026-07,calibration,45.47000000000001
2026-07-08,3,1,2026-07,calibration,64.916
2026-07-08,3,0,2026-07,calibration,9.314
2026-07-08,3,0,2026-07,calibration,47.853
2026-07-08,3,0,2026-07,calibration,68.518
2026-07-08,3,0,2026-07,calibration,71.199
2026-07-09,3,1,2026-07,calibration,77.57433333333334
2026-07-09,3,0,2026-07,calibration,84.85566666666668
2026-07-09,3,0,2026-07,calibration,36.633
2026-07-09,3,1,2026-07,calibration,40.143
2026-07-09,3,0,2026-07,calibration,64.02933333333333
2026-07-09,3,0,2026-07,calibration,33.095
2026-07-09,3,0,2026-07,calibration,51.102000000000004
2026-07-09,3,1,2026-07,calibration,53.77866666666668
2026-07-09,3,0,2026-07,calibration,66.19
2026-07-09,3,0,2026-07,calibration,48.208000000000006
2026-07-09,3,0,2026-07,calibration,52.412
2026-07-09,3,0,2026-07,calibration,64.91000000000001
2026-07-09,3,0,2026-07,calibration,43.46000000000001
2026-07-09,3,0,2026-07,calibration,57.475
2026-07-09,3,0,2026-07,calibration,76.855
2026-07-09,3,0,2026-07,calibration,75.18599999999999
2026-07-09,3,0,2026-07,calibration,37.72200000000001
2026-07-09,3,0,2026-07,calibration,81.67
2026-07-09,3,1,2026-07,calibration,91.74900000000001
2026-07-09,3,0,2026-07,calibration,58.760000000000005
2026-07-09,3,0,2026-07,calibration,55.475
2026-07-09,3,0,2026-07,calibration,62.81600000000002
2026-07-10,3,0,2026-07,calibration,30.613000000000003
2026-07-10,3,0,2026-07,calibration,54.25
2026-07-10,3,0,2026-07,calibration,51.650000000000006
2026-07-10,3,1,2026-07,calibration,54.913000000000004
2026-07-10,3,0,2026-07,calibration,44.89333333333333
2026-07-10,3,0,2026-07,calibration,68.79933333333334
2026-07-10,3,0,2026-07,calibration,22.75
2026-07-10,3,1,2026-07,calibration,82.73299999999999
2026-07-10,3,0,2026-07,calibration,69.91700000000002
2026-07-10,3,0,2026-07,calibration,65.402
2026-07-10,3,0,2026-07,calibration,40.97
2026-07-10,3,0,2026-07,calibration,28.202999999999996
2026-07-10,3,0,2026-07,calibration,44.655
2026-07-10,3,0,2026-07,calibration,77.44999999999999
2026-07-10,3,1,2026-07,calibration,55.03
2026-07-10,3,0,2026-07,calibration,32.381
2026-07-10,3,0,2026-07,calibration,68.65
2026-07-10,3,0,2026-07,calibration,44.641999999999996
2026-07-10,3,1,2026-07,calibration,61.246000000000016
2026-07-10,3,0,2026-07,calibration,27.62
2026-07-10,3,0,2026-07,calibration,62.028999999999996
2026-07-10,3,0,2026-07,calibration,63.66000000000002
2026-07-10,3,0,2026-07,calibration,81.51100000000001
2026-07-11,3,0,2026-07,calibration,89.06299999999999
2026-07-11,3,0,2026-07,calibration,48.556000000000004
2026-07-11,3,0,2026-07,calibration,60.98333333333334
2026-07-11,3,1,2026-07,calibration,45.095
2026-07-11,3,0,2026-07,calibration,51.915
2026-07-11,3,0,2026-07,calibration,68.94099999999999
2026-07-11,3,1,2026-07,calibration,76.48100000000001
2026-07-11,3,0,2026-07,calibration,75.063
2026-07-11,3,0,2026-07,calibration,69.60000000000001
2026-07-11,3,0,2026-07,calibration,62.65166666666667
2026-07-11,3,0,2026-07,calibration,50.69200000000001
2026-07-11,3,0,2026-07,calibration,62.15333333333335
2026-07-11,3,0,2026-07,calibration,44.43
2026-07-11,3,0,2026-07,calibration,26.502333333333333
2026-07-11,3,0,2026-07,calibration,44.155
2026-07-11,3,0,2026-07,calibration,62.375333333333344
2026-07-11,3,0,2026-07,calibration,27.811666666666667
2026-07-11,3,1,2026-07,calibration,59.091000000000015
2026-07-11,3,0,2026-07,calibration,45.505
2026-07-11,3,0,2026-07,calibration,44.505
2026-07-11,3,0,2026-07,calibration,55.035000000000004
2026-07-11,3,0,2026-07,calibration,66.71000000000002
2026-07-11,3,0,2026-07,calibration,47.746
2026-07-11,3,0,2026-07,calibration,35.037
2026-07-11,3,1,2026-07,calibration,57.95700000000001
2026-07-11,3,0,2026-07,calibration,61.79200000000001
2026-07-11,3,0,2026-07,calibration,74.188
2026-07-12,3,0,2026-07,calibration,64.90166666666667
2026-07-12,3,0,2026-07,calibration,52.36600000000001
2026-07-12,3,1,2026-07,calibration,52.056000000000004
2026-07-12,3,0,2026-07,calibration,53.46866666666667
2026-07-12,3,0,2026-07,calibration,33.623999999999995
2026-07-12,3,1,2026-07,calibration,86.58600000000001
2026-07-12,3,0,2026-07,calibration,37.160000000000004
2026-07-12,3,0,2026-07,calibration,52.779999999999994
2026-07-12,3,0,2026-07,calibration,49.96000000000001
2026-07-12,3,1,2026-07,calibration,56.812000000000005
2026-07-12,3,0,2026-07,calibration,36.406000000000006
2026-07-12,3,0,2026-07,calibration,20.114
2026-07-12,3,0,2026-07,calibration,49.687
2026-07-12,3,0,2026-07,calibration,36.980000000000004
2026-07-12,3,1,2026-07,calibration,69.095
2026-07-12,3,1,2026-07,calibration,71.52866666666667
2026-07-12,3,0,2026-07,calibration,76.16000000000001
2026-07-12,3,0,2026-07,calibration,56.16666666666667
2026-07-12,3,0,2026-07,calibration,33.287
2026-07-12,3,0,2026-07,calibration,65.77500000000002
2026-07-12,3,1,2026-07,calibration,42.18
2026-07-12,3,0,2026-07,calibration,53.49300000000001
2026-07-12,3,1,2026-07,calibration,59.205999999999996
2026-07-12,3,0,2026-07,calibration,71.874
2026-07-12,3,0,2026-07,calibration,83.66900000000001
2026-07-12,3,0,2026-07,calibration,6.151
2026-07-12,3,0,2026-07,calibration,41.92700000000001
2026-07-12,3,0,2026-07,calibration,78.78900000000002
2026-07-12,3,1,2026-07,calibration,27.531
2026-07-12,3,0,2026-07,calibration,82.52199999999999
2026-07-12,3,0,2026-07,calibration,60.06
2026-07-12,3,1,2026-07,calibration,30.770999999999994
2026-07-13,3,0,2026-07,calibration,34.23900000000001
2026-07-13,3,1,2026-07,calibration,34.42000000000001
2026-07-13,3,0,2026-07,calibration,69.57400000000001
2026-07-13,3,1,2026-07,calibration,55.571333333333335
2026-07-13,3,0,2026-07,calibration,43.829
2026-07-13,3,1,2026-07,calibration,30.96233333333333
2026-07-13,3,0,2026-07,calibration,42.68
2026-07-13,3,1,2026-07,calibration,65.629
2026-07-13,3,0,2026-07,calibration,73.02933333333335
2026-07-13,3,0,2026-07,calibration,75.975
2026-07-13,3,0,2026-07,calibration,43.17133333333334
2026-07-13,3,0,2026-07,calibration,49.258
2026-07-13,3,0,2026-07,calibration,53.218
2026-07-13,3,0,2026-07,calibration,42.152
2026-07-13,3,0,2026-07,calibration,39.43300000000001
2026-07-13,3,1,2026-07,calibration,74.65400000000001
2026-07-13,3,0,2026-07,calibration,54.861000000000004
2026-07-13,3,0,2026-07,calibration,79.53
2026-07-13,3,0,2026-07,calibration,15.739999999999998
2026-07-13,3,1,2026-07,calibration,85.39500000000001
2026-07-13,3,1,2026-07,calibration,70.686
2026-07-14,3,0,2026-07,calibration,69.57499999999999
2026-07-14,3,0,2026-07,calibration,79.91766666666668
2026-07-14,3,0,2026-07,calibration,46.955
2026-07-14,3,0,2026-07,calibration,53.67000000000001
2026-07-14,3,0,2026-07,calibration,44.42900000000001
2026-07-14,3,1,2026-07,calibration,27.501
2026-07-14,3,0,2026-07,calibration,42.76133333333333
2026-07-14,3,0,2026-07,calibration,36.458999999999996
2026-07-14,3,0,2026-07,calibration,50.75466666666667
2026-07-14,3,1,2026-07,calibration,68.01599999999999
2026-07-14,3,0,2026-07,calibration,66.304
2026-07-14,3,0,2026-07,calibration,64.47400000000002
2026-07-14,3,0,2026-07,calibration,36.148
2026-07-14,3,0,2026-07,calibration,42.371
2026-07-14,3,0,2026-07,calibration,35.367000000000004
2026-07-14,3,0,2026-07,calibration,63.55
2026-07-14,3,1,2026-07,calibration,75.66766666666669
2026-07-14,3,0,2026-07,calibration,47.84266666666666
2026-07-14,3,0,2026-07,calibration,41.201
2026-07-14,3,1,2026-07,calibration,74.85600000000001
2026-07-14,3,0,2026-07,calibration,33.124
2026-07-14,3,0,2026-07,calibration,40.589000000000006
2026-07-14,3,0,2026-07,calibration,56.719
2026-07-14,3,0,2026-07,calibration,23.602
2026-07-14,3,0,2026-07,calibration,39.708
2026-07-15,3,0,2026-07,calibration,60.43200000000001
2026-07-15,3,1,2026-07,calibration,33.75
2026-07-15,3,0,2026-07,calibration,69.95
2026-07-15,3,1,2026-07,calibration,83.55
2026-07-15,3,0,2026-07,calibration,77.12500000000001
