date,race_code,venue,race,day_cat,winner,kimarite,target,score3,3_ST優位,3コース攻撃実績,2壁弱さ,1弱さ,3モーター攻撃,3伸び,3回り足,3前回展示総合,3前回直線,3前回通常展示,3前回回り足,3節間ST,3選手力,3全国勝率,3当地勝率,3コース1着率,3コースST_速いほど高,3全国ST_速いほど高,1コース1着率_低いほど高,1コースST_遅いほど高,2コース1着率_低いほど高,2コースST_遅いほど高,3日目以降
2026-06-01,202606010501,05,01R,3日目以降,1,逃げ,0,54.259422117290434,0.6666666666666667,0.225,0.8500000000000001,1.0,0.27616684155299054,0.08583420776495278,0.47520986358866735,0.4291710388247639,0.0,0.0,0.5,0.36111111111111116,0.32809999999999995,4.77,4.72,0,0.25,0.25,1.0,0.6249999999999999,1.0,0.8750000000000001,1.0
2026-06-01,202606010502,05,02R,3日目以降,3,まくり,1,40.639624868835256,0.0,0.225,0.55,1.0,0.5444585519412382,0.557292759706191,0.6952623294858342,0.686463798530955,0.6,0.4,0.7,0.0,0.4035,6.19,0.0,0,0.4166666666666666,0.4166666666666666,1.0,0.6249999999999999,1.0,0.0,1.0
2026-06-01,202606010503,05,03R,3日目以降,2,まくり,0,43.63330518496311,3.1803263726241465e-16,0.225,0.5500000000000002,1.0,0.4659940038974667,0.4285414480587618,0.31494753410283316,0.34270724029380906,0.6,0.19999999999999996,0.3,0.5555555555555555,0.8299999999999998,7.14,6.55,0,0.5833333333333334,0.5833333333333334,1.0,0.6875,1.0,0.37500000000000006,1.0
2026-06-01,202606010504,05,04R,3日目以降,1,恵まれ,0,33.47808507803261,0.0,0.225,0.55,1.0,0.37710688052765706,0.3912486883525708,0.019685204616998953,0.05624344176285415,0.4,0.6,0.0,0.22222222222222227,0.0,3.23,2.44,0,0.08333333333333341,0.08333333333333341,1.0,0.8750000000000001,1.0,0.43749999999999994,1.0
2026-06-01,202606010505,05,05R,3日目以降,0,,0,52.218575875680806,0.3333333333333336,0.225,0.7000000000000002,1.0,0.5596433818018287,0.3975026232948583,0.9606295907660021,0.8875131164742918,0.19999999999999996,0.4,1.0,0.14583333333333323,0.46560000000000007,4.94,6.12,0,0.3333333333333334,0.3333333333333334,1.0,0.8750000000000001,1.0,0.6875,1.0
2026-06-01,202606010506,05,06R,3日目以降,2,まくり,0,33.20797481636936,0.0,0.225,0.55,1.0,0.41004197271773346,0.14020986358866735,0.2003672612801679,0.20104931794333683,0.19999999999999996,0.0,0.2,0.0,0.0,3.2,2.8,0,0.0,0.0,1.0,0.9375000000000001,1.0,0.43749999999999994,1.0
2026-06-01,202606010507,05,07R,3日目以降,2,まくり,0,49.90443428438182,0.3333333333333336,0.225,0.7000000000000002,1.0,0.4906783090990855,0.5712486883525708,0.6846852046169989,0.6562434417628541,0.4,0.8,0.7,0.36111111111111116,0.18899999999999995,4.68,3.15,0,0.5,0.5,1.0,0.5625,1.0,0.5625,1.0
2026-06-01,202606010508,05,08R,3日目以降,2,まくり,0,46.84160539815787,3.1803263726241465e-16,0.225,0.5500000000000002,1.0,0.7117502623294859,0.8087513116474292,0.5153147953830011,0.5437565582371459,0.8,1.0,0.5,0.6944444444444443,0.23070000000000002,4.03,4.89,0,0.08333333333333341,0.08333333333333341,1.0,0.6875,1.0,0.75,1.0
2026-06-01,202606010509,05,09R,3日目以降,4,差し,0,49.59014274887989,0.33333333333333304,0.225,0.7,1.0,0.6122197571578474,0.7739559286463799,0.32442287513116475,0.36977964323189927,0.8,1.0,0.3,0.027777777777777728,0.6959,5.59,7.78,0,0.6666666666666666,0.6666666666666666,1.0,0.5625,1.0,0.43749999999999994,1.0
2026-06-01,202606010510,05,10R,3日目以降,1,逃げ,0,45.59006857209481,0.0,0.225,0.55,1.0,0.6524465597361714,0.5143756558237146,0.7901573976915006,0.771878279118573,0.6,0.19999999999999996,0.8,0.527777777777778,0.10560000000000003,3.36,4.32,0,0.4166666666666666,0.4166666666666666,1.0,0.6875,1.0,0.5,1.0
2026-06-01,202606010511,05,11R,3日目以降,4,まくり差し,0,61.42032550508837,0.5000000000000003,0.225,0.7750000000000001,1.0,0.5846373856992955,0.6060440713536202,0.8755771248688353,0.8302203567681008,0.4,0.8,0.9,0.7777777777777777,0.4534,4.88,6.08,0,0.5833333333333334,0.5833333333333334,1.0,0.43749999999999994,1.0,0.5625,1.0
2026-06-01,202606010512,05,12R,3日目以降,1,逃げ,0,60.99698338579924,0.6666666666666667,0.225,0.8500000000000001,1.0,0.3094165792235047,0.29708289611752364,0.4948950682056663,0.4854144805876181,0.4,0.0,0.5,0.8125000000000001,0.7749,6.73,6.63,0,0.8333333333333334,0.8333333333333334,1.0,0.37500000000000006,1.0,0.43749999999999994,1.0
2026-06-01,202606010801,08,01R,3日目以降,1,逃げ,0,65.45817968320591,0.8333333333333335,0.225,0.925,1.0,0.6114465597361716,0.8943756558237146,0.9901573976915006,0.9718782791185728,0.8,1.0,1.0,0.3333333333333332,0.0,3.43,2.6,0,0.25,0.25,1.0,0.5,1.0,0.9375000000000001,1.0
2026-06-01,202606010802,08,02R,3日目以降,1,逃げ,0,67.58442497376706,1.0,0.225,1.0,1.0,0.5642917103882477,0.5514585519412383,0.4200524658971668,0.45729275970619093,0.8,0.19999999999999996,0.39999999999999997,0.3749999999999999,0.3737999999999999,4.52,5.76,0,0.75,0.75,1.0,0.5,1.0,0.9375000000000001,1.0
2026-06-01,202606010803,08,03R,3日目以降,1,逃げ,0,42.752749629407546,0.0,0.225,0.55,1.0,0.6519940038974665,0.2485414480587618,0.37994753410283316,0.342707240293809,0.0,0.6,0.39999999999999997,0.48611111111111127,0.20700000000000007,4.24,4.2,0,0.3333333333333334,0.3333333333333334,1.0,0.5625,1.0,0.43749999999999994,1.0
2026-06-01,202606010804,08,04R,3日目以降,5,まくり差し,0,41.383528040107265,0.0,0.225,0.55,1.0,0.49108289611752365,0.36541448058761805,0.2094753410283316,0.22707240293809025,0.4,0.4,0.2,0.8472222222222223,0.0,2.42,0.0,0,0.0,0.0,1.0,0.5,1.0,0.5625,1.0
2026-06-01,202606010805,08,05R,3日目以降,1,逃げ,0,52.95314920301804,0.5000000000000003,0.225,0.7750000000000001,1.0,0.3414814870334283,0.888121720881427,0.7142130115424974,0.7406086044071354,1.0,0.8,0.7,0.4583333333333333,0.12599999999999997,4.34,3.0,0,0.5833333333333334,0.5833333333333334,1.0,0.43749999999999994,1.0,0.5625,1.0
2026-06-01,202606010806,08,06R,3日目以降,1,逃げ,0,61.92138147703993,0.6666666666666667,0.225,0.8500000000000001,1.0,0.5488800779493329,0.7508289611752361,0.6189506820566631,0.6541448058761805,1.0,0.4,0.6,0.4166666666666666,0.6385000000000001,5.49,7.25,0,0.4166666666666666,0.4166666666666666,1.0,0.43749999999999994,1.0,0.75,1.0
2026-06-01,202606010807,08,07R,3日目以降,1,逃げ,0,43.70274550708706,0.16666666666666669,0.225,0.625,1.0,0.43569135062209563,0.06917103882476391,0.38104931794333685,0.34585519412381954,0.0,0.0,0.4,0.5694444444444444,0.06150000000000002,3.91,3.0,0,0.4166666666666666,0.4166666666666666,1.0,0.5625,1.0,0.5625,1.0
2026-06-01,202606010808,08,08R,3日目以降,1,抜き,0,49.97405926148004,0.16666666666666669,0.225,0.625,1.0,0.5770599610253335,0.21458551941238196,0.19052465897166843,0.17292759706190977,0.0,0.6,0.2,0.7916666666666667,0.7782,6.64,6.84,0,0.5,0.5,1.0,0.9375000000000001,1.0,0.5,1.0
2026-06-01,202606010809,08,09R,3日目以降,3,抜き,0,44.518344650976864,0.0,0.225,0.55,1.0,0.6435763753560186,0.7764533053515215,0.4287932843651626,0.48226652675760756,1.0,0.6,0.4,0.4166666666666666,0.5010999999999999,5.63,5.27,0,0.4166666666666666,0.4166666666666666,1.0,0.5625,1.0,0.43749999999999994,1.0
2026-06-01,202606010810,08,10R,3日目以降,1,逃げ,0,44.12168984326854,0.16666666666666669,0.225,0.625,1.0,0.4437682506370859,0.22312696747114374,0.5704721930745016,0.5156348373557188,0.0,0.4,0.6,0.11111111111111113,0.6167,6.07,5.89,0,0.5,0.5,1.0,0.1875,1.0,0.5,1.0
2026-06-01,202606010811,08,11R,3日目以降,1,逃げ,0,51.78361989706691,0.3333333333333336,0.225,0.7000000000000002,1.0,0.4752208064757907,0.3289611752360965,0.580682056663169,0.5448058761804827,0.19999999999999996,0.4,0.6000000000000001,0.6250000000000001,0.345,5.8,0.0,0,0.5833333333333334,0.5833333333333334,1.0,0.24999999999999994,1.0,0.5,1.0
2026-06-01,202606010812,08,12R,3日目以降,1,逃げ,0,51.0193253968254,0.0,0.225,0.55,1.0,0.6377142857142857,0.94,1,1.0,1.0,0.8,1.0,0.6388888888888888,0.7384999999999999,6.53,6.55,0,0.6666666666666666,0.6666666666666666,1.0,0.37500000000000006,1.0,0.1875,1.0
2026-06-01,202606010901,09,01R,3日目以降,1,逃げ,0,52.70016751611455,0.5000000000000003,0.225,0.7750000000000001,1.0,0.4999350921900765,0.12896117523609651,0.3806820566631689,0.34480587618048264,0.0,0.19999999999999996,0.39999999999999997,0.43750000000000017,0.1875,4.75,0.0,0,0.5833333333333334,0.5833333333333334,1.0,0.5,1.0,0.5625,1.0
2026-06-01,202606010902,09,02R,3日目以降,2,差し,0,57.30093936441314,0.3333333333333336,0.225,0.7000000000000002,1.0,0.6738391545495427,0.6856243441762854,0.4098426023084995,0.42812172088142714,0.6,1.0,0.4,0.9166666666666666,0.5492999999999999,5.93,5.31,0,0.5833333333333334,0.5833333333333334,1.0,0.5625,1.0,0.5,1.0
2026-06-01,202606010903,09,03R,3日目以降,1,逃げ,0,70.89318328086743,1.0,0.225,1.0,1.0,0.6265834207764953,0.2629171038824764,0.3051049317943337,0.31458551941238194,0.4,0.0,0.3,0.6666666666666669,0.5818,6.04,5.51,0,0.5833333333333334,0.5833333333333334,1.0,0.5,1.0,0.8125,1.0
2026-06-01,202606010904,09,04R,3日目以降,1,逃げ,0,51.267514390646085,0.3333333333333336,0.225,0.7000000000000002,1.0,0.25354744416129515,0.6541657922350473,0.32479013641133264,0.3708289611752361,0.8,0.6,0.3,0.9666666666666667,0.6036999999999999,5.77,6.29,0,0.5,0.5,1.0,0.75,1.0,0.5625,1.0
2026-06-01,202606010905,09,05R,3日目以降,1,逃げ,0,44.980062859141555,0.16666666666666669,0.225,0.625,1.0,0.41519682206565733,0.36312696747114376,0.7704721930745015,0.7156348373557189,0.19999999999999996,0.4,0.8,0.36666666666666675,0.18519999999999998,4.26,3.89,0,0.4166666666666666,0.4166666666666666,1.0,0.3125,1.0,0.5625,1.0
2026-06-01,202606010906,09,06R,3日目以降,1,逃げ,0,39.16225883175936,3.1803263726241465e-16,0.225,0.5500000000000002,1.0,0.49145750262329485,0.6822875131164743,0.23900314795383001,0.31143756558237146,1.0,0.4,0.2,0.36666666666666675,0.20540000000000003,4.4,3.88,0,0.3333333333333334,0.3333333333333334,1.0,0.37500000000000006,1.0,0.5625,1.0
2026-06-01,202606010907,09,07R,3日目以降,2,まくり,0,51.66535989107079,0.33333333333333304,0.225,0.7,1.0,0.6170589117073902,0.6995802728226652,0.33426547743966417,0.39790136411332633,1.0,0.4,0.3,0.6874999999999999,0.001499999999999968,3.51,2.87,0,0.4166666666666666,0.4166666666666666,1.0,0.75,1.0,0.6249999999999999,1.0
2026-06-01,202606010908,09,08R,3日目以降,1,逃げ,0,39.554424973767055,0.0,0.225,0.55,1.0,0.4592917103882477,0.6114585519412382,0.4200524658971668,0.45729275970619093,0.8,0.4,0.39999999999999997,0.09999999999999987,0.6028,6.02,5.81,0,0.5833333333333334,0.5833333333333334,1.0,0.5,1.0,0.3125,1.0
2026-06-01,202606010909,09,09R,3日目以降,1,逃げ,0,55.6159537550592,0.33333333333333304,0.225,0.7,1.0,0.570386598710838,0.5197901364113326,0.39963273871983207,0.3989506820566632,0.4,0.8,0.39999999999999997,0.7666666666666667,0.8035000000000001,6.75,6.95,0,0.4166666666666666,0.4166666666666666,1.0,0.6249999999999999,1.0,0.6249999999999999,1.0
2026-06-01,202606010910,09,10R,3日目以降,1,抜き,0,38.48359968520462,0.0,0.225,0.55,1.0,0.3725005246589717,0.4175026232948584,0.4956295907660021,0.48751311647429174,0.4,0.4,0.5,0.31250000000000006,0.26669999999999994,4.43,4.59,0,0.4166666666666666,0.4166666666666666,1.0,0.43749999999999994,1.0,0.5,1.0
2026-06-01,202606010911,09,11R,3日目以降,1,逃げ,0,66.71531979213512,0.8333333333333335,0.225,0.925,1.0,0.5093876480287812,0.27479538300104933,0.8558919202518365,0.7739769150052467,0.0,0.4,0.9,0.3500000000000001,0.8079999999999998,7.02,6.5,0,0.75,0.75,1.0,0.6249999999999999,1.0,0.5625,1.0
2026-06-01,202606010912,09,12R,3日目以降,1,逃げ,0,70.43039396892021,0.6666666666666667,0.225,0.8500000000000001,1.0,0.7751608454504572,0.7743756558237147,0.9901573976915006,0.9718782791185728,0.8,0.6,1.0,0.8,0.6033,5.97,5.91,0,0.6666666666666666,0.6666666666666666,1.0,0.37500000000000006,1.0,0.5625,1.0
2026-06-01,202606011101,11,01R,3日目以降,2,まくり,0,45.35498613401289,0.0,0.225,0.55,1.0,0.7786183480737521,0.8366631689401889,0.4291605456453305,0.48331584470094435,1.0,0.8,0.39999999999999997,0.5625000000000001,0.02849999999999999,3.69,1.67,0,0.25,0.25,1.0,0.6249999999999999,1.0,0.3125,1.0
2026-06-01,202606011102,11,02R,3日目以降,6,抜き,0,51.09518825263578,0.33333333333333304,0.225,0.7,1.0,0.45982116624194275,0.2712486883525708,0.019685204616998953,0.05624344176285415,0.4,0.19999999999999996,0.0,0.9375000000000001,0.43750000000000006,5.19,5.3,0,0.4166666666666666,0.4166666666666666,1.0,0.6875,1.0,0.6249999999999999,1.0
2026-06-01,202606011103,11,03R,3日目以降,2,まくり,0,48.29912423591332,0.16666666666666669,0.225,0.625,1.0,0.38636965972118126,0.12041972717733473,0.6657345225603357,0.6020986358866737,0.0,0.0,0.7,0.6944444444444443,0.5700000000000001,5.7,6.0,0,0.4166666666666666,0.4166666666666666,1.0,0.5625,1.0,0.5625,1.0
2026-06-01,202606011104,11,04R,3日目以降,2,まくり,0,69.97138095238094,0.833333333333333,0.225,0.9249999999999999,1.0,0.41271428571428576,0.94,1,1.0,1.0,0.8,1.0,0.6250000000000001,0.9928,7.6,7.91,0,0.6666666666666666,0.6666666666666666,1.0,0.43749999999999994,1.0,0.6249999999999999,1.0
2026-06-01,202606011105,11,05R,3日目以降,1,逃げ,0,43.62797619047618,0.0,0.225,0.55,1.0,0.5101428571428571,0.66,0.6,0.6,0.6,0.8,0.6,0.4666666666666666,0.47850000000000004,5.57,5.1,0,0.5,0.5,1.0,0.43749999999999994,1.0,0.37500000000000006,1.0
2026-06-01,202606011106,11,06R,3日目以降,3,差し,0,45.489490056463296,3.1803263726241465e-16,0.225,0.5500000000000002,1.0,0.5305245090691051,0.30333683105981113,0.7708394543546695,0.7166841552990556,0.19999999999999996,0.19999999999999996,0.8,0.4166666666666666,0.7062999999999999,6.63,5.96,0,0.5833333333333334,0.5833333333333334,1.0,0.8750000000000001,1.0,0.37500000000000006,1.0
2026-06-01,202606011107,11,07R,3日目以降,3,まくり,1,59.91430010493178,0.6666666666666667,0.225,0.8500000000000001,1.0,0.2978331584470094,0.6141657922350472,0.5897901364113327,0.5708289611752362,0.4,1.0,0.6000000000000001,0.5833333333333334,0.8402000000000001,7.16,6.64,0,0.5833333333333334,0.5833333333333334,1.0,0.3125,1.0,0.6249999999999999,1.0
2026-06-01,202606011108,11,08R,3日目以降,1,逃げ,0,40.67811555822049,0.0,0.225,0.55,1.0,0.25007195323040027,0.43750262329485834,0.7606295907660021,0.6875131164742917,0.0,1.0,0.8,0.4305555555555556,0.6039999999999999,6.14,5.6,0,0.3333333333333334,0.3333333333333334,1.0,0.43749999999999994,1.0,0.37500000000000006,1.0
2026-06-01,202606011109,11,09R,3日目以降,1,逃げ,0,48.58073449757658,0.16666666666666669,0.225,0.625,1.0,0.7834345675311047,0.9314585519412383,0.6200524658971669,0.657292759706191,1.0,1.0,0.6000000000000001,0.10416666666666653,0.3023,5.11,3.76,0,0.5,0.5,1.0,0.3125,1.0,0.5,1.0
2026-06-01,202606011110,11,10R,3日目以降,3,差し,0,56.06768328086742,0.33333333333333304,0.225,0.7,1.0,0.6665834207764954,0.6429171038824765,0.5051049317943337,0.514585519412382,0.6,0.8,0.5,0.6833333333333335,0.5767,6.39,4.79,0,0.6666666666666666,0.6666666666666666,1.0,0.43749999999999994,1.0,0.43749999999999994,1.0
2026-06-01,202606011111,11,11R,3日目以降,2,差し,0,39.847145605356516,0.0,0.225,0.55,1.0,0.6453446259931045,0.7595802728226653,0.33426547743966417,0.39790136411332633,1.0,0.6,0.3,0.14583333333333323,0.11300000000000004,3.72,4.0,0,0.25,0.25,1.0,0.43749999999999994,1.0,0.37500000000000006,1.0
2026-06-01,202606011112,11,12R,3日目以降,1,逃げ,0,54.07402751544828,0.33333333333333304,0.225,0.7,1.0,0.49591710388247634,0.374585519412382,0.5905246589716685,0.5729275970619099,0.4,0.19999999999999996,0.6000000000000001,0.513888888888889,0.8794,7.0,7.43,0,0.4166666666666666,0.4166666666666666,1.0,0.37500000000000006,1.0,0.6249999999999999,1.0
2026-06-01,202606011201,12,01R,3日目以降,3,まくり差し,1,61.071309523809525,0.6666666666666667,0.225,0.8500000000000001,1.0,0.48739926739926737,0.5312820512820513,0.5006410256410256,0.5018315018315018,0.5018315018315018,0.6,0.5,0.5833333333333334,0.5994999999999999,6.11,5.6,0,0.6666666666666666,0.6666666666666666,1.0,0.3125,1.0,0.5625,1.0
2026-06-01,202606011202,12,02R,3日目以降,4,まくり差し,0,71.09257936507936,1.0,0.225,1.0,1.0,0.5302503052503051,0.661965811965812,0.624732905982906,0.6242368742368742,0.6242368742368742,0.75,0.625,0.5833333333333334,0.6105,6.37,5.25,0,0.5833333333333334,0.5833333333333334,1.0,0.75,1.0,0.75,1.0
2026-06-01,202606011203,12,03R,3日目以降,6,まくり差し,0,46.12684126984127,0.0,0.225,0.55,1.0,0.7291147741147741,0.8591452991452991,0.7995726495726496,0.7987789987789987,0.7987789987789987,1.0,0.8,0.3333333333333332,0.2564,4.5,4.33,0,0.25,0.25,1.0,0.43749999999999994,1.0,0.43749999999999994,1.0
2026-06-01,202606011204,12,04R,3日目以降,3,まくり,1,69.46366666666667,0.6666666666666667,0.225,0.8500000000000001,1.0,0.8823931623931623,0.9119658119658121,0.8747329059829059,0.8742368742368742,0.8742368742368742,1.0,0.875,0.47222222222222227,0.7493999999999998,6.56,6.63,0,0.5833333333333334,0.5833333333333334,1.0,0.43749999999999994,1.0,0.6249999999999999,1.0
2026-06-01,202606011205,12,05R,3日目以降,6,差し,0,39.47065873015873,0.0,0.225,0.55,1.0,0.2907142857142857,0.48,0.6,0.6,0.6,0.19999999999999996,0.6,0.5555555555555555,0.16310000000000005,4.23,3.67,0,0.1666666666666666,0.1666666666666666,1.0,0.5,1.0,0.6875,1.0
2026-06-01,202606011206,12,06R,3日目以降,1,逃げ,0,42.5552380952381,0.0,0.225,0.55,1.0,0.39440048840048836,0.7391452991452991,0.7995726495726496,0.7987789987789987,0.7987789987789987,0.6,0.8,0.47222222222222227,0.324,5.66,0.0,0,0.4166666666666666,0.4166666666666666,1.0,0.5,1.0,0.43749999999999994,1.0
2026-06-01,202606011207,12,07R,3日目以降,1,抜き,0,38.86192063492064,0.16666666666666669,0.225,0.625,1.0,0.16122832722832722,0.0704273504273504,0.10021367521367519,0.10061050061050059,0.10061050061050059,0.0,0.09999999999999998,0.6111111111111112,0.19339999999999996,3.92,4.63,0,0.4166666666666666,0.4166666666666666,1.0,0.43749999999999994,1.0,0.5625,1.0
2026-06-01,202606011208,12,08R,3日目以降,2,差し,0,64.33630952380953,0.8333333333333335,0.225,0.925,1.0,0.5827155067155066,0.46786324786324784,0.49893162393162394,0.49694749694749696,0.49694749694749696,0.4,0.5,0.47222222222222227,0.3045000000000001,4.65,4.65,0,0.5,0.5,1.0,0.24999999999999994,1.0,0.75,1.0
2026-06-01,202606011209,12,09R,3日目以降,1,逃げ,0,34.63788888888889,0.0,0.225,0.55,1.0,0.15182905982905984,0.25914529914529916,0.19957264957264959,0.1987789987789988,0.1987789987789988,0.4,0.2,0.5,0.2638,5.12,3.26,0,0.5833333333333334,0.5833333333333334,1.0,0.37500000000000006,1.0,0.3125,1.0
2026-06-01,202606011210,12,10R,3日目以降,1,逃げ,0,35.57352380952381,0.0,0.225,0.55,1.0,0.21994261294261294,0.2504273504273504,0.10021367521367519,0.10061050061050059,0.10061050061050059,0.6,0.09999999999999998,0.38888888888888884,0.5618,5.8,5.71,0,0.5,0.5,1.0,0.5,1.0,0.43749999999999994,1.0
2026-06-01,202606011211,12,11R,3日目以降,1,逃げ,0,41.27376984126984,0.0,0.225,0.55,1.0,0.3987142857142857,0.15,0,0.0,0.0,0.5,0.0,0.9444444444444444,0.41750000000000004,4.95,5.5,0,0.4166666666666666,0.4166666666666666,1.0,0.37500000000000006,1.0,0.3125,1.0
2026-06-01,202606011212,12,12R,3日目以降,1,逃げ,0,40.080000000000005,0.3333333333333336,0.225,0.7000000000000002,1.0,0.2796068376068376,0.23803418803418802,0.12526709401709402,0.12576312576312576,0.12576312576312576,0.5,0.125,0.11111111111111113,0.0,3.47,3.0,0,0.25,0.25,1.0,0.43749999999999994,1.0,0.75,1.0
2026-06-01,202606011301,13,01R,2日目,1,逃げ,0,69.55930158730158,1.0,0.225,1.0,1.0,0.288028083028083,0.6808547008547009,0.8004273504273505,0.8012210012210012,0.8012210012210012,0.4,0.8,0.6666666666666666,0.6494,6.16,6.13,0,0.75,0.75,1.0,0.6249999999999999,1.0,0.6875,0.0
2026-06-01,202606011302,13,02R,2日目,1,逃げ,0,45.927531746031754,0.0,0.225,0.55,1.0,0.28522832722832725,0.6904273504273505,0.9002136752136753,0.9006105006105007,0.9006105006105007,0.19999999999999996,0.9,0.9166666666666667,0.47229999999999994,5.95,4.31,0,0.4166666666666666,0.4166666666666666,1.0,0.6875,1.0,0.43749999999999994,0.0
2026-06-01,202606011303,13,03R,2日目,1,逃げ,0,47.090515873015875,0.3333333333333336,0.225,0.7000000000000002,1.0,0.37748595848595845,0.36957264957264957,0.09978632478632476,0.09938949938949936,0.09938949938949936,1.0,0.09999999999999998,0.6666666666666666,0.2565,4.41,4.5,0,0.5,0.5,1.0,0.6875,1.0,0.5625,0.0
2026-06-01,202606011304,13,04R,2日目,3,抜き,0,68.53182539682538,0.8333333333333335,0.225,0.925,1.0,0.6666288156288156,0.46957264957264955,0.4997863247863248,0.4993894993894994,0.4993894993894994,0.4,0.5,0.75,0.444,6.46,0.0,0,0.8333333333333334,0.8333333333333334,1.0,0.6875,1.0,0.5,0.0
2026-06-01,202606011305,13,05R,2日目,1,逃げ,0,45.937880952380965,3.1803263726241465e-16,0.225,0.5500000000000002,1.0,0.7687142857142857,0.43999999999999995,0.19999999999999996,0.19999999999999996,0.19999999999999996,1.0,0.19999999999999996,0.5833333333333334,0.5381,5.53,5.92,0,0.3333333333333334,0.3333333333333334,1.0,0.5625,1.0,0.5625,0.0
