date,race_code,venue,race,day_cat,head,combo,score,head_prob,combo_prob,odds_pre,ev_pre,market_within_head,stake,composite_odds_race,tickets_race,hit,payout,actual_combo,stake_v8,return_v8,profit_v8
2026-08-11,202608112110,21,10R,2日目,5,5-4-6,66.18,0.0668,0.00269,583.6,1.568,0.04023,100,23.48,20,0,0,1-5-3,200,0,-200
2026-08-11,202608112110,21,10R,2日目,5,5-6-1,66.18,0.0668,0.00195,802.4,1.568,0.02926,100,23.48,20,0,0,1-5-3,200,0,-200
2026-08-11,202608112110,21,10R,2日目,5,5-6-2,66.18,0.0668,0.00142,1106.0,1.568,0.02123,100,23.48,20,0,0,1-5-3,200,0,-200
2026-08-11,202608112110,21,10R,2日目,5,5-6-3,66.18,0.0668,0.00147,1069.0,1.568,0.02196,100,23.48,20,0,0,1-5-3,200,0,-200
2026-08-11,202608112110,21,10R,2日目,5,5-6-4,66.18,0.0668,0.00103,1528.0,1.568,0.01536,100,23.48,20,0,0,1-5-3,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-1-2,64.2,0.0683,0.00572,295.6,1.692,0.08381,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-1-3,64.2,0.0683,0.00754,224.5,1.692,0.11036,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-1-4,64.2,0.0683,0.00485,348.5,1.692,0.07109,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-1-6,64.2,0.0683,0.005,338.4,1.692,0.07321,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-2-1,64.2,0.0683,0.00344,491.6,1.692,0.0504,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-2-3,64.2,0.0683,0.00315,536.8,1.692,0.04615,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-2-4,64.2,0.0683,0.00344,491.6,1.692,0.0504,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-2-6,64.2,0.0683,0.0021,805.3,1.692,0.03077,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-3-1,64.2,0.0683,0.0054,313.4,1.692,0.07905,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-3-2,64.2,0.0683,0.00315,536.8,1.692,0.04615,100,24.78,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112111,21,11R,2日目,5,5-3-4,64.2,0.0683,0.00286,591.2,1.692,0.04191,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-3-6,64.2,0.0683,0.0021,805.3,1.692,0.03077,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-4-1,64.2,0.0683,0.00344,491.6,1.692,0.0504,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-4-2,64.2,0.0683,0.00319,530.7,1.692,0.04668,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-4-3,64.2,0.0683,0.00214,791.6,1.692,0.0313,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-4-6,64.2,0.0683,0.00391,432.5,1.692,0.05728,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-6-1,64.2,0.0683,0.00206,819.4,1.692,0.03024,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-6-2,64.2,0.0683,0.00163,1038.0,1.692,0.02387,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-6-3,64.2,0.0683,0.00123,1373.0,1.692,0.01804,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112111,21,11R,2日目,5,5-6-4,64.2,0.0683,0.00192,881.3,1.692,0.02811,100,24.78,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-1-2,63.15,0.1621,0.01126,198.8,2.239,0.06947,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-1-3,63.15,0.1621,0.00666,335.9,2.239,0.04111,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-1-5,63.15,0.1621,0.01652,135.5,2.239,0.10192,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-1-6,63.15,0.1621,0.00949,235.8,2.239,0.05857,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-2-1,63.15,0.1621,0.01129,198.3,2.239,0.06964,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-2-3,63.15,0.1621,0.00496,451.4,2.239,0.03059,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-2-5,63.15,0.1621,0.01321,169.5,2.239,0.08147,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-2-6,63.15,0.1621,0.00666,335.9,2.239,0.04111,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-3-1,63.15,0.1621,0.00466,480.9,2.239,0.02872,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-3-2,63.15,0.1621,0.00435,514.5,2.239,0.02684,100,13.81,20,0,0,1-3-2,300,0,-300
2026-08-11,202608112112,21,12R,2日目,4,4-3-5,63.15,0.1621,0.00456,490.5,2.239,0.02815,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-3-6,63.15,0.1621,0.00316,707.4,2.239,0.01952,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-5-1,63.15,0.1621,0.01534,145.9,2.239,0.09465,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-5-2,63.15,0.1621,0.01111,201.5,2.239,0.06853,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-5-3,63.15,0.1621,0.00456,490.5,2.239,0.02815,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-5-6,63.15,0.1621,0.00998,224.3,2.239,0.06157,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-6-1,63.15,0.1621,0.00813,275.5,2.239,0.05013,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-6-2,63.15,0.1621,0.00596,375.4,2.239,0.03679,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-6-3,63.15,0.1621,0.00307,728.5,2.239,0.01896,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112112,21,12R,2日目,4,4-6-5,63.15,0.1621,0.00715,313.1,2.239,0.04411,100,13.81,20,0,0,1-3-2,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-1-2,69.32,0.0633,0.00537,318.0,1.709,0.08483,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-1-3,69.32,0.0633,0.00281,608.2,1.709,0.04435,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-1-4,69.32,0.0633,0.00414,412.7,1.709,0.06536,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-1-6,69.32,0.0633,0.00173,990.5,1.709,0.02723,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-2-1,69.32,0.0633,0.00547,312.3,1.709,0.08638,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-2-3,69.32,0.0633,0.00217,787.9,1.709,0.03424,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-2-4,69.32,0.0633,0.00986,173.3,1.709,0.15566,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-2-6,69.32,0.0633,0.00168,1019.0,1.709,0.02647,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-3-1,69.32,0.0633,0.00212,806.2,1.709,0.03346,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-3-2,69.32,0.0633,0.00246,693.4,1.709,0.0389,100,26.98,20,0,0,4-1-6,300,0,-300
2026-08-11,202608112305,23,05R,3日目以降,5,5-3-4,69.32,0.0633,0.00177,963.0,1.709,0.02801,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-3-6,69.32,0.0633,0.00089,1926.0,1.709,0.01401,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-4-1,69.32,0.0633,0.00389,438.8,1.709,0.06148,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-4-2,69.32,0.0633,0.00981,174.2,1.709,0.15485,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-4-3,69.32,0.0633,0.00118,1444.0,1.709,0.01868,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-4-6,69.32,0.0633,0.00271,630.3,1.709,0.0428,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-6-1,69.32,0.0633,0.00128,1333.0,1.709,0.02024,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-6-2,69.32,0.0633,0.00148,1155.0,1.709,0.02336,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-6-3,69.32,0.0633,0.00089,1926.0,1.709,0.01401,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-11,202608112305,23,05R,3日目以降,5,5-6-4,69.32,0.0633,0.00163,1050.0,1.709,0.02569,100,26.98,20,0,0,4-1-6,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-1-2,66.48,0.0664,0.00521,436.9,2.275,0.07837,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-1-3,66.48,0.0664,0.00382,595.8,2.275,0.05747,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-1-4,66.48,0.0664,0.00271,840.3,2.275,0.04075,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-1-6,66.48,0.0664,0.00347,655.4,2.275,0.05224,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-2-1,66.48,0.0664,0.00653,348.6,2.275,0.09823,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-2-3,66.48,0.0664,0.00396,574.9,2.275,0.05956,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-2-4,66.48,0.0664,0.00458,496.5,2.275,0.06897,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-2-6,66.48,0.0664,0.00472,481.9,2.275,0.07105,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-3-1,66.48,0.0664,0.00292,780.3,2.275,0.04388,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-3-2,66.48,0.0664,0.00305,744.8,2.275,0.04597,100,34.24,20,0,0,4-6-2,300,0,-300
2026-08-12,202608120409,04,09R,2日目,5,5-3-4,66.48,0.0664,0.00181,1260.0,2.275,0.02718,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-3-6,66.48,0.0664,0.00312,728.2,2.275,0.04702,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-4-1,66.48,0.0664,0.00236,963.9,2.275,0.03552,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-4-2,66.48,0.0664,0.00222,1024.0,2.275,0.03344,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-4-3,66.48,0.0664,0.00167,1365.0,2.275,0.02509,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-4-6,66.48,0.0664,0.00292,780.3,2.275,0.04388,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-6-1,66.48,0.0664,0.00181,1260.0,2.275,0.02718,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-6-2,66.48,0.0664,0.00326,697.2,2.275,0.04911,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-6-3,66.48,0.0664,0.00368,618.3,2.275,0.05538,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608120409,04,09R,2日目,5,5-6-4,66.48,0.0664,0.00264,862.4,2.275,0.0397,100,34.24,20,0,0,4-6-2,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-1-2,60.58,0.0634,0.00262,499.0,1.305,0.04128,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-1-3,60.58,0.0634,0.00428,305.0,1.305,0.06753,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-1-4,60.58,0.0634,0.0025,522.8,1.305,0.0394,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-1-6,60.58,0.0634,0.00321,406.6,1.305,0.05066,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-2-1,60.58,0.0634,0.00232,563.0,1.305,0.03659,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-2-3,60.58,0.0634,0.0022,593.5,1.305,0.03471,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-2-4,60.58,0.0634,0.00125,1045.0,1.305,0.01971,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-2-6,60.58,0.0634,0.00155,844.6,1.305,0.02439,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-3-1,60.58,0.0634,0.00351,372.2,1.305,0.05534,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-3-2,60.58,0.0634,0.00196,665.4,1.305,0.03096,100,20.6,20,0,0,1-3-6,300,0,-300
2026-08-12,202608121305,13,05R,3日目以降,5,5-3-4,60.58,0.0634,0.00446,292.8,1.305,0.07035,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-3-6,60.58,0.0634,0.00262,499.0,1.305,0.04128,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-4-1,60.58,0.0634,0.00238,549.0,1.305,0.03752,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-4-2,60.58,0.0634,0.00125,1045.0,1.305,0.01971,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-4-3,60.58,0.0634,0.00499,261.4,1.305,0.0788,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-4-6,60.58,0.0634,0.00975,133.9,1.305,0.15383,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-6-1,60.58,0.0634,0.00232,563.0,1.305,0.03659,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-6-2,60.58,0.0634,0.00696,187.6,1.305,0.10979,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-6-3,60.58,0.0634,0.0016,813.3,1.305,0.02533,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121305,13,05R,3日目以降,5,5-6-4,60.58,0.0634,0.00166,784.2,1.305,0.02627,100,20.6,20,0,0,1-3-6,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-1-2,61.69,0.065,0.00731,204.1,1.491,0.1125,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-1-3,61.69,0.065,0.00501,297.8,1.491,0.0771,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-1-4,61.69,0.065,0.00537,277.9,1.491,0.08263,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-1-6,61.69,0.065,0.00491,304.0,1.491,0.07553,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-2-1,61.69,0.065,0.00567,262.9,1.491,0.08734,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-2-3,61.69,0.065,0.00296,503.2,1.491,0.04563,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-2-4,61.69,0.065,0.0024,621.0,1.491,0.03698,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-2-6,61.69,0.065,0.00296,503.2,1.491,0.04563,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-3-1,61.69,0.065,0.00317,470.7,1.491,0.04878,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-3-2,61.69,0.065,0.0021,711.8,1.491,0.03226,100,6.17,40,0,0,1-2-4,200,0,-200
2026-08-12,202608121307,13,07R,3日目以降,5,5-3-4,61.69,0.065,0.00164,912.0,1.491,0.02518,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-3-6,61.69,0.065,0.00189,788.8,1.491,0.02911,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-4-1,61.69,0.065,0.00337,442.2,1.491,0.05193,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-4-2,61.69,0.065,0.00256,583.7,1.491,0.03934,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-4-3,61.69,0.065,0.00158,941.5,1.491,0.02439,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-4-6,61.69,0.065,0.00312,478.4,1.491,0.048,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-6-1,61.69,0.065,0.00322,463.2,1.491,0.04957,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-6-2,61.69,0.065,0.00245,608.0,1.491,0.03777,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-6-3,61.69,0.065,0.00169,884.4,1.491,0.02596,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,5,5-6-4,61.69,0.065,0.00158,941.5,1.491,0.02439,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-1-2,63.8,0.1657,0.03053,45.8,1.398,0.18426,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-1-3,63.8,0.1657,0.00983,142.3,1.398,0.0593,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-1-5,63.8,0.1657,0.01626,86.0,1.398,0.09813,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-1-6,63.8,0.1657,0.01242,112.6,1.398,0.07495,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-2-1,63.8,0.1657,0.01811,77.2,1.398,0.10931,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-2-3,63.8,0.1657,0.0046,304.0,1.398,0.02776,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-2-5,63.8,0.1657,0.00815,171.6,1.398,0.04918,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-2-6,63.8,0.1657,0.00877,159.4,1.398,0.05294,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-3-1,63.8,0.1657,0.00335,416.9,1.398,0.02024,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-3-2,63.8,0.1657,0.00283,494.6,1.398,0.01706,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-3-5,63.8,0.1657,0.0024,583.7,1.398,0.01446,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-3-6,63.8,0.1657,0.00168,833.9,1.398,0.01012,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-5-1,63.8,0.1657,0.008,174.7,1.398,0.04831,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-5-2,63.8,0.1657,0.00733,190.7,1.398,0.04425,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-5-3,63.8,0.1657,0.00402,347.4,1.398,0.02429,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-5-6,63.8,0.1657,0.00776,180.1,1.398,0.04686,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-6-1,63.8,0.1657,0.00748,187.0,1.398,0.04513,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-6-2,63.8,0.1657,0.00618,226.2,1.398,0.03731,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-6-3,63.8,0.1657,0.00211,663.3,1.398,0.01272,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121307,13,07R,3日目以降,4,4-6-5,63.8,0.1657,0.00388,360.3,1.398,0.02342,100,6.17,40,0,0,1-2-4,100,0,-100
2026-08-12,202608121911,19,11R,2日目,5,5-1-2,63.34,0.067,0.00548,416.1,2.281,0.08188,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-1-3,63.34,0.067,0.00543,420.0,2.281,0.08112,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-1-4,63.34,0.067,0.00657,347.1,2.281,0.09816,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-1-6,63.34,0.067,0.00499,457.2,2.281,0.07452,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-2-1,63.34,0.067,0.0038,600.8,2.281,0.05671,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-2-3,63.34,0.067,0.00264,864.4,2.281,0.03942,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-2-4,63.34,0.067,0.00303,752.7,2.281,0.04527,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-2-6,63.34,0.067,0.0033,690.6,2.281,0.04934,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-3-1,63.34,0.067,0.00426,535.9,2.281,0.06358,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-3-2,63.34,0.067,0.0024,950.2,2.281,0.03586,100,34.07,20,0,0,1-3-4,300,0,-300
2026-08-12,202608121911,19,11R,2日目,5,5-3-4,63.34,0.067,0.00255,893.2,2.281,0.03815,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-3-6,63.34,0.067,0.00221,1030.0,2.281,0.03308,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-4-1,63.34,0.067,0.00499,457.2,2.281,0.07452,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-4-2,63.34,0.067,0.00243,936.9,2.281,0.03637,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-4-3,63.34,0.067,0.00206,1107.0,2.281,0.03078,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-4-6,63.34,0.067,0.00247,924.0,2.281,0.03687,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-6-1,63.34,0.067,0.00228,999.8,2.281,0.03408,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-6-2,63.34,0.067,0.00213,1071.0,2.281,0.03181,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-6-3,63.34,0.067,0.0018,1264.0,2.281,0.02696,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608121911,19,11R,2日目,5,5-6-4,63.34,0.067,0.00211,1080.0,2.281,0.03155,100,34.07,20,0,0,1-3-4,200,0,-200
2026-08-12,202608122012,20,12R,3日目以降,5,5-1-2,68.62,0.0641,0.00798,209.3,1.671,0.12461,100,26.08,20,0,0,1-2-3,300,0,-300
2026-08-12,202608122012,20,12R,3日目以降,5,5-1-3,68.62,0.0641,0.00581,287.8,1.671,0.09062,100,26.08,20,0,0,1-2-3,300,0,-300
2026-08-12,202608122012,20,12R,3日目以降,5,5-1-4,68.62,0.0641,0.00638,261.9,1.671,0.09958,100,26.08,20,0,0,1-2-3,300,0,-300
2026-08-12,202608122012,20,12R,3日目以降,5,5-1-6,68.62,0.0641,0.0052,321.4,1.671,0.08114,100,26.08,20,0,0,1-2-3,300,0,-300
