pre_cut,post_cut,target_comp,R,avg_n,avg_comp,hit_pct,roi_pct,profit_yen,R_feb_jun,roi_feb_jun_pct
0.15,0.16,10.0,374,3.0481283422459895,8.438333722377733,9.62566844919786,80.52139037433155,-728500.0,304,81.31644736842105
0.15,0.17,5.0,352,6.596590909090909,4.966784268346424,14.204545454545455,70.30596590909092,-1045230.0,285,70.59719298245614
0.15,0.17,5.5,352,5.8352272727272725,5.358910805632889,12.784090909090908,68.45738636363636,-1110300.0,285,67.29333333333334
0.15,0.17,6.0,352,5.181818181818182,5.786751842398081,11.647727272727272,67.19573863636364,-1154710.0,285,66.06140350877193
0.15,0.17,6.5,352,4.636363636363637,6.185456957657634,11.647727272727272,70.05113636363636,-1054200.0,285,69.09754385964912
0.15,0.17,7.0,352,4.198863636363637,6.586543620526917,11.363636363636363,73.265625,-941050.0,285,75.18280701754387
0.15,0.17,7.5,352,3.9005681818181817,6.890838847908461,11.079545454545455,74.18352272727273,-908740.0,285,77.9838596491228
0.15,0.17,8.0,352,3.627840909090909,7.211370268512371,11.079545454545455,77.93096590909092,-776830.0,285,81.56771929824562
0.15,0.17,8.5,352,3.3948863636363638,7.571031232978617,10.795454545454545,80.14431818181818,-698920.0,285,84.30140350877193
0.15,0.17,9.0,352,3.1875,7.939702428427743,10.511363636363637,80.10795454545455,-700200.0,285,84.19649122807017
0.15,0.17,9.5,352,3.03125,8.1960364551839,9.943181818181818,79.57130681818182,-719090.0,285,82.25508771929825
0.15,0.17,10.0,352,2.928977272727273,8.388205374596986,9.659090909090908,80.04147727272728,-702540.0,285,79.92912280701755
0.15,0.18,5.0,329,6.279635258358662,4.951304390640954,14.285714285714285,70.7531914893617,-962220.0,268,75.07537313432836
0.15,0.18,5.5,329,5.589665653495441,5.342444507185238,12.76595744680851,68.11124620060791,-1049140.0,268,71.56194029850747
0.15,0.18,6.0,329,4.975683890577508,5.7776318632122905,11.55015197568389,66.34650455927051,-1107200.0,268,70.2518656716418
0.15,0.18,6.5,329,4.462006079027356,6.176493572980493,11.55015197568389,69.14164133738602,-1015240.0,268,73.48059701492538
0.15,0.18,7.0,329,4.054711246200608,6.569556074864589,11.55015197568389,74.52310030395137,-838190.0,268,79.9518656716418
0.15,0.18,7.5,329,3.778115501519757,6.8464305577246325,11.55015197568389,77.29057750759878,-747140.0,268,82.93059701492537
0.15,0.18,8.0,329,3.525835866261398,7.142219045882967,11.55015197568389,80.78024316109422,-632330.0,268,86.74179104477612
0.15,0.18,8.5,329,3.2948328267477205,7.504731438841897,11.246200607902736,83.1483282674772,-554420.0,268,89.64888059701492
0.15,0.18,9.0,329,3.094224924012158,7.878223802536458,10.94224924012158,83.05744680851063,-557410.0,268,89.53731343283582
0.15,0.18,9.5,329,2.9483282674772036,8.125891582332851,10.33434650455927,82.17142857142858,-586560.0,268,87.47276119402986
0.15,0.18,10.0,329,2.857142857142857,8.310106593203344,10.030395136778116,82.67446808510638,-570010.0,268,84.99925373134329
0.15,0.19,5.0,307,6.03257328990228,4.946075864027155,14.332247557003258,71.41889250814332,-877440.0,252,74.47619047619048
0.15,0.19,5.5,307,5.397394136807818,5.326660394747315,12.703583061889251,67.1042345276873,-1009900.0,252,68.93253968253968
0.15,0.19,6.0,307,4.807817589576548,5.763881814533031,11.400651465798045,64.94560260586319,-1076170.0,252,67.21349206349207
0.15,0.19,6.5,307,4.309446254071661,6.154646206195881,11.400651465798045,67.94104234527687,-984210.0,252,70.64722222222223
0.15,0.19,7.0,307,3.9348534201954397,6.550213544048308,11.400651465798045,72.88892508143323,-832310.0,252,76.5313492063492
0.15,0.19,7.5,307,3.6807817589576546,6.816062484654778,11.400651465798045,75.47752442996743,-752840.0,252,79.23968253968253
0.15,0.19,8.0,307,3.429967426710098,7.121769908373768,11.400651465798045,79.21726384364821,-638030.0,252,83.29285714285714
0.15,0.19,8.5,307,3.211726384364821,7.476400144963747,11.074918566775244,81.75504885993486,-560120.0,252,86.38452380952381
0.15,0.19,9.0,307,3.022801302931596,7.8387430485088485,11.074918566775244,84.29804560260587,-482050.0,252,89.48253968253968
0.15,0.19,9.5,307,2.8794788273615635,8.07924977900636,10.749185667752444,85.87100977198698,-433760.0,252,90.35992063492064
0.15,0.19,10.0,307,2.791530944625407,8.26681750414482,10.423452768729643,86.41009771986971,-417210.0,252,87.72936507936508
0.15,0.2,5.0,282,5.666666666666667,4.922696185322327,14.184397163120568,70.8450354609929,-822170.0,233,72.19184549356223
0.15,0.2,5.5,282,5.070921985815603,5.298497175714257,12.411347517730496,65.09255319148936,-984390.0,233,64.91888412017167
0.15,0.2,6.0,282,4.528368794326241,5.729014881421334,11.347517730496454,64.60709219858155,-998080.0,233,65.31630901287554
0.15,0.2,6.5,282,4.0638297872340425,6.117445258299872,11.347517730496454,66.95354609929078,-931910.0,233,67.92317596566524
0.15,0.2,7.0,282,3.7092198581560285,6.5182577891305655,11.347517730496454,72.34007092198581,-780010.0,233,74.28712446351932
0.15,0.2,7.5,282,3.5,6.76712083441996,11.347517730496454,74.81950354609928,-710090.0,233,76.80643776824034
0.15,0.2,8.0,282,3.2836879432624113,7.068605013518063,11.347517730496454,77.61843971631205,-631160.0,233,79.65021459227468
0.15,0.2,8.5,282,3.0851063829787235,7.4365914000895526,10.99290780141844,80.38120567375887,-553250.0,233,82.99399141630902
0.15,0.2,9.0,282,2.9113475177304964,7.789530578281056,10.99290780141844,83.14964539007092,-475180.0,233,86.34463519313304
0.15,0.2,9.5,282,2.797872340425532,7.986760099954531,10.99290780141844,87.38156028368795,-355840.0,233,90.34291845493563
0.15,0.2,10.0,282,2.719858156028369,8.173263535984253,10.638297872340425,87.96843971631206,-339290.0,233,87.49785407725322
0.15,0.21,5.0,260,5.3307692307692305,4.908348804256203,14.23076923076923,70.45538461538462,-768160.0,214,70.84485981308411
0.15,0.21,5.5,260,4.776923076923077,5.290036034955844,12.307692307692308,64.05115384615385,-934670.0,214,62.725700934579436
0.15,0.21,6.0,260,4.288461538461538,5.722248520008131,11.538461538461538,65.66961538461538,-892590.0,214,65.76448598130841
0.15,0.21,6.5,260,3.896153846153846,6.088497792405354,11.538461538461538,68.01115384615385,-831710.0,214,68.35560747663551
0.15,0.21,7.0,260,3.5923076923076924,6.483405171304385,11.538461538461538,73.44653846153847,-690390.0,214,74.79018691588784
0.15,0.21,7.5,260,3.396153846153846,6.739002529119179,11.538461538461538,76.13576923076923,-620470.0,214,77.53317757009346
0.15,0.21,8.0,260,3.2,7.028493250655377,11.538461538461538,78.76461538461538,-552120.0,214,80.13504672897196
0.15,0.21,8.5,260,3.026923076923077,7.355559088470405,11.153846153846155,79.595,-530530.0,214,81.14392523364486
0.15,0.21,9.0,260,2.85,7.7159084317992574,11.153846153846155,82.39423076923077,-457750.0,214,84.54485981308412
0.15,0.21,9.5,260,2.7423076923076923,7.903668648410775,11.153846153846155,86.98423076923076,-338410.0,214,88.8981308411215
0.15,0.21,10.0,260,2.6615384615384614,8.101990457402959,10.76923076923077,87.21384615384615,-332440.0,214,85.30607476635514
0.15,0.22,5.0,242,5.132231404958677,4.897643676076704,14.46280991735537,71.83264462809917,-681650.0,198,71.8479797979798
0.15,0.22,5.5,242,4.603305785123967,5.289067508889208,12.396694214876034,64.56818181818181,-857450.0,198,62.60353535353536
0.15,0.22,6.0,242,4.132231404958677,5.725027011242084,11.570247933884298,65.13347107438017,-843770.0,198,64.45353535353536
0.15,0.22,6.5,242,3.772727272727273,6.085424950088761,11.570247933884298,67.64917355371901,-782890.0,198,67.25404040404041
0.15,0.22,7.0,242,3.5,6.460870009320533,11.570247933884298,73.10495867768596,-650860.0,198,73.73939393939393
0.15,0.22,7.5,242,3.309917355371901,6.694888712896639,11.570247933884298,75.6297520661157,-589760.0,198,76.25858585858586
0.15,0.22,8.0,242,3.12396694214876,6.97001154958465,11.570247933884298,78.45413223140496,-521410.0,198,79.07070707070707
0.15,0.22,8.5,242,2.9545454545454546,7.3006895440189625,11.15702479338843,78.57851239669421,-518400.0,198,79.22272727272727
0.15,0.22,9.0,242,2.7851239669421486,7.673254433270364,11.15702479338843,81.58595041322315,-445620.0,198,82.89848484848486
0.15,0.22,9.5,242,2.6942148760330578,7.8273192165227945,11.15702479338843,84.87727272727273,-365970.0,198,85.5989898989899
0.15,0.22,10.0,242,2.6198347107438016,8.02988969386496,11.15702479338843,88.96280991735537,-267100.0,198,86.40858585858585
0.15,0.23,5.0,223,5.044843049327354,4.8896859280391345,14.798206278026907,73.5,-590950.0,183,72.31092896174863
0.15,0.23,5.5,223,4.5291479820627805,5.288996985402511,13.004484304932735,67.85784753363228,-716770.0,183,65.03989071038251
0.15,0.23,6.0,223,4.0807174887892375,5.700895277431714,12.10762331838565,68.4713004484305,-703090.0,183,67.04153005464481
0.15,0.23,6.5,223,3.7309417040358746,6.0495471854011145,12.10762331838565,71.20134529147983,-642210.0,183,70.07158469945355
0.15,0.23,7.0,223,3.4708520179372195,6.408177077662059,12.10762331838565,75.27892376681615,-551280.0,183,74.84262295081967
0.15,0.23,7.5,223,3.291479820627803,6.642081727334297,12.10762331838565,78.01883408071748,-490180.0,183,77.56830601092896
0.15,0.23,8.0,223,3.116591928251121,6.913664563150735,12.10762331838565,81.08385650224216,-421830.0,183,80.61092896174863
0.15,0.23,8.5,223,2.9417040358744395,7.254575389394317,11.659192825112108,81.21883408071749,-418820.0,183,80.77540983606558
0.15,0.23,9.0,223,2.7757847533632285,7.6062893898516215,11.659192825112108,84.48251121076233,-346040.0,183,84.75245901639344
0.15,0.23,9.5,223,2.68609865470852,7.750588535230061,11.659192825112108,88.0542600896861,-266390.0,183,87.67431693989072
0.15,0.23,10.0,223,2.623318385650224,7.939438747190026,11.659192825112108,92.48789237668161,-167520.0,183,88.55027322404372
0.15,0.24,5.0,207,4.975845410628019,4.867775996291186,15.458937198067632,76.84782608695652,-479250.0,170,74.99941176470588
0.15,0.24,5.5,207,4.473429951690822,5.271479613470959,13.526570048309178,70.36376811594202,-613470.0,170,66.67823529411764
0.15,0.24,6.0,207,4.019323671497585,5.687352598857637,12.560386473429952,70.82173913043478,-603990.0,170,68.58588235294117
0.15,0.24,6.5,207,3.652173913043478,6.04812447210363,12.560386473429952,73.76280193236715,-543110.0,170,71.84764705882353
0.15,0.24,7.0,207,3.4009661835748792,6.390797290630685,12.560386473429952,77.64830917874396,-462680.0,170,76.36588235294117
0.15,0.24,7.5,207,3.2222222222222223,6.629079602716816,12.560386473429952,80.6,-401580.0,170,79.3
0.15,0.24,8.0,207,3.0483091787439616,6.894236662753578,12.560386473429952,83.90193236714975,-333230.0,170,82.57529411764706
0.15,0.24,8.5,207,2.8743961352657004,7.23866832401449,12.077294685990339,82.93140096618357,-353320.0,170,81.3935294117647
0.15,0.24,9.0,207,2.739130434782609,7.572055005882524,12.077294685990339,86.44734299516908,-280540.0,170,85.67470588235294
0.15,0.24,9.5,207,2.652173913043478,7.706768262597716,12.077294685990339,90.29516908212561,-200890.0,170,88.82
0.15,0.24,10.0,207,2.5990338164251208,7.904106330451921,12.077294685990339,95.07149758454106,-102020.0,170,89.76294117647059
0.15,0.25,5.0,190,4.942105263157894,4.8603795447719,16.315789473684212,81.26894736842105,-355890.0,155,79.2483870967742
0.15,0.25,5.5,190,4.442105263157894,5.271080569640515,14.210526315789473,74.20473684210526,-490110.0,155,70.12193548387097
0.15,0.25,6.0,190,4.021052631578947,5.682196141861628,13.157894736842104,73.47631578947369,-503950.0,155,70.70967741935483
0.15,0.25,6.5,190,3.6578947368421053,6.060928253663663,13.157894736842104,76.68052631578948,-443070.0,155,74.28709677419354
0.15,0.25,7.0,190,3.4105263157894736,6.408375332459624,13.157894736842104,80.91368421052631,-362640.0,155,79.2425806451613
0.15,0.25,7.5,190,3.2263157894736842,6.662291146933019,13.157894736842104,83.90631578947368,-305780.0,155,82.18709677419355
0.15,0.25,8.0,190,3.057894736842105,6.926163507686783,13.157894736842104,87.16894736842106,-243790.0,155,85.36903225806452
0.15,0.25,8.5,190,2.873684210526316,7.289986506025216,12.631578947368421,86.11157894736841,-263880.0,155,84.07290322580646
0.15,0.25,9.0,190,2.7473684210526317,7.6180269878860525,12.631578947368421,89.9421052631579,-191100.0,155,88.76838709677419
0.15,0.25,9.5,190,2.6578947368421053,7.7614395846090485,12.631578947368421,94.13421052631578,-111450.0,155,92.21806451612903
0.15,0.25,10.0,190,2.6,7.976434216429154,12.631578947368421,99.3378947368421,-12580.0,155,93.25225806451613
0.15,0.26,5.0,172,4.895348837209302,4.856649521203966,15.11627906976744,74.88313953488372,-432010.0,139,69.94460431654676
0.15,0.26,5.5,172,4.3895348837209305,5.270549935291839,12.790697674418606,66.4703488372093,-576710.0,139,59.0136690647482
0.15,0.26,6.0,172,3.9709302325581395,5.682863492649813,11.627906976744185,63.92383720930233,-620510.0,139,57.5136690647482
0.15,0.26,6.5,172,3.604651162790698,6.072157075854894,11.627906976744185,66.7046511627907,-572680.0,139,60.56402877697842
0.15,0.26,7.0,172,3.366279069767442,6.4261628408818545,11.627906976744185,69.89360465116279,-517830.0,139,64.24964028776978
0.15,0.26,7.5,172,3.191860465116279,6.690417007091266,11.627906976744185,72.13313953488372,-479310.0,139,66.2136690647482
0.15,0.26,8.0,172,3.0290697674418605,6.956461814249917,11.627906976744185,74.91279069767442,-431500.0,139,68.74172661870503
0.15,0.26,8.5,172,2.8488372093023258,7.308348786608298,11.046511627906977,70.88372093023256,-500800.0,139,63.75611510791367
0.15,0.26,9.0,172,2.7151162790697674,7.662352192159333,11.046511627906977,74.35348837209303,-441120.0,139,68.04964028776979
0.15,0.26,9.5,172,2.633720930232558,7.789167455388848,11.046511627906977,77.74767441860465,-382740.0,139,70.36618705035971
0.15,0.26,10.0,172,2.5755813953488373,8.010721072263506,11.046511627906977,83.49593023255814,-283870.0,139,71.51942446043165
0.15,0.27,5.0,152,4.802631578947368,4.848793145158905,14.473684210526317,71.07697368421053,-439630.0,122,66.83360655737705
0.15,0.27,5.5,152,4.322368421052632,5.2658121146204735,11.842105263157894,61.13355263157895,-590770.0,122,53.851639344262296
0.15,0.27,6.0,152,3.9276315789473686,5.673416077020352,11.842105263157894,64.89276315789473,-533630.0,122,56.25573770491803
0.15,0.27,6.5,152,3.5789473684210527,6.018140571501524,11.842105263157894,66.79144736842105,-504770.0,122,58.17622950819672
0.15,0.27,7.0,152,3.348684210526316,6.382449487837953,11.842105263157894,69.65855263157894,-461190.0,122,61.4516393442623
0.15,0.27,7.5,152,3.1710526315789473,6.647822013896126,11.842105263157894,72.19276315789473,-422670.0,122,63.68934426229508
0.15,0.27,8.0,152,3.013157894736842,6.919623443372018,11.842105263157894,75.33815789473684,-374860.0,122,66.56967213114754
0.15,0.27,8.5,152,2.8421052631578947,7.231789510676645,11.842105263157894,75.33815789473684,-374860.0,122,66.56967213114754
0.15,0.27,9.0,152,2.710526315789474,7.595008510107536,11.842105263157894,79.26447368421053,-315180.0,122,71.46147540983607
0.15,0.27,9.5,152,2.625,7.717463540631047,11.842105263157894,80.98684210526316,-289000.0,122,71.46147540983607
0.15,0.27,10.0,152,2.5592105263157894,7.968168949199738,11.842105263157894,87.49144736842105,-190130.0,122,72.77540983606558
0.15,0.28,5.0,136,4.727941176470588,4.846708120695048,16.176470588235293,79.43897058823529,-279630.0,107,76.20280373831775
0.15,0.28,5.5,136,4.264705882352941,5.260466221645162,13.23529411764706,68.32573529411765,-430770.0,107,61.40093457943925
0.15,0.28,6.0,136,3.875,5.660117966196776,13.23529411764706,72.52720588235294,-373630.0,107,64.14205607476636
0.15,0.28,6.5,136,3.5220588235294117,6.0138094782548475,13.23529411764706,74.64926470588236,-344770.0,107,66.33177570093459
0.15,0.28,7.0,136,3.301470588235294,6.350721425471054,13.23529411764706,77.85367647058824,-301190.0,107,70.06635514018691
0.15,0.28,7.5,136,3.1323529411764706,6.5896832379280745,13.23529411764706,80.68602941176471,-262670.0,107,72.6177570093458
0.15,0.28,8.0,136,2.985294117647059,6.8351326470351115,13.23529411764706,84.2014705882353,-214860.0,107,75.90186915887851
0.15,0.28,8.5,136,2.8161764705882355,7.146268731366955,13.23529411764706,84.2014705882353,-214860.0,107,75.90186915887851
0.15,0.28,9.0,136,2.676470588235294,7.5201916617965425,13.23529411764706,88.58970588235294,-155180.0,107,81.47943925233645
0.15,0.28,9.5,136,2.5955882352941178,7.6268505185154725,13.23529411764706,90.51470588235294,-129000.0,107,81.47943925233645
0.15,0.28,10.0,136,2.5220588235294117,7.9070506810334225,13.23529411764706,97.78455882352941,-30130.0,107,82.97757009345794
0.15,0.29,5.0,121,4.694214876033058,4.841779610709202,16.528925619834713,81.18677685950414,-227640.0,93,77.13548387096775
0.15,0.29,5.5,121,4.231404958677686,5.257372130445997,14.049586776859504,72.6900826446281,-330450.0,93,65.3021505376344
0.15,0.29,6.0,121,3.8512396694214877,5.657152433124308,14.049586776859504,77.41239669421488,-273310.0,93,68.45591397849462
0.15,0.29,6.5,121,3.487603305785124,6.037042549585599,14.049586776859504,79.79752066115702,-244450.0,93,70.9752688172043
0.15,0.29,7.0,121,3.28099173553719,6.332438104571343,14.049586776859504,83.39917355371901,-200870.0,93,75.27204301075268
0.15,0.29,7.5,121,3.115702479338843,6.547951145843194,14.049586776859504,86.58264462809917,-162350.0,93,78.20752688172043
0.15,0.29,8.0,121,2.975206611570248,6.754045065908621,14.049586776859504,90.53388429752066,-114540.0,93,81.98602150537634
0.15,0.29,8.5,121,2.809917355371901,7.039801362311639,14.049586776859504,90.53388429752066,-114540.0,93,81.98602150537634
0.15,0.29,9.0,121,2.6611570247933884,7.425223257713105,14.049586776859504,95.46611570247934,-54860.0,93,88.40322580645162
0.15,0.29,9.5,121,2.5785123966942147,7.522333126058101,14.049586776859504,97.6297520661157,-28680.0,93,88.40322580645162
0.15,0.29,10.0,121,2.5041322314049586,7.800461924392264,14.049586776859504,105.800826446281,70190.0,93,90.1268817204301
0.15,0.3,5.0,112,4.571428571428571,4.836409844881379,16.964285714285715,82.825,-192360.0,87,76.1655172413793
0.15,0.3,5.5,112,4.125,5.2735690535797755,14.285714285714285,73.64553571428571,-295170.0,87,63.51609195402299
0.15,0.3,6.0,112,3.794642857142857,5.659450143999826,14.285714285714285,78.74732142857142,-238030.0,87,66.88735632183908
0.15,0.3,6.5,112,3.455357142857143,6.036518723069256,14.285714285714285,81.32410714285714,-209170.0,87,69.58045977011494
0.15,0.3,7.0,112,3.2589285714285716,6.313106925914279,14.285714285714285,82.64375,-194390.0,87,70.8632183908046
0.15,0.3,7.5,112,3.107142857142857,6.523242140768484,14.285714285714285,86.08303571428571,-155870.0,87,74.00114942528735
0.15,0.3,8.0,112,2.955357142857143,6.745897179410597,14.285714285714285,90.35178571428571,-108060.0,87,78.04022988505747
0.15,0.3,8.5,112,2.7857142857142856,7.040489360142104,14.285714285714285,90.35178571428571,-108060.0,87,78.04022988505747
0.15,0.3,9.0,112,2.642857142857143,7.424435618610294,14.285714285714285,95.68035714285715,-48380.0,87,84.9
0.15,0.3,9.5,112,2.5625,7.521497445838511,14.285714285714285,98.01785714285714,-22200.0,87,84.9
0.15,0.3,10.0,112,2.482142857142857,7.821975879753097,14.285714285714285,106.84553571428572,76670.0,87,86.74252873563218
0.15,0.31,5.0,103,4.29126213592233,4.834169727038372,17.475728155339805,85.27087378640776,-151710.0,80,76.66125
0.15,0.31,5.5,103,3.8737864077669903,5.259134238398675,14.563106796116504,75.28932038834951,-254520.0,80,62.905
0.15,0.31,6.0,103,3.5728155339805827,5.632354664154901,14.563106796116504,79.55922330097087,-210540.0,80,64.92625
0.15,0.31,6.5,103,3.2718446601941746,5.996392296674529,14.563106796116504,82.36116504854368,-181680.0,80,67.855
0.15,0.31,7.0,103,3.0970873786407767,6.256885487997589,14.563106796116504,83.15728155339806,-173480.0,80,68.4275
0.15,0.31,7.5,103,2.970873786407767,6.456495664642922,14.563106796116504,85.93883495145631,-144830.0,80,70.60625
0.15,0.31,8.0,103,2.8349514563106797,6.643851427603268,14.563106796116504,90.58058252427185,-97020.0,80,74.99875
0.15,0.31,8.5,103,2.679611650485437,6.944298974625539,14.563106796116504,90.58058252427185,-97020.0,80,74.99875
0.15,0.31,9.0,103,2.533980582524272,7.347336167763471,14.563106796116504,94.77766990291262,-53790.0,80,80.4025
0.15,0.31,9.5,103,2.4563106796116503,7.446902925808872,14.563106796116504,97.31941747572816,-27610.0,80,80.4025
0.15,0.31,10.0,103,2.3883495145631066,7.720670736465435,14.563106796116504,106.91844660194175,71260.0,80,82.40625
0.15,0.32,5.0,93,4.387096774193548,4.821016439421301,18.27956989247312,89.28279569892473,-99670.0,70,80.76142857142857
0.15,0.32,5.5,93,3.956989247311828,5.252552307518423,16.129032258064516,83.38494623655914,-154520.0,70,71.89142857142858
0.15,0.32,6.0,93,3.6559139784946235,5.638263709191287,16.129032258064516,88.11397849462365,-110540.0,70,74.20142857142856
0.15,0.32,6.5,93,3.3440860215053765,6.0001129408862255,16.129032258064516,91.21720430107527,-81680.0,70,77.54857142857144
0.15,0.32,7.0,93,3.161290322580645,6.254408898557308,16.129032258064516,92.09892473118279,-73480.0,70,78.20285714285714
0.15,0.32,7.5,93,3.021505376344086,6.475482535056979,16.129032258064516,95.17956989247311,-44830.0,70,80.69285714285714
0.15,0.32,8.0,93,2.881720430107527,6.653100380576917,16.129032258064516,100.32043010752689,2980.0,70,85.71285714285715
0.15,0.32,8.5,93,2.7204301075268815,6.952212304260902,16.129032258064516,100.32043010752689,2980.0,70,85.71285714285715
0.15,0.32,9.0,93,2.5698924731182795,7.335636878358641,16.129032258064516,104.96881720430108,46210.0,70,91.88857142857142
0.15,0.32,9.5,93,2.4838709677419355,7.445909739419676,16.129032258064516,107.78387096774193,72390.0,70,91.88857142857142
0.15,0.32,10.0,93,2.4193548387096775,7.663708342620838,16.129032258064516,118.41505376344087,171260.0,70,94.17857142857143
0.16,0.15,5.0,377,6.848806366047746,5.016001361092324,14.323607427055704,71.07877984084881,-1090330.0,305,71.17770491803279
0.16,0.15,5.5,377,6.068965517241379,5.402729959072038,12.9973474801061,69.91432360742705,-1134230.0,305,68.40754098360655
0.16,0.15,6.0,377,5.400530503978779,5.82169214068807,11.936339522546419,69.09681697612731,-1165050.0,305,67.70196721311476
0.16,0.15,6.5,377,4.848806366047746,6.222382578836608,11.936339522546419,72.42493368700265,-1039580.0,305,70.98032786885246
0.16,0.15,7.0,377,4.4217506631299734,6.624613295826623,11.671087533156498,75.6602122015915,-917610.0,305,76.95573770491804
0.16,0.15,7.5,377,4.082228116710875,6.931060581200631,11.405835543766578,77.43925729442971,-850540.0,305,80.33573770491803
0.16,0.15,8.0,377,3.7984084880636604,7.246006941478251,11.405835543766578,81.01618037135279,-715690.0,305,83.78098360655737
0.16,0.15,8.5,377,3.546419098143236,7.607282604367855,11.140583554376658,83.75862068965517,-612300.0,305,87.17081967213115
0.16,0.15,9.0,377,3.3050397877984086,7.977670101518375,10.610079575596817,82.17506631299734,-672000.0,305,84.78032786885245
0.16,0.15,9.5,377,3.140583554376658,8.238819720337961,10.079575596816976,81.67400530503978,-690890.0,305,82.96622950819672
0.16,0.15,10.0,377,3.018567639257294,8.466570134612375,9.814323607427056,82.62599469496021,-655000.0,305,81.04983606557377
0.16,0.16,5.0,363,6.707988980716253,5.002765985546342,14.325068870523417,71.09118457300275,-1049390.0,294,72.03605442176871
0.16,0.16,5.5,363,5.9393939393939394,5.3929572885321955,12.947658402203857,69.46060606060605,-1108580.0,294,69.03333333333333
0.16,0.16,6.0,363,5.2837465564738295,5.812594270606561,11.84573002754821,68.50716253443527,-1143190.0,294,68.17244897959183
0.16,0.16,6.5,363,4.746556473829201,6.212889416255861,11.84573002754821,71.43801652892562,-1036800.0,294,71.3156462585034
0.16,0.16,7.0,363,4.330578512396694,6.605290951296085,11.570247933884298,74.79807162534435,-914830.0,294,77.51462585034014
0.16,0.16,7.5,363,3.9917355371900825,6.915613261244688,11.294765840220386,76.12011019283747,-866840.0,294,80.76326530612245
0.16,0.16,8.0,363,3.71900826446281,7.224990808242317,11.294765840220386,79.83498622589532,-731990.0,294,84.3374149659864
0.16,0.16,8.5,363,3.479338842975207,7.587384174101723,11.019283746556475,82.6831955922865,-628600.0,294,87.85408163265306
0.16,0.16,9.0,363,3.2506887052341598,7.955576274730783,10.743801652892563,82.8099173553719,-624000.0,294,87.95238095238095
0.16,0.16,9.5,363,3.090909090909091,8.213345213386111,10.192837465564738,82.28953168044077,-642890.0,294,86.07040816326531
0.16,0.16,10.0,363,2.975206611570248,8.417547020464857,9.917355371900827,82.96143250688705,-618500.0,294,84.08231292517007
0.16,0.17,5.0,343,6.346938775510204,4.953884542020612,14.577259475218659,72.15072886297376,-955230.0,277,72.63610108303249
0.16,0.17,5.5,343,5.591836734693878,5.352454967723009,13.119533527696792,70.25364431486881,-1020300.0,277,69.23682310469314
0.16,0.17,6.0,343,4.970845481049563,5.779283086606456,11.9533527696793,68.95889212827989,-1064710.0,277,67.96931407942239
