bet_hit,chain5,counter4,date,jump3,model,p,period,race,race_code,return,score,target_hit,tickets,venue
1,0.595,0.542,2026-08-23,1.0,3攻め頭,0.2662,latest_month,09R,202608231809,13280,52.83,1,7,18
0,0.554,0.376,2026-08-23,0.85,3攻め頭,0.2576,latest_month,02R,202608232302,0,58.13,0,4,23
0,0.558,0.533,2026-08-24,0.792,3攻め頭,0.2538,latest_month,02R,202608240302,0,49.88,0,5,03
0,0.633,0.5,2026-08-24,0.809,3攻め頭,0.2485,latest_month,03R,202608240603,0,49.07,1,8,06
0,0.471,0.565,2026-08-24,0.726,3攻め頭,0.2686,latest_month,10R,202608240610,0,56.72,0,6,06
0,0.434,0.316,2026-08-24,0.918,3攻め頭,0.2414,latest_month,08R,202608240708,0,59.97,0,5,07
1,0.491,0.532,2026-08-24,0.741,3攻め頭,0.2728,latest_month,06R,202608241006,28260,56.24,0,12,10
1,0.497,0.385,2026-08-24,0.891,3攻め頭,0.2762,latest_month,10R,202608241810,39490,55.11,0,5,18
0,0.568,0.397,2026-08-24,0.725,3攻め頭,0.2572,latest_month,11R,202608241811,0,58.2,0,6,18
0,0.65,0.494,2026-08-24,0.756,3攻め頭,0.258,latest_month,06R,202608241906,0,58.08,0,20,19
1,0.513,0.341,2026-08-24,0.876,3攻め頭,0.266,latest_month,03R,202608242003,7770,57.04,0,6,20
0,0.78,0.669,2026-08-24,0.842,4刺され,0.0385,latest_month,04R,202608242004,0,66.91,0,20,20
0,0.539,0.483,2026-08-24,0.858,3攻め頭,0.2564,latest_month,07R,202608242207,0,58.32,0,7,22
0,0.549,0.586,2026-08-24,0.753,5まくり差し,0.045,latest_month,08R,202608242208,0,54.89,0,20,22
0,0.639,0.609,2026-08-25,0.865,3攻め頭,0.2668,latest_month,05R,202608250305,0,52.95,0,20,03
0,0.515,0.584,2026-08-25,0.798,3攻め頭,0.2672,latest_month,09R,202608251009,0,53.01,0,6,10
0,0.632,0.519,2026-08-25,0.766,3攻め頭,0.2611,latest_month,11R,202608251011,0,57.71,0,8,10
0,0.627,0.642,2026-08-25,0.959,4刺され,0.0338,latest_month,01R,202608251301,0,64.18,0,20,13
0,0.6,0.466,2026-08-25,0.766,3攻め頭,0.2481,latest_month,03R,202608251503,0,49.03,0,7,15
1,0.528,0.517,2026-08-25,0.734,3攻め頭,0.2678,latest_month,08R,202608251508,45010,53.11,1,20,15
1,0.602,0.53,2026-08-25,0.732,3攻め頭,0.2723,latest_month,02R,202608251702,22220,56.3,1,5,17
0,0.63,0.552,2026-08-26,0.899,3攻め頭,0.2651,latest_month,10R,202608260310,0,52.57,0,10,03
0,0.586,0.323,2026-08-26,0.775,3攻め頭,0.2151,latest_month,06R,202608260606,0,65.59,0,4,06
0,0.656,0.56,2026-08-26,0.959,3攻め頭,0.2653,latest_month,07R,202608260807,0,52.63,0,7,08
0,0.558,0.415,2026-08-26,0.966,3攻め頭,0.2374,latest_month,04R,202608260904,0,60.43,0,6,09
0,0.602,0.41,2026-08-26,0.876,3攻め頭,0.2028,latest_month,09R,202608260909,0,63.34,0,9,09
0,0.47,0.284,2026-08-26,0.865,3攻め頭,0.2004,latest_month,01R,202608261301,0,63.72,0,3,13
0,0.538,0.477,2026-08-26,0.817,3攻め頭,0.2737,latest_month,03R,202608261503,0,53.99,0,5,15
0,0.544,0.58,2026-08-26,0.824,5まくり差し,0.0489,latest_month,07R,202608261507,0,54.36,0,20,15
0,0.507,0.579,2026-08-26,0.848,3攻め頭,0.2727,latest_month,06R,202608261706,0,53.82,0,8,17
0,0.519,0.613,2026-08-26,0.775,4刺され,0.0342,latest_month,12R,202608262212,0,61.27,0,20,22
0,0.613,0.541,2026-08-27,0.743,3攻め頭,0.2652,latest_month,11R,202608270911,0,57.13,0,12,09
0,0.443,0.416,2026-08-27,0.734,3攻め頭,0.2411,latest_month,04R,202608271004,0,60.01,0,14,10
0,0.489,0.392,2026-08-27,0.8,3攻め頭,0.2739,latest_month,01R,202608271301,0,56.12,1,6,13
1,0.654,0.781,2026-08-27,0.732,4刺され,0.0601,latest_month,05R,202608271305,15240,78.11,0,8,13
1,0.708,0.708,2026-08-27,1.0,4刺され,0.0335,latest_month,10R,202608271410,17450,70.84,0,12,14
0,0.777,0.522,2026-08-27,0.908,3攻め頭,0.2645,latest_month,11R,202608271511,0,57.22,0,20,15
0,0.611,0.419,2026-08-28,0.918,3攻め頭,0.2746,latest_month,03R,202608280703,0,54.34,1,10,07
0,0.566,0.474,2026-08-28,0.876,3攻め頭,0.2707,latest_month,04R,202608280704,0,56.48,0,10,07
0,0.631,0.413,2026-08-28,0.809,3攻め頭,0.2193,latest_month,03R,202608280903,0,61.71,1,12,09
0,0.679,0.662,2026-08-28,1.0,4刺され,0.0375,latest_month,02R,202608281302,0,66.24,0,20,13
0,0.434,0.455,2026-08-28,0.749,3攻め頭,0.2392,latest_month,03R,202608282303,0,60.26,0,2,23
1,0.559,0.527,2026-08-28,0.809,3攻め頭,0.2599,latest_month,10R,202608282310,8400,51.05,1,14,23
0,0.732,0.502,2026-08-29,0.933,3攻め頭,0.2364,latest_month,07R,202608290407,0,47.81,0,9,04
0,0.555,0.66,2026-08-29,0.832,4刺され,0.0367,latest_month,03R,202608290503,0,65.96,0,16,05
0,0.587,0.327,2026-08-29,0.748,3攻め頭,0.2421,latest_month,03R,202608290903,0,59.89,0,8,09
0,0.458,0.514,2026-08-29,0.734,3攻め頭,0.2761,latest_month,10R,202608291110,0,55.04,0,18,11
0,0.493,0.418,2026-08-29,0.882,3攻め頭,0.2764,latest_month,09R,202608291409,0,55.18,0,7,14
0,0.641,0.608,2026-08-29,0.959,3攻め頭,0.2517,latest_month,03R,202608291903,0,49.48,0,6,19
0,0.502,0.421,2026-08-29,0.833,3攻め頭,0.2493,latest_month,09R,202608292309,0,58.98,0,7,23
0,0.49,0.356,2026-08-30,0.749,3攻め頭,0.2645,latest_month,10R,202608300610,0,52.46,1,13,06
0,0.514,0.359,2026-08-30,0.815,3攻め頭,0.2501,latest_month,05R,202608300705,0,58.92,0,6,07
0,0.638,0.696,2026-08-30,0.817,4刺され,0.0332,latest_month,07R,202608300707,0,69.57,0,20,07
1,0.694,0.558,2026-08-30,0.8,3攻め頭,0.2444,latest_month,11R,202608300911,26850,59.53,0,20,09
0,0.491,0.581,2026-08-30,0.783,3攻め頭,0.2611,latest_month,11R,202608301411,0,51.38,0,4,14
1,0.621,0.486,2026-08-30,0.959,3攻め頭,0.2668,latest_month,04R,202608301704,19800,52.96,0,9,17
1,0.56,0.442,2026-08-30,0.734,3攻め頭,0.2386,latest_month,03R,202608301903,43800,60.34,1,6,19
0,0.749,0.602,2026-08-30,0.908,3攻め頭,0.2534,latest_month,06R,202608301906,0,58.61,1,9,19
0,0.582,0.51,2026-08-30,0.775,3攻め頭,0.2051,latest_month,03R,202608302103,0,62.89,1,7,21
0,0.597,0.592,2026-08-30,0.775,5まくり差し,0.0309,latest_month,09R,202608302109,0,59.66,0,20,21
0,0.679,0.535,2026-08-31,0.891,3攻め頭,0.2655,latest_month,03R,202608310403,0,52.66,0,9,04
0,0.636,0.433,2026-08-31,0.801,3攻め頭,0.2657,latest_month,05R,202608310605,0,52.73,0,20,06
0,0.635,0.349,2026-08-31,0.741,3攻め頭,0.2342,latest_month,11R,202608310711,0,47.45,0,20,07
0,0.632,0.571,2026-08-31,0.918,3攻め頭,0.2587,latest_month,07R,202608312007,0,50.8,0,13,20
0,0.557,0.584,2026-08-31,0.723,5まくり差し,0.0408,latest_month,12R,202608312112,0,55.67,0,20,21
0,0.633,0.636,2026-09-01,0.783,4刺され,0.0332,latest_month,05R,202609010505,0,63.65,0,9,05
0,0.749,0.478,2026-09-01,1.0,3攻め頭,0.2593,latest_month,02R,202609010602,0,57.93,1,8,06
0,0.598,0.574,2026-09-01,0.85,5まくり差し,0.0309,latest_month,11R,202609010711,0,59.78,0,20,07
1,0.519,0.547,2026-09-01,0.749,3攻め頭,0.2576,latest_month,03R,202609011203,18400,58.13,1,6,12
0,0.699,0.614,2026-09-01,0.816,4刺され,0.0338,latest_month,10R,202609011210,0,61.44,0,19,12
0,0.485,0.472,2026-09-01,0.749,3攻め頭,0.2361,latest_month,08R,202609011808,0,47.69,0,8,18
1,0.666,0.574,2026-09-01,1.0,3攻め頭,0.2753,latest_month,05R,202609012405,35230,54.58,1,7,24
0,0.541,0.406,2026-09-02,0.865,3攻め頭,0.2769,latest_month,02R,202609020602,0,55.41,0,13,06
0,0.51,0.294,2026-09-02,0.826,3攻め頭,0.2671,latest_month,01R,202609021301,0,56.91,1,6,13
1,0.741,0.587,2026-09-02,0.966,3攻め頭,0.276,latest_month,08R,202609021308,6720,55.82,1,8,13
0,0.53,0.349,2026-09-02,0.766,3攻め頭,0.2516,latest_month,09R,202609021309,0,58.79,0,5,13
0,0.571,0.597,2026-09-02,0.801,5まくり差し,0.0348,latest_month,01R,202609021701,0,57.12,0,20,17
0,0.517,0.442,2026-09-02,0.85,3攻め頭,0.2556,latest_month,09R,202609021709,0,50.23,0,10,17
0,0.539,0.562,2026-09-02,0.816,5まくり差し,0.0524,latest_month,11R,202609022411,0,53.94,0,12,24
