combo,odds,pair_prob_model,second_prob,third_prob_cond,combo_prob,model_ev,stake,date,race_code,venue,race,score3,composite_odds,actual_combo,hit,payout100,return
3-2-4,19.1,0.12650600686340466,0.3100938675212008,0.40796036333983793,0.021950326115178418,0.41925122879990784,900,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-4-2,18.8,0.11105648115875122,0.24357420893383291,0.45594515792482687,0.019269646075153576,0.36226934621288726,800,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-1-2,37.7,0.10618608418330935,0.27437367536757035,0.38701265360481457,0.018424573144847897,0.6946064075607657,800,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-2-6,69.0,0.08067274762198837,0.3100938675212008,0.26015589494517444,0.013997699894378528,0.9658412927121185,600,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-1-4,34.4,0.07329834948390214,0.27437367536757035,0.2671478937828365,0.012718152400567128,0.4375044425795092,500,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-4-6,91.4,0.062352534632140875,0.24357420893383291,0.2559898886875949,0.010818920802403183,0.988849361339651,500,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-1-6,250.1,0.05606749555104692,0.27437367536757035,0.20434721179404308,0.009728390313794725,2.4330704174800606,400,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-1-5,143.1,0.03882174614931192,0.27437367536757035,0.1414922408183058,0.006736043682559523,0.9639278509742678,300,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-6-5,505.6,0.00873520664171268,0.10148508529537893,0.08607379711302694,0.0015156642694136926,0.7663198546155631,200,2026-08-07,202608071406,14,06R,73.69,5.01,3-2-5,0,0,0
3-1-4,12.5,0.1053924076197425,0.31601028898847844,0.33350941818095375,0.017645171814456306,0.22056464768070383,1600,2026-08-09,202608091605,16,05R,71.47,5.13,3-2-6,0,0,0
3-4-2,14.8,0.09938810019692758,0.28715386103548074,0.3461144483258304,0.016639909305560568,0.24627065772229642,1500,2026-08-09,202608091605,16,05R,71.47,5.13,3-2-6,0,0,0
3-1-2,24.6,0.08600835862845144,0.31601028898847844,0.2721694882269712,0.01439982537408238,0.35423570420242656,1400,2026-08-09,202608091605,16,05R,71.47,5.13,3-2-6,0,0,0
3-5-4,145.9,0.0286826250027269,0.09229907164893222,0.310757459314692,0.004802147115651716,0.7006332641735854,500,2026-08-09,202608091605,16,05R,71.47,5.13,3-2-6,0,0,0
