rule,head_q,guard_q,conf_cut,month,R,heads,head_rate,hit5,trifecta5_rate,head_wilson_lo,tri5_wilson_lo,avg_top5_mass
HGB_q0.975_AND_LR_q0.900,0.975,0.9,0.75,2026-06,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.0,2026-02,14,11,0.7857142857142857,3,0.21428571428571427,0.524107694133997,0.07571386712693184,0.4212905819931172
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.0,2026-03,11,9,0.8181818181818182,3,0.2727272727272727,0.523019438039156,0.09746059290024889,0.4353394224914192
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.0,2026-04,50,47,0.94,28,0.56,0.8378290831116182,0.4230602802165686,0.4123905517565105
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.0,2026-05,92,79,0.8586956521739131,45,0.4891304347826087,0.7731141979919699,0.3894871251765769,0.4187755975439565
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.0,2026-06,85,67,0.788235294117647,34,0.4,0.689906657554083,0.3023623249882019,0.4110980233653176
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.45,2026-02,4,3,0.75,1,0.25,0.30064184258240184,0.04558726080970055,0.4638523186075484
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.45,2026-03,3,1,0.3333333333333333,0,0.0,0.06149194472039621,5.551115123125783e-17,0.5095457262279743
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.45,2026-04,8,8,1.0,6,0.75,0.6755924351161198,0.40927543031016883,0.48555428006008966
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.45,2026-05,21,19,0.9047619047619048,12,0.5714285714285714,0.7108586092608176,0.3654655436930671,0.4883950749812933
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.45,2026-06,16,12,0.75,10,0.625,0.5050168346449122,0.38641040545502714,0.4737221231334494
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-02,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-03,2,1,0.5,0,0.0,0.09453120573423074,0.0,0.5331688713758995
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-04,3,3,1.0,1,0.3333333333333333,0.4385029682449546,0.06149194472039621,0.5203406576554285
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-05,8,6,0.75,2,0.25,0.40927543031016883,0.071479212752109,0.5179792400510721
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.5,2026-06,2,2,1.0,2,1.0,0.34238022750665303,0.34238022750665303,0.5184857350009978
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-02,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-03,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-04,0,0,,0,,,,
HGB_q0.975_AND_LR_q0.950,0.975,0.95,0.55,2026-05,1,1,1.0,0,0.0,0.20654931437723745,0.0,0.550797869845224
