month,date,race_code,actual2,actual3,cond_rank,cond,nfeat3,p2,pair_rank,second_rank,third_rank,selected_SA,v96_rank
2026-04,2026-04-28,202604280707,1,5,1,1>2:0.0254502901911|1>3:0.0960201231396|1>5:0.780095615553|1>6:0.0984339711165|2>1:0.184584412291|2>3:0.204271377529|2>5:0.542669166828|2>6:0.0684750433517|3>1:0.124421813879|3>2:0.0364955155432|3>5:0.745068489822|3>6:0.0940141807553|5>1:0.382671531055|5>2:0.0367038126315|5>3:0.282059183198|5>6:0.298565473115|6>1:0.12474682659|6>2:0.0119650503838|6>3:0.0919482772012|6>5:0.771339845825,69,1:0.502197530576|2:0.117073742131|3:0.179235830289|5:0.0913834578379|6:0.110109439166,1,1,1,1,2
2026-04,2026-04-28,202604280709,6,1,2,1>2:0.15298440576|1>3:0.0691426451982|1>5:0.279082060138|1>6:0.498790888904|2>1:0.247225514056|2>3:0.160890925066|2>5:0.21235355174|2>6:0.379530009138|3>1:0.136679995756|3>2:0.196808744247|3>5:0.239128170962|3>6:0.427383089035|5>1:0.194817498228|5>2:0.0917295887254|5>3:0.0844438095461|5>6:0.6290091035|6>1:0.269482361093|6>2:0.126885451136|6>3:0.116807357569|6>5:0.486824830203,69,1:0.431302811249|2:0.145451577424|3:0.129541435453|5:0.0795309169141|6:0.21417325896,4,2,2,1,2
2026-05,2026-05-02,202605020211,5,1,2,1>2:0.104677515434|1>3:0.0469833729976|1>5:0.234941183264|1>6:0.613397928305|2>1:0.203919868596|2>3:0.0577574568697|2>5:0.204472952408|2>6:0.533849722126|3>1:0.210232457036|3>2:0.132665347733|3>5:0.181979547056|3>6:0.475122648175|5>1:0.156505417336|5>2:0.0699197641093|5>3:0.0270917605901|5>6:0.746483057964|6>1:0.290130100775|6>2:0.129617418697|6>3:0.0502227677734|6>5:0.530029712755,69,1:0.558793716418|2:0.0615715066613|3:0.0229853126527|5:0.282219025457|6:0.0744304388112,4,2,2,0,2
2026-05,2026-05-02,202605021103,1,5,1,1>2:0.3083154969|1>3:0.117654365608|1>5:0.546405889178|1>6:0.0276242483135|2>1:0.356150436995|2>3:0.144550928299|2>5:0.475270716019|2>6:0.0240279186874|3>1:0.305452039061|3>2:0.324876082738|3>5:0.351882032179|3>6:0.017789846022|5>1:0.470818894555|5>2:0.354520571219|5>3:0.116788645354|5>6:0.0578718888724|6>1:0.225614352489|6>2:0.169884705234|6>3:0.0559646074198|6>5:0.548536334857,69,1:0.457821575807|2:0.17617761395|3:0.109625606946|5:0.229632995566|6:0.0267422077298,1,1,1,1,1
2026-05,2026-05-03,202605030805,6,2,2,1>2:0.133904827411|1>3:0.0638516288772|1>5:0.220056944368|1>6:0.582186599344|2>1:0.117255837216|2>3:0.0892109220578|2>5:0.217667691535|2>6:0.575865549191|3>1:0.118515005541|3>2:0.18909548121|3>5:0.18992377289|3>6:0.502465740359|5>1:0.0866370282872|5>2:0.0978642793924|5>3:0.0402852847488|5>6:0.775213407572|6>1:0.167316100679|6>2:0.188998514232|6>3:0.0778001841958|6>5:0.565885200893,69,1:0.122769141821|2:0.272941690553|3:0.129990210607|5:0.130263961116|6:0.344034995902,3,1,2,1,1
2026-05,2026-05-03,202605032307,1,6,1,1>2:0.180334364036|1>3:0.339875069612|1>5:0.0745925369971|1>6:0.405198029355|2>1:0.207809808117|2>3:0.396211271538|2>5:0.0615624281455|2>6:0.3344164922|3>1:0.273479945014|3>2:0.276659413509|3>5:0.0699393629144|3>6:0.379921278563|5>1:0.172017130765|5>2:0.123198242735|5>3:0.200443426677|5>6:0.504341199823|6>1:0.292296340065|6>2:0.209341914342|6>3:0.340599100492|6>5:0.157762645101,69,1:0.168802546097|2:0.247279554148|3:0.228859264323|5:0.218534585516|6:0.136524049916,7,4,1,1,8
2026-05,2026-05-04,202605040701,2,1,1,1>2:0.274669785225|1>3:0.187597510221|1>5:0.495706234671|1>6:0.0420264698841|2>1:0.507804358772|2>3:0.162476845475|2>5:0.303949641445|2>6:0.0257691543077|3>1:0.492855982123|3>2:0.230886693446|3>5:0.254666448468|3>6:0.0215908759633|5>1:0.617412255234|5>2:0.204770298539|5>3:0.120734012456|5>6:0.0570834337719|6>1:0.382009765474|6>2:0.126696956625|6>3:0.0747014193384|6>5:0.416591858563,69,1:0.16341253671|2:0.484115611786|3:0.169136726962|5:0.114580115465|6:0.068755009076,1,1,1,1,2
2026-05,2026-05-04,202605040705,5,1,1,1>2:0.193421444205|1>3:0.0561201780544|1>5:0.688399485069|1>6:0.062058892672|2>1:0.241593886923|2>3:0.072455662224|2>5:0.629226018599|2>6:0.0567244322543|3>1:0.222980222495|3>2:0.230482690487|3>5:0.501341394051|3>6:0.0451956929664|5>1:0.426829646519|5>2:0.312348477281|5>3:0.0782348582647|5>6:0.182587017935|6>1:0.150144496628|6>2:0.109873822674|6>3:0.0275204253236|6>5:0.712461255374,69,1:0.649765126929|2:0.0912700697097|3:0.0686686080707|5:0.142955142675|6:0.047341052615,3,2,1,1,2
2026-05,2026-05-04,202605040802,2,5,1,1>2:0.212961714342|1>3:0.0723239531138|1>5:0.647712637302|1>6:0.0670016952428|2>1:0.152591739585|2>3:0.105976165295|2>5:0.671925713314|2>6:0.0695063818066|3>1:0.138129570096|3>2:0.282477079832|3>5:0.525077471826|3>6:0.0543158782461|5>1:0.270112540022|5>2:0.391069681324|5>3:0.114651900387|5>6:0.224165878268|6>1:0.0917854160287|6>2:0.13288717878|6>3:0.0389592144616|6>5:0.73636819073,69,1:0.193642115453|2:0.364690450188|3:0.222683265106|5:0.161235978543|6:0.0577481907098,1,1,1,0,1
2026-05,2026-05-04,202605040805,2,5,1,1>2:0.342762147169|1>3:0.126299339708|1>5:0.47793322597|1>6:0.0530052871526|2>1:0.058053712416|2>3:0.236898601373|2>5:0.634660524345|2>6:0.0703871618656|3>1:0.0443288030965|3>2:0.490919495679|3>5:0.41835405485|3>6:0.0463976463737|5>1:0.0738369876007|5>2:0.578910051216|5>3:0.184147490065|5>6:0.163105471118|6>1:0.0319977373567|6>2:0.250874424511|6>3:0.0798015088843|6>5:0.637326329248,69,1:0.364274154637|2:0.486035417937|3:0.046979509529|5:0.0414727739098|6:0.0612381439872,1,1,1,0,5
2026-05,2026-05-04,202605041410,1,6,4,1>2:0.313383192657|1>3:0.103454836941|1>5:0.567105817597|1>6:0.0160561528048|2>1:0.0872060622092|2>3:0.182898252627|2>5:0.709799524496|2>6:0.0200961606679|3>1:0.0685941195611|3>2:0.43578739697|3>5:0.481972658625|3>6:0.0136458248435|5>1:0.138899228611|5>2:0.624741649333|5>3:0.178041829408|5>6:0.0583172926477|6>1:0.0462772434022|6>2:0.208146018223|6>3:0.0593184365216|6>5:0.686258301853,69,1:0.194748117852|2:0.233121792746|3:0.138257982414|5:0.292526162893|6:0.141345944095,19,3,4,0,7
2026-05,2026-05-05,202605050203,5,6,3,1>2:0.342509060263|1>3:0.114423092752|1>5:0.45766254145|1>6:0.0854053055345|2>1:0.440262660393|2>3:0.128376939775|2>5:0.363522712612|2>6:0.0678376872203|3>1:0.367829367262|3>2:0.321055376661|3>5:0.262187863948|3>6:0.0489273921283|5>1:0.481490990771|5>2:0.297532600769|5>3:0.0858069894411|5>6:0.135169419018|6>1:0.302983686844|6>2:0.187225775903|6>3:0.0539950248627|6>5:0.455795512391,69,1:0.413757162804|2:0.367726666385|3:0.0346746223578|5:0.114729110552|6:0.0691124379021,13,3,3,0,14
2026-05,2026-05-05,202605050702,5,2,3,1>2:0.32735387864|1>3:0.0732109595109|1>5:0.160953150101|1>6:0.438482011748|2>1:0.345670892353|2>3:0.0962719410855|2>5:0.149842826399|2>6:0.408214340162|3>1:0.274801513674|3>2:0.342213730367|3>5:0.102834479583|3>6:0.280150276377|5>1:0.237900985747|5>2:0.209742962154|5>3:0.0404941692209|5>6:0.511861882878|6>1:0.351910613546|6>2:0.310258380253|6>3:0.059900247537|6>5:0.277930758663,69,1:0.287364667577|2:0.394496556261|3:0.0993865228363|5:0.113600344559|6:0.105151908767,17,3,3,1,6
2026-05,2026-05-06,202605061105,1,3,2,1>2:0.59596122588|1>3:0.160422155282|1>5:0.106186155658|1>6:0.137430463179|2>1:0.432007453909|2>3:0.273716017987|2>5:0.128267494102|2>6:0.166009034002|3>1:0.253690700273|3>2:0.597127645353|3>5:0.0650244078109|3>6:0.0841572465637|5>1:0.266401442304|5>2:0.443927499469|5>3:0.103158466865|5>6:0.186512591362|6>1:0.27819785128|6>2:0.463584864286|6>3:0.107726383066|6>5:0.150490901368,69,1:0.53433629919|2:0.16413417281|3:0.152217853908|5:0.0696617482546|6:0.0796499258375,2,1,2,0,1
2026-05,2026-05-07,202605072406,1,5,3,1>2:0.0364869960162|1>3:0.541061136424|1>5:0.136113778819|1>6:0.28633808874|2>1:0.533412347677|2>3:0.300487470554|2>5:0.0535173948544|2>6:0.112582786915|3>1:0.765225826749|3>2:0.0290699772132|3>5:0.066277788292|3>6:0.139426407746|5>1:0.569566235577|5>2:0.0153183558429|5>3:0.196095159483|5>6:0.219020249097|6>1:0.643509828444|6>2:0.0173070521474|6>3:0.221553095242|6>5:0.117630024167,69,1:0.546741597997|2:0.114189350261|3:0.072676091671|5:0.044471344171|6:0.221921615901,5,1,3,0,13
2026-05,2026-05-09,202605091410,2,6,1,1>2:0.188368205255|1>3:0.01274297394|1>5:0.34786380128|1>6:0.451025019526|2>1:0.128077753555|2>3:0.0192120220162|2>5:0.371299500425|2>6:0.481410724004|3>1:0.111547418327|3>2:0.247340766523|3>5:0.279162240421|3>6:0.361949574729|5>1:0.105156429623|5>2:0.165076349719|5>3:0.00964038859813|5>6:0.72012683206|6>1:0.125892398313|6>2:0.197628025649|6>3:0.0115413926246|6>5:0.664938183413,69,1:0.130894426531|2:0.486470048868|3:0.0444491759914|5:0.186346816925|6:0.151839531684,1,1,1,0,4
2026-05,2026-05-11,202605110811,2,1,3,1>2:0.395013285182|1>3:0.14011110034|1>5:0.403411046448|1>6:0.0614645680295|2>1:0.119846128156|2>3:0.262813475279|2>5:0.535717356723|2>6:0.0816230398418|3>1:0.0859898718477|3>2:0.531630735715|3>5:0.331822246725|3>6:0.050557145713|5>1:0.125658394566|5>2:0.550005626355|5>3:0.168412554068|5>6:0.155923425012|6>1:0.0672887442778|6>2:0.294522208969|6>3:0.090183145527|6>5:0.548005901226,69,1:0.522766613|2:0.147175350486|3:0.0586927111507|5:0.236977834103|6:0.03438749126,12,3,3,0,5
2026-05,2026-05-11,202605111110,1,2,2,1>2:0.0621453105997|1>3:0.0425801934508|1>5:0.859793286776|1>6:0.0354812091739|2>1:0.14432521039|2>3:0.0538653791017|2>5:0.770032377274|2>6:0.0317770332345|3>1:0.157711980554|3>2:0.0859078677464|3>5:0.726403555138|3>6:0.0299765965621|5>1:0.496306053294|5>2:0.191395037071|5>3:0.113207820124|5>6:0.199091089512|6>1:0.0882266185672|6>2:0.0340236368652|6>3:0.0201245644671|6>5:0.8576251801,69,1:0.46156670086|2:0.0817007495371|3:0.339957407878|5:0.0643190149817|6:0.0524561267433,4,1,2,0,12
2026-05,2026-05-11,202605111606,5,6,1,1>2:0.291553282598|1>3:0.0943939571686|1>5:0.400392042919|1>6:0.213660717314|2>1:0.230670566554|2>3:0.137246096366|2>5:0.412148849445|2>6:0.219934487635|3>1:0.192187190461|3>2:0.353188048517|3>5:0.296437291086|3>6:0.158187469936|5>1:0.22717890065|5>2:0.295571394472|5>3:0.0826104801511|5>6:0.394639224726|6>1:0.168918849434|6>2:0.219772081548|6>3:0.0614250144636|6>5:0.549884054555,69,1:0.184944357657|2:0.295463461497|3:0.0326045984611|5:0.455296187331|6:0.0316913950543,1,1,1,1,1
2026-05,2026-05-11,202605112308,2,5,2,1>2:0.367991864845|1>3:0.222890912192|1>5:0.384903331951|1>6:0.0242138910125|2>1:0.533720271523|2>3:0.202776518723|2>5:0.24790758668|2>6:0.015595623074|3>1:0.486980960132|3>2:0.305465243479|3>5:0.195269578755|3>6:0.0122842176348|5>1:0.578195150168|5>2:0.256765760899|5>3:0.134257248773|5>6:0.0307818401594|6>1:0.396424456802|6>2:0.176044761462|6>3:0.0920499884878|6>5:0.335480793248,69,1:0.37722274257|2:0.256107404668|3:0.119249072501|5:0.101772096445|6:0.145648683817,4,2,2,1,1
2026-05,2026-05-13,202605130406,2,1,3,1>2:0.0425269695486|1>3:0.0307012957389|1>5:0.499734931022|1>6:0.42703680369|2>1:0.0526106516401|2>3:0.042348614443|2>5:0.488017115538|2>6:0.417023618379|3>1:0.0589431806267|3>2:0.0657214025086|3>5:0.471999379981|3>6:0.403336036884|5>1:0.0597977894459|5>2:0.0472031771597|5>3:0.029417786285|5>6:0.863581247109|6>1:0.0521334060603|6>2:0.0411530664429|6>3:0.025647259071|6>5:0.881066268426,69,1:0.158769300544|2:0.270172918048|3:0.133378771929|5:0.387240948808|6:0.0504380606703,11,2,3,0,9
2026-05,2026-05-13,202605130408,3,5,3,1>2:0.429811382996|1>3:0.164445755689|1>5:0.389041179017|1>6:0.0167016822976|2>1:0.419682473237|2>3:0.211271052593|2>5:0.353855333297|2>6:0.0151911408735|3>1:0.32521735858|3>2:0.4279057533|3>5:0.236714640685|3>6:0.0101622474358|5>1:0.433816412028|5>2:0.404104076462|5>3:0.133470250576|5>6:0.0286092609343|6>1:0.264877285352|6>2:0.246735687736|6>3:0.0814935458123|6>5:0.4068934811,69,1:0.651672544508|2:0.150204622798|3:0.0887382780118|5:0.071427258239|6:0.0379572964425,12,3,3,1,17
2026-05,2026-05-16,202605160603,1,6,1,1>2:0.316837926228|1>3:0.0477814320561|1>5:0.00635351929837|1>6:0.629027122418|2>1:0.297626246679|2>3:0.0674432554532|2>5:0.0063490180633|2>6:0.628581479804|3>1:0.230190249058|3>2:0.345885392183|3>5:0.00423905202266|3>6:0.419685306736|5>1:0.165284679034|5>2:0.175829095718|5>3:0.022890708281|5>6:0.635995516967|6>1:0.446198738705|6>2:0.474664204785|6>3:0.0617952324603|6>5:0.0173418240494,69,1:0.522844584509|2:0.144517368715|3:0.0429417875947|5:0.0524785821273|6:0.237217677053,1,1,1,0,4
2026-05,2026-05-18,202605181406,1,2,3,1>2:0.169727204963|1>3:0.42119141854|1>5:0.355416997188|1>6:0.0536643793087|2>1:0.329704604228|2>3:0.39718587669|2>5:0.237282288446|2>6:0.0358272306364|3>1:0.454435596016|3>2:0.220603842571|3>5:0.282331373604|3>6:0.0426291878094|5>1:0.438998267333|5>2:0.150874687108|5>3:0.323214566894|5>6:0.0869124786654|6>1:0.294885938661|6>2:0.101346239926|6>3:0.21711117797|6>5:0.386656643443,69,1:0.191315319632|2:0.143358457777|3:0.0623882018692|5:0.2493441156|6:0.353593905122,12,3,3,1,7
2026-05,2026-05-19,202605191406,1,2,2,1>2:0.150083212803|1>3:0.114261033943|1>5:0.610881785985|1>6:0.124773967269|2>1:0.0564976632391|2>3:0.169750916354|2>5:0.642516078364|2>6:0.131235342043|3>1:0.0596329470192|3>2:0.235343323642|3>5:0.585445234453|3>6:0.119578494886|5>1:0.101395628156|5>2:0.283300725007|5>3:0.186191652338|5>6:0.4291119945|6>1:0.0379505820332|6>2:0.106034427716|6>3:0.069688227239|6>5:0.786326763011,69,1:0.155283101328|2:0.298702242359|3:0.106558019138|5:0.0487922480257|6:0.390664389149,11,3,2,1,6
2026-05,2026-05-20,202605201405,6,1,2,1>2:0.245235423074|1>3:0.132216153453|1>5:0.168521039548|1>6:0.454027383925|2>1:0.24503660332|2>3:0.174215311323|2>5:0.157205877278|2>6:0.423542208079|3>1:0.229110113356|3>2:0.302133096596|3>5:0.126890340696|3>6:0.341866449352|5>1:0.181247640419|5>2:0.169215152176|5>3:0.0787566171112|5>6:0.570780590294|6>1:0.282724258833|6>2:0.263955041685|6>3:0.122850736978|6>5:0.330469962504,69,1:0.287793820649|2:0.070900907042|3:0.0661317704464|5:0.0638926879057|6:0.511280813957,2,1,2,0,4
2026-05,2026-05-20,202605201505,3,2,4,1>2:0.0862230262055|1>3:0.0814482415068|1>5:0.612686388465|1>6:0.219642343822|2>1:0.129481212294|2>3:0.105712304463|2>5:0.562982513898|2>6:0.201823969345|3>1:0.143608720782|3>2:0.124119822616|3>5:0.53903312083|3>6:0.193238335772|5>1:0.201990616963|5>2:0.123595988159|5>3:0.100788112791|5>6:0.573625282088|6>1:0.0996752613368|6>2:0.0609902707616|6>3:0.0497353868862|6>5:0.789599081015,69,1:0.0768090897799|2:0.129874662642|3:0.144922337651|5:0.527395257964|6:0.120998651963,12,2,4,1,9
2026-05,2026-05-21,202605211905,1,6,1,1>2:0.214355445259|1>3:0.0759870339531|1>5:0.290139799038|1>6:0.419517721749|2>1:0.210428118974|2>3:0.103729473286|2>5:0.280403113509|2>6:0.405439294232|3>1:0.192152409144|3>2:0.267201727188|3>5:0.221040259055|3>6:0.319605604613|5>1:0.172529147795|5>2:0.169851251089|5>3:0.0519780773434|5>6:0.605641523772|6>1:0.212155018167|6>2:0.208862071835|6>3:0.0639162140658|6>5:0.515066695931,69,1:0.767345752594|2:0.0447406702166|3:0.0625766118266|5:0.0103207951129|6:0.11501617025,1,1,1,0,1
2026-05,2026-05-23,202605231808,1,2,2,1>2:0.248410600515|1>3:0.166687612424|1>5:0.132415634674|1>6:0.452486152388|2>1:0.333665982273|2>3:0.191242624376|2>5:0.107555712378|2>6:0.367535680973|3>1:0.324324675542|3>2:0.277025376547|3>5:0.0902501702558|3>6:0.308399777655|5>1:0.252405536335|5>2:0.152633999399|5>3:0.0884160224856|5>6:0.506544441781|6>1:0.393344470632|6>2:0.237862213983|6>3:0.137786017157|6>5:0.231007298228,69,1:0.281909622822|2:0.149163091228|3:0.156635194788|5:0.0621646800124|6:0.350127411149,4,2,2,0,14
2026-05,2026-05-24,202605241910,1,6,1,1>2:0.258320217487|1>3:0.0806459091593|1>5:0.0854135727389|1>6:0.575620300614|2>1:0.152388827108|2>3:0.124593330887|2>5:0.0934226512876|2>6:0.629595190717|3>1:0.129622213024|3>2:0.339466683314|3>5:0.0686001368439|3>6:0.462310966818|5>1:0.0919026250009|5>2:0.17039564368|5>3:0.0459228592747|5>6:0.691778872044|6>1:0.223677608213|6>2:0.41471818708|6>3:0.111769553098|6>5:0.249834651609,69,1:0.393440815106|2:0.190552287507|3:0.118253785544|5:0.177181063828|6:0.120572048015,1,1,1,0,1
2026-05,2026-05-24,202605242411,2,6,4,1>2:0.0202954888016|1>3:0.188314068407|1>5:0.751701976316|1>6:0.0396884664751|2>1:0.081803103346|2>3:0.23097943121|2>5:0.652753304818|2>6:0.0344641606262|3>1:0.116869783729|3>2:0.0355649757991|3>5:0.805059591158|3>6:0.0425056493143|5>1:0.269634574984|5>2:0.0580909800562|5>3:0.465305775012|5>6:0.206968669948|6>1:0.0572104447958|6>2:0.012325610719|6>3:0.0987275105802|6>5:0.831736433905,69,1:0.517926006368|2:0.0954785339241|3:0.140969543968|5:0.114052101562|6:0.131573814177,19,5,4,0,9
2026-05,2026-05-25,202605252408,1,6,1,1>2:0.211785270998|1>3:0.235581354719|1>5:0.171941351403|1>6:0.38069202288|2>1:0.878844234954|2>3:0.0455341287|2>5:0.0235282321948|2>6:0.0520934041516|3>1:0.892172556835|3>2:0.0415555295429|3>5:0.0206192440025|3>6:0.0456526696197|5>1:0.852779882229|5>2:0.0281209347637|5>3:0.0270035836473|5>6:0.0920955993599|6>1:0.898135913485|6>2:0.0296165774526|6>3:0.0284397987943|6>5:0.0438077102682,69,1:0.605302628301|2:0.0602188053049|3:0.178027430732|5:0.0866072756776|6:0.069843859985,1,1,1,0,5
2026-05,2026-05-26,202605261206,2,5,1,1>2:0.0759872302141|1>3:0.193795878276|1>5:0.711645764932|1>6:0.0185711265783|2>1:0.0354677122233|2>3:0.262987548917|2>5:0.683702812307|2>6:0.0178419265525|3>1:0.0476583802836|3>2:0.138559838381|3>5:0.793085403802|3>6:0.0206963775339|5>1:0.117556775986|5>2:0.24196837202|5>3:0.532732279595|5>6:0.107742572399|6>1:0.0234132353381|6>2:0.0481917132462|6>3:0.106101805955|6>5:0.822293245461,69,1:0.231375615208|2:0.0859608442994|3:0.0691126763428|5:0.564781341597|6:0.0487695225535,7,3,1,1,2
2026-05,2026-05-27,202605270807,1,5,3,1>2:0.580695015239|1>3:0.0186097275732|1>5:0.123331769195|1>6:0.277363487992|2>1:0.436297572413|2>3:0.0347030862106|2>5:0.162823051945|2>6:0.366176289431|3>1:0.220816658309|3>2:0.548056355394|3>5:0.0711395995272|3>6:0.15998738677|5>1:0.230687911409|5>2:0.405350831183|5>3:0.0112142303824|5>6:0.352747027025|6>1:0.286887938258|6>2:0.504102115793|6>3:0.0139462333067|6>5:0.195063712642,69,1:0.256231332115|2:0.271555016197|3:0.0814767126374|5:0.315506591089|6:0.0752303479615,9,3,3,0,10
2026-05,2026-05-27,202605270810,6,5,1,1>2:0.312912040963|1>3:0.0998951056188|1>5:0.501129695518|1>6:0.086063157901|2>1:0.214588556868|2>3:0.152167427214|2>5:0.540431272346|2>6:0.0928127435723|3>1:0.173348988774|3>2:0.385047684539|3>5:0.376878804559|3>6:0.0647245221276|5>1:0.263577391236|5>2:0.414490140675|5>3:0.114230644778|5>6:0.207701823311|6>1:0.131676303049|6>2:0.207068326757|6>3:0.0570666130683|6>5:0.604188757125,69,1:0.548930607085|2:0.183026342035|3:0.0537114001722|5:0.145613852792|6:0.0687177979158,11,4,1,0,2
2026-05,2026-05-28,202605281008,6,1,2,1>2:0.147564255565|1>3:0.0211482564236|1>5:0.303155300442|1>6:0.52813218757|2>1:0.268975462751|2>3:0.0253577184157|2>5:0.25734374637|2>6:0.448323072464|3>1:0.254930701664|3>2:0.167697371889|3>5:0.210556952141|3>6:0.366814974306|5>1:0.219294266677|5>2:0.102127861574|5>3:0.0126352582627|5>6:0.665942613486|6>1:0.306141022838|6>2:0.142573394536|6>3:0.0176391792953|6>5:0.533646403331,69,1:0.169427359264|2:0.3620067178|3:0.078553281606|5:0.115368748428|6:0.274643892902,4,2,2,1,3
2026-05,2026-05-30,202605301108,2,1,2,1>2:0.343368614451|1>3:0.105841618473|1>5:0.5298173889|1>6:0.0209723781764|2>1:0.282139575292|2>3:0.153251713169|2>5:0.543110150512|2>6:0.0214985610262|3>1:0.222731624551|3>2:0.392488863322|3>5:0.370128293232|3>6:0.0146512188956|5>1:0.367870190588|5>2:0.458936814405|5>3:0.122122380534|5>6:0.0510706144728|6>1:0.164293237259|6>2:0.204964188089|6>3:0.054540655245|6>5:0.576201919406,69,1:0.0755274511524|2:0.519477063253|3:0.0994177261134|5:0.210935475029|6:0.0946422844518,2,1,2,1,13
2026-05,2026-05-31,202605311208,1,2,4,1>2:0.101033861788|1>3:0.107033689163|1>5:0.230575185523|1>6:0.561357263525|2>1:0.498948297721|2>3:0.0803201627821|2>5:0.122498140961|2>6:0.298233398536|3>1:0.531944350803|3>2:0.080831696588|3>5:0.112742235552|3>6:0.274481717057|5>1:0.435734782866|5>2:0.0468760024505|5>3:0.0428697151835|5>6:0.4745194995|6>1:0.604861722448|6>2:0.0650705445115|6>3:0.0595092491725|6>5:0.270558483868,69,1:0.75687082143|2:0.0501295842578|3:0.0369762684898|5:0.0421892221125|6:0.11383410371,6,1,4,0,3
2026-06,2026-06-02,202606021007,5,2,1,1>2:0.38390965087|1>3:0.147612125624|1>5:0.358559912958|1>6:0.109918310548|2>1:0.267564510754|2>3:0.232638378919|2>5:0.382530498503|2>6:0.117266611824|3>1:0.191475963364|3>2:0.432986257762|3>5:0.287425939028|3>6:0.088111839846|5>1:0.259003960598|5>2:0.396470847055|5>3:0.160058374207|5>6:0.18446681814|6>1:0.18274789537|6>2:0.279741717878|6>3:0.112933914042|6>5:0.42457647271,69,1:0.133396820222|2:0.62394389627|3:0.0953076066644|5:0.0615849909297|6:0.0857666859138,12,5,1,1,3
2026-06,2026-06-04,202606040305,3,5,1,1>2:0.0466807522154|1>3:0.0813459966437|1>5:0.614645468388|1>6:0.257327782753|2>1:0.275414296831|2>3:0.0877621289495|2>5:0.448890746987|2>6:0.187932827233|3>1:0.276960181928|3>2:0.050645360408|3>5:0.473964316946|3>6:0.198430140718|5>1:0.406645586766|5>2:0.0503365443471|5>3:0.092099203524|5>6:0.450918665363|6>1:0.250069203275|6>2:0.0309547673703|6>3:0.0566369713507|6>5:0.662339058004,69,1:0.198598376359|2:0.0844352078876|3:0.168997909359|5:0.387050110705|6:0.160918395689,6,3,1,1,5
2026-06,2026-06-04,202606040506,2,6,1,1>2:0.563472322345|1>3:0.0589084783155|1>5:0.0613180324441|1>6:0.316301166895|2>1:0.350252066027|2>3:0.121691233037|2>5:0.0857461643292|2>6:0.442310536608|3>1:0.169310621043|3>2:0.562674939079|3>5:0.0435203457576|3>6:0.224494094121|5>1:0.18021987305|5>2:0.405434828079|5>3:0.0445041394068|5>6:0.369841159465|6>1:0.256776095099|6>2:0.577660888389|6>3:0.063409206428|6>5:0.102153810084,69,1:0.0420872570452|2:0.429431173811|3:0.0424515670475|5:0.0459805303357|6:0.440049471761,2,2,1,1,2
2026-06,2026-06-04,202606041307,2,1,2,1>2:0.0835190488866|1>3:0.0559860095063|1>5:0.745832763883|1>6:0.114662177724|2>1:0.302824668133|2>3:0.061132550595|2>5:0.551289173901|2>6:0.0847536073718|3>1:0.285187838601|3>2:0.0858851926503|3>5:0.54512155354|3>6:0.0838054152084|5>1:0.554890865769|5>2:0.113120123896|5>3:0.0796173986759|5>6:0.252371611659|6>1:0.232248938051|6>2:0.0473462986466|6>3:0.0333237712739|6>5:0.687080992028,69,1:0.510506475407|2:0.0911527674726|3:0.109222854335|5:0.194177728348|6:0.0949401744376,12,5,2,0,8
2026-06,2026-06-06,202606060702,1,5,1,1>2:0.143837864271|1>3:0.131573156779|1>5:0.377354278438|1>6:0.347234700512|2>1:0.63265921981|2>3:0.0776956631792|2>5:0.150842515285|2>6:0.138802601726|3>1:0.619213549484|3>2:0.0831329742937|3>5:0.155013139873|3>6:0.142640336349|5>1:0.651594680295|5>2:0.0592182271829|5>3:0.0568752879726|5>6:0.232311804549|6>1:0.638723745138|6>2:0.0580484908648|6>3:0.0557518316804|6>5:0.247475932316,69,1:0.337244546634|2:0.168041783326|3:0.0740656460674|5:0.37993555037|6:0.0407124736028,2,2,1,0,7
2026-06,2026-06-07,202606070908,5,1,1,1>2:0.136326624796|1>3:0.0365273800641|1>5:0.742197808176|1>6:0.0849481869641|2>1:0.383422691612|2>3:0.0377600711703|2>5:0.519372501737|2>6:0.059444735481|3>1:0.338686649136|3>2:0.124484485572|3>5:0.481696350494|3>6:0.0551325147972|5>1:0.636640382811|5>2:0.15840042353|5>3:0.0445623738287|5>6:0.16039681983|6>1:0.284087558572|6>2:0.0706829017016|6>3:0.019885034514|6>5:0.625344505212,69,1:0.278824609063|2:0.296696986448|3:0.0884475372837|5:0.2428860888|6:0.0931447784051,5,3,1,0,4
2026-06,2026-06-08,202606080910,6,5,1,1>2:0.168937747525|1>3:0.0416338786391|1>5:0.513212526815|1>6:0.276215847021|2>1:0.377016777823|2>3:0.0450280645374|2>5:0.375732411792|2>6:0.202222745848|3>1:0.323187107701|3>2:0.156623331627|3>5:0.338178621016|3>6:0.182010939655|5>1:0.437717410036|5>2:0.143595640345|5>3:0.0371565656195|5>6:0.381530383999|6>1:0.329765933105|6>2:0.108181555594|6>3:0.0279928768003|6>5:0.534059634501,69,1:0.5631911445|2:0.0565003586981|3:0.0700255427189|5:0.232780587993|6:0.0775023660899,8,3,1,1,6
