month,date,race_code,actual2,actual3,cond_rank,cond,nfeat3,p2,pair_rank,second_rank,third_rank,selected_SA,v96_rank
2026-03,2026-03-05,202603050707,2,5,1,1>2:0.127860013691|1>3:0.0477856358478|1>5:0.641118139197|1>6:0.183236211264|2>1:0.260693906659|2>3:0.0978794160338|2>5:0.49885134658|2>6:0.142575330727|3>1:0.141351953503|3>2:0.14200370694|3>5:0.557349743088|3>6:0.159294596469|5>1:0.254712701508|5>2:0.0972047645494|5>3:0.0748575996442|5>6:0.573224934299|6>1:0.104716197625|6>2:0.0399623311848|6>3:0.0307750777706|6>5:0.82454639342,69,1:0.730492062882|2:0.0682533681019|3:0.161523387578|5:0.0320882727909|6:0.00764290864652,9,3,1,0,9
2026-03,2026-03-08,202603080203,6,2,1,1>2:0.685023637111|1>3:0.0505488123549|1>5:0.0973372392437|1>6:0.167090311291|2>1:0.369038608764|2>3:0.211223859779|2>5:0.154507699506|2>6:0.265229831952|3>1:0.0900889216633|3>2:0.698774679424|3>5:0.0777204725169|3>6:0.133415926396|5>1:0.136018933092|5>2:0.400778318627|5>3:0.0609390023167|5>6:0.402263745964|6>1:0.163470136674|6>2:0.481662993767|6>3:0.0732376501642|6>5:0.281629219395,69,1:0.113300641074|2:0.0740239627652|3:0.0447813018612|5:0.145260465268|6:0.622633629031,1,1,1,0,1
2026-03,2026-03-11,202603111010,1,5,2,1>2:0.129095293765|1>3:0.044567334421|1>5:0.28309433702|1>6:0.543243034794|2>1:0.344721871657|2>3:0.0814682194923|2>5:0.196581131705|2>6:0.377228777146|3>1:0.195522918584|3>2:0.133847667569|3>5:0.229750457591|3>6:0.440878956256|5>1:0.168124203102|5>2:0.0437202321091|5>3:0.0311010055149|5>6:0.757054559274|6>1:0.263740352891|6>2:0.0685849463207|6>3:0.0487888716701|6>5:0.618885829118,69,1:0.300079995589|2:0.419132588572|3:0.114836022397|5:0.0586263540049|6:0.107325039437,4,2,2,0,10
2026-03,2026-03-12,202603120205,6,2,2,1>2:0.680464410611|1>3:0.0211875959909|1>5:0.225212300916|1>6:0.0731356924818|2>1:0.471855288879|2>3:0.0831842167991|2>5:0.335884869215|2>6:0.109075625107|3>1:0.116212431072|3>2:0.657973531948|3>5:0.170458994103|3>6:0.0553550428764|5>1:0.235849879958|5>2:0.50725995732|5>3:0.0325456215433|5>6:0.224344541178|6>1:0.160825377179|6>2:0.345899154066|6>3:0.022192768812|6>5:0.471082699943,69,1:0.488808753444|2:0.261986438669|3:0.115810853109|5:0.0701719825066|6:0.0632219722717,13,5,2,0,12
2026-03,2026-03-12,202603120609,5,6,3,1>2:0.133389558666|1>3:0.177395023931|1>5:0.648513769721|1>6:0.0407016476823|2>1:0.596775359207|2>3:0.162860785886|2>5:0.226169156571|2>6:0.0141946983352|3>1:0.491366940423|3>2:0.100830513517|3>5:0.383719748237|3>6:0.0240827978228|5>1:0.719713387769|5>2:0.0561028224831|5>3:0.153741116369|5>6:0.0704426733787|6>1:0.35074685225|6>2:0.0273412843539|6>3:0.0749245651733|6>5:0.546987298223,69,1:0.350491158316|2:0.333511505303|3:0.0968433453602|5:0.175885568657|6:0.043268422364,12,3,3,0,12
2026-03,2026-03-13,202603131101,6,3,1,1>2:0.440503185511|1>3:0.329858614065|1>5:0.0464311437076|1>6:0.183207056717|2>1:0.0785632142866|2>3:0.728721216224|2>5:0.038965661136|2>6:0.153749908353|3>1:0.0542255802204|3>2:0.671688018514|3>5:0.0554182407888|3>6:0.218668160477|5>1:0.0475761134383|5>2:0.223867700666|5>3:0.34542672656|5>6:0.383129459336|6>1:0.0666360970922|6>2:0.313553772246|6>3:0.483811880076|6>5:0.135998250586,69,1:0.112269568757|2:0.0550942366791|3:0.486813483757|5:0.21508443825|6:0.130738272557,5,3,1,0,4
2026-03,2026-03-14,202603140711,1,5,1,1>2:0.0414152702217|1>3:0.00650949241081|1>5:0.805044573282|1>6:0.147030664085|2>1:0.241957457547|2>3:0.0134024194201|2>5:0.629644030816|2>6:0.114996092217|3>1:0.129972515873|3>2:0.0458045997348|3>5:0.696936685476|3>6:0.127286198916|5>1:0.319188525447|5>2:0.0427310850808|5>3:0.0138393683461|5>6:0.624241021126|6>1:0.0841365137853|6>2:0.0112637023024|6>3:0.00364798892441|6>5:0.900951794988,69,1:0.372736117985|2:0.0723804709833|3:0.337705025928|5:0.17541038552|6:0.0417679995836,1,1,1,0,1
2026-03,2026-03-16,202603160306,1,6,2,1>2:0.271177132877|1>3:0.0693061310727|1>5:0.364320187575|1>6:0.295196548475|2>1:0.292922231374|2>3:0.153217110644|2>5:0.305955266602|2>6:0.247905391381|3>1:0.144035142929|3>2:0.294784613479|3>5:0.30999864057|3>6:0.251181603022|5>1:0.176385095902|5>2:0.137131527295|5>3:0.0722173629111|5>6:0.614266013891|6>1:0.1542046945|6>2:0.119887256714|6>3:0.0631360395182|6>5:0.662772009268,69,1:0.169110811977|2:0.280265099256|3:0.147262454833|5:0.182879055532|6:0.220482578402,9,4,2,0,5
2026-03,2026-03-16,202603160608,5,1,2,1>2:0.269473266179|1>3:0.0736599803727|1>5:0.242128972533|1>6:0.414737780915|2>1:0.538451441564|2>3:0.105195231096|2>5:0.131356115307|2>6:0.224997212032|3>1:0.324841987791|3>2:0.232169814782|3>5:0.163290768674|3>6:0.279697428752|5>1:0.318077969646|5>2:0.0863587345809|5>3:0.048641605851|5>6:0.546921689922|6>1:0.411816529272|6>2:0.111808920269|6>3:0.0629764372618|6>5:0.413398113197,69,1:0.412661022216|2:0.0970399338381|3:0.177445021805|5:0.166912001923|6:0.145942020217,9,3,2,0,4
2026-03,2026-03-16,202603160702,5,6,2,1>2:0.0410175815578|1>3:0.0294627507834|1>5:0.908047076688|1>6:0.0214725909707|2>1:0.350225476869|2>3:0.0500418476325|2>5:0.585878407665|2>6:0.013854267834|3>1:0.211529764257|3>2:0.0420778793869|3>5:0.729150141555|3>6:0.0172422148012|5>1:0.740638173065|5>2:0.0559664210022|5>3:0.0828355001514|5>6:0.120559905782|6>1:0.123899013213|6>2:0.00936244523629|6>3:0.0138572883508|6>5:0.8528812532,69,1:0.153420641536|2:0.375895854549|3:0.0906074087913|5:0.313498635432|6:0.0665774596914,4,2,2,0,9
2026-03,2026-03-18,202603180109,1,5,2,1>2:0.607173411818|1>3:0.00601461684692|1>5:0.372775515298|1>6:0.0140364560371|2>1:0.153563234677|2>3:0.0332844127443|2>5:0.783645051631|2>6:0.0295073009478|3>1:0.0295930602147|3>2:0.647512719846|3>5:0.311177182054|3>6:0.0117170378858|5>1:0.0973502196928|5>2:0.809160075433|5>3:0.0165163998745|5>6:0.0769733049998|6>1:0.0328081408176|6>2:0.272696227934|6>3:0.00556621623036|6>5:0.688929415018,69,1:0.0437012761711|2:0.333339027368|3:0.119287666563|5:0.459181134273|6:0.044490895625,13,5,2,0,14
2026-03,2026-03-20,202603200402,6,1,3,1>2:0.165916259997|1>3:0.00399768688497|1>5:0.505685725839|1>6:0.324400327279|2>1:0.1479556894|2>3:0.010666880564|2>5:0.512564395961|2>6:0.328813034075|3>1:0.0636539825081|3>2:0.190463393092|3>5:0.454389270718|3>6:0.291493353681|5>1:0.0881992523037|5>2:0.100251279436|5>3:0.00497731895136|5>6:0.806572149309|6>1:0.0607961017354|6>2:0.0691036128368|6>3:0.00343088610655|6>5:0.866669399321,69,1:0.497061625446|2:0.200137915564|3:0.0992359279497|5:0.0911271877371|6:0.112437343303,15,3,3,0,6
2026-03,2026-03-21,202603210505,1,5,3,1>2:0.404378888773|1>3:0.0860169448978|1>5:0.161801023656|1>6:0.347803142673|2>1:0.396425669313|2>3:0.185683940459|2>5:0.132681593642|2>6:0.285208796586|3>1:0.186076588092|3>2:0.409740384822|3>5:0.128329460095|3>6:0.275853566991|5>1:0.193663378274|5>2:0.16199575121|5>3:0.0710043383597|5>6:0.573336532156|6>1:0.279301539791|6>2:0.233630452778|6>3:0.102402535846|6>5:0.384665471584,69,1:0.189201271731|2:0.16876349619|3:0.174576412089|5:0.443166198796|6:0.0242926211946,12,2,3,0,4
2026-03,2026-03-22,202603221607,6,3,4,1>2:0.403154240825|1>3:0.0258802751806|1>5:0.272928047123|1>6:0.298037436872|2>1:0.101633872024|2>3:0.0957675420516|2>5:0.383651325378|2>6:0.418947260546|3>1:0.031298224335|3>2:0.459411551936|3>5:0.243446565646|3>6:0.265843658083|5>1:0.0411933879603|5>2:0.229693554367|5>3:0.0303831072953|5>6:0.698729950378|6>1:0.0437700139456|6>2:0.244060772266|6>3:0.0322835555868|6>5:0.679885658202,69,1:0.470865723074|2:0.272160100002|3:0.132997805911|5:0.0545855593428|6:0.0693908116705,18,4,4,0,7
2026-03,2026-03-23,202603230801,1,5,3,1>2:0.522652198636|1>3:0.0529834510228|1>5:0.0649878815608|1>6:0.359376468781|2>1:0.169713165113|2>3:0.205386901735|2>5:0.0956982432911|2>6:0.529201689861|3>1:0.0487207520498|3>2:0.581625894513|3>5:0.0566093460311|3>6:0.313044007406|5>1:0.0517775725104|5>2:0.234806718669|5>3:0.0490482709047|5>6:0.664367437915|6>1:0.113603731908|6>2:0.515182891447|6>3:0.107615447157|6>5:0.263597929487,69,1:0.557211051592|2:0.245237629305|3:0.0662072539707|5:0.0508621167853|6:0.0804819483471,5,1,3,0,7
2026-03,2026-03-23,202603231801,6,1,2,1>2:0.259743032971|1>3:0.228849923173|1>5:0.447474328356|1>6:0.0639327155009|2>1:0.373265862231|2>3:0.338977306343|2>5:0.251783381592|2>6:0.0359734498342|3>1:0.276300121833|3>2:0.284791199414|3>5:0.38403922784|3>6:0.0548694509133|5>1:0.400164743996|5>2:0.156683547224|5>3:0.284456577573|5>6:0.158695131207|6>1:0.204998748432|6>2:0.0802667690317|6>3:0.145723088455|6>5:0.569011394081,69,1:0.495844128979|2:0.333696048561|3:0.113759958195|5:0.0407016880135|6:0.0159981762517,18,5,2,0,10
2026-03,2026-03-24,202603241803,1,3,3,1>2:0.00200259660836|1>3:0.114610445435|1>5:0.420864966853|1>6:0.462521991104|2>1:0.129898845502|2>3:0.221514493102|2>5:0.3090009438|2>6:0.339585717596|3>1:0.0883531871082|3>2:0.00263262105912|3>5:0.433074344452|3>6:0.475939847381|5>1:0.0763156017464|5>2:0.000863810637158|5>3:0.101867346531|5>6:0.820953241086|6>1:0.0824088387784|6>2:0.000932779535293|6>3:0.110000701625|6>5:0.806657680062,69,1:0.46697054564|2:0.219616588542|3:0.20920527568|5:0.0483050774275|6:0.0559025127099,7,1,3,0,1
2026-03,2026-03-27,202603270909,1,5,2,1>2:0.4589832382|1>3:0.0375792909219|1>5:0.301979511243|1>6:0.201457959635|2>1:0.265267092775|2>3:0.12066477794|2>5:0.368339673302|2>6:0.245728455982|3>1:0.0882940604308|3>2:0.490542764388|3>5:0.252628493411|3>6:0.16853468177|5>1:0.137393203521|5>2:0.289967763226|5>3:0.0489200841988|5>6:0.523718949055|6>1:0.108928089554|6>2:0.229892263017|6>3:0.0387848246934|6>5:0.622394822735,69,1:0.592511816927|2:0.0354961703376|3:0.138985409495|5:0.0459657661948|6:0.187040837046,2,1,2,0,8
2026-03,2026-03-28,202603280806,1,2,2,1>2:0.250515330318|1>3:0.0747975416175|1>5:0.639559401757|1>6:0.035127726307|2>1:0.192918347355|2>3:0.182328406677|2>5:0.592225337666|2>6:0.0325279083013|3>1:0.0922646454154|3>2:0.292053963594|3>5:0.583625810714|3>6:0.0320555802763|5>1:0.275023756044|5>2:0.330702197274|5>3:0.203458490782|5>6:0.1908155559|6>1:0.0642083367789|6>2:0.0772072869687|6>3:0.0475003740933|6>5:0.811084002159,69,1:0.263634301758|2:0.527204749868|3:0.0699108826062|5:0.0533952509937|6:0.0858548147744,4,2,2,0,2
2026-03,2026-03-29,202603290502,3,2,1,1>2:0.691120711236|1>3:0.253647665752|1>5:0.0529412104354|1>6:0.00229041257721|2>1:0.119873399539|2>3:0.812886846516|2>5:0.0644513734896|2>6:0.00278838045532|3>1:0.0484665943636|3>2:0.895514899984|3>5:0.0536954616624|3>6:0.0023230439901|5>1:0.074501008971|5>2:0.522915542766|5>3:0.395452417231|5>6:0.00713103103179|6>1:0.0643527405857|6>2:0.451685805825|6>3:0.341585264033|6>5:0.142376189557,69,1:0.170454253485|2:0.492641791909|3:0.190263078312|5:0.0639410715506|6:0.0826998047429,2,2,1,0,2
2026-03,2026-03-30,202603300506,2,3,3,1>2:0.62461645193|1>3:0.0422583532091|1>5:0.059644139735|1>6:0.273481055126|2>1:0.697777051593|2>3:0.0756585053299|2>5:0.0405650533503|2>6:0.185999389727|3>1:0.305650060934|3>2:0.489853721719|3>5:0.03661386515|3>6:0.167882352197|5>1:0.358351933029|5>2:0.21816785448|5>3:0.0304141464083|5>6:0.393066066082|6>1:0.517357186064|6>2:0.314971671366|6>3:0.0439092851247|6>5:0.123761857445,69,1:0.304867184127|2:0.449712228008|3:0.149237983274|5:0.0432309003493|6:0.0529517042423,6,1,3,0,5
2026-03,2026-03-30,202603301507,2,6,3,1>2:0.484505097136|1>3:0.020896987389|1>5:0.433000618788|1>6:0.0615972966868|2>1:0.749027718086|2>3:0.0251198523219|2>5:0.197724734999|2>6:0.0281276945934|3>1:0.416861896806|3>2:0.324135100084|3>5:0.226746731245|3>6:0.0322562718649|5>1:0.677438019765|5>2:0.200097891832|5>3:0.0177833495549|5>6:0.104680738848|6>1:0.415306354392|6>2:0.122670891733|6>3:0.0109021605771|6>5:0.451120593298,69,1:0.204595532184|2:0.414186314917|3:0.104820071561|5:0.0650932602499|6:0.211304821088,12,1,3,0,2
2026-03,2026-03-30,202603302109,1,5,1,1>2:0.0149454365921|1>3:0.121267999799|1>5:0.81080753845|1>6:0.0529790251595|2>1:0.519660400558|2>3:0.129617538721|2>5:0.329211060595|2>6:0.0215110001263|3>1:0.412979702864|3>2:0.0126950742764|3>5:0.539099865447|3>6:0.0352253574129|5>1:0.726083698401|5>2:0.00847875934955|5>3:0.141760631368|5>6:0.123676910881|6>1:0.262208029052|6>2:0.00306190427184|6>3:0.0511935136816|6>5:0.683536552995,69,1:0.274239203806|2:0.276135877605|3:0.0928234655867|5:0.145680582961|6:0.211120870041,1,2,1,0,5
2026-03,2026-03-31,202603310809,5,6,1,1>2:0.0395930539924|1>3:0.153427274958|1>5:0.0867130707724|1>6:0.720266600277|2>1:0.0510639851809|2>3:0.316521260609|2>5:0.0679553987624|2>6:0.564459355448|3>1:0.0355629844042|3>2:0.0568856613132|3>5:0.0975198851182|3>6:0.810031469164|5>1:0.0192508814459|5>2:0.0116975339766|5>3:0.0934035981102|5>6:0.875647986467|6>1:0.0837827255665|6>2:0.0509094236398|6>3:0.406506478646|6>5:0.458801372148,69,1:0.253312206281|2:0.163444739554|3:0.210706703006|5:0.161355625958|6:0.2111807252,6,5,1,0,8
2026-04,2026-04-01,202604010603,6,2,3,1>2:0.226353046777|1>3:0.211858807225|1>5:0.0610538793084|1>6:0.50073426669|2>1:0.55039508635|2>3:0.240804154246|2>5:0.0226919995641|2>6:0.18610875984|3>1:0.446397764036|3>2:0.20866579253|3>5:0.0374869212469|3>6:0.307449522187|5>1:0.463947816108|5>2:0.0709153799317|5>3:0.135194852722|5>6:0.329941951238|6>1:0.65318318785|6>2:0.0998403965341|6>3:0.190338227309|6>5:0.0566381883071,69,1:0.402593435384|2:0.152214764271|3:0.135697407718|5:0.181541075863|6:0.127953316765,17,5,3,1,16
2026-04,2026-04-01,202604010804,1,3,4,1>2:0.121460462631|1>3:0.0165335952027|1>5:0.739884435629|1>6:0.122121506538|2>1:0.370675454258|2>3:0.0348686117489|2>5:0.510238586202|2>6:0.0842173477911|3>1:0.201711772475|3>2:0.139392595417|3>5:0.565549028207|3>6:0.0933466039013|5>1:0.566102536473|5>2:0.127922108852|5>3:0.0354680673589|5>6:0.270507287317|6>1:0.239024596695|6>2:0.0540123537817|6>3:0.0149756271166|6>5:0.691987422407,69,1:0.414138359329|2:0.258595477548|3:0.0886515143196|5:0.206169921644|6:0.032444727159,13,1,4,1,15
2026-04,2026-04-06,202604060408,3,5,2,1>2:0.174219756198|1>3:0.115866085248|1>5:0.5470049124|1>6:0.162909246154|2>1:0.523237085745|2>3:0.158735241348|2>5:0.24504751351|2>6:0.072980159397|3>1:0.371171312605|3>2:0.169313001658|3>5:0.354067226852|3>6:0.105448458884|5>1:0.60806256198|5>2:0.0906997775865|5>3:0.122864013783|5>6:0.178373646651|6>1:0.428045316053|6>2:0.063848060036|6>3:0.0864900569439|6>5:0.421616566967,69,1:0.507546156177|2:0.12086376475|3:0.167969933452|5:0.113131734706|6:0.0904884109151,4,2,2,0,11
2026-04,2026-04-08,202604082303,3,1,3,1>2:0.0277076538022|1>3:0.00276818196837|1>5:0.258397137153|1>6:0.711127027076|2>1:0.130431816177|2>3:0.00752700078172|2>5:0.229750822129|2>6:0.632290360912|3>1:0.0664917970895|3>2:0.0384071080936|3>5:0.238561934706|3>6:0.65653916011|5>1:0.087543974401|5>2:0.0165352911658|5>3:0.00336485438077|5>6:0.892555880052|6>1:0.202758028505|6>2:0.0382969023335|6>3:0.0077932404271|6>5:0.751151828735,69,1:0.376020265984|2:0.0482781924772|3:0.0908810461331|5:0.249402923331|6:0.235417572075,14,4,3,0,13
2026-04,2026-04-08,202604082306,2,1,1,1>2:0.456691035785|1>3:0.0651404038876|1>5:0.253634109522|1>6:0.224534450805|2>1:0.656721069102|2>3:0.100954319139|2>5:0.128535818157|2>6:0.113788793601|3>1:0.353441002801|3>2:0.380919254171|3>5:0.140902822282|3>6:0.124736920746|5>1:0.549686482953|5>2:0.193719394467|5>3:0.0562808447669|5>6:0.200313277813|6>1:0.535777383109|6>2:0.188817577735|6>3:0.0548567313614|6>5:0.220548307795,69,1:0.179471507|2:0.590793976334|3:0.0571683734992|5:0.130557894728|6:0.0420082484397,1,1,1,0,1
2026-04,2026-04-09,202604090703,5,6,3,1>2:0.305463680318|1>3:0.0233369796263|1>5:0.621155764493|1>6:0.0500435755627|2>1:0.417539220541|2>3:0.0559800818167|2>5:0.487227118262|2>6:0.0392535793801|3>1:0.187857312553|3>2:0.329669895732|3>5:0.446500373138|3>6:0.0359724185771|5>1:0.537384836094|5>2:0.30837463159|5>3:0.0479869619346|5>6:0.106253570382|6>1:0.242875110621|6>2:0.139372229601|6>3:0.0216880676667|6>5:0.596064592111,69,1:0.147478939753|2:0.184023214861|3:0.0349202137148|5:0.113109546962|6:0.520468084709,12,4,3,1,4
2026-04,2026-04-13,202604130608,3,1,4,1>2:0.172722867088|1>3:0.0451462476272|1>5:0.438488083618|1>6:0.343642801667|2>1:0.298270615962|2>3:0.105285746958|2>5:0.334385756054|2>6:0.262057881026|3>1:0.155677992622|3>2:0.210239596106|3>5:0.355487280461|3>6:0.278595130811|5>1:0.283725098383|5>2:0.125293083219|5>3:0.0667050113259|5>6:0.524276807073|6>1:0.247859744214|6>2:0.109454932734|6>3:0.058272909726|6>5:0.584412413326,69,1:0.390680420174|2:0.264314038706|3:0.125143163449|5:0.19739747251|6:0.022464905161,15,4,4,0,7
2026-04,2026-04-15,202604151005,2,1,2,1>2:0.343061915776|1>3:0.0203609894768|1>5:0.043623701656|1>6:0.592953393091|2>1:0.169898250941|2>3:0.0739618826335|2>5:0.051817164355|2>6:0.70432270207|3>1:0.0574713371205|3>2:0.421545036292|3>5:0.0357022495491|3>6:0.485281377038|5>1:0.0805979403699|5>2:0.193311937141|5>3:0.0233692399868|5>6:0.702720882502|6>1:0.230953927617|6>2:0.55393662584|6>3:0.0669647107061|6>5:0.148144735837,69,1:0.30333066833|2:0.174479436975|3:0.102948190489|5:0.142288386411|6:0.276953317796,10,3,2,0,8
2026-04,2026-04-16,202604160906,1,6,2,1>2:0.571816105121|1>3:0.083159195027|1>5:0.130550672043|1>6:0.214474027809|2>1:0.76754695081|2>3:0.0986352202857|2>5:0.050634077799|2>6:0.0831837511058|3>1:0.446677798487|3>2:0.394700377155|3>5:0.0600194298537|3>6:0.0986023945036|5>1:0.624036472074|5>2:0.180312235598|5>3:0.0534119749303|5>6:0.142239317398|6>1:0.660816196575|6>2:0.190939554106|6>3:0.0565599924115|6>5:0.0916842569075,69,1:0.659903433425|2:0.150397026577|3:0.0994655594239|5:0.0637022667067|6:0.0265317138678,2,1,2,0,8
2026-04,2026-04-18,202604180305,3,1,3,1>2:0.465388653367|1>3:0.0537016208652|1>5:0.15233372583|1>6:0.328575999938|2>1:0.428300734734|2>3:0.145532842606|2>5:0.1349931505|2>6:0.29117327216|3>1:0.167464941202|3>2:0.493133481994|3>5:0.107509380611|3>6:0.231892196193|5>1:0.276317128414|5>2:0.26606665325|5>3:0.0625347755144|5>6:0.395081442821|6>1:0.350618256323|6>2:0.337611448713|6>3:0.0793502526471|6>5:0.232420042317,69,1:0.258659552504|2:0.258071547708|3:0.140268761472|5:0.0808064698033|6:0.262193668513,15,4,3,0,13
2026-04,2026-04-22,202604221103,1,6,2,1>2:0.124906560322|1>3:0.0571399393091|1>5:0.409207417165|1>6:0.408746083204|2>1:0.767002934756|2>3:0.0410139924657|2>5:0.0960456765766|2>6:0.095937396202|3>1:0.61473359282|3>2:0.0718567287235|3>5:0.156793222326|3>6:0.156616456131|5>1:0.747996020366|5>2:0.0285905054765|5>3:0.0266401032868|5>6:0.196773370871|6>1:0.747829935143|6>2:0.0285841572335|6>3:0.0266341881116|6>5:0.196951719512,69,1:0.409454532737|2:0.229929570414|3:0.18785420606|5:0.127512371945|6:0.045249318844,2,1,2,0,13
2026-04,2026-04-22,202604222207,1,5,2,1>2:0.100014271995|1>3:0.224520179733|1>5:0.263431934563|1>6:0.412033613709|2>1:0.347510810423|2>3:0.328915120171|2>5:0.126194064665|2>6:0.19738000474|3>1:0.301370602297|3>2:0.127064140192|3>5:0.222910764139|3>6:0.348654493371|5>1:0.337514257018|5>2:0.0465324896425|5>3:0.212769433498|5>6:0.403183819841|6>1:0.394942887829|6>2:0.0544500727158|6>3:0.248972518227|6>5:0.301634521229,69,1:0.190206704228|2:0.153236951469|3:0.403207355045|5:0.175187728722|6:0.0781612605355,4,2,2,1,15
2026-04,2026-04-23,202604230507,5,2,2,1>2:0.131604565436|1>3:0.0202337026853|1>5:0.560976919377|1>6:0.287184812502|2>1:0.105067389931|2>3:0.0608504079332|2>5:0.551664672756|2>6:0.28241752938|3>1:0.0477632356406|3>2:0.179922253229|3>5:0.510811321661|3>6:0.261503189469|5>1:0.120907378799|5>2:0.148931306131|5>3:0.0466390775095|5>6:0.683522237561|6>1:0.0732041479961|6>2:0.0901714145452|6>3:0.0282379286221|6>5:0.808386508837,69,1:0.142194348296|2:0.155493769354|3:0.155981460514|5:0.432956297148|6:0.113374124688,2,1,2,1,2
2026-04,2026-04-24,202604242010,1,2,1,1>2:0.744325679466|1>3:0.0298590491702|1>5:0.139199112736|1>6:0.0866161586279|2>1:0.443228421273|2>3:0.160315547747|2>5:0.244387048838|2>6:0.152068982141|3>1:0.0844712335106|3>2:0.761629762662|3>5:0.0948678300379|3>6:0.0590311737893|5>1:0.203631486514|5>2:0.60037424441|5>3:0.0490562751705|5>6:0.146937993906|6>1:0.186954552397|6>2:0.551205022641|6>3:0.0450386829845|6>5:0.216801741978,69,1:0.558342872465|2:0.132706097848|3:0.0505280989043|5:0.233429092102|6:0.0249938386814,1,1,1,0,4
2026-04,2026-04-25,202604250705,1,3,4,1>2:0.335254555557|1>3:0.121763318797|1>5:0.347755522319|1>6:0.195226603328|2>1:0.507439577704|2>3:0.200376067866|2>5:0.187130879616|2>6:0.105053474814|3>1:0.306743959162|3>2:0.333499926676|3>5:0.230407539178|3>6:0.129348574984|5>1:0.486869983871|5>2:0.173091114901|5>3:0.128048975741|5>6:0.211989925487|6>1:0.417689721525|6>2:0.148496276165|6>3:0.109854258407|6>5:0.323959743902,69,1:0.256343277607|2:0.277032352622|3:0.106453605244|5:0.157907476062|6:0.202263288465,10,2,4,1,20
2026-04,2026-04-25,202604250708,5,6,3,1>2:0.654736344013|1>3:0.0473499493715|1>5:0.21050297729|1>6:0.0874107293248|2>1:0.600978879158|2>3:0.130511106373|2>5:0.189726609495|2>6:0.0787834049748|3>1:0.203545706946|3>2:0.611219412213|3>5:0.130885196113|3>6:0.0543496847282|5>1:0.416272506034|5>2:0.408747368925|5>3:0.0602098554948|5>6:0.114770269546|6>1:0.35835511749|6>2:0.351876977921|6>3:0.0518326565582|6>5:0.237935248031,69,1:0.556609542625|2:0.115188701731|3:0.0538959161603|5:0.0822487040011|6:0.192057135483,16,4,3,1,8
2026-04,2026-04-25,202604251508,1,5,1,1>2:0.184767436185|1>3:0.0197900577252|1>5:0.729469584272|1>6:0.0659729218174|2>1:0.5329722677|2>3:0.0330211738737|2>5:0.398010643538|2>6:0.0359959148877|3>1:0.308919705947|3>2:0.178694785921|3>5:0.469888949538|3>6:0.0424965585942|5>1:0.72861805317|5>2:0.137818730806|5>3:0.0300669530374|5>6:0.103496262987|6>1:0.35701295297|6>2:0.0675293068096|6>3:0.014732398743|6>5:0.560725341477,69,1:0.560819328557|2:0.171645347633|3:0.0655802299739|5:0.148866747265|6:0.0530883465712,1,1,1,0,1
2026-04,2026-04-25,202604252307,2,5,2,1>2:0.209191541436|1>3:0.0387218516105|1>5:0.601736865292|1>6:0.150349741661|2>1:0.445622420156|2>3:0.0754135087109|2>5:0.383214294852|2>6:0.0957497762814|3>1:0.243693736518|3>2:0.222799640186|3>5:0.426853237575|3>6:0.106653385721|5>1:0.536601709668|5>2:0.160422108756|5>3:0.0604833394739|5>6:0.242492842102|6>1:0.310529172133|6>2:0.09283560549|6>3:0.0350014563806|6>5:0.561633765996,69,1:0.182204797959|2:0.350355011348|3:0.164086551607|5:0.204564940272|6:0.098788698813,2,1,2,1,9
2026-04,2026-04-27,202604270602,1,6,1,1>2:0.185600852753|1>3:0.290281710751|1>5:0.175561299898|1>6:0.348556136598|2>1:0.612368685255|2>3:0.243730997613|2>5:0.0482016528592|2>6:0.0956986642727|3>1:0.576993472624|3>2:0.146834796464|3>5:0.0925080233892|3>6:0.183663707523|5>1:0.596308185974|5>2:0.049621616432|5>3:0.158077536343|5>6:0.195992661251|6>1:0.660564440795|6>2:0.0549686824376|6>3:0.175111463926|6>5:0.109355412841,69,1:0.37204688576|2:0.293828161273|3:0.104960885674|5:0.124230683118|6:0.104933384175,2,1,1,1,11
2026-04,2026-04-27,202604270606,5,2,2,1>2:0.199507599628|1>3:0.063303947541|1>5:0.683007427927|1>6:0.0541810249042|2>1:0.209927208391|2>3:0.164326768957|2>5:0.579755664682|2>6:0.04599035797|3>1:0.104839432983|3>2:0.258638337243|3>5:0.589739854588|3>6:0.0467823751865|5>1:0.358574559211|5>2:0.289260917926|5>3:0.186947927175|5>6:0.165216595688|6>1:0.122904389314|6>2:0.099146566751|6>3:0.0640779448311|6>5:0.713871099104,69,1:0.205246917542|2:0.191390717416|3:0.097197720359|5:0.400851431306|6:0.105313213376,2,1,2,0,4
2026-04,2026-04-28,202604280606,2,6,1,1>2:0.0535584384266|1>3:0.0446819417601|1>5:0.182787678607|1>6:0.718971941207|2>1:0.147204606642|2>3:0.112219599918|2>5:0.150115537601|2>6:0.590460255839|3>1:0.0822298033078|3>2:0.0751402151542|3>5:0.170802035116|3>6:0.671827946422|5>1:0.0976302825105|5>2:0.0291722401126|5>3:0.0495716593254|5>6:0.823625818052|6>1:0.253079964508|6>2:0.0756211013885|6>3:0.128501049675|6>5:0.542797884429,69,1:0.127583712962|2:0.542901567239|3:0.0461885544644|5:0.195459139672|6:0.087867025663,1,1,1,0,3
