month,R,third_top1,third_top2,third_top3
2026-02,51,0.39215686274509803,0.7450980392156863,0.9215686274509803
2026-03,15,0.4,0.7333333333333333,0.8666666666666667
2026-04,48,0.5,0.8333333333333334,0.9583333333333334
2026-05,101,0.36633663366336633,0.6831683168316832,0.8910891089108911
2026-06,75,0.4,0.7066666666666667,0.9466666666666667
