variant,date,race_code,p,head_hit
CURRENT,2026-09-01,202609011612,0.5325218580242423,0
CURRENT,2026-09-01,202609011801,0.8005420767733666,1
CURRENT,2026-09-01,202609011802,0.7599253122360146,1
CURRENT,2026-09-01,202609011803,0.8765448752903857,1
CURRENT,2026-09-01,202609011804,0.6059144561050309,1
CURRENT,2026-09-01,202609011805,0.29769232740088764,1
CURRENT,2026-09-01,202609011806,0.4077002155978989,0
CURRENT,2026-09-01,202609011807,0.4963863919940513,1
CURRENT,2026-09-01,202609011808,0.25631679669114427,0
CURRENT,2026-09-01,202609011809,0.5607818229439423,0
CURRENT,2026-09-01,202609011810,0.35998930753617553,0
CURRENT,2026-09-01,202609011811,0.5191588468244905,0
CURRENT,2026-09-01,202609011812,0.7579651130280363,1
CURRENT,2026-09-01,202609011901,0.2074664164844573,0
CURRENT,2026-09-01,202609011902,0.5307124895529655,0
CURRENT,2026-09-01,202609011903,0.20752743428597362,0
CURRENT,2026-09-01,202609011904,0.7871409218354545,1
CURRENT,2026-09-01,202609011905,0.8256517970166859,1
CURRENT,2026-09-01,202609011906,0.6385821066102829,0
CURRENT,2026-09-01,202609011907,0.7642470475228036,1
CURRENT,2026-09-01,202609011908,0.5556675881823134,1
CURRENT,2026-09-01,202609011909,0.700999393441649,1
CURRENT,2026-09-01,202609011910,0.8354569015959574,1
CURRENT,2026-09-01,202609011911,0.7480887907019763,1
CURRENT,2026-09-01,202609011912,0.7795178117826593,1
CURRENT,2026-09-01,202609012001,0.3751402922159591,1
CURRENT,2026-09-01,202609012002,0.4543860605728092,0
CURRENT,2026-09-01,202609012003,0.5129096078319905,1
CURRENT,2026-09-01,202609012004,0.29508459616993205,1
CURRENT,2026-09-01,202609012005,0.5568056823277376,0
CURRENT,2026-09-01,202609012006,0.32373124216487037,0
CURRENT,2026-09-01,202609012007,0.5513291839174776,0
CURRENT,2026-09-01,202609012008,0.42285269230547723,0
CURRENT,2026-09-01,202609012009,0.40115146735543333,0
CURRENT,2026-09-01,202609012010,0.457546646369526,0
CURRENT,2026-09-01,202609012011,0.5865497000357983,1
CURRENT,2026-09-01,202609012012,0.7490919724419342,1
CURRENT,2026-09-01,202609012101,0.781387954622039,0
CURRENT,2026-09-01,202609012102,0.5135978836127681,1
CURRENT,2026-09-01,202609012103,0.7473859516146814,1
CURRENT,2026-09-01,202609012104,0.7790155761258047,1
CURRENT,2026-09-01,202609012105,0.8150629420251169,1
CURRENT,2026-09-01,202609012106,0.11154997493280716,0
CURRENT,2026-09-01,202609012107,0.588185933570131,1
CURRENT,2026-09-01,202609012108,0.19634170016061236,0
CURRENT,2026-09-01,202609012109,0.7633622563301662,1
CURRENT,2026-09-01,202609012110,0.720145367294111,0
CURRENT,2026-09-01,202609012111,0.745518370606487,0
CURRENT,2026-09-01,202609012112,0.6647734181335155,1
CURRENT,2026-09-01,202609012401,0.2865644732484497,0
CURRENT,2026-09-01,202609012402,0.42467837639131084,1
CURRENT,2026-09-01,202609012403,0.19516117640229777,1
CURRENT,2026-09-01,202609012404,0.6110041852125602,0
CURRENT,2026-09-01,202609012405,0.24149179303985438,0
CURRENT,2026-09-01,202609012406,0.3796174620989015,1
CURRENT,2026-09-01,202609012407,0.7480235347398703,1
CURRENT,2026-09-01,202609012408,0.7023770375282773,0
CURRENT,2026-09-01,202609012409,0.6921056270108015,0
CURRENT,2026-09-01,202609012410,0.5282945507262234,1
CURRENT,2026-09-01,202609012411,0.5957582710274099,1
CURRENT,2026-09-01,202609012412,0.7132132109742346,1
CURRENT,2026-09-02,202609020501,0.5516933604982079,0
CURRENT,2026-09-02,202609020502,0.5156892243152211,0
CURRENT,2026-09-02,202609020503,0.6554959809981005,0
CURRENT,2026-09-02,202609020504,0.42045630742973716,0
CURRENT,2026-09-02,202609020505,0.5121913669163665,0
CURRENT,2026-09-02,202609020506,0.4367498610284454,0
CURRENT,2026-09-02,202609020507,0.2951335208360423,0
CURRENT,2026-09-02,202609020508,0.7515887797425589,1
CURRENT,2026-09-02,202609020509,0.6312390629964387,1
CURRENT,2026-09-02,202609020510,0.5588410449787528,0
CURRENT,2026-09-02,202609020511,0.7839943022037678,1
CURRENT,2026-09-02,202609020512,0.7558595214461432,1
CURRENT,2026-09-02,202609020601,0.6251462507877967,0
CURRENT,2026-09-02,202609020602,0.20160080802195282,0
CURRENT,2026-09-02,202609020603,0.2598821271542234,0
CURRENT,2026-09-02,202609020604,0.6577927414329838,0
CURRENT,2026-09-02,202609020605,0.5273168536398516,0
CURRENT,2026-09-02,202609020606,0.2535915373841211,0
CURRENT,2026-09-02,202609020607,0.3523308210584887,0
CURRENT,2026-09-02,202609020608,0.5260583715528068,1
CURRENT,2026-09-02,202609020609,0.245368061286613,0
CURRENT,2026-09-02,202609020610,0.7755446508615221,1
CURRENT,2026-09-02,202609020611,0.7280254929147002,1
CURRENT,2026-09-02,202609020612,0.6256621488271641,1
CURRENT,2026-09-02,202609020801,0.8698431813231736,0
CURRENT,2026-09-02,202609020802,0.30025893938484527,1
CURRENT,2026-09-02,202609020803,0.6081291794785477,0
CURRENT,2026-09-02,202609020804,0.5496916827551441,0
CURRENT,2026-09-02,202609020805,0.6765273175134164,1
CURRENT,2026-09-02,202609020806,0.5640999141953977,1
CURRENT,2026-09-02,202609020807,0.706748650422793,1
CURRENT,2026-09-02,202609020808,0.7854406813275445,0
CURRENT,2026-09-02,202609020809,0.7838270693989525,0
CURRENT,2026-09-02,202609020810,0.5585670701168114,1
CURRENT,2026-09-02,202609020811,0.6254579659476474,1
CURRENT,2026-09-02,202609020812,0.7514620941368666,1
CURRENT,2026-09-02,202609021201,0.5109807568646234,1
CURRENT,2026-09-02,202609021202,0.6449230442047368,1
CURRENT,2026-09-02,202609021203,0.17439565561379883,0
CURRENT,2026-09-02,202609021204,0.4826595785958372,0
CURRENT,2026-09-02,202609021205,0.6512647187541003,0
CURRENT,2026-09-02,202609021206,0.2941069272791144,0
CURRENT,2026-09-02,202609021207,0.4020545774348776,0
CURRENT,2026-09-02,202609021208,0.47656825000379266,1
CURRENT,2026-09-02,202609021209,0.27341131434235627,1
CURRENT,2026-09-02,202609021210,0.8381967509056142,0
CURRENT,2026-09-02,202609021211,0.8107238385041996,1
CURRENT,2026-09-02,202609021212,0.8012040311922456,1
CURRENT,2026-09-02,202609021301,0.5254856323352426,0
CURRENT,2026-09-02,202609021302,0.3641984659068862,1
CURRENT,2026-09-02,202609021303,0.32408812915563,1
CURRENT,2026-09-02,202609021304,0.3548278952525684,0
CURRENT,2026-09-02,202609021305,0.5978259566908909,1
CURRENT,2026-09-02,202609021306,0.7175871246855425,0
CURRENT,2026-09-02,202609021307,0.6102827914257001,1
CURRENT,2026-09-02,202609021308,0.22536899548964798,0
CURRENT,2026-09-02,202609021309,0.45458806788105577,1
CURRENT,2026-09-02,202609021310,0.8246375017713999,1
CURRENT,2026-09-02,202609021311,0.2971755959879857,0
CURRENT,2026-09-02,202609021312,0.7404639716353852,0
CURRENT,2026-09-02,202609021601,0.8016423897147746,1
CURRENT,2026-09-02,202609021602,0.8759404208223944,1
CURRENT,2026-09-02,202609021603,0.35170347922578493,0
CURRENT,2026-09-02,202609021604,0.5006321700198612,0
CURRENT,2026-09-02,202609021605,0.3057611598501664,0
CURRENT,2026-09-02,202609021606,0.6029996595278581,1
CURRENT,2026-09-02,202609021607,0.6331790345371142,1
CURRENT,2026-09-02,202609021608,0.6824467377783732,1
CURRENT,2026-09-02,202609021609,0.6132244049797165,0
CURRENT,2026-09-02,202609021610,0.6016709794599951,1
CURRENT,2026-09-02,202609021611,0.5244055097451572,1
CURRENT,2026-09-02,202609021612,0.7630826758887367,1
CURRENT,2026-09-02,202609021701,0.6617330692618638,1
CURRENT,2026-09-02,202609021702,0.5316595758012553,0
CURRENT,2026-09-02,202609021703,0.5207339694678247,1
CURRENT,2026-09-02,202609021704,0.7239633238791956,1
CURRENT,2026-09-02,202609021705,0.34515979979031963,1
CURRENT,2026-09-02,202609021706,0.49525758710287404,1
CURRENT,2026-09-02,202609021707,0.4398448318922888,0
CURRENT,2026-09-02,202609021708,0.2511458352082137,0
CURRENT,2026-09-02,202609021709,0.46007492134791667,1
CURRENT,2026-09-02,202609021710,0.3297667449095978,0
CURRENT,2026-09-02,202609021711,0.6197806817863124,1
CURRENT,2026-09-02,202609021712,0.6138782021687083,1
CURRENT,2026-09-02,202609021801,0.8125098797073804,1
CURRENT,2026-09-02,202609021802,0.7391643879060433,1
CURRENT,2026-09-02,202609021803,0.6683122439839546,1
CURRENT,2026-09-02,202609021804,0.507129424292245,0
CURRENT,2026-09-02,202609021805,0.6079721344250324,1
CURRENT,2026-09-02,202609021806,0.6046044984830287,1
CURRENT,2026-09-02,202609021807,0.3033767948329355,0
CURRENT,2026-09-02,202609021808,0.1393156673716321,1
CURRENT,2026-09-02,202609021809,0.6030081205967238,1
CURRENT,2026-09-02,202609021810,0.5286914708271251,0
CURRENT,2026-09-02,202609021811,0.6897001766332409,0
CURRENT,2026-09-02,202609021812,0.8132132057093295,1
CURRENT,2026-09-02,202609021901,0.7102319398525136,1
CURRENT,2026-09-02,202609021902,0.292862930102717,1
CURRENT,2026-09-02,202609021903,0.5619520430202116,1
CURRENT,2026-09-02,202609021904,0.7753647180302966,1
CURRENT,2026-09-02,202609021905,0.7242530361435693,1
CURRENT,2026-09-02,202609021906,0.6497276635071427,1
CURRENT,2026-09-02,202609021907,0.8075448177652449,1
CURRENT,2026-09-02,202609021908,0.6960718705005343,1
CURRENT,2026-09-02,202609021909,0.7906800691419167,1
CURRENT,2026-09-02,202609021910,0.818157504511842,1
CURRENT,2026-09-02,202609021911,0.7895972986419798,1
CURRENT,2026-09-02,202609021912,0.7095628778015188,1
CURRENT,2026-09-02,202609022001,0.3537990865685027,0
CURRENT,2026-09-02,202609022002,0.4974351533659595,0
CURRENT,2026-09-02,202609022003,0.5966054345563739,1
CURRENT,2026-09-02,202609022004,0.5462055281931331,0
CURRENT,2026-09-02,202609022005,0.6965278392517752,0
CURRENT,2026-09-02,202609022006,0.2495838392951873,0
CURRENT,2026-09-02,202609022007,0.6221200587009498,0
CURRENT,2026-09-02,202609022008,0.474262415626421,0
CURRENT,2026-09-02,202609022009,0.23735612279410498,0
CURRENT,2026-09-02,202609022010,0.7244751498025951,0
CURRENT,2026-09-02,202609022011,0.7861601028992407,1
CURRENT,2026-09-02,202609022012,0.6993903727832745,1
CURRENT,2026-09-02,202609022101,0.7375870300213155,0
CURRENT,2026-09-02,202609022102,0.38599214403704013,1
CURRENT,2026-09-02,202609022103,0.6390651998544299,1
CURRENT,2026-09-02,202609022104,0.6988199739544508,1
CURRENT,2026-09-02,202609022105,0.7411588417554036,1
CURRENT,2026-09-02,202609022106,0.6223627973767255,1
CURRENT,2026-09-02,202609022107,0.5516578752178817,1
CURRENT,2026-09-02,202609022108,0.4378951574376376,0
CURRENT,2026-09-02,202609022109,0.4429570117291701,0
CURRENT,2026-09-02,202609022110,0.4946300979440159,1
CURRENT,2026-09-02,202609022111,0.6768471190121473,1
CURRENT,2026-09-02,202609022112,0.6061993442466411,1
CURRENT,2026-09-02,202609022201,0.7268730564063878,1
CURRENT,2026-09-02,202609022202,0.2396203293979832,0
CURRENT,2026-09-02,202609022203,0.3400562795314226,1
CURRENT,2026-09-02,202609022204,0.3955052756937208,0
CURRENT,2026-09-02,202609022205,0.2940892239704191,1
CURRENT,2026-09-02,202609022206,0.35784866657265696,1
CURRENT,2026-09-02,202609022207,0.5703750454897899,1
CURRENT,2026-09-02,202609022208,0.7290319081297131,1
CURRENT,2026-09-02,202609022209,0.7086922061503561,0
CURRENT,2026-09-02,202609022210,0.7707192459267884,1
CURRENT,2026-09-02,202609022211,0.5385163987869626,1
CURRENT,2026-09-02,202609022212,0.7832077594671112,1
CURRENT,2026-09-02,202609022401,0.5415280190756959,1
CURRENT,2026-09-02,202609022402,0.5374278108599572,0
CURRENT,2026-09-02,202609022403,0.4265474229785534,1
CURRENT,2026-09-02,202609022404,0.5962750805994336,1
CURRENT,2026-09-02,202609022405,0.41840247032647676,0
CURRENT,2026-09-02,202609022406,0.419498501045257,0
CURRENT,2026-09-02,202609022407,0.797766803700287,1
CURRENT,2026-09-02,202609022408,0.7362013920268666,1
CURRENT,2026-09-02,202609022409,0.9435665583563463,0
CURRENT,2026-09-02,202609022410,0.7075124958209581,1
CURRENT,2026-09-02,202609022411,0.6902006411988713,1
CURRENT,2026-09-02,202609022412,0.8377453447929873,1
CURRENT,2026-09-03,202609030201,0.18446986706772345,0
CURRENT,2026-09-03,202609030202,0.18459961595404958,0
CURRENT,2026-09-03,202609030203,0.2338863319519561,0
CURRENT,2026-09-03,202609030204,0.3423864389390306,1
CURRENT,2026-09-03,202609030205,0.3712873343307112,1
CURRENT,2026-09-03,202609030206,0.18669418624949408,0
CURRENT,2026-09-03,202609030207,0.8474930819413797,1
CURRENT,2026-09-03,202609030208,0.16246330908734133,0
CURRENT,2026-09-03,202609030209,0.1686420417352956,0
CURRENT,2026-09-03,202609030210,0.6523587234267114,0
CURRENT,2026-09-03,202609030211,0.6257965822724124,1
CURRENT,2026-09-03,202609030212,0.3684040192951687,0
CURRENT,2026-09-03,202609030601,0.4920645119090162,1
CURRENT,2026-09-03,202609030602,0.27051602222393684,0
CURRENT,2026-09-03,202609030603,0.3507868171656786,0
CURRENT,2026-09-03,202609030604,0.8199626755131314,1
CURRENT,2026-09-03,202609030605,0.2788509563134509,0
CURRENT,2026-09-03,202609030606,0.33169427908568033,1
CURRENT,2026-09-03,202609030607,0.3830950893284035,0
CURRENT,2026-09-03,202609030608,0.8035562696128661,0
CURRENT,2026-09-03,202609030609,0.617793417876599,1
CURRENT,2026-09-03,202609030610,0.663926181482662,1
CURRENT,2026-09-03,202609030611,0.8009538984516099,1
CURRENT,2026-09-03,202609030612,0.7752394375254915,1
CURRENT,2026-09-03,202609030801,0.7038282601440122,0
CURRENT,2026-09-03,202609030802,0.6782174320503183,0
CURRENT,2026-09-03,202609030803,0.6445772416044214,0
CURRENT,2026-09-03,202609030804,0.6179028054604899,1
CURRENT,2026-09-03,202609030805,0.7666688574432939,1
CURRENT,2026-09-03,202609030806,0.824132374068639,1
CURRENT,2026-09-03,202609030807,0.6991559817644495,1
CURRENT,2026-09-03,202609030808,0.6373294184074871,1
CURRENT,2026-09-03,202609030809,0.7352144685170003,1
CURRENT,2026-09-03,202609030810,0.44084179470023077,0
CURRENT,2026-09-03,202609030811,0.7296455901852539,1
CURRENT,2026-09-03,202609030812,0.7366966578067631,1
CURRENT,2026-09-03,202609030901,0.5817351021241779,1
CURRENT,2026-09-03,202609030902,0.6828095823984996,0
CURRENT,2026-09-03,202609030903,0.7600718191312706,0
CURRENT,2026-09-03,202609030904,0.5355226654229924,1
CURRENT,2026-09-03,202609030905,0.6961051516797145,1
CURRENT,2026-09-03,202609030906,0.676275099188202,0
CURRENT,2026-09-03,202609030907,0.6117764734504132,1
CURRENT,2026-09-03,202609030908,0.7145653973249917,0
CURRENT,2026-09-03,202609030909,0.660525124187997,1
CURRENT,2026-09-03,202609030910,0.7557857279594378,0
CURRENT,2026-09-03,202609030911,0.7541187347147017,1
CURRENT,2026-09-03,202609030912,0.6827540214326665,0
CURRENT,2026-09-03,202609031001,0.810158521692417,1
CURRENT,2026-09-03,202609031002,0.3810573041916891,0
CURRENT,2026-09-03,202609031003,0.6223323318567286,1
CURRENT,2026-09-03,202609031004,0.6671782472264268,1
CURRENT,2026-09-03,202609031005,0.6275918177335941,1
CURRENT,2026-09-03,202609031006,0.44602308629993304,0
CURRENT,2026-09-03,202609031007,0.23923460839717645,0
CURRENT,2026-09-03,202609031008,0.31168245284010104,0
CURRENT,2026-09-03,202609031009,0.3048772942737924,1
CURRENT,2026-09-03,202609031010,0.527990628800059,0
CURRENT,2026-09-03,202609031011,0.4073804853323054,0
CURRENT,2026-09-03,202609031012,0.5918496581897108,0
CURRENT,2026-09-03,202609031201,0.519957387681058,0
CURRENT,2026-09-03,202609031202,0.5073670721114106,0
CURRENT,2026-09-03,202609031203,0.39655837082820083,0
CURRENT,2026-09-03,202609031204,0.5065135601589646,1
CURRENT,2026-09-03,202609031205,0.6397828259818427,0
CURRENT,2026-09-03,202609031206,0.21043620951882788,0
CURRENT,2026-09-03,202609031207,0.2831758695732041,0
CURRENT,2026-09-03,202609031208,0.6952163710948088,1
CURRENT,2026-09-03,202609031209,0.6614875431998509,0
CURRENT,2026-09-03,202609031210,0.74653688914857,1
CURRENT,2026-09-03,202609031211,0.6621647482193471,0
CURRENT,2026-09-03,202609031212,0.693188537695228,0
CURRENT,2026-09-03,202609031301,0.39997737332401967,0
CURRENT,2026-09-03,202609031302,0.5253345200200793,0
CURRENT,2026-09-03,202609031303,0.2517476377238645,0
CURRENT,2026-09-03,202609031304,0.7080397644951207,1
CURRENT,2026-09-03,202609031305,0.694999125243353,1
CURRENT,2026-09-03,202609031306,0.4321752435333225,1
CURRENT,2026-09-03,202609031307,0.573869453426689,1
CURRENT,2026-09-03,202609031308,0.2892744021035097,0
CURRENT,2026-09-03,202609031309,0.6359583388226882,1
CURRENT,2026-09-03,202609031310,0.8899302521365416,1
CURRENT,2026-09-03,202609031311,0.5799385365694602,0
CURRENT,2026-09-03,202609031312,0.6680487833959766,1
CURRENT,2026-09-03,202609031601,0.8284493406160264,1
CURRENT,2026-09-03,202609031602,0.45442982711106056,0
CURRENT,2026-09-03,202609031603,0.43075182079795643,0
CURRENT,2026-09-03,202609031604,0.5734102831503382,0
CURRENT,2026-09-03,202609031605,0.6512499341064418,1
CURRENT,2026-09-03,202609031606,0.6587958436453387,1
CURRENT,2026-09-03,202609031607,0.8982662145907878,1
CURRENT,2026-09-03,202609031608,0.5973640054537925,0
CURRENT,2026-09-03,202609031609,0.6244060239045259,0
CURRENT,2026-09-03,202609031610,0.7470090396965211,0
CURRENT,2026-09-03,202609031611,0.5320429299952666,0
CURRENT,2026-09-03,202609031612,0.768582257075774,1
CURRENT,2026-09-03,202609031701,0.75183087831162,1
CURRENT,2026-09-03,202609031702,0.4042606818171906,0
CURRENT,2026-09-03,202609031703,0.30550861280624175,0
CURRENT,2026-09-03,202609031704,0.6798087342102282,1
CURRENT,2026-09-03,202609031705,0.30539279199588687,0
CURRENT,2026-09-03,202609031706,0.24654190151368996,0
CURRENT,2026-09-03,202609031707,0.7210649455229997,1
CURRENT,2026-09-03,202609031708,0.5463292905358917,0
CURRENT,2026-09-03,202609031709,0.46237174719273094,0
CURRENT,2026-09-03,202609031710,0.2361801684739492,1
CURRENT,2026-09-03,202609031711,0.6761023689124676,1
CURRENT,2026-09-03,202609031712,0.4295182115637947,1
CURRENT,2026-09-03,202609031801,0.8317843597299694,1
CURRENT,2026-09-03,202609031802,0.8131052481290413,1
CURRENT,2026-09-03,202609031803,0.809651596258874,1
CURRENT,2026-09-03,202609031804,0.6863808895800138,1
CURRENT,2026-09-03,202609031805,0.728288780877251,1
CURRENT,2026-09-03,202609031806,0.5339139278579315,0
CURRENT,2026-09-03,202609031807,0.1966563424703808,0
CURRENT,2026-09-03,202609031808,0.38033981595475513,0
CURRENT,2026-09-03,202609031809,0.8428552179430193,1
CURRENT,2026-09-03,202609031810,0.23281434657961694,0
CURRENT,2026-09-03,202609031811,0.5506687864894383,0
CURRENT,2026-09-03,202609031812,0.7130414728684203,0
CURRENT,2026-09-03,202609031901,0.6963012078738207,1
CURRENT,2026-09-03,202609031902,0.6057048766905587,1
CURRENT,2026-09-03,202609031903,0.6275113483398963,1
CURRENT,2026-09-03,202609031904,0.7655236258351362,1
CURRENT,2026-09-03,202609031905,0.6174482237899834,1
CURRENT,2026-09-03,202609031906,0.5673837063934596,1
CURRENT,2026-09-03,202609031907,0.741456831744053,1
CURRENT,2026-09-03,202609031908,0.5775785082536011,1
CURRENT,2026-09-03,202609031909,0.6419271617689436,1
CURRENT,2026-09-03,202609031910,0.7905635962119969,1
CURRENT,2026-09-03,202609031911,0.7600487601503315,1
CURRENT,2026-09-03,202609031912,0.8365376713582042,1
CURRENT,2026-09-03,202609032001,0.33245652937117587,1
CURRENT,2026-09-03,202609032002,0.14877695072648742,0
CURRENT,2026-09-03,202609032003,0.5065049890875973,0
CURRENT,2026-09-03,202609032004,0.39890094690185923,0
CURRENT,2026-09-03,202609032005,0.4243693518102108,1
CURRENT,2026-09-03,202609032006,0.21743431592064097,0
CURRENT,2026-09-03,202609032007,0.4000416157085963,0
CURRENT,2026-09-03,202609032008,0.5177129430241233,1
CURRENT,2026-09-03,202609032009,0.7197147735410288,1
CURRENT,2026-09-03,202609032010,0.6076313361359784,1
CURRENT,2026-09-03,202609032011,0.5506469198057548,0
CURRENT,2026-09-03,202609032012,0.5803780200469022,1
CURRENT,2026-09-03,202609032201,0.42818383644433583,0
CURRENT,2026-09-03,202609032202,0.5116373950501831,0
CURRENT,2026-09-03,202609032203,0.18016069717577815,1
CURRENT,2026-09-03,202609032204,0.36041371347578277,1
CURRENT,2026-09-03,202609032205,0.27164473774760456,0
CURRENT,2026-09-03,202609032206,0.34297061340464213,1
CURRENT,2026-09-03,202609032207,0.5365334774005209,1
CURRENT,2026-09-03,202609032208,0.6182102882778961,1
CURRENT,2026-09-03,202609032209,0.8132742909270972,1
CURRENT,2026-09-03,202609032210,0.6037713015721259,0
CURRENT,2026-09-03,202609032211,0.8314460901175665,1
CURRENT,2026-09-03,202609032212,0.6710612965359526,0
CURRENT,2026-09-03,202609032401,0.6380002957283847,0
CURRENT,2026-09-03,202609032402,0.6470270547419019,1
CURRENT,2026-09-03,202609032403,0.4214984308037258,0
CURRENT,2026-09-03,202609032404,0.2046345408590112,0
CURRENT,2026-09-03,202609032405,0.5671447228326683,0
CURRENT,2026-09-03,202609032406,0.5642340923465692,0
CURRENT,2026-09-03,202609032407,0.7679723308830593,1
CURRENT,2026-09-03,202609032408,0.527803226197816,1
CURRENT,2026-09-03,202609032409,0.7865063152138914,1
CURRENT,2026-09-03,202609032410,0.40991919671884575,0
CURRENT,2026-09-03,202609032411,0.7138072214091767,1
CURRENT,2026-09-03,202609032412,0.8064928124830728,1
CURRENT,2026-09-04,202609040201,0.4526456498127612,1
CURRENT,2026-09-04,202609040202,0.06439384457266209,0
CURRENT,2026-09-04,202609040203,0.23836699707614978,1
CURRENT,2026-09-04,202609040204,0.18747044333251947,0
CURRENT,2026-09-04,202609040205,0.44600167643520383,0
CURRENT,2026-09-04,202609040206,0.21677204051541382,0
CURRENT,2026-09-04,202609040207,0.5183958516880887,1
CURRENT,2026-09-04,202609040208,0.25303889618742625,0
CURRENT,2026-09-04,202609040209,0.07193873474367884,0
CURRENT,2026-09-04,202609040210,0.6201897283124559,1
CURRENT,2026-09-04,202609040211,0.4650608602414773,0
CURRENT,2026-09-04,202609040212,0.6264688512897774,1
CURRENT,2026-09-04,202609040601,0.3694541707118216,0
CURRENT,2026-09-04,202609040602,0.5814200253147264,1
CURRENT,2026-09-04,202609040603,0.33882431343955,0
