date,race_code,boat,racer_id,course,ex_st,actual_st,fstate,neighbor_ctx,hist_player_n,hist_course_n,hist_fstate_n,hist_neighbor_n,hist_meet_n,pred_player,pred_player_course,pred_player_fstate,pred_player_neighbor,pred_player_meet
2026-07-01,202607012303,2,5343,2,0.31,0.07,N,MIXED,33,5,26,16,6,0.36379064300323305,0.3575221689108544,0.3288357455631062,0.3814883571826999,0.34751625720129325
2026-07-01,202607012303,3,5285,3,0.37,0.16,N,BOTH_FASTER,17,4,16,1,6,0.41566657959774156,0.4213999477586449,0.3992727035266568,0.3719999253694928,0.36726663183909664
2026-07-01,202607012303,4,5139,5,-0.18,0.24,F,BOTH_SLOWER,41,7,13,6,6,-0.08719612452668582,-0.0917828267046242,-0.002798776166321848,-0.04526472893000957,-0.07487844981067432
2026-07-01,202607012303,5,5014,4,-0.01,0.16,F,MIXED,20,3,1,10,6,0.05476658830463408,0.04762216998086717,0.07265707568968637,0.058037470614237786,0.07090663532185364
2026-07-01,202607012303,6,5391,6,-0.05,0.26,F,EDGE,21,9,5,9,6,0.020096698359323303,0.03003867934372932,0.06550729001417634,0.03003867934372932,0.006038679343729314
2026-07-01,202607011004,1,4710,1,0.02,0.15,N,EDGE,43,10,32,16,6,0.11307542734224572,0.11865328525334215,0.08838033063298617,0.12129329836606703,0.1132301709368983
2026-07-01,202607011004,2,3579,2,0.12,0.24,N,BOTH_FASTER,26,6,24,8,6,0.13730549025386174,0.1544860784602642,0.10912776471743901,0.10670235296594073,0.10192219610154468
2026-07-01,202607011004,3,3955,3,0.09,0.21,N,BOTH_SLOWER,35,7,25,3,6,0.21362216998086714,0.19628715537578484,0.19134622644790977,0.23241477998724475,0.23044886799234685
2026-07-01,202607011004,4,5050,4,0.33,0.15,N,BOTH_FASTER,46,7,42,11,6,0.37576781516319685,0.36881591469070624,0.3582209768953996,0.36380040535171654,0.32930712606527873
2026-07-01,202607011004,5,4703,5,0.12,0.11,N,BOTH_SLOWER,44,6,31,7,6,0.18579625276183376,0.15206479304758352,0.1441831761235406,0.2442136551208463,0.20231850110473348
2026-07-01,202607011004,6,4177,6,0.21,0.15,N,EDGE,35,7,32,13,6,0.278511058869756,0.28238971947834896,0.26923858824259306,0.28689822911676505,0.2764044235479024
2026-07-01,202607012304,1,4680,1,0.15,0.08,N,EDGE,36,5,29,12,6,0.22832603585084832,0.23635965591864452,0.1991416061458597,0.28166423417250497,0.21533041434033934
2026-07-01,202607012304,2,4124,2,0.22,0.07,N,MIXED,24,3,19,8,6,0.28332346026879474,0.25888230684586316,0.2551976304645107,0.27285291154376917,0.2703293841075179
2026-07-01,202607012304,3,5271,3,0.21,0.02,N,MIXED,25,5,19,10,6,0.2817999328325435,0.3027999633632055,0.25723198387981044,0.3306749748122038,0.2847199731330174
2026-07-01,202607012304,4,4788,4,0.16,0.18,N,BOTH_SLOWER,36,2,28,5,6,0.2398477749812831,0.2473858312359623,0.21820843087904998,0.25809878635342715,0.24293910999251322
2026-07-01,202607012304,5,4023,5,0.19,0.18,N,BOTH_FASTER,24,4,22,6,6,0.24861757791585362,0.23617054674951216,0.22791805241054006,0.21597545562459347,0.20244703116634144
2026-07-01,202607012304,6,4568,6,0.13,0.15,N,EDGE,25,4,24,10,6,0.18294278997540064,0.18476567398524038,0.1752552246617468,0.19047854624077526,0.17517711599016025
2026-07-01,202607011005,1,5057,1,0.06,0.13,N,EDGE,37,5,33,10,6,0.0883616521093409,0.06728817387782231,0.06000435673477039,0.06688561954100283,0.07934466084373636
2026-07-01,202607011005,2,3562,2,0.17,0.15,N,MIXED,37,6,33,17,6,0.22857441806678772,0.21345387570006052,0.21285760277950583,0.2418020221043794,0.2184297672267151
2026-07-01,202607011005,3,4565,3,0.28,0.11,N,BOTH_FASTER,36,5,28,8,6,0.34158690541606573,0.2999564938633086,0.31116239507342336,0.2635372451783139,0.3056347621664263
2026-07-01,202607011005,4,3893,4,0.12,0.16,N,MIXED,36,7,29,15,6,0.19484777498128308,0.1460835884528999,0.17454533285393425,0.2128136499946523,0.22593910999251324
2026-07-01,202607011005,5,4319,5,0.03,0.14,N,BOTH_SLOWER,42,5,36,8,6,0.12044226248344274,0.15205941590005967,0.1117298470214442,0.14590382677861832,0.1121769049933771
2026-07-01,202607011005,6,4969,6,0.11,0.17,N,EDGE,28,4,24,7,6,0.16481572760892163,0.177889436565353,0.13029647885511766,0.16222264351180998,0.09092629104356865
2026-07-01,202607012305,1,4556,1,0.19,0.27,N,EDGE,39,12,35,18,6,0.24536729896202086,0.25456687743178474,0.23054155594566159,0.26050849140717186,0.26814691958480835
2026-07-01,202607012305,2,5344,2,0.01,0.17,N,BOTH_SLOWER,33,6,22,6,6,0.10076738718927959,0.12371702692797314,0.06980729725484563,0.11288369359463979,0.14830695487571183
2026-07-01,202607012305,3,4424,3,0.16,0.31,N,BOTH_FASTER,41,8,38,7,6,0.18947054213998082,0.15834451805999178,0.17220052847363376,0.1497556348338373,0.19878821685599235
2026-07-01,202607012305,4,5117,4,0.07,0.22,N,MIXED,28,4,20,15,6,0.15981572760892165,0.186889436565353,0.12688055252513578,0.16851877931683476,0.14492629104356866
2026-07-01,202607012305,5,4071,5,0.01,0.17,N,BOTH_SLOWER,31,5,29,1,6,0.057634089003390794,0.052345866729122247,0.04502298668629557,0.02797207628862069,0.1040536356013563
2026-07-01,202607012305,6,3232,6,0.05,0.2,N,EDGE,34,4,26,11,6,0.12143176475315959,0.15285905885189577,0.08933095589121742,0.14109356403052692,0.14457270590126384
2026-07-01,202607011101,1,3305,1,-0.09,0.29,F,EDGE,27,5,1,8,6,-0.03100006353678319,-0.04327276192915446,-0.008000054460099881,-0.03971431294433565,-0.037400025414713274
2026-07-01,202607011101,2,3564,2,-0.18,0.26,F,BOTH_SLOWER,38,6,17,17,6,-0.05410421564293705,-0.04455210782146851,0.028929335049668575,0.011972813310538205,-0.0476416862571748
2026-07-01,202607011101,3,5157,3,0.25,0.23,N,BOTH_FASTER,35,4,32,7,6,0.2987332810919783,0.309239968655187,0.2805894654355755,0.25787689896552846,0.2714933124367913
2026-07-01,202607011101,4,4618,4,0.14,0.14,N,BOTH_SLOWER,31,4,25,3,6,0.22446335729607372,0.22967801437764426,0.1905412949605304,0.2907533493084936,0.2177853429184295
2026-07-01,202607011101,5,5190,5,0.19,0.13,N,BOTH_FASTER,34,4,30,7,6,0.22688631020770506,0.20713178612462302,0.1917032739235064,0.15163983548047927,0.19575452408308203
2026-07-01,202607011101,6,4864,6,0.07,0.07,N,EDGE,30,2,25,8,6,0.12157494122847556,0.10618120592135667,0.08772418217325334,0.12567497481220383,0.12762997649139024
2026-07-01,202607010801,1,5216,1,0.03,0.19,N,EDGE,50,9,47,16,6,0.07054996081898371,0.09355331766092682,0.05459056160214909,0.10924089840517737,0.10021998432759349
2026-07-01,202607010801,2,3701,2,0.01,0.21,N,MIXED,36,6,33,16,6,0.05223907932910918,0.04945287299788793,0.028549601948068083,0.06924702163521158,0.06289563173164367
2026-07-01,202607010801,3,4034,3,-0.02,0.15,F,BOTH_SLOWER,32,7,8,4,6,0.08816661069378626,0.1045384357048244,0.187785690297337,0.12789996641627177,0.0832666442775145
2026-07-01,202607010801,4,4752,4,0.07,0.17,N,BOTH_FASTER,33,5,25,7,6,0.13890692207300054,0.16213104840345485,0.10914327523993558,0.10103396403369255,0.1355627688292002
2026-07-01,202607010801,5,5345,5,0.01,0.17,N,BOTH_SLOWER,36,5,33,2,6,0.06528255758997874,0.04742684959453386,0.04876141911640698,0.06271191819248405,0.0761130230359915
2026-07-01,202607010801,6,5380,6,0.1,0.24,N,EDGE,29,14,28,14,6,0.150589683311257,0.1826769049933771,0.13745700293728066,0.1826769049933771,0.1602358733245028
2026-07-01,202607011601,1,4441,1,0.15,0.1,N,EDGE,38,8,37,13,6,0.17214578435706296,0.16377676472445554,0.1556482489800553,0.17646708979696724,0.17285831374282518
2026-07-01,202607011601,5,5075,5,0.16,0.15,N,BOTH_FASTER,42,7,29,5,6,0.24794226248344273,0.23135796730005048,0.2002186735685902,0.19524123408187785,0.2691769049933771
2026-07-01,202607011601,6,4530,6,-0.02,0.13,F,EDGE,36,4,4,14,6,0.06332603585084833,0.09899562151050899,0.106995621510509,0.08449781075525448,0.08433041434033932
2026-07-01,202607011006,1,4449,1,0.1,0.13,N,EDGE,30,4,24,9,6,0.16657494122847555,0.13594496473708534,0.15664832157902844,0.19262997649139024,0.14262997649139023
2026-07-01,202607011006,2,4429,2,0.11,0.18,N,MIXED,29,5,23,8,6,0.19264096536253902,0.240531435652294,0.1729601997301805,0.2089889851553739,0.20205638614501562
2026-07-01,202607011006,3,3814,3,0.1,0.16,N,MIXED,37,5,32,15,6,0.15240420530083026,0.14403865743681651,0.12774803241592056,0.17782977294309438,0.1449616821203321
2026-07-01,202607011006,4,4738,4,0.14,0.08,N,BOTH_FASTER,45,9,36,5,6,0.2158726845298004,0.20768240714525352,0.19583895493282866,0.1804760097435275,0.19834907381192018
2026-07-01,202607011006,5,4601,5,-0.01,0.09,F,BOTH_SLOWER,41,1,14,5,6,0.07064701272821614,0.08341172519561382,0.14519410381846484,0.11944382512448155,0.12125880509128646
2026-07-01,202607011006,6,5447,6,0.15,0.22,N,EDGE,19,19,17,19,6,0.20803440169444903,0.20352825640666777,0.18687853957246497,0.20352825640666777,0.2602137606777796
2026-07-01,202607010201,1,3922,1,0.01,0.18,N,EDGE,32,4,25,8,6,0.09816661069378624,0.09789996641627176,0.07738708594073282,0.11778569029733696,0.043266644277514504
2026-07-01,202607010201,2,3797,2,-0.03,0.16,F,BOTH_SLOWER,33,6,7,2,6,0.1077441313753261,0.07053873235432971,0.19434344525015051,0.1408080985314946,0.11309765255013046
2026-07-01,202607010201,3,4081,3,0.21,0.11,N,BOTH_FASTER,38,10,36,11,6,0.2561041176903963,0.25228904413389863,0.2425386834795804,0.22038968859661046,0.2514416470761585
2026-07-01,202607010201,4,3620,4,0.17,0.12,N,MIXED,19,3,18,6,6,0.2332068154875525,0.2143600992139239,0.22538503720522146,0.24327007441044293,0.19728272619502102
2026-07-01,202607010201,5,5242,5,0.11,0.13,N,MIXED,30,10,29,10,6,0.17382494122847555,0.19455935296067833,0.1692271327820244,0.17893435296067833,0.16752997649139023
2026-07-01,202607010201,6,4404,6,-0.1,0.09,F,EDGE,19,2,2,4,6,-0.005413874167619917,-0.012810405625714935,0.014689594374285075,-0.030248324500571952,0.003834450332952044
2026-07-01,202607011701,1,4359,1,0.03,0.12,N,EDGE,39,7,38,15,6,0.04638770712528617,0.07064048021167055,0.03178014188072085,0.0618250591786532,0.060555082850114475
2026-07-01,202607011701,2,4343,2,0.02,0.15,N,MIXED,31,6,25,15,6,0.11641457680826886,0.0998739550708011,0.10930604712418107,0.11611845051664825,0.13156583072330755
2026-07-01,202607011701,3,3932,3,0.02,0.1,N,MIXED,22,3,20,9,6,0.057593676535594454,0.016173562134840745,0.0363677715082141,0.06637080394757111,0.017037470614237778
2026-07-01,202607011701,4,3652,4,0.11,0.17,N,MIXED,28,5,27,13,6,0.19376309602997427,0.1993253251072587,0.19553268412666203,0.22750413558841293,0.2005052384119897
2026-07-01,202607011701,5,3286,5,0.12,0.15,N,MIXED,16,3,11,7,6,0.22819221727457778,0.24101703373860742,0.21053842962632158,0.23455025412672822,0.2252768869098311
2026-07-01,202607011701,6,5452,6,0.17,0.28,N,EDGE,24,24,22,24,6,0.2074411073276183,0.19682155479885702,0.17730880871306107,0.19682155479885702,0.18497644293104734
2026-07-01,202607012306,1,5207,1,-0.04,0.19,F,EDGE,39,5,12,10,6,0.06720403365589844,0.038474927448671876,0.1390680112186328,0.06520151262096191,0.07688161346235936
2026-07-01,202607012306,2,4991,2,-0.01,0.23,F,MIXED,37,5,9,15,6,0.054957396790191966,0.06815858006737743,0.1413162920494101,0.09189258955910247,0.0019829587160767933
2026-07-01,202607012306,3,4734,3,0.12,0.25,N,MIXED,30,4,24,21,6,0.20232494122847555,0.20939496473708533,0.18079832157902842,0.2031092461989205,0.16492997649139024
2026-07-01,202607012306,4,5299,4,0.11,0.16,N,MIXED,30,5,24,10,6,0.14882494122847556,0.14844996794280485,0.11676498824569512,0.12205935296067834,0.10652997649139022
2026-07-01,202607012306,5,5211,5,0.22,0.12,N,BOTH_FASTER,28,6,23,6,6,0.28297362234576373,0.2739868111728819,0.25199454255429593,0.2448201445062152,0.2641894489383055
2026-07-01,202607012306,6,4871,6,0.0,0.25,N,EDGE,28,3,24,8,6,0.05849993813523742,0.043444403201269396,0.03503332096038082,0.03721425920081605,-0.01260002474590503
2026-07-01,202607011102,1,4672,1,0.08,0.11,N,EDGE,31,3,22,7,6,0.192756040222903,0.20405958237082422,0.1691620086191935,0.1881950954874937,0.2321024160891612
2026-07-01,202607011102,2,4204,2,0.08,0.14,N,MIXED,18,4,16,7,6,0.15296420175496508,0.18377852105297904,0.14171750956953594,0.16521424696383002,0.15818568070198602
2026-07-01,202607011102,3,4039,3,-0.01,0.15,F,MIXED,40,7,10,14,6,0.08205995298278045,0.08095074753051404,0.13389748236854263,0.08411798589483414,0.07882398119311218
2026-07-01,202607011102,4,4089,4,-0.03,0.19,F,MIXED,26,4,3,12,6,0.022305490253861728,0.05638329415231705,0.07820366016924116,0.05132405230684281,0.005922196101544694
2026-07-01,202607011102,5,4460,5,-0.01,0.19,F,MIXED,22,2,2,8,6,0.05165617653559445,0.06749213240169584,0.08874213240169584,0.07285264708668335,-0.01033752938576222
2026-07-01,202607011102,6,5143,6,-0.04,0.23,F,EDGE,38,2,8,6,6,0.047562451023729656,0.07942183826779725,0.15252676472445553,0.02794789217853149,0.11002498040949185
2026-07-01,202607010802,1,5022,1,0.02,0.16,N,EDGE,33,4,26,9,6,0.11099994532881445,0.12059996719728867,0.08424998974915271,0.11839997813152577,0.08639997813152579
2026-07-01,202607010802,2,4391,2,0.03,0.16,N,MIXED,47,7,35,15,6,0.0954911868270004,0.1409959323816925,0.05421822246248785,0.11252129147438107,0.06419647473080016
2026-07-01,202607010802,3,4693,3,0.05,0.13,N,MIXED,25,5,20,14,6,0.1640856471182578,0.18041035297359514,0.1605582262580595,0.17972569413547734,0.1826342588473031
2026-07-01,202607010802,4,5436,6,0.1,0.13,N,EDGE,24,23,21,24,6,0.15597051909232418,0.14537321084668775,0.13651196720570166,0.15152743715179817,0.11938820763692967
2026-07-01,202607010802,5,5026,4,-0.06,0.15,F,BOTH_SLOWER,42,6,12,8,6,0.0065961086372889055,0.011631387651977784,0.06830981399020741,0.0463983322731238,0.022638443454915558
2026-07-01,202607010802,6,5340,5,0.12,0.15,N,MIXED,47,9,45,24,6,0.16970171314278987,0.16388068525711594,0.16055314272268115,0.17260700929522466,0.15888068525711596
2026-07-01,202607011602,1,5092,1,0.04,0.14,N,EDGE,18,2,14,5,6,0.046178487469250795,0.0771338656019381,-0.005646453759224769,0.06973372043777316,0.03147139498770032
2026-07-01,202607011602,2,5058,5,0.28,0.12,N,BOTH_FASTER,52,10,44,7,6,0.3268225427280488,0.35505845352301835,0.2980187051273659,0.24084117356679174,0.3037290170912195
2026-07-01,202607011602,3,4409,2,0.07,0.18,N,MIXED,44,10,33,21,6,0.14172217868775966,0.1256458170079099,0.11359828390068097,0.14593826193061327,0.1966888714751039
2026-07-01,202607011602,4,4793,3,0.15,0.12,N,BOTH_FASTER,42,9,39,7,6,0.1933268778680581,0.18333075114722325,0.17999913927129663,0.1692277897852576,0.18833075114722325
2026-07-01,202607011602,5,5038,6,-0.06,0.1,F,EDGE,35,4,9,14,6,0.012066614425311609,0.03023996865518698,0.08149331243679131,0.0166199843275935,-0.003173354229875358
2026-07-01,202607011602,6,4446,4,-0.03,0.11,F,BOTH_SLOWER,18,3,4,2,6,0.05224991604067937,0.04705549958267513,0.09034994962440762,0.06418743703050953,0.06889996641627175
2026-07-01,202607011007,1,4248,1,0.28,0.05,N,EDGE,24,2,20,4,6,0.346264636739383,0.3509484775545373,0.3291379930937038,0.36775878204362983,0.3275058546957532
2026-07-01,202607011007,2,5333,2,0.16,0.12,N,MIXED,33,5,29,18,6,0.24704645695672145,0.20111624924912078,0.23835082119258083,0.249678280905847,0.27081858278268855
2026-07-01,202607011007,3,4325,3,0.03,0.08,N,BOTH_SLOWER,34,7,25,7,6,0.10711358293497777,0.1532831921238359,0.08202198379386667,0.12943703827768205,0.09184543317399112
2026-07-01,202607011007,4,4536,4,0.09,0.11,N,MIXED,31,5,30,17,6,0.13958530851558593,0.15886471373577413,0.1279864403081532,0.13989181961276154,0.10683412340623437
2026-07-01,202607011007,5,5051,5,0.16,0.09,N,MIXED,42,5,33,11,6,0.2289038009449812,0.2548566186972625,0.19906212322230482,0.2643189885688169,0.21156152037799247
2026-07-01,202607011007,6,5463,6,0.39,0.21,N,EDGE,20,20,18,20,6,0.44443325497130076,0.4387153665318386,0.4194416470761585,0.4387153665318386,0.4627733019885203
2026-07-01,202607010202,1,5351,1,0.17,0.1,N,EDGE,29,3,20,7,6,0.2587948115163852,0.25697431878870125,0.2193372641960889,0.27328991300756245,0.2725179246065541
2026-07-01,202607010202,2,5226,2,0.17,0.12,N,MIXED,14,2,12,5,6,0.22804156871412595,0.20728117653559447,0.20212496734915308,0.2271135829349778,0.2542166274856504
2026-07-01,202607010202,3,3484,3,0.01,0.13,N,BOTH_SLOWER,20,4,15,2,6,0.09009992163796741,0.08405995298278045,0.058599977610847835,0.13632494122847558,0.09403996865518696
2026-07-01,202607010202,4,3687,4,0.05,0.14,N,MIXED,39,13,31,14,6,0.10434689079875555,0.09926743919960702,0.06286706337277118,0.10230406723962666,0.07373875631950222
2026-07-01,202607010202,5,3463,5,0.08,0.17,N,BOTH_FASTER,27,2,26,7,6,0.1308918283551087,0.12316887126633153,0.12016721781658288,0.08733469001005018,0.07235673134204348
2026-07-01,202607010202,6,3430,6,-0.05,0.13,F,EDGE,38,5,10,12,6,0.043187451023729645,0.020829518740216157,0.11557029413389862,0.021618039230132113,0.04327498040949186
2026-07-01,202607011702,1,4040,1,0.03,0.08,N,EDGE,40,8,36,15,6,0.06145995298278045,0.02419712270690591,0.03687523137849245,0.059940938947461095,0.023583981193112176
2026-07-01,202607011702,2,4529,2,0.03,0.16,N,MIXED,29,5,24,14,6,0.10417942690100056,0.11864332376418213,0.08816921871353345,0.11975382807030019,0.10867177076040023
2026-07-01,202607011702,3,5152,3,0.07,0.21,N,MIXED,25,5,19,10,6,0.1640856471182578,0.17677398933723149,0.13378055530838187,0.16590711766934668,0.1836342588473031
2026-07-01,202607011702,4,3605,4,0.08,0.24,N,MIXED,28,5,27,14,6,0.1632367802405006,0.1608564255857276,0.16452789943766677,0.1794710340721502,0.16929471209620023
2026-07-01,202607011702,5,4390,5,0.06,0.19,N,MIXED,36,5,26,14,6,0.13289125324215267,0.11975886540481054,0.09085460998290362,0.14186737597264582,0.14315650129686108
2026-07-01,202607011702,6,5029,6,0.08,0.2,N,EDGE,42,7,29,15,6,0.15332687786805813,0.2015354820929499,0.1091417504916671,0.159045774628969,0.15633075114722325
2026-07-01,202607011103,1,5185,1,-0.01,0.18,F,EDGE,25,3,6,6,6,0.07179993283254348,0.07231106633280676,0.12839996641627172,0.09589996641627174,0.053719973133017386
2026-07-01,202607011103,2,5126,2,0.15,0.2,N,MIXED,43,4,33,13,6,0.23439618205922685,0.2266377092355361,0.21144556647065027,0.23244089959765057,0.22175847282369074
2026-07-01,202607011103,3,3686,3,0.23,0.22,N,BOTH_FASTER,25,4,23,5,6,0.23322850426111494,0.25093710255666896,0.20653003536436862,0.17630645686969906,0.19429140170444598
2026-07-01,202607011103,4,3664,4,0.11,0.21,N,MIXED,31,4,29,14,6,0.1769023816863176,0.17014142901179055,0.16889755114622587,0.17207071450589528,0.20876095267452704
2026-07-01,202607011103,5,3554,5,0.1,0.23,N,MIXED,34,2,23,10,6,0.2171135829349778,0.22783518720123336,0.19457522405551264,0.2551675936006167,0.2278454331739911
2026-07-01,202607011103,6,4580,6,0.12,0.26,N,EDGE,18,2,16,6,6,0.1929642017549651,0.20972315131622382,0.18035387320589957,0.18731543421081587,0.20918568070198604
2026-07-01,202607012307,1,4358,1,0.13,0.29,N,EDGE,32,6,28,10,6,0.2210237535509291,0.2588452101087979,0.20106301533251691,0.29288390758159843,0.22440950142037164
2026-07-01,202607012307,2,4786,2,0.0,0.2,N,BOTH_SLOWER,48,6,35,13,6,0.06798271808860384,0.08649135904430193,0.028729178256868854,0.07778401623850649,0.11219308723544152
2026-07-01,202607012307,3,4977,3,0.07,0.2,N,BOTH_FASTER,40,7,35,8,6,0.13505995298278045,0.07233536291512943,0.1241551150706508,0.09431140842119162,0.15902398119311217
2026-07-01,202607012307,4,3303,4,-0.08,0.19,F,MIXED,27,6,5,17,6,0.021702639165919524,0.05585131958295976,0.06365598499959245,0.041748514565022474,0.07068105566636783
2026-07-01,202607012307,5,4434,5,-0.07,0.15,F,MIXED,40,6,6,15,6,0.024059952982780436,0.02286330982472355,0.08536330982472354,0.0530647484712706,0.04962398119311216
2026-07-01,202607012307,6,4425,6,0.08,0.14,N,EDGE,31,3,29,7,6,0.13568286949119565,0.13045524632746378,0.12354563476991925,0.14954593976516722,0.12727314779647828
2026-07-01,202607010803,1,5294,1,0.03,0.19,N,EDGE,17,2,16,4,6,0.05011102404218601,0.06383326803163951,0.017757552011505272,0.039066614425311605,0.042044409616874404
2026-07-01,202607010803,2,3680,2,0.17,0.22,N,BOTH_FASTER,36,5,34,10,6,0.20767386193780485,0.16964028832971173,0.19340107929067074,0.14287769822667684,0.23706954477512193
2026-07-01,202607010803,3,4819,3,0.05,0.33,N,BOTH_SLOWER,27,3,25,1,6,0.06575669321997357,0.036060017702204614,0.03401742449418843,0.1063628799028345,0.050302677287989435
2026-07-01,202607010803,4,4876,4,0.13,0.19,N,MIXED,30,8,23,9,6,0.21857494122847554,0.21653211766934666,0.20177412577140874,0.2300966431580569,0.2644299764913902
