actual_combo,actual_ticket_rank20,date,entry_course,entry_source,entry_status,escape_hit,ex_margin23,has_orig,has_stt,has_tkz,head,head_hit,kimarite,margin2,margin23,margin3,margin_all,month,one_direct,one_ex,one_grade,one_lap,one_local,one_meet_st_strength,one_motor,one_nst_strength,one_orig_avg,one_past_win,one_score,one_st,one_straight,one_turn,one_waku_sr_strength,one_waku_wr,one_wr,p1,p109,p1_refit_audit,payout100,period,race,race_code,ranked_others,st_margin2,st_margin23,st_margin3,straight_margin23,threat2,threat23_max,threat3,threat4,threat5,threat6,threat_all_max,tickets20_display,train_n109,turn_margin23,valid_payout,valid_result,venue,wf_month,winner
3-2-5,0,2026-06-29,1,snapshot,same,0,-0.6,1,1,1,1,0,差し,-0.057869506493506584,-0.23132742857142852,-0.23132742857142852,-0.23132742857142852,2026-06,0.3233333333333333,0.4,0.38,0.8,0.2927272727272728,0.5555555555555555,0.5806857142857142,0.6428571428571428,0.6666666666666666,0.1,0.41592189610389607,0.0,1.0,0.19999999999999996,0.54,0.575,0.22200000000000006,0.21450169,0.21450169,,1990,holdout3,04R,202606290204,3-5-4-2-6,-1.0,-1.0,-0.8,0.19999999999999996,0.47379140259740266,0.6472493246753246,0.6472493246753246,0.6103318961038962,0.6378861428571427,0.29347214285714285,0.6472493246753246,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-5-4;1-4-5;1-3-6;1-2-3;1-5-2;1-2-5;1-5-6;1-6-3;1-4-2;1-2-4;1-6-5;1-4-6;1-6-4;1-2-6;1-6-2,30613,-0.20000000000000007,1,1,02,2026-06,3
1-5-2,6,2026-06-29,1,snapshot,same,1,-0.4,1,1,1,1,1,逃げ,0.06041729870129875,0.06041729870129875,0.1480073636363637,-0.054444493506493385,2026-06,0.38,0.6,0.72,0.6,0.1509090909090909,0.055555555555555455,0.707942857142857,0.4285714285714285,0.39999999999999997,0.5555555555555556,0.5363244415584416,0.19999999999999996,0.4,0.19999999999999996,0.64,0.825,0.392,0.31579914,0.31579914,,2100,holdout3,05R,202606290205,4-5-2-3-6,-0.20000000000000007,-0.20000000000000007,0.19999999999999996,-0.6,0.47590714285714286,0.47590714285714286,0.3883170779220779,0.590768935064935,0.5663564025974026,0.33046985714285715,0.590768935064935,1-4-5;1-5-4;1-4-2;1-2-4;1-4-3;1-5-2;1-2-5;1-4-6;1-3-4;1-5-3;1-3-5;1-5-6;1-6-4;1-2-3;1-3-2;1-6-5;1-2-6;1-6-2;1-3-6;1-6-3,30613,-0.6000000000000001,1,1,02,2026-06,1
3-2-4,0,2026-06-29,1,snapshot,same,0,0.19999999999999996,1,1,1,1,0,まくり,-0.07962471428571427,-0.1825141688311689,-0.1825141688311689,-0.3871307012987014,2026-06,0.4766666666666667,0.6,0.38,0.6,0.2581818181818182,0,0.5130285714285715,0.4285714285714285,0.5333333333333333,0.1,0.36391083116883116,0.8,1.0,0.0,0.38000000000000006,0.475,0.04800000000000004,0.10398635,0.10398635,,1220,holdout3,06R,202606290206,4-5-3-2-6,0.8,-0.19999999999999996,-0.19999999999999996,0.8,0.44353554545454543,0.546425,0.546425,0.7510415324675326,0.6082793766233765,0.37158757142857146,0.7510415324675326,1-4-5;1-5-4;1-4-3;1-3-4;1-4-2;1-5-3;1-3-5;1-4-6;1-2-4;1-5-2;1-2-5;1-5-6;1-6-4;1-3-2;1-2-3;1-6-5;1-3-6;1-6-3;1-2-6;1-6-2,30613,-0.4,1,1,02,2026-06,3
1-4-3,20,2026-06-29,1,snapshot,same,1,-0.6,1,1,1,1,1,逃げ,0.3129962467532468,0.3129962467532468,0.3212765324675325,0.16582905194805198,2026-06,0.5233333333333333,0.4,1.0,1.0,0.8581818181818182,0.4583333333333333,0.5773142857142857,0.6428571428571428,0.6666666666666666,0.7,0.7445151168831169,0.0,0.0,1.0,0.72,1,0.7140000000000001,0.67192131,0.67192131,,2740,holdout3,07R,202606290207,6-5-2-3-4,-0.6,-0.8,-0.8,-0.8,0.4315188701298701,0.4315188701298701,0.4232385844155844,0.4004881818181818,0.4829144675324675,0.5786860649350649,0.5786860649350649,1-6-5;1-5-6;1-6-2;1-2-6;1-6-3;1-5-2;1-2-5;1-6-4;1-3-6;1-5-3;1-3-5;1-5-4;1-4-6;1-2-3;1-3-2;1-4-5;1-2-4;1-4-2;1-3-4;1-4-3,30613,0.6,1,1,02,2026-06,1
1-2-3,3,2026-06-29,1,snapshot,same,1,-0.6,1,1,1,1,1,逃げ,-0.25480068831168834,-0.25480068831168834,0.053586610389610434,-0.25480068831168834,2026-06,0.42666666666666664,0.4,0.38,0.4,0.4981818181818182,0.36111111111111116,0.5586285714285715,0.4999999999999998,0.3333333333333333,0.8,0.5496414025974027,0.6,0.19999999999999996,0.4,0.76,1,0.538,0.26259351,0.26259351,,810,holdout3,08R,202606290208,2-4-3-5-6,-0.4,-0.4,0.6,-0.8,0.804442090909091,0.804442090909091,0.49605479220779225,0.6267332467532468,0.4165456363636364,0.320562,0.804442090909091,1-2-4;1-4-2;1-2-3;1-3-2;1-2-5;1-4-3;1-3-4;1-2-6;1-5-2;1-4-5;1-5-4;1-4-6;1-6-2;1-3-5;1-5-3;1-6-4;1-3-6;1-6-3;1-5-6;1-6-5,30613,0.20000000000000007,1,1,02,2026-06,1
4-1-6,0,2026-06-29,1,snapshot,same,0,0.4,1,1,1,1,0,差し,0.30473453246753246,0.06342929870129865,0.06342929870129865,0.06342929870129865,2026-06,0.5366666666666667,0.6,0.72,1.0,0.6927272727272726,0.5833333333333334,0.5874857142857143,0.5714285714285713,0.7333333333333334,0.7,0.6628993246753246,0.4,0.8,0.4,0.76,1,0.602,0.63661353,0.63661353,,9840,holdout3,09R,202606290209,3-6-5-4-2,0.20000000000000007,0.20000000000000007,0.4,-0.19999999999999996,0.3581647922077922,0.599470025974026,0.599470025974026,0.449852,0.4990821428571429,0.5449269350649352,0.599470025974026,1-3-6;1-6-3;1-3-5;1-5-3;1-3-4;1-6-5;1-5-6;1-3-2;1-4-3;1-6-4;1-4-6;1-6-2;1-2-3;1-5-4;1-4-5;1-2-6;1-5-2;1-2-5;1-4-2;1-2-4,30613,0.20000000000000007,1,1,02,2026-06,4
4-1-2,0,2026-06-29,1,snapshot,same,0,-0.4,1,1,1,1,0,差し,-0.06032849350649361,-0.06032849350649361,0.2272283636363635,-0.06032849350649361,2026-06,0.42666666666666675,0.19999999999999996,0.72,1.0,0.4654545454545454,1,0.7218857142857142,0.7142857142857141,0.7333333333333334,0.7,0.6480826493506493,0.8,1.0,0.19999999999999996,0.82,1,0.5359999999999999,0.57392609,0.57392609,,2010,holdout3,10R,202606290210,2-4-5-6-3,-0.19999999999999996,-0.19999999999999996,0.6000000000000001,0.4,0.7084111428571429,0.7084111428571429,0.4208542857142858,0.557875,0.49277444155844163,0.42134944155844156,0.7084111428571429,1-2-4;1-4-2;1-2-5;1-5-2;1-2-6;1-4-5;1-5-4;1-2-3;1-6-2;1-4-6;1-6-4;1-4-3;1-3-2;1-5-6;1-6-5;1-3-4;1-5-3;1-3-5;1-6-3;1-3-6,30613,-0.6000000000000001,1,1,02,2026-06,4
1-3-4,3,2026-06-29,1,snapshot,same,1,0.4,1,1,1,1,1,逃げ,0.08897285714285719,-0.08894713636363627,-0.08894713636363627,-0.08894713636363627,2026-06,0.33,0.6,0.72,0.4,0.5327272727272727,0.44444444444444453,0.5906857142857144,0.6428571428571428,0.4000000000000001,0.8,0.6168318961038961,0.19999999999999996,0.8,0.0,0.54,1,0.586,0.4386039,0.4386039,,1520,holdout3,11R,202606290211,3-5-4-2-6,0.19999999999999996,-0.20000000000000007,-0.20000000000000007,-0.19999999999999996,0.5278590389610389,0.7057790324675324,0.7057790324675324,0.5762814025974027,0.6562358571428571,0.3996733246753247,0.7057790324675324,1-3-5;1-5-3;1-3-4;1-4-3;1-3-2;1-5-4;1-4-5;1-3-6;1-2-3;1-5-2;1-2-5;1-5-6;1-6-3;1-4-2;1-2-4;1-6-5;1-4-6;1-6-4;1-2-6;1-6-2,30613,-0.6,1,1,02,2026-06,1
1-2-5,4,2026-06-29,1,snapshot,same,1,-0.6000000000000001,1,1,1,1,1,逃げ,0.059964389610389524,0.059964389610389524,0.19710905194805195,-0.16319815584415598,2026-06,0.29666666666666663,0.19999999999999996,1.0,0.6,0.5454545454545454,0.6458333333333333,0.3052,0.5714285714285713,0.5333333333333333,0.6,0.6153689350649351,0.6,1.0,0.0,0.5599999999999999,1,0.658,0.45704383,0.45704383,,1270,holdout3,12R,202606290212,5-6-2-4-3,0.6,-0.20000000000000007,-0.20000000000000007,0.6,0.5554045454545455,0.5554045454545455,0.4182598831168831,0.545361064935065,0.778567090909091,0.6166543766233765,0.778567090909091,1-5-6;1-6-5;1-5-2;1-2-5;1-5-4;1-6-2;1-2-6;1-5-3;1-4-5;1-6-4;1-4-6;1-6-3;1-3-5;1-2-4;1-4-2;1-3-6;1-2-3;1-3-2;1-4-3;1-3-4,30613,-0.4,1,1,02,2026-06,1
2-1-3,0,2026-06-29,1,snapshot,same,0,0.19999999999999996,0,1,1,1,0,差し,0.10002523376623373,0.10002523376623373,0.193248051948052,0.007194610389610445,2026-06,0.635,0.6,0.38,0.5,0.30363636363636365,0.11111111111111113,1.0,0.5714285714285713,0.5,0.5,0.6032594805194805,1.0,0.5,0.5,0.6799999999999999,1,0.27599999999999997,0.41195679,0.41195679,,5070,holdout3,01R,202606290301,5-2-4-3-6,0.19999999999999996,0.19999999999999996,0.6,0.0,0.5032342467532468,0.5032342467532468,0.4100114285714285,0.502772064935065,0.5960648701298701,0.35636928571428567,0.5960648701298701,1-5-2;1-2-5;1-5-4;1-4-5;1-5-3;1-2-4;1-4-2;1-5-6;1-3-5;1-2-3;1-3-2;1-2-6;1-6-5;1-4-3;1-3-4;1-6-2;1-4-6;1-6-4;1-3-6;1-6-3,30613,0.0,1,1,03,2026-06,2
2-1-6,0,2026-06-29,1,snapshot,same,0,-1.0,0,1,1,1,0,差し,-0.052352025974025995,-0.052352025974025995,-0.050789935064935066,-0.1569244155844155,2026-06,0.345,0.0,0.38,0.5,0.5472727272727272,0.5833333333333334,0.24457142857142855,0.5714285714285713,0.5,0.5,0.41167253246753244,0.6,0.5,0.5,0.64,0.8125,0.24399999999999994,0.35248625,0.35248625,,16070,holdout3,02R,202606290302,5-4-2-3-6,-0.4,-0.4,0.19999999999999996,0.0,0.46402455844155843,0.46402455844155843,0.4624624675324675,0.4743167142857143,0.5685969480519479,0.3751245324675324,0.5685969480519479,1-5-4;1-4-5;1-5-2;1-2-5;1-5-3;1-4-2;1-2-4;1-5-6;1-3-5;1-4-3;1-3-4;1-4-6;1-6-5;1-2-3;1-3-2;1-6-4;1-2-6;1-6-2;1-3-6;1-6-3,30613,0.0,1,1,03,2026-06,2
1-2-3,7,2026-06-29,1,snapshot,same,1,0.0,0,1,1,1,1,逃げ,-0.09066437662337667,-0.09113646753246751,-0.09113646753246751,-0.0948810779220779,2026-06,0.4,0.5,0.38,0.5,0.2981818181818181,0.75,0.5565142857142857,0.5714285714285713,0.5,0.5,0.46729554545454544,0.0,0.5,0.5,0.48,0.9125,0.242,0.46665462,0.46665462,,2060,holdout3,03R,202606290303,5-3-2-6-4,-0.8,-1.0,-1.0,0.0,0.5579599220779221,0.558432012987013,0.558432012987013,0.39835497402597403,0.5621766233766233,0.45787707792207794,0.5621766233766233,1-5-3;1-3-5;1-5-2;1-2-5;1-5-6;1-3-2;1-2-3;1-5-4;1-6-5;1-3-6;1-6-3;1-3-4;1-4-5;1-2-6;1-6-2;1-4-3;1-2-4;1-4-2;1-6-4;1-4-6,30613,0.0,1,1,03,2026-06,1
1-2-3,10,2026-06-29,1,snapshot,same,1,-0.8,0,1,1,1,1,逃げ,-0.09277345454545449,-0.09277345454545449,0.005900805194805181,-0.10125477922077919,2026-06,0.4149999999999999,0.19999999999999996,0.15,0.5,0.450909090909091,0.5138888888888887,0.4359428571428572,0.6428571428571428,0.5,0.6,0.47996015584415586,0.6,0.5,0.5,0.5599999999999999,1,0.43800000000000006,0.39578062,0.39578062,,1500,holdout3,04R,202606290304,5-2-4-3-6,-0.4,-0.4,-0.20000000000000007,0.0,0.5727336103896103,0.5727336103896103,0.4740593506493507,0.5724472727272727,0.581214935064935,0.43038162337662333,0.581214935064935,1-5-2;1-2-5;1-5-4;1-4-5;1-5-3;1-2-4;1-4-2;1-5-6;1-3-5;1-2-3;1-3-2;1-2-6;1-6-5;1-4-3;1-3-4;1-6-2;1-4-6;1-6-4;1-3-6;1-6-3,30613,0.0,1,1,03,2026-06,1
3-5-4,0,2026-06-29,1,snapshot,same,0,0.4,0,1,1,1,0,まくり,0.012788220779220816,0.012788220779220816,0.017036077922077897,-0.177289896103896,2026-06,0.515,0.6,0.38,0.5,0.4454545454545455,0,0.4372,0.4999999999999998,0.5,0.4,0.5081303636363637,0.4,0.5,0.5,0.64,0.925,0.418,0.34863129,0.34863129,,15440,holdout3,05R,202606290305,6-2-3-4-5,0.20000000000000007,-0.6,-0.6,0.0,0.49534214285714284,0.49534214285714284,0.49109428571428576,0.48091142857142855,0.4103892857142857,0.6854202597402597,0.6854202597402597,1-6-2;1-2-6;1-6-3;1-3-6;1-6-4;1-2-3;1-3-2;1-6-5;1-4-6;1-2-4;1-4-2;1-2-5;1-5-6;1-3-4;1-4-3;1-5-2;1-3-5;1-5-3;1-4-5;1-5-4,30613,0.0,1,1,03,2026-06,3
5-4-3,0,2026-06-29,1,snapshot,same,0,-0.8,0,1,1,1,0,まくり差し,0.06493298701298694,0.059375428571428523,0.059375428571428523,0.04457979220779218,2026-06,0.375,0.19999999999999996,0.38,0.5,0.5745454545454546,0.08333333333333341,0.6155999999999999,0.4285714285714285,0.5,0.7,0.5603470649350649,0.4,0.5,0.5,0.44000000000000006,1,0.594,0.51213337,0.51213337,,21990,holdout3,06R,202606290306,5-3-2-4-6,0.20000000000000007,0.20000000000000007,0.4,0.0,0.495414077922078,0.5009716363636364,0.5009716363636364,0.48471805194805195,0.5157672727272727,0.4096122077922078,0.5157672727272727,1-5-3;1-3-5;1-5-2;1-2-5;1-5-4;1-3-2;1-2-3;1-5-6;1-4-5;1-3-4;1-4-3;1-3-6;1-6-5;1-2-4;1-4-2;1-6-3;1-2-6;1-6-2;1-4-6;1-6-4,30613,0.0,1,1,03,2026-06,5
2-4-1,0,2026-06-29,1,snapshot,same,0,0.19999999999999996,0,1,1,1,0,抜き,-0.11908742857142851,-0.11908742857142851,-0.08403592207792199,-0.11908742857142851,2026-06,0.695,1.0,0.38,0.5,0.3963636363636363,0.06944444444444443,0.7130285714285713,0.4999999999999998,0.5,0.3,0.517528948051948,0.6,0.5,0.5,0.3,0.7625,0.18200000000000002,0.30132332,0.30132332,,3180,holdout3,07R,202606290307,2-3-6-4-5,-0.4,-0.4,0.4,0.0,0.6366163766233766,0.6366163766233766,0.60156487012987,0.5142820129870129,0.304132,0.5564969480519479,0.6366163766233766,1-2-3;1-3-2;1-2-6;1-6-2;1-2-4;1-3-6;1-6-3;1-2-5;1-4-2;1-3-4;1-4-3;1-3-5;1-5-2;1-6-4;1-4-6;1-5-3;1-6-5;1-5-6;1-4-5;1-5-4,30613,0.0,1,1,03,2026-06,2
4-3-1,0,2026-06-29,1,snapshot,same,0,-0.6,0,1,1,1,0,まくり差し,-0.014477870129870118,-0.1912404025974026,-0.1912404025974026,-0.20353066233766237,2026-06,0.225,0.0,0.38,0.5,0.5072727272727273,0.23611111111111124,0.1030285714285714,0.35714285714285704,0.5,0.4,0.35572453246753244,0.0,0.5,0.5,0.48,0.8625,0.274,0.2900079,0.2900079,,5600,holdout3,08R,202606290308,6-3-4-5-2,-0.19999999999999996,-0.4,-0.4,0.0,0.37020240259740256,0.546964935064935,0.546964935064935,0.41474554545454545,0.41146928571428565,0.5592551948051948,0.5592551948051948,1-6-3;1-3-6;1-6-4;1-4-6;1-6-5;1-3-4;1-4-3;1-6-2;1-5-6;1-3-5;1-5-3;1-3-2;1-2-6;1-4-5;1-5-4;1-2-3;1-4-2;1-2-4;1-5-2;1-2-5,30613,0.0,1,1,03,2026-06,4
2-1-5,0,2026-06-29,1,snapshot,same,0,-0.4,0,1,1,1,0,差し,-0.06525580519480517,-0.10500968831168833,-0.10500968831168833,-0.1129090519480519,2026-06,0.475,0.6,0.38,0.5,0.4090909090909091,0.27777777777777773,0.47011428571428565,0.35714285714285704,0.5,0.2,0.42952455844155846,0.19999999999999996,0.5,0.5,0.6799999999999999,0.7375,0.22400000000000003,0.31550222,0.31550222,,5180,holdout3,09R,202606290309,4-3-5-2-6,-0.8,-0.8,-0.6000000000000001,0.0,0.49478036363636363,0.5345342467532468,0.5345342467532468,0.5424336103896104,0.5099770779220779,0.40708135064935064,0.5424336103896104,1-4-3;1-3-4;1-4-5;1-5-4;1-4-2;1-3-5;1-5-3;1-4-6;1-2-4;1-3-2;1-2-3;1-3-6;1-6-4;1-5-2;1-2-5;1-6-3;1-5-6;1-6-5;1-2-6;1-6-2,30613,0.0,1,1,03,2026-06,2
4-1-5,0,2026-06-29,1,snapshot,same,0,-0.4,0,1,1,1,0,抜き,-0.08586064935064941,-0.08586064935064941,-0.022360090909090913,-0.08586064935064941,2026-06,0.405,0.4,0.15,0.5,0.8436363636363636,0.6527777777777778,0.1737142857142857,0.28571428571428553,0.5,0.3333333333333333,0.4475566233766234,0.19999999999999996,0.5,0.5,0.7,0.85,0.618,0.52808873,0.52808873,,8110,holdout3,10R,202606290310,2-4-6-5-3,-0.8,-0.8,-0.6000000000000001,0.0,0.5334172727272728,0.5334172727272728,0.4699167142857143,0.5245942857142857,0.47630992207792205,0.4931469805194805,0.5334172727272728,1-2-4;1-4-2;1-2-6;1-6-2;1-2-5;1-4-6;1-6-4;1-2-3;1-5-2;1-4-5;1-5-4;1-4-3;1-3-2;1-6-5;1-5-6;1-3-4;1-6-3;1-3-6;1-5-3;1-3-5,30613,0.0,1,1,03,2026-06,4
1-2-5,2,2026-06-29,1,snapshot,same,1,-0.8,0,1,1,1,1,逃げ,0.1252186363636364,0.1252186363636364,0.22507720779220775,0.07587888311688318,2026-06,0.385,0.0,1.0,0.5,0.8181818181818182,0.8888888888888888,0.5925714285714285,0.5714285714285713,0.5,0.6,0.7137202597402598,0.8,0.5,0.5,0.5,1,0.72,0.71299771,0.71299771,,910,holdout3,11R,202606290311,5-2-3-4-6,0.4,0.20000000000000007,0.20000000000000007,0.0,0.5885016233766234,0.5885016233766234,0.488643051948052,0.44318746753246746,0.6378413766233766,0.44121015584415585,0.6378413766233766,1-5-2;1-2-5;1-5-3;1-3-5;1-5-4;1-2-3;1-3-2;1-5-6;1-4-5;1-2-4;1-4-2;1-2-6;1-6-5;1-3-4;1-4-3;1-6-2;1-3-6;1-6-3;1-4-6;1-6-4,30613,0.0,1,1,03,2026-06,1
3-4-2,0,2026-06-29,1,snapshot,same,0,0.8,0,1,1,1,0,まくり差し,0.0971196363636363,0.0971196363636363,0.10918594805194803,0.05887754545454549,2026-06,0.695,1.0,0.38,0.5,0.5181818181818181,0.5694444444444444,0.8795428571428572,0.4285714285714285,0.5,0.7,0.6336082597402597,0.6,0.5,0.5,0.62,1,0.4640000000000001,0.66300753,0.66300753,,9310,holdout3,12R,202606290312,4-2-3-6-5,0.4,0.4,0.6,0.0,0.5364886233766234,0.5364886233766234,0.5244223116883117,0.5747307142857142,0.40004383116883113,0.4360745454545455,0.5747307142857142,1-4-2;1-2-4;1-4-3;1-3-4;1-4-6;1-2-3;1-3-2;1-4-5;1-6-4;1-2-6;1-6-2;1-2-5;1-5-4;1-3-6;1-6-3;1-5-2;1-3-5;1-5-3;1-6-5;1-5-6,30613,0.0,1,1,03,2026-06,3
6-4-5,0,2026-06-29,1,snapshot,same,0,-0.8,1,1,1,1,0,抜き,-0.07881175324675327,-0.07881175324675327,0.047347415584415575,-0.2601877532467533,2026-06,0.2533333333333333,0.0,0.38,1.0,0.44909090909090904,0.3750000000000001,0.05971428571428571,0.5714285714285713,0.6666666666666666,0.6,0.42016727272727267,0.6,1.0,0.0,0.78,1,0.4539999999999999,0.41614259,0.41614259,,28870,holdout3,01R,202606290501,5-6-2-4-3,0.4,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.49897902597402594,0.49897902597402594,0.3728198571428571,0.46453880519480517,0.680355025974026,0.5530677272727273,0.680355025974026,1-5-6;1-6-5;1-5-2;1-2-5;1-5-4;1-6-2;1-2-6;1-5-3;1-4-5;1-6-4;1-4-6;1-6-3;1-3-5;1-2-4;1-4-2;1-3-6;1-2-3;1-3-2;1-4-3;1-3-4,30613,-0.4,1,1,05,2026-06,6
1-4-6,20,2026-06-29,1,snapshot,same,1,0.6,1,1,1,1,1,逃げ,-0.10638333766233754,-0.10638333766233754,0.008933584415584561,-0.10638333766233754,2026-06,0.7633333333333333,1.0,0.38,0.8,0.6,0.4166666666666666,0.7254285714285714,0.5714285714285713,0.8666666666666667,0.375,0.5776914285714286,0.19999999999999996,1.0,0.8,0.6,0.7,0.3460000000000001,0.53241343,0.53241343,,28010,holdout3,02R,202606290502,2-3-5-6-4,-0.8,-0.8,-0.6000000000000001,0.4,0.6840747662337662,0.6840747662337662,0.5687578441558441,0.3218177272727273,0.48585961038961045,0.35873771428571427,0.6840747662337662,1-2-3;1-3-2;1-2-5;1-5-2;1-2-6;1-3-5;1-5-3;1-2-4;1-6-2;1-3-6;1-6-3;1-3-4;1-4-2;1-5-6;1-6-5;1-4-3;1-5-4;1-4-5;1-6-4;1-4-6,30613,-0.19999999999999996,1,1,05,2026-06,1
1-2-3,10,2026-06-29,1,snapshot,same,0,0.4,1,1,1,1,1,抜き,0.0820935584415583,0.0820935584415583,0.22816688311688316,-0.03184588311688319,2026-06,0.7466666666666668,1.0,0.38,1.0,0.5181818181818181,0.75,0.5482857142857142,0.5714285714285713,0.7333333333333334,0.6666666666666666,0.6211766883116883,1.0,1.0,0.19999999999999996,0.58,0.9625,0.6039999999999999,0.74246732,0.74246732,,1020,holdout3,03R,202606290503,5-2-6-3-4,1.0,0.8,0.8,0.19999999999999996,0.53908312987013,0.53908312987013,0.3930098051948051,0.3880007402597403,0.6530225714285715,0.4871865194805195,0.6530225714285715,1-5-2;1-2-5;1-5-6;1-6-5;1-5-3;1-2-6;1-6-2;1-5-4;1-3-5;1-2-3;1-3-2;1-2-4;1-4-5;1-6-3;1-3-6;1-4-2;1-6-4;1-4-6;1-3-4;1-4-3,30613,-0.20000000000000007,1,1,05,2026-06,1
5-1-6,0,2026-06-29,1,snapshot,same,0,0.6000000000000001,1,1,1,1,0,まくり差し,0.040876181818181756,0.040876181818181756,0.055739974025974026,-0.32039970129870127,2026-06,0.3733333333333333,0.8,0.38,0.6,0.22727272727272727,0.9166666666666667,0.6014285714285714,0.7142857142857141,0.4666666666666666,0.2222222222222222,0.44080538961038956,0.0,0.8,0.0,0.44000000000000006,0.6375,0.23800000000000007,0.51135004,0.51135004,,3050,holdout3,04R,202606290504,6-5-2-3-4,-0.8,-0.8,-0.19999999999999996,0.20000000000000007,0.3999292077922078,0.3999292077922078,0.38506541558441554,0.2767408571428571,0.5540616233766233,0.7612050909090908,0.7612050909090908,1-6-5;1-5-6;1-6-2;1-2-6;1-6-3;1-5-2;1-2-5;1-6-4;1-3-6;1-5-3;1-3-5;1-5-4;1-4-6;1-2-3;1-3-2;1-4-5;1-2-4;1-4-2;1-3-4;1-4-3,30613,-0.6,1,1,05,2026-06,5
1-4-2,2,2026-06-29,1,snapshot,same,1,-0.19999999999999996,1,1,1,1,1,逃げ,-0.26042148051948055,-0.26042148051948055,0.0015709090909091228,-0.26042148051948055,2026-06,0.4933333333333333,0.8,0.38,0.4,0.15999999999999998,0.08333333333333341,0.5613142857142857,0.4285714285714285,0.4666666666666666,0.1,0.39611985714285713,0.6,1.0,0.0,0.5599999999999999,0.5625,0.14000000000000004,0.2346399,0.2346399,,2230,holdout3,05R,202606290505,2-4-3-6-5,-0.4,-0.4,0.4,0.19999999999999996,0.6565413376623377,0.6565413376623377,0.394548948051948,0.6557766883116883,0.309009012987013,0.37810606493506493,0.6565413376623377,1-2-4;1-4-2;1-2-3;1-3-2;1-2-6;1-4-3;1-3-4;1-2-5;1-6-2;1-4-6;1-6-4;1-4-5;1-5-2;1-3-6;1-6-3;1-5-4;1-3-5;1-5-3;1-6-5;1-5-6,30613,-0.6,1,1,05,2026-06,1
5-3-6,0,2026-06-29,1,snapshot,same,0,-0.8,1,1,1,1,0,まくり差し,-0.21870880519480512,-0.21870880519480512,-0.014158493506493508,-0.4311049090909091,2026-06,0.17333333333333334,0.0,0.38,0.19999999999999996,0.2854545454545455,0,0.7236571428571428,0.4999999999999998,0.26666666666666666,0.0,0.4126580779220779,0.6,0.6,0.0,0.42000000000000004,0.75,0.17,0.12948054,0.12948054,,15870,holdout3,06R,202606290506,5-2-4-6-3,0.6,0.19999999999999996,0.19999999999999996,0.4,0.631366883116883,0.631366883116883,0.42681657142857143,0.5268697402597402,0.843762987012987,0.48197842857142853,0.843762987012987,1-5-2;1-2-5;1-5-4;1-4-5;1-5-6;1-2-4;1-4-2;1-5-3;1-6-5;1-2-6;1-6-2;1-2-3;1-3-5;1-4-6;1-6-4;1-3-2;1-4-3;1-3-4;1-6-3;1-3-6,30613,-0.4,1,1,05,2026-06,5
1-2-4,9,2026-06-29,1,snapshot,same,1,0.4,1,1,1,1,1,逃げ,0.29367133766233766,0.06158020779220774,0.06158020779220774,-0.04375524675324671,2026-06,0.7766666666666667,0.8,0.38,0.8,0.5254545454545454,0.1666666666666666,0.6662857142857143,0.6428571428571428,0.7333333333333334,0.8,0.6547220779220779,1.0,0.8,0.6,0.72,1,0.584,0.5514073,0.5514073,,3460,holdout3,07R,202606290507,4-3-5-2-6,0.6,0.6,1.0,-0.19999999999999996,0.36105074025974027,0.5931418701298702,0.5931418701298702,0.6984773246753246,0.5840427272727273,0.28464272727272727,0.6984773246753246,1-4-3;1-3-4;1-4-5;1-5-4;1-4-2;1-3-5;1-5-3;1-4-6;1-2-4;1-3-2;1-2-3;1-3-6;1-6-4;1-5-2;1-2-5;1-6-3;1-5-6;1-6-5;1-2-6;1-6-2,30613,0.19999999999999996,1,1,05,2026-06,1
1-2-6,1,2026-06-29,1,snapshot,same,1,0.19999999999999996,1,1,1,1,1,逃げ,-0.08373594805194795,-0.08373594805194795,0.08288259740259751,-0.08373594805194795,2026-06,0.42333333333333334,0.6,0.72,1.0,0.48363636363636364,0.7083333333333333,0.4382857142857142,0.6428571428571428,0.6666666666666666,0.5,0.5897616233766234,0.4,1.0,0.0,0.6599999999999999,0.9125,0.5720000000000001,0.68306145,0.68306145,,670,holdout3,08R,202606290508,2-6-3-5-4,0.20000000000000007,-0.19999999999999996,-0.19999999999999996,0.4,0.6734975714285714,0.6734975714285714,0.5068790259740259,0.3828627142857143,0.4915535194805195,0.6333769740259739,0.6734975714285714,1-2-6;1-6-2;1-2-3;1-3-2;1-2-5;1-6-3;1-3-6;1-2-4;1-5-2;1-6-5;1-5-6;1-6-4;1-4-2;1-3-5;1-5-3;1-4-6;1-3-4;1-4-3;1-5-4;1-4-5,30613,-0.8,1,1,05,2026-06,1
